,Concept_ID,he,it
814,vergebens::ADV,לריק,invano
815,vergebens::ADV,לשוא,invano
816,vor::PRP,מול,davanti a
817,hinter::PRP,מאחורי,dietro
818,unter::PRP,מתחת,sotto
819,durch::PRP,דרך,per
820,durch::PRP,דרך,attraverso
821,neben::PRP,ליד,a accanto a
822,neben::PRP,על-יד,a accanto a
823,zwischen::PRP,בין,fra
824,wegen::PRP,בשל,a causa di
825,wegen::PRP,בגלל,a causa di
826,dies::PRN,זה,ciò
827,dies::PRN,זה,questo
828,das::PRN,זה,ciò
829,das::PRN,זה,quello
830,alles::PRN,הכל,tutto
831,ich::PRN,אני,ìo
832,du::PRN,את,tu
833,du::PRN,אתה,tu
834,er::PRN,הוא,lui
835,er::PRN,הוא,egli
836,wir::PRN,אנחנו,noi
837,ihr::PRN,לה,voi
838,sie::PRN,הם,loro
839,was::FPRN,מה,che
840,was::FPRN,מה,che cosa
841,wer::FPRN,מי,chi
842,wo::FADV,איפה,dove
843,wohin::FADV,לאן,dove
844,wie::FADV,איך,come
845,warum::FADV,למה,perche
846,wieviel::FNUM,כמה,quanto
847,eins::NUM,אחד,uno
848,zwei::NUM,שתים,due
849,drei::NUM,שלושה,tre
850,vier::NUM,ארבעה,quattro
851,fünf::NUM,חמשה,cinque
852,sechs::NUM,ששה,sei
853,sieben::NUM,שבעה,sette
854,acht::NUM,שמונה,otto
855,neun::NUM,תשעה,nove
856,zehn::NUM,עשרה,dieci
857,elf::NUM,אחת עשרה,ùndici
858,zwölf::NUM,שתים עשרה,dodici
859,zwanzig::NUM,עשרים,venti
860,dreißig::NUM,שלושים,trenta
861,vierzig::NUM,ארבעים,quaranta
862,fünfzig::NUM,חמשים,cinquanta
863,sechzig::NUM,ששים,sessanta
864,siebzig::NUM,שבעים,settanta
865,achtzig::NUM,שמונים,ottanta
866,neunzig::NUM,תשעים,novanta
867,hundert::NUM,מאה,cento
868,tausend::NUM,אלף,mille
869,und::CNJ,ו,e
870,oder::CNJ,או,o
871,stehen::V,עמד,stare in piedi
872,sitzen::V,ישב,sedere
873,sitzen::V,ישב,stare seduto
874,liegen::V,שכב,giacere
875,hängen::V,היה תלוי,pèndere
876,hängen::V,היה תלוי,èssere appeso
877,werden::V,הפך ל,farsi
878,werden::V,הפך ל,diventare
879,passieren::V,קרה,succèdere
880,beginnen::V,התחיל,cominciare
881,enden::V,הסתים,finire
882,enden::V,הסתים,terminare
883,wechseln::V,השתנה,variare
884,wechseln::V,השתנה,cambiare
885,aufgehen[Sonne]::V,זרח,sòrgere
886,aufgehen[Sonne]::V,זרח,spuntare
887,untergehen[Sonne]::V,שקע,tramontare
888,scheinen[Sonne]::V,בהק,splèndere
889,donnern::V,רעם,tonare
890,wehen::V,נשב,soffiare
891,strömen::V,זרם,fluire
892,fließen::V,זרם,fluire
893,fließen::V,זרם,scorrere
894,sich drehen::V,הסתובב,girarsi
895,schwanken::V,התנודד,oscillare
896,schwanken::V,התנודד,barcollare
897,schwingen::V,התנענע,vibrare
898,schwingen::V,התנענע,oscillare
899,fallen::V,נפל,cadere
900,brennen::V,בער,àrdere
901,brennen::V,בער,bruciare
902,rauchen::V,עשן,fumare
903,regnen::V,ירד גשם,piòvere
904,gefrieren::V,קפא,gelarsi
905,gefrieren::V,קפא,congelarsi
906,tauen::V,נמס,sciògliersi
907,schmelzen::V,התיך,fòndere
908,schmelzen::V,התיך,sciògliersi
909,trocknen::V,התיבש,asciugarsi
910,sieden::V,רתח,bollire
911,faulen::V,רקב,marcire
912,verfaulen::V,רקב,imputridire
913,reißen::V,נקרע,strapparsi
914,versinken::V,טבע,affondare
915,vergehen::V,עבר,passare
916,erscheinen::V,נגלה,apparire
917,erscheinen::V,נגלה,comparire
918,erscheinen::V,הופיע,apparire
919,erscheinen::V,הופיע,comparire
920,verschwinden::V,נעלם,sparire
921,verschwinden::V,נעלם,scomparire
922,sinken::V,ירד,calare
923,sinken::V,ירד,scendere
924,abnehmen::V,הפחית,diminuire
925,zunehmen::V,רבה,aumentare
926,steigen::V,עלה,salire
927,steigen::V,עלה,montare
928,wachsen::V,גדל,crescere
929,glänzen::V,נצץ,splèndere
930,glänzen::V,בהק,splèndere
931,funkeln::V,נצנץ,brillare
932,funkeln::V,נצנץ,scintillare
933,lärmen::V,רעש,strepitare
934,lärmen::V,רעש,fare chiasso
935,läuten::V,צלצל,suonare
936,klingeln::V,צלצל,suonare
937,klirren::V,קרקש,tintinnare
938,brausen::V,געש,rombare
939,brausen::V,געש,rumoreggiare
940,rauschen::V,רשרש,frusciare
941,klingen::V,נשמע,suonare
942,bellen::V,נבח,latrare
943,bellen::V,נבח,abbaiare
944,heulen::V,ילל,urlare
945,heulen::V,ילל,ululare
946,blasen::V,נשף,soffiare
947,pfeifen::V,שרק,fischiare
948,schreien::V,צעק,gridare
949,stöhnen::V,נאנק,gèmere
950,zittern::V,רעד,tremare
951,leben::V,חי,vìvere
952,geboren werden::V,נולד,nàscere
953,atmen::V,נשם,respirare
954,trinken::V,שתה,bere
955,essen::V,אכל,mangiare
956,schlucken::V,בלע,inghiottire
957,müde werden::V,התעיף,stancarsi
958,einschlafen::V,נרדם,addormentarsi
959,schlafen::V,ישן,dormire
960,aufwachen::V,התעורר,svegliarsi
961,aufstehen::V,קם,levarsi
962,sich erholen::V,נפש,riposarsi
963,krank werden::V,חלה,ammalarsi
964,krank sein::V,היה חולה,èssere malato
965,schmerzen::V,כאב,dolere
966,husten::V,השתעל,tossire
967,genesen::V,הבריא,guarire
968,sterben::V,מת,morire
969,umkommen::V,נספה,perire
970,sich bewegen::V,נע,agitarsi
971,sich rühren::V,זז,muòversi
972,sich erheben::V,קם,alzarsi
973,sich setzen::V,התישב,sedersi
974,hinfallen::V,נפל,cadere
975,laufen::V,הלך ברגל,camminare
976,laufen::V,הלך ברגל,andare a piedi
977,schreiten::V,פסע,andare
978,schreiten::V,פסע,procedere
979,spazierengehen::V,טיל,passeggiare
980,spazierengehen::V,טיל,andare a passeggio
981,eilen::V,אץ,andare in fretta
982,eilen::V,מהר,andare in fretta
983,sich beeilen::V,מהר,affrettarsi
984,sausen::V,אץ,volare
985,sausen::V,אץ,correre
986,rennen::V,רץ,correre
987,springen::V,קפץ,saltare
988,klettern::V,טפס,arrampicarsi
989,schaukeln::V,התנדנד,fare l'altalena
990,kriechen::V,זחל,strisciare
991,schwimmen::V,שחה,nuotare
992,tauchen::V,צלל,tuffarsi
993,tauchen::V,צלל,immèrgersi
994,rudern::V,חתר,remare
995,fahren::V,נסע,andare
996,fahren::V,נסע,viaggiare
997,fliegen::V,עף,volare
998,gehen::V,הלך,andare
999,weggehen::V,עזב,andàrsene
1000,weggehen::V,עזב,andare via
1001,abfahren::V,יצא,partire
1002,anhalten::V,עצר,fermarsi
1003,hineingehen::V,נכנס,entrare
1004,eintreten::V,נכנס,entrare
1005,kommen::V,בא,venire
1006,ankommen::V,הגיע,arrivare
1007,zurückkommen::V,שב,ritornare
1008,zurückkommen::V,חזר,ritornare
1009,bleiben::V,נשאר,restare
1010,bleiben::V,נשאר,rimanere
1011,warten::V,חכה,aspettare
1012,warten::V,המתין,aspettare
1013,erwarten::V,צפה,attèndere
1014,suchen::V,חפש,cercare
1015,finden::V,מצא,trovare
1016,versuchen::V,נסה,tentare
1017,vorbereiten::V,הכין,preparare
1018,lieben::V,אהב,amare
1019,mögen::V,אהב,piacere a
1020,mögen::V,אהב,volere bene a
1021,lachen::V,צחק,rìdere
1022,rühren::V,נגע ללב,commuòvere
1023,weinen::V,בכה,piàngere
1024,schimpfen::V,גער,imprecare
1025,sich ärgern::V,זעם,stizzirsi
1026,sich ärgern::V,זעם,arrabbiarsi
1027,sich ärgern::V,כעס,stizzirsi
1028,sich ärgern::V,כעס,arrabbiarsi
1029,sich fürchten::V,פחד,avere paura
1030,sich fürchten::V,חשש,avere paura
1031,fürchten::V,פחד מ,temere
1032,fürchten::V,חשש מ,temere
1033,fliehen::V,ברח,fuggire
1034,flüchten::V,נמלט,sfuggire
1035,sehen::V,ראה,vedere
1036,anschauen::V,הביט,guardare
1037,ansehen::V,התבונן,guardare
1038,hören::V,שמע,udire
1039,hören::V,שמע,sentire
1040,zuhören::V,הקשיב,ascoltare
1041,probieren::V,נסה,degustare
1042,probieren::V,נסה,assaggiare
1043,riechen::V,הריח,sentire
1044,fühlen::V,חש,sentire
1045,scheinen::V,נדמה,parere
1046,scheinen::V,נדמה,sembrare
1047,zu sehen sein::V,נראה,vedersi
1048,vernehmen::V,נודע ל,sentire
1049,vernehmen::V,נודע ל,percepire
1050,frieren::V,קר ל,aver freddo
1051,tun::V,פעל,fare
1052,können::V,יכל,sapere
1053,wollen::V,רצה,volere
1054,anfangen::V,התחיל,iniziare
1055,anfangen::V,התחיל,cominciare
1056,beenden::V,גמר,finire
1057,beenden::V,גמר,terminare
1058,aufhören::V,סים,finire
1059,aufhören::V,סים,cessare
1060,gelingen::V,הצליח,riuscire
1061,geraten::V,עלה,stare
1062,öffnen::V,פתח,aprire
1063,schließen::V,סגר,chiùdere
1064,stellen::V,העמיד,porre
1065,stellen::V,העמיד,mettere
1066,setzen::V,הושיב,porre
1067,setzen::V,הושיב,mettere
1068,legen::V,שם,posare
1069,legen::V,שם,mettere
1070,berühren::V,נגע,toccare
1071,verbinden::V,קשר,unire
1072,verbinden::V,קשר,congiùngere
1073,bedecken::V,כסה,coprire
1074,bedecken::V,כסה,ricoprire
1075,aufhängen::V,תלה,attaccare
1076,anzünden::V,הצית,accèndere
1077,anzünden::V,הצית,incendiare
1078,aufheben::V,אסף,raccògliere
1079,zurücklassen::V,השאיר,lasciare
1080,zurücklassen::V,השאיר,lasciare indietro
1081,verlieren::V,אבד,pèrdere
1082,fallen lassen::V,שמט,lasciare cadere
1083,fallen lassen::V,הפיל,lasciare cadere
1084,machen::V,עשה,fare
1085,herstellen::V,יצר,produrre
1086,herstellen::V,יצר,fabbricare
1087,bauen::V,בנה,costruire
1088,reparieren::V,תקן,riparare
1089,verbessern::V,שפר,migliorare
1090,ändern::V,שנה,mutare
1091,ändern::V,שנה,cambiare
1092,graben::V,חפר,scavare
1093,beugen::V,כפף,chinare
1094,beugen::V,כפף,flettere
1095,biegen::V,כופף,tòrcere
1096,drehen::V,סובב,girare
1097,wenden::V,הפך,girare
1098,wenden::V,הפך,voltare
1099,umdrehen::V,סובב,rivoltare
1100,heben::V,הרים,levare
1101,hochheben::V,הרים,levare
1102,hochheben::V,הרים,sollevare
1103,ergreifen::V,אחז,afferrare
1104,halten::V,החזיק,tenere
1105,drücken::V,לחץ,premere
1106,schieben::V,הזיז,spìngere
1107,kratzen::V,שרט,grattare
1108,kratzen::V,שרט,graffiare
1109,kratzen::V,שפשף,grattare
1110,kratzen::V,שפשף,graffiare
1111,lecken::V,לקק,leccare
1112,beißen::V,נשך,mòrdere
1113,abreißen::V,קרע,staccarsi
1114,abreißen::V,קרע,strapparsi
1115,abschneiden::V,חתך,tagliare
1116,binden::V,קשר,legare
1117,binden::V,קשר,bendare
1118,stecken::V,תקע,ficcare
1119,brechen::V,שבר,rompere
1120,klopfen::V,נקש,bàttere
1121,hauen::V,הכה,picchiare
1122,kleben::V,הדביק,incollare
1123,reiben::V,שפשף,fregare
1124,streichen::V,מרח,spalmare
1125,schleifen::V,השחיז,arrotare
1126,schneiden::V,גזר,tagliare
1127,rütteln::V,נענע,scuòtere
1128,schütteln::V,נער,agitare
1129,schütteln::V,נער,scuòtere
1130,schwenken::V,נופף,agitare
1131,schwenken::V,נופף,sventolare
1132,schwenken::V,טלטל,agitare
1133,schwenken::V,טלטל,sventolare
1134,schütten::V,שפך,versare
1135,füllen::V,מלא,riempire
1136,einwickeln::V,עטף,involtare
1137,tragen::V,נשא,portare
1138,schleppen::V,סחב,trainare
1139,schleppen::V,סחב,trascinare
1140,ziehen::V,משך,tirare
1141,aufbewahren::V,שמר,custodire
1142,aufbewahren::V,שמר,conservare
1143,werfen::V,זרק,gettare
1144,werfen::V,זרק,lanciare
1145,fangen::V,תפס,prèndere
1146,fangen::V,תפס,acchiappare
1147,packen::V,אחז,pigliare
1148,packen::V,אחז,afferrare
1149,verstecken::V,החביא,nascondere
1150,teilen::V,חלק,divìdere
1151,schicken::V,שלח,inviare
1152,bringen::V,הביא,portare
1153,bringen::V,הביא,apportare
1154,hinzufügen::V,הוסיף,aggiùngere
1155,bekommen::V,תפס,ricevere
1156,erhalten::V,קבל,ricevere
1157,nehmen::V,אחז,prèndere
1158,wählen::V,בחר,elèggere
1159,wählen::V,בחר,scegliere
1160,auswählen::V,בחר ב,scegliere
1161,bewahren::V,קים,conservare
1162,behindern::V,מנע,impedire
1163,verderben::V,מנע,guastare
1164,beschädigen::V,הזיק,danneggiare
1165,zerbrechen::V,נשבר,rompere
1166,zerbrechen::V,נשבר,spezzare
1167,zerreißen::V,קרע,stracciare
1168,zerstören::V,הרס,distrùggere
1169,zerstören::V,השמיד,distrùggere
1170,verbrennen::V,שרף,bruciare
1171,geben::V,נתן,dare
1172,reichen::V,העביר,pòrgere
1173,schenken::V,נתן במתנה,regalare
1174,versprechen::V,הבטיח,promettere
1175,wünschen::V,אחל,augurare
1176,loben::V,שבח,lodare
1177,küssen::V,נשק,baciare
1178,wiegen::V,נדנד,cullare
1179,wiegen::V,נדנד,dondolare
1180,zudecken::V,כסה,coprire
1181,wecken::V,עורר,svegliare
1182,zeigen::V,הראה,indicare
1183,führen::V,הביא,guidare
1184,führen::V,הביא,condurre
1185,führen::V,הוביל,guidare
1186,führen::V,הוביל,condurre
1187,lehren::V,למד,insegnare
1188,unterrichten::V,למד,istruire
1189,unterrichten::V,למד,insegnare
1190,aufziehen::V,רומם,allevare
1191,leiten::V,נהל,avviare
1192,leiten::V,נהל,dirìgere
1193,antreiben::V,המרץ,incitare
1194,lassen::V,נתן,fare
1195,einladen::V,הזמין,invitare
1196,vereinigen::V,אחד,unire
1197,vereinigen::V,לכד,unire
1198,besuchen::V,בקר,visitare
1199,besuchen::V,בקר,far vìsita a
1200,treffen::V,פגש,incontrare
1201,sich versammeln::V,התאסף,rinunirsi
1202,spielen::V,שחק,giocare
1203,singen::V,שר,cantare
1204,tanzen::V,רקד,danzare
1205,sich trennen::V,נפרד,separarsi
1206,verlassen::V,עזב,lasciare
1207,verlassen::V,עזב,abbandonare
1208,retten::V,הציל,salvare
1209,bewachen::V,שמר,custodire
1210,schützen::V,אבטח,protèggere
1211,verteidigen::V,הגן,difèndere
1212,sich schlagen::V,התכתש,bàttersi
1213,schießen::V,ירה,sparare
1214,siegen::V,גבר,vìncere
1215,siegen::V,נצח,vìncere
1216,ärgern::V,עצבן,stizzire
1217,schlagen::V,הכה,bàttere
1218,schlagen::V,הלקה,bàttere
1219,treten::V,בעט,calciare
1220,stechen::V,דקר,pùngere
1221,stoßen::V,דחק,urtare
1222,stoßen::V,דחק,spìngere
1223,stehlen::V,גנב,rubare
1224,stören::V,קטע,disturbare
1225,stören::V,הפריע,disturbare
1226,belästigen::V,הציק,molestare
1227,belästigen::V,הציק,importunare
1228,belästigen::V,הטריד,molestare
1229,belästigen::V,הטריד,importunare
1230,verbergen::V,הצניע,celare
1231,verbergen::V,הצניע,nascondere
1232,täuschen::V,שגע,ingannare
1233,betrügen::V,הונה,frodare
1234,betrügen::V,הונה,truffare
1235,töten::V,הרג,uccìdere
1236,wohnen::V,גר,abitare
1237,arbeiten::V,עבד,lavorare
1238,sammeln::V,אסף,raccògliere
1239,sammeln::V,אסף,collezionare
1240,pflücken::V,קטף,cògliere
1241,jagen::V,צד,cacciare
1242,fischen::V,דג,pescare
1243,fassen::V,תפס,catturare
1244,fassen::V,תפס,acchiappare
1245,hüten::V,רעה,pascolare
1246,treiben::V,הוציא,spìngere
1247,anbinden::V,קשר,legare
1248,anbinden::V,קשר,attaccare
1249,füttern::V,הלעיט,dar da mangiare a
1250,melken::V,חלב,mùngere
1251,hacken::V,קצץ,tritare
1252,hacken::V,קצץ,spaccare
1253,gießen::V,השקה,annaffiare
1254,reifen::V,בשל,maturare
1255,zubereiten::V,הכין,preparare
1256,kochen::V,בשל,cuòcere
1257,backen::V,אפה,cuòcere
1258,backen::V,אפה,cuòcere al forno
1259,braten::V,צלה,frìggere
1260,braten::V,צלה,arrostire
1261,braten::V,טגן,frìggere
1262,braten::V,טגן,arrostire
1263,umrühren::V,ערבב,mescolare
1264,stricken::V,סרג,llavorare a maglia
1265,nähen::V,תפר,cucire
1266,färben::V,צבע,tìngere
1267,reinigen::V,נקה,pulire
1268,reinigen::V,נקה,nettare
1269,waschen::V,רחץ,lavare
1270,waschen::V,כבס,lavare
1271,abwischen::V,נגב,asciugare
1272,spülen::V,שטף,lavare
1273,spülen::V,שטף,sciacquare
1274,fegen::V,טאטא,spazzare
1275,kehren::V,טאטא,spazzare
1276,baden::V,טבל,bagnarsi
1277,baden::V,טבל,fare il bagno
1278,baden::V,שחה,bagnarsi
1279,baden::V,שחה,fare il bagno
1280,sich waschen::V,התרחץ,lavarsi
1281,ausziehen::V,הוריד,tògliersi
1282,anziehen::V,לבש,mettersi
1283,anziehen::V,לבש,indossare
1284,sich anziehen::V,התלבש,vestirsi
1285,kämmen::V,סרק,pettinare
1286,schmücken::V,קשט,ornare
1287,schmücken::V,קשט,decorare
1288,sagen::V,אמר,dire
1289,sprechen::V,דבר,parlare
1290,reden::V,דבר,parlare
1291,sich unterhalten::V,שוחח,conversare
1292,fragen::V,שאל,chièdere
1293,fragen::V,שאל,domandare
1294,bitten::V,בקש,pregare
1295,erzählen::V,ספר,narrare
1296,erzählen::V,ספר,raccontare
1297,mitteilen::V,מסר,comunicare
1298,mitteilen::V,הודיע,comunicare
1299,nennen::V,קרא בשם,nominare
1300,rufen::V,גיס,chiamare
1301,rufen::V,הזמין לבוא,chiamare
1302,prahlen::V,התרברב,vantarsi
1303,übersetzen::V,תרגם,tradurre
1304,denken::V,חשב,pensare
1305,glauben::V,האמין,credere
1306,bemerken::V,הבחין,notare
1307,bemerken::V,הבחין,osservare
1308,erkennen::V,זהה,riconoscere
1309,begreifen::V,קלט,capire
1310,begreifen::V,קלט,comprèndere
1311,begreifen::V,הבין,capire
1312,begreifen::V,הבין,comprèndere
1313,verstehen::V,הבין,intèndere
1314,verstehen::V,הבין,comprèndere
1315,lernen::V,למד,imparare
1316,lernen::V,למד,apprèndere
1317,wissen::V,ידע,sapere
1318,sich erinnern an::V,זכר,ricordare
1319,sich erinnern an::V,זכר,ricordarsi di
1320,vergessen::V,שכח,dimenticare
1321,messen::V,מדד,misurare
1322,zählen::V,ספר,contare
1323,rechnen::V,חשב,contare
1324,rechnen::V,חשב,calcolare
1325,lesen::V,קרא,lèggere
1326,malen::V,ציר,dipìngere
1327,zeichnen::V,שרטט,disegnare
1328,schreiben::V,כתב,scrìvere
1329,besitzen::V,היה בעל של,possedere
1330,kaufen::V,קנה,comprare
1331,kaufen::V,קנה,acquistare
1332,kaufen::V,רכש,comprare
1333,kaufen::V,רכש,acquistare
1334,verkaufen::V,מכר,vendere
1335,bezahlen::V,שלם,pagare
1336,zahlen::V,שלם,pagare
1337,beherrschen::V,שלט,dominare
1338,ertragen::V,סבל,sopportare
