,Concept_ID,kn,ar
558,rund::A,ವರ್ತುಳ,مستدير
559,spitz::A,ಮೊನಚಾದ,مدبب
560,scharf::A,ತೀಕ್ಷ್ಣ,حاد
561,stumpf::A,ಮೊಂಡು,ثالم
562,schwer::A,ಭಾರಿ,ثقيل
563,schön::A,ಸುಂದರ,جميل
564,heiß::A,ಬಿಸಿ,حار
565,heiß::A,ಬಿಸಿ,ساخن
566,warm::A,ಬಿಸಿ,دافئ
567,kalt::A,ತಣ್ಣನೆಯ,بارد
568,kühl::A,ತಂಪಾದ,قر
569,frisch::A,ನಿರ್ಮಲ,طازج
570,feucht::A,ಒದ್ದೆಯಾದ,رطب
571,nass::A,ಒದ್ದೆಯಾದ,مبلول
572,trocken::A,ಶುಷ್ಕ,جاف
573,voll::A,ತುಂಬಿದ,ملء
574,leer::A,ಖಾಲಿ,خال
575,leer::A,ಖಾಲಿ,فارغ
576,offen::A,ಮುಚ್ಚಲ್ಲದ,مفتوح
577,geschlossen::A,ಮುಚ್ಚಿದ,مغلق
578,sauber::A,ಶುದ್ಧ,نظيف
579,schmutzig::A,ಅಶುದ್ಧ,قذر
580,roh::A,ಹಸಿ,نيء
581,reif::A,ಹಣ್ಣಾದ,ناضج
582,lecker::A,ಗುಚಿಕರ,لذيذ
583,süß::A,ಸಿಹಿ,حلو
584,bitter::A,ಕಹಿ,مر
585,sauer::A,ಹುಳಿಯಾದ,حامض
586,hell::A,ಹೊಳೆಯುವ,نير
587,dunkel::A,ಮಬ್ಬಾದ,مظلم
588,schwarz::A,ಕಪ್ಪು,أسود
589,weiß::A,ಬಿಳಿಯ,أبيض
590,rot::A,ಕೆಂಪು,أحمر
591,gelb::A,ಹಳದಯ,أصفر
592,blau::A,ನೀಲ,أزرق
593,grün::A,ಕಾಯಾದ,أخضر
594,grau::A,ಬೂದುಬಣ್ಣದ,رمادي
595,bunt::A,ವರ್ಣರಂಜಿತ,ملوب
596,billig::A,ಅಗ್ಗ,رخيص
597,teuer::A,ದುಬಾರಿಯಾದ,غال
598,wertvoll::A,ಅಮೂಲ್ಯ,ثمين
599,blind::A,ಅಂಧ,أعمى
600,taub::A,ಕಿವುಡಾದ,أصم
601,taub::A,ಕಿವುಡಾದ,أطرش
602,kräftig::A,ಪ್ರಬಲ,قوي
603,stark::A,ಶಕ್ತಿವಂತ,قوي
604,schwach::A,ದುರ್ಬಲ,ضعيف
605,fett::A,ಕೊಬ್ಬಿದ,سمين
606,schlank::A,ತೆಳ್ಳಗಿನ,أهيف
607,hübsch::A,ಅಂದವಾದ,جميل
608,böse::A,ಕೆಟ್ಟ,رديء
609,dumm::A,ಮಂದ,أبله
610,dumm::A,ಮಂದ,أحمق
611,faul::A,ಆಲಸ,كسلان
612,fleißig::A,ಕಡಗುವ,مجتهد
613,geizig::A,ಜುಗ್ಗ,بخيل
614,klug::A,ಚತುರ,ذكي
615,klug::A,ಚತುರ,عاقل
616,geschickt::A,ದಕ್ಷ,ماهر
617,lieb::A,ಪ್ರಿಯ,عزيز
618,lustig::A,ಖುಷಿಯಾದ,مرح
619,sanft::A,ಸೌಮ್ಯ,حليم
620,hungrig::A,ಹಸಿದ,جائع
621,krank::A,ಅಸ್ವಸ್ಥ,مريض
622,nackt::A,ನಗ್ನ,عار
623,traurig::A,ದುಃಖಿತ,حزين
624,lebendig::A,ಜೀವಂತ,حي
625,gut::A,ಒಳ್ಳೆಯ,جيد
626,schlecht::A,ದುಷ್ಟ,سيء
627,richtig::A,ಸರಿ,صحيح
628,schlimm::A,ಅಸಹ್ಯ,خبيث
629,wahr::A,ನಿಜ,حق
630,alt::A,ಮುದಿ,قديم
631,neu::A,ಹೊಸ,جديد
632,ehemalig::A,ಮಾಜೀ,سابق
633,alt[Lebewesen]::A,ವೃದ್ಧ,مسن
634,jung::A,ಎಳ,شاب
635,jung::A,ಎಳ,صغير
636,arm::A,ಬಡ,فقير
637,reich::A,ಶ್ರೀಮಂತ,غني
638,bekannt::A,ಅಪ್ತ,معلوم
639,berühmt::A,ಪ್ರಸಿದ್ಧ,مشهور
640,fremd::A,ಪರಕೀಯ,أجنبي
641,verschieden::A,ಬೇರೆ,مختلف
642,nah::A,ಹತ್ತಿರವಾದ,قريب
643,fern::A,ದೂರದ,بعيد
644,linker::A,ಎಡ,يسار
645,rechter::A,ಬಲ,يمين
646,anderer::A,ಇತರ,آخر
647,erster::A,ಪ್ರಥಮ,أول
648,zweiter::A,ದ್ವಿತೀಯ,ثان
649,dritter::A,ಮೂರನೆಯಜಗತ್ತು,ثالث
650,letzter::A,ಅಂತ್ಯ,أخير
651,allein::ADV,ಒಬ್ಬನೇ,وحده
652,auf einmal::ADV,ಒಡನೆ,بالمرة
653,zusammen::ADV,ಒಟ್ಟಿಗೆ,معا
654,lange::ADV,ದೀರ್ಘ,مدة طويلة
655,plötzlich::ADV,ಅನಾಮತ್ತು,فجأة
656,sofort::ADV,ಜಾಗ್ರತೆ,حالا
657,sofort::ADV,ಜಾಗ್ರತೆ,فورا
658,später::ADV,ತರುವಾಯ,فيما بعد
659,jetzt::ADV,ಈಗ,الآن
660,jetzt::ADV,ಈಗ,حاليا
661,heute::ADV,ಇಂದು,اليوم
662,morgen::ADV,ನಾಳೆ,غدا
663,bald::ADV,ಬೇಗ,قريبا
664,dann::ADV,ಆಗ,ثم
665,gestern::ADV,ನಿನ್ನೆ,أمس
666,gestern::ADV,ನಿನ್ನೆ,البارحة
667,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,قديما
668,damals::ADV,ಆಗ,حينئذ
669,danach::ADV,ಆಮೇಲೆ,ثم
670,danach::ADV,ಆಮೇಲೆ,بعد ذلك
671,vorher::ADV,ಮುಂಚೆ,من قبل
672,vorher::ADV,ಮುಂಚೆ,قبل ذلك
673,zuerst::ADV,ಮೊದಲಿಗೆ,أولا
674,einmal::ADV,ಒಮ್ಮೆ,مرة
675,manchmal::ADV,ಆಗಾಗ,أحيانا
676,oft::ADV,ಅನೇಕಸಲ,كثيرا
677,immer::ADV,ಯಾವಾಗಲೂ,دائما
678,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,لا أبدا
679,hier::ADV,ಇಲ್ಲಿ,هنا
680,hierhin::ADV,ಇತ್ತ,إلى هنا
681,von hier::ADV,ಇಲ್ಲಿಂದ,من هنا
682,dort::ADV,ಅಲ್ಲಿ,هناك
683,dorthin::ADV,ಅಲ್ಲಿಗೆ,إلى هناك
684,geradeaus::ADV,ಸೀದಾ,إلى الأمام
685,vorwärts::ADV,ಮುನ್ನೆಡೆವ,إلى الأمام
686,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,إلى الوراء
687,zurück::ADV,ಹಿಂದಕ್ಕೆ,عودا
688,zurück::ADV,ಹಿಂದಕ್ಕೆ,إلى الخلف
689,unten::ADV,ಕೆಳಗೆ,تحت
690,unten::ADV,ಕೆಳಗೆ,في الأسفل
691,hinab::ADV,ಕೆಳಕ್ಕೆ,إلى تحت
692,oben::ADV,ಮೇಲೆ,فوق
693,oben::ADV,ಮೇಲೆ,في الأعلى
694,hinauf::ADV,ಮೇಲಕ್ಕೆ,إلى فوق
695,hinauf::ADV,ಮೇಲಕ್ಕೆ,إلى الأعلى
696,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,في كل مكان
697,nicht::ADV,ಇಲ್ಲ,لا
698,nicht::ADV,ಇಲ್ಲ,لم
699,nicht::ADV,ಅಲ್ಲ,لا
700,nicht::ADV,ಅಲ್ಲ,لم
701,ein wenig::ADV,ತುಸು,قليلا
702,kaum::ADV,ಕಠಿನವಾಗಿ,كاد لا
703,sehr::ADV,ಬಹು,جدا
704,sehr::ADV,ಬಹು,كثيرا
705,so::ADV,ಅಷ್ಟು,كذا
706,so::ADV,ಅಷ್ಟು,كذلك
707,noch::ADV,ಇನ್ನು,ما زال
708,nur::ADV,ಕೇವಲ,فقط
709,schon::ADV,ಆಗಲೇ,قد
710,wieder::ADV,ಪುನಃ,من جديد
711,wieder::ADV,ಪುನಃ,مرة أخرى
712,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,عبثا
713,vor::PRP,ಮುಂದೆ,أمام
714,hinter::PRP,ಹಿಂದ,خلف
715,hinter::PRP,ಹಿಂದ,وراء
716,unter::PRP,ಕೆಳ,تحت
717,durch::PRP,ನೇರವಾಗಿ,عبر
718,durch::PRP,ನೇರವಾಗಿ,خلال
719,neben::PRP,ಅಧರ ಬಲಿಕ,جنب
720,neben::PRP,ಅಧರ ಬಲಿಕ,بجانب
721,zwischen::PRP,ನಡುವೆ,بين
722,wegen::PRP,ಅಧಕ್ಕಗಿ,بسبب
723,dies::PRN,ಈ,هذا
724,das::PRN,ಅದು,ذلك
725,alles::PRN,ಎಲ್ಲ,الكل
726,ich::PRN,ನಾನು,أنا
727,du::PRN,ನೀನು,أنت
728,er::PRN,ಅವನು,هو
729,er::PRN,ಇವನು,هو
730,wir::PRN,ನಾವು,نحن
731,ihr::PRN,ನೀವು,أنتم
732,ihr::PRN,ನೀವು,أنتن
733,sie::PRN,ಅವರು,هم
734,sie::PRN,ಅವರು,هن
735,was::FPRN,ಏನು,ما
736,wer::FPRN,ಯಾರಿಗೆ,من
737,wo::FADV,ಎಲ್ಲಿ,أين
738,wohin::FADV,ಎಲ್ಲಿಗೆ,إلى أين
739,wie::FADV,ಹೇಗೆ,كيف
740,warum::FADV,ಏಕೆ,لماذا
741,wieviel::FNUM,ಎಷ್ಟು,كم
742,eins::NUM,ಒಂದು,واحد
743,zwei::NUM,ಎರಡು,اثنين
744,drei::NUM,ಮೂರು,ثلاثة
745,vier::NUM,ನಾಲ್ಕು,أربعة
746,fünf::NUM,ಅಯ್ದು,خمسة
747,sechs::NUM,ಆರು,ستة
748,sieben::NUM,ಏಳು,سبعة
749,acht::NUM,ಎಂಟು,ثمانية
750,neun::NUM,ಒಂಭಬತ್ತು,تسعة
751,zehn::NUM,ಹತ್ತು,عشرة
752,elf::NUM,ಹನ್ನೊಂದು,أحد عشر
753,zwölf::NUM,ಹನ್ನೆರಡು,اثنا عشر
754,zwanzig::NUM,ಇಪ್ಪತ್ತು,عشرون
755,dreißig::NUM,ಮೂವತ್ತು,ثلاثون
756,vierzig::NUM,ನಲವತ್ತು,أربعون
757,fünfzig::NUM,ಐವತ್ತು,خمسون
758,sechzig::NUM,ಅರುವತ್ತು,ستون
759,siebzig::NUM,ಎಪ್ಪತ್ತು,سبعون
760,achtzig::NUM,ಎಂಬತ್ತು,ثمانون
761,neunzig::NUM,ತೊಂಬತ್ತು,تسعون
762,hundert::NUM,ನೂರು,مئة
763,tausend::NUM,ಸಾವಿರ,ألف
764,und::CNJ,ಮತ್ತು,و
765,oder::CNJ,ಅಥವಾ,أو
766,stehen::V,ನಿಲ್ಲು,وقف
767,sitzen::V,ಕುಳ್ಳಿರು,جلس
768,liegen::V,ಮಲಗಿಕೊ,رقد
769,hängen::V,ಇಳಿಯಬಿಡು,تعلق
770,werden::V,ಆಗು,صار
771,werden::V,ಆಗು,أصبح
772,passieren::V,ಆಗು,حدث
773,beginnen::V,ಆರಂಭಿಸು,ابتدأ
774,enden::V,ಕೊನೆಗಾಣು,انتهى
775,wechseln::V,ಮಾರ್ಪಡಿಸು,تغير
776,aufgehen[Sonne]::V,ಮೂಡು,شرق
777,untergehen[Sonne]::V,ಮುಳುಗು,غرب
778,scheinen[Sonne]::V,ಹೊಳೆ,أضاء
779,donnern::V,ಗುಡುಗಾಗು,رعد
780,wehen::V,ತೀಡು,هب
781,strömen::V,ಹರಿ,جرى
782,fließen::V,ಹರಿ,سال
783,sich drehen::V,ಸುತ್ತು,دار
784,schwanken::V,ಓಲಾಡು,ترنح
785,schwingen::V,ತೂಗು,ترجح
786,fallen::V,ಉದುರು,سقط
787,brennen::V,ಉರಿ,احترق
788,rauchen::V,ಹೊಗೆಬಿಡು,دخن
789,regnen::V,ಸುರಿ,أمطر
790,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,تجمد
791,tauen::V,ಬೆಚ್ಚಗಾಗು,ذاب
792,schmelzen::V,ಕರಗು,ذاب
793,trocknen::V,ಒಣಗು,نشف
794,sieden::V,ಕುದಿ,غلى
795,faulen::V,ಕೊಳೆ,فسد
796,verfaulen::V,ನಶಿಸು,تعفن
797,reißen::V,ಒಡೆ,انقطع
798,versinken::V,ಮುಳುಗು,غرق
799,vergehen::V,ಸಾಗು,مضى
800,erscheinen::V,ತೋರು,لاح
801,erscheinen::V,ತೋರು,ظهر
802,verschwinden::V,ಮಾಯವಾಗು,غاب
803,sinken::V,ಕುಸಿ,هبط
804,abnehmen::V,ತಗ್ಗು,نقص
805,zunehmen::V,ಬೆಳೆ,ازداد
806,steigen::V,ಉಬ್ಬು,صعد
807,steigen::V,ಉಬ್ಬು,ارتفع
808,wachsen::V,ಬೆಳೆ,نما
809,wachsen::V,ಬೆಳೆ,نبت
810,glänzen::V,ಮಿರುಗು,لمع
811,funkeln::V,ಮಿನುಗು,تلألأ
812,lärmen::V,ಶಬ್ದ ಮಾಡಲು,ضج
813,lärmen::V,ಶಬ್ದ ಮಾಡಲು,صخب
814,läuten::V,ಬಾರಿಸು,قرع
815,klingeln::V,ಅನುರಣಿಸು,دق
816,klirren::V,ಕಿಣಿಕಿಣಿಸು,قعقع
817,brausen::V,ಅಬ್ಬರಿಸು,عج
818,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,حف
819,klingen::V,ಉಸಿರು,رن
820,bellen::V,ಬಗುಳು,نبح
821,heulen::V,ಅರಚು,عوى
822,blasen::V,ಗಾಳಿ ಊದು,نفخ
823,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,صفر
824,schreien::V,ಕರೆ,صرخ
825,stöhnen::V,ನರಳು,أن
826,zittern::V,ನಡುಗು,ارتعش
827,leben::V,ಇರು,عاش
828,geboren werden::V,ಉಂಟಾಗು,ولد
829,atmen::V,ಉಸಿರು,تنفس
830,trinken::V,ಕುಡಿ,شرب
831,essen::V,ತಿನ್ನು,أكل
832,schlucken::V,ನುಂಗು,جرع
833,müde werden::V,ಬಳಲು,تعب
834,einschlafen::V,ನಿದ್ಧೆಹೋಗು,نام
835,schlafen::V,ನಿದ್ರಿಸು,نام
836,aufwachen::V,ಏಳು,استيقظ
837,aufstehen::V,ಏಳು,قام
838,sich erholen::V,ಸುಧಾರಿಸು,استجم
839,krank werden::V,ಬೇನೆಬೀಳು,مرض
840,krank sein::V,ಕೆಟ್ಟ ಎಂದು,مرض
841,schmerzen::V,ಕಚ್ಚು,آلم
842,husten::V,ಕೆಮ್ಮು,كح
843,husten::V,ಕೆಮ್ಮು,سعل
844,genesen::V,ಮತ್ತೆಹೊದಿಸು,نقه
845,sterben::V,ಮೃತಪಡು,مات
846,umkommen::V,ಹಾಳಾಗು,هلك
847,sich bewegen::V,ಚಲಿಸು,تحرك
848,sich rühren::V,ಕದಲು,تحرك
849,sich erheben::V,ಏಳು,قام
850,sich setzen::V,ಕೂರು,جلس
851,hinfallen::V,ಬೀಳು,وقع
852,laufen::V,ನಡೆ,مشى
853,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,خطا
854,spazierengehen::V,ವಿಹರಿಸು,تنزه
855,eilen::V,ಮುನ್ನುಗ್ಗು,عجل
856,sich beeilen::V,ಆತುರಪಡು,استعجل
857,sausen::V,ಒಗೆ,أسرع
858,rennen::V,ಓಡು,عدا
859,rennen::V,ಓಡು,ركض
860,springen::V,ಜಿಗಿ,قفز
861,klettern::V,ಏರು,تسلق
862,schaukeln::V,ತೂಗು,تأرجح
863,kriechen::V,ತೆವಳು,دب
864,kriechen::V,ತೆವಳು,زحف
865,schwimmen::V,ಈಜು,سبح
866,tauchen::V,ಕೆಳಗಿಳಿ,غطس
867,rudern::V,ಸಾಗಿಸು,جذف
868,fahren::V,ನಡೆಸು,ركب
869,fahren::V,ನಡೆಸು,سافر
870,fliegen::V,ಹಾರು,طار
871,gehen::V,ಹೋಗು,سار
872,gehen::V,ಹೋಗು,ذهب
873,weggehen::V,ಹೊರಡು,ذهب
874,weggehen::V,ಹೊರಡು,انصرف
875,abfahren::V,ತೆರಳು,رحل
876,anhalten::V,ನಿಲ್ಲು,توقف
877,hineingehen::V,ಒಳಹೊಗು,دخل
878,eintreten::V,ಒಳಹೊಗು,دخل
879,kommen::V,ಬರು,أتى
880,kommen::V,ಬರು,جاء
881,ankommen::V,ಬರು,وصل
882,zurückkommen::V,ಹಿಂದಿರುಗು,عاد
883,zurückkommen::V,ಹಿಂದಿರುಗು,رجع
884,bleiben::V,ಇರು,مكث
885,warten::V,ಇರು,انتظر
886,erwarten::V,ನಿರೀಕ್ಷಿಸು,ترقب
887,erwarten::V,ನಿರೀಕ್ಷಿಸು,انتظر
888,suchen::V,ಹುಡುಕು,بحث
889,finden::V,ಕಂಡುಕೊ,وجد
890,versuchen::V,ಪ್ರಯತ್ನಿಸು,حاول
891,vorbereiten::V,ಸಿದ್ಧವಾಗು,أعد
892,vorbereiten::V,ಸಿದ್ಧವಾಗು,حضر
893,lieben::V,ಪ್ರೀತಿಸು,أحب
894,mögen::V,ಇಷ್ಟಪಡು,أحب
895,lachen::V,ನಗು,ضحك
896,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,أثر
897,weinen::V,ಅಳು,بكى
898,schimpfen::V,ಗೊಣಗು,سب
899,schimpfen::V,ಗೊಣಗು,شتم
900,sich ärgern::V,ಗಣಗಾಡು,زعل
901,sich fürchten::V,ನಡುಗು,هاب
902,fürchten::V,ಹೆದರು,خاف
903,fürchten::V,ಹೆದರು,خشي
904,fliehen::V,ಓಡಿಹೋಗು,هرب
905,flüchten::V,ಪಾರಾಗು,فر
906,sehen::V,ಕಾಣು,رأى
907,anschauen::V,ನೋಡು,نظر
908,ansehen::V,ನಿರೀಕ್ಷಿಸು,نظر
909,hören::V,ಕೇಳು,سمع
910,zuhören::V,ಆಲಿಸು,أصغى
911,probieren::V,ರುಚಿ ನೋಡು,ذاق
912,riechen::V,ಮೂಸು,شم
913,riechen::V,ಮೂಸು,استنشق
914,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,شعر
915,scheinen::V,ತೋರು,ظهر
916,zu sehen sein::V,ಕಾಣಿಸು,ظهر
917,vernehmen::V,ಕೇಳು,سمع
918,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,بردان
919,tun::V,ಮಾಡು,فعل
920,können::V,ಮಾಡಬಲ್ಲ,قدر
921,können::V,ಮಾಡಬಲ್ಲ,استطاع
922,wollen::V,ಬಯಸು,شاء
923,wollen::V,ಬಯಸು,أراد
924,anfangen::V,ಪ್ರಾರಂಭಿಸು,بدأ
925,beenden::V,ನಿಲ್ಲಿಸು,أنهى
926,aufhören::V,ಮುಗಿಸು,توقف
927,aufhören::V,ಮುಗಿಸು,انقطع
928,gelingen::V,ಯಶಸ್ವಿಯಾಗು,نجح
929,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,طلع
930,öffnen::V,ತೆರೆ,فتح
931,schließen::V,ಮುಚ್ಚು,أغلق
932,stellen::V,ಇಕ್ಕು,وضع
933,stellen::V,ಇಕ್ಕು,أقام
934,setzen::V,ಇಡು,أجلس
935,legen::V,ಇಡು,وضع
936,berühren::V,ತಾಕು,مس
937,berühren::V,ತಾಕು,لمس
938,verbinden::V,ಕೂಡಿಸು,ربط
939,verbinden::V,ಕೂಡಿಸು,وصل
940,bedecken::V,ಮುಚ್ಚು,غطى
941,aufhängen::V,ತೂಗುಹಾಕು,علق
942,anzünden::V,ಹತ್ತಿಸು,أوقد
943,aufheben::V,ಆಯಿ,لقط
944,zurücklassen::V,ಬಿಡು,ترك
945,verlieren::V,ಕಳೆ,فقد
946,fallen lassen::V,ಬೀಳಿಸು,أسقط
947,machen::V,ಮಾಡು,فعل
948,herstellen::V,ತಯಾರಿಸು,صنع
949,herstellen::V,ತಯಾರಿಸು,أنتج
950,bauen::V,ಕಟ್ಟು,بنى
951,bauen::V,ಕಟ್ಟು,شيد
952,reparieren::V,ಸರಿಪಡಿಸು,صلح
953,verbessern::V,ತಿದ್ದು,صحح
954,ändern::V,ಬದಲಾಯಿಸು,غير
955,graben::V,ಅಗೆ,حفر
956,beugen::V,ಬಗ್ಗಿಸು,ثنى
957,beugen::V,ಬಗ್ಗಿಸು,أحنى
958,biegen::V,ಬಗ್ಗಿಸು,لوى
959,drehen::V,ತಿರುಗು,أدار
960,drehen::V,ತಿರುಗು,دور
961,wenden::V,ತಿರುಗು,قلب
962,umdrehen::V,ತಿರುಗಿಸು,قلب
963,heben::V,ಎತ್ತು,رفع
964,hochheben::V,ಎತ್ತು,رفع
965,ergreifen::V,ಆಕ್ರಮಿಸು,مسك
966,halten::V,ಹಿಡಿ,مسك
967,drücken::V,ಒತ್ತು,ضغط
968,schieben::V,ನೂಕು,حرك
969,kratzen::V,ತರಚಿಕೊಳ್ಳು,خدش
970,lecken::V,ನೆಕ್ಕು,لعق
971,beißen::V,ಕಚ್ಚು,عض
972,abreißen::V,ಹರಿ,قلع
973,abschneiden::V,ಕತ್ತರಿಸು,قطع
974,binden::V,ಕಟ್ಟು,ربط
975,stecken::V,ಸಿಕ್ಕಿಸು,دس
976,brechen::V,ಮುರಿ,كسر
977,klopfen::V,ತಟ್ಟು,طرق
978,hauen::V,ಹೊಡೆ,ضرب
979,kleben::V,ಅಂಟಿಸು,ألصق
980,reiben::V,ಉಜ್ಜು,حك
981,streichen::V,ಹರಡು,نشر
982,schleifen::V,ಮಸೆ,سن
983,schneiden::V,ಕತ್ತರಿಸು,قطع
984,rütteln::V,ಕುಲುಕಿಸು,رج
985,schütteln::V,ಅಲುಗಿಸು,هز
986,schwenken::V,ತೂಗಾಡು,لوح
987,schütten::V,ಎರೆ,صب
988,füllen::V,ತುಂಬಿಸು,ملأ
989,einwickeln::V,ಹೊದಿಸು,لف
990,tragen::V,ಹೊರು,حمل
991,schleppen::V,ಜಗ್ಗು,سحب
992,ziehen::V,ಎಳೆ,سحب
993,aufbewahren::V,ಇಟ್ಟುಕೊ,حفظ
994,werfen::V,ಎಸೆ,رمى
995,werfen::V,ಎಸೆ,ألقى
996,fangen::V,ಹಿಡಿ,التقط
997,packen::V,ಸೆಳೆ,مسك
998,verstecken::V,ಮುಚ್ಚಿಡು,خبأ
999,teilen::V,ವಿಭಜಿಸು,قسم
1000,schicken::V,ಕಳುಹಿಸು,بعث
1001,schicken::V,ಕಳುಹಿಸು,أرسل
1002,bringen::V,ತರು,جلب
1003,hinzufügen::V,ಕೂಡಿಸು,أضاف
1004,bekommen::V,ಸಂಪಾದಿಸು,حصل
1005,erhalten::V,ಪಡೆ,استلم
1006,nehmen::V,ಹಿಡಿ,أخذ
1007,wählen::V,ಆರಿಸು,اختار
1008,auswählen::V,ಆಯಿ,انتقى
1009,bewahren::V,ರಕ್ಷಿಸಿಡು,حافظ
1010,behindern::V,ಅಡ್ಡಿಮಾಡು,عاق
1011,verderben::V,ಕೆಡಿಸು,أفسد
1012,beschädigen::V,ಹಾಳುಮಾಡು,أضر
1013,zerbrechen::V,ಮುರಿ,كسر
1014,zerreißen::V,ಸೀಳು,مزق
1015,zerstören::V,ಅಳಿಸು,دمر
1016,verbrennen::V,ಸುಡು,حرق
1017,geben::V,ಕೊಡು,أعطى
1018,reichen::V,ಕೊಡು,ناول
1019,schenken::V,ಅರ್ಪಿಸು,وهب
1020,versprechen::V,ವಾಗ್ದಾನಮಾಡು,وعد
1021,wünschen::V,ಬಯಸು,تمنى
1022,loben::V,ಹೊಗಳು,مدح
1023,küssen::V,ಚುಂಬಿಸು,قبل
1024,wiegen::V,ತೂಗು,هدهد
1025,zudecken::V,ಹಾಸು,غطى
1026,wecken::V,ಎಬ್ಬಿಸು,أيقظ
1027,zeigen::V,ತೋರಿಸು,أرى
1028,führen::V,ದಾರಿತೋರಿಸು,دل
1029,lehren::V,ಕಲಿಸು,علم
1030,unterrichten::V,ಬೋಧಿಸು,علم
1031,aufziehen::V,ಸಲಹು,ربى
1032,leiten::V,ಮುಂದಾಳಾಗಿರು ,دل
1033,leiten::V,ಮುಂದಾಳಾಗಿರು ,أدار
1034,antreiben::V,ಓಡಿಸು,حث
1035,lassen::V,ಮಾಡಲುಬಿಡು,حدا
1036,einladen::V,ಆಹ್ವಾನಿಸು,دعا
1037,vereinigen::V,ಒಂದಾಗು,وحد
1038,besuchen::V,ಭೇಟಿಯಾಗು,زار
1039,treffen::V,ಸಂಧಿಸು,قابل
1040,sich versammeln::V,ನೆರೆ,اجتمع
1041,spielen::V,ಆಡು,لعب
1042,singen::V,ಹಾಡು,غنى
1043,tanzen::V,ಕುಣಿ,رقص
1044,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,افترق
1045,verlassen::V,ಕಳೆ,ترك
1046,retten::V,ರಕ್ಷಿಸು,نجى
1047,retten::V,ರಕ್ಷಿಸು,أنقذ
1048,bewachen::V,ಕಾಪಾಡು,حرس
1049,schützen::V,ಸಂರಕ್ಷಿಸು,حمى
1050,verteidigen::V,ಕಾಪಿಡು,دافع
1051,sich schlagen::V,ಕಿತ್ತಾಟ,تضارب
1052,schießen::V,ಎಸೆ,أطلق
1053,siegen::V,ಗೆಲ್ಲು,انتصر
1054,ärgern::V,ರೇಗಿಸು,أزعل
1055,schlagen::V,ಹೊಡೆ,ضرب
1056,treten::V,ಒದೆ,رفس
1057,stechen::V,ಚುಚ್ಚು,شك
1058,stoßen::V,ತಳ್ಳು,دفع
1059,stehlen::V,ಕದಿ,سرق
1060,stören::V,ಕತಕು,ضايق
1061,belästigen::V,ತೊಂದರೆ,أزعج
1062,verbergen::V,ಮರೆಮಾಜು,كتم
1063,täuschen::V,ಠಕ್ಕಿಸು,خدع
1064,betrügen::V,ವಂಚಿಸು,غش
1065,töten::V,ಕೊಲ್ಲು,قتل
1066,wohnen::V,ವಾಸಿಸು,سكن
1067,arbeiten::V,ಕೆಲಸ ಮಾಡು,عمل
1068,arbeiten::V,ಕೆಲಸ ಮಾಡು,اشتغل
1069,sammeln::V,ಸಂಚಯಿಸು,جمع
1070,pflücken::V,ಬಿಡಿಸು,جنى
1071,pflücken::V,ಬಿಡಿಸು,قطف
1072,jagen::V,ಬೇಟೆಯಾಡು,صاد
1073,fischen::V,ಮೀನು ಹಿಡಿ,اصطاد
1074,fassen::V,ಹಿಡಿ,قبض
1075,hüten::V,ಗುಂಪುಸೇರಿಸು,رعى
1076,treiben::V,ದಬ್ಬು,ساق
1077,anbinden::V,ಬಿಗಿ,ربط
1078,füttern::V,ಮೇಯಿಸು,علف
1079,melken::V,ಹಾಲು ಕರೆ,حلب
1080,hacken::V,ತುಂಡರಿಸು,فرم
1081,gießen::V,ನೀರುಹಾಕು,سقى
1082,reifen::V,ಕಳಿ,نضج
1083,zubereiten::V,ಅಡಿಗೆಮಾಡು,حضر
1084,kochen::V,ಅಡು,طبخ
1085,backen::V,ಬೇಯಿಸು,خبز
1086,braten::V,ಕರಿ,قلى
1087,braten::V,ಕರಿ,حمر
1088,umrühren::V,ಕಲಕು,قلب
1089,stricken::V,ಹೆಣೆ,حاك
1090,nähen::V,ಹೊಲಿ,خاط
1091,färben::V,ಬಣ್ಣ ಹತ್ತು,صبغ
1092,färben::V,ಬಣ್ಣ ಹತ್ತು,لون
1093,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,نظف
1094,waschen::V,ತೊಳೆ,غسل
1095,abwischen::V,ಒರಸು,مسح
1096,spülen::V,ಗಲಬರಿಸು,شطف
1097,fegen::V,ಗುಡಿಸು,كنس
1098,kehren::V,ಗುಡಿಸು,كنس
1099,baden::V,ಸ್ನಾನಮಾಡು,استحم
