,Concept_ID,es,ru
849,zunehmen::V,crecer,увеличиваться
850,zunehmen::V,aumentar,увеличиваться
851,steigen::V,subir,подниматься
852,steigen::V,ascender,подниматься
853,wachsen::V,crecer,расти
854,glänzen::V,brillar,блестеть
855,glänzen::V,resplandecer,блестеть
856,funkeln::V,chispear,сверкать
857,lärmen::V,hacer ruido,шуметь
858,läuten::V,sonar,звонить
859,läuten::V,repicar,звонить
860,klingeln::V,tocar el timbre,звонить
861,klirren::V,tintinear,звякать
862,brausen::V,zumbar,бушевать
863,rauschen::V,murmurar,шелестеть
864,klingen::V,sonar,звучать
865,bellen::V,ladrar,лаять
866,heulen::V,ulular,выть
867,blasen::V,soplar,дунуть
868,pfeifen::V,silbar,свистеть
869,schreien::V,gritar,кричать
870,stöhnen::V,gemir,стонать
871,zittern::V,temblar,дрожать
872,leben::V,vivir,жить
873,geboren werden::V,nacer,родиться
874,atmen::V,respirar,дышать
875,trinken::V,beber,пить
876,essen::V,comer,есть
877,essen::V,comer,кушать
878,schlucken::V,tragar,глотать
879,müde werden::V,cansarse,устать
880,müde werden::V,fatigarse,устать
881,einschlafen::V,dormirse,заснуть
882,schlafen::V,dormir,спать
883,aufwachen::V,despertarse,проснуться
884,aufstehen::V,levantarse,встать
885,sich erholen::V,reposar,отдыхать
886,sich erholen::V,descansar,отдыхать
887,krank werden::V,caer enfermo,заболеть
888,krank sein::V,estar enfermo,болеть
889,schmerzen::V,doler,болеть
890,husten::V,toser,кашлять
891,genesen::V,convalecer,поправиться
892,genesen::V,restablecerse,поправиться
893,sterben::V,morir,умереть
894,umkommen::V,perecer,погибнуть
895,sich bewegen::V,moverse,двигаться
896,sich rühren::V,rebullir,шевельнуться
897,sich erheben::V,levantarse,встать
898,sich setzen::V,sentarse,сесть
899,hinfallen::V,caerse,упасть
900,laufen::V,andar,ходить
901,schreiten::V,proceder,шагать
902,spazierengehen::V,pasear,гулять
903,spazierengehen::V,pasearse,гулять
904,eilen::V,correr prisa,спешить
905,sich beeilen::V,darse prisa,торопиться
906,sausen::V,correr,мчаться
907,rennen::V,correr,бегать
908,springen::V,saltar,прыгать
909,klettern::V,trepar,лазать
910,klettern::V,escalar,лазать
911,schaukeln::V,bambolearse,раскачиваться
912,kriechen::V,reptar,ползать
913,kriechen::V,arrastrarse,ползать
914,schwimmen::V,nadar,плавать
915,tauchen::V,bucear,нырять
916,tauchen::V,sumergirse,нырять
917,rudern::V,remar,грести
918,fahren::V,ir,ехать
919,fliegen::V,volar,летать
920,gehen::V,ir,идти
921,gehen::V,andar,идти
922,weggehen::V,irse,уйти
923,weggehen::V,marcharse,уйти
924,abfahren::V,salir,отправиться
925,abfahren::V,partir,отправиться
926,anhalten::V,parar,остановиться
927,anhalten::V,pararse,остановиться
928,hineingehen::V,entrar,входить
929,eintreten::V,entrar,войти
930,kommen::V,venir,прийти
931,ankommen::V,llegar,прибыть
932,zurückkommen::V,volver,возвратиться
933,zurückkommen::V,regresar,возвратиться
934,bleiben::V,quedarse,остаться
935,warten::V,esperar,ждать
936,erwarten::V,esperar,ожидать
937,suchen::V,buscar,искать
938,finden::V,hallar,найти
939,finden::V,encontrar,найти
940,versuchen::V,intentar,пытаться
941,vorbereiten::V,preparar,подготовить
942,lieben::V,amar,любить
943,lieben::V,querer,любить
944,mögen::V,querer,любить
945,lachen::V,reír,смеяться
946,rühren::V,conmover,растрогать
947,weinen::V,llorar,плакать
948,schimpfen::V,regañar,ругаться
949,sich ärgern::V,enfadarse,сердиться
950,sich fürchten::V,tener miedo,бояться
951,fürchten::V,temer,бояться
952,fürchten::V,tener miedo a,бояться
953,fliehen::V,huir,убегать
954,flüchten::V,escaparse,убежать
955,sehen::V,ver,видеть
956,anschauen::V,mirar,посмотреть
957,ansehen::V,mirar,смотреть
958,hören::V,oír,слышать
959,zuhören::V,escuchar,слушать
960,probieren::V,probar,пробовать
961,probieren::V,degustar,пробовать
962,riechen::V,oler,нюхать
963,fühlen::V,sentir,чувствовать
964,scheinen::V,parecer,казаться
965,zu sehen sein::V,poder verse,виднеться
966,vernehmen::V,oír,услышать
967,vernehmen::V,percibir,услышать
968,frieren::V,tener frío,мерзнуть
969,tun::V,hacer,делать
970,können::V,poder,мочь
971,können::V,poder,уметь
972,wollen::V,querer,хотеть
973,anfangen::V,iniciar,начать
974,beenden::V,acabar,закончить
975,beenden::V,terminar,закончить
976,aufhören::V,cesar,перестать
977,gelingen::V,salir bien,удаться
978,geraten::V,salir,оказаться
979,geraten::V,dar resultado,оказаться
980,öffnen::V,abrir,открыть
981,schließen::V,cerrar,закрыть
982,stellen::V,poner,поставить
983,stellen::V,colocar,поставить
984,setzen::V,poner,посадить
985,setzen::V,colocar,посадить
986,legen::V,poner,класть
987,berühren::V,tocar,трогать
988,verbinden::V,unir,связать
989,verbinden::V,juntar,связать
990,bedecken::V,tapar,покрыть
991,bedecken::V,cubrir,покрыть
992,aufhängen::V,colgar,повесить
993,anzünden::V,encender,зажечь
994,aufheben::V,recoger,поднять
995,zurücklassen::V,dejar,оставить
996,verlieren::V,perder,потерять
997,fallen lassen::V,dejar caer,уронить
998,machen::V,hacer,сделать
999,herstellen::V,fabricar,изготовить
1000,bauen::V,construir,строить
1001,reparieren::V,reparar,чинить
1002,verbessern::V,mejorar,улучшить
1003,ändern::V,mudar,изменить
1004,ändern::V,modificar,изменить
1005,graben::V,cavar,копать
1006,beugen::V,doblar,согнуть
1007,beugen::V,inclinar,согнуть
1008,biegen::V,doblar,погнуть
1009,drehen::V,volver,вертеть
1010,drehen::V,hacer girar,вертеть
1011,wenden::V,volver,повернуть
1012,umdrehen::V,revolver,перевернуть
1013,heben::V,levantar,поднимать
1014,hochheben::V,alzar,поднять
1015,ergreifen::V,coger,схватить
1016,halten::V,tener,держать
1017,drücken::V,apretar,нажимать
1018,schieben::V,empujar,толкать
1019,kratzen::V,rascar,скрести
1020,lecken::V,lamer,лизать
1021,beißen::V,morder,кусать
1022,abreißen::V,arrancar,оторвать
1023,abschneiden::V,cortar,отрезать
1024,binden::V,atar,вязать
1025,stecken::V,meter,воткнуть
1026,brechen::V,romper,сломать
1027,brechen::V,quebrar,сломать
1028,klopfen::V,golpear,стучать
1029,hauen::V,pegar,бить
1030,kleben::V,pegar,клеить
1031,kleben::V,encolar,клеить
1032,reiben::V,frotar,тереть
1033,streichen::V,untar,намазать
1034,streichen::V,recubrir,намазать
1035,schleifen::V,afilar,точить
1036,schneiden::V,cortar,резать
1037,rütteln::V,agitar,шатать
1038,schütteln::V,agitar,трясти
1039,schütteln::V,sacudir,трясти
1040,schwenken::V,menear,махать
1041,schütten::V,verter,налить
1042,füllen::V,llenar,наполнить
1043,einwickeln::V,envolver,завернуть
1044,tragen::V,llevar,нести
1045,schleppen::V,arrastrar,тащить
1046,ziehen::V,tirar,тянуть
1047,aufbewahren::V,conservar,хранить
1048,werfen::V,echar,бросать
1049,werfen::V,lanzar,бросать
1050,fangen::V,coger,ловить
1051,packen::V,agarrar,схватить
1052,verstecken::V,esconder,спрятать
1053,teilen::V,partir,разделить
1054,teilen::V,dividir,разделить
1055,schicken::V,enviar,посылать
1056,bringen::V,traer,принести
1057,hinzufügen::V,añadir,добавить
1058,bekommen::V,obtener,достать
1059,bekommen::V,conseguir,достать
1060,erhalten::V,recibir,получить
1061,nehmen::V,tomar,взять
1062,wählen::V,elegir,выбрать
1063,auswählen::V,escoger,отобрать
1064,auswählen::V,seleccionar,отобрать
1065,bewahren::V,guardar,сохранить
1066,bewahren::V,preservar,сохранить
1067,behindern::V,estorbar,препятствовать
1068,behindern::V,obstaculizar,препятствовать
1069,verderben::V,estropear,испортить
1070,beschädigen::V,deteriorar,повредить
1071,zerbrechen::V,romper,разбить
1072,zerbrechen::V,quebrar,разбить
1073,zerreißen::V,desgarrar,разорвать
1074,zerreißen::V,despedazar,разорвать
1075,zerstören::V,destruir,разрушить
1076,zerstören::V,destrozar,разрушить
1077,verbrennen::V,quemar,сжечь
1078,geben::V,dar,дать
1079,reichen::V,pasar,передать
1080,schenken::V,regalar,дарить
1081,versprechen::V,prometer,обещать
1082,wünschen::V,desear,желать
1083,loben::V,alabar,хвалить
1084,küssen::V,besar,целовать
1085,wiegen::V,mecer,качать
1086,zudecken::V,tapar,накрыть
1087,zudecken::V,cubrir,накрыть
1088,wecken::V,despertar,разбудить
1089,zeigen::V,mostrar,показать
1090,führen::V,guiar,вести
1091,führen::V,conducir,вести
1092,lehren::V,enseñar,учить
1093,lehren::V,instruir,учить
1094,unterrichten::V,enseñar,преподавать
1095,aufziehen::V,criar,воспитать
1096,leiten::V,guiar,руководить
1097,leiten::V,dirigir,руководить
1098,antreiben::V,impeler,подгонять
1099,antreiben::V,impulsar,подгонять
1100,lassen::V,hacer,заставить
1101,einladen::V,invitar,пригласить
1102,vereinigen::V,unir,объединить
1103,besuchen::V,visitar,посетить
1104,besuchen::V,ir a ver,посетить
1105,treffen::V,encontrar,встретить
1106,sich versammeln::V,reunirse,собраться
1107,sich versammeln::V,congregarse,собраться
1108,spielen::V,jugar,играть
1109,singen::V,cantar,петь
1110,tanzen::V,bailar,плясать
1111,tanzen::V,bailar,танцевать
1112,sich trennen::V,separarse,расстаться
1113,verlassen::V,dejar,покинуть
1114,verlassen::V,abandonar,покинуть
1115,retten::V,salvar,спасти
1116,bewachen::V,vigilar,охранять
1117,schützen::V,proteger,уберегать
1118,verteidigen::V,defender,защитить
1119,sich schlagen::V,batirse,драться
1120,schießen::V,tirar,стрелять
1121,schießen::V,disparar,стрелять
1122,siegen::V,vencer,победить
1123,ärgern::V,enojar,сердить
1124,ärgern::V,enfadar,сердить
1125,schlagen::V,pegar,ударить
1126,schlagen::V,golpear,ударить
1127,treten::V,dar una patada a,пинать
1128,stechen::V,pinchar,уколоть
1129,stoßen::V,empujar,толкнуть
1130,stehlen::V,robar,украсть
1131,stehlen::V,hurtar,украсть
1132,stören::V,molestar,помешать
1133,belästigen::V,molestar,надоедать
1134,belästigen::V,importunar,надоедать
1135,verbergen::V,ocultar,скрыть
1136,verbergen::V,esconder,скрыть
1137,täuschen::V,engañar,обмануть
1138,betrügen::V,engañar,смошенничать
1139,töten::V,matar,убить
1140,wohnen::V,vivir,проживать
1141,wohnen::V,habitar,проживать
1142,arbeiten::V,trabajar,работать
1143,sammeln::V,recoger,собрать
1144,sammeln::V,coleccionar,собрать
1145,pflücken::V,coger,рвать
1146,pflücken::V,coger,срывать
1147,jagen::V,cazar,охотиться
1148,fischen::V,pescar,рыбачить
1149,fassen::V,atrapar,поймать
1150,fassen::V,capturar,поймать
1151,hüten::V,guardar,пасти
1152,treiben::V,aballar,гнать
1153,anbinden::V,atar,привязать
1154,füttern::V,echar de comer,кормить
1155,melken::V,ordeñar,доить
1156,hacken::V,picar,рубить
1157,hacken::V,cortar,рубить
1158,gießen::V,regar,полить
1159,reifen::V,madurar,созреть
1160,zubereiten::V,preparar,приготовить
1161,kochen::V,cocer,варить
1162,kochen::V,guisar,варить
1163,backen::V,hornear,печь
1164,backen::V,cocer al horno,печь
1165,braten::V,asar,жарить
1166,braten::V,freír,жарить
1167,umrühren::V,remover,перемешать
1168,stricken::V,hacer punto,вязать
1169,stricken::V,hacer calceta,вязать
1170,nähen::V,coser,шить
1171,färben::V,teñir,покрасить
1172,färben::V,colorear,покрасить
1173,reinigen::V,limpiar,очистить
1174,waschen::V,lavar,стирать
1175,abwischen::V,fregar,вытереть
1176,abwischen::V,limpiar,вытереть
1177,spülen::V,aclarar,полоскать
1178,spülen::V,enjuagar,полоскать
1179,fegen::V,barrer,подметать
1180,fegen::V,pasar la escoba,подметать
1181,kehren::V,barrer,мести
1182,baden::V,bañarse,купаться
1183,sich waschen::V,lavarse,мыться
1184,ausziehen::V,quitar,снять
1185,ausziehen::V,quitarse,снять
1186,anziehen::V,ponerse,надеть
1187,sich anziehen::V,vestirse,одеться
1188,kämmen::V,peinar,причесать
1189,schmücken::V,adornar,украсить
1190,sagen::V,decir,сказать
1191,sprechen::V,hablar,говорить
1192,reden::V,hablar,разговаривать
1193,reden::V,conversar,разговаривать
1194,sich unterhalten::V,charlar,беседовать
1195,sich unterhalten::V,conversar,беседовать
1196,fragen::V,preguntar,спросить
1197,bitten::V,rogar,просить
1198,erzählen::V,contar,рассказать
1199,mitteilen::V,comunicar,сообщить
1200,mitteilen::V,participar,сообщить
1201,nennen::V,llamar,назвать
1202,nennen::V,nombrar,назвать
1203,rufen::V,llamar,звать
1204,prahlen::V,jactarse,хвастаться
1205,übersetzen::V,traducir,перевести
1206,denken::V,pensar,думать
1207,glauben::V,creer,верить
1208,bemerken::V,notar,заметить
1209,erkennen::V,reconocer,узнать
1210,begreifen::V,concebir,понять
1211,begreifen::V,concebir,постичь
1212,verstehen::V,entender,услышать
1213,verstehen::V,comprender,услышать
1214,lernen::V,aprender,учиться
1215,wissen::V,saber,знать
1216,sich erinnern an::V,recordar,вспомнить
1217,sich erinnern an::V,acordarse de,вспомнить
1218,vergessen::V,olvidar,забыть
1219,messen::V,medir,мерить
1220,zählen::V,contar,считать
1221,rechnen::V,contar,считать
1222,rechnen::V,calcular,считать
1223,lesen::V,leer,читать
1224,malen::V,pintar,рисовать
1225,zeichnen::V,dibujar,рисовать
1226,schreiben::V,escribir,писать
1227,besitzen::V,poseer,иметь
1228,kaufen::V,comprar,купить
1229,verkaufen::V,vender,продать
1230,bezahlen::V,pagar,заплатить
1231,zahlen::V,pagar,платить
1232,beherrschen::V,dominar,владеть
1233,ertragen::V,soportar,вытерпеть
