,Concept_ID,fa,fi
138,Gipfel::N,قله,huippu
139,Höhle::N,غار,luola
140,Abhang::N,سرازیری,rinne
141,Quelle::N,چشمه,lähde
142,Bach::N,نهر,puro
143,Fluss::N,رود,joki
144,Ufer::N,ساحل,ranta
145,Ufer::N,کرانه,ranta
146,Küste::N,ساحل,rannikko
147,Festland::N,خشکی,manner
148,Meer::N,دریا,meri
149,Bucht::N,خلیج,lahti
150,Insel::N,جزیره,saari
151,Blume::N,گل,kukka
152,Gras::N,علف,ruoho
153,Wurzel::N,ریشه,juuri
154,Baum::N,درخت,puu
155,Stamm::N,تنه,runko
156,Rinde::N,توژ,kuori
157,Rinde::N,توژ,parkki
158,Rinde::N,پوست,kuori
159,Rinde::N,پوست,parkki
160,Ast::N,شاخه,oksa
161,Zweig::N,شاخه,haara
162,Blatt::N,برگ,lehti
163,Birke::N,غان,koivu
164,Kiefer[Baum]::N,کاج,mänty
165,Kiefer[Baum]::N,کاج,petäjä
166,Weide[Baum]::N,بید,paju
167,Tanne::N,صنوبر,kuusi
168,Horn::N,شاخ,sarvi
169,Feder::N,پر,sulka
170,Feder::N,پر,höyhen
171,Fell::N,خز,talja
172,Flügel::N,پر,siipi
173,Flügel::N,بال,siipi
174,Klaue::N,چنگ,kynsi
175,Klaue::N,پنجه,kynsi
176,Kralle::N,پنجه,kynsi
177,Schwanz::N,دم,häntä
178,Schwanz::N,دم,pyrstö
179,Ei::N,تخم,muna
180,Nest::N,لانه,pesä
181,Bau::N,بنا,pesä
182,Bau::N,ساختمان,pesä
183,Tier::N,هیوان,eläin
184,Herde::N,رمه,lauma
185,Kuh::N,گاو,lehmä
186,Bulle::N,گاو نر,sonni
187,Pferd::N,اسب,hevonen
188,Schaf::N,گوسفند,lammas
189,Schwein::N,خوک,sika
190,Hund::N,سگ,koira
191,Katze::N,گربه,kissa
192,Bär::N,خرس,karhu
193,Eichhörnchen::N,سنجاب,orava
194,Elch::N,گوزن شمالی,hirvi
195,Fuchs::N,روباه,kettu
196,Hase::N,خرگوش,jänis
197,Maus::N,موش,hiiri
198,Wolf::N,گرگ,susi
199,Vogel::N,پرنده,lintu
200,Schwarm::N,دسته,parvi
201,Huhn::N,مرغ,kana
202,Hahn::N,خروس,kukko
203,Gans::N,غاز,hanhi
204,Adler::N,عقاب,kotka
205,Ente::N,اردک,ankka
206,Ente::N,مرغابی,ankka
207,Eule::N,جغد,pöllö
208,Kranich::N,درنا,kurki
209,Krähe::N,زاغ,varis
210,Krähe::N,کلاغ,varis
211,Kuckuck::N,فاخته,käki
212,Schwan::N,قو,joutsen
213,Fisch::N,ماهی,kala
214,Barsch::N,ماهی خاردار,ahven
215,Hecht::N,اردک ماهی,hauki
216,Schlange[Tier]::N,مار,käärme
217,Wurm::N,کرم,mato
218,Spinne::N,عنکبوت,hämähäkki
219,Ameise::N,مورچه,muurahainen
220,Laus::N,شپش,täi
221,Mücke::N,پشه,sääski
222,Mücke::N,پشه,hyttynen
223,Fliege::N,مگس,kärpänen
224,Schmetterling::N,پروانه,perhonen
225,Beere::N,گیله,marja
226,Apfel::N,سیب,omena
227,Pilz::N,قارچ,sieni
228,Zwiebel::N,پیاز,sipuli
229,Saat::N,بذر,siemenet
230,Korn::N,تخم,jyvä
231,Korn::N,تخم,vilja
232,Korn::N,دانه,jyvä
233,Korn::N,دانه,vilja
234,Heu::N,علف خشک,heinä
235,Schale::N,پوست,kuori
236,Grube::N,گودال,kuoppa
237,Falle::N,دام,loukku
238,Schlinge::N,حلقه,ansa
239,Spur::N,رد,jälki
240,Asche::N,خاکستر,tuhka
241,Dreck::N,کثافت,lika
242,Eisen::N,آهن,rauta
243,Gold::N,زر,kulta
244,Gold::N,طلا,kulta
245,Silber::N,نقره,hopea
246,Kohle::N,زغال,hiili
247,Glas::N,شیشه,lasi
248,Lehm::N,گل,savi
249,Sand::N,شن,hiekka
250,Sand::N,ماسه,hiekka
251,Mensch::N,آدم,ihminen
252,Mensch::N,انسان,ihminen
253,Mann::N,مرد,mies
254,Frau::N,زن,nainen
255,Kind::N,بچه,lapsi
256,Kind::N,کودک,lapsi
257,Junge::N,پسر,poika
258,Mädchen::N,دختر,tyttö
259,Familie::N,فامیل,perhe
260,Familie::N,خانواده,perhe
261,Großvater::N,پدربزرگ,isoisä
262,Großmutter::N,مادر‌بزرگ,isoäiti
263,Eltern::N,والدین,vanhemmat
264,Eltern::N,پدر‌و‌مادر,vanhemmat
265,Vater::N,پدر,isä
266,Mutter::N,مادر,äiti
267,Sohn::N,پسر,poika
268,Tochter::N,دختر,tytär
269,Bruder::N,برادر,veli
270,Schwester::N,خواهر,sisko
271,Onkel::N,عمو,eno
272,Onkel::N,عمو,setä
273,Onkel::N,دایی,eno
274,Onkel::N,دایی,setä
275,Tante::N,عمه,täti
276,Tante::N,خاله,täti
277,Ehemann::N,همسر,mies
278,Ehemann::N,همسر,aviomies
279,Ehefrau::N,همسر,vaimo
280,Ehefrau::N,همسر,aviovaimo
281,Freude::N,شادی,ilo
282,Freude::N,شادی,riemu
283,Gelächter::N,خنده,nauru
284,Gelächter::N,قاه‌قاه,nauru
285,Glück::N,اقبال,onni
286,Kummer::N,غم,suru
287,Kummer::N,غم,murhe
288,Kummer::N,غصه,suru
289,Kummer::N,غصه,murhe
290,Wunsch::N,آرزو,toive
291,Wunsch::N,آرزو,toivomus
292,Lust::N,هوس,himo
293,Geist::N,روح,henki
294,Gedanke::N,فکر,aate
295,Gedanke::N,فکر,ajatus
296,Gedächtnis::N,حافظه,muisti
297,Verstand::N,هوش,äly
298,Verstand::N,هوش,järki
299,Verstand::N,هوش,ymmärrys
300,Sinn::N,معنا,merkitys
301,Sinn::N,مفهوم,merkitys
302,Grund::N,سبب,syy
303,Grund::N,سبب,peruste
304,Grund::N,دلیل,syy
305,Grund::N,دلیل,peruste
306,Wahrheit::N,حقیقت,tosi
307,Wahrheit::N,حقیقت,totuus
308,Gespräch::N,صحبت,puhelu
309,Gespräch::N,صحبت,keskustelu
310,Gespräch::N,گفتگو,puhelu
311,Gespräch::N,گفتگو,keskustelu
312,Märchen::N,قصه,satu
313,Märchen::N,افسانه,satu
314,Erzählung::N,داستان,tarina
315,Erzählung::N,داستان,kertomus
316,Nachricht::N,خبر,tieto
317,Nachricht::N,خبر,ilmoitus
318,Neuigkeit::N,خبر تازه,uutinen
319,Name::N,اسم,nimi
320,Rätsel::N,معما,arvoitus
321,Rede::N,سخن,puhe
322,Sprache::N,زبان,kieli
323,Stimme::N,صدا,ääni
324,Wort::N,کلمه,sana
325,Zeichen::N,نشان,merkki
326,Zeichen::N,علامت,merkki
327,Ruf::N,صدا,kutsu
328,Lärm::N,هیاهو,melu
329,Lärm::N,هیاهو,hälinä
330,Laut::N,صدا,ääni
331,Ton::N,آهنگ,sävel
332,Lied::N,آواز,laulu
333,Lied::N,ترانه,laulu
334,Ruhe::N,آرامش,lepo
335,Ruhe::N,آرامش,rauha
336,Leute::N,مردم,väki
337,Leute::N,مردم,ihmiset
338,Volk::N,خلق,kansa
339,Arbeit::N,کار,työ
340,Gast::N,مهمان,vieras
341,Geschenk::N,هدیه,lahja
342,Spiel::N,بازی,peli
343,Spiel::N,بازی,leikki
344,Gesellschaft::N,جمعیت,seura
345,Hilfe::N,کمک,apu
346,Freund::N,دوست,ystävä
347,Kamerad::N,رفیق,toveri
348,Angelegenheit::N,امر,asia
349,Angelegenheit::N,قضیه,asia
350,Anzahl::N,عده,lukumäärä
351,Anzahl::N,شمار,lukumäärä
352,Art::N,نوع,laji
353,Stück::N,تکه,pala
354,Stück::N,تکه,kappale
355,Stück::N,قطعه,pala
356,Stück::N,قطعه,kappale
357,Teil::N,بخش,osa
358,Teil::N,قسمت,osa
359,Hälfte::N,نیم,puoli
360,Kreis::N,حلقه,ympyrä
361,Kreis::N,دایره,ympyrä
362,Kreuz::N,صلیب,risti
363,Linie::N,خط,viiva
364,Linie::N,سطر,viiva
365,Strich::N,خط,piirto
366,Abstand::N,فاصله,väli
367,Abstand::N,فاصله,väljyys
368,Entfernung::N,مسافت,etäisyys
369,Gegend::N,منطقه,seutu
370,Platz::N,گنجایش,tila
371,Ort::N,جا,kohta
372,Ort::N,جا,paikka
373,Ort::N,محل,kohta
374,Ort::N,محل,paikka
375,Ort::N,مکان,kohta
376,Ort::N,مکان,paikka
377,Seite::N,طرف,sivu
378,Seite::N,طرف,kylki
379,Mitte::N,وسط,keskus
380,Mitte::N,وسط,puoliväli
381,Mitte::N,میان,keskus
382,Mitte::N,میان,puoliväli
383,Gegenstand::N,چیز,kalu
384,Gegenstand::N,چیز,esine
385,Sache::N,چیز,asia
386,Rand::N,کنار,ääri
387,Rand::N,کنار,syrjä
388,Rand::N,حاشیه,ääri
389,Rand::N,حاشیه,syrjä
390,Kante::N,لبه,särmä
391,Ecke::N,گوشه,nurkka
392,Spitze::N,سر,terä
393,Spitze::N,سر,kärki
394,Spitze::N,نوک,terä
395,Spitze::N,نوک,kärki
396,Ende::N,ته,pää
397,Ende::N,ته,perä
398,Ende::N,آخر,pää
399,Ende::N,آخر,perä
400,Loch::N,سوراخ,kolo
401,Loch::N,سوراخ,reikä
402,Winkel::N,کنج,kulma
403,Muster::N,نقش,kuvio
404,Größe::N,قد,koko
405,Größe::N,قد,suuruus
406,Größe::N,بزرگی,koko
407,Größe::N,بزرگی,suuruus
408,Länge::N,طول,pituus
409,Höhe::N,بلندی,korkeus
410,Gewicht::N,وزن,paino
411,Menge::N,مقدار,määrä
412,Menge::N,اندازه,määrä
413,Haufen::N,توده,kasa
414,Reihe::N,ردیف,rivi
415,Boot::N,قایق,vene
416,Ruder::N,پارو,airo
417,Schlitten::N,سورتمه,reki
418,Schlitten::N,سورتمه,kelkka
419,Ski::N,اسکی,suksi
420,Lagerfeuer::N,آتش,nuotio
421,Last::N,بار,kuorma
422,Last::N,سنگینی,kuorma
423,Gang::N,راه رفتن,kulku
424,Gang::N,راه رفتن,käynti
425,Schritt::N,قدم,askel
426,Norden::N,شمال,pohjoinen
427,Süden::N,جنوب,etelä
428,Westen::N,غرب,länsi
429,Osten::N,شرق,itä
430,Holz::N,چوب,puu
431,Brett::N,تخته,lauta
432,Platte::N,صفحه,levy
433,Stütze::N,تکیه,noja
434,Stange::N,میله,tanko
435,Stock::N,چوب,keppi
436,Stab::N,عصا,sauva
437,Stab::N,عصا,seiväs
438,Rohr::N,لوله,putki
439,Haus::N,منزل,talo
440,Heim::N,خانه,koti
441,Heim::N,کاشانه,koti
442,Ofen::N,بخاری,uuni
443,Fußboden::N,کف اتاق,lattia
444,Tisch::N,میز,pöytä
445,Stuhl::N,صندلی,tuoli
446,Wiege::N,گهواره,kehto
447,Bett::N,تختخواب,sänky
448,Regal::N,قفسه,hylly
449,Kiste::N,صندوق,arkku
450,Kiste::N,صندوق,kirstu
451,Kiste::N,صندوق,laatikko
452,Fenster::N,پنجره,ikkuna
453,Tür::N,در,ovi
454,Tür::N,درب,ovi
455,Tor::N,دروازه,portti
456,Zaun::N,حصار,aita
457,Dach::N,بام,katto
458,Leiter::N,نردبان,tikkaat
459,Leiter::N,نردبان,tikapuut
460,Besen::N,جارو,luuta
461,Spaten::N,بیل,lapio
462,Schaufel::N,بیل,lapio
463,Schaufel::N,پارو,lapio
464,Gabel::N,چنگال,haarukka
465,Löffel::N,قاشق,lusikka
466,Messer::N,کارد,veitsi
467,Nagel::N,میخ,naula
468,Netz::N,تور,verkko
469,Netz::N,شبکه,verkko
470,Haken::N,قلاب,haka
471,Haken::N,قلاب,koukku
472,Griff::N,دسته,ripa
473,Griff::N,دسته,kahva
474,Schloss::N,قفل,lukko
475,Bild::N,عکس,kuva
476,Bild::N,تصویر,kuva
477,Figur::N,تندیس,kuvio
478,Puppe::N,عروسک,nukke
479,Beutel::N,کیسه,pussi
480,Bündel::N,بسته,nippu
481,Bündel::N,بسته,kimppu
482,Tasche::N,کیف,laukku
483,Eimer::N,سطل,sanko
484,Eimer::N,سطل,ämpäri
485,Deckel::N,در,kansi
486,Geschirr::N,ظرف,astia
487,Sack::N,گونی,säkki
488,Tasse::N,فنجان,kuppi
489,Topf::N,دیگ,pata
490,Topf::N,قابلمه,pata
491,Kessel::N,دیگ,kattila
492,Essen::N,خوراک,syönti
493,Nahrung::N,غذا,ruoka
494,Nahrung::N,غذا,ravinto
495,Speise::N,خوراک,ruoka
496,Fleisch::N,گوشت,liha
497,Getreide::N,غله,vilja
498,Brei::N,فرنی,puuro
499,Brei::N,حریره,puuro
500,Brot::N,نان,leipä
501,Scheibe::N,قاچ,viipale
502,Scheibe::N,لزگه,viipale
503,Fett::N,چربی,rasva
504,Butter::N,کره,voi
505,Öl::N,روغن,öljy
506,Salz::N,نمک,suola
507,Suppe::N,آش,keitto
508,Suppe::N,سوپ,keitto
509,Honig::N,عسل,hunaja
510,Milch::N,شیر,maito
511,Tee::N,چای,tee
512,Leder::N,چرم,nahka
513,Wolle::N,پشم,villa
514,Stoff::N,پارچه,kangas
515,Nadel::N,سوزن,neula
516,Faden::N,نخ,lanka
517,Knopf::N,دکمه,nappi
518,Knoten::N,گره,solmu
519,Farbe::N,رنگ,maali
520,Kleidung::N,لباس,vaatteet
521,Kleidung::N,پوشاک,vaatteet
522,Hemd::N,پیراهن,paita
523,Kragen::N,یقه,kaulus
524,Ärmel::N,آستین,hiha
525,Hose::N,شلوار,housut
526,Gürtel::N,کمر‌بند,vyö
527,Mütze::N,کلاه,lakki
528,Schuh::N,کفش,kenkä
529,Stiefel::N,چکمه,saapas
530,Ring::N,حلقه,sormus
531,Ring::N,انگشتر,sormus
532,Band::N,نوار,nauha
533,Band::N,روبان,nauha
534,Kamm::N,شانه,kampa
535,Spiegel::N,آینه,peili
536,Riemen::N,تسمه,hihna
537,Schnur::N,ریسمان,naru
538,Schnur::N,ریسمان,nuora
539,Leine::N,قلاده,talutushihna
540,Decke::N,پتو,peite
541,Kissen::N,بالش,tyyny
542,Kissen::N,بالش,pielus
543,Tuch::N,شال,huivi
544,Handtuch::N,حوله,pyyheliina
545,Kraft::N,نیرو,väki
546,Kraft::N,نیرو,voima
547,Stärke::N,زور,vahvuus
548,Gesundheit::N,سلامتی,terveys
549,Gesundheit::N,تندرستی,terveys
550,Krankheit::N,بیماری,tauti
551,Krankheit::N,بیماری,sairaus
552,Schmerz::N,درد,kipu
553,Schmerz::N,درد,särky
554,Wunde::N,زخم,haava
555,Fieber::N,تب,kuume
556,Arznei::N,دارو,lääke
557,Brücke::N,پل,silta
558,Brunnen::N,چاه,kaivo
559,Weide::N,چراگاه,laidun
560,Pfad::N,راه,polku
561,Weg::N,راه,tie
562,Weg::N,طریق,tie
563,Straße::N,راه,katu
564,Straße::N,جاده,katu
565,Dorf::N,ده,kylä
566,Dorf::N,روستا,kylä
567,Stadt::N,شهر,kaupunki
568,Brief::N,نامه,kirje
569,Buch::N,کتاب,kirja
570,Buchstabe::N,حرف,kirjain
571,Zeitung::N,روزنامه,lehti
572,Zeitung::N,روزنامه,sanomalehti
573,Leben::N,عمر,elo
574,Leben::N,عمر,elämä
575,Leben::N,زندگی,elo
576,Leben::N,زندگی,elämä
577,Tod::N,مرگ,kuolema
578,Grab::N,گور,hauta
579,Grab::N,مزار,hauta
580,Kirche::N,کلیسا,kirkko
581,Sünde::N,بزه,synti
582,Sünde::N,گناه,synti
583,Gott::N,خدا,jumala
584,Arbeiter::N,کارگر,työläinen
585,Chef::N,رئیس,päällikkö
586,Meister::N,استاد,mestari
587,Arzt::N,پزشک,lääkäri
588,Lehrer::N,معلم,opettaja
589,Lehrer::N,آموزگار,opettaja
590,Geld::N,پول,raha
591,Geschäft::N,کار,liike
592,Geschäft::N,بیزنس,liike
593,Laden::N,دکان,puoti
594,Laden::N,دکان,kauppa
595,Laden::N,مغازه,puoti
596,Laden::N,مغازه,kauppa
597,Preis::N,بها,hinta
598,Preis::N,قیمت,hinta
599,Ware::N,جنس,tavara
600,Ware::N,کالا,tavara
601,Nutzen::N,مزیت,hyöty
602,Nutzen::N,امتیاز,hyöty
603,Reichtum::N,مال,rikkaus
604,Reichtum::N,ثروت,rikkaus
605,Welt::N,دنیا,maailma
606,Land::N,کشور,maa
607,Land::N,مملکت,maa
608,Staat::N,دولت,valtio
609,König::N,شاه,kuningas
610,König::N,پادشاه,kuningas
611,Macht::N,قدرت,mahti
612,Macht::N,اختیار,mahti
613,Grenze::N,مرز,raja
614,Krieg::N,جنگ,sota
615,Feind::N,دشمن,vihollinen
616,Gewalt::N,زور,väkivalta
617,Gewalt::N,خشونت,väkivalta
618,Kampf::N,نبرد,taistelu
619,Kampf::N,مبارزه,taistelu
620,Bogen[Waffe]::N,کمان,jousi
621,Pfeil::N,تیر,nuoli
622,Gewehr::N,تفنگ,kivääri
623,Fehler::N,غلط,vika
624,Fehler::N,غلط,virhe
625,Fehler::N,اشتباه,vika
626,Fehler::N,اشتباه,virhe
627,Lüge::N,دروغ,valhe
628,Schaden::N,آسیب,vaurio
629,Schaden::N,آسیب,vahinko
630,Schaden::N,خسارت,vaurio
631,Schaden::N,خسارت,vahinko
632,Unglück::N,بلا,vahinko
633,Unglück::N,بلا,onnettomuus
634,Schuld::N,گناه,syy
635,Schuld::N,تقصیر,syy
636,Alter::N,سن,ikä
637,Alter::N,عمر,ikä
638,Schluss::N,انتها,loppu
639,Zeit::N,وقت,aika
640,Zeit::N,زمان,aika
641,Tag::N,روز,päivä
642,Morgen::N,صبح,aamu
643,Morgen::N,صبح,huomen
644,Mittag::N,ظهر,keskipäivä
645,Abend::N,شب,ilta
646,Abend::N,عصر,ilta
647,Nacht::N,شب,yö
648,Woche::N,هفته,viikko
649,Monat::N,ماه,kuukausi
650,Jahr::N,سال,vuosi
651,Frühling::N,بهار,kevät
652,Sommer::N,تابستان,kesä
653,Herbst::N,پاییز,syksy
654,Winter::N,زمستان,talvi
655,Januar::N,ژانویه,tammikuu
656,Februar::N,فوریه,helmikuu
657,März::N,مارس,maaliskuu
658,April::N,آوریل,huhtikuu
659,Mai::N,مه,toukokuu
660,Juni::N,ژوئن,kesäkuu
661,Juli::N,ژویه,heinäkuu
662,August::N,اوت,elokuu
663,September::N,سپتامبر,syyskuu
664,Oktober::N,اکتبر,lokakuu
665,November::N,نوامبر,marraskuu
666,Dezember::N,دسامبر,joulukuu
667,Montag::N,دو‌شنبه,maanantai
668,Dienstag::N,سه‌شنبه,tiistai
669,Mittwoch::N,چهار‌شنبه,keskiviikko
670,Donnerstag::N,پنج شنبه,torstai
671,Freitag::N,جمعه,perjantai
672,Samstag::N,شنبه,lauantai
673,Sonntag::N,یکشنبه,sunnuntai
674,groß::A,بزرگ,iso
675,groß::A,بزرگ,suuri
676,klein::A,کوچک,pieni
677,lang::A,بلند,pitkä
678,kurz::A,کوتاه,lyhyt
679,breit::A,پهن,leveä
680,schmal::A,تنگ,kapea
681,schmal::A,نازک,kapea
682,dicht::A,چگال,taaja
683,dicht::A,انبوه,taaja
684,dick[Gegenstand]::A,ضخیم,paksu
685,dünn::A,نازک,ohut
686,fein::A,ریز,hieno
687,fein::A,باریک,hieno
688,fest::A,محکم,luja
689,flach::A,صاف,litteä
690,flach::A,صاف,tasainen
691,flach::A,مسطح,litteä
692,flach::A,مسطح,tasainen
693,glatt::A,لیز,sileä
694,glatt::A,لیز,siloinen
695,hart::A,سفت,kova
696,weich::A,نرم,pehmeä
697,weich::A,ملایم,pehmeä
698,rund::A,گرد,pyöreä
699,spitz::A,تیز,terävä
700,spitz::A,نوک‌تیز,terävä
701,scharf::A,تیز,terävä
702,scharf::A,برنده,terävä
703,stumpf::A,کند,tylsä
704,schwer::A,سنگین,raskas
705,schwer::A,سنگین,painava
706,schön::A,زیبا,kaunis
707,heiß::A,داغ,kuuma
708,warm::A,گرم,lämmin
709,kalt::A,سرد,kylmä
710,kalt::A,سرد,viluinen
711,kühl::A,خنک,viileä
712,frisch::A,تازه,tuore
713,feucht::A,مرطوب,kostea
714,nass::A,تر,märkä
715,nass::A,خیش,märkä
716,trocken::A,خشک,kuiva
717,voll::A,پر,täysi
718,leer::A,خالی,tyhjä
719,offen::A,باز,avonainen
720,geschlossen::A,بسته,suljettu
721,sauber::A,پاک,puhdas
722,sauber::A,تمیز,puhdas
723,schmutzig::A,کثیف,likainen
724,schmutzig::A,آلوده,likainen
725,roh::A,خام,raaka
726,reif::A,رسیده,kypsä
727,lecker::A,لذیذ,herkullinen
728,lecker::A,خوشمزه,herkullinen
729,süß::A,شیرین,makea
730,bitter::A,تلخ,karvas
731,bitter::A,تلخ,kitkerä
732,sauer::A,ترش,hapan
733,hell::A,روشن,kirkas
734,hell::A,روشن,valoisa
735,dunkel::A,تاریک,pimeä
736,schwarz::A,سیاه,musta
737,weiß::A,سفید,valkea
738,rot::A,سرخ,punainen
739,rot::A,قرمز,punainen
740,gelb::A,زرد,keltainen
741,blau::A,آبی,sininen
742,grün::A,سبز,vihreä
743,grau::A,طوسی,harmaa
744,grau::A,خاکستری,harmaa
745,bunt::A,رنگارنگ,kirjava
746,billig::A,ارزان,halpa
747,billig::A,ارزان,huokea
748,teuer::A,گران,kallis
749,wertvoll::A,قیمتی,arvokas
750,wertvoll::A,گرانبها,arvokas
751,blind::A,کور,sokea
752,blind::A,نابینا,sokea
753,taub::A,کر,kuuro
754,taub::A,ناشنوا,kuuro
755,kräftig::A,قوی,väkevä
756,kräftig::A,قوی,voimakas
757,stark::A,قوی,vahva
758,stark::A,نیرومند,vahva
759,schwach::A,ضعیف,heikko
760,fett::A,چرب,lihava
761,schlank::A,باریک‌اندام,hoikka
762,schlank::A,باریک‌اندام,solakka
763,hübsch::A,قشنگ,soma
764,hübsch::A,قشنگ,sievä
765,hübsch::A,خوشگل,soma
766,hübsch::A,خوشگل,sievä
767,böse::A,بد,paha
768,böse::A,بد,häijy
769,dumm::A,احمق,tyhmä
770,dumm::A,احمق,typerä
771,faul::A,لش,laiska
772,faul::A,تنبل,laiska
773,fleißig::A,زرنگ,ahkera
774,geizig::A,خسیس,saita
775,klug::A,عاقل,älykäs
776,klug::A,باهوش,älykäs
777,geschickt::A,ماهر,taitava
778,lieb::A,عزیز,rakas
779,lustig::A,شاد,hauska
780,lustig::A,شاد,iloinen
781,lustig::A,خوشحال,hauska
782,lustig::A,خوشحال,iloinen
783,sanft::A,لطیف,lauha
784,sanft::A,لطیف,lempeä
785,hungrig::A,گرسنه,nälkäinen
786,krank::A,مریض,sairas
787,krank::A,بیمار,sairas
788,nackt::A,لخت,alaston
789,nackt::A,برهنه,alaston
790,traurig::A,غمگین,surullinen
791,traurig::A,غمگین,murheellinen
792,lebendig::A,زنده,elävä
793,gut::A,خوب,hyvä
794,schlecht::A,بد,paha
795,schlecht::A,بد,huono
796,richtig::A,درست,oikea
797,schlimm::A,وخيم,paha
798,wahr::A,درست,tosi
799,wahr::A,حقیقی,tosi
800,alt::A,کهنه,vanha
801,neu::A,نو,uusi
802,ehemalig::A,قبلی,entinen
803,ehemalig::A,قبلی,muinainen
