,Concept_ID,myv,et
827,vier::NUM,ниле,neli
828,fünf::NUM,вете,viis
829,sechs::NUM,кото,kuus
830,sieben::NUM,сисем,seitse
831,acht::NUM,кавксо,kaheksa
832,neun::NUM,вейксэ,üheksa
833,zehn::NUM,кемень,kümme
834,elf::NUM,кевейкее,üksteist
835,zwölf::NUM,кемгавтово,kaksteist
836,zwanzig::NUM,комсь,kakskümmend
837,dreißig::NUM,колоньгемень,kolmkümmend
838,vierzig::NUM,ниленьгемень,nelikümmend
839,fünfzig::NUM,ведьгемень,viiskümmend
840,sechzig::NUM,кодгемень,kuuskümmend
841,siebzig::NUM,сизьгемень,seitsekümmend
842,achtzig::NUM,кавксоньгемень,kaheksakümmend
843,neunzig::NUM,вейксэньгемень,üheksakümmend
844,hundert::NUM,сядо,sada
845,tausend::NUM,тыща,tuhat
846,und::CNJ,ды,ja
847,oder::CNJ,или,või
848,stehen::V,аштемс стядо,seisma
849,sitzen::V,аштемс озадо,istuma
850,liegen::V,мадезь аштемс,lamama
851,hängen::V,нурьгемс,rippuma
852,werden::V,арамс,saama
853,werden::V,арамс,hakkama
854,passieren::V,лисэмс,juhtuma
855,beginnen::V,ушодомс,algama
856,beginnen::V,ушодомс,hakkama
857,enden::V,лоткамс,lõppema
858,wechseln::V,полавтнемс,vahelduma
859,aufgehen[Sonne]::V,лисемс,tõusma
860,aufgehen[Sonne]::V,стямс,tõusma
861,untergehen[Sonne]::V,валгомс,loojuma
862,scheinen[Sonne]::V,валдомтомс,paistma
863,donnern::V,цярномс,kõmisema
864,donnern::V,галдордомс,kõmisema
865,wehen::V,пувамс,puhuma
866,strömen::V,чудемс,voolama
867,fließen::V,чудемс,voolama
868,sich drehen::V,велямс,pöörduma
869,schwanken::V,лыкамс,kõikuma
870,schwanken::V,якамс,kõikuma
871,schwingen::V,нурсемс,võnkuma
872,schwingen::V,лыкамс,võnkuma
873,fallen::V,прамс,langema
874,fallen::V,сяворемс,langema
875,brennen::V,паломс,põlema
876,rauchen::V,качадомс,suitsema
877,regnen::V,пиземс,sadama
878,gefrieren::V,кельмемс,kinni külmuma
879,tauen::V,соламс,sulama
880,schmelzen::V,соламс,sulama
881,trocknen::V,коськемс,kuivama
882,sieden::V,лакамс,keema
883,sieden::V,пиксемс,keema
884,faulen::V,наксадомс,mädanema
885,verfaulen::V,наксадомс,mädanema
886,reißen::V,сезневемс,rebenema
887,versinken::V,ваямс,uppuma
888,vergehen::V,ютамс,mööduma
889,erscheinen::V,лисемс,ilmuma
890,verschwinden::V,ёмамс,kaduma
891,sinken::V,явамс,vajuma
892,sinken::V,явамс,langema
893,abnehmen::V,киремемс,vähenema
894,abnehmen::V,киремемс,kahenema
895,zunehmen::V,ламолгадомс,kasvama
896,zunehmen::V,раштамс,kasvama
897,steigen::V,куземс,tõusma
898,steigen::V,куземс,üles minema
899,steigen::V,кепсевемс,tõusma
900,steigen::V,кепсевемс,üles minema
901,wachsen::V,касомс,kasvama
902,glänzen::V,цитнемс,läikimä
903,funkeln::V,пиндолдомс,sädelema
904,funkeln::V,цивтёрдомс,sädelema
905,lärmen::V,шалномс,lärmama
906,läuten::V,гайгезевемс,helisema
907,klingeln::V,чавомс баягас,helisema
908,klirren::V,калдордомс,kõlisema
909,klirren::V,кальцяемс,kõlisema
910,brausen::V,лакамс,kohisema
911,rauschen::V,лажномс,kohisema
912,klingen::V,гайгемс,kõlama
913,bellen::V,онгомс,haukuma
914,heulen::V,урномс,uluma
915,blasen::V,пувамс,puhuma
916,pfeifen::V,вешкемс,vilistama
917,schreien::V,пижнемс,karjuma
918,stöhnen::V,кувсемс,oigama
919,zittern::V,тарномс,värisema
920,leben::V,эрямс,elama
921,leben::V,эрямс,elus olema
922,geboren werden::V,чачомс,sündima
923,atmen::V,лексемс,hingama
924,trinken::V,симемс,jooma
925,essen::V,ярсамс,sööma
926,schlucken::V,нилемс,neelama
927,schlucken::V,порнемс,neelama
928,müde werden::V,сиземс,väsima
929,einschlafen::V,матедевемс,uinuma
930,schlafen::V,удомс,magama
931,aufwachen::V,сыргоземс,ärkama
932,aufstehen::V,стямс,ärkama
933,aufstehen::V,стямс,üles tõusma
934,sich erholen::V,оймсемс,puhkama
935,krank werden::V,сэредезевемс,haigestuma
936,krank werden::V,сэредезевемс,haigeks jääma
937,krank sein::V,сэредемс,haige olema
938,schmerzen::V,сэредемс,valutama
939,husten::V,козомс,köhima
940,genesen::V,пичкамс,toibuma
941,sterben::V,куломс,surema
942,umkommen::V,чавовомс,surma saama
943,umkommen::V,ёмамс,surma saama
944,sich bewegen::V,шаштомс,liikuma
945,sich rühren::V,сыргамс,liikuma
946,sich erheben::V,куземс,kerkima
947,sich setzen::V,озамс,istet võtma
948,hinfallen::V,прамс,kukkuma
949,hinfallen::V,прамс,maha kukkuma
950,hinfallen::V,сяворемс,kukkuma
951,hinfallen::V,сяворемс,maha kukkuma
952,laufen::V,якамс,kõndima
953,schreiten::V,эскелямс,astuma
954,schreiten::V,молемс,astuma
955,spazierengehen::V,якамс,jalutama
956,eilen::V,эрзкалемс,ruttama
957,eilen::V,эрзкалемс,kiirustama
958,eilen::V,капшамс,ruttama
959,eilen::V,капшамс,kiirustama
960,sich beeilen::V,капшамс,ruttama
961,sich beeilen::V,капшамс,kiirustama
962,sausen::V,ливтямс,kihutama
963,sausen::V,ливтямс,tormama
964,rennen::V,чийнемс,jooksma
965,rennen::V,чийнемс,kihutama
966,rennen::V,ардтнемс,jooksma
967,rennen::V,ардтнемс,kihutama
968,springen::V,кирнявтнемс,hüppama
969,klettern::V,куземс,ronima
970,schaukeln::V,нурямс,kiikuma
971,kriechen::V,ёзмолдомс,roomama
972,schwimmen::V,уемс,ujuma
973,tauchen::V,чопавтомс,sukelduma
974,tauchen::V,чопавтнемс,sukelduma
975,rudern::V,миледемс,sõudma
976,fahren::V,ардомс,sõitma
977,fliegen::V,ливтямс,lendama
978,gehen::V,туемс,käima
979,gehen::V,туемс,minema
980,gehen::V,молемс,käima
981,gehen::V,молемс,minema
982,weggehen::V,туемс,ära minema
983,weggehen::V,туемс,välja minema
984,abfahren::V,туемс,väljuma
985,abfahren::V,туемс,ära sõitma
986,anhalten::V,лоткамс,peatuma
987,hineingehen::V,совамс,sisenema
988,hineingehen::V,совамс,sisse minema
989,eintreten::V,совамс,sisenema
990,eintreten::V,совамс,sisse astuma
991,eintreten::V,эскельдямс,sisenema
992,eintreten::V,эскельдямс,sisse astuma
993,kommen::V,самс,tulema
994,ankommen::V,самс,saabuma
995,ankommen::V,пачкодемс,saabuma
996,zurückkommen::V,велявтомс,tagasi tulema
997,bleiben::V,кадовомс,jääma
998,warten::V,учомс,ootama
999,erwarten::V,учомс,ootama
1000,erwarten::V,учомс,lootma
1001,suchen::V,вешнемс,otsima
1002,finden::V,муемс,leidma
1003,versuchen::V,варштамс,püüdma
1004,versuchen::V,варштамс,üritama
1005,versuchen::V,варштамс,katsetama
1006,vorbereiten::V,анокстамс,valmistama
1007,lieben::V,вечкемс,armastama
1008,mögen::V,вечкемс,sallima
1009,mögen::V,вечкемс,meeldima
1010,lachen::V,пейдемс,naerma
1011,rühren::V,токамс седейс,liigutama
1012,rühren::V,токамс седейс,heldima panema
1013,weinen::V,авардемс,nutma
1014,schimpfen::V,сёвномс,sõimama
1015,sich ärgern::V,кежиявтнемс,ärrituma
1016,sich ärgern::V,кежиявтнемс,vihastuma
1017,sich fürchten::V,пелемс,kartma
1018,sich fürchten::V,пелемс,hirmu tundma
1019,fürchten::V,пелемс,kartma
1020,fliehen::V,оргодемс,põgenema
1021,flüchten::V,ворьгодемс,põgenema
1022,flüchten::V,чадомс,põgenema
1023,sehen::V,неемс,nägema
1024,anschauen::V,ваномс,vaatama
1025,ansehen::V,ваномс,vaatama
1026,hören::V,марямс,kuulma
1027,zuhören::V,кунсоломс,kuulama
1028,probieren::V,варшамс,proovima
1029,riechen::V,никсемс,nuusutama
1030,fühlen::V,марямс,tundma
1031,scheinen::V,марявомс,näida
1032,scheinen::V,марявомс,ilmuda
1033,zu sehen sein::V,неявомс,ilmuma
1034,vernehmen::V,марямс,üle kuulama
1035,frieren::V,кельмемс,külmetada
1036,tun::V,теемс,tegema
1037,können::V,маштомс,võima
1038,können::V,маштомс,oskama
1039,wollen::V,бажамс,tahtma
1040,anfangen::V,кармамс,hakkama
1041,anfangen::V,кармамс,alustama
1042,beenden::V,прядомс,lõpetama
1043,aufhören::V,лоткамс,lakkama
1044,gelingen::V,удаламс,õnnestuma
1045,geraten::V,лисемс,jõudma
1046,öffnen::V,панжомс,avama
1047,schließen::V,пекстамс,sulgema
1048,schließen::V,сёлгомс,sulgema
1049,schließen::V,конямс,sulgema
1050,stellen::V,аравтомс,panema
1051,stellen::V,аравтомс,asetama
1052,setzen::V,ойсевтемс,panema
1053,setzen::V,озавтнемс,panema
1054,legen::V,путомс,panema
1055,legen::V,путомс,asetama
1056,berühren::V,токамс,riivama
1057,berühren::V,токамс,puudutama
1058,verbinden::V,содомс,ühendama
1059,bedecken::V,вельтямс,katma
1060,aufhängen::V,понгавтомс,riputama
1061,anzünden::V,кирвастемс,süütama
1062,aufheben::V,кепедемс,üles tõstma
1063,zurücklassen::V,кадомс,jätma
1064,verlieren::V,ёмавтомс,kaotama
1065,fallen lassen::V,правтомс,maha pillama
1066,fallen lassen::V,правтомс,kukkuda laskma
1067,machen::V,теемс,tegema
1068,herstellen::V,анокстамс,valmistama
1069,bauen::V,путомс,ehitama
1070,reparieren::V,витемс,parandama
1071,verbessern::V,паролгавтомс,parandama
1072,verbessern::V,вадрялгавтомс,parandama
1073,ändern::V,полавтомс,muutma
1074,ändern::V,полавтомс,ümber tegema
1075,graben::V,чувомс,kaevama
1076,graben::V,таргамс,kaevama
1077,beugen::V,мендемс,painutama
1078,biegen::V,комавтомс,painutama
1079,drehen::V,чаравтомс,keerama
1080,drehen::V,велявтнемс,keerama
1081,wenden::V,велявтомс,ümber pöörama
1082,umdrehen::V,велявтомс,ümber keerama
1083,heben::V,кепедемс,tõstma
1084,hochheben::V,кепедемс,üles tõstma
1085,hochheben::V,кепедемс,kõrgele tõstma
1086,ergreifen::V,кундамс,haarama
1087,halten::V,кирдемс,hoidma
1088,drücken::V,нуемс,pigistama
1089,schieben::V,шаштомс,lükkama
1090,kratzen::V,ангордамс,kraapima
1091,lecken::V,нолсемс,lakkuma
1092,beißen::V,сускомс,purema
1093,beißen::V,сускомс,hammustama
1094,abreißen::V,сеземс,rebima
1095,abreißen::V,сеземс,ära rebima
1096,abschneiden::V,печкемс,ära lõikama
1097,binden::V,кодамс,siduma
1098,binden::V,сюлмамс,siduma
1099,stecken::V,сялгомс,pistma
1100,brechen::V,синдемс,murdma
1101,brechen::V,калавтомс,murdma
1102,klopfen::V,калтаямс,koputama
1103,hauen::V,чавомс,lööma
1104,kleben::V,педявтнемс,kleepima
1105,reiben::V,ёзамс,hõõruma
1106,streichen::V,вадемс,silitama
1107,schleifen::V,човамс,lihvima
1108,schleifen::V,човамс,teritama
1109,schneiden::V,керямс,lõikama
1110,rütteln::V,чукамс,raputama
1111,rütteln::V,лыкавтомс,raputama
1112,schütteln::V,чукамс,raputama
1113,schütteln::V,чукамс,loksutama
1114,schwenken::V,яхолемс,vehkima
1115,schwenken::V,яхолемс,lehvitama
1116,schütten::V,каямс,kallama
1117,füllen::V,пештямс,täitma
1118,einwickeln::V,тапарямс,sisse mähkima
1119,tragen::V,кандомс,kandma
1120,schleppen::V,ускомс,tassima
1121,schleppen::V,ускомс,lohistama
1122,ziehen::V,ускомс,vedama
1123,ziehen::V,ускомс,tõmbama
1124,aufbewahren::V,ванстомс,säilitama
1125,aufbewahren::V,ванстомс,alal hoidma
1126,werfen::V,ёртомс,viskama
1127,fangen::V,кундамс,püüdma
1128,packen::V,кундамс,kinni haarama
1129,packen::V,кундамс,kinni võtma
1130,verstecken::V,кекшемс,peitma
1131,teilen::V,явомс,jagama
1132,teilen::V,явомс,jaotama
1133,schicken::V,кучомс,saatma
1134,bringen::V,кандомс,viima
1135,hinzufügen::V,путомс,lisama
1136,hinzufügen::V,максомс,lisama
1137,bekommen::V,саемс,saama
1138,erhalten::V,саемс,saama
1139,nehmen::V,саемс,võtma
1140,wählen::V,кочкамс,valima
1141,auswählen::V,кочкамс,valima
1142,bewahren::V,ванстомс,hoidma
1143,behindern::V,кирдемс,takistama
1144,verderben::V,коламс,rikkuma
1145,beschädigen::V,теемс зыян,rikkuma
1146,zerbrechen::V,коламс,katki tegema
1147,zerreißen::V,сеземс,katki rebima
1148,zerstören::V,калавтомс,purustama
1149,verbrennen::V,пултамс,põletama
1150,geben::V,максомс,andma
1151,reichen::V,максомс,andma
1152,reichen::V,максомс,ulatama
1153,schenken::V,каземс,kinkima
1154,versprechen::V,алтамс,lubama
1155,versprechen::V,алтамс,tõotama
1156,wünschen::V,арсемс,soovima
1157,loben::V,шнамс,kiitma
1158,küssen::V,палсемс,suudlema
1159,wiegen::V,нурсемс,hällitama
1160,zudecken::V,тавадомс,kaanetama
1161,zudecken::V,тавадомс,kinni katma
1162,zudecken::V,вельтямс,kaanetama
1163,zudecken::V,вельтямс,kinni katma
1164,wecken::V,стявтомс,äratama
1165,zeigen::V,невтемс,näitama
1166,führen::V,ветямс,juhatama
1167,lehren::V,тонавтомс,õpetama
1168,unterrichten::V,тонавтомс,õpetama
1169,aufziehen::V,трямс,üles kasvatama
1170,aufziehen::V,кастомс,üles kasvatama
1171,leiten::V,ветямс,juhtima
1172,leiten::V,азоркстамс,juhtima
1173,antreiben::V,ветямс,ergutama
1174,lassen::V,кармавтомс,laskma
1175,einladen::V,тердемс,kutsuma
1176,vereinigen::V,вейсэндямс,ühendama
1177,vereinigen::V,вейс путомс,ühendama
1178,vereinigen::V,вейс пурнамс,ühendama
1179,besuchen::V,варштамс,külastama
1180,treffen::V,вастомс,kohtama
1181,sich versammeln::V,промокшномс,kogunema
1182,spielen::V,налксемс,mängima
1183,singen::V,морамс,laulma
1184,tanzen::V,киштемс,tantsima
1185,sich trennen::V,явомс,lahku minema
1186,verlassen::V,кадомс,maha jätma
1187,retten::V,идемс,päästma
1188,bewachen::V,ванстомс,valvama
1189,schützen::V,аштемс,kaitsma
1190,verteidigen::V,ваномс,kaitsma
1191,sich schlagen::V,тюремс,kaklema
1192,schießen::V,ледемс,tulistama
1193,siegen::V,изнямс,võitma
1194,ärgern::V,кежейгавтомс,ärritama
1195,ärgern::V,кежейгавтомс,vihastama
1196,schlagen::V,токамс,lööma
1197,treten::V,тапамс,sõtkuma
1198,stechen::V,пупамс,pistma
1199,stechen::V,пупамс,torkama
1200,stoßen::V,тулкадемс,tõukama
1201,stehlen::V,саламс,varastama
1202,stören::V,пирямс ки,segama
1203,stören::V,пирямс ки,häirima
1204,belästigen::V,а максомс,ahistama
1205,belästigen::V,а кадомс оймамо,ahistama
1206,verbergen::V,сёпомс,peitma
1207,verbergen::V,сёпомс,varjama
1208,verbergen::V,кекшемс,peitma
1209,verbergen::V,кекшемс,varjama
1210,täuschen::V,манямс,petma
1211,täuschen::V,манямс,tüssama
1212,betrügen::V,манчемс,petma
1213,betrügen::V,манчемс,tüssama
1214,betrügen::V,манчемс,truudust murtma
1215,töten::V,чавномс,tapma
1216,töten::V,чавномс,surmama
1217,töten::V,маштнемс,tapma
1218,töten::V,маштнемс,surmama
1219,wohnen::V,эрямс,elama
1220,arbeiten::V,важодемс,töötama
1221,sammeln::V,пурнамс,koguma
1222,sammeln::V,пурнамс,korjama
1223,pflücken::V,ноцковтнемс,noppima
1224,jagen::V,кундамс,jahtima
1225,fischen::V,калонь кундамс,kalastama
1226,fischen::V,калонь кундамс,kala püüdma
1227,fassen::V,кундамс,püüdma
1228,hüten::V,ваномс,karjatama
1229,treiben::V,панемс,ajama
1230,anbinden::V,сюлмамс,kinni siduma
1231,füttern::V,андомс,söötma
1232,melken::V,потявтомс,lüpsma
1233,hacken::V,лазномс,raiuma
1234,hacken::V,лазномс,lõhkuma
1235,gießen::V,валомс,kastma
1236,reifen::V,кенеремс,valmima
1237,zubereiten::V,анокстамс,valmistama
1238,kochen::V,пидемс,keetma
1239,backen::V,пидемс,küpsetama
1240,braten::V,пуштамс,praadima
1241,umrühren::V,човорямс,segama
1242,stricken::V,кодамс,kuduma
1243,nähen::V,стамс,õmblema
1244,färben::V,артомс,värvima
1245,reinigen::V,урядамс,puhastama
1246,waschen::V,муськемс,pesema
1247,abwischen::V,нардамс,puhtaks pühkima
1248,spülen::V,ёрвалдомс,uhtma
1249,fegen::V,тенсемс,pühkima
1250,kehren::V,тенсемс,pühkima
1251,baden::V,экшелямс,suplema
1252,baden::V,экшелямс,kümblema
1253,sich waschen::V,шлямс,end pesema
1254,ausziehen::V,кайсевтемс,käest võtma
1255,ausziehen::V,кайсевтемс,jalast võtma
1256,ausziehen::V,кайсевтемс,seljast võtma
1257,anziehen::V,оршамс,jalga panema
1258,sich anziehen::V,оршамс,riietuma
1259,kämmen::V,судрямс,kammima
1260,schmücken::V,мазылгавтомс,kaunistama
1261,schmücken::V,наряжамс,kaunistama
1262,sagen::V,меремс,ütlema
1263,sprechen::V,кортамс,rääkima
1264,sprechen::V,кортамс,kõnelema
1265,reden::V,кортамс,kõnelema
1266,sich unterhalten::V,кортнемс,vestlema
1267,fragen::V,кевкстемс,küsima
1268,bitten::V,вешемс,paluma
1269,erzählen::V,ёвтнемс,jutustama
1270,mitteilen::V,ёвтамс,teatama
1271,mitteilen::V,ёвтамс,teada andma
1272,nennen::V,лемдемс,nimetama
1273,nennen::V,путомс лем,nimetama
1274,rufen::V,тердемс,kutsuma
1275,rufen::V,серьгедемс,kutsuma
1276,prahlen::V,шнамс пря,hooplema
1277,übersetzen::V,ютавтомс,tõlkima
1278,denken::V,арсемс,mõtlema
1279,glauben::V,кемемс,uskuma
1280,bemerken::V,неемс,märkama
1281,erkennen::V,содамс,ära tundma
1282,begreifen::V,пачкодемс,aru saama
1283,verstehen::V,чарькодемс,mõistma
1284,lernen::V,тонавтнемс,õppima
1285,wissen::V,содамс,teadma
1286,sich erinnern an::V,ледстямс,mäletama
1287,vergessen::V,стувтомс,unustama
1288,messen::V,онкстнемс,mõõtma
1289,zählen::V,ловомс,loendama
1290,rechnen::V,ловомс,arvutama
1291,lesen::V,ловномс,lugema
1292,malen::V,рисовамс,maalima
1293,zeichnen::V,рисовамс,joonistama
1294,schreiben::V,сёрмадомс,kirjutama
1295,besitzen::V,улемс,omama
1296,besitzen::V,улемс азорокс,omama
1297,kaufen::V,рамамс,ostma
1298,verkaufen::V,миемс,müüma
1299,bezahlen::V,пандомс,tasuma
1300,zahlen::V,пандомс,maksma
1301,beherrschen::V,азоркстамс,valitsema
1302,ertragen::V,кирдемс,taluma
