,Concept_ID,cs,en
225,Großvater::N,děd,grandfather
226,Großvater::N,dědeček,grandfather
227,Großmutter::N,babička,grandmother
228,Eltern::N,rodiče,parents
229,Vater::N,otec,father
230,Mutter::N,matka,mother
231,Sohn::N,syn,son
232,Tochter::N,dcera,daughter
233,Bruder::N,bratr,brother
234,Schwester::N,sestra,sister
235,Onkel::N,strýc,uncle
236,Tante::N,teta,aunt
237,Ehemann::N,choť,husband
238,Ehemann::N,manžel,husband
239,Ehefrau::N,choť,wife
240,Ehefrau::N,manželka,wife
241,Freude::N,radost,joy
242,Gelächter::N,smích,laughter
243,Glück::N,štěstí,happiness
244,Kummer::N,žal,grief
245,Kummer::N,trápení,grief
246,Wunsch::N,přání,wish
247,Lust::N,chuť,desire
248,Geist::N,duch,spirit
249,Gedanke::N,myšlenka,thought
250,Gedächtnis::N,paměť,memory
251,Verstand::N,rozum,mind
252,Sinn::N,smysl,meaning
253,Grund::N,důvod,reason
254,Wahrheit::N,pravda,truth
255,Gespräch::N,rozhovor,talk
256,Märchen::N,pohádka,fairy tale
257,Erzählung::N,povídka,story
258,Nachricht::N,zpráva,message
259,Neuigkeit::N,novina,news
260,Neuigkeit::N,novinka,news
261,Name::N,jméno,name
262,Rätsel::N,hádanka,puzzle
263,Rede::N,řeč,speech
264,Rede::N,proslov,speech
265,Sprache::N,řeč,language
266,Sprache::N,jazyk,language
267,Stimme::N,hlas,voice
268,Wort::N,slovo,word
269,Zeichen::N,znamení,sign
270,Ruf::N,zavolání,call
271,Lärm::N,hluk,noise
272,Laut::N,zvuk,sound
273,Ton::N,tón,tone
274,Lied::N,píseň,song
275,Ruhe::N,klid,calm
276,Ruhe::N,pokoj,calm
277,Leute::N,lidé,people
278,Volk::N,národ,nation
279,Arbeit::N,práce,work
280,Gast::N,host,guest
281,Geschenk::N,dar,gift
282,Spiel::N,hra,game
283,Gesellschaft::N,společnost,company
284,Hilfe::N,pomoc,help
285,Freund::N,přítel,friend
286,Kamerad::N,kamarád,companion
287,Angelegenheit::N,záležitost,matter
288,Anzahl::N,počet,count
289,Art::N,druh,sort
290,Stück::N,kus,piece
291,Stück::N,kousek,piece
292,Teil::N,díl,part
293,Teil::N,část,part
294,Hälfte::N,půl,half
295,Kreis::N,kruh,circle
296,Kreuz::N,kříž,cross
297,Linie::N,linka,line
298,Strich::N,čára,stroke
299,Strich::N,čárka,stroke
300,Abstand::N,vzdálenost,gap
301,Entfernung::N,vzdálenost,distance
302,Gegend::N,krajina,area
303,Platz::N,prostor,space
304,Ort::N,místo,place
305,Seite::N,strana,side
306,Mitte::N,střed,middle
307,Mitte::N,prostředek,middle
308,Gegenstand::N,předmět,item
309,Sache::N,věc,thing
310,Rand::N,kraj,fringe
311,Rand::N,okraj,fringe
312,Kante::N,hrana,edge
313,Ecke::N,roh,corner
314,Spitze::N,hrot,tip
315,Spitze::N,špička,tip
316,Ende::N,konec,end
317,Loch::N,díra,hole
318,Winkel::N,kout,angle
319,Muster::N,vzor,pattern
320,Größe::N,velikost,size
321,Länge::N,délka,length
322,Höhe::N,výška,height
323,Gewicht::N,váha,weight
324,Menge::N,množství,amount
325,Haufen::N,kupa,heap
326,Haufen::N,hromada,heap
327,Reihe::N,řada,row
328,Reihe::N,řádek,row
329,Boot::N,člun,boat
330,Ruder::N,veslo,oar
331,Schlitten::N,sáně,sleigh
332,Ski::N,lyže,ski
333,Lagerfeuer::N,táborák,campfire
334,Last::N,náklad,load
335,Last::N,břemeno,load
336,Gang::N,chůze,walk
337,Gang::N,chodba,walk
338,Schritt::N,krok,step
339,Norden::N,sever,north
340,Süden::N,jih,south
341,Westen::N,západ,west
342,Osten::N,východ,east
343,Holz::N,dřevo,wood
344,Brett::N,prkno,board
345,Platte::N,deska,slab
346,Stütze::N,opěra,bracket
347,Stange::N,tyč,pole
348,Stange::N,tyčka,pole
349,Stock::N,hůlka,stick
350,Stab::N,hůl,staff
351,Rohr::N,trubka,pipe
352,Haus::N,dům,house
353,Heim::N,domov,home
354,Ofen::N,kamna,stove
355,Fußboden::N,podlaha,floor
356,Tisch::N,stůl,table
357,Stuhl::N,židle,chair
358,Wiege::N,kolébka,cradle
359,Bett::N,postel,bed
360,Regal::N,regál,shelf
361,Regal::N,police,shelf
362,Kiste::N,bedna,box
363,Fenster::N,okno,window
364,Tür::N,dveře,door
365,Tor::N,vrata,gate
366,Zaun::N,plot,fence
367,Dach::N,střecha,roof
368,Leiter::N,žebřík,ladder
369,Besen::N,koště,broom
370,Besen::N,smeták,broom
371,Spaten::N,rýč,spade
372,Schaufel::N,lopata,shovel
373,Gabel::N,vidlička,fork
374,Löffel::N,lžíce,spoon
375,Messer::N,nůž,knife
376,Nagel::N,hřebík,nail
377,Netz::N,síť,net
378,Haken::N,hák,hook
379,Griff::N,držadlo,handle
380,Schloss::N,zámek,lock
381,Bild::N,obraz,picture
382,Figur::N,figura,figure
383,Puppe::N,panenka,doll
384,Beutel::N,pytlík,pouch
385,Bündel::N,svazek,bundle
386,Tasche::N,taška,bag
387,Tasche::N,brašna,bag
388,Eimer::N,kýbl,bucket
389,Eimer::N,vědro,bucket
390,Deckel::N,víko,cover
391,Deckel::N,příklop,cover
392,Geschirr::N,nádobí,dishes
393,Sack::N,pytel,sack
394,Tasse::N,šálek,cup
395,Topf::N,hrnec,pot
396,Kessel::N,kotel,kettle
397,Essen::N,jídlo,meal
398,Nahrung::N,strava,food
399,Nahrung::N,potrava,food
400,Speise::N,jídlo,dish
401,Fleisch::N,maso,meat
402,Getreide::N,obilí,corn
403,Brei::N,kaše,mush
404,Brot::N,chléb,bread
405,Scheibe::N,krajíc,slice
406,Fett::N,tuk,fat
407,Fett::N,omastek,fat
408,Butter::N,máslo,butter
409,Öl::N,olej,oil
410,Salz::N,sůl,salt
411,Suppe::N,polévka,soup
412,Honig::N,med,honey
413,Milch::N,mléko,milk
414,Tee::N,čaj,tea
415,Leder::N,kůže,leather
416,Wolle::N,vlna,wool
417,Stoff::N,látka,cloth
418,Nadel::N,jehla,needle
419,Faden::N,nit,thread
420,Knopf::N,knoflík,button
421,Knoten::N,uzel,knot
422,Farbe::N,barva,paint
423,Kleidung::N,šaty,clothes
424,Kleidung::N,šatstvo,clothes
425,Hemd::N,košile,shirt
426,Kragen::N,límec,collar
427,Ärmel::N,rukáv,sleeve
428,Hose::N,kalhoty,trousers
429,Gürtel::N,pás,belt
430,Gürtel::N,opasek,belt
431,Mütze::N,čepice,cap
432,Schuh::N,bota,shoe
433,Stiefel::N,holínka,boot
434,Ring::N,prsten,ring
435,Band::N,pásek,ribbon
436,Kamm::N,hřeben,comb
437,Spiegel::N,zrcadlo,mirror
438,Riemen::N,řemen,strap
439,Schnur::N,šňůra,string
440,Leine::N,vodítko,leash
441,Decke::N,pokrývka,blanket
442,Decke::N,přikrývka,blanket
443,Kissen::N,polštář,pillow
444,Tuch::N,šátek,scarf
445,Handtuch::N,ručník,towel
446,Kraft::N,síla,force
447,Stärke::N,síla,strength
448,Gesundheit::N,zdraví,health
449,Krankheit::N,nemoc,illness
450,Krankheit::N,choroba,illness
451,Schmerz::N,bolest,pain
452,Wunde::N,rána,wound
453,Fieber::N,horečka,fever
454,Arznei::N,lék,medicine
455,Brücke::N,most,bridge
456,Brunnen::N,studna,well
457,Weide::N,pastva,pasture
458,Weide::N,pastvina,pasture
459,Pfad::N,pěšina,path
460,Weg::N,cesta,way
461,Straße::N,silnice,road
462,Dorf::N,vesnice,village
463,Stadt::N,město,town
464,Brief::N,dopis,letter
465,Buch::N,kniha,book
466,Buchstabe::N,písmeno,character
467,Zeitung::N,noviny,newspaper
468,Leben::N,život,life
469,Tod::N,smrt,death
470,Grab::N,hrob,grave
471,Kirche::N,kostel,church
472,Sünde::N,hřích,sin
473,Gott::N,bůh,god
474,Arbeiter::N,dělník,worker
475,Arbeiter::N,pracovník,worker
476,Chef::N,šéf,boss
477,Chef::N,vedoucí,boss
478,Meister::N,mistr,master
479,Arzt::N,lékař,doctor
480,Lehrer::N,učitel,teacher
481,Geld::N,peníze,money
482,Geschäft::N,obchod,business
483,Laden::N,krám,shop
484,Preis::N,cena,price
485,Ware::N,zboží,ware
486,Nutzen::N,užitek,profit
487,Reichtum::N,bohatství,wealth
488,Welt::N,svět,world
489,Land::N,země,country
490,Staat::N,stát,state
491,König::N,král,king
492,Macht::N,moc,power
493,Macht::N,mocnost,power
494,Grenze::N,hranice,border
495,Krieg::N,válka,war
496,Feind::N,nepřítel,enemy
497,Gewalt::N,násilí,violence
498,Kampf::N,boj,fight
499,Bogen[Waffe]::N,luk,bow
500,Pfeil::N,šíp,arrow
501,Gewehr::N,puška,gun
502,Gewehr::N,ručnice,gun
503,Fehler::N,chyba,mistake
504,Lüge::N,lež,lie
505,Schaden::N,škoda,damage
506,Unglück::N,neštěstí,misfortune
507,Schuld::N,vina,fault
508,Alter::N,věk,age
509,Schluss::N,konec,conclusion
510,Zeit::N,čas,time
511,Tag::N,den,day
512,Morgen::N,ráno,morning
513,Morgen::N,jitro,morning
514,Mittag::N,poledne,noon
515,Abend::N,večer,evening
516,Nacht::N,noc,night
517,Woche::N,týden,week
518,Monat::N,měsíc,month
519,Jahr::N,rok,year
520,Frühling::N,jaro,spring
521,Sommer::N,léto,summer
522,Herbst::N,podzim,autumn
523,Winter::N,zima,winter
524,Januar::N,leden,January
525,Februar::N,únor,February
526,März::N,březen,March
527,April::N,duben,April
528,Mai::N,květen,May
529,Juni::N,červen,June
530,Juli::N,červenec,July
531,August::N,srpen,August
532,September::N,září,September
533,Oktober::N,říjen,October
534,November::N,listopad,November
535,Dezember::N,prosinec,December
536,Montag::N,pondělí,Monday
537,Montag::N,pondělek,Monday
538,Dienstag::N,úterý,Tuesday
539,Mittwoch::N,středa,Wednesday
540,Donnerstag::N,čtvrtek,Thursday
541,Freitag::N,pátek,Friday
542,Samstag::N,sobota,Saturday
543,Sonntag::N,neděle,Sunday
544,groß::A,velký,big
545,klein::A,malý,little
546,lang::A,dlouhý,long
547,kurz::A,krátký,short
548,breit::A,široký,wide
549,schmal::A,úzký,narrow
550,dicht::A,hustý,dense
551,dick[Gegenstand]::A,tlustý,thick
552,dünn::A,tenký,thin
553,fein::A,jemný,delicate
554,fest::A,pevný,firm
555,flach::A,plochý,flat
556,flach::A,placatý,flat
557,glatt::A,hladký,smooth
558,hart::A,tvrdý,hard
559,weich::A,měkký,soft
560,rund::A,kulatý,round
561,rund::A,okrouhlý,round
562,spitz::A,špičatý,pointed
563,scharf::A,ostrý,sharp
564,stumpf::A,tupý,blunt
565,schwer::A,těžký,heavy
566,schön::A,pěkný,beautiful
567,schön::A,krásný,beautiful
568,heiß::A,horký,hot
569,warm::A,teplý,warm
570,kalt::A,studený,cold
571,kühl::A,chladný,cool
572,frisch::A,svěží,fresh
573,feucht::A,vlhký,damp
574,nass::A,mokrý,wet
575,trocken::A,suchý,dry
576,voll::A,plný,full
577,leer::A,prázdný,empty
578,offen::A,otevřený,open
579,geschlossen::A,zavřený,closed
580,sauber::A,čistý,clean
581,schmutzig::A,špinavý,dirty
582,roh::A,syrový,raw
583,reif::A,zralý,ripe
584,lecker::A,chutný,delicious
585,süß::A,sladký,sweet
586,bitter::A,hořký,bitter
587,sauer::A,kyselý,sour
588,hell::A,světlý,bright
589,dunkel::A,temný,dark
590,schwarz::A,černý,black
591,weiß::A,bílý,white
592,rot::A,rudý,red
593,rot::A,červený,red
594,gelb::A,žlutý,yellow
595,blau::A,modrý,blue
596,grün::A,zelený,green
597,grau::A,šedý,grey
598,grau::A,šedivý,grey
599,bunt::A,pestrý,colourful
600,bunt::A,pestrý,colorful
601,billig::A,levný,cheap
602,billig::A,laciný,cheap
603,teuer::A,drahý,dear
604,wertvoll::A,cenný,precious
605,blind::A,slepý,blind
606,taub::A,hluchý,deaf
607,kräftig::A,silný,powerful
608,stark::A,silný,strong
609,schwach::A,slabý,weak
610,fett::A,tučný,fat
611,fett::A,tlustý,fat
612,schlank::A,štíhlý,slim
613,hübsch::A,hezký,pretty
614,böse::A,zlý,evil
615,dumm::A,hloupý,stupid
616,faul::A,líný,lazy
617,fleißig::A,pilný,diligent
618,geizig::A,lakomý,stingy
619,klug::A,chytrý,clever
620,geschickt::A,šikovný,skilful
621,geschickt::A,šikovný,skillful
622,lieb::A,milý,dear
623,lustig::A,veselý,merry
624,sanft::A,mírný,gentle
625,hungrig::A,hladový,hungry
626,krank::A,nemocný,sick
627,nackt::A,nahý,naked
628,traurig::A,smutný,sad
629,traurig::A,truchlivý,sad
630,lebendig::A,živý,living
631,gut::A,dobrý,good
632,schlecht::A,špatný,bad
633,richtig::A,pravý,correct
634,richtig::A,správný,correct
635,schlimm::A,zlý,nasty
636,wahr::A,pravdivý,true
637,alt::A,starý,old
638,neu::A,nový,new
639,ehemalig::A,bývalý,former
640,alt[Lebewesen]::A,starý,aged
641,jung::A,mladý,young
642,arm::A,chudý,poor
643,reich::A,bohatý,rich
644,bekannt::A,známý,familiar
645,berühmt::A,slavný,famous
646,fremd::A,cizí,foreign
647,verschieden::A,různý,different
648,verschieden::A,rozličný,different
649,nah::A,blízký,near
650,fern::A,daleký,far
651,linker::A,levý,left
652,rechter::A,pravý,right
653,anderer::A,jiný,other
654,erster::A,první,first
655,zweiter::A,druhý,second
656,dritter::A,třetí,third
657,letzter::A,poslední,last
658,allein::ADV,sám,alone
659,auf einmal::ADV,najednou,at once
660,zusammen::ADV,spolu,together
661,zusammen::ADV,dohromady,together
662,lange::ADV,dlouho,long
663,plötzlich::ADV,vtom,suddenly
664,plötzlich::ADV,náhle,suddenly
665,sofort::ADV,hned,instantly
666,sofort::ADV,ihned,instantly
667,später::ADV,později,later
668,jetzt::ADV,teď,now
669,jetzt::ADV,nyní,now
670,heute::ADV,dnes,today
671,heute::ADV,dneska,today
672,morgen::ADV,zítra,tomorrow
673,bald::ADV,brzo,soon
674,dann::ADV,pak,then
675,dann::ADV,potom,then
676,gestern::ADV,včera,yesterday
677,einst::ADV,kdysi,once
678,damals::ADV,tehdy,at that time
679,damals::ADV,tenkrát,at that time
680,danach::ADV,podle toho,afterwards
681,vorher::ADV,dříve,before
682,vorher::ADV,napřed,before
683,zuerst::ADV,nejprve,at first
684,zuerst::ADV,nejdříve,at first
685,einmal::ADV,jednou,once
686,manchmal::ADV,někdy,sometimes
687,oft::ADV,často,often
688,immer::ADV,vždy,always
689,immer::ADV,stále,always
690,niemals::ADV,nikdy,never
691,hier::ADV,zde,here
692,hier::ADV,tady,here
693,hierhin::ADV,sem,hither
694,hierhin::ADV,sem,to here
695,hierhin::ADV,sem,here
696,von hier::ADV,odtud,hence
697,dort::ADV,tam,there
698,dorthin::ADV,tam,thither
699,dorthin::ADV,tam,there
700,dorthin::ADV,tam,to there
701,geradeaus::ADV,rovně,ahead
702,vorwärts::ADV,kupředu,forward
703,rückwärts::ADV,zpět,backward
704,zurück::ADV,zpět,back
705,zurück::ADV,nazpět,back
706,unten::ADV,dole,below
707,hinab::ADV,dolů,down
708,oben::ADV,nahoře,above
709,oben::ADV,navrchu,above
710,hinauf::ADV,nahoru,up
711,überall::ADV,všude,everywhere
712,nicht::ADV,ne,not
713,ein wenig::ADV,trochu,a little
714,kaum::ADV,sotva,hardly
715,sehr::ADV,velmi,very
716,sehr::ADV,velice,very
717,so::ADV,tak,so
718,so::ADV,takto,so
719,noch::ADV,ještě,still
720,nur::ADV,jen,only
721,nur::ADV,jenom,only
722,schon::ADV,už,already
723,schon::ADV,již,already
724,wieder::ADV,zase,again
725,vergebens::ADV,marně,in vain
726,vor::PRP,před,in front of
727,hinter::PRP,za,behind
728,unter::PRP,pod,under
729,durch::PRP,skrz,through
730,neben::PRP,vedle,next to
731,zwischen::PRP,mezi,between
732,wegen::PRP,pro,because of
733,dies::PRN,toto,this
734,dies::PRN,tohle,this
735,das::PRN,to,that
736,alles::PRN,všechno,everything
737,ich::PRN,já,I
738,du::PRN,ty,you
739,du::PRN,ty,thou
740,er::PRN,on,he
741,wir::PRN,my,we
742,ihr::PRN,vy,you
743,sie::PRN,oni,they
744,was::FPRN,co,what
745,wer::FPRN,kdo,who
746,wo::FADV,kde,where
747,wohin::FADV,kam,where ... to
748,wohin::FADV,kam,where to
749,wohin::FADV,kam,where
750,wie::FADV,jak,how
751,warum::FADV,proč,why
752,wieviel::FNUM,kolik,how much
753,eins::NUM,jeden,one
754,zwei::NUM,dva,two
755,drei::NUM,tři,three
756,vier::NUM,čtyři,four
757,fünf::NUM,pět,five
758,sechs::NUM,šest,six
759,sieben::NUM,sedm,seven
760,acht::NUM,osm,eight
761,neun::NUM,devět,nine
762,zehn::NUM,deset,ten
763,elf::NUM,jedenáct,eleven
764,zwölf::NUM,dvanáct,twelve
765,zwanzig::NUM,dvacet,twenty
766,dreißig::NUM,třicet,thirty
767,vierzig::NUM,čtyřicet,forty
768,fünfzig::NUM,padesát,fifty
769,sechzig::NUM,šedesát,sixty
770,siebzig::NUM,sedmdesát,seventy
771,achtzig::NUM,osmdesát,eighty
772,neunzig::NUM,devadesát,ninety
773,hundert::NUM,sto,a hundred
774,tausend::NUM,tisíc,a thousand
775,und::CNJ,a,and
776,oder::CNJ,nebo,or
777,stehen::V,stát,stand
778,sitzen::V,sedět,sit
779,liegen::V,ležet,lie
780,hängen::V,viset,hang
781,werden::V,stát se,become
782,passieren::V,stát se,happen
783,beginnen::V,počít,begin
784,enden::V,končit,end
785,enden::V,skončit,end
786,wechseln::V,měnit se,change
787,aufgehen[Sonne]::V,vyjít,rise
788,untergehen[Sonne]::V,zapadnout,set
789,scheinen[Sonne]::V,svítit,shine
790,donnern::V,hřmět,thunder
791,wehen::V,vát,blow
792,wehen::V,vanout,blow
793,strömen::V,proudit,stream
794,fließen::V,téct,flow
795,sich drehen::V,točit se,revolve
796,schwanken::V,kolísat,sway
797,schwanken::V,houpat se,sway
798,schwingen::V,kývat se,swing
799,fallen::V,padat,fall
800,brennen::V,hořet,burn
801,rauchen::V,kouřit,smoke
802,regnen::V,pršet,rain
803,gefrieren::V,zamrznout,freeze
804,tauen::V,tát,thaw
805,schmelzen::V,tavit,melt
806,trocknen::V,schnout,dry
807,sieden::V,vřít,boil
808,faulen::V,hnít,rot
809,verfaulen::V,shnít,decay
810,reißen::V,roztrhat se,snap
811,versinken::V,topit se,sink
812,versinken::V,ponořit se,sink
813,vergehen::V,plynout,pass
814,erscheinen::V,objevit se,appear
815,verschwinden::V,zmizet,disappear
816,sinken::V,klesat,drop
817,abnehmen::V,ubýt,decrease
818,zunehmen::V,přibýt,increase
819,steigen::V,stoupat,rise
820,wachsen::V,růst,grow
821,glänzen::V,lesknout se,shine
822,funkeln::V,jiskřit se,sparkle
823,lärmen::V,dělat hluk,be noisy
824,läuten::V,zvonit,chime
825,klingeln::V,zvonit,ring
826,klirren::V,řinčet,tinkle
827,brausen::V,hučet,roar
828,rauschen::V,šumět,rustle
829,klingen::V,znít,sound
830,bellen::V,štěkat,bark
831,heulen::V,výt,howl
832,blasen::V,foukat,blow
833,pfeifen::V,pískat,whistle
834,schreien::V,křičet,shout
835,stöhnen::V,sténat,groan
836,zittern::V,třást se,tremble
837,leben::V,žít,be alive
838,geboren werden::V,rodit se,be born
839,atmen::V,dýchat,breathe
840,trinken::V,pít,drink
841,essen::V,jíst,eat
842,schlucken::V,polykat,swallow
843,müde werden::V,unavit se,get tired
844,einschlafen::V,usnout,fall asleep
845,schlafen::V,spát,sleep
846,aufwachen::V,probudit se,wake up
847,aufstehen::V,vstát,get up
848,sich erholen::V,zotavovat se,relax
849,krank werden::V,onemocnět,fall ill
850,krank sein::V,být nemocný,be ill
851,schmerzen::V,bolet,ache
852,husten::V,kašlat,cough
853,genesen::V,uzdravit se,recover
854,sterben::V,umřít,die
855,umkommen::V,zahynout,perish
856,sich bewegen::V,pohnout se,move
857,sich rühren::V,hnout se,budge
858,sich erheben::V,zdvihnout se,stand up
859,sich setzen::V,posadit se,sit down
860,hinfallen::V,upadnout,tumble
861,laufen::V,běžet,walk
862,schreiten::V,kráčet,pace
863,spazierengehen::V,procházet se,go for a walk
864,eilen::V,spěchat,rush
865,sich beeilen::V,pospíšit si,hurry
866,sausen::V,fičet,dash
867,rennen::V,pádit,run
868,springen::V,skákat,jump
869,klettern::V,lézt,climb
870,klettern::V,šplhat,climb
871,schaukeln::V,houpat,seesaw
872,kriechen::V,lézt,creep
873,kriechen::V,plazit se,creep
874,schwimmen::V,plavat,swim
875,tauchen::V,nořit se,dive
876,rudern::V,veslovat,row
877,fahren::V,jet,drive
878,fahren::V,jezdit,drive
879,fliegen::V,létat,fly
880,gehen::V,jít,go
