,Concept_ID,cs,hr
67,Geruch::N,zápach,miris
68,Schlaf::N,spánek,san
69,Traum::N,sen,san
70,Himmel::N,nebe,nebo
71,Sonne::N,slunce,sunce
72,Mond::N,měsíc,mjesec
73,Stern::N,hvězda,zvijezda
74,Luft::N,vzduch,zrak
75,Wind::N,vítr,vjetar
76,Welle::N,vlna,val
77,Welle::N,vlna,talas
78,Wasser::N,voda,voda
79,Stein::N,kámen,kamen
80,Boden::N,půda,tlo
81,Boden::N,půda,zemlja
82,Erde::N,země,zemlja
83,Staub::N,prach,prah
84,Staub::N,prach,prašina
85,Rauch::N,dým,dim
86,Rauch::N,kouř,dim
87,Funke::N,jiskra,iskra
88,Funke::N,jiskra,varnica
89,Feuer::N,oheň,vatra
90,Licht::N,světlo,svjetlo
91,Schatten::N,stín,hlad
92,Schatten::N,stín,sjena
93,Wetter::N,počasí,vrijeme
94,Nebel::N,mlha,magla
95,Wolke::N,mrak,oblak
96,Wolke::N,oblak,oblak
97,Regen::N,déšť,kiša
98,Schnee::N,sníh,snijeg
99,Eis::N,led,led
100,Frost::N,mráz,mraz
101,Kälte::N,chlad,studen
102,Kälte::N,chlad,hladnoća
103,Hitze::N,horko,vrućina
104,Raureif::N,jinovatka,inje
105,Regenbogen::N,duha,duga
106,Donner::N,hrom,grom
107,Donner::N,hrom,grmljavina
108,Strömung::N,proudění,struja
109,Strömung::N,proudění,strujanje
110,Tropfen::N,kapka,kap
111,Tropfen::N,kapka,kaplja
112,Schaum::N,pěna,pjena
113,Schmutz::N,špína,nečistoća
114,Schmutz::N,špína,prljavština
115,See::N,jezero,jezero
116,Sumpf::N,močál,bara
117,Sumpf::N,bažina,bara
118,Moor::N,bažina,močvara
119,Moor::N,slatina,močvara
120,Wiese::N,louka,livada
121,Wald::N,les,šuma
122,Hügel::N,kopec,brijeg
123,Hügel::N,kopec,brežuljak
124,Anhöhe::N,pahorek,uzvišica
125,Berg::N,hora,brdo
126,Gipfel::N,vrchol,vrh
127,Höhle::N,jeskyně,pećina
128,Höhle::N,jeskyně,spilja
129,Abhang::N,svah,obronak
130,Abhang::N,svah,nizbrdica
131,Abhang::N,stráň,obronak
132,Abhang::N,stráň,nizbrdica
133,Quelle::N,pramen,izvor
134,Quelle::N,pramen,vrelo
135,Bach::N,potok,potok
136,Fluss::N,řeka,rijeka
137,Ufer::N,břeh,obala
138,Küste::N,pobřeží,obala
139,Küste::N,pobřeží,morska obala
140,Festland::N,souš,kopno
141,Festland::N,pevnina,kopno
142,Meer::N,moře,more
143,Bucht::N,záliv,zaliv
144,Bucht::N,zátoka,zaliv
145,Insel::N,ostrov,ada
146,Insel::N,ostrov,otok
147,Blume::N,květina,cvijet
148,Gras::N,tráva,trava
149,Wurzel::N,kořen,korijen
150,Baum::N,strom,drvo
151,Baum::N,strom,stablo
152,Stamm::N,kmen,deblo
153,Stamm::N,kmen,stablo
154,Rinde::N,kůra,kora
155,Ast::N,větev,grana
156,Zweig::N,větev,grana
157,Blatt::N,lupen,list
158,Birke::N,bříza,breza
159,Kiefer[Baum]::N,sosna,bor
160,Kiefer[Baum]::N,borovice,bor
161,Weide[Baum]::N,vrba,iva
162,Weide[Baum]::N,vrba,vŕba
163,Tanne::N,jedle,jela
164,Horn::N,roh,rog
165,Feder::N,pero,pero
166,Fell::N,srst,koža
167,Flügel::N,křídlo,krilo
168,Klaue::N,dráp,papak
169,Klaue::N,pazneht,papak
170,Kralle::N,dráp,pandža
171,Schwanz::N,ocas,rep
172,Ei::N,vejce,jaje
173,Nest::N,hnízdo,gnijezdo
174,Bau::N,nora,jazbina
175,Tier::N,zvíře,životinja
176,Herde::N,stádo,krdo
177,Herde::N,stádo,stado
178,Kuh::N,kráva,krava
179,Bulle::N,býk,bik
180,Pferd::N,kůň,konj
181,Schaf::N,ovce,ovca
182,Schwein::N,vepř,svinja
183,Schwein::N,prase,svinja
184,Hund::N,pes,pas
185,Hund::N,pes,pseto
186,Katze::N,kočka,mačka
187,Bär::N,medvěd,medvjed
188,Eichhörnchen::N,veverka,vjeverica
189,Elch::N,los,los
190,Fuchs::N,liška,lisica
191,Hase::N,zajíc,zec
192,Maus::N,myš,miš
193,Wolf::N,vlk,vuk
194,Wolf::N,vlk,kurjak
195,Vogel::N,pták,ptica
196,Schwarm::N,roj,roj
197,Schwarm::N,roj,jato
198,Schwarm::N,hejno,roj
199,Schwarm::N,hejno,jato
200,Huhn::N,kuře,kokoš
201,Huhn::N,slepice,kokoš
202,Hahn::N,kohout,kokot
203,Hahn::N,kohout,pijevac
204,Gans::N,husa,guska
205,Adler::N,orel,orao
206,Ente::N,kachna,patka
207,Eule::N,sova,sova
208,Kranich::N,jeřáb,ždral
209,Krähe::N,vrána,vrana
210,Kuckuck::N,kukačka,kukavica
211,Schwan::N,labuť,labud
212,Fisch::N,ryba,riba
213,Barsch::N,okoun,grgeč
214,Hecht::N,štika,štuka
215,Schlange[Tier]::N,had,guja
216,Schlange[Tier]::N,had,zmija
217,Wurm::N,červ,crv
218,Spinne::N,pavouk,pauk
219,Ameise::N,mravenec,mrav
220,Laus::N,veš,uš
221,Mücke::N,komár,komarac
222,Fliege::N,moucha,muha
223,Schmetterling::N,motýl,leptir
224,Beere::N,bobule,boba
225,Beere::N,bobule,bobica
226,Apfel::N,jablko,jabuka
227,Pilz::N,houba,pečurka
228,Zwiebel::N,cibule,luk
229,Zwiebel::N,cibule,kapula
230,Saat::N,osivo,sjemenje
231,Korn::N,zrno,zrno
232,Heu::N,seno,sijeno
233,Schale::N,slupka,kora
234,Schale::N,slupka,ljuska
235,Schale::N,skořápka,kora
236,Schale::N,skořápka,ljuska
237,Grube::N,jáma,jama
238,Falle::N,past,zamka
239,Falle::N,past,klopka
240,Falle::N,léčka,zamka
241,Falle::N,léčka,klopka
242,Schlinge::N,smyčka,uzao
243,Schlinge::N,smyčka,petlja
244,Spur::N,stopa,trag
245,Spur::N,stopa,slijed
246,Asche::N,popel,pepeo
247,Dreck::N,špína,blato
248,Eisen::N,železo,željezo
249,Gold::N,zlato,zlato
250,Silber::N,stříbro,srebro
251,Kohle::N,uhlí,ugalj
252,Kohle::N,uhlí,ugljen
253,Glas::N,sklo,staklo
254,Lehm::N,jíl,glina
255,Lehm::N,jíl,ilovača
256,Lehm::N,hlína,glina
257,Lehm::N,hlína,ilovača
258,Sand::N,písek,pijesak
259,Mensch::N,člověk,čovjek
260,Mann::N,muž,muškarac
261,Frau::N,žena,žena
262,Kind::N,dítě,čedo
263,Kind::N,dítě,dijete
264,Junge::N,hoch,momče
265,Junge::N,hoch,dječak
266,Junge::N,chlapec,momče
267,Junge::N,chlapec,dječak
268,Mädchen::N,děvče,djevojka
269,Mädchen::N,děvče,djevojčica
270,Familie::N,rodina,obitelj
271,Familie::N,rodina,porodica
272,Großvater::N,děd,djed
273,Großvater::N,dědeček,djed
274,Großmutter::N,babička,baka
275,Eltern::N,rodiče,roditelji
276,Vater::N,otec,otac
277,Mutter::N,matka,majka
278,Sohn::N,syn,sin
279,Tochter::N,dcera,kći
280,Tochter::N,dcera,kćerka
281,Bruder::N,bratr,brat
282,Schwester::N,sestra,sestra
283,Onkel::N,strýc,čika
284,Onkel::N,strýc,ujak
285,Tante::N,teta,ujna
286,Tante::N,teta,tetka
287,Ehemann::N,choť,muž
288,Ehemann::N,choť,suprug
289,Ehemann::N,manžel,muž
290,Ehemann::N,manžel,suprug
291,Ehefrau::N,choť,žena
292,Ehefrau::N,choť,supruga
293,Ehefrau::N,manželka,žena
294,Ehefrau::N,manželka,supruga
295,Freude::N,radost,radost
296,Gelächter::N,smích,grohot
297,Glück::N,štěstí,sreća
298,Kummer::N,žal,jad
299,Kummer::N,žal,briga
300,Kummer::N,trápení,jad
301,Kummer::N,trápení,briga
302,Wunsch::N,přání,želja
303,Lust::N,chuť,volja
304,Geist::N,duch,duh
305,Gedanke::N,myšlenka,misao
306,Gedächtnis::N,paměť,pamćenje
307,Verstand::N,rozum,um
308,Verstand::N,rozum,razum
309,Sinn::N,smysl,smisao
310,Sinn::N,smysl,značenje
311,Grund::N,důvod,razlog
312,Wahrheit::N,pravda,istina
313,Gespräch::N,rozhovor,razgovor
314,Märchen::N,pohádka,bajka
315,Erzählung::N,povídka,priča
316,Erzählung::N,povídka,pripovijest
317,Nachricht::N,zpráva,vijest
318,Neuigkeit::N,novina,novost
319,Neuigkeit::N,novinka,novost
320,Name::N,jméno,ime
321,Rätsel::N,hádanka,zagonetka
322,Rede::N,řeč,govor
323,Rede::N,řeč,besjeda
324,Rede::N,proslov,govor
325,Rede::N,proslov,besjeda
326,Sprache::N,řeč,jezik
327,Sprache::N,jazyk,jezik
328,Stimme::N,hlas,glas
329,Wort::N,slovo,riječ
330,Zeichen::N,znamení,znak
331,Ruf::N,zavolání,povik
332,Ruf::N,zavolání,poklik
333,Lärm::N,hluk,buka
334,Lärm::N,hluk,galama
335,Laut::N,zvuk,zvuk
336,Ton::N,tón,ton
337,Lied::N,píseň,pjesma
338,Ruhe::N,klid,tišina
339,Ruhe::N,klid,počinak
340,Ruhe::N,pokoj,tišina
341,Ruhe::N,pokoj,počinak
342,Leute::N,lidé,ljudi
343,Volk::N,národ,puk
344,Volk::N,národ,narod
345,Arbeit::N,práce,rad
346,Arbeit::N,práce,posao
347,Gast::N,host,gost
348,Geschenk::N,dar,dar
349,Geschenk::N,dar,poklon
350,Spiel::N,hra,igra
351,Gesellschaft::N,společnost,društvo
352,Gesellschaft::N,společnost,kompanija
353,Hilfe::N,pomoc,pomoć
354,Freund::N,přítel,prijatelj
355,Kamerad::N,kamarád,drug
356,Kamerad::N,kamarád,drugar
357,Angelegenheit::N,záležitost,posao
358,Anzahl::N,počet,broj
359,Anzahl::N,počet,brojnost
360,Art::N,druh,vid
361,Art::N,druh,vrst
362,Stück::N,kus,komad
363,Stück::N,kousek,komad
364,Teil::N,díl,dio
365,Teil::N,část,dio
366,Hälfte::N,půl,polovina
367,Kreis::N,kruh,krug
368,Kreuz::N,kříž,križ
369,Linie::N,linka,crta
370,Strich::N,čára,crta
371,Strich::N,čárka,crta
372,Abstand::N,vzdálenost,razmak
373,Abstand::N,vzdálenost,odstojanje
374,Entfernung::N,vzdálenost,udaljenost
375,Gegend::N,krajina,kraj
376,Gegend::N,krajina,predeo
377,Platz::N,prostor,mjesto
378,Ort::N,místo,mjesto
379,Seite::N,strana,bok
380,Seite::N,strana,strana
381,Mitte::N,střed,sredina
382,Mitte::N,prostředek,sredina
383,Gegenstand::N,předmět,predmet
384,Sache::N,věc,posao
385,Rand::N,kraj,rub
386,Rand::N,kraj,kraj
387,Rand::N,okraj,rub
388,Rand::N,okraj,kraj
389,Kante::N,hrana,brid
390,Kante::N,hrana,ivica
391,Ecke::N,roh,ugao
392,Spitze::N,hrot,vrh
393,Spitze::N,hrot,šiljak
394,Spitze::N,špička,vrh
395,Spitze::N,špička,šiljak
396,Ende::N,konec,konac
397,Loch::N,díra,rupa
398,Winkel::N,kout,kut
399,Winkel::N,kout,ugao
400,Muster::N,vzor,uzor
401,Größe::N,velikost,veličina
402,Länge::N,délka,duljina
403,Höhe::N,výška,visina
404,Gewicht::N,váha,težina
405,Menge::N,množství,mnoštvo
406,Menge::N,množství,količina
407,Haufen::N,kupa,hrpa
408,Haufen::N,kupa,gomila
409,Haufen::N,hromada,hrpa
410,Haufen::N,hromada,gomila
411,Reihe::N,řada,red
412,Reihe::N,řádek,red
413,Boot::N,člun,čun
414,Boot::N,člun,čamac
415,Ruder::N,veslo,veslo
416,Schlitten::N,sáně,saone
417,Ski::N,lyže,ski
418,Ski::N,lyže,smučka
419,Lagerfeuer::N,táborák,logorska vatra
420,Last::N,náklad,tovar
421,Last::N,břemeno,tovar
422,Gang::N,chůze,hod
423,Gang::N,chodba,hod
424,Schritt::N,krok,korak
425,Norden::N,sever,sjever
426,Süden::N,jih,jug
427,Westen::N,západ,zapad
428,Osten::N,východ,istok
429,Holz::N,dřevo,drvo
430,Brett::N,prkno,daska
431,Platte::N,deska,ploča
432,Stütze::N,opěra,potpora
433,Stange::N,tyč,motka
434,Stange::N,tyčka,motka
435,Stock::N,hůlka,štap
436,Stock::N,hůlka,palica
437,Stab::N,hůl,štap
438,Stab::N,hůl,šipka
439,Rohr::N,trubka,cijev
440,Haus::N,dům,kuća
441,Heim::N,domov,dom
442,Ofen::N,kamna,peć
443,Fußboden::N,podlaha,pod
444,Tisch::N,stůl,stol
445,Tisch::N,stůl,trpeza
446,Stuhl::N,židle,stolac
447,Stuhl::N,židle,stolica
448,Wiege::N,kolébka,kolijevka
449,Bett::N,postel,krevet
450,Bett::N,postel,postelja
451,Regal::N,regál,polica
452,Regal::N,police,polica
453,Kiste::N,bedna,sanduk
454,Fenster::N,okno,prozor
455,Tür::N,dveře,vrata
456,Tor::N,vrata,vrata
457,Tor::N,vrata,kapija
458,Zaun::N,plot,plot
459,Zaun::N,plot,ograda
460,Dach::N,střecha,krov
461,Leiter::N,žebřík,ljestve
462,Leiter::N,žebřík,ljestvice
463,Besen::N,koště,metla
464,Besen::N,smeták,metla
465,Spaten::N,rýč,ašov
466,Schaufel::N,lopata,lopata
467,Gabel::N,vidlička,viljuška
468,Löffel::N,lžíce,žlica
469,Messer::N,nůž,nož
470,Nagel::N,hřebík,čavao
471,Netz::N,síť,mreža
472,Haken::N,hák,kuka
473,Griff::N,držadlo,držak
474,Griff::N,držadlo,ručica
475,Schloss::N,zámek,brava
476,Bild::N,obraz,slika
477,Figur::N,figura,figura
478,Puppe::N,panenka,lutka
479,Beutel::N,pytlík,kesa
480,Bündel::N,svazek,snop
481,Bündel::N,svazek,svežanj
482,Tasche::N,taška,torba
483,Tasche::N,taška,taška
484,Tasche::N,brašna,torba
485,Tasche::N,brašna,taška
486,Eimer::N,kýbl,kabao
487,Eimer::N,vědro,kabao
488,Deckel::N,víko,poklopac
489,Deckel::N,příklop,poklopac
490,Geschirr::N,nádobí,suđe
491,Geschirr::N,nádobí,posuđe
492,Sack::N,pytel,džak
493,Sack::N,pytel,vreća
494,Tasse::N,šálek,šalica
495,Topf::N,hrnec,lonac
496,Kessel::N,kotel,kazan
497,Essen::N,jídlo,obrok
498,Nahrung::N,strava,hrana
499,Nahrung::N,potrava,hrana
500,Speise::N,jídlo,jelo
501,Fleisch::N,maso,meso
502,Getreide::N,obilí,žito
503,Getreide::N,obilí,žitarice
504,Brei::N,kaše,kaša
505,Brot::N,chléb,kruh
506,Scheibe::N,krajíc,kriška
507,Fett::N,tuk,mast
508,Fett::N,tuk,salo
509,Fett::N,omastek,mast
510,Fett::N,omastek,salo
511,Butter::N,máslo,buter
512,Butter::N,máslo,maslac
513,Öl::N,olej,ulje
514,Salz::N,sůl,sol
515,Suppe::N,polévka,supa
516,Honig::N,med,med
517,Milch::N,mléko,mlijeko
518,Tee::N,čaj,čaj
519,Leder::N,kůže,koža
520,Wolle::N,vlna,vuna
521,Stoff::N,látka,štof
522,Stoff::N,látka,tkanina
523,Nadel::N,jehla,igla
524,Faden::N,nit,nit
525,Faden::N,nit,konac
526,Knopf::N,knoflík,dugme
527,Knoten::N,uzel,čvor
528,Knoten::N,uzel,uzao
529,Farbe::N,barva,farba
530,Kleidung::N,šaty,odjeća
531,Kleidung::N,šatstvo,odjeća
532,Hemd::N,košile,košulja
533,Kragen::N,límec,ovratnik
534,Ärmel::N,rukáv,rukav
535,Hose::N,kalhoty,hlače
536,Gürtel::N,pás,pas
537,Gürtel::N,pás,pojas
538,Gürtel::N,opasek,pas
539,Gürtel::N,opasek,pojas
540,Mütze::N,čepice,kapa
541,Schuh::N,bota,cipela
542,Stiefel::N,holínka,čizma
543,Ring::N,prsten,prsten
544,Band::N,pásek,vrpca
545,Kamm::N,hřeben,češalj
546,Spiegel::N,zrcadlo,zrcalo
547,Spiegel::N,zrcadlo,ogledalo
548,Riemen::N,řemen,kaiš
549,Riemen::N,řemen,remen
550,Schnur::N,šňůra,vrpca
551,Leine::N,vodítko,uzica
552,Decke::N,pokrývka,ćebe
553,Decke::N,pokrývka,pokrivač
554,Decke::N,přikrývka,ćebe
555,Decke::N,přikrývka,pokrivač
556,Kissen::N,polštář,jastuk
557,Tuch::N,šátek,rubac
558,Tuch::N,šátek,marama
559,Handtuch::N,ručník,ručnik
560,Kraft::N,síla,snaga
561,Stärke::N,síla,jakost
562,Gesundheit::N,zdraví,zdravlje
563,Krankheit::N,nemoc,bolest
564,Krankheit::N,choroba,bolest
565,Schmerz::N,bolest,bol
566,Wunde::N,rána,rana
567,Fieber::N,horečka,groznica
568,Arznei::N,lék,lijek
569,Brücke::N,most,most
570,Brücke::N,most,ćuprija
571,Brunnen::N,studna,bunar
572,Brunnen::N,studna,zdenac
573,Weide::N,pastva,paša
574,Weide::N,pastva,pašnjak
575,Weide::N,pastvina,paša
576,Weide::N,pastvina,pašnjak
577,Pfad::N,pěšina,staza
578,Weg::N,cesta,put
579,Straße::N,silnice,drum
580,Straße::N,silnice,cesta
581,Dorf::N,vesnice,selo
582,Stadt::N,město,grad
583,Stadt::N,město,varoš
584,Brief::N,dopis,list
585,Brief::N,dopis,pismo
586,Buch::N,kniha,knjiga
587,Buchstabe::N,písmeno,slovo
588,Zeitung::N,noviny,novine
589,Leben::N,život,život
590,Tod::N,smrt,smrt
591,Grab::N,hrob,raka
592,Kirche::N,kostel,crkva
593,Sünde::N,hřích,grijeh
594,Gott::N,bůh,bog
595,Arbeiter::N,dělník,radnik
596,Arbeiter::N,pracovník,radnik
597,Chef::N,šéf,šef
598,Chef::N,vedoucí,šef
599,Meister::N,mistr,majstor
600,Arzt::N,lékař,liječnik
601,Lehrer::N,učitel,učitelj
602,Geld::N,peníze,novac
603,Geschäft::N,obchod,posao
604,Geschäft::N,obchod,trgovina
605,Laden::N,krám,dućan
606,Preis::N,cena,cijena
607,Ware::N,zboží,roba
608,Nutzen::N,užitek,korist
609,Reichtum::N,bohatství,bogatstvo
610,Welt::N,svět,svijet
611,Land::N,země,zemlja
612,Staat::N,stát,država
613,König::N,král,kralj
614,Macht::N,moc,moć
615,Macht::N,moc,vlast
616,Macht::N,mocnost,moć
617,Macht::N,mocnost,vlast
618,Grenze::N,hranice,granica
619,Krieg::N,válka,rat
620,Feind::N,nepřítel,neprijatelj
621,Gewalt::N,násilí,sila
622,Gewalt::N,násilí,nasilje
623,Kampf::N,boj,boj
624,Kampf::N,boj,borba
625,Bogen[Waffe]::N,luk,luk
626,Pfeil::N,šíp,strijela
627,Gewehr::N,puška,puška
628,Gewehr::N,ručnice,puška
629,Fehler::N,chyba,pogreška
630,Fehler::N,chyba,griješka
631,Lüge::N,lež,laž
632,Schaden::N,škoda,šteta
633,Unglück::N,neštěstí,nesreća
634,Schuld::N,vina,krivnja
635,Alter::N,věk,dob
636,Schluss::N,konec,kraj
637,Schluss::N,konec,konac
638,Zeit::N,čas,doba
639,Zeit::N,čas,vrijeme
640,Tag::N,den,dan
641,Morgen::N,ráno,jutro
642,Morgen::N,jitro,jutro
643,Mittag::N,poledne,podne
644,Abend::N,večer,veče
645,Abend::N,večer,večer
646,Nacht::N,noc,noć
647,Woche::N,týden,sedmica
648,Monat::N,měsíc,mjesec
649,Jahr::N,rok,godina
650,Frühling::N,jaro,proljeće
651,Sommer::N,léto,ljeto
652,Herbst::N,podzim,jesen
653,Winter::N,zima,zima
654,Januar::N,leden,januar
655,Januar::N,leden,siječanj
656,Februar::N,únor,veljača
657,Februar::N,únor,februar
658,März::N,březen,mart
659,März::N,březen,ožujak
660,April::N,duben,april
661,April::N,duben,travanj
662,Mai::N,květen,maj
663,Mai::N,květen,svibanj
664,Juni::N,červen,juni
665,Juni::N,červen,lipanj
666,Juli::N,červenec,juli
667,Juli::N,červenec,srpanj
668,August::N,srpen,august
669,August::N,srpen,kolovoz
670,September::N,září,rujan
671,September::N,září,septembar
672,Oktober::N,říjen,oktobar
673,Oktober::N,říjen,listopad
674,November::N,listopad,studeni
675,November::N,listopad,novembar
676,Dezember::N,prosinec,prosinac
677,Montag::N,pondělí,ponedjeljak
678,Montag::N,pondělí,ponedjeljnik
679,Montag::N,pondělek,ponedjeljak
680,Montag::N,pondělek,ponedjeljnik
681,Dienstag::N,úterý,utorak
682,Dienstag::N,úterý,utornik
683,Mittwoch::N,středa,srijeda
684,Donnerstag::N,čtvrtek,četvrtak
685,Freitag::N,pátek,petak
686,Samstag::N,sobota,subota
687,Sonntag::N,neděle,nedjelja
688,groß::A,velký,velik
689,klein::A,malý,mali
690,klein::A,malý,malen
691,lang::A,dlouhý,dug
692,lang::A,dlouhý,dugačak
693,kurz::A,krátký,kratak
694,breit::A,široký,širok
695,schmal::A,úzký,uski
696,schmal::A,úzký,uzak
697,dicht::A,hustý,gust
698,dick[Gegenstand]::A,tlustý,debeo
699,dünn::A,tenký,tanak
700,fein::A,jemný,fin
701,fein::A,jemný,tanak
702,fest::A,pevný,čvrst
703,flach::A,plochý,ravan
704,flach::A,plochý,plosnat
705,flach::A,placatý,ravan
706,flach::A,placatý,plosnat
707,glatt::A,hladký,gladak
708,hart::A,tvrdý,tvrd
709,weich::A,měkký,mek
710,weich::A,měkký,mekan
711,rund::A,kulatý,okrugao
712,rund::A,okrouhlý,okrugao
713,spitz::A,špičatý,oštar
714,spitz::A,špičatý,šiljast
715,scharf::A,ostrý,oštar
716,scharf::A,ostrý,bridak
717,stumpf::A,tupý,tup
718,schwer::A,těžký,težak
719,schön::A,pěkný,krasan
720,schön::A,krásný,krasan
721,heiß::A,horký,vruć
722,warm::A,teplý,topao
723,kalt::A,studený,hladan
724,kühl::A,chladný,hladan
725,frisch::A,svěží,svjež
726,feucht::A,vlhký,vlažan
727,nass::A,mokrý,mokar
728,trocken::A,suchý,suh
729,voll::A,plný,pun
730,leer::A,prázdný,prazan
731,offen::A,otevřený,otvoren
732,geschlossen::A,zavřený,zatvoren
733,sauber::A,čistý,čist
734,schmutzig::A,špinavý,nečist
735,schmutzig::A,špinavý,blatan
736,roh::A,syrový,sirov
737,reif::A,zralý,zreo
738,lecker::A,chutný,tečan
739,lecker::A,chutný,ukusan
740,süß::A,sladký,sladak
741,bitter::A,hořký,gorak
742,sauer::A,kyselý,kiseo
743,hell::A,světlý,vedar
744,hell::A,světlý,svijetao
745,dunkel::A,temný,taman
746,schwarz::A,černý,crn
747,weiß::A,bílý,bio
748,weiß::A,bílý,bijel
749,rot::A,rudý,crven
750,rot::A,červený,crven
751,gelb::A,žlutý,žut
752,blau::A,modrý,plav
753,blau::A,modrý,modar
754,grün::A,zelený,zelen
755,grau::A,šedý,siv
756,grau::A,šedivý,siv
757,bunt::A,pestrý,šaren
758,billig::A,levný,jeftin
759,billig::A,laciný,jeftin
760,teuer::A,drahý,skup
761,wertvoll::A,cenný,vrijedan
762,wertvoll::A,cenný,dragocjen
763,blind::A,slepý,slijep
764,taub::A,hluchý,gluh
765,kräftig::A,silný,snažan
766,stark::A,silný,jak
767,stark::A,silný,snažan
768,schwach::A,slabý,slab
769,fett::A,tučný,pretio
770,fett::A,tlustý,pretio
771,schlank::A,štíhlý,vitak
772,hübsch::A,hezký,zgodan
773,böse::A,zlý,zao
774,böse::A,zlý,opak
775,dumm::A,hloupý,glup
776,faul::A,líný,lijen
777,fleißig::A,pilný,radin
778,fleißig::A,pilný,marljiv
779,geizig::A,lakomý,škrt
780,klug::A,chytrý,razborit
781,geschickt::A,šikovný,vješt
782,lieb::A,milý,drag
783,lustig::A,veselý,veseo
784,sanft::A,mírný,blag
785,hungrig::A,hladový,gladan
786,krank::A,nemocný,bolestan
787,nackt::A,nahý,nag
788,traurig::A,smutný,tužan
789,traurig::A,smutný,žalostan
790,traurig::A,truchlivý,tužan
791,traurig::A,truchlivý,žalostan
792,lebendig::A,živý,živ
793,gut::A,dobrý,dobar
794,schlecht::A,špatný,loš
795,schlecht::A,špatný,rđav
796,richtig::A,pravý,tačan
797,richtig::A,pravý,ispravan
798,richtig::A,správný,tačan
799,richtig::A,správný,ispravan
800,schlimm::A,zlý,zao
801,schlimm::A,zlý,zločest
802,wahr::A,pravdivý,istinit
803,alt::A,starý,star
804,neu::A,nový,nov
805,ehemalig::A,bývalý,bivši
806,alt[Lebewesen]::A,starý,star
807,jung::A,mladý,mlad
808,arm::A,chudý,ubog
809,arm::A,chudý,siromašan
810,reich::A,bohatý,bogat
811,bekannt::A,známý,poznat
812,berühmt::A,slavný,čuven
813,berühmt::A,slavný,slavan
814,fremd::A,cizí,tuđ
815,fremd::A,cizí,stran
816,verschieden::A,různý,razan
817,verschieden::A,různý,različan
818,verschieden::A,rozličný,razan
819,verschieden::A,rozličný,različan
820,nah::A,blízký,blizak
821,fern::A,daleký,dalek
822,fern::A,daleký,daljnji
823,linker::A,levý,lijevi
824,rechter::A,pravý,desni
825,anderer::A,jiný,drugi
826,anderer::A,jiný,drugačiji
827,erster::A,první,prvi
828,zweiter::A,druhý,drugi
829,dritter::A,třetí,treći
830,letzter::A,poslední,zadnji
831,allein::ADV,sám,sam
832,auf einmal::ADV,najednou,istodobno
833,zusammen::ADV,spolu,skupa
834,zusammen::ADV,spolu,zajedno
835,zusammen::ADV,dohromady,skupa
836,zusammen::ADV,dohromady,zajedno
837,lange::ADV,dlouho,dugo
838,plötzlich::ADV,vtom,naglo
839,plötzlich::ADV,vtom,iznenada
840,plötzlich::ADV,náhle,naglo
841,plötzlich::ADV,náhle,iznenada
842,sofort::ADV,hned,odmah
843,sofort::ADV,ihned,odmah
844,später::ADV,později,kasnije
845,jetzt::ADV,teď,sad
