,Concept_ID,eu,bn
348,Muster::N,marrazki,নমুন্
349,Größe::N,kaizu,আয়তন
350,Größe::N,tamaina,আয়তন
351,Länge::N,luzera,দৈর্ঘ্য
352,Höhe::N,goiera,উচ্চতা
353,Höhe::N,garaiera,উচ্চতা
354,Gewicht::N,hazta,ওজন
355,Menge::N,kopuru,পরিমাণ
356,Haufen::N,pila,পুঞ্জ
357,Haufen::N,mendoi,পুঞ্জ
358,Reihe::N,ilara,শ্রেণী
359,Reihe::N,errenkada,শ্রেণী
360,Boot::N,potin,নৌকা
361,Boot::N,txalupa,নৌকা
362,Ruder::N,arraun,দাঁড়
363,Schlitten::N,lera,স্নেজ্-গাড়ি
364,Schlitten::N,narra,স্নেজ্-গাড়ি
365,Ski::N,eski,শী
366,Lagerfeuer::N,su,অগ্নি
367,Last::N,zama,বোঝা
368,Last::N,karga,বোঝা
369,Gang::N,ibilera,হণ্টন
370,Schritt::N,pauso,পদ
371,Schritt::N,urrats,পদ
372,Norden::N,ipar,উত্তরদিক্
373,Norden::N,iparralde,উত্তরদিক্
374,Süden::N,hego,দক্ষিণদিক
375,Süden::N,hegoalde,দক্ষিণদিক
376,Westen::N,sartalde,পশ্চিমদিক্
377,Westen::N,mendebalde,পশ্চিমদিক্
378,Osten::N,ekialde,পূর্বদিক
379,Osten::N,sortalde,পূর্বদিক
380,Holz::N,zur,কাঠ
381,Brett::N,ohol,তক্তা
382,Platte::N,lauza,ফলক
383,Stütze::N,irozgarri,নাগদণ্ড
384,Stütze::N,bermagailu,নাগদণ্ড
385,Stange::N,haga,দণ্ড
386,Stock::N,makila,ছড়ি
387,Stab::N,makila,যষ্টি
388,Rohr::N,hodi,নল
389,Haus::N,etxe,ঘর
390,Heim::N,etxe,বাসা
391,Heim::N,etxaleku,বাসা
392,Ofen::N,berogailu,স্টোভ্
393,Fußboden::N,zoru,গহতল
394,Tisch::N,mahai,মেজ
395,Tisch::N,mahai,টেবিল
396,Stuhl::N,aulki,চেয়ার
397,Stuhl::N,aulki,কেদারা
398,Wiege::N,kuma,দোলনা
399,Wiege::N,sehaska,দোলনা
400,Bett::N,ohe,শয্যা
401,Bett::N,ohatze,শয্যা
402,Regal::N,apalategi,তাক
403,Kiste::N,kutxa,বাক্স
404,Fenster::N,leiho,জানালা
405,Tür::N,ate,দ্বার
406,Tor::N,atari,দ্বার
407,Zaun::N,hesi,বেড়া
408,Dach::N,teilatu,ছাদ
409,Leiter::N,zurubi,মই
410,Besen::N,erratz,গুল্মবিশেষ
411,Spaten::N,burdinpala,কোদাল
412,Schaufel::N,pala,বেলচা
413,Gabel::N,sardexka,কাঁটা
414,Löffel::N,koilara,চামচ
415,Messer::N,aizto,ছুরি
416,Nagel::N,iltze,পেরেক
417,Netz::N,sare,জাল
418,Haken::N,mako,কাচি
419,Griff::N,eskutoki,হাতল
420,Schloss::N,sarraila,তালা
421,Bild::N,irudi,ছবি
422,Bild::N,irudi,চিত্র
423,Figur::N,figura,আকার
424,Puppe::N,panpina,পুতুল
425,Puppe::N,andrakila,পুতুল
426,Beutel::N,zorro,বটুয়া
427,Bündel::N,azao,আঁটি
428,Bündel::N,espal,আঁটি
429,Tasche::N,poltsa,থলি
430,Eimer::N,treska,বাল্তি
431,Deckel::N,tapa,আবরণ
432,Deckel::N,estalki,আবরণ
433,Geschirr::N,baxera,থালা-বাসন
434,Geschirr::N,ontziteria,থালা-বাসন
435,Sack::N,zaku,বস্তা
436,Tasse::N,kikara,কাপ
437,Topf::N,ontzi,পাত্র
438,Topf::N,lapiko,পাত্র
439,Kessel::N,pazia,কেটলি
440,Essen::N,janaldi,আহার
441,Nahrung::N,jan,খাদ্য
442,Speise::N,jaki,খাদ্য
443,Fleisch::N,okela,মাংস
444,Fleisch::N,haragi,মাংস
445,Getreide::N,labore,শস্য
446,Brei::N,ahi,মণ্ড
447,Brei::N,pure,মণ্ড
448,Brot::N,ogi,রুটি
449,Scheibe::N,xerra,ফালি
450,Scheibe::N,pirripita,ফালি
451,Fett::N,urin,মেদ
452,Fett::N,koipe,মেদ
453,Butter::N,gurin,মাখন
454,Öl::N,olio,তৈল
455,Salz::N,gatz,নুন
456,Suppe::N,zopa,শুরুয়া
457,Suppe::N,salda,শুরুয়া
458,Honig::N,ezti,মধু
459,Milch::N,esne,দুধ
460,Tee::N,te,চা
461,Leder::N,larru,পাকা চামড়া
462,Wolle::N,artile,পশম
463,Stoff::N,ehun,বস্ত্র
464,Nadel::N,orratz,সুচ
465,Nadel::N,jostorratz,সুচ
466,Faden::N,hari,সূত্র
467,Knopf::N,botoi,বোতাম
468,Knoten::N,korapilo,গিঁট
469,Farbe::N,pintura,রং
470,Kleidung::N,arropa,কাপড়
471,Kleidung::N,jantziak,কাপড়
472,Hemd::N,atorra,শার্ট
473,Hemd::N,alkandora,শার্ট
474,Kragen::N,idun,গলবন্ধ
475,Ärmel::N,mahuka,আস্তিন্
476,Hose::N,prakak,ট্রাউজার
477,Hose::N,galtzak,ট্রাউজার
478,Gürtel::N,gerriko,কটিবন্ধ
479,Mütze::N,txano,টুপি
480,Mütze::N,txapel,টুপি
481,Schuh::N,oski,জুতো
482,Schuh::N,oinetako,জুতো
483,Stiefel::N,bota,বুট
484,Ring::N,uztai,আংটি
485,Band::N,zinta,ফিতা
486,Band::N,xingola,ফিতা
487,Kamm::N,orrazi,চিরুনি
488,Spiegel::N,mirail,আয়না
489,Riemen::N,uhal,চাবুক
490,Schnur::N,lokailu,দড়ি
491,Leine::N,lotura,শিকল
492,Decke::N,burusi,কম্বল
493,Kissen::N,kuxin,উপাধান
494,Tuch::N,zapi,বস্ত্র
495,Tuch::N,oihal,বস্ত্র
496,Handtuch::N,eskuzapi,তোয়ালে
497,Handtuch::N,eskuoihal,তোয়ালে
498,Kraft::N,indar,জোর
499,Stärke::N,indar,শক্তি
500,Gesundheit::N,osasun,স্বাস্থ্য
501,Krankheit::N,eritasun,অসুখ
502,Krankheit::N,eritasun,ব্যামো
503,Krankheit::N,gaixotasun,অসুখ
504,Krankheit::N,gaixotasun,ব্যামো
505,Schmerz::N,min,যন্ত্রণা
506,Wunde::N,zauri,ক্ষত
507,Fieber::N,sukar,জ্বর
508,Arznei::N,osagai,ঔষধ
509,Arznei::N,sendagai,ঔষধ
510,Brücke::N,zubi,সেতু
511,Brunnen::N,putzu,কূপ
512,Weide::N,alha,পশুচারণভূমি
513,Weide::N,bazkaleku,পশুচারণভূমি
514,Pfad::N,zidor,পথ
515,Pfad::N,bidexka,পথ
516,Weg::N,bide,পথ
517,Straße::N,errepide,রাস্তা
518,Dorf::N,herri,গ্রাম
519,Stadt::N,hiri,শহর
520,Brief::N,gutun,চিঠি
521,Brief::N,eskutitz,চিঠি
522,Buch::N,liburu,বই
523,Buchstabe::N,hizki,অক্ষর
524,Zeitung::N,egunkari,সংবাদপত্র
525,Leben::N,bizi,জীবন
526,Leben::N,bizitza,জীবন
527,Tod::N,herio,মৃত্যু
528,Tod::N,heriotza,মৃত্যু
529,Grab::N,hobi,কবর
530,Grab::N,hilobi,কবর
531,Kirche::N,eliza,গির্জা
532,Sünde::N,hoben,পাপ
533,Sünde::N,bekatu,পাপ
534,Gott::N,jainko,দেবতা
535,Arbeiter::N,langile,শ্রমিক
536,Arbeiter::N,behargin,শ্রমিক
537,Chef::N,nagusi,নেতা
538,Meister::N,maisu,ব্যক্তি
539,Arzt::N,osagile,চিকিৎসক
540,Arzt::N,sendagile,চিকিৎসক
541,Lehrer::N,irakasle,অধ্যাপক
542,Geld::N,diru,মুদ্রা
543,Geld::N,diru,টাকাপয়সা
544,Geschäft::N,negozio,ব্যস্ততা
545,Laden::N,denda,দোকান
546,Laden::N,saltegi,দোকান
547,Preis::N,prezio,মূল্য
548,Preis::N,salneurri,মূল্য
549,Ware::N,salgai,পণ্যদ্রব্য
550,Nutzen::N,onura,সুবিধা
551,Nutzen::N,probetxu,সুবিধা
552,Reichtum::N,aberastasun,ধনদৌলত
553,Welt::N,ludi,জগৎ
554,Welt::N,mundu,জগৎ
555,Land::N,herrialde,খেত
556,Staat::N,estatu,রাষ্ট্র
557,König::N,errege,রাজা
558,Macht::N,botere,প্রভাব
559,Grenze::N,muga,সীমা
560,Krieg::N,guda,যুদ্ধ
561,Feind::N,etsai,শত্রু
562,Feind::N,arerio,শত্রু
563,Gewalt::N,bortxa,জোর
564,Gewalt::N,bortizkeria,জোর
565,Kampf::N,gudu,লড়াই
566,Kampf::N,auska,লড়াই
567,Bogen[Waffe]::N,arku,ধনুক
568,Pfeil::N,gezi,বাণ
569,Gewehr::N,fusil,বন্দুক
570,Fehler::N,huts,ভুল
571,Fehler::N,hutsegin,ভুল
572,Lüge::N,gezur,মিথ্যা
573,Schaden::N,kalte,ক্ষতি
574,Unglück::N,zoritxar,দুর্ভাগ্য
575,Unglück::N,zorigaitz,দুর্ভাগ্য
576,Schuld::N,erru,অপরাধ
577,Alter::N,adin,আয়ু
578,Schluss::N,bukaera,শেষ
579,Zeit::N,aldi,সময়
580,Zeit::N,denbora,সময়
581,Tag::N,egun,দিন
582,Morgen::N,goiz,সকাল
583,Mittag::N,eguerdi,মধ্যাহু
584,Abend::N,arrats,সন্ধ্যা
585,Nacht::N,gau,রাত্রি
586,Woche::N,aste,সপ্তাহ
587,Monat::N,hil,মাস
588,Jahr::N,urte,সৌরবর্ষ
589,Frühling::N,udalehen,বসন্তকাল
590,Sommer::N,uda,গ্রীষ্মকাল
591,Herbst::N,udazken,শরংঋতু
592,Herbst::N,neguantz,শরংঋতু
593,Winter::N,negu,শীতকাল
594,Januar::N,urtarril,জানুয়ারী
595,Februar::N,otsail,ফেব্রুয়ারী
596,März::N,martxo,মার্চ
597,April::N,apiril,এপ্রিল
598,Mai::N,maiatz,মে
599,Juni::N,ekain,জুন
600,Juli::N,uztail,জুলাই
601,August::N,abuztu,অগাস্ট
602,September::N,irail,সেপ্টেম্বর
603,Oktober::N,urri,অক্টোবর
604,November::N,azaro,নভেম্বর
605,Dezember::N,abendu,ডিসেম্বর
606,Montag::N,astelehen,সোমবার
607,Dienstag::N,astearte,মঙ্গলবার
608,Mittwoch::N,asteazken,বুধবার
609,Donnerstag::N,ostegun,বৃহম্পতিবার
610,Freitag::N,ostiral,শুক্রবার
611,Samstag::N,larunbat,শনিবার
612,Sonntag::N,igande,রবিবার
613,groß::A,handi,বৃহৎ
614,klein::A,txiki,ছোট
615,lang::A,luze,দীর্ঘ
616,kurz::A,labur,খর্ব
617,kurz::A,labur,হ্রস্ব
618,breit::A,zabal,চওড়া
619,schmal::A,mehar,সরু
620,dicht::A,sarri,ঘন
621,dicht::A,trinko,ঘন
622,dick[Gegenstand]::A,lodi,পুরু
623,dünn::A,mehe,কৃশ
624,fein::A,fin,সূক্ষ্ম
625,fest::A,tinko,দৃঢ়
626,flach::A,lau,সমতল
627,flach::A,ordoki,সমতল
628,glatt::A,leun,মসৃণ
629,hart::A,gogor,শক্ত
630,weich::A,bigun,নরম
631,weich::A,beratz,নরম
632,rund::A,biribil,গোলাকার
633,spitz::A,puntadun,তীক্ষ্ন
634,scharf::A,zorrotz,শাণিত
635,stumpf::A,kamuts,ভোঁতা
636,schwer::A,astun,ভারী
637,schwer::A,pisutsu,ভারী
638,schön::A,eder,সুন্দর
639,heiß::A,bero,গরম
640,heiß::A,oso bero,গরম
641,warm::A,bero,ঈষদুষ্ণ
642,kalt::A,hotz,ঠাণ্ডা
643,kühl::A,hotzil,শীতল
644,frisch::A,fresko,তাজা
645,frisch::A,hozkirri,তাজা
646,feucht::A,heze,ভিজা
647,nass::A,busti,ভিজা
648,trocken::A,siku,শুষ্ক
649,trocken::A,lehor,শুষ্ক
650,voll::A,bete,পূর্ণ
651,leer::A,huts,খালি
652,offen::A,ireki,খোলা
653,geschlossen::A,itxita,বন্ধ
654,sauber::A,xahu,নির্মল
655,sauber::A,garbi,নির্মল
656,schmutzig::A,lohi,নোংরা
657,schmutzig::A,zikin,নোংরা
658,roh::A,gordin,কাঁচা
659,reif::A,umo,পাকা
660,reif::A,heldu,পাকা
661,lecker::A,goxo,সুস্বাদ
662,süß::A,goxo,মিষ্ট
663,bitter::A,karmin,তিক্ত
664,bitter::A,garratz,তিক্ত
665,sauer::A,mingots,টক
666,hell::A,argi,উজ্জ্বল
667,dunkel::A,ilun,অন্ধকারময়
668,schwarz::A,beltz,কালো
669,weiß::A,zuri,সাদা
670,rot::A,gorri,লাল
671,gelb::A,hori,হলদে
672,blau::A,urdin,নীল
673,grün::A,berde,সবুজ
674,grün::A,musker,সবুজ
675,grau::A,urdin,ছাই-রঙা
676,grau::A,urdinabar,ছাই-রঙা
677,bunt::A,koloretsu,রঙিন
678,billig::A,merke,সস্তা
679,teuer::A,garesti,আক্রা
680,wertvoll::A,baliotsu,মহার্ঘ
681,blind::A,itsu,কানা
682,taub::A,gor,বধির
683,kräftig::A,kementsu,বিশাল
684,stark::A,bizkor,শক্তিশালী
685,stark::A,indartsu,শক্তিশালী
686,schwach::A,ahul,দুর্বল
687,schwach::A,indargabe,দুর্বল
688,fett::A,gizen,মোটা
689,schlank::A,lerden,কৃশ
690,hübsch::A,polit,সুন্দর
691,böse::A,tzar,খারাপ
692,böse::A,gaizto,খারাপ
693,dumm::A,lelo,মূর্খ
694,dumm::A,pello,মূর্খ
695,faul::A,nagi,শ্রমবিমুখ
696,faul::A,alfer,শ্রমবিমুখ
697,fleißig::A,maratz,পরিশ্রমী
698,fleißig::A,lanzale,পরিশ্রমী
699,geizig::A,zeken,ব্যয়কুণ্ঠ
700,geizig::A,zikoitz,ব্যয়কুণ্ঠ
701,klug::A,zuhur,দক্ষ
702,geschickt::A,trebe,পটু
703,geschickt::A,antzetsu,পটু
704,lieb::A,maite,প্রেয়
705,lieb::A,laztan,প্রেয়
706,lustig::A,alaitsu,প্রফুল্ল
707,sanft::A,eme,নম্র
708,sanft::A,ezti,নম্র
709,hungrig::A,gose,ক্ষুধার্ত
710,krank::A,eri,অসুস্থ
711,krank::A,gaixo,অসুস্থ
712,nackt::A,biluzi,উলঙ্গ
713,traurig::A,itun,দুঃখিত
714,traurig::A,betilun,দুঃখিত
715,lebendig::A,bizirik,জীবিত
