,Concept_ID,ce,cv
128,Rinde::N,кевстиг,хуйӑр
129,Ast::N,га,турат
130,Zweig::N,га,турат
131,Blatt::N,гӏа,ҫулҫӑ
132,Birke::N,дакх,хурӑн
133,Kiefer[Baum]::N,бага,хыр
134,Weide[Baum]::N,дак,хӑва
135,Tanne::N,база,чӑрӑш
136,Horn::N,маӏа,мӑйрака
137,Feder::N,пелаг,тӗк
138,Fell::N,цӏока,ҫӑм
139,Flügel::N,тӏам,ҫунат
140,Klaue::N,мӏара,чӗрне
141,Kralle::N,тlод,ура
142,Schwanz::N,цӏога,хӳре
143,Ei::N,xӏoa,ҫӑмарта
144,Nest::N,бен,йӑва
145,Bau::N,lуьрг,йӗнӗ
146,Tier::N,дийнат,выльӑх
147,Herde::N,жа,кӗтӳ
148,Kuh::N,етт,ӗне
149,Bulle::N,сту,вӑкӑр
150,Pferd::N,говр,лаша
151,Schaf::N,жий,сурӑх
152,Schaf::N,уьстагӏ,сурӑх
153,Schwein::N,хьакха,сысна
154,Hund::N,жӏаьла,йытӑ
155,Katze::N,цициг,кушак
156,Bär::N,ча,упа
157,Eichhörnchen::N,тарсал,пакша
158,Elch::N,сай,пӑши
159,Fuchs::N,цхьогал,тилӗ
160,Hase::N,пхьагал,куян
161,Hase::N,пхьагал,мулкач
162,Maus::N,дахка,шӑши
163,Wolf::N,борз,кашкӑр
164,Vogel::N,олхазар,кайӑк
165,Vogel::N,олхазар,вӗҫен кайӑк
166,Huhn::N,котам,чӑх
167,Huhn::N,котам,чӑхӑ
168,Hahn::N,нӏаьна,автан
169,Hahn::N,боргӏал,автан
170,Gans::N,гӏаз,хур
171,Adler::N,aьрзу,ӑмӑрт кайӑк
172,Ente::N,бад,кӑвакал
173,Eule::N,бухӏа,тӑмана
174,Kranich::N,гӏаргӏули,тӑрна
175,Krähe::N,къиг,ула курак
176,Kuckuck::N,aттйокх,куккук
177,Schwan::N,гӏургӏаз,акӑш
178,Fisch::N,чӏара,пулӑ
179,Barsch::N,окунь,уланкӑ
180,Hecht::N,гӏазкхийн чӏара,ҫӑрттан
181,Schlange[Tier]::N,лаьхьа,ҫӗлен
182,Wurm::N,нӏаьна,ӑман
183,Spinne::N,гезг,эрешмен
184,Ameise::N,зингат,кӑткӑ
185,Laus::N,меза,пыйтӑ
186,Laus::N,гӏениг,пыйтӑ
187,Mücke::N,чуьрк,вӑрӑм туна
188,Fliege::N,моза,шӑна
189,Schmetterling::N,полла,лӗпӗш
190,Beere::N,цӏазам,ҫырла
191,Apfel::N,ӏаж,улма
192,Apfel::N,ӏаж,пан улми
193,Pilz::N,жӏаьлин нускал,кӑмпа
194,Zwiebel::N,xох,сухан
195,Saat::N,чlу,вӑрӑ
196,Korn::N,буьртиг,тӗшӗ
197,Korn::N,буьртиг,пӗрчӗ
198,Heu::N,йол,утӑ
199,Schale::N,пардо,хупӑ
200,Grube::N,ор,шӑтӑк
201,Falle::N,кӏело,тапӑ
202,Falle::N,кӏело,капкӑн
203,Spur::N,лар,йӗр
204,Asche::N,чим,кӗл
205,Dreck::N,мода,пылчӑк
206,Eisen::N,эчиг,тимӗр
207,Gold::N,деши,ылтӑн
208,Silber::N,дети,кӗмӗл
209,Kohle::N,кӏора,кӑмрӑк
210,Glas::N,aнгали,кӗленче
211,Lehm::N,поппар,тӑм
212,Sand::N,гӏум,хӑйӑр
213,Mensch::N,адам,ҫын
214,Mensch::N,адам,этем
215,Mann::N,майра,ар
216,Frau::N,зуда,хӗрарӑм
217,Kind::N,бер,ача
218,Junge::N,жимха,ача
219,Junge::N,жимха,ар ҫын ача
220,Mädchen::N,жима йоӏ,хӗр ача
221,Familie::N,доьзал,ҫемье
222,Familie::N,доьзал,кил-йыш
223,Großvater::N,ненада,кукаҫи
224,Großmutter::N,денана,кукамай
225,Eltern::N,да-нана,аҫа-ама
226,Vater::N,да,атте
227,Mutter::N,нана,анне
228,Sohn::N,кӏант,ывӑл
229,Tochter::N,йоӏ,хӗр
230,Bruder::N,ваша,ар тӑван
231,Schwester::N,йиша,аппа
232,Schwester::N,йиша,йӑмӑк
233,Onkel::N,деваша,мучи
234,Onkel::N,деваша,пичче
235,Tante::N,дейиша,аппа
236,Ehemann::N,майра,упӑшка
237,Ehefrau::N,зуда,арӑм
238,Freude::N,самукъа,савӑнӑҫ
239,Freude::N,самукъа,хаваслӑх
240,Freude::N,хазахетар,савӑнӑҫ
241,Freude::N,хазахетар,хаваслӑх
242,Gelächter::N,белам,кулӑ
243,Glück::N,ирс,телей
244,Glück::N,ирс,ӑраскал
245,Kummer::N,бала,хурлӑх
246,Wunsch::N,лаам,ӗмӗт
247,Wunsch::N,лаам,кӑмӑл
248,Lust::N,лаам,кӑмӑл
249,Geist::N,са,чун-чӗм
250,Geist::N,са,ыр-усал
251,Geist::N,са,чун хавалӗ
252,Gedanke::N,ойла,шухӑш
253,Gedächtnis::N,диццадалар,ас
254,Verstand::N,хьекъал,ӑс
255,Verstand::N,хьекъал,ӑс-тӑн
256,Verstand::N,хьекъал,ӑс-хакӑл
257,Sinn::N,маьӏна,тупсӑм
258,Sinn::N,маьӏна,пӗлтерӗш
259,Grund::N,бахьана,сӑлтав
260,Wahrheit::N,бакъдерг,чӑнлӑх
261,Gespräch::N,къамел,калаҫу
262,Märchen::N,туьйра,юмах
263,Erzählung::N,дийцар,акалав
264,Erzählung::N,дийцар,каласа пани
265,Nachricht::N,хаам,хыпар
266,Neuigkeit::N,керланиг,ҫӗнӗ хыпар
267,Name::N,цӏе,ят
268,Rätsel::N,хӏетал-метал,сутмалли юмах
269,Rede::N,къамел,сӑмах
270,Sprache::N,мотт,чӗлхе
271,Stimme::N,aз,сасӑ
272,Wort::N,дош,сӑмах
273,Zeichen::N,билгало,паллӑ
274,Ruf::N,кхайкхар,йыхрав
275,Ruf::N,кхайкхар,чӗнӳ
276,Lärm::N,гӏовгӏа,шав
277,Laut::N,аз,сасӑ
278,Ton::N,aз,сасӑ
279,Lied::N,илли,юрӑ
280,Ruhe::N,тийналла,канӑҫлӑх
281,Ruhe::N,тийналла,лӑпкӑлӑх
282,Leute::N,нах,ҫамрӑксем
283,Leute::N,нах,ҫамрӑк ҫынсем
284,Volk::N,халкъ,халӑх
285,Arbeit::N,болх,ӗҫхӗл
286,Arbeit::N,болх,ӗҫлев
287,Gast::N,хьаша,хӑна
288,Geschenk::N,совгӏат,парне
289,Geschenk::N,совгӏат,кучченеҫ
290,Spiel::N,ловзар,вӑйӑ
291,Gesellschaft::N,юкъаралла,общество
292,Hilfe::N,гӏо,пулӑшу
293,Freund::N,доттагl,тус
294,Kamerad::N,накъост,юлташ
295,Kamerad::N,накъост,тус
296,Angelegenheit::N,гӏуллакх,ӗҫ
297,Anzahl::N,терахь,йыш
298,Anzahl::N,терахь,хисеп
299,Stück::N,юьхк,татӑк
300,Teil::N,дакъа,пай
301,Hälfte::N,ах,ҫурӑ
302,Kreis::N,го,ункӑ
303,Kreis::N,го,ҫавракӑш
304,Kreuz::N,жӏара,хӗрес
305,Linie::N,сиз,йӗр
306,Strich::N,сиз,йӗр
307,Abstand::N,юкъ,хушӑ
308,Gegend::N,мeттиг,вырӑн
309,Platz::N,майда,хутлӑх
310,Ort::N,меттиг,вырӑн
311,Seite::N,aгӏo,ен
312,Seite::N,aгӏo,аяк
313,Seite::N,aгӏo,айӑк
314,Mitte::N,юкъ,варӑ
315,Gegenstand::N,хӏума,япала
316,Sache::N,хӏума,япала
317,Rand::N,йист,вӗҫ
318,Rand::N,йист,хӗрӗ
319,Rand::N,йист,хӗрри
320,Kante::N,йист,хайкача
321,Kante::N,йист,хысак
322,Ecke::N,са,кӗтес
323,Spitze::N,ралла,вӗҫ
324,Ende::N,юьхьиг,вӗҫ
325,Loch::N,ӏуьрг,шӑтӑк
326,Winkel::N,са,кӗтес
327,Muster::N,дагар,эреш
328,Muster::N,тӏамар,эреш
329,Größe::N,барам,пысӑкӑш
330,Länge::N,йохалла,вӑрӑмӑш
331,Höhe::N,локхалла,ҫӳллӗш
332,Gewicht::N,йозалла,виҫе
333,Gewicht::N,йозалла,йывӑрӑш
334,Menge::N,дукхалла,йыш
335,Haufen::N,сал,купа
336,Haufen::N,оьла,купа
337,Reihe::N,рагӏ,рет
338,Reihe::N,могӏа,рет
339,Boot::N,кема,кимӗ
340,Ruder::N,пийсиг,кӗсмен
341,Schlitten::N,салаз,ҫуна
342,Ski::N,когсалаз,йӗлтӗр
343,Lagerfeuer::N,цӏе,вут
344,Lagerfeuer::N,цӏе,кӑвайт
345,Last::N,дукъ,сулмаклӑх
346,Last::N,дукъ,йывӑр япала
347,Gang::N,лелар,куҫӑм
348,Schritt::N,гӏулч,утӑм
349,Schritt::N,гӏулч,пусӑм
350,Norden::N,къилбаседе,ҫурҫӗр
351,Süden::N,къилбе,кӑнтӑр
352,Westen::N,малхбузе,анӑҫ
353,Westen::N,малхбузе,хӗвел анӑҫ
354,Osten::N,малхбале,хӗвел тухӑҫ
355,Holz::N,дечиг,йывӑҫ
356,Brett::N,у,хӑма
357,Platte::N,у,плита
358,Stütze::N,гӏopтоp,ура
359,Stange::N,гӏуркх,шерте
360,Stock::N,ӏаса,патак
361,Stab::N,гӏаж,шӑчӑ
362,Rohr::N,биргӏа,пӑрӑх
363,Haus::N,цӏа,ҫурт
364,Heim::N,кхерч,кил
365,Ofen::N,кхерч,кӑмака
366,Fußboden::N,цӏенкъа,урай
367,Tisch::N,шун,сӗтел
368,Stuhl::N,гӏант,пукан
369,Wiege::N,ага,сӑпка
370,Bett::N,маьнга,кравать
371,Regal::N,терхи,ҫӳлӗк
372,Regal::N,терхи,сентре
373,Kiste::N,яьшка,ещӗк
374,Kiste::N,яьшка,сунтӑх
375,Fenster::N,кор,чӳрече
376,Tür::N,неӏ,алӑк
377,Tor::N,ков,хапха
378,Zaun::N,керт,хӳме
379,Dach::N,тхов,тӑрӑ
380,Leiter::N,лами,пусма
381,Besen::N,нуй,шӑпӑр
382,Spaten::N,бел,кӗреҫе
383,Schaufel::N,аьшкал,кӗреҫе
384,Gabel::N,мӏара,вилка
385,Löffel::N,ӏайг,кашӑк
386,Messer::N,урс,ҫӗҫӗ
387,Nagel::N,хьостам,пӑта
388,Netz::N,бой,тетел
389,Haken::N,мӏара,йӑрхах
390,Haken::N,мӏара,ҫекӗл
391,Schloss::N,чӏега,ҫӑра
392,Bild::N,сурт,сӑн
393,Bild::N,сурт,сӑнлӑх
394,Bild::N,сурт,картина
395,Puppe::N,тайниг,пукане
396,Beutel::N,гали,михӗ
397,Bündel::N,кочар,ҫыхӑ
398,Bündel::N,кочар,тӗрке
399,Tasche::N,тӏоьрмиг,сумка
400,Eimer::N,чийлик,витре
401,Deckel::N,негӏар,хупӑ
402,Geschirr::N,пхьегӏа,савӑт-сапа
403,Sack::N,гали,михӗ
404,Tasse::N,кад,курка
405,Topf::N,яй,кастрюль
406,Kessel::N,яй,хуран
407,Essen::N,юург,апат
408,Nahrung::N,кхача,апат-ҫимӗс
409,Speise::N,юург,апат
410,Speise::N,юург,ҫимӗҫ
411,Fleisch::N,жижиг,аш
412,Fleisch::N,жижиг,какай
413,Getreide::N,буьртиг,тырӑ
414,Brei::N,xудар,пӑтӑ
415,Brot::N,бепиг,ҫӑкӑр
416,Brot::N,кхаллар,ҫӑкӑр
417,Scheibe::N,цастар,чӗлӗ
418,Scheibe::N,цастар,касӑк
419,Fett::N,мохь,ҫу
420,Butter::N,налха,ҫу
421,Öl::N,даьтта,ҫу
422,Salz::N,туьха,тӑвар
423,Suppe::N,чорпа,яшка
424,Honig::N,моз,пыл
425,Milch::N,шура,сӗт
426,Tee::N,чай,чей
427,Leder::N,цӏока,сӑран
428,Wolle::N,тӏapгӏa,ҫӑм
429,Stoff::N,кӏади,тӗртӗм
430,Nadel::N,маха,йӗп
431,Faden::N,тай,ҫип
432,Knopf::N,нуьйда,тӳме
433,Knoten::N,шад,йӑлӑ
434,Farbe::N,сир,сӑрӑ
435,Farbe::N,басар,сӑрӑ
436,Kleidung::N,бедар,тум
437,Kleidung::N,бедар,ҫипуҫ
438,Kleidung::N,бедар,тум-тир
439,Hemd::N,коч,кӗпе
440,Kragen::N,кач,ҫуха
441,Ärmel::N,пхьош,ҫанӑ
442,Hose::N,хеча,шӑлавар
443,Gürtel::N,доьхка,пиҫиххи
444,Mütze::N,куй,ҫӗлӗк
445,Schuh::N,мача,пушмак
446,Schuh::N,мача,ботинок
447,Stiefel::N,этка,атӑ
448,Ring::N,чӏуг,ҫӗрӗ
449,Band::N,лента,хаю
450,Band::N,лента,йӗсме
451,Kamm::N,ехк,тура
452,Spiegel::N,куьзга,тӗкӗр
453,Spiegel::N,куьзга,куҫ кӗски
454,Riemen::N,доьхка,чӗн
455,Schnur::N,муш,кантра
456,Leine::N,кочатосу доьхка,касмӑк
457,Decke::N,юргӏа,утиял
458,Kissen::N,гIайба,ҫытар
459,Kissen::N,гIайба,минтер
460,Tuch::N,исхар,тутӑр
461,Handtuch::N,гата,ал шӑлли
462,Kraft::N,гӏора,вӑй
463,Kraft::N,гӏора,хӑват
464,Stärke::N,гӏап,хал
465,Stärke::N,гӏап,хӑват
466,Gesundheit::N,могашалла,хал
467,Gesundheit::N,могашалла,сывлӑх
468,Krankheit::N,цамгар,чир
469,Schmerz::N,лазар,ырату
470,Wunde::N,чов,суран
471,Fieber::N,xорша,сив чир
472,Arznei::N,молха,эмел
473,Brücke::N,тӏай,кӗпер
474,Brunnen::N,гӏу,ҫӑл
475,Brunnen::N,гӏу,пусӑ
476,Weide::N,дак,ҫаран
477,Pfad::N,тача,йӗр
478,Pfad::N,тача,сукмак
479,Weg::N,некъ,ҫул
480,Weg::N,некъ,ҫул-йӗр
481,Straße::N,урам,ҫӳрев
482,Straße::N,урам,ҫул ҫӳрени
483,Dorf::N,юрт,ял
484,Stadt::N,гӏала,хула
485,Brief::N,кехат,ҫыру
486,Buch::N,жайна,кӗнеке
487,Buchstabe::N,элп,сас палли
488,Zeitung::N,газет,хаҫат
489,Leben::N,дахар,пурнӑҫ
490,Tod::N,далар,вилӗм
491,Tod::N,ӏожалла,вилӗм
492,Grab::N,каш,масар шӑтӑкӗ
493,Kirche::N,килс,чиркӳ
494,Sünde::N,къа,ҫылӑх
495,Gott::N,дела,турӑ
496,Arbeiter::N,белхало,рабочи
497,Chef::N,хьаькам,пуҫлӑх
498,Meister::N,говзанча,ӑста
499,Meister::N,говзанча,мастер
500,Arzt::N,лор,врач
501,Arzt::N,лор,тухтӑр
502,Lehrer::N,хьехархо,учитель
503,Lehrer::N,хьехархо,вӗрентекен
504,Geld::N,aхча,укҫа
505,Geschäft::N,туька,бизнес
506,Laden::N,туька,магазин
507,Preis::N,мах,хак
508,Ware::N,хlума,тавар
509,Nutzen::N,пайда,пайта
510,Reichtum::N,хьал,мул
511,Welt::N,дуьне,тӗнче
512,Land::N,мохк,ҫӗр-шыв
513,Staat::N,пачхьалкх,патшàлӑх
514,König::N,паччахь,король
515,Macht::N,ӏедал,власть
516,Grenze::N,доза,чикӗ
517,Krieg::N,тӏом,вӑрҫӑ
518,Feind::N,мостагӏ,тӑшман
519,Gewalt::N,гӏело,ирӗксӗрлӳ
520,Kampf::N,къийсам,кӗрешӳ
521,Pfeil::N,пха,ҫӗмрен
522,Pfeil::N,пха,ухӑ йӗппи
523,Gewehr::N,топ,пӑшал
524,Fehler::N,гӏалат,йӑнӑш
525,Lüge::N,аьшпаш,суя
526,Lüge::N,аьшпаш,ултав
527,Schaden::N,зен,сиен
528,Unglück::N,бала,шар
529,Unglück::N,бала,инкек
530,Schuld::N,бехк,айӑп
531,Alter::N,хан,ҫул шучӗ
532,Schluss::N,чакхе,пӗтни
533,Schluss::N,чакхе,пӗтмӗш
534,Zeit::N,хан,вӑхӑт
535,Tag::N,де,кун
536,Morgen::N,ӏуьйре,ир
537,Mittag::N,делкъе,кӑнтӑрла
538,Abend::N,суьйре,каҫ
539,Nacht::N,буьйса,каҫ
540,Woche::N,кӏира,эрне
541,Monat::N,бутт,уйӑх
542,Jahr::N,шо,ҫулталӑк
543,Frühling::N,бӏаьсте,ҫур
544,Frühling::N,бӏаьсте,ҫуркунне
545,Sommer::N,аьхке,ҫу
546,Sommer::N,аьхке,ҫулла
547,Herbst::N,гуьйре,кӗр
548,Herbst::N,гуьйре,кӗркунне
549,Winter::N,ӏа,хӗл
550,Winter::N,ӏа,хӗлле
551,Januar::N,январь,январь
552,Februar::N,февраль,февраль
553,Februar::N,февраль,кӗҫӗн кӑрлач
554,März::N,март,март
555,März::N,март,пуш уйӑхӗ
556,April::N,апрель,апрель
557,Mai::N,май,май
558,Juni::N,июнь,июнь
559,Juli::N,июль,июль
560,August::N,август,август
561,September::N,сентябрь,сентябрь
562,September::N,сентябрь,авӑн уйӑхӗ
563,Oktober::N,октябрь,октябрь
564,November::N,ноябрь,ноябрь
565,Dezember::N,декабрь,раштав
566,Dezember::N,декабрь,декабрь
567,Montag::N,оршот,тунти кун
568,Dienstag::N,шинара,ытлари кун
569,Mittwoch::N,кхаара,юн кун
570,Donnerstag::N,еара,кӗҫнерни кун
571,Freitag::N,пӏераска,эрне кун
572,Samstag::N,шот,шӑмат кун
573,Sonntag::N,кӏиранде,вырсарни кун
574,groß::A,доккха,пысӑк
575,klein::A,кегий,пӗчӗк
576,lang::A,еха,вӑрӑм
577,kurz::A,доца,кӗске
578,breit::A,шуьйра,сарлака
579,schmal::A,готта,ансӑр
580,dicht::A,луьста,йӑвӑ
581,dick[Gegenstand]::A,стомма,хулӑн
582,dünn::A,дуткъа,ҫинҫе
583,dünn::A,дуткъа,ҫӳхе
584,fein::A,ховха,тарай
585,fein::A,ховха,вӗлтӗрти
586,fest::A,чӏогӏа,тӗреклӗ
587,flach::A,чӏапа,лаптак
588,glatt::A,шера,такӑр
589,hart::A,чӏогӏa,хытӑ
590,weich::A,кӏеда,ҫемҫе
591,rund::A,горга,ҫавра
592,spitz::A,ира,шӗвӗр
593,scharf::A,ира,ҫивӗч
594,stumpf::A,аьртa,мӑка
595,stumpf::A,аьртa,пуклак
596,stumpf::A,аьртa,тӗрӗнчӗк
597,stumpf::A,аьртa,ӑнкарусӑр
598,schwer::A,деза,йывӑр
599,schön::A,хаза,илемлӗ
600,heiß::A,довха,вӗри
601,warm::A,довха,ӑшӑ
602,kalt::A,шийла,сивӗ
603,kühl::A,шийла,уҫӑ
604,frisch::A,керла,уҫӑ
605,feucht::A,тӏуьна,йӗпе
606,nass::A,тӏеда,нӳрӗ
607,trocken::A,eкъа,типӗ
608,voll::A,дуьзна,тулли
609,leer::A,яьсса,пушӑ
610,offen::A,диллина,уҫӑ
611,geschlossen::A,дӏакъевлина,хупӑ
612,geschlossen::A,дӏачӏагӏдина,хупӑ
613,sauber::A,цӏена,таса
614,schmutzig::A,боьха,пылчӑклӑ
615,schmutzig::A,боьха,вараланчӑк
616,roh::A,буьйда,чӗрӗ
617,reif::A,хилла,пулнӑ
618,reif::A,хилла,пиҫӗхнӗ
619,reif::A,хилла,аталаннӑ
620,reif::A,хилла,пиҫсе ҫитнӗ
621,lecker::A,чоме,тутлӑ
622,lecker::A,чоме,техӗмлӗ
623,süß::A,мерза,пылак
624,bitter::A,къаьхьа,йӳҫӗ
625,sauer::A,муьста,йӳҫӗ
626,sauer::A,муьста,йӳҫек
627,sauer::A,муьста,кӑвасак
628,hell::A,сирла,ҫутӑ
629,dunkel::A,бодане,тӗттӗм
630,schwarz::A,ӏаьржа,хура
631,weiß::A,кӏайн,шурӑ
632,rot::A,цӏен,хӗрлӗ
633,gelb::A,можа,сарӑ
634,blau::A,сийна,кӑвак
635,grün::A,баьццара,симӗс
636,grün::A,баьццара,пиҫмен
637,grün::A,баьццара,ӑс пухман
638,grau::A,cира,кӑвак
639,grau::A,мокха,кӑвак
640,bunt::A,къорза,чӑпар
641,billig::A,дораха,йӳнӗ
642,teuer::A,деза,хаклӑ
643,wertvoll::A,мехала,паха
644,blind::A,бӏаьрзе,суккӑр
645,taub::A,къора,хӑлхасӑр
646,kräftig::A,нуьцкъала,хӑватлӑ
647,stark::A,зоьртала,вирлӗ
648,stark::A,нуьцкъала,вирлӗ
649,schwach::A,гӏорасиза,халсӑр
650,fett::A,дерстана,самӑр
651,fett::A,дерстана,мӑнтӑр
652,schlank::A,куц долу,йӑрӑс
653,schlank::A,куц долу,яштака
654,hübsch::A,хаза,хитре
655,böse::A,вон,усал
656,dumm::A,сонта,ухмах
657,faul::A,мало ен,наян
658,faul::A,мало ен,юлхав
659,faul::A,мало ен,ӳркенчӗк
660,fleißig::A,тӏера,хастар
661,geizig::A,пис,хытӑ
662,geizig::A,сутара,хытӑ
663,klug::A,хьекъале,ӑслӑ
664,geschickt::A,тӏахъаьлла,ӑста
665,lieb::A,хьоме,савнӑ
666,lustig::A,самукъане,хаваслӑ
667,sanft::A,кlеда,ачаш
668,hungrig::A,меца,выҫӑ
669,krank::A,цомгуш долу,чирлӗ
670,nackt::A,дерзана,ҫара
671,traurig::A,самукъане воцу,салхуллӑ
672,lebendig::A,дийна,чӗрӗ
673,gut::A,дика,аван
674,gut::A,дика,лайӑх
675,schlecht::A,вон,япӑх
676,schlecht::A,вон,начар
677,richtig::A,нийса,тӗрӗс
678,schlimm::A,вон,йӗрӗнчӗк
679,wahr::A,бакъдолу,чӑн
680,alt::A,къена,кивӗ
681,neu::A,керла,ҫӗнӗ
682,ehemalig::A,хилла,пулнӑ
683,alt[Lebewesen]::A,къена,ватӑ
684,jung::A,къона,яш
685,jung::A,къона,ҫамрӑк
686,arm::A,къен,чухӑн
687,reich::A,хьоле,пуян
688,bekannt::A,девзаш долу,пӗлӗш
689,berühmt::A,цӏеяхана,чаплӑ
690,fremd::A,нехан,ют
691,verschieden::A,тайп-тайпанара,расна
692,nah::A,гергара,ҫывӑх
693,nah::A,гергара,ҫывӑхри
694,fern::A,гена,инҫе
695,fern::A,гена,аякри
696,fern::A,генара,инҫе
697,fern::A,генара,аякри
698,linker::A,аьрру,сулахай
699,rechter::A,аьтту,сылтӑм
700,anderer::A,кхин,урӑх
701,erster::A,хьалхара,пӗрремӗш
702,zweiter::A,шолгIа,иккӗмӗш
703,dritter::A,кхоалгӏа,виҫҫӗмӗш
704,letzter::A,тӏаьххьара,юлашки
705,allein::ADV,цхьаъ,пӗччен
706,auf einmal::ADV,цу сохьтта,кӗмӗрккен
707,zusammen::ADV,цхьана,пӗрле
708,lange::ADV,дукха,вӑрах
709,plötzlich::ADV,цIеххьана,сасартӑк
710,sofort::ADV,цу сохьтта,тӳрех
711,später::ADV,тӏаьхьо,кайран
712,jetzt::ADV,хӏинца,халь
