,Concept_ID,nl,he
823,zwölf::NUM,twaalf,שתים עשרה
824,zwanzig::NUM,twintig,עשרים
825,dreißig::NUM,dertig,שלושים
826,vierzig::NUM,veertig,ארבעים
827,fünfzig::NUM,vijftig,חמשים
828,sechzig::NUM,zestig,ששים
829,siebzig::NUM,zeventig,שבעים
830,achtzig::NUM,tachtig,שמונים
831,neunzig::NUM,negentig,תשעים
832,hundert::NUM,honderd,מאה
833,tausend::NUM,duizend,אלף
834,und::CNJ,en,ו
835,oder::CNJ,of,או
836,stehen::V,staan,עמד
837,sitzen::V,zitten,ישב
838,liegen::V,liggen,שכב
839,hängen::V,hangen,היה תלוי
840,werden::V,worden,הפך ל
841,passieren::V,gebeuren,קרה
842,beginnen::V,beginnen,התחיל
843,enden::V,eindigen,הסתים
844,wechseln::V,wijzigen,השתנה
845,wechseln::V,veranderen,השתנה
846,aufgehen[Sonne]::V,opgaan,זרח
847,untergehen[Sonne]::V,ondergaan,שקע
848,scheinen[Sonne]::V,schijnen,בהק
849,donnern::V,donderen,רעם
850,wehen::V,waaien,נשב
851,strömen::V,stromen,זרם
852,fließen::V,vloeien,זרם
853,sich drehen::V,draaien,הסתובב
854,sich drehen::V,zich draaien,הסתובב
855,schwanken::V,wankelen,התנודד
856,schwingen::V,zwieren,התנענע
857,fallen::V,vallen,נפל
858,brennen::V,branden,בער
859,rauchen::V,roken,עשן
860,regnen::V,regenen,ירד גשם
861,gefrieren::V,bevriezen,קפא
862,tauen::V,dooien,נמס
863,schmelzen::V,smelten,התיך
864,trocknen::V,drogen,התיבש
865,sieden::V,koken,רתח
866,sieden::V,zieden,רתח
867,faulen::V,rotten,רקב
868,verfaulen::V,verrotten,רקב
869,reißen::V,scheuren,נקרע
870,versinken::V,verzinken,טבע
871,vergehen::V,vergaan,עבר
872,erscheinen::V,opdagen,נגלה
873,erscheinen::V,opdagen,הופיע
874,erscheinen::V,verschijnen,נגלה
875,erscheinen::V,verschijnen,הופיע
876,verschwinden::V,verdwijnen,נעלם
877,sinken::V,zinken,ירד
878,abnehmen::V,afnemen,הפחית
879,abnehmen::V,verminderen,הפחית
880,zunehmen::V,toenemen,רבה
881,steigen::V,stijgen,עלה
882,steigen::V,omhooggaan,עלה
883,wachsen::V,groeien,גדל
884,glänzen::V,glanzen,נצץ
885,glänzen::V,glanzen,בהק
886,glänzen::V,schitteren,נצץ
887,glänzen::V,schitteren,בהק
888,funkeln::V,fonkelen,נצנץ
889,lärmen::V,lawaai maken,רעש
890,läuten::V,luiden,צלצל
891,klingeln::V,bellen,צלצל
892,klirren::V,rinkelen,קרקש
893,brausen::V,bruisen,געש
894,rauschen::V,ruisen,רשרש
895,klingen::V,klinken,נשמע
896,bellen::V,blaffen,נבח
897,heulen::V,huilen,ילל
898,blasen::V,blazen,נשף
899,pfeifen::V,fluiten,שרק
900,schreien::V,gillen,צעק
901,schreien::V,schreeuwen,צעק
902,stöhnen::V,steunen,נאנק
903,zittern::V,beven,רעד
904,zittern::V,sidderen,רעד
905,leben::V,leven,חי
906,geboren werden::V,geboren worden,נולד
907,atmen::V,ademen,נשם
908,trinken::V,drinken,שתה
909,essen::V,eten,אכל
910,schlucken::V,slikken,בלע
911,müde werden::V,moe worden,התעיף
912,einschlafen::V,inslapen,נרדם
913,schlafen::V,slapen,ישן
914,aufwachen::V,ontwaken,התעורר
915,aufwachen::V,wakker worden,התעורר
916,aufstehen::V,opstaan,קם
917,sich erholen::V,zich ontspannen,נפש
918,krank werden::V,ziek worden,חלה
919,krank sein::V,ziek zijn,היה חולה
920,schmerzen::V,pijn doen,כאב
921,husten::V,hoesten,השתעל
922,genesen::V,genezen,הבריא
923,sterben::V,sterven,מת
924,sterben::V,overlijden,מת
925,umkommen::V,omkomen,נספה
926,sich bewegen::V,zich bewegen,נע
927,sich rühren::V,zich verroeren,זז
928,sich erheben::V,oprijzen,קם
929,sich erheben::V,verrijzen,קם
930,sich setzen::V,gaan zitten,התישב
931,hinfallen::V,vallen,נפל
932,hinfallen::V,neervallen,נפל
933,laufen::V,lopen,הלך ברגל
934,schreiten::V,stappen,פסע
935,schreiten::V,schrijden,פסע
936,spazierengehen::V,gaan wandelen,טיל
937,eilen::V,ijlen,אץ
938,eilen::V,ijlen,מהר
939,eilen::V,haasten,אץ
940,eilen::V,haasten,מהר
941,sich beeilen::V,zich haasten,מהר
942,sausen::V,stuiven,אץ
943,rennen::V,rennen,רץ
944,springen::V,springen,קפץ
945,klettern::V,klimmen,טפס
946,klettern::V,klauteren,טפס
947,schaukeln::V,schommelen,התנדנד
948,kriechen::V,kruipen,זחל
949,schwimmen::V,zwemmen,שחה
950,tauchen::V,duiken,צלל
951,rudern::V,roeien,חתר
952,fahren::V,rijden,נסע
953,fliegen::V,vliegen,עף
954,gehen::V,gaan,הלך
955,weggehen::V,weggaan,עזב
956,abfahren::V,vertrekken,יצא
957,anhalten::V,stoppen,עצר
958,anhalten::V,stilhouden,עצר
959,hineingehen::V,ingaan,נכנס
960,hineingehen::V,binnengaan,נכנס
961,eintreten::V,binnenkomen,נכנס
962,kommen::V,komen,בא
963,ankommen::V,aankomen,הגיע
964,zurückkommen::V,terugkomen,שב
965,zurückkommen::V,terugkomen,חזר
966,bleiben::V,blijven,נשאר
967,warten::V,wachten,חכה
968,warten::V,wachten,המתין
969,erwarten::V,verwachten,צפה
970,suchen::V,zoeken,חפש
971,finden::V,vinden,מצא
972,versuchen::V,proberen,נסה
973,versuchen::V,beproeven,נסה
974,vorbereiten::V,voorbereiden,הכין
975,lieben::V,houden van,אהב
976,mögen::V,lusten,אהב
977,mögen::V,houden van,אהב
978,lachen::V,lachen,צחק
979,rühren::V,roeren,נגע ללב
980,weinen::V,huilen,בכה
981,weinen::V,schreien,בכה
982,schimpfen::V,kijven,גער
983,schimpfen::V,schelden,גער
984,sich ärgern::V,zich ergeren,זעם
985,sich ärgern::V,zich ergeren,כעס
986,sich fürchten::V,bang zijn,פחד
987,sich fürchten::V,bang zijn,חשש
988,fürchten::V,vrezen,פחד מ
989,fürchten::V,vrezen,חשש מ
990,fliehen::V,vluchten,ברח
991,flüchten::V,ontsnappen,נמלט
992,flüchten::V,ontkomen,נמלט
993,sehen::V,zien,ראה
994,anschauen::V,aankijken,הביט
995,ansehen::V,aanzien,התבונן
996,ansehen::V,bekijken,התבונן
997,hören::V,horen,שמע
998,zuhören::V,luisteren,הקשיב
999,probieren::V,proeven,נסה
1000,riechen::V,ruiken,הריח
1001,fühlen::V,voelen,חש
1002,scheinen::V,lijken,נדמה
1003,zu sehen sein::V,te zien zijn,נראה
1004,vernehmen::V,vernemen,נודע ל
1005,frieren::V,het koud hebben,קר ל
1006,tun::V,doen,פעל
1007,können::V,kunnen,יכל
1008,wollen::V,willen,רצה
1009,anfangen::V,beginnen,התחיל
1010,anfangen::V,aanvangen,התחיל
1011,beenden::V,beëindigen,גמר
1012,aufhören::V,ophouden,סים
1013,gelingen::V,lukken,הצליח
1014,gelingen::V,gelukken,הצליח
1015,geraten::V,uitvallen,עלה
1016,öffnen::V,openen,פתח
1017,öffnen::V,opendoen,פתח
1018,schließen::V,sluiten,סגר
1019,schließen::V,dichtdoen,סגר
1020,stellen::V,stellen,העמיד
1021,stellen::V,plaatsen,העמיד
1022,setzen::V,zetten,הושיב
1023,setzen::V,plaatsen,הושיב
1024,legen::V,leggen,שם
1025,berühren::V,aanraken,נגע
1026,verbinden::V,verbinden,קשר
1027,bedecken::V,bedekken,כסה
1028,aufhängen::V,ophangen,תלה
1029,anzünden::V,aansteken,הצית
1030,aufheben::V,oprapen,אסף
1031,zurücklassen::V,achterlaten,השאיר
1032,verlieren::V,verliezen,אבד
1033,fallen lassen::V,laten vallen,שמט
1034,fallen lassen::V,laten vallen,הפיל
1035,machen::V,maken,עשה
1036,herstellen::V,produceren,יצר
1037,herstellen::V,voortbrengen,יצר
1038,bauen::V,bouwen,בנה
1039,reparieren::V,repareren,תקן
1040,reparieren::V,herstellen,תקן
1041,verbessern::V,verbeteren,שפר
1042,ändern::V,wijzigen,שנה
1043,ändern::V,veranderen,שנה
1044,graben::V,graven,חפר
1045,beugen::V,buigen,כפף
1046,biegen::V,buigen,כופף
1047,drehen::V,draaien,סובב
1048,wenden::V,keren,הפך
1049,wenden::V,wenden,הפך
1050,umdrehen::V,omdraaien,סובב
1051,heben::V,heffen,הרים
1052,heben::V,optillen,הרים
1053,hochheben::V,tillen,הרים
1054,ergreifen::V,pakken,אחז
1055,ergreifen::V,grijpen,אחז
1056,halten::V,houden,החזיק
1057,drücken::V,drukken,לחץ
1058,schieben::V,duwen,הזיז
1059,schieben::V,schuiven,הזיז
1060,kratzen::V,krassen,שרט
1061,kratzen::V,krassen,שפשף
1062,lecken::V,likken,לקק
1063,beißen::V,bijten,נשך
1064,abreißen::V,afrukken,קרע
1065,abreißen::V,afscheuren,קרע
1066,abschneiden::V,afsnijden,חתך
1067,binden::V,binden,קשר
1068,stecken::V,steken,תקע
1069,brechen::V,breken,שבר
1070,klopfen::V,kloppen,נקש
1071,hauen::V,houwen,הכה
1072,kleben::V,plakken,הדביק
1073,reiben::V,wrijven,שפשף
1074,streichen::V,smeren,מרח
1075,schleifen::V,slijpen,השחיז
1076,schneiden::V,snijden,גזר
1077,rütteln::V,schudden,נענע
1078,schütteln::V,schudden,נער
1079,schwenken::V,wuiven,נופף
1080,schwenken::V,wuiven,טלטל
1081,schwenken::V,zwaaien,נופף
1082,schwenken::V,zwaaien,טלטל
1083,schütten::V,gieten,שפך
1084,schütten::V,storten,שפך
1085,füllen::V,vullen,מלא
1086,einwickeln::V,inwikkelen,עטף
1087,tragen::V,dragen,נשא
1088,schleppen::V,slepen,סחב
1089,ziehen::V,trekken,משך
1090,aufbewahren::V,bewaren,שמר
1091,werfen::V,gooien,זרק
1092,fangen::V,vangen,תפס
1093,packen::V,pakken,אחז
1094,packen::V,vastpakken,אחז
1095,verstecken::V,verstoppen,החביא
1096,teilen::V,delen,חלק
1097,schicken::V,sturen,שלח
1098,bringen::V,brengen,הביא
1099,hinzufügen::V,toevoegen,הוסיף
1100,bekommen::V,verkrijgen,תפס
1101,erhalten::V,krijgen,קבל
1102,nehmen::V,nemen,אחז
1103,wählen::V,kiezen,בחר
1104,wählen::V,verkiezen,בחר
1105,auswählen::V,uitkiezen,בחר ב
1106,bewahren::V,bewaren,קים
1107,behindern::V,hinderen,מנע
1108,verderben::V,bederven,מנע
1109,beschädigen::V,beschadigen,הזיק
1110,zerbrechen::V,breken,נשבר
1111,zerbrechen::V,stukbreken,נשבר
1112,zerreißen::V,scheuren,קרע
1113,zerreißen::V,verscheuren,קרע
1114,zerstören::V,vernielen,הרס
1115,zerstören::V,vernielen,השמיד
1116,verbrennen::V,branden,שרף
1117,verbrennen::V,verbranden,שרף
1118,geben::V,geven,נתן
1119,reichen::V,reiken,העביר
1120,reichen::V,aanreiken,העביר
1121,schenken::V,schenken,נתן במתנה
1122,versprechen::V,beloven,הבטיח
1123,wünschen::V,wensen,אחל
1124,loben::V,loven,שבח
1125,loben::V,prijzen,שבח
1126,küssen::V,kussen,נשק
1127,wiegen::V,wiegen,נדנד
1128,zudecken::V,toedekken,כסה
1129,wecken::V,wekken,עורר
1130,zeigen::V,tonen,הראה
1131,zeigen::V,wijzen,הראה
1132,führen::V,voeren,הביא
1133,führen::V,voeren,הוביל
1134,lehren::V,leren,למד
1135,unterrichten::V,onderwijzen,למד
1136,aufziehen::V,grootbrengen,רומם
1137,leiten::V,leiden,נהל
1138,antreiben::V,aandrijven,המרץ
1139,lassen::V,laten,נתן
1140,einladen::V,uitnodigen,הזמין
1141,vereinigen::V,verenigen,אחד
1142,vereinigen::V,verenigen,לכד
1143,besuchen::V,bezoeken,בקר
1144,treffen::V,treffen,פגש
1145,treffen::V,ontmoeten,פגש
1146,sich versammeln::V,zich verzamelen,התאסף
1147,spielen::V,spelen,שחק
1148,singen::V,zingen,שר
1149,tanzen::V,dansen,רקד
1150,sich trennen::V,van elkaar gaan,נפרד
1151,verlassen::V,verlaten,עזב
1152,retten::V,redden,הציל
1153,bewachen::V,bewaken,שמר
1154,schützen::V,beschermen,אבטח
1155,verteidigen::V,verdedigen,הגן
1156,sich schlagen::V,knokken,התכתש
1157,schießen::V,schieten,ירה
1158,siegen::V,overwinnen,גבר
1159,siegen::V,overwinnen,נצח
1160,ärgern::V,ergeren,עצבן
1161,schlagen::V,slaan,הכה
1162,schlagen::V,slaan,הלקה
1163,treten::V,trappen,בעט
1164,treten::V,schoppen,בעט
1165,stechen::V,steken,דקר
1166,stechen::V,prikken,דקר
1167,stoßen::V,stoten,דחק
1168,stehlen::V,stelen,גנב
1169,stören::V,storen,קטע
1170,stören::V,storen,הפריע
1171,stören::V,verstoren,קטע
1172,stören::V,verstoren,הפריע
1173,belästigen::V,lastig vallen,הציק
1174,belästigen::V,lastig vallen,הטריד
1175,verbergen::V,verbergen,הצניע
1176,täuschen::V,misleiden,שגע
1177,betrügen::V,bedriegen,הונה
1178,töten::V,doden,הרג
1179,wohnen::V,wonen,גר
1180,arbeiten::V,werken,עבד
1181,sammeln::V,inzamelen,אסף
1182,sammeln::V,verzamelen,אסף
1183,pflücken::V,plukken,קטף
1184,jagen::V,jagen,צד
1185,fischen::V,vissen,דג
1186,fassen::V,vangen,תפס
1187,hüten::V,hoeden,רעה
1188,treiben::V,drijven,הוציא
1189,anbinden::V,vastbinden,קשר
1190,füttern::V,voeren,הלעיט
1191,melken::V,melken,חלב
1192,hacken::V,hakken,קצץ
1193,gießen::V,gieten,השקה
1194,reifen::V,rijpen,בשל
1195,zubereiten::V,klaarmaken,הכין
1196,zubereiten::V,toebereiden,הכין
1197,kochen::V,koken,בשל
1198,backen::V,bakken,אפה
1199,braten::V,braden,צלה
1200,braten::V,braden,טגן
1201,umrühren::V,omroeren,ערבב
1202,stricken::V,breien,סרג
1203,nähen::V,naaien,תפר
1204,färben::V,verven,צבע
1205,färben::V,kleuren,צבע
1206,reinigen::V,reinigen,נקה
1207,waschen::V,wassen,רחץ
1208,waschen::V,wassen,כבס
1209,abwischen::V,afvegen,נגב
1210,spülen::V,spoelen,שטף
1211,spülen::V,afwassen,שטף
1212,fegen::V,vegen,טאטא
1213,kehren::V,vegen,טאטא
1214,baden::V,baden,טבל
1215,baden::V,baden,שחה
1216,sich waschen::V,zich wassen,התרחץ
1217,ausziehen::V,uittrekken,הוריד
1218,anziehen::V,aantrekken,לבש
1219,sich anziehen::V,zich aankleden,התלבש
1220,kämmen::V,kammen,סרק
1221,schmücken::V,tooien,קשט
1222,sagen::V,zeggen,אמר
1223,sprechen::V,spreken,דבר
1224,reden::V,praten,דבר
1225,sich unterhalten::V,zich onderhouden,שוחח
1226,fragen::V,vragen,שאל
1227,bitten::V,vragen,בקש
1228,bitten::V,verzoeken,בקש
1229,erzählen::V,vertellen,ספר
1230,mitteilen::V,meedelen,מסר
1231,mitteilen::V,meedelen,הודיע
1232,nennen::V,noemen,קרא בשם
1233,rufen::V,roepen,גיס
1234,rufen::V,roepen,הזמין לבוא
1235,prahlen::V,pralen,התרברב
1236,übersetzen::V,vertalen,תרגם
1237,denken::V,denken,חשב
1238,glauben::V,geloven,האמין
1239,bemerken::V,bemerken,הבחין
1240,erkennen::V,herkennen,זהה
1241,begreifen::V,begrijpen,קלט
1242,begreifen::V,begrijpen,הבין
1243,verstehen::V,verstaan,הבין
1244,lernen::V,leren,למד
1245,wissen::V,weten,ידע
1246,sich erinnern an::V,zich herinneren aan,זכר
1247,vergessen::V,vergeten,שכח
1248,messen::V,meten,מדד
1249,zählen::V,tellen,ספר
1250,rechnen::V,rekenen,חשב
1251,lesen::V,lezen,קרא
1252,malen::V,schilderen,ציר
1253,zeichnen::V,tekenen,שרטט
1254,schreiben::V,schrijven,כתב
1255,besitzen::V,bezitten,היה בעל של
1256,kaufen::V,kopen,קנה
1257,kaufen::V,kopen,רכש
1258,verkaufen::V,verkopen,מכר
1259,bezahlen::V,betalen,שלם
1260,zahlen::V,betalen,שלם
1261,beherrschen::V,beheersen,שלט
1262,ertragen::V,verdragen,סבל
