,Concept_ID,en,ce
842,rühren::V,move,хьедан
843,weinen::V,weep,делха
844,schimpfen::V,grumble,чехо
845,sich ärgern::V,be annoyed,оьгӏазъэха
846,sich fürchten::V,be afraid,кхера
847,fürchten::V,be afraid of,кхера
848,fliehen::V,flee,дӏадада
849,flüchten::V,escape,дӏадада
850,sehen::V,see,ган
851,anschauen::V,look at,хьажа
852,anschauen::V,look at,хьежа
853,ansehen::V,watch,хьовса
854,hören::V,hear,хаза
855,zuhören::V,listen,ладогӏа
856,probieren::V,taste,хьажа
857,riechen::V,smell,хьожа яха
858,fühlen::V,feel,хаадала
859,scheinen::V,seem,мотта
860,zu sehen sein::V,show,гуш хила
861,vernehmen::V,hear,бартхатта
862,frieren::V,be cold,гӏоро
863,tun::V,do,дан
864,können::V,can,дадала
865,wollen::V,want,тӏергӏа
866,anfangen::V,start,доло
867,beenden::V,finish,довла
868,aufhören::V,stop,саца
869,gelingen::V,succeed,кадала
870,geraten::V,turn out,хила
871,öffnen::V,open,дӏаделла
872,öffnen::V,open,схьаделла
873,schließen::V,close,къовла
874,schließen::V,close,дӏачӏагӏа
875,stellen::V,put,хlотто
876,setzen::V,place,дийгӏа
877,legen::V,lay,охьадилла
878,berühren::V,touch,хьедан
879,verbinden::V,connect,вовшахтаса
880,bedecken::V,cover,тилла
881,bedecken::V,cover,тӏетаса
882,aufhängen::V,hang up,хьалаолла
883,anzünden::V,light,лато
884,aufheben::V,pick up,айа
885,zurücklassen::V,leave,дита
886,verlieren::V,lose,дайа
887,fallen lassen::V,drop,охьадожо
888,machen::V,make,дан
889,herstellen::V,produce,дан
890,bauen::V,build,гӏишлоян
891,reparieren::V,mend,тадан
892,verbessern::V,improve,нисдан
893,ändern::V,alter,хийца
894,graben::V,dig,ахка
895,beugen::V,bow,сатто
896,biegen::V,bend,сатто
897,drehen::V,spin,хьовзо
898,wenden::V,turn,
899,umdrehen::V,turn around,хьовзo
900,heben::V,raise,айа
901,heben::V,raise,хьалаайа
902,hochheben::V,lift,хьалаайа
903,ergreifen::V,seize,дӏалаца
904,halten::V,hold,латто
905,drücken::V,press,тӏетаӏо
906,schieben::V,push,татта
907,kratzen::V,scrape,мӏараш тийса
908,lecken::V,lick,мотт хьекха
909,beißen::V,bite,катoха
910,abreißen::V,tear off,схьадаккха
911,abschneiden::V,cut off,кхада
912,binden::V,tie,дӏадехка
913,binden::V,tie,вовшахтаса
914,stecken::V,stick,чудахийта
915,brechen::V,break,кагдан
916,klopfen::V,knock,детта
917,hauen::V,hit,етта
918,kleben::V,glue,тӏелато
919,reiben::V,rub,хьекхо
920,streichen::V,spread,тlехьакха
921,schleifen::V,grind,ирдан
922,schneiden::V,cut,ларга
923,rütteln::V,jolt,лесто
924,schütteln::V,shake,лесто
925,schwenken::V,swing,лесто
926,schütten::V,pour,дотта
927,füllen::V,fill,дуза
928,einwickeln::V,wrap,хьарчо
929,tragen::V,carry,дахьа
930,schleppen::V,drag,ийзо
931,ziehen::V,pull,озо
932,aufbewahren::V,keep,ӏалашдан
933,werfen::V,throw,кхосса
934,fangen::V,catch,леца
935,packen::V,grab,леца
936,verstecken::V,hide,къайладаккха
937,teilen::V,divide,декъа
938,schicken::V,send,дӏадахьийта
939,bringen::V,bring,дан
940,hinzufügen::V,add,тӏетоха
941,bekommen::V,get,даккха
942,erhalten::V,receive,даккха
943,nehmen::V,take,схьаэца
944,wählen::V,choose,харжа
945,auswählen::V,select,харжа
946,bewahren::V,preserve,lалашдан
947,behindern::V,hinder,новкъарло ян
948,verderben::V,spoil,талхо
949,beschädigen::V,damage,дохо
950,zerbrechen::V,break,дохо
951,zerbrechen::V,break,кагдан
952,zerreißen::V,tear,хадо
953,zerstören::V,destroy,дохо
954,zerstören::V,destroy,кагдан
955,verbrennen::V,burn,даго
956,geben::V,give,яла
957,reichen::V,hand,дӏадала
958,reichen::V,hand,дӏакховдо
959,schenken::V,give,совгӏат дан
960,versprechen::V,promise,ваӏда дан
961,wünschen::V,wish,лаа
962,loben::V,praise,хасто
963,küssen::V,kiss,оба яккха
964,wiegen::V,rock,тахка
965,zudecken::V,cover,тӏетаса
966,wecken::V,wake,самадаккха
967,zeigen::V,show,гайта
968,führen::V,guide,дига
969,lehren::V,teach,ӏамо
970,unterrichten::V,instruct,хьеха
971,aufziehen::V,bring up,кхио
972,leiten::V,lead,урхалла дан
973,antreiben::V,urge,сихдан
974,lassen::V,let,-йта
975,einladen::V,invite,кхайкха
976,vereinigen::V,unite,цхьаьнатоха
977,besuchen::V,visit,хьажахIотта
978,treffen::V,meet,дуьхьалкхета
979,sich versammeln::V,assemble,гулдан
980,spielen::V,play,ловза
981,singen::V,sing,лакха
982,tanzen::V,dance,хелхадала
983,sich trennen::V,separate,къаста
984,verlassen::V,leave,дита
985,retten::V,rescue,кӏелхьардаккха
986,bewachen::V,guard,ха дан
987,schützen::V,protect,лардан
988,verteidigen::V,defend,лардан
989,sich schlagen::V,brawl,етта
990,schießen::V,shoot,детта
991,siegen::V,win,тола
992,ärgern::V,annoy,оьгӏаздахийта
993,schlagen::V,beat,тоха
994,treten::V,kick,мийра тоха
995,stechen::V,sting,ӏотта
996,stechen::V,sting,къовзо
997,stoßen::V,shove,татта
998,stehlen::V,steal,лачкъо
999,stören::V,disturb,новкъарло ян
1000,belästigen::V,bother,сагатдан
1001,verbergen::V,conceal,къайладаккха
1002,täuschen::V,deceive,ӏexo
1003,betrügen::V,cheat,ледан
1004,töten::V,kill,ден
1005,wohnen::V,dwell,даха
1006,arbeiten::V,work,къахьега
1007,sammeln::V,gather,гулдан
1008,pflücken::V,pick,даха
1009,jagen::V,hunt,талла
1010,fischen::V,fish,чӏерий леца
1011,fassen::V,catch,лаца
1012,fassen::V,catch,схьалаца
1013,hüten::V,herd,лардан
1014,treiben::V,drive,лахка
1015,anbinden::V,tie up,дӏадехка
1016,füttern::V,feed,хӏума яла
1017,melken::V,milk,оза
1018,hacken::V,chop,
1019,gießen::V,water,хи тоха
1020,reifen::V,ripen,хьекъа
1021,zubereiten::V,cook,кечъян
1022,zubereiten::V,cook,кхача бан
1023,kochen::V,boil,кхача бан
1024,backen::V,bake,датта
1025,braten::V,fry,кхарза
1026,umrühren::V,stir,кего
1027,stricken::V,knit,
1028,nähen::V,sew,тега
1029,färben::V,dye,басардан
1030,reinigen::V,clean,цӏандан
1031,waschen::V,wash,йила
1032,waschen::V,wash,йитта
1033,waschen::V,wash,дӏадайа
1034,abwischen::V,wipe,дӏадайа
1035,spülen::V,rinse,хи кхарза
1036,fegen::V,sweep,нуй хьакха
1037,kehren::V,sweep,нуй хьакха
1038,baden::V,bath,лийча
1039,sich waschen::V,wash,юьхь йила
1040,ausziehen::V,take off,духар дӏадаккха
1041,anziehen::V,put on,
1042,sich anziehen::V,get dressed,духа
1043,kämmen::V,comb,ехк хьакха
1044,schmücken::V,decorate,хаздан
1045,sagen::V,say,ала
1046,sprechen::V,speak,баха
1047,sprechen::V,speak,мотт бийца
1048,reden::V,talk,къамел дан
1049,sich unterhalten::V,chat,къамел дан
1050,fragen::V,ask,хатта
1051,bitten::V,request,деха
1052,erzählen::V,tell,дийца
1053,mitteilen::V,convey,хаам бан
1054,nennen::V,name,цӏе яккха
1055,rufen::V,call,кхайкха
1056,prahlen::V,brag,куралла ян
1057,prahlen::V,brag,дозалла дан
1058,übersetzen::V,translate,гоч дан
1059,denken::V,think,ойла ян
1060,glauben::V,believe,теша
1061,bemerken::V,notice,ган
1062,erkennen::V,recognize,довза
1063,begreifen::V,grasp,кхета
1064,verstehen::V,understand,кхета
1065,lernen::V,learn,деша
1066,wissen::V,know,хаа
1067,sich erinnern an::V,remember,дагадан
1068,vergessen::V,forget,дицдала
1069,messen::V,measure,дуста
1070,zählen::V,count,дагардан
1071,rechnen::V,calculate,лара
1072,lesen::V,read,еша
1073,malen::V,paint,сурт дилла
1074,zeichnen::V,draw,сурт дилла
1075,schreiben::V,write,яздан
1076,besitzen::V,own,доладан
1077,kaufen::V,buy,эца
1078,verkaufen::V,sell,дохка
1079,bezahlen::V,pay for,мах бала
1080,zahlen::V,pay,мах бала
1081,beherrschen::V,rule,собаре хила
1082,ertragen::V,endure,лан
1083,ertragen::V,endure,сатоха
1084,ertragen::V,endure,садетта
