,Concept_ID,ab,cy
720,zweiter::A,аҩбатəи,ail
721,dritter::A,ахҕатәи,trydydd
722,letzter::A,аҵыхəтəантəи,olaf
723,allein::ADV,мацара,unig
724,allein::ADV,мацара,ar ei ben ei hun
725,auf einmal::ADV,зныкала,ar yr un pryd
726,auf einmal::ADV,зныкҟьара,ar yr un pryd
727,zusammen::ADV,аиц...,ynghyd
728,zusammen::ADV,аиц...,gyda'i gilydd
729,lange::ADV,акыраамҭа,amser hir
730,plötzlich::ADV,иаалырҟьаны,yn sydyn
731,sofort::ADV,иаразнакҵәҟьа,ar unwaith
732,später::ADV,уажəшьҭаншəа,yn ddiweddarach
733,jetzt::ADV,уажәы,yn awr
734,heute::ADV,иахьа,heddiw
735,morgen::ADV,уаҵәы,yfory
736,bald::ADV,иласны,yn fuan
737,bald::ADV,иласны,gyda hyn
738,dann::ADV,нас,yna
739,dann::ADV,нас,y pryd hwnnw
740,gestern::ADV,иацы,ddoe
741,einst::ADV,зны,gynt
742,damals::ADV,усҟан,ar y pryd
743,damals::ADV,усҟан,bryd hynny
744,danach::ADV,нас,wedyn
745,vorher::ADV,уаанӡа,o'r blaen
746,zuerst::ADV,азнаказы,yn gyntaf
747,zuerst::ADV,аҧхьа,yn gyntaf
748,einmal::ADV,зны,unwaith
749,manchmal::ADV,зны-зынла,weithiau
750,manchmal::ADV,зны-зынла,ar brydiau
751,oft::ADV,лассы-лассы,yn aml
752,oft::ADV,лассы-лассы,yn fynych
753,immer::ADV,енагь,bob amser
754,immer::ADV,еснагь,bob amser
755,niemals::ADV,ианакəызаалак,ni ... byth
756,niemals::ADV,ианакəызаалак,ni ... erioed
757,hier::ADV,ара,yma
758,hier::ADV,абра,yma
759,hier::ADV,араҟа,yma
760,hierhin::ADV,ара,hyd yma
761,hierhin::ADV,араҟа,hyd yma
762,von hier::ADV,арантә,oddi yma
763,dort::ADV,уа,acw
764,dorthin::ADV,уахь,tuag yno
765,dorthin::ADV,анахь,tuag yno
766,geradeaus::ADV,ишиашоу,syth ymlaen
767,vorwärts::ADV,ҕхьаҟа,ymlaen
768,rückwärts::ADV,шьҭахьла,yn ôl
769,zurück::ADV,шьҭахьҟа,yn ôl
770,unten::ADV,лбаа,isod
771,unten::ADV,лбаа,oddi tanodd
772,hinab::ADV,алада,i lawr
773,hinab::ADV,алада,i waered
774,oben::ADV,хыхь,fry
775,hinauf::ADV,аҩада,i fyny
776,hinauf::ADV,аҩада,i'r lan
777,überall::ADV,зегьынцьара,ym mhobman
778,nicht::ADV,-м,ni
779,nicht::ADV,-м,nid
780,ein wenig::ADV,ҕыҭк,tipyn
781,ein wenig::ADV,ҕыҭк,ychydig
782,kaum::ADV,аарлаҳәа,prin
783,kaum::ADV,афергьҳәа,prin
784,sehr::ADV,даара,iawn
785,so::ADV,ас,fel
786,so::ADV,ас,felly
787,so::ADV,абас,fel
788,so::ADV,абас,felly
789,noch::ADV,макьана,eto
790,nur::ADV,заҵәык,yn unig
791,schon::ADV,уажәшьҭа,eisoes
792,schon::ADV,уажәшьҭа,yn barod
793,schon::ADV,аиҳа ипоу,eisoes
794,schon::ADV,аиҳа ипоу,yn barod
795,wieder::ADV,ҿыц,drachefn
796,wieder::ADV,дырҩегь,drachefn
797,wieder::ADV,дырҩегьых,drachefn
798,vergebens::ADV,баша,yn ofer
799,vor::PRP,аҕхьа,o flaen
800,hinter::PRP,нхыҵ,ar ôl
801,unter::PRP,амҵа,islaw
802,unter::PRP,амҵан,islaw
803,neben::PRP,ааигуара,ar bwys
804,zwischen::PRP,абжьара,rhwng
805,zwischen::PRP,абжьара,cydrhwng
806,wegen::PRP,-иззы,o achos
807,wegen::PRP,-иззы,oherwydd
808,wegen::PRP,-ҟнытә,o achos
809,wegen::PRP,-ҟнытә,oherwydd
810,dies::PRN,ари,hyn
811,dies::PRN,абри,hyn
812,das::PRN,Абни,hynny
813,das::PRN,убри,hynny
814,alles::PRN,зегьы,popeth
815,ich::PRN,са,fi
816,ich::PRN,сара,fi
817,du::PRN,бара,ti
818,er::PRN,иара,fe
819,wir::PRN,ҳара,ni
820,ihr::PRN,шәара,chi
821,sie::PRN,дара,hwy
822,wer::FPRN,дарбан,pwy
823,wo::FADV,иабыкуу,ble
824,wo::FADV,иабыкуу,ym mha le
825,wo::FADV,аба-,ble
826,wo::FADV,аба-,ym mha le
827,wo::FADV,ахь-,ble
828,wo::FADV,ахь-,ym mha le
829,wohin::FADV,иабыкуу,i ble
830,wohin::FADV,иабыкуу,i ba le
831,wohin::FADV,аба-,i ble
832,wohin::FADV,аба-,i ba le
833,wohin::FADV,ахь-,i ble
834,wohin::FADV,ахь-,i ba le
835,wie::FADV,-шҕа,sut
836,warum::FADV,избан,pam
837,wieviel::FNUM,заҟа,faint
838,eins::NUM,акы,un
839,eins::NUM,аӡәы,un
840,zwei::NUM,ҩба,dau
841,drei::NUM,хҕа,tri
842,vier::NUM,ҕшьба,pedwar
843,fünf::NUM,хəба,pump
844,sechs::NUM,фба,chwech
845,sieben::NUM,Бжьба,saith
846,acht::NUM,ааба,wyth
847,neun::NUM,жәба,naw
848,zehn::NUM,жәаба,deg
849,elf::NUM,жәеизатәи,un ar ddeg
850,zwölf::NUM,жәаҩа,deuddeg
851,zwölf::NUM,жәаҩа,un deg dau
852,zwanzig::NUM,ҩажәа,ugain
853,dreißig::NUM,ҩажәижәабатәи,tri deg
854,dreißig::NUM,ҩажәижәабатәи,deg ar hugain
855,vierzig::NUM,ҩынҩажәа,deugain
856,fünfzig::NUM,ҩынҩажәеижәаба,hanner cant
857,sechzig::NUM,хынҩажәа,chwe deg
858,siebzig::NUM,хынҩажәижәаба,saith deg
859,siebzig::NUM,хынҩажәижәаба,deg a thrigain
860,achtzig::NUM,ҕшьынҩажәа,wyth deg
861,achtzig::NUM,ҕшьынҩажәа,pedar ugain
862,neunzig::NUM,ҕшьынҩажәижәаба,naw deg
863,neunzig::NUM,ҕшьынҩажәижәаба,deg a phedwar ugain
864,hundert::NUM,шәкы,cant
865,tausend::NUM,зқьы,mil
866,und::CNJ,-и,a
867,oder::CNJ,ма,neu
868,stehen::V,агылазаара,sefyll
869,sitzen::V,атəара,eistedd
870,sitzen::V,атəа(заа)ра,eistedd
871,liegen::V,аиара,gorwedd
872,hängen::V,акнаҳара,hongian
873,werden::V,аҟалара,dod yn
874,werden::V,аҟалара,mynd yn
875,passieren::V,аҟалара,digwydd
876,beginnen::V,алагара,cychwyn
877,enden::V,алгара,gorffen
878,wechseln::V,аҽыҧсахра,newid
879,aufgehen[Sonne]::V,агылара,codi
880,aufgehen[Sonne]::V,ахашлара,codi
881,aufgehen[Sonne]::V,аҩаҵхахара,codi
882,untergehen[Sonne]::V,аҭашəара,machlud
883,scheinen[Sonne]::V,акаҧхара,tywynnu
884,donnern::V,адыдра,taranu
885,wehen::V,асра,chwythu
886,strömen::V,акаҭəара,ffrydio
887,fließen::V,ацара,llifo
888,sich drehen::V,ахагьежьра,troi
889,sich drehen::V,ахагьежьра,cylchdroi
890,schwanken::V,аҵысра,siglo
891,schwingen::V,ахызазара,siglo
892,schwingen::V,акьаандара,siglo
893,fallen::V,акаҳара,cwympo
894,brennen::V,абылра,llosgi
895,rauchen::V,ахылҵра,mygu
896,regnen::V,аура,glawio
897,gefrieren::V,аҵаара,rhewi
898,tauen::V,аӡҭра,toddi
899,tauen::V,аӡҭра,meirioli
900,schmelzen::V,ақəӡыҭра,toddi
901,schmelzen::V,аҭəара,toddi
902,trocknen::V,абара,sychu
903,sieden::V,ашра,berwi
904,faulen::V,абаара,pydru
905,faulen::V,абаара,braenu
906,verfaulen::V,абаара,pydru
907,verfaulen::V,абаара,dadfeilio
908,verfaulen::V,аилашра,pydru
909,verfaulen::V,аилашра,dadfeilio
910,reißen::V,аҧжəара,clecian
911,reißen::V,аҧжəара,torri'n glats
912,versinken::V,аӡааҟəрылара,suddo
913,vergehen::V,ацара,myned heibio
914,vergehen::V,ацара,pasio
915,erscheinen::V,ацəырҵра,ymddangos
916,verschwinden::V,аҵашəкəара,diflannu
917,sinken::V,атəара,syrthio
918,sinken::V,алаҟəра,syrthio
919,abnehmen::V,ацӡаара,lleihau
920,abnehmen::V,аиҵалара,lleihau
921,zunehmen::V,аҽырҭбаара,cynyddu
922,zunehmen::V,аиҵыҵра,cynyddu
923,zunehmen::V,арацəахара,cynyddu
924,steigen::V,азҳара,codi
925,steigen::V,ашьҭыҵра,codi
926,steigen::V,адухара,codi
927,steigen::V,ацлара,codi
928,wachsen::V,азҳара,tyfu
929,glänzen::V,ацыр-цырра,disgleirio
930,glänzen::V,ацыҩ-цыҩра,disgleirio
931,glänzen::V,аказказра,disgleirio
932,funkeln::V,ашап-шапра,pefrio
933,funkeln::V,ацым-цымра,pefrio
934,lärmen::V,ашьҭыбжьгара,cadw sŵn
935,lärmen::V,ашьҭыбжьгара,gwneud twrw
936,lärmen::V,аҕьҕьаҳәа аилалара,cadw sŵn
937,lärmen::V,аҕьҕьаҳәа аилалара,gwneud twrw
938,läuten::V,аҵəҵəасра,canu
939,klingeln::V,аҵəҵəасра,canu
940,klingeln::V,аҵəҵəасра,seinio
941,klirren::V,ахьархьарра,tincian
942,klirren::V,архьархьарра,tincian
943,brausen::V,аилаҽҽара,rhuo
944,brausen::V,еилашуера,rhuo
945,klingen::V,агара,seinio
946,klingen::V,ашьҭыбжь гара,seinio
947,bellen::V,ашра,cyfarth
948,heulen::V,ауура,udo
949,heulen::V,ауура,oernadu
950,blasen::V,аҭəҳəара,chwythu
951,pfeifen::V,ашəшəра,chwibanu
952,schreien::V,аҳəҳəара,gweiddi
953,schreien::V,аҳəҳəара,bloeddio
954,schreien::V,ахəаара,gweiddi
955,schreien::V,ахəаара,bloeddio
956,schreien::V,аҟаара,gweiddi
957,schreien::V,аҟаара,bloeddio
958,stöhnen::V,ақьра,griddfan
959,zittern::V,аҵыс-ҵысра,crynu
960,leben::V,аҟазаара,byw
961,geboren werden::V,Аира,cael eich geni
962,atmen::V,аҕсыҕ лагаҩагара,anadlu
963,trinken::V,ажəра,yfed
964,essen::V,акрыфара,bwyta
965,schlucken::V,албаадара,llyncu
966,müde werden::V,ааҕсара,blino
967,einschlafen::V,ацəара,mynd i gysgu
968,einschlafen::V,ацəара,syrthio i gysgu
969,schlafen::V,ацəазаара,huno
970,schlafen::V,ацəазаара,cysgu
971,aufwachen::V,аҿыхара,dihuno
972,aufstehen::V,Агəылҵра,codi
973,sich erholen::V,аҧсшьара,ymlacio
974,sich erholen::V,аҧсшьара,dadflino
975,krank werden::V,ачмазаҩхара,mynd yn sâl
976,krank werden::V,ачмазаҩхара,mynd yn wael
977,krank sein::V,аҳəарҧсарра,gwaelu
978,schmerzen::V,ахьра,brifo
979,husten::V,аимҳәара,pesychu
980,genesen::V,абзиахара,gwella
981,genesen::V,абзиахара,cael yn ôl
982,genesen::V,аӷəӷəахара,gwella
983,genesen::V,аӷəӷəахара,cael yn ôl
984,sterben::V,аҧсра,marw
985,umkommen::V,аҭахара,trengi
986,sich bewegen::V,аиҭаҵра,symud
987,sich rühren::V,ақəацара,syflyd
988,sich erheben::V,аҩагылара,codi
989,sich setzen::V,атəара,eistedd
990,hinfallen::V,акаҳара,cwympo
991,laufen::V,аныҟəара,cerdded
992,schreiten::V,ашьаҿа еихгара,camu
993,spazierengehen::V,анеи-ааира,mynd am dro
994,eilen::V,аццакра,rhuthro
995,sich beeilen::V,аццакра,brysio
996,sausen::V,аҧырра,rhuthro
997,sausen::V,иҭрысны,rhuthro
998,sausen::V,ишьҭҟьаны ацара,rhuthro
999,rennen::V,аҩра,rhedeg
1000,springen::V,аҧара,llamu
1001,springen::V,аҧара,neidio
1002,klettern::V,ақəлара,dringo
1003,schaukeln::V,аҟəараҟəанҽара,siglo
1004,kriechen::V,аҳəазара,cropian
1005,schwimmen::V,аӡсара,nofio
1006,tauchen::V,ахəӡааҵəира,plymio
1007,tauchen::V,ахəӡааҵəира,ymsuddo
1008,rudern::V,аҵшьра,rhwyfo
1009,fahren::V,акала,gyrru
1010,fahren::V,акала,dreifio
1011,fliegen::V,аҧырра,hedfan
1012,gehen::V,аиҭаҵра,mynd
1013,weggehen::V,ацара,mynd
1014,weggehen::V,ацара,ymadael
1015,abfahren::V,адəықəлара,ymadael
1016,abfahren::V,ацара,ymadael
1017,anhalten::V,ааныргылара,stopio
1018,hineingehen::V,аҭалара,mynd i mewn
1019,eintreten::V,аҩналара,mynd i
1020,kommen::V,аара,dod
1021,kommen::V,ааира,dod
1022,ankommen::V,ааира,cyrraedd
1023,ankommen::V,аара,cyrraedd
1024,ankommen::V,анеира,cyrraedd
1025,zurückkommen::V,азыхынҳəра,dychwelyd
1026,bleiben::V,аанхара,aros
1027,bleiben::V,аанхара,sefyll
1028,bleiben::V,анхара,aros
1029,bleiben::V,анхара,sefyll
1030,bleiben::V,аангылара,aros
1031,bleiben::V,аангылара,sefyll
1032,warten::V,азҧшзаара,aros
1033,warten::V,азҧшзаара,disgwyl
1034,erwarten::V,азҧшра,disgwyl
1035,suchen::V,ашьҭазаара,chwilio am
1036,finden::V,аҧшаара,darganfod
1037,versuchen::V,аҽазкра,profi
1038,versuchen::V,аҽазкра,ceisio
1039,vorbereiten::V,армазеира,paratoi
1040,lieben::V,абзиабара,caru
1041,mögen::V,агəаҧхара,hoffi
1042,lachen::V,аччара,chwerthin
1043,rühren::V,арҵəуара,cynhyrfu
1044,weinen::V,аҵəуара,wylo
1045,weinen::V,аҵəуара,llefain
1046,schimpfen::V,ацəҳара,grwgnach
1047,sich ärgern::V,агəаара,gofidio
1048,sich fürchten::V,аӡыӡара,ofni
1049,fürchten::V,ацəшəара,arswydo
1050,fliehen::V,абналара,ffoi
1051,fliehen::V,ацəцара,ffoi
1052,flüchten::V,абналара,dianc
1053,flüchten::V,ацəцара,dianc
1054,sehen::V,абара,gweld
1055,anschauen::V,ахəаҧшра,syllu
1056,anschauen::V,ахəаҧшра,edrych
1057,ansehen::V,ахəаҧшра,gwylio
1058,hören::V,аҳара,clywed
1059,zuhören::V,азыӡырҩра,gwrando
1060,probieren::V,аҧышəара,profi
1061,riechen::V,афыҩра,arogli
1062,fühlen::V,анырра,teimlo
1063,fühlen::V,анырра,clywed
1064,fühlen::V,ацәакырра,teimlo
1065,fühlen::V,ацәакырра,clywed
1066,scheinen::V,шәа,ymddangos
1067,scheinen::V,аацәырҵа,ymddangos
1068,vernehmen::V,аҳара,clywed sôn am
1069,frieren::V,ашəра,bod yn oer
1070,frieren::V,аҵаара,bod yn oer
1071,tun::V,аҟаҵара,gwneud
1072,können::V,алшара,gallu
1073,wollen::V,аҭахра,bod mewn angen
1074,anfangen::V,алагара,dechrau
1075,beenden::V,алгара,darfod
1076,beenden::V,алгара,gorffen
1077,aufhören::V,аҟəыҵра,peidio
1078,gelingen::V,аура,llwyddo
1079,gelingen::V,аманшəалахара,llwyddo
1080,gelingen::V,алҵра,llwyddo
1081,geraten::V,нзаарын,diweddu
1082,öffnen::V,аартра,agor
1083,schließen::V,аркра,cau
1084,stellen::V,аргылара,gosod
1085,setzen::V,артəара,gosod
1086,legen::V,ақəҵара,gosod
1087,berühren::V,акьысра,cyffwrdd
1088,berühren::V,алакьысра,cyffwrdd
1089,verbinden::V,аҿаҳəара,cysylltu
1090,bedecken::V,ақəршəра,gorchuddio
1091,aufhängen::V,акнаҳара,crogi
1092,aufhängen::V,акнаҳара,hongian
1093,anzünden::V,аркра,cynnau
1094,aufheben::V,ашьҭыхра,codi
1095,zurücklassen::V,аныжьра,gadael
1096,verlieren::V,ацəыӡра,colli
1097,fallen lassen::V,ацəкаҳара,gollwng
1098,machen::V,ачаҧара,gwneud
1099,herstellen::V,аиҵдара,cynhyrchu
1100,bauen::V,аргылара,adeiladu
1101,reparieren::V,арҽеира,trwsio
1102,reparieren::V,арҽеира,atgyweirio
1103,verbessern::V,аиҕьтəра,diwygio
1104,ändern::V,аҧсахра,altro
1105,graben::V,ажра,palu
1106,graben::V,ажра,cloddio
1107,beugen::V,арҟəра,plygu
1108,beugen::V,архəара,plygu
1109,biegen::V,арҟəра,plygu
1110,biegen::V,архəара,plygu
1111,drehen::V,аргьежьра,troelli
1112,umdrehen::V,аарҳәра,troi
1113,heben::V,аҩахара,codi
1114,heben::V,араҳара,codi
1115,hochheben::V,ахагалара,dyrchafu
1116,hochheben::V,ашьҭҳəара,dyrchafu
1117,halten::V,акра,dal
1118,drücken::V,ақəрӷəӷəара,pwyso
1119,drücken::V,ақəрӷəӷəара,gwasgu
1120,schieben::V,аҵгəара,gwthio
1121,schieben::V,агəара,gwthio
1122,kratzen::V,ацəҟьара,crafu
1123,lecken::V,арбзара,llyfu
1124,beißen::V,ацҳара,cnoi
1125,beißen::V,ацҳара,brathu
1126,abreißen::V,амжəара,tynnu ymaith
1127,abschneiden::V,ахҵəара,torri
1128,abschneiden::V,аҿахҵəара,torri
1129,binden::V,аҿаҳəара,clymu
1130,stecken::V,алаҵара,plannu
1131,brechen::V,аҧҵəара,torri
1132,klopfen::V,асра,taro
1133,hauen::V,ақəкшара,taro
1134,kleben::V,аҷабра,gludio
1135,reiben::V,арҟəыҷра,rhwbio
1136,streichen::V,ахьшьра,taenu
1137,schleifen::V,ахра,hogi
1138,schneiden::V,аҧҟара,torri
1139,rütteln::V,арҵысра,ysgytio
1140,schütteln::V,аршəшəара,siglo
1141,schütteln::V,аршəшəара,ysgwyd
1142,schwenken::V,аҟьара,siglo
1143,schütten::V,аҭаҭəара,tywallt
1144,füllen::V,арҭəра,llenwi
1145,einwickeln::V,алаҳəара,lapio
1146,tragen::V,аҩагара,cludo
1147,schleppen::V,арҳəазара,llusgo
1148,ziehen::V,ахара,tynnu
1149,aufbewahren::V,аҵəахра,cadw
1150,werfen::V,аршəра,taflu
1151,fangen::V,акра,dal
1152,packen::V,анкра,cipio
1153,packen::V,анкра,crafangu
1154,packen::V,аҵкаара,cipio
1155,packen::V,аҵкаара,crafangu
1156,verstecken::V,аҵəахра,celu
1157,verstecken::V,аҵəахра,cuddio
1158,teilen::V,ашара,rhannu
1159,schicken::V,ашьҭра,anfon
1160,bringen::V,аагара,dod â
1161,hinzufügen::V,ацҵара,chwanegu
1162,bekommen::V,аҧшаара,cael
1163,bekommen::V,архиара,cael
1164,bekommen::V,аура,cael
1165,erhalten::V,аиура,derbyn
1166,nehmen::V,агара,cymryd
1167,wählen::V,алҧшаара,dewis
1168,auswählen::V,алхра,dethol
1169,behindern::V,аҧырхагахара,atal
1170,behindern::V,аҧырхагахара,rhwystro
1171,verderben::V,алгара,difetha
1172,verderben::V,абжьыхра,difetha
1173,verderben::V,аҧхасҭатəра,difetha
1174,beschädigen::V,аҧхасҭатəра,niweidio
1175,zerbrechen::V,аҧҽра,torri
1176,zerreißen::V,аҧжəара,rhwygo
1177,zerstören::V,аилаҧыххаара,dinistrio
1178,verbrennen::V,абылра,llosgi
1179,geben::V,аҭара,rhoi
1180,reichen::V,аҭара,estyn
1181,schenken::V,аҩгара,rhoddi
1182,versprechen::V,ақəргəыӷра,addo
1183,loben::V,арҽхəара,canmol
1184,küssen::V,агəӡра,cusanu
1185,zudecken::V,аҵахҩара,gorchuddio
1186,zudecken::V,ақəршəра,gorchuddio
1187,wecken::V,арҿыхара,deffro
1188,zeigen::V,арбара,dangos
1189,führen::V,аныҟəгара,arwain
1190,lehren::V,арҵара,dysgu
1191,unterrichten::V,арҧхьара,hyfforddi
1192,aufziehen::V,ааӡара,dod i fyny
1193,leiten::V,ахагылазаара,arwain
1194,antreiben::V,арццакра,annog
1195,lassen::V,арҟаҵара,gadael
1196,einladen::V,ааҕхьара,gwahodd
1197,einladen::V,анаҧхьара,gwahodd
1198,vereinigen::V,аилаҵара,uno
1199,vereinigen::V,аилаҵара,cyfuno
1200,besuchen::V,абара,ymweld â
1201,treffen::V,аҧылара,cwrdd
1202,treffen::V,аҧылара,cyfarfod
1203,sich versammeln::V,аизара,casglu
1204,sich versammeln::V,аизара,cynnull
1205,spielen::V,ахəмарра,chwarae
1206,singen::V,ашəаҳəара,canu
1207,tanzen::V,акəашара,dawnsio
1208,sich trennen::V,аилыҵра,ymwahanu
1209,verlassen::V,акажьра,gadael
1210,retten::V,Аиқəрхара,achub
1211,bewachen::V,ахьчара,gwarchod
1212,schützen::V,ацəыхьчара,noddi
1213,verteidigen::V,ахьчара,amddiffyn
1214,sich schlagen::V,аисра,ffraeo
1215,sich schlagen::V,аисра,terfysgu
1216,schießen::V,ахысра,saethu
1217,siegen::V,аиааира,ennill
1218,ärgern::V,аргəаара,cythruddo
1219,schlagen::V,асра,curo
1220,schlagen::V,аҭасра,curo
1221,stechen::V,алакшара,pigo
1222,stoßen::V,агəҭасра,gwthio
1223,stehlen::V,аӡара,dwyn
1224,stehlen::V,аӡара,lladrata
1225,stören::V,аҧырхагахара,aflonyddu
1226,belästigen::V,аргəамҵра,trafferthu
1227,verbergen::V,аӡара,cuddio
1228,täuschen::V,ажьара,twyllo
1229,betrügen::V,ажьара,hocedu
1230,töten::V,ашьра,lladd
1231,wohnen::V,анхара,byw
1232,arbeiten::V,аусура,gweithio
1233,sammeln::V,аҟəшəара,casglu
1234,pflücken::V,аҿыршəара,casglu
1235,pflücken::V,аҿыхра,casglu
1236,jagen::V,ашəарыцара,hela
1237,fischen::V,аҧсыӡ икуеит,pysgota
1238,fassen::V,акра,dal
1239,hüten::V,арҳəра,bugeilio
1240,hüten::V,ахьчара,bugeilio
1241,treiben::V,акацара,gyrru
1242,anbinden::V,адҳəалара,clymu
1243,füttern::V,акырҿаҵара,porthi
1244,melken::V,ахьара,godro
1245,hacken::V,аҟəаҟəара,torri
1246,gießen::V,аҵаҭəара,dyfrhau
1247,reifen::V,ашəра,aeddfedu
1248,reifen::V,аҟалара,aeddfedu
1249,zubereiten::V,ацура,coginio
1250,kochen::V,ажəра,berwi
1251,backen::V,аӡра,pobi
1252,backen::V,аӡра,crasu
1253,braten::V,аӡра,ffrio
1254,umrühren::V,аилрыхра,cyffroi
1255,stricken::V,аҧара,gwau
1256,nähen::V,аӡахра,gwnïo
1257,färben::V,ашəра,lliwio
1258,reinigen::V,арыцқьара,glanhau
1259,waschen::V,аӡәӡәара,golchi
1260,abwischen::V,арбара,sychu
1261,spülen::V,аҭыршара,streulio
1262,fegen::V,аҧссара,ysgubo
1263,baden::V,аҽыкəабара,cael bath
1264,sich waschen::V,аҽыӡəӡəара,ymolchi
1265,ausziehen::V,ашəыхра,tynnu
1266,anziehen::V,ашəҵара,gwisgo
1267,sich anziehen::V,аҽеилаҳəара,ymwisgo
1268,kämmen::V,аҳəара,cribo
1269,schmücken::V,арҧшӡара,harddu
1270,schmücken::V,арҧшӡара,addurno
1271,sagen::V,аҳəара,dweud
1272,sprechen::V,ацəажəара,llefaru
1273,reden::V,ацəажəара,siarad
1274,reden::V,аицәажәара,siarad
1275,sich unterhalten::V,аицәажәара,sgwrsio
1276,fragen::V,азҵаара,gofyn
1277,bitten::V,аҳəара,gofyn am
1278,erzählen::V,аҳəара,dweud
1279,mitteilen::V,азыцҳара,cyfleu
1280,nennen::V,ахьӡҵара,enwi
1281,rufen::V,азҿыҭра,galw
1282,prahlen::V,аҽхəара,brolio
1283,prahlen::V,аҽхəара,ymffrostio
1284,übersetzen::V,аиҭагара,cyfieithu
1285,denken::V,азхəыцра,meddwl
1286,glauben::V,ахаҵара,credu
1287,glauben::V,ахаҵара,coelio
1288,bemerken::V,агəаҭара,sylwi
1289,erkennen::V,адырра,adnabod
1290,begreifen::V,аилкаара,amgyffred
1291,verstehen::V,аҳара,deall
1292,lernen::V,аҵара,dysgu
1293,wissen::V,адырра,gwybod
1294,sich erinnern an::V,агəаларшəара,cofio
1295,vergessen::V,ахашҭра,anghofio
1296,messen::V,ашəара,mesur
1297,zählen::V,аҧхьаӡара,cyfrif
1298,rechnen::V,аҳасабра,cyfrifo
1299,lesen::V,аҧхьара,darllen
1300,besitzen::V,амазаара,meddu
1301,kaufen::V,Аахəара,prynu
1302,verkaufen::V,аҭира,gwerthu
1303,bezahlen::V,ахҭынҵара,talu am
1304,bezahlen::V,ашəара,talu am
1305,zahlen::V,ашəара,talu
1306,ertragen::V,ачҳара,dioddef
1307,Moor::N,,rhos
1308,Kralle::N,,ewin
1309,Schwarm::N,,haid
1310,Sache::N,,peth
1311,Menge::N,,swm
1312,Menge::N,,maint
1313,Essen::N,,pryd o fwyd
1314,Geschäft::N,,busnes
1315,Monat::N,,mis
1316,Jahr::N,,blwyddyn
1317,dünn::A,,tenau
1318,roh::A,,amrwd
1319,durch::PRP,,trwy
1320,was::FPRN,,pa beth
1321,rauschen::V,,siffrwd
1322,rauschen::V,,chwithrwd
1323,zu sehen sein::V,,dod i'r golwg
1324,wenden::V,,troi
1325,ergreifen::V,,gafael
1326,bewahren::V,,cadw
1327,wünschen::V,,dymuno
1328,wiegen::V,,siglo
1329,treten::V,,cicio
1330,kehren::V,,ysgubo
1331,malen::V,,peintio
1332,zeichnen::V,,tynnu
1333,schreiben::V,,ysgrifennu
1334,beherrschen::V,,rheoli
1335,beherrschen::V,,llywodraethu
