,Concept_ID,it,kl
396,Rand::N,bordo,akerfineq
397,Kante::N,spìgolo,akerfineq
398,Ecke::N,canto,teqeqqoq
399,Ecke::N,canto,tikeqqoq
400,Spitze::N,punta,inngik
401,Ende::N,capo,isu
402,Ende::N,estremità,isu
403,Loch::N,buco,putu
404,Winkel::N,àngolo,teqeqqorissaat
405,Muster::N,disegno,ilisserut
406,Größe::N,taglia,angissuseq
407,Größe::N,grandezza,angissuseq
408,Länge::N,lunghezza,takissuseq
409,Höhe::N,altezza,
410,Gewicht::N,peso,oqimaalutaq
411,Menge::N,quantità,amerlassuseq
412,Haufen::N,cùmulo,eqimattat
413,Haufen::N,mucchio,eqimattat
414,Reihe::N,fila,allunaasaq
415,Boot::N,barca,qajaq
416,Boot::N,barca,angallat
417,Boot::N,barca,umiatsiaq
418,Boot::N,battello,qajaq
419,Boot::N,battello,angallat
420,Boot::N,battello,umiatsiaq
421,Ruder::N,remo,iput
422,Schlitten::N,slitta,qamutit
423,Schlitten::N,slitta,qimusseq
424,Ski::N,sci,ataarut
425,Lagerfeuer::N,falò,
426,Lagerfeuer::N,fuoco di bivacco,
427,Last::N,càrico,nammagaq
428,Gang::N,andata,
429,Schritt::N,passo,allorneq
430,Norden::N,nord,avannaq
431,Norden::N,settentrione,avannaq
432,Süden::N,sud,qava
433,Süden::N,sud,kujat
434,Süden::N,sud,kujataa
435,Süden::N,meridione,qava
436,Süden::N,meridione,kujat
437,Süden::N,meridione,kujataa
438,Westen::N,òvest,kitaa
439,Westen::N,occidente,kitaa
440,Osten::N,est,kangi
441,Osten::N,oriente,kangi
442,Holz::N,legno,qisuk
443,Brett::N,asse,salliligaq
444,Brett::N,tàvola,salliligaq
445,Platte::N,lastra,qaateq
446,Platte::N,piastra,qaateq
447,Stütze::N,supporto,ajagutaq
448,Stütze::N,supporto,ajaagutaq
449,Stange::N,sbarra,kaaviffik
450,Stange::N,pèrtica,kaaviffik
451,Stock::N,verga,ajaappissat
452,Stock::N,bastone,ajaappissat
453,Stock::N,bacchetta,ajaappissat
454,Stab::N,asta,ajaappissat
455,Rohr::N,tubo,sullulik
456,Haus::N,casa,illu
457,Heim::N,casa,
458,Ofen::N,stufa,kissarsuut
459,Fußboden::N,pavimento,nateq
460,Tisch::N,tàvolo,allattarfik
461,Stuhl::N,sedia,issiavik
462,Stuhl::N,sedia,issiaffik
463,Wiege::N,culla,uaasoq
464,Bett::N,letto,nallavik
465,Regal::N,scaffale,ilisivik
466,Kiste::N,cassa,sakissat
467,Kiste::N,cassa,illerfiusaq
468,Fenster::N,finestra,aki
469,Fenster::N,finestra,igalaaq
470,Tür::N,porta,matu
471,Tor::N,portone,isaaffik
472,Zaun::N,recinto,saputit
473,Dach::N,tetto,qaliaq
474,Leiter::N,scala,tummeqqat
475,Leiter::N,scala,majuartarfiit
476,Leiter::N,scala a pioli,tummeqqat
477,Leiter::N,scala a pioli,majuartarfiit
478,Besen::N,scopa,saligutit
479,Spaten::N,vanga,nivaataq
480,Schaufel::N,pala,nivaataq
481,Gabel::N,forchetta,qilluaq
482,Gabel::N,forchetta,ajassaatit
483,Löffel::N,cucchiaio,alussaat
484,Messer::N,coltello,savik
485,Nagel::N,chiodo,kukik
486,Netz::N,rete,anguffaseq
487,Haken::N,uncino,nissik
488,Haken::N,uncino,qarsorsaq
489,Haken::N,uncino,qarsorsartoq
490,Griff::N,mànico,ipi
491,Griff::N,maniglia,ipi
492,Schloss::N,serratura,illussaarsuaq
493,Bild::N,quadro,assiliaq
494,Bild::N,immàgine,assiliaq
495,Figur::N,figura,kisitsit
496,Puppe::N,bàmbola,inuusaq
497,Beutel::N,borsa,
498,Beutel::N,sacchetto,
499,Bündel::N,fascio,qilertaq
500,Bündel::N,fagotto,qilertaq
501,Tasche::N,borsa,pooqattaq
502,Eimer::N,secchio,
503,Deckel::N,coperchio,matu
504,Geschirr::N,stoviglie,anut
505,Sack::N,sacco,
506,Tasse::N,tazza,tiitorfik
507,Tasse::N,tazza,tiitorfiup ilorlia
508,Topf::N,pèntola,qoqqoq
509,Kessel::N,paiolo,uunnaavik
510,Kessel::N,calderone,uunnaavik
511,Essen::N,pasto,igaaq
512,Essen::N,mangiare,igaaq
513,Nahrung::N,cibo,neqissaq
514,Nahrung::N,alimento,neqissaq
515,Speise::N,piatto,nerisassat
516,Fleisch::N,carne,neqi
517,Getreide::N,cereali,maannineq
518,Brei::N,purè,
519,Brei::N,pappa,
520,Brot::N,pane,iffit
521,Brot::N,pane,iffiaq
522,Scheibe::N,fetta,igalaassiaq
523,Scheibe::N,trancia,igalaassiaq
524,Fett::N,grasso,tarnutissaq
525,Fett::N,grasso,tarnutissiaq
526,Butter::N,burro,punneq
527,Öl::N,olio,uulia
528,Salz::N,sale,taratsut
529,Suppe::N,zuppa,qajoq
530,Suppe::N,minestra,qajoq
531,Honig::N,miele,tungusunnitsuut
532,Milch::N,latte,immuk
533,Tee::N,tè,tii
534,Tee::N,tè,teeq
535,Leder::N,pelle,
536,Wolle::N,lana,nuersagassiaq
537,Stoff::N,panno,milliaq
538,Stoff::N,panno,qarlissiaq
539,Stoff::N,tessuto,milliaq
540,Stoff::N,tessuto,qarlissiaq
541,Nadel::N,ago,meqqut
542,Faden::N,filo,ujalussiaq
543,Knopf::N,bottone,attat
544,Knoten::N,nodo,akeroq
545,Knoten::N,nodo,qilerneq
546,Farbe::N,pittura,qalipaat
547,Kleidung::N,vestiti,atisat
548,Kleidung::N,vestiti,annoraaq
549,Kleidung::N,vestiario,atisat
550,Kleidung::N,vestiario,annoraaq
551,Hemd::N,camicia,ilupaaq
552,Kragen::N,bàvero,qungasiinnaq
553,Kragen::N,colletto,qungasiinnaq
554,Ärmel::N,mànica,aaq
555,Hose::N,calzoni,qarliit
556,Gürtel::N,cintura,qiterut
557,Gürtel::N,cintura,unngersaq
558,Mütze::N,berretto,nasaq
559,Schuh::N,scarpa,skuu
560,Schuh::N,scarpa,ikernuk
561,Schuh::N,scarpa,ateraasaq
562,Stiefel::N,stivale,kamik
563,Ring::N,anello,assammiu
564,Band::N,nastro,qilerutissiaq
565,Band::N,fettuccia,qilerutissiaq
566,Kamm::N,pèttine,illaagutit
567,Kamm::N,pèttine,illaajaatit pl.
568,Spiegel::N,specchio,tarrarsuut
569,Riemen::N,cinghia,allunaaq
570,Schnur::N,corda,kujaaq
571,Schnur::N,corda,allunaasaq
572,Leine::N,guinzaglio,aleq
573,Decke::N,coperta,qipik
574,Kissen::N,cuscino,akit
575,Kissen::N,guanciale,akit
576,Tuch::N,fazzoletto,qarlissiaq
577,Handtuch::N,asciugamano,allarut
578,Handtuch::N,asciugamano,allarterut
579,Kraft::N,forza,pissak
580,Stärke::N,forza,qerattarsaat
581,Stärke::N,vigore,qerattarsaat
582,Stärke::N,fortezza,qerattarsaat
583,Gesundheit::N,salute,peqqisusseq
584,Krankheit::N,malattìa,nappaat
585,Schmerz::N,dolore,anniaat
586,Wunde::N,piaga,iki
587,Wunde::N,ferita,iki
588,Fieber::N,febbre,nappaat qanimanartoq
589,Arznei::N,fàrmaco,imigassaq
590,Arznei::N,medicina,imigassaq
591,Brücke::N,ponte,ikaartarfik
592,Brunnen::N,pozzo,tissaluttuliaq
593,Weide::N,pàscolo,masarsuk
594,Pfad::N,sentiero,aqqut
595,Weg::N,via,aggerfik
596,Weg::N,cammino,aggerfik
597,Straße::N,strada,aqqusineq
598,Dorf::N,paese,nunaqarfik
599,Dorf::N,villaggio,nunaqarfik
600,Stadt::N,città,illorpaat
601,Stadt::N,città,illorpalik
602,Brief::N,lèttera,allagarsiaq
603,Buch::N,libro,atuakkat
604,Buch::N,libro,mappersagaq
605,Buchstabe::N,lèttera,naqinneq
606,Zeitung::N,giornale,aviisi
607,Leben::N,vita,inuussuseq
608,Tod::N,morte,toqu
609,Tod::N,morte,toquneq
610,Grab::N,tomba,iliveq
611,Grab::N,tomba,illissat
612,Grab::N,sepolcro,iliveq
613,Grab::N,sepolcro,illissat
614,Kirche::N,chiesa,oqaluffik
615,Sünde::N,peccato,ajorti
616,Gott::N,dio,
617,Arbeiter::N,operaio,sulisoq
618,Arbeiter::N,lavoratore,sulisoq
619,Chef::N,capo,ittoqut
620,Chef::N,padrone,ittoqut
621,Meister::N,mastro,naalagaq
622,Meister::N,maestro,naalagaq
623,Arzt::N,mèdico,katsorsaasoq
624,Arzt::N,dottore,katsorsaasoq
625,Lehrer::N,professore,ilinniartitsisoq
626,Geld::N,soldi,aningaasat
627,Geld::N,denaro,aningaasat
628,Geschäft::N,affare,niuertarfik
629,Geschäft::N,negozio,niuertarfik
630,Laden::N,negozio,niuertarfik
631,Preis::N,prezzo,aki
632,Ware::N,merce,qaliata pii
633,Ware::N,merce,nioqqutissaq
634,Nutzen::N,ùtile,iluaqut
635,Nutzen::N,profitto,iluaqut
636,Reichtum::N,ricchezza,
637,Welt::N,mondo,nunarsuaq
638,Land::N,paese,nuna
639,Staat::N,Stato,
640,König::N,re,kunngi
641,Macht::N,potere,pissaassuseq
642,Grenze::N,confine,killik
643,Grenze::N,frontiera,killik
644,Krieg::N,guerra,sorsunneq
645,Feind::N,nemico,akeraq
646,Feind::N,nemico,akerartorti
647,Feind::N,nemico,qinngarsuisoq
648,Gewalt::N,violenza,
649,Kampf::N,lotta,sorsunneq
650,Bogen[Waffe]::N,arco,
651,Pfeil::N,freccia,qalugiusaq
652,Gewehr::N,fucile,aallaat
653,Fehler::N,errore,kukkuneq
654,Fehler::N,errore,paarlaappaa
655,Fehler::N,sbaglio,kukkuneq
656,Fehler::N,sbaglio,paarlaappaa
657,Lüge::N,bugìa,
658,Lüge::N,menzogna,
659,Schaden::N,danno,
660,Unglück::N,sfortuna,perluut
661,Schuld::N,colpa,akiitsugaq
662,Schuld::N,colpa,akiligassaq
663,Alter::N,età,utoqqaq
664,Schluss::N,fine,isu
665,Zeit::N,tempo,ulloq
666,Zeit::N,tempo,akuttoqatigiinneq
667,Tag::N,giorno,ulloq
668,Tag::N,giornata,ulloq
669,Morgen::N,mattina,ullaaq
670,Mittag::N,mezzogiorno,ulloqeqqa
671,Abend::N,sera,unnuk
672,Abend::N,serata,unnuk
673,Nacht::N,notte,unnuaq
674,Woche::N,settimana,sapaatip akunnera
675,Monat::N,mese,qaammat
676,Jahr::N,anno,ukioq
677,Frühling::N,primavera,upernaaq
678,Sommer::N,estate,aasaq
679,Herbst::N,autunno,ukiaq
680,Winter::N,inverno,ukioq
681,Januar::N,gennaio,siulleeq
682,Januar::N,gennaio,qaammaliaq
683,Februar::N,febbraio,aarlaat
684,März::N,marzo,marsi
685,März::N,marzo,martsi
686,April::N,aprile,
687,Mai::N,maggio,maaji
688,Juni::N,giugno,juuni
689,Juli::N,luglio,juuli
690,August::N,agosto,aggusti
691,September::N,settembre,septembari
692,Oktober::N,ottobre,oktobari
693,November::N,novembre,novembari
694,Dezember::N,dicembre,detsembari
695,Montag::N,lunedì,ataasinngortoq
696,Dienstag::N,martedì,marlunngorneq
697,Mittwoch::N,mercoledì,pingasunngorneq
698,Donnerstag::N,giovedì,sisamanngorneq
699,Freitag::N,venerdì,tallimanngorneq
700,Samstag::N,sàbato,arfininngorneq
701,Sonntag::N,domenica,sapaat
702,Sonntag::N,domenica,sapaati
703,groß::A,grande,angivoq
704,klein::A,pìccolo,mikivoq
705,lang::A,lungo,takisooq
706,kurz::A,corto,naatsoq
707,breit::A,largo,silippoq
708,schmal::A,stretto,amitsoq
709,dicht::A,denso,torsusooq
710,dick[Gegenstand]::A,spesso,issuvoq
711,dick[Gegenstand]::A,spesso,issusooq
712,dünn::A,sottile,amitsoq
713,fein::A,fine,mamarpoq
714,fein::A,delicato,mamarpoq
715,fest::A,sodo,tangeqarpoq
716,fest::A,fisso,tangeqarpoq
717,flach::A,piano,nalimmappoq
718,flach::A,piatto,nalimmappoq
719,glatt::A,liscio,quasak
720,hart::A,duro,mattusooq
721,hart::A,duro,manngerpoq
722,hart::A,duro,titeqquluppoq
723,weich::A,molle,nerumaarpoq
724,rund::A,rotondo,ammallorippoq
725,spitz::A,aguzzo,qummukujooq
726,spitz::A,appuntito,qummukujooq
727,scharf::A,affilato,ipippoq
728,scharf::A,tagliente,ipippoq
729,stumpf::A,smussato,anngerpoq
730,schwer::A,pesante,oqimaappoq
731,schön::A,bello,kusanarpoq
732,heiß::A,caldo,kiappoq
733,heiß::A,bollente,kiappoq
734,warm::A,caldo,oqorpoq
735,kalt::A,freddo,issippoq
736,kühl::A,fresco,pueqqortippoq
737,frisch::A,fresco,
738,feucht::A,ùmido,isugutavoq
739,feucht::A,ùmido,qaasernarpoq
740,nass::A,bagnato,imerorpoq
741,trocken::A,secco,panerpoq
742,voll::A,pieno,ulikkaarpoq
743,leer::A,vuoto,imaattuarpoq
744,offen::A,aperto,ammavoq
745,geschlossen::A,chiuso,matuvoq
746,sauber::A,netto,eqqippoq
747,sauber::A,netto,sukuluippoq
748,sauber::A,netto,ipeqanngilaq
749,sauber::A,pulito,eqqippoq
750,sauber::A,pulito,sukuluippoq
751,sauber::A,pulito,ipeqanngilaq
752,schmutzig::A,sporco,tapappoq
753,schmutzig::A,sporco,minguppoq
754,schmutzig::A,sùdicio,tapappoq
755,schmutzig::A,sùdicio,minguppoq
756,roh::A,crudo,aapavoq
757,reif::A,maturo,qaarulerpoq
758,lecker::A,ghiotto,
759,lecker::A,squisito,
760,süß::A,dolce,tungusunnippoq
