,Concept_ID,ko,mn
293,Laut::N,음성,анир
294,Laut::N,음성,дуу
295,Ton::N,목소리,авиа
296,Ton::N,목소리,аялгуу
297,Lied::N,노래,дуу
298,Ruhe::N,쉼,энх
299,Ruhe::N,쉼,тайван
300,Leute::N,사람들,хүмүүс
301,Volk::N,국중,улс
302,Arbeit::N,근로,ажил
303,Arbeit::N,근로,хөдөлмөр
304,Arbeit::N,너무,ажил
305,Arbeit::N,너무,хөдөлмөр
306,Gast::N,손님,зочин
307,Gast::N,손님,айлчин
308,Geschenk::N,행하,бэлэг
309,Spiel::N,무리,наадам
310,Spiel::N,무리,тоглоом
311,Gesellschaft::N,교제,хамт байх
312,Hilfe::N,거들음,тусламж
313,Hilfe::N,보좌,тусламж
314,Freund::N,친구,найз
315,Freund::N,친구,нөхөр
316,Kamerad::N,동실자,хань
317,Kamerad::N,동실자,нөхөр
318,Angelegenheit::N,용무,хэрэг
319,Anzahl::N,어떤,тоо
320,Anzahl::N,수,тоо
321,Art::N,정류,төрөл
322,Art::N,정류,янз
323,Stück::N,일부분,хэсэг
324,Teil::N,몱,хувь
325,Teil::N,몱,хэсэг
326,Teil::N,구훠,хувь
327,Teil::N,구훠,хэсэг
328,Hälfte::N,2분의,хагас
329,Kreis::N,고리,тойрог
330,Kreis::N,고리,хүрээ
331,Kreuz::N,열십자,загалмай
332,Linie::N,선,шугам
333,Strich::N,스침,зураас
334,Abstand::N,거리,зай
335,Entfernung::N,거리,зай
336,Entfernung::N,거리,хол ойр
337,Gegend::N,곳,хавь
338,Gegend::N,곳,газар
339,Gegend::N,부금,хавь
340,Gegend::N,부금,газар
341,Platz::N,장소,зай
342,Platz::N,장소,завсар
343,Ort::N,장소,газар
344,Ort::N,장소,байр
345,Seite::N,옆면,тал
346,Seite::N,옆면,этгээд
347,Mitte::N,궁간,төв
348,Mitte::N,궁간,дунд
349,Gegenstand::N,항목,юм
350,Sache::N,뭉에,үйл
351,Sache::N,뭉에,хэрэг
352,Rand::N,가,зах
353,Rand::N,가,хөвөө
354,Kante::N,귀퉁,ирмэг
355,Ecke::N,구석,өнцөг
356,Spitze::N,끝,үзүүр
357,Spitze::N,참단,үзүүр
358,Ende::N,말당,зах
359,Ende::N,말당,үзүүр
360,Loch::N,빙옷,цоорхой
361,Loch::N,빙옷,онгорхой
362,Winkel::N,각도,өнцөг
363,Muster::N,본,хээ
364,Muster::N,본,угалз
365,Muster::N,견복,хээ
366,Muster::N,견복,угалз
367,Größe::N,신장,хэмжээ
368,Länge::N,길이긺,урт
369,Höhe::N,높이,өндөр
370,Gewicht::N,추,жин
371,Menge::N,수양,тоо
372,Haufen::N,퇴적,бөөн
373,Reihe::N,열,эгнээ
374,Boot::N,보트,завь
375,Ruder::N,노,сэлүүр
376,Schlitten::N,썰매,чарга
377,Ski::N,스키,цана
378,Lagerfeuer::N,캠프의 모닥불,түүдэг
379,Last::N,무거운짐,ачаа
380,Gang::N,걸음,явдал
381,Schritt::N,보조,алхам
382,Norden::N,북쪽 ,умар
383,Süden::N,남쪽,урд
384,Süden::N,남쪽,өмнө
385,Westen::N,서쪽,өрнө
386,Westen::N,서쪽,баруун
387,Osten::N,동쪽,зүүн
388,Osten::N,동쪽,дорно
389,Holz::N,목재,мод
390,Brett::N,마루널,банз
391,Platte::N,탤,хавтан
392,Platte::N,금속판,хавтан
393,Stütze::N,버팀목,тулгуур
394,Stütze::N,버팀목,тулга
395,Stange::N,장대,сургааг
396,Stock::N,막대기,саваа
397,Stab::N,작대기,таяг
398,Rohr::N,갈대,хоолой
399,Haus::N,집,гэр
400,Haus::N,집,байшин
401,Heim::N,집,гэр
402,Ofen::N,아궁이,зуух
403,Ofen::N,아궁이,пийшин
404,Fußboden::N,마루,шал
405,Tisch::N,탁자,ширээ
406,Stuhl::N,의자,сандал
407,Wiege::N,발상지,өлгий
408,Bett::N,침대,ор
409,Regal::N,서가,тавиур
410,Kiste::N,짐궤,авдар
411,Kiste::N,짐궤,хайрцаг
412,Fenster::N,눔,гэгээвч
413,Tür::N,문,үүд
414,Tür::N,문,хаалга
415,Tor::N,대문,хаалга
416,Zaun::N,담장,хашаа
417,Dach::N,지붕,дээвэр
418,Leiter::N,사닥다리,шат
419,Besen::N,비,хамуур
420,Besen::N,비,туужуу
421,Spaten::N,가래,хүрз
422,Schaufel::N,삽,хүрз
423,Gabel::N,갈래,сэрээ
424,Löffel::N,숟가락,халбага
425,Messer::N,나이프,хутга
426,Nagel::N,발툽,хадаас
427,Netz::N,그물,өөш
428,Netz::N,그물,тор
429,Haken::N,갈고리,гох
430,Griff::N,움켜쥠,иш
431,Griff::N,움켜쥠,сэнж
432,Schloss::N,자물쇠,цуурга
433,Schloss::N,자물쇠,цоож
434,Bild::N,그림,зураг
435,Figur::N,몸메,баримал
436,Puppe::N,인형,хүүхэлдэй
437,Beutel::N,클,агсаа
438,Beutel::N,클,уут
439,Bündel::N,자근다발,боодол
440,Tasche::N,가방,цүнх
441,Eimer::N,동이,хөнөг
442,Eimer::N,동이,хувин
443,Deckel::N,뚜껑,таг
444,Deckel::N,뚜껑,хавхаг
445,Geschirr::N,식시,сав суулга
446,Sack::N,조갑,шуудай
447,Tasse::N,차잔,аяга
448,Topf::N,단지,тогоо
449,Kessel::N,주전자,тогоо
450,Essen::N,먹기,идээ
451,Nahrung::N,식료,хүнс
452,Speise::N,음식물,идээ
453,Fleisch::N,고기,мах
454,Getreide::N,곡물,будаа
455,Brei::N,젤리,богшмол
456,Brei::N,젤리,будаа
457,Brot::N,빵,талх
458,Scheibe::N,원반,зүсэм
459,Scheibe::N,원반,хэрчим
460,Fett::N,기름,өөх
461,Butter::N,버터,тос
462,Öl::N,올리브유,тос
463,Salz::N,소금,давс
464,Suppe::N,국,шөл
465,Suppe::N,수프,шөл
466,Honig::N,감미,бал
467,Milch::N,유즙,сүү
468,Tee::N,차,цай
469,Leder::N,가죽,арьс
470,Leder::N,가죽,савхи
471,Wolle::N,양털,ноос
472,Wolle::N,양털,унгас
473,Stoff::N,패료,бөс
474,Nadel::N,바늘,зүү
475,Faden::N,콘실,боолт
476,Faden::N,콘실,утас
477,Knopf::N,단추,товч
478,Knoten::N,곁절,зангилаа
479,Farbe::N,색,будаг
480,Kleidung::N,옷입기,хувцас
481,Hemd::N,속옷,цамц
482,Kragen::N,깃,зах заам
483,Ärmel::N,소매,ханцуй
484,Hose::N,바지,өмд
485,Gürtel::N,밴드,бүс
486,Mütze::N,모자,малгай
487,Mütze::N,모자,бүрх
488,Schuh::N,구두,туфли
489,Stiefel::N,장화,гутал
490,Ring::N,고리,бөгж
491,Band::N,리본,тууз
492,Kamm::N,빗,сам
493,Spiegel::N,거울,толь
494,Riemen::N,가죽끈,тасам
495,Riemen::N,가죽끈,сур
496,Schnur::N,밧줄,татлага
497,Leine::N,고삐줄,оосор
498,Decke::N,이부자리,хөнжил
499,Decke::N,이부자리,хучлага
500,Kissen::N,깔개,дэр
501,Tuch::N,천,алчуур
502,Tuch::N,천,даавуу
503,Handtuch::N,수건,алчуур
504,Kraft::N,세력,чадал
505,Kraft::N,세력,хүч
506,Stärke::N,힘,эрч
507,Stärke::N,힘,тэнхээ
508,Gesundheit::N,위생,бие
509,Gesundheit::N,위생,эрүүл мэнд
510,Krankheit::N,병,эмгэг
511,Schmerz::N,아픔고통,өвчин
512,Wunde::N,상처,шарх
513,Fieber::N,열별,халуун
514,Arznei::N,약,эм
515,Brücke::N,교량,гүүр
516,Brunnen::N,원천,худаг
517,Weide::N,목장,бэлчээр
518,Pfad::N,좁은길,жим
519,Pfad::N,좁은길,зөрөг
520,Weg::N,길,зам
521,Weg::N,길,харгуй
522,Straße::N,길,зам
523,Straße::N,길,харгуй
524,Dorf::N,촌,тосгон
525,Dorf::N,촌,гацаа
526,Dorf::N,촌락,тосгон
527,Dorf::N,촌락,гацаа
528,Stadt::N,도시,хот
529,Brief::N,서한,захидал
530,Brief::N,서한,захиа
531,Buch::N,책,ном
532,Buch::N,책,бичиг
533,Buchstabe::N,문자,үсэг
534,Zeitung::N,신문,сонин
535,Leben::N,삶,амь
536,Leben::N,삶,амьдрал
537,Tod::N,죽음,үхэл
538,Grab::N,무덤,булш
539,Kirche::N,교회,сүм
540,Sünde::N,부정,нүгэл
541,Sünde::N,부정,хилэнц
542,Gott::N,하느님,бурхан
543,Arbeiter::N,일하는사람,ажилчин
544,Arbeiter::N,일하는사람,хөдөлмөрчин
545,Chef::N,사장,дарга
546,Meister::N,명인,дархан
547,Meister::N,대가,дархан
548,Arzt::N,의사,эмч
549,Lehrer::N,교사,багш
550,Geld::N,돈,цаас
551,Geld::N,돈,мөнгө
552,Geschäft::N,일,наймаа
553,Laden::N,가게,дэлгүүр
554,Preis::N,가격,үнэ
555,Ware::N,상품,таваар
556,Ware::N,상품,бараа
557,Nutzen::N,이익,ашиг
558,Reichtum::N,많음,баялаг
559,Welt::N,세상,дэлхий
560,Welt::N,세상,орчлон
561,Land::N,지방,улс
562,Land::N,지방,орон
563,Staat::N,국가,төр
564,Staat::N,국가,гүрэн
565,König::N,국왕,ван
566,Macht::N,힘,засаг
567,Grenze::N,국경,хил
568,Krieg::N,전쟁,дайн
569,Feind::N,적,дайсан
570,Gewalt::N,권력,хүчирхэх
571,Kampf::N,전투,тэмцэл
572,Kampf::N,전투,байлдаан
573,Bogen[Waffe]::N,활,нум
574,Pfeil::N,화살,годил
575,Pfeil::N,화살,сум
576,Gewehr::N,무기,буу
577,Fehler::N,오류,эндэл
578,Fehler::N,오류,алдаа
579,Lüge::N,거짓말,худал
580,Schaden::N,손상,хор
581,Schaden::N,손상,хөнөөл
582,Unglück::N,불행,гай
583,Unglück::N,불행,гамшиг
584,Schuld::N,부채,гэм
585,Schuld::N,부채,буруу
586,Alter::N,연령,нас
587,Schluss::N,마감,эцэс
588,Schluss::N,마감,төгсгөл
589,Zeit::N,때,цаг
590,Zeit::N,시간,цаг
591,Tag::N,하루,өдөр
592,Morgen::N,이침,өглөө
593,Mittag::N,대낮,үд
594,Abend::N,저녁,үдэш
595,Nacht::N,밤,шөнө
596,Woche::N,근무일,долоо хоног
597,Monat::N,달,сар
598,Jahr::N,해,жил
599,Frühling::N,봄,хавар
600,Sommer::N,여름,зун
601,Herbst::N,가을,намар
602,Winter::N,겨울,өвөл
603,Januar::N,일월,нэгдүгээр сар
604,Februar::N,이월,хоёрдугаар сар
605,März::N,삼월,гуравдугаар сар
606,April::N,사월,дөрөвдүгээр сар
607,Mai::N,오월,тавдугаар сар
608,Juni::N,유월,зургаадугаар сар
609,Juli::N,칠월,долдугаар сар
610,August::N,팔월,наймдугаар сар
611,September::N,구월,есдүгээр сар
612,Oktober::N,시월,аравдугаар сар
613,November::N,십일월,арван нэгдүгээр сар
614,Dezember::N,십이월,арван хоёрдугаар сар
615,Montag::N,월요일,даваа
616,Dienstag::N,화요일,мягмар
617,Mittwoch::N,수요일,лхагва
618,Donnerstag::N,모교일,пүрэв
619,Freitag::N,그묘일,баасан
620,Samstag::N,토요일,бямба
621,Sonntag::N,일요일,ням
622,groß::A,큰,их
623,groß::A,큰,том
624,klein::A,자근,бага
625,klein::A,자근,жаахан
626,lang::A,긴,урт
627,kurz::A,짧은,охор
628,kurz::A,짧은,богино
629,breit::A,넓은,өргөн
630,schmal::A,좁은,уйтан
631,schmal::A,좁은,нарийн
632,dicht::A,농밀한,нягт
633,dicht::A,농밀한,чигжүү
634,dick[Gegenstand]::A,두꺼운,зузаан
635,dünn::A,얇은,нимгэн
636,fein::A,미세한,нарийн
637,fest::A,굳은,бөх
638,fest::A,굳은,хатуу
639,flach::A,얕은,хавтгай
640,glatt::A,반들반들한,цагаан
641,hart::A,굳은,хатуу
642,weich::A,연한,зөөлөн
643,rund::A,둥근,дугуй
644,rund::A,둥근,дугариг
645,spitz::A,뾰족한,шовх
646,spitz::A,뾰족한,шовгор
647,scharf::A,날카로운,хурц
648,scharf::A,날카로운,иртэй
649,stumpf::A,무딘,мохоо
650,schwer::A,무거운,хүнд
651,schön::A,멋진,гуа
652,schön::A,멋진,сайхан
653,heiß::A,뜨거운,халуун
654,warm::A,따뜻한,дулаан
655,kalt::A,찬,хүйтэн
656,kühl::A,서늘한,сэрүүн
657,frisch::A,신선한,эрүүл
658,frisch::A,신선한,жихүүн
659,feucht::A,축축한,чийгтэй
660,nass::A,젖은,нойтон
661,trocken::A,마른,хатсан
662,voll::A,완전한,дүүрэн
663,leer::A,빈,хоосон
664,offen::A,열린,онгорхой
665,geschlossen::A,닫힌,битүү
666,geschlossen::A,닫힌,хаалтай
667,sauber::A,깨끗한,цэвэр
668,sauber::A,깨끗한,хиргүй
669,schmutzig::A,더러운,бохир
670,schmutzig::A,더러운,хиртэй
671,roh::A,날게잇의,түүхий
672,reif::A,이근,болсон
673,lecker::A,맛있는,амттай
674,süß::A,단,амттай
675,süß::A,단,чихэрлэг
676,bitter::A,찌르는듯한,гашуун
677,sauer::A,산성의,эсгэлэн
678,hell::A,밝은,гэгээн
679,hell::A,밝은,гэрэлтэй
680,dunkel::A,어두운,бараан
681,dunkel::A,어두운,харанхуй
682,schwarz::A,검은,хар
683,weiß::A,하얀,цагаан
684,rot::A,붉은,улаан
685,gelb::A,황색,шар
686,blau::A,푸른,хөх
687,blau::A,푸른,цэнхэр
688,grün::A,녹색의,ногоон
689,grau::A,회색의,орог
690,grau::A,회색의,саарал
691,bunt::A,알록달록한,эрээн
692,billig::A,싼,хямд
693,teuer::A,값비산,үнэтэй
694,wertvoll::A,가치가많은,үнэт
695,blind::A,눈먼,сохор
696,taub::A,무감간한,чих хатуу
697,kräftig::A,강장한,чийрэг
698,stark::A,강한,хүчтэй
699,stark::A,강한,чадалтай
700,schwach::A,약한,сул
701,fett::A,실찐,тарган
702,fett::A,실찐,голигор
703,schlank::A,호리호리한,голшиг
704,hübsch::A,예쁜,сайхан
705,hübsch::A,예쁜,хөөрхөн
706,böse::A,나쁜,муу
707,böse::A,나쁜,хортой
708,dumm::A,어리석은,тэнэг
709,faul::A,너덜너덜한,залхуу
710,fleißig::A,근면한,чармайлтгай
711,geizig::A,인색한,харамч
712,geschickt::A,교묘한,дүйтэй
713,lieb::A,친애하는,хайрт
714,lustig::A,유쾌한,цэнгэлтэй
715,sanft::A,온화한,наалинхай
716,hungrig::A,배고픈,өлөн
717,hungrig::A,배고픈,өлссөн
718,krank::A,병든,өвчтэй
719,nackt::A,벌거벗은,нүцгэн
720,traurig::A,슬픈,гунигт
721,lebendig::A,살아있는,амьд
722,lebendig::A,살아있는,амьтай
723,gut::A,좋은,сайн
724,schlecht::A,나쁜,муу
725,schlecht::A,나쁜,өөдгүй
726,richtig::A,바른,зөв
727,richtig::A,바른,зүйтэй
728,schlimm::A,못된,муухай
729,wahr::A,참된,үнэн
730,wahr::A,참된,жинхэнэ
731,alt::A,늙은,хуучин
732,neu::A,새,шинэ
733,ehemalig::A,전의,агсан
734,ehemalig::A,전의,байсан
735,alt[Lebewesen]::A,낡은,өвгөн
736,alt[Lebewesen]::A,낡은,хижээл
737,jung::A,젊은,залуу
738,arm::A,가난한,ядуу
739,reich::A,풍부한,баян
740,reich::A,풍부한,баялаг
741,bekannt::A,저명한,танил
742,berühmt::A,유명한,цуутай
743,berühmt::A,유명한,алдартай
744,fremd::A,타처이,харь
745,fremd::A,타처이,гадаад
746,verschieden::A,따른,ондоо
747,verschieden::A,따른,янз янзын
748,nah::A,가까운,ойрын
749,nah::A,가까운,дөтийн
750,fern::A,먼,холын
751,linker::A,왼쭉의,буруу
752,rechter::A,오른쪽의,баруун
753,anderer::A,다른,өөр
754,anderer::A,다른,нөгөө
755,erster::A,첫째,нэгдэх
756,erster::A,첫째,нэгдүгээр
757,zweiter::A,둘째,хоёрдугаар
758,dritter::A,셋째,гуравдугаар
759,letzter::A,의후자의,сүүлийн
760,allein::ADV,훌로,ганцаараа
761,auf einmal::ADV,갑자기,нэгмөсөн
762,zusammen::ADV,모아서,цуг
763,zusammen::ADV,모아서,хамт
764,lange::ADV,오래,удаан
765,plötzlich::ADV,둘연한,гэнэт
766,sofort::ADV,즉시,дороо
767,später::ADV,보다늦은,дараа
768,jetzt::ADV,목하,өнөө
769,heute::ADV,오늘,өнөө
770,heute::ADV,오늘,өнөөдөр
771,morgen::ADV,내일,маргааш
772,morgen::ADV,내일,маргаадар
773,bald::ADV,곱,түргэн
774,bald::ADV,곱,удахгүй
775,dann::ADV,그경우에,хожим
776,dann::ADV,그경우에,тэгээд
777,gestern::ADV,어제,өчигдөр
778,einst::ADV,옛날에,нэг
779,damals::ADV,그때에,тэгэхэд
780,danach::ADV,그 뒤에,тэгээд
781,danach::ADV,그 뒤에,дараа нь
782,vorher::ADV,미리,урьд
783,zuerst::ADV,최초로,анх
784,zuerst::ADV,최초로,эхлээд
785,einmal::ADV,한번,нэг удаа
786,manchmal::ADV,땓대로,хааяа
787,manchmal::ADV,땓대로,заримдаа
788,oft::ADV,땓대로,олонтоо
789,immer::ADV,늘,байнга
790,niemals::ADV,결코...(하지)않다,хэзээ ч
791,niemals::ADV,결코...(하지)않다,хэдийд ч
792,hier::ADV,여기,энд
793,hierhin::ADV,여기로,нааш
794,dort::ADV,거기,тэнд
795,dorthin::ADV,저기예,тийш
796,geradeaus::ADV,곧장,шулуун
797,vorwärts::ADV,앞으로,урагшаа
798,rückwärts::ADV,뒤로,буцаан
799,rückwärts::ADV,뒤로,сөөргөө
800,zurück::ADV,제자리로,буцаж
801,zurück::ADV,제자리로,гэдрэг
802,unten::ADV,아래에,дор
803,hinab::ADV,아래쪽으로,уруу
804,oben::ADV,위에,дээр
805,hinauf::ADV,위쪽으로,өөд
806,hinauf::ADV,위쪽으로,дээш
807,überall::ADV,도처에,хааяагүй
