,Concept_ID,tr,is
183,Katze::N,kedi,köttur
184,Bär::N,ayı,björn
185,Eichhörnchen::N,sincap,íkorni
186,Elch::N,büyük kuzey geyiği,elgur
187,Fuchs::N,tilki,refur
188,Hase::N,tavşan,héri
189,Maus::N,fare,mús
190,Maus::N,sıçan,mús
191,Wolf::N,kurt,úlfur
192,Vogel::N,kuş,fugl
193,Schwarm::N,sürü,sægur
194,Huhn::N,tavuk,hæna
195,Hahn::N,horoz,hani
196,Gans::N,kaz,gæs
197,Adler::N,kartal,örn
198,Adler::N,karakuş,örn
199,Ente::N,ördek,önd
200,Eule::N,baykuş,uggla
201,Kranich::N,turna,trana
202,Krähe::N,karga,kráka
203,Kuckuck::N,guguk,gaukur
204,Schwan::N,kuğu,svanur
205,Fisch::N,balık,fiskur
206,Barsch::N,hani,aborri
207,Barsch::N,levrek,aborri
208,Hecht::N,turnabalığı,gedda
209,Schlange[Tier]::N,yılan,naðra
210,Wurm::N,kurt,ormur
211,Wurm::N,solucan,ormur
212,Spinne::N,örümcek,kónguló
213,Ameise::N,karınca,maur
214,Laus::N,bit,lús
215,Mücke::N,sivrisinek,mý
216,Mücke::N,sivrisinek,mýfluga
217,Fliege::N,sinek,fluga
218,Schmetterling::N,kelebek,fiðrildi
219,Beere::N,tane,ber
220,Apfel::N,elma,epli
221,Pilz::N,mantar,sveppur
222,Zwiebel::N,soğan,laukur
223,Saat::N,ekin,fræ
224,Saat::N,ekin,útsæði
225,Korn::N,tane,korn
226,Heu::N,kuru ot,hey
227,Schale::N,kabuk,hýði
228,Grube::N,çukur,gryfja
229,Falle::N,tuzak,gildra
230,Schlinge::N,ilmik,snara
231,Spur::N,iz,spor
232,Asche::N,kül,aska
233,Dreck::N,pislik,óþverri
234,Eisen::N,demir,járn
235,Gold::N,altın,gull
236,Silber::N,gümüş,silfur
237,Kohle::N,kömür,kol
238,Glas::N,cam,gler
239,Lehm::N,balçık,leir
240,Sand::N,kum,sandur
241,Mensch::N,insan,maður
242,Mensch::N,insan,manneskja
243,Mann::N,adam,maður
244,Mann::N,adam,karlmaður
245,Mann::N,erkek,maður
246,Mann::N,erkek,karlmaður
247,Frau::N,bayan,kona
248,Kind::N,çocuk,barn
249,Kind::N,çocuk,krakki
250,Junge::N,erkek çocuk,drengur
251,Mädchen::N,kız,stelpa
252,Familie::N,aile,fjölskylda
253,Großvater::N,dede,afi
254,Großvater::N,büyükbaba,afi
255,Großmutter::N,nine,amma
256,Großmutter::N,büyükanne,amma
257,Eltern::N,ebeveyn,foreldrar
258,Eltern::N,ana baba,foreldrar
259,Vater::N,ata,faðir
260,Vater::N,baba,faðir
261,Mutter::N,ana,móðir
262,Mutter::N,anne,móðir
263,Sohn::N,oğul,sonur
264,Tochter::N,kız,dóttir
265,Tochter::N,kız evlât,dóttir
266,Bruder::N,abi,bróðir
267,Bruder::N,erkek kardeş,bróðir
268,Schwester::N,abla,systir
269,Schwester::N,kız kardeş,systir
270,Onkel::N,dayı,föðurbróðir
271,Tante::N,hala,frænka
272,Tante::N,hala,móðursystir
273,Tante::N,teyze,frænka
274,Tante::N,teyze,móðursystir
275,Ehemann::N,koca,eiginmaður
276,Ehefrau::N,karı,eiginkona
277,Freude::N,neşe,gleði
278,Freude::N,sevinç,gleði
279,Gelächter::N,gülme,hlátur
280,Gelächter::N,kahkaha,hlátur
281,Glück::N,mutluluk,gæfa
282,Kummer::N,dert,sorg
283,Kummer::N,keder,sorg
284,Wunsch::N,arzu,ósk
285,Wunsch::N,istek,ósk
286,Lust::N,arzu,fýsn
287,Lust::N,arzu,löngun
288,Lust::N,heves,fýsn
289,Lust::N,heves,löngun
290,Geist::N,tin,andi
291,Gedanke::N,fikir,hugsun
292,Gedanke::N,düşünce,hugsun
293,Gedächtnis::N,bellek,minni
294,Verstand::N,zekâ,vit
295,Sinn::N,anlam,merking
296,Grund::N,sebep,ástæða
297,Wahrheit::N,doğruluk,sannleikur
298,Wahrheit::N,gerçeklik,sannleikur
299,Gespräch::N,görüşme,samtal
300,Märchen::N,masal,ævintýri
301,Erzählung::N,öykü,saga
302,Erzählung::N,hikâye,saga
303,Nachricht::N,haber,frétt
304,Neuigkeit::N,haber,frétt
305,Name::N,ad,nafn
306,Name::N,isim,nafn
307,Rätsel::N,bilmece,gáta
308,Rede::N,söylev,ræða
309,Rede::N,konuşma,ræða
310,Sprache::N,dil,mál
311,Sprache::N,dil,tungumál
312,Sprache::N,lisan,mál
313,Sprache::N,lisan,tungumál
314,Stimme::N,ses,rödd
315,Wort::N,kelime,orð
316,Zeichen::N,işaret,tákn
317,Zeichen::N,işaret,merki
318,Ruf::N,çağırma,kall
319,Lärm::N,şamata,hávaði
320,Lärm::N,gürültü,hávaði
321,Laut::N,ses,hljóð
322,Ton::N,ses,tónn
323,Lied::N,türkü,ljóð
324,Lied::N,türkü,söngur
325,Ruhe::N,sakinlik,ró
326,Ruhe::N,sakinlik,kyrrð
327,Leute::N,halk,fólk
328,Leute::N,insanlar,fólk
329,Volk::N,ulus,þjóð
330,Volk::N,millet,þjóð
331,Arbeit::N,iş,vinna
332,Arbeit::N,çalışma,vinna
333,Gast::N,konuk,gestur
334,Gast::N,misafir,gestur
335,Geschenk::N,hediye,gjöf
336,Geschenk::N,armağan,gjöf
337,Spiel::N,oyun,leikur
338,Gesellschaft::N,çevre,selskapur
339,Gesellschaft::N,arkadaşlık,selskapur
340,Hilfe::N,yardım,hjálp
341,Freund::N,dost,vinur
342,Freund::N,arkadaş,vinur
343,Kamerad::N,arkadaş,félagi
344,Angelegenheit::N,iş,mál
345,Angelegenheit::N,iş,málefni
346,Angelegenheit::N,husus,mál
347,Angelegenheit::N,husus,málefni
348,Anzahl::N,sayı,tala
349,Anzahl::N,sayı,fjöldi
350,Art::N,çeşit,tegund
351,Stück::N,tane,biti
352,Stück::N,tane,stykki
353,Stück::N,parça,biti
354,Stück::N,parça,stykki
355,Teil::N,kısım,hluti
356,Teil::N,kısım,partur
357,Hälfte::N,yarı,helmingur
358,Kreis::N,daire,hringur
359,Kreuz::N,haç,kross
360,Kreuz::N,haç,krossmark
361,Linie::N,hat,lína
362,Linie::N,çizgi,lína
363,Strich::N,çizgi,strik
364,Abstand::N,aralık,millibil
365,Entfernung::N,mesafe,fjarlægð
366,Entfernung::N,uzaklık,fjarlægð
367,Gegend::N,yöre,hérað
368,Platz::N,yer,pláss
369,Ort::N,yer,staður
370,Seite::N,yan,hlið
371,Seite::N,taraf,hlið
372,Mitte::N,orta,miðja
373,Mitte::N,merkez,miðja
374,Gegenstand::N,şey,hlutur
375,Sache::N,iş,mál
376,Sache::N,şey,mál
377,Rand::N,kenar,brún
378,Kante::N,kenar,rönd
379,Ecke::N,köşe,horn
380,Spitze::N,uç,oddur
381,Spitze::N,baş,oddur
382,Ende::N,uç,endi
383,Loch::N,oyuk,gat
384,Loch::N,oyuk,hola
385,Loch::N,delik,gat
386,Loch::N,delik,hola
387,Winkel::N,köşe,skot
388,Winkel::N,köşe,krókur
389,Muster::N,örnek,munstur
390,Größe::N,büyüklük,stærð
391,Länge::N,uzunluk,lengd
392,Höhe::N,yükseklik,hæð
393,Gewicht::N,ağırlık,vigt
394,Gewicht::N,ağırlık,þyngd
395,Menge::N,miktar,magn
396,Haufen::N,küme,hrúga
397,Haufen::N,küme,haugur
398,Haufen::N,yığın,hrúga
399,Haufen::N,yığın,haugur
400,Reihe::N,sıra,röð
401,Boot::N,kayık,bátur
402,Boot::N,sandal,bátur
403,Ruder::N,kürek,ár
404,Schlitten::N,kızak,sleði
405,Ski::N,kayak,skíði
406,Lagerfeuer::N,kamp ateşi,varðeldur
407,Last::N,yük,byrði
408,Last::N,yük,farmur
409,Gang::N,gidiş,ganga
410,Gang::N,yürüyüş,ganga
411,Schritt::N,adım,skref
412,Norden::N,kuzey,norður
413,Süden::N,güney,suður
414,Westen::N,batı,vestur
415,Osten::N,doğu,austur
416,Holz::N,ağaç,viður
417,Holz::N,tahta,viður
418,Brett::N,tahta,fjöl
419,Platte::N,levha,flötur
420,Stütze::N,dayak,stoð
421,Stütze::N,destek,stoð
422,Stange::N,çubuk,stöng
423,Stock::N,sopa,prik
424,Stock::N,sopa,stafur
425,Stock::N,değnek,prik
426,Stock::N,değnek,stafur
427,Stab::N,sırık,prik
428,Stab::N,sırık,stafur
429,Stab::N,baston,prik
430,Stab::N,baston,stafur
431,Rohr::N,boru,rör
432,Rohr::N,boru,pípa
433,Haus::N,ev,hús
434,Heim::N,ev,heimili
435,Heim::N,yurt,heimili
436,Ofen::N,soba,ofn
437,Fußboden::N,taban,gólf
438,Fußboden::N,döşeme,gólf
439,Tisch::N,masa,borð
440,Stuhl::N,iskemle,stóll
441,Stuhl::N,sandalye,stóll
442,Wiege::N,beşik,vagga
443,Bett::N,yatak,rúm
444,Bett::N,yatak,hvíla
445,Regal::N,raf,hilla
446,Kiste::N,sandık,kassi
447,Fenster::N,pencere,gluggi
448,Tür::N,kapı,dyr
449,Tür::N,kapı,hurð
450,Tor::N,kapı,hlið
451,Zaun::N,çit,girðing
452,Zaun::N,çit,limgarður
453,Dach::N,dam,þak
454,Dach::N,çatı,þak
455,Leiter::N,merdiven,stigi
456,Besen::N,süpürge,sópur
457,Spaten::N,bel,spaði
458,Schaufel::N,kürek,skófla
459,Gabel::N,çatal,gaffall
460,Löffel::N,kaşık,skeið
461,Messer::N,bıçak,hnífur
462,Nagel::N,çivi,nögl
463,Netz::N,ağ,net
464,Haken::N,çengel,krókur
465,Griff::N,kulp,tak
466,Griff::N,tutamak,tak
467,Schloss::N,kilit,lás
468,Bild::N,imaj,mynd
469,Bild::N,resim,mynd
470,Figur::N,şekil,stytta
471,Figur::N,heykel,stytta
472,Puppe::N,kukla,brúða
473,Beutel::N,kese,poki
474,Beutel::N,kese,baggi
475,Beutel::N,torba,poki
476,Beutel::N,torba,baggi
477,Bündel::N,deste,böggull
478,Tasche::N,çanta,veski
479,Eimer::N,kova,fata
480,Deckel::N,kapak,lok
481,Geschirr::N,kap kacak,leirtau
482,Sack::N,torba,sekkur
483,Tasse::N,fincan,bolli
484,Topf::N,tencere,pottur
485,Kessel::N,kazan,ketill
486,Essen::N,yemek,matur
487,Nahrung::N,gıda,fæða
488,Nahrung::N,besin,fæða
489,Speise::N,yemek,réttur
490,Speise::N,yemek,matarréttur
491,Fleisch::N,et,kjöt
492,Getreide::N,tahıl,korn
493,Getreide::N,hububat,korn
494,Brei::N,ezme,grautur
495,Brot::N,ekmek,brauð
496,Scheibe::N,dilim,sneið
497,Fett::N,yağ,fita
498,Butter::N,tereyağı,smjör
499,Öl::N,yağ,olía
500,Öl::N,akar yağ,olía
501,Salz::N,tuz,salt
502,Suppe::N,çorba,súpa
503,Honig::N,bal,hunang
504,Milch::N,süt,mjólk
505,Tee::N,çay,te
506,Leder::N,deri,skinn
507,Leder::N,meşin,skinn
508,Wolle::N,yün,ull
509,Stoff::N,kumaş,dúkur
510,Nadel::N,iğne,nál
511,Faden::N,tire,þráður
512,Faden::N,iplik,þráður
513,Knopf::N,düğme,tala
514,Knopf::N,düğme,hnappur
515,Knoten::N,düğüm,hnútur
516,Farbe::N,boya,málning
517,Kleidung::N,giyim,búningur
518,Kleidung::N,giyim,klæðnaður
519,Hemd::N,gömlek,skyrta
520,Kragen::N,yaka,kragi
521,Kragen::N,yaka,flibbi
522,Ärmel::N,yen,ermi
523,Ärmel::N,elbise kolu,ermi
524,Hose::N,pantolon,buxur
525,Gürtel::N,kuşak,belti
526,Mütze::N,bere,húfa
527,Mütze::N,kasket,húfa
528,Schuh::N,kundura,skór
529,Schuh::N,ayakkabı,skór
530,Stiefel::N,çizme,stígvél
531,Ring::N,yüzük,hringur
532,Band::N,bağ,band
533,Band::N,şerit,band
534,Kamm::N,tarak,greiða
535,Spiegel::N,ayna,spegill
536,Riemen::N,kayış,ól
537,Riemen::N,kayış,reim
538,Schnur::N,ip,snúra
539,Schnur::N,sicim,snúra
540,Leine::N,kayış,band
541,Decke::N,örtü,teppi
542,Decke::N,yorgan,teppi
543,Kissen::N,yastık,koddi
544,Tuch::N,bez,klútur
545,Handtuch::N,havlu,þurrka
546,Handtuch::N,havlu,handklæði
547,Kraft::N,güç,afl
548,Kraft::N,güç,kraftur
549,Kraft::N,kuvvet,afl
550,Kraft::N,kuvvet,kraftur
551,Stärke::N,kuvvet,styrkur
552,Gesundheit::N,sağlık,heilsa
553,Gesundheit::N,sağlık,heilbrigði
554,Krankheit::N,hastalık,sjúkdómur
555,Schmerz::N,ağrı,sársauki
556,Schmerz::N,sancı,sársauki
557,Wunde::N,yara,sár
558,Fieber::N,ateş,hitasótt
559,Arznei::N,ilâç,lyf
560,Brücke::N,köprü,brú
561,Brunnen::N,kuyu,brunnur
562,Brunnen::N,çeşme,brunnur
563,Weide::N,otlak,hagi
564,Pfad::N,patika,stígur
565,Pfad::N,keçiyolu,stígur
566,Weg::N,yol,vegur
567,Straße::N,yol,gata
568,Straße::N,yol,stræti
569,Straße::N,cadde,gata
570,Straße::N,cadde,stræti
571,Dorf::N,köy,þorp
572,Stadt::N,kent,borg
573,Stadt::N,şehir,borg
574,Brief::N,mektup,bréf
575,Buch::N,kitap,bók
576,Buchstabe::N,harf,bókstafur
577,Zeitung::N,gazete,dagblað
578,Leben::N,hayat,líf
579,Tod::N,ölüm,dauði
580,Grab::N,kabir,gröf
581,Kirche::N,kilise,kirkja
582,Sünde::N,günah,synd
583,Gott::N,tanrı,guð
584,Arbeiter::N,işçi,verkamaður
585,Chef::N,şef,yfirmaður
586,Chef::N,müdür,yfirmaður
587,Meister::N,usta,meistari
588,Arzt::N,hekim,læknir
589,Arzt::N,doktor,læknir
590,Lehrer::N,hoca,kennari
591,Lehrer::N,öğretmen,kennari
592,Geld::N,para,peningar
593,Geschäft::N,ticaret,viðskipti
594,Laden::N,dükkân,búð
595,Laden::N,dükkân,verslun
596,Preis::N,fiyat,verð
597,Ware::N,mal,vara
598,Nutzen::N,fayda,gagn
599,Reichtum::N,servet,auður
600,Reichtum::N,zenginlik,auður
601,Welt::N,dünya,veröld
602,Land::N,ülke,land
603,Staat::N,devlet,ríki
604,König::N,kral,konungur
605,Macht::N,kudret,vald
606,Macht::N,iktidar,vald
607,Grenze::N,had,landamæri
608,Grenze::N,sınır,landamæri
609,Krieg::N,savaş,stríð
610,Feind::N,düşman,fjandmaður
611,Gewalt::N,zor,ofbeldi
612,Gewalt::N,cebir,ofbeldi
613,Kampf::N,savaş,bardagi
614,Bogen[Waffe]::N,yay,bogi
615,Pfeil::N,ok,ör
616,Gewehr::N,tüfek,byssa
617,Fehler::N,hata,villa
618,Fehler::N,yanlış,villa
619,Lüge::N,yalan,lygi
620,Schaden::N,zarar,skemmd
621,Unglück::N,felâket,óhamingja
622,Unglück::N,talihsizlik,óhamingja
623,Schuld::N,suç,sök
624,Schuld::N,kabahat,sök
625,Alter::N,yaş,aldur
626,Schluss::N,son,lok
627,Schluss::N,son,endir
628,Zeit::N,zaman,tími
629,Tag::N,gün,dagur
630,Morgen::N,sabah,morgunn
631,Mittag::N,öğle,hádegi
632,Abend::N,akşam,kvöld
633,Nacht::N,gece,nótt
634,Woche::N,hafta,vika
635,Monat::N,ay,mánuður
636,Jahr::N,yıl,ár
637,Jahr::N,sene,ár
638,Frühling::N,ilkbahar,vor
639,Sommer::N,yaz,sumar
640,Herbst::N,güz,haust
641,Herbst::N,sonbahar,haust
642,Winter::N,kış,vetur
643,Januar::N,ocak,janúar
644,Februar::N,şubat,február
645,März::N,mart,mars
646,April::N,nisan,apríl
647,Mai::N,mayıs,maí
648,Juni::N,haziran,júní
649,Juli::N,temmuz,júlí
650,August::N,ağustos,ágúst
651,September::N,eylül,september
652,Oktober::N,ekim,október
653,November::N,kasım,nóvember
654,Dezember::N,aralık,desember
655,Montag::N,pazartesi,mánudagur
656,Dienstag::N,salı,þriðjudagur
657,Mittwoch::N,çarşamba,miðvikudagur
658,Donnerstag::N,perşembe,fimmtudagur
659,Freitag::N,cuma,föstudagur
660,Samstag::N,cumartesi,laugardagur
661,Sonntag::N,pazar,sunnudagur
662,groß::A,büyük,stór
663,klein::A,ufak,lítill
664,klein::A,küçük,lítill
665,lang::A,uzun,langur
666,kurz::A,kısa,stuttur
667,breit::A,enli,breiður
668,breit::A,geniş,breiður
669,schmal::A,dar,mjór
670,dicht::A,sık,þéttur
671,dicht::A,yoğun,þéttur
672,dick[Gegenstand]::A,kalın,þykkur
673,dick[Gegenstand]::A,iri,þykkur
674,dünn::A,ince,þunnur
675,fein::A,ince,fíngerður
676,fein::A,narin,fíngerður
677,fest::A,sabit,fastur
678,fest::A,sağlam,fastur
679,flach::A,düz,flatur
680,flach::A,yassı,flatur
681,glatt::A,düz,háll
682,glatt::A,düz,sléttur
683,hart::A,katı,harður
684,weich::A,yumuşak,mjúkur
685,rund::A,yuvarlak,kringlóttur
686,spitz::A,sivri,oddhvass
687,scharf::A,keskin,beittur
688,stumpf::A,kör,bitlaus
689,schwer::A,ağır,þungur
690,schön::A,güzel,fagur
691,schön::A,güzel,fallegur
692,heiß::A,kızgın,heitur
693,warm::A,sıcak,hlýr
694,warm::A,sıcak,heitur
695,kalt::A,soğuk,kaldur
696,kühl::A,serin,svalur
697,frisch::A,taze,frískur
698,feucht::A,nemli,rakur
699,feucht::A,nemli,þvalur
700,feucht::A,rutubetli,rakur
701,feucht::A,rutubetli,þvalur
702,nass::A,yaş,votur
703,nass::A,yaş,blautur
704,nass::A,ıslak,votur
705,nass::A,ıslak,blautur
706,trocken::A,kuru,þurr
707,voll::A,dolu,fullur
708,voll::A,dolmuş,fullur
709,leer::A,boş,tómur
710,offen::A,açık,opinn
711,geschlossen::A,kapalı,lokaður
712,sauber::A,pak,þrifinn
713,sauber::A,temiz,þrifinn
714,schmutzig::A,pis,óhreinn
715,schmutzig::A,pis,sóðalegur
716,schmutzig::A,kirli,óhreinn
717,schmutzig::A,kirli,sóðalegur
718,roh::A,çiğ,hrár
719,reif::A,olgun,þroskaður
720,lecker::A,lezzetli,ljúffengur
721,süß::A,tatlı,sætur
722,süß::A,şekerli,sætur
723,bitter::A,acı,beiskur
724,sauer::A,ekşi,súr
725,hell::A,aydınlık,bjartur
726,dunkel::A,karanlık,dimmur
727,schwarz::A,kara,svartur
728,schwarz::A,siyah,svartur
729,weiß::A,ak,hvítur
730,weiß::A,beyaz,hvítur
731,rot::A,kırmızı,rauður
732,gelb::A,sarı,gulur
733,blau::A,mavi,blár
734,grün::A,yeşil,grænn
735,grau::A,boz,grár
736,bunt::A,renkli,marglitur
737,billig::A,ucuz,ódýr
738,teuer::A,pahalı,dýr
739,wertvoll::A,değerli,verðmætur
740,blind::A,kör,blindur
741,taub::A,sağır,heyrnarlaus
742,kräftig::A,dinç,öflugur
743,kräftig::A,kuvvetli,öflugur
744,stark::A,güçlü,sterkur
745,stark::A,kuvvetli,sterkur
746,schwach::A,zayıf,veill
747,schwach::A,güçsüz,veill
748,fett::A,şişman,feitur
749,schlank::A,narin,grannur
750,schlank::A,narin,spengilegur
751,hübsch::A,güzel,snotur
752,hübsch::A,güzel,laglegur
753,hübsch::A,sevimli,snotur
754,hübsch::A,sevimli,laglegur
755,böse::A,kötü,illur
756,böse::A,kötü,vondur
757,dumm::A,aptal,heimskur
758,faul::A,tembel,latur
759,fleißig::A,çalışkan,iðinn
760,geizig::A,cimri,nískur
761,klug::A,zekî,hygginn
762,klug::A,akıllı,hygginn
763,geschickt::A,becerikli,fimur
764,geschickt::A,becerikli,laginn
765,lieb::A,sevimli,kær
766,lieb::A,sevimli,ljúfur
767,lustig::A,neşeli,kátur
768,sanft::A,nazik,blíður
769,hungrig::A,aç,soltinn
770,hungrig::A,aç,hungraður
771,krank::A,hasta,sjúkur
772,krank::A,rahatsız,sjúkur
773,nackt::A,çıplak,nakinn
774,traurig::A,kederli,dapur
775,traurig::A,kederli,hryggur
776,traurig::A,üzüntülü,dapur
777,traurig::A,üzüntülü,hryggur
778,lebendig::A,canlı,lifandi
779,gut::A,iyi,góður
780,schlecht::A,kötü,slæmur
781,schlecht::A,kötü,lélegur
782,richtig::A,doğru,réttur
783,schlimm::A,kötü,slæmur
784,wahr::A,doğru,sannur
785,wahr::A,gerçek,sannur
786,alt::A,eski,gamall
787,neu::A,yeni,nýr
788,ehemalig::A,önceki,fyrrverandi
789,alt[Lebewesen]::A,yaşlı,gamall
790,jung::A,genç,ungur
791,arm::A,fakir,vesall
792,arm::A,fakir,fátækur
793,reich::A,zengin,ríkur
794,reich::A,zengin,auðugur
795,bekannt::A,bilinen,kunnugur
796,berühmt::A,ünlü,frægur
797,berühmt::A,meşhur,frægur
798,fremd::A,yabancı,framandi
799,fremd::A,yabancı,ókunnugur
800,verschieden::A,ayrı,ýmis
801,verschieden::A,farklı,ýmis
802,nah::A,yakın,nálægur
803,nah::A,bitişik,nálægur
804,fern::A,uzak,fjarri
805,fern::A,uzak,fjarlægur
806,linker::A,sol,vinstri
807,rechter::A,sağ,hægri
808,anderer::A,diğer,annar
809,erster::A,ilk,fyrsti
810,erster::A,birinci,fyrsti
811,zweiter::A,ikinci,annar
812,dritter::A,üçüncü,þriðji
813,letzter::A,son,síðasti
814,letzter::A,sonuncu,síðasti
815,allein::ADV,yalnız,einn
816,allein::ADV,yalnız,aleinn
817,allein::ADV,tek başına,einn
818,allein::ADV,tek başına,aleinn
819,auf einmal::ADV,birden,allt í einu
820,zusammen::ADV,beraber,saman
821,zusammen::ADV,birlikte,saman
822,lange::ADV,çok,lengi
823,lange::ADV,uzun,lengi
824,plötzlich::ADV,ansızın,skyndilega
