,Concept_ID,hi,ga
285,Tier::N,पशु,ainmhí
286,Tier::N,पशु,beithíoch
287,Tier::N,जानवर,ainmhí
288,Tier::N,जानवर,beithíoch
289,Herde::N,गल्ला,tréad
290,Kuh::N,गौ,bó
291,Kuh::N,गाय,bó
292,Bulle::N,साँड़,tarbh
293,Pferd::N,अश्व,each
294,Pferd::N,अश्व,capall
295,Pferd::N,घोड़ा,each
296,Pferd::N,घोड़ा,capall
297,Schaf::N,भेड़,caora
298,Schwein::N,शूकर,muc
299,Hund::N,श्वान,madra
300,Hund::N,कुत्ता,madra
301,Katze::N,बिल्ली,cat
302,Bär::N,रीछ,béar
303,Bär::N,भालू,béar
304,Eichhörnchen::N,गिलहरी,iora
305,Elch::N,एल्क,eilc
306,Fuchs::N,लोमड़ी,sionnach
307,Fuchs::N,लोमड़ी,madra rua
308,Hase::N,खरहा,giorria
309,Hase::N,ख़रगोश,giorria
310,Maus::N,मूष,luch
311,Maus::N,चूहा,luch
312,Wolf::N,वृक,mac tíre
313,Wolf::N,भेड़िया,mac tíre
314,Vogel::N,पक्षी,éan
315,Vogel::N,चिड़िया,éan
316,Schwarm::N,झुंड,saithe
317,Huhn::N,मुर्ग़ी,cearc
318,Hahn::N,मुर्ग़ा,coileach
319,Gans::N,हंस,gé
320,Gans::N,हंसिनी,gé
321,Adler::N,उक़ाब,iolar
322,Ente::N,बतख़,lacha
323,Ente::N,बत्तक,lacha
324,Eule::N,उल्लू,ulchabhán
325,Kranich::N,सारस,grús
326,Kranich::N,क्रौंंच,grús
327,Krähe::N,काक,caróg
328,Krähe::N,काक,préachán
329,Kuckuck::N,कोयल,cuach
330,Kuckuck::N,कोकिल,cuach
331,Schwan::N,हंस,eala
332,Schwan::N,मराल,eala
333,Fisch::N,मछली,iasc
334,Fisch::N,मत्स्य,iasc
335,Barsch::N,पर्च,péirse
336,Hecht::N,पाइक,liús
337,Schlange[Tier]::N,सर्प,nathair
338,Wurm::N,कृमि,péist
339,Wurm::N,कीड़ा,péist
340,Spinne::N,लूता,damhán alla
341,Spinne::N,मकड़ी,damhán alla
342,Ameise::N,चींटी,seangán
343,Laus::N,जूँ,míol
344,Mücke::N,डाँस,muiscít
345,Mücke::N,डाँस,corrmhíol
346,Fliege::N,मक्खी,cuil
347,Fliege::N,मक्खी,cuileog
348,Fliege::N,मक्षिका,cuil
349,Fliege::N,मक्षिका,cuileog
350,Schmetterling::N,तितली,féileacán
351,Beere::N,बेरी,caor
352,Apfel::N,सेब,úll
353,Pilz::N,खुंबी,beacán
354,Pilz::N,खुंबी,muisiriún
355,Zwiebel::N,प्याज़,oinniún
356,Saat::N,बीज,síol
357,Korn::N,दाना,gráinne
358,Heu::N,मूखी घास,féar
359,Schale::N,बकला,scaimh
360,Schale::N,छिलका,scaimh
361,Grube::N,गड्ढा,poll
362,Falle::N,जाल,gaiste
363,Falle::N,फँदा,gaiste
364,Schlinge::N,फँदा,sealán
365,Spur::N,सुराग़,rian
366,Spur::N,पद-चिह्न,rian
367,Asche::N,राख,luaith
368,Dreck::N,मैल,salachar
369,Dreck::N,गंदगी,salachar
370,Eisen::N,लोहा,iarann
371,Gold::N,सोना,ór
372,Gold::N,स्वर्ण,ór
373,Silber::N,रजत,airgead
374,Silber::N,चाँदी,airgead
375,Kohle::N,कोयला,gual
376,Glas::N,काँच,gloine
377,Lehm::N,चिकनी मिट्टी,cré
378,Sand::N,रेत,gaineamh
379,Sand::N,बालू,gaineamh
380,Mensch::N,मानव,duine
381,Mensch::N,इनसान,duine
382,Mensch::N,मनुष्य,duine
383,Mann::N,आदमी,fear
384,Mann::N,पुरुष,fear
385,Frau::N,औरत,bean
386,Frau::N,महिला,bean
387,Frau::N,स्त्री,bean
388,Kind::N,बाल,gasúr
389,Kind::N,बाल,páiste
390,Kind::N,बच्चा,gasúr
391,Kind::N,बच्चा,páiste
392,Junge::N,लड़का,buachaill
393,Mädchen::N,लड़की,cailín
394,Mädchen::N,कुमारी,cailín
395,Familie::N,परिवार,teaghlach
396,Familie::N,परिवार,comhluadar
397,Großvater::N,दादा,seanathair
398,Großmutter::N,नानी,seanmháthair
399,Eltern::N,माँ-बाप,tuismitheoirí
400,Eltern::N,माता-पिता,tuismitheoirí
401,Vater::N,बाप,athair
402,Vater::N,पिता,athair
403,Mutter::N,माँ,máthair
404,Mutter::N,माता,máthair
405,Sohn::N,बेटा,mac
406,Sohn::N,पुत्र,mac
407,Tochter::N,बेटी,iníon
408,Tochter::N,पुत्री,iníon
409,Bruder::N,भाई,deartháir
410,Bruder::N,भ्राता,deartháir
411,Schwester::N,बहन,deirfiúr
412,Schwester::N,भगिनी,deirfiúr
413,Onkel::N,ताऊ,uncail
414,Onkel::N,काका,uncail
415,Tante::N,बूआ,aintín
416,Tante::N,फूफी,aintín
417,Tante::N,ख़ाला,aintín
418,Ehemann::N,पति,fear céile
419,Ehemann::N,शौहर,fear céile
420,Ehefrau::N,बीवी,bean chéile
421,Freude::N,आनंद,áthas
422,Freude::N,प्रसन्नता,áthas
423,Gelächter::N,हँसी,gáire
424,Gelächter::N,क़हक़हा,gáire
425,Glück::N,आनंद,séan
426,Glück::N,आनंद,sonas
427,Glück::N,ख़ुशी,séan
428,Glück::N,ख़ुशी,sonas
429,Kummer::N,शोक,brón
430,Kummer::N,शोक,buairt
431,Kummer::N,दुःख,brón
432,Kummer::N,दुःख,buairt
433,Wunsch::N,इच्छा,guí
434,Wunsch::N,इच्छा,achainí
435,Wunsch::N,अभिलाषा,guí
436,Wunsch::N,अभिलाषा,achainí
437,Lust::N,चाह,fonn
438,Lust::N,कामना,fonn
439,Geist::N,जान,meon
440,Geist::N,जान,spiorad
441,Geist::N,प्राण,meon
442,Geist::N,प्राण,spiorad
443,Gedanke::N,विचार,smaoineamh
444,Gedächtnis::N,याददाश्त,cuimhne
445,Gedächtnis::N,स्मरण-शक्ति,cuimhne
446,Verstand::N,समझ,ciall
447,Verstand::N,समझ,intinn
448,Verstand::N,अक़्ल,ciall
449,Verstand::N,अक़्ल,intinn
450,Verstand::N,बुद्धि,ciall
451,Verstand::N,बुद्धि,intinn
452,Sinn::N,अर्थ,brí
453,Sinn::N,अर्थ,ciall
454,Grund::N,वजह,fáth
455,Grund::N,कारण,fáth
456,Wahrheit::N,सत्य,fírinne
457,Wahrheit::N,सच्चाई,fírinne
458,Gespräch::N,चर्चा,comhrá
459,Gespräch::N,वार्ता,comhrá
460,Gespräch::N,बात-चीत,comhrá
461,Märchen::N,क़िस्सा,scéal
462,Erzählung::N,कथा,scéal
463,Erzählung::N,कहानी,scéal
464,Nachricht::N,सूचना,teachtaireacht
465,Nachricht::N,समाचार,teachtaireacht
466,Neuigkeit::N,ख़बर,scéala
467,Neuigkeit::N,समाचार,scéala
468,Name::N,नाम,ainm
469,Rätsel::N,पहेली,tomhas
470,Rede::N,वचन,óráid
471,Rede::N,वचन,aitheasc
472,Rede::N,भाषण,óráid
473,Rede::N,भाषण,aitheasc
474,Sprache::N,भाषा,teanga
475,Sprache::N,ज़बान,teanga
476,Stimme::N,स्वर,guth
477,Stimme::N,आवाज़,guth
478,Wort::N,शब्द,focal
479,Wort::N,लफ़्ज़,focal
480,Zeichen::N,निशान,comhartha
481,Ruf::N,पुकार,glaoch
482,Ruf::N,आह्वान,glaoch
483,Lärm::N,शोर,torann
484,Lärm::N,हुल्लड़,torann
485,Laut::N,स्वर,fuaim
486,Laut::N,ध्वनि,fuaim
487,Ton::N,सुर,ton
488,Ton::N,स्वर,ton
489,Lied::N,गीत,amhrán
490,Ruhe::N,आराम,suaimhneas
491,Ruhe::N,ख़ामोशी,suaimhneas
492,Leute::N,लोग,muintir
493,Volk::N,क़ौम,pobal
494,Volk::N,प्रजा,pobal
495,Arbeit::N,काम,obair
496,Gast::N,अतिथि,aoi
497,Gast::N,मेहमान,aoi
498,Geschenk::N,उपहार,féirín
499,Geschenk::N,उपहार,bronntanas
500,Geschenk::N,तोहफ़ा,féirín
501,Geschenk::N,तोहफ़ा,bronntanas
502,Spiel::N,खेल,cluiche
503,Spiel::N,क्रीड़ा,cluiche
504,Gesellschaft::N,साथ,comhluadar
505,Hilfe::N,मदद,cúnamh
506,Hilfe::N,मदद,cabhair
507,Hilfe::N,सहायता,cúnamh
508,Hilfe::N,सहायता,cabhair
509,Freund::N,मित्र,cara
510,Kamerad::N,साथी,comrádaí
511,Kamerad::N,कामरेड,comrádaí
512,Angelegenheit::N,बात,ábhar
513,Angelegenheit::N,मामला,ábhar
514,Anzahl::N,तादाद,líon
515,Anzahl::N,संख्या,líon
516,Art::N,तरह,sórt
517,Art::N,तरह,saghas
518,Art::N,क़िस्म,sórt
519,Art::N,क़िस्म,saghas
520,Stück::N,फाँक,píosa
521,Stück::N,टुकड़ा,píosa
522,Teil::N,भाग,cuid
523,Teil::N,भाग,páirt
524,Teil::N,हिस्सा,cuid
525,Teil::N,हिस्सा,páirt
526,Hälfte::N,अर्धभाग,leath
527,Kreis::N,चक्कर,ciorcal
528,Kreuz::N,सलीब,cros
529,Kreuz::N,क्रूस,cros
530,Linie::N,लाइन,líne
531,Strich::N,लकीर,stríoc
532,Abstand::N,अंतर,achar
533,Abstand::N,फ़ासला,achar
534,Entfernung::N,दूरी,fad
535,Entfernung::N,फ़ासला,fad
536,Gegend::N,इलाक़ा,ceantar
537,Platz::N,जगह,áit
538,Platz::N,जगह,spás
539,Platz::N,स्थान,áit
540,Platz::N,स्थान,spás
541,Ort::N,स्थल,áit
542,Ort::N,स्थान,áit
543,Seite::N,ओर,taobh
544,Seite::N,तरफ़,taobh
545,Mitte::N,बीच,lár
546,Mitte::N,मध्य,lár
547,Gegenstand::N,चीज़,ball
548,Gegenstand::N,चीज़,ábhar
549,Gegenstand::N,पदार्थ,ball
550,Gegenstand::N,पदार्थ,ábhar
551,Sache::N,चीज़,ní
552,Sache::N,चीज़,rud
553,Sache::N,वस्तु,ní
554,Sache::N,वस्तु,rud
555,Rand::N,छोर,imeall
556,Rand::N,छोर,ciumhais
557,Rand::N,उपांत,imeall
558,Rand::N,उपांत,ciumhais
559,Kante::N,कोर,corr
560,Kante::N,कोर,colbha
561,Kante::N,किनारा,corr
562,Kante::N,किनारा,colbha
563,Ecke::N,कोना,coirnéal
564,Ecke::N,नुक्कड़,coirnéal
565,Spitze::N,नोक,gob
566,Spitze::N,नोक,barr
567,Ende::N,छोर,ceann
568,Ende::N,छोर,foirceann
569,Ende::N,सिरा,ceann
570,Ende::N,सिरा,foirceann
571,Loch::N,छेद,poll
572,Loch::N,सूराख़,poll
573,Winkel::N,कोण,cúinne
574,Winkel::N,कोण,uillinn
575,Winkel::N,कोना,cúinne
576,Winkel::N,कोना,uillinn
577,Muster::N,नमूना,patrún
578,Muster::N,डिज़ाइन,patrún
579,Größe::N,परिमाण,méid
580,Größe::N,परिमाण,toise
581,Größe::N,विस्तार,méid
582,Größe::N,विस्तार,toise
583,Länge::N,लंबाई,fad
584,Höhe::N,ऊँचाई,airde
585,Höhe::N,उच्चता,airde
586,Gewicht::N,भार,meáchan
587,Gewicht::N,वज़न,meáchan
588,Menge::N,मात्रा,méid
589,Haufen::N,ढेर,cnap
590,Haufen::N,अंबार,cnap
591,Reihe::N,क़तार,líne
592,Reihe::N,क़तार,sraith
593,Reihe::N,पंक्ति,líne
594,Reihe::N,पंक्ति,sraith
595,Boot::N,नाव,bád
596,Boot::N,नौका,bád
597,Ruder::N,चप्पू,rámh
598,Ruder::N,चप्पू,maide rámha
599,Schlitten::N,बर्फ़-गाड़ी,carr sleamhnáin
600,Ski::N,स्की,scí
601,Lagerfeuer::N,अलाव,tine champa
602,Lagerfeuer::N,कैंप-फ़ायर,tine champa
603,Last::N,भार,ualach
604,Gang::N,चाल,siúlóid
605,Schritt::N,डग,céim
606,Schritt::N,डग,coiscéim
607,Schritt::N,क़दम,céim
608,Schritt::N,क़दम,coiscéim
609,Norden::N,उत्तर,tuaisceart
610,Süden::N,दक्खिन,deisceart
611,Westen::N,पश्चिम,iarthar
612,Osten::N,पूरब,oirthear
613,Holz::N,काठ,adhmad
614,Holz::N,काष्ठ,adhmad
615,Brett::N,पटरा,clár
616,Brett::N,तख़्ता,clár
617,Platte::N,फलक,leac
618,Platte::N,तख़्ता,leac
619,Stütze::N,टेक,taca
620,Stütze::N,थूनी,taca
621,Stange::N,छड़,polla
622,Stange::N,छड़,cuaille
623,Stange::N,बाँस,polla
624,Stange::N,बाँस,cuaille
625,Stock::N,लाठी,bata
626,Stock::N,लाठी,maide
627,Stab::N,लग्गा,maide
628,Stab::N,लग्गा,bachall
629,Rohr::N,नल,píopa
630,Haus::N,घर,teach
631,Haus::N,मकान,teach
632,Heim::N,घर,baile
633,Heim::N,गृह,baile
634,Ofen::N,चूल्हा,sornóg
635,Fußboden::N,फ़र्श,urlár
636,Tisch::N,मेज़,bord
637,Tisch::N,मेज़,tábla
638,Stuhl::N,कुरसी,cathaoir
639,Wiege::N,पालना,cliabhán
640,Wiege::N,हिंडोला,cliabhán
641,Bett::N,खाट,leaba
642,Bett::N,पलंग,leaba
643,Regal::N,शेल्फ़,seilf
644,Kiste::N,पेटी,bosca
645,Kiste::N,डिब्बा,bosca
646,Fenster::N,खिड़की,fuinneoig
647,Tür::N,द्वार,doras
648,Tür::N,दरवाज़ा,doras
649,Tor::N,फाटक,geata
650,Zaun::N,बाड़ा,fál
651,Zaun::N,बाड़ा,claí
652,Dach::N,छत,díon
653,Dach::N,छप्पर,díon
654,Leiter::N,सीढ़ी,dréimire
655,Besen::N,झाड़ू,scuab
656,Besen::N,बुहारी,scuab
657,Spaten::N,कुदाल,spád
658,Spaten::N,कुदाल,rámhainn
659,Schaufel::N,बेलचा,sluasaid
660,Schaufel::N,फावड़ा,sluasaid
661,Gabel::N,काँटा,forc
662,Gabel::N,काँटा,gabhlóg
663,Löffel::N,चम्मच,spúnóg
664,Messer::N,छुरा,scian
665,Messer::N,चाक़ू,scian
666,Nagel::N,कील,tairne
667,Nagel::N,मेख़,tairne
668,Netz::N,जाल,líon
669,Netz::N,जाल,eangach
670,Haken::N,अंकुश,croch
671,Griff::N,मूठ,cos
672,Griff::N,मूठ,hanla
673,Griff::N,हत्था,cos
674,Griff::N,हत्था,hanla
675,Schloss::N,ताला,glas
676,Bild::N,चित्र,pictiúr
677,Figur::N,मूर्ति,fíor
678,Puppe::N,पुतली,bábóg
679,Puppe::N,गुड़िया,bábóg
680,Beutel::N,झोला,mála
681,Beutel::N,झोला,mealbhóg
682,Bündel::N,पुलिंदा,beart
683,Tasche::N,बेग,mála
684,Tasche::N,बस्ता,mála
685,Eimer::N,बाल्टी,buicéad
686,Deckel::N,ढक्कन,clár
687,Deckel::N,ढक्कन,claibín
688,Geschirr::N,बरतन-भाँड़े,soithí
689,Geschirr::N,बरतन-भाँड़े,gréithe
690,Sack::N,बोरा,sac
691,Sack::N,बोरा,mála
692,Tasse::N,प्याला,cupán
693,Topf::N,देग़चा,pota
694,Kessel::N,देग़,citeal
695,Kessel::N,बटलोई,citeal
696,Essen::N,खाना,béile
697,Nahrung::N,भोजन,bia
698,Speise::N,खाना,mias
699,Speise::N,व्यंजन,mias
700,Fleisch::N,मांस,feoil
701,Fleisch::N,गोश्त,feoil
702,Getreide::N,अनाज,grán
703,Getreide::N,अनाज,arbhar
704,Brei::N,भरता,brúitín
705,Brei::N,दलिया,brúitín
706,Brot::N,रोटी,arán
707,Scheibe::N,कतला,píosa
708,Scheibe::N,कतला,slisne
709,Fett::N,वसा,saill
710,Fett::N,वसा,méathras
711,Fett::N,चरबी,saill
712,Fett::N,चरबी,méathras
713,Butter::N,मक्खन,im
714,Öl::N,तेल,ola
715,Salz::N,नमक,salann
716,Suppe::N,सूप,sú
717,Suppe::N,सूप,anraith
718,Suppe::N,शोरबा,sú
719,Suppe::N,शोरबा,anraith
720,Honig::N,शहद,mil
721,Milch::N,दूध,bainne
722,Tee::N,चाय,tae
723,Leder::N,चमड़ा,leathar
724,Wolle::N,ऊन,olann
725,Stoff::N,कपड़ा,éadach
726,Nadel::N,सूई,snáthaid
727,Faden::N,डोरा,snáth
728,Knopf::N,बटन,cnaipe
729,Knopf::N,घुंडी,cnaipe
730,Knoten::N,गाँठ,snaidhm
731,Knoten::N,गुत्थी,snaidhm
732,Farbe::N,रंग,péint
733,Farbe::N,वर्ण,péint
734,Kleidung::N,पहनावा,éadaí
735,Hemd::N,कुरता,léine
736,Hemd::N,क़मीज़,léine
737,Kragen::N,गरदनी,bóna
738,Kragen::N,गरेबान,bóna
739,Ärmel::N,आस्तीन,muinchille
740,Hose::N,पैंट,bríste
741,Hose::N,पैंट,treabhsar
742,Hose::N,पतलून,bríste
743,Hose::N,पतलून,treabhsar
744,Gürtel::N,पेटी,crios
745,Gürtel::N,मेखला,crios
746,Mütze::N,टोपी,caipín
747,Schuh::N,जूता,bróg
748,Stiefel::N,बूट,buatais
749,Ring::N,अँगूठी,fáinne
750,Band::N,पट्टी,ribín
751,Kamm::N,कंघी,cíor
752,Spiegel::N,आईना,scáthán
753,Spiegel::N,दर्पण,scáthán
754,Riemen::N,तसमा,iall
755,Riemen::N,तसमा,strapa
756,Riemen::N,पट्टा,iall
757,Riemen::N,पट्टा,strapa
758,Schnur::N,डोरी,téad
759,Schnur::N,डोरी,sreangán
760,Schnur::N,सुतली,téad
761,Schnur::N,सुतली,sreangán
762,Leine::N,रस्सी,iall
763,Decke::N,रज़ाई,pluid
764,Decke::N,रज़ाई,blaincéad
