,Concept_ID,ko,lv
0,Auge::N,눈,син
1,Auge::N,눈,acs
2,Ohr::N,귀,пель
3,Ohr::N,귀,auss
4,Nase::N,코,ныр
5,Nase::N,코,deguns
6,Mund::N,입,вом
7,Mund::N,입,mute
8,Zahn::N,이,пинь
9,Zahn::N,이,zobs
10,Zunge::N,혀,кыв
11,Zunge::N,혀,mēle
12,Lippe::N,입술,вом дор
13,Lippe::N,입술,lūpa
14,Wange::N,뺨,бан
15,Wange::N,뺨,vaigs
16,Gesicht::N,얼굴,чужӧм
17,Gesicht::N,얼굴,seja
18,Gesicht::N,얼굴,ģīmis
19,Stirn::N,이마,плеш
20,Stirn::N,이마,кымӧс
21,Stirn::N,이마,piere
22,Haar::N,털,си
23,Haar::N,털,юрси
24,Haar::N,털,mats
25,Schnurrbart::N,윗수몀,ус
26,Schnurrbart::N,윗수몀,пыртсим
27,Schnurrbart::N,윗수몀,ūsas
28,Schnurrbart::N,코밑수염,ус
29,Schnurrbart::N,코밑수염,пыртсим
30,Schnurrbart::N,코밑수염,ūsas
31,Bart::N,수엄,тош
32,Bart::N,수엄,bārda
33,Kinn::N,아래턱,тшӧка
34,Kinn::N,아래턱,zods
35,Kinn::N,아래턱,smakrs
36,Kiefer[Anatomie]::N,턱,черлы
37,Kiefer[Anatomie]::N,턱,алака лы
38,Kiefer[Anatomie]::N,턱,вомкӧтш лы
39,Kiefer[Anatomie]::N,턱,žoklis
40,Kehle::N,인후,голя
41,Kehle::N,인후,rīkle
42,Hals::N,목,сьылі
43,Hals::N,목,kakls
44,Genick::N,먹덜이,юрбӧр
45,Genick::N,먹덜이,балябӧж
46,Genick::N,먹덜이,sprands
47,Kopf::N,머리,юр
48,Kopf::N,머리,galva
49,Rücken::N,든,мыш
50,Rücken::N,든,mugura
51,Bauch::N,배,рушку
52,Bauch::N,배,vēders
53,Nabel::N,배꼽,гӧг
54,Nabel::N,배꼽,naba
55,Busen::N,가슴속,морӧс
56,Busen::N,가슴속,krūts
57,Brust::N,가슴,морӧс
58,Brust::N,가슴,krūts
59,Schulter::N,어깨,пельпом
60,Schulter::N,어깨,plecs
61,Arm::N,팔,ки
62,Arm::N,팔,roka
63,Arm::N,팔,delms
64,Ellenbogen::N,팔쿰치,гырддза
65,Ellenbogen::N,팔쿰치,elkonis
66,Hand::N,손,ки
67,Hand::N,손,roka
68,Hand::N,손,plauksta
69,Handfläche::N,손바닥,ки пыдӧс
70,Handfläche::N,손바닥,delna
71,Handfläche::N,손바닥,plauksta
72,Finger::N,속가락,чунь
73,Finger::N,속가락,pirksts
74,Fingernagel::N,손톱,гыж
75,Fingernagel::N,손톱,nags
76,Nagel[Anatomie]::N,손톱,гыж
77,Nagel[Anatomie]::N,손톱,nags
78,Zeh::N,발가락,кок чунь
79,Zeh::N,발가락,pirksts
80,Fuß::N,발,кок
81,Fuß::N,발,kāja
82,Ferse::N,발꿈치,кокбӧр
83,Ferse::N,발꿈치,papēdis
84,Knie::N,무릎,пидзӧс
85,Knie::N,무릎,celis
86,Oberschenkel::N,허벅다리,лядьвей
87,Oberschenkel::N,허벅다리,бек
88,Oberschenkel::N,허벅다리,ciska
89,Oberschenkel::N,허벅다리,augšstilbs
90,Bein::N,다리,кок
91,Bein::N,다리,kāja
92,Körper::N,구간,туша
93,Körper::N,구간,вывтыр
94,Körper::N,구간,miesa
95,Körper::N,구간,ķermenis
96,Haut::N,살갗,ку
97,Haut::N,살갗,āda
98,Blut::N,피,вир
99,Blut::N,피,asins
100,Ader::N,정맥,сӧн
101,Ader::N,정맥,asinsvads
102,Sehne::N,현,вез
103,Sehne::N,현,dzīsla
104,Knochen::N,뼈,лы
105,Knochen::N,뼈,kauls
106,Gehirn::N,뇌,вем
107,Gehirn::N,뇌,smadzenes
108,Gehirn::N,뇌수,вем
109,Gehirn::N,뇌수,smadzenes
110,Herz::N,염통,сьӧлӧм
111,Herz::N,염통,sirds
112,Magen::N,위,кынӧм
113,Magen::N,위,kuņģis
114,Leber::N,간,мус
115,Leber::N,간,aknas
116,Atem::N,기식,лов
117,Atem::N,기식,elpa
118,Hunger::N,공복,тшыг
119,Hunger::N,공복,bads
120,Hunger::N,공복,izsalkums
121,Träne::N,눈물,синва
122,Träne::N,눈물,asara
123,Geschmack::N,기호,кӧр
124,Geschmack::N,기호,чӧсмӧс
125,Geschmack::N,기호,garša
126,Geruch::N,냄새,зын
127,Geruch::N,냄새,дук
128,Geruch::N,냄새,smaka
129,Schlaf::N,수면,узьӧм
130,Schlaf::N,수면,miegs
131,Traum::N,쿰,вӧт
132,Traum::N,쿰,вӧтасьӧм
133,Traum::N,쿰,sapnis
134,Himmel::N,하늘,енэж
135,Himmel::N,하늘,debess
136,Sonne::N,해,шонді
137,Sonne::N,해,saule
138,Mond::N,달,тӧлысь
139,Mond::N,달,mēness
140,Stern::N,별,кодзув
141,Stern::N,별,zvaigzne
142,Luft::N,동준,сынӧд
143,Luft::N,동준,gaiss
144,Luft::N,가스채,сынӧд
145,Luft::N,가스채,gaiss
146,Wind::N,바람,тӧв
147,Wind::N,바람,vējš
148,Welle::N,물결,гы
149,Welle::N,물결,vilnis
150,Wasser::N,물,ва
151,Wasser::N,물,ūdens
152,Stein::N,돌,из
153,Stein::N,돌,akmens
154,Boden::N,바닥,му
155,Boden::N,바닥,augsne
156,Erde::N,흙,му
157,Erde::N,흙,му-ва
158,Erde::N,흙,zeme
159,Staub::N,먼지,бус
160,Staub::N,먼지,putekļi
161,Rauch::N,연기,тшын
162,Rauch::N,연기,dūmi
163,Funke::N,불티,кинь
164,Funke::N,불티,би кинь
165,Funke::N,불티,dzirkstele
166,Feuer::N,불,би
167,Feuer::N,불,uguns
168,Licht::N,불,югӧр
169,Licht::N,불,gaisma
170,Schatten::N,어스레함,вуджӧр
171,Schatten::N,어스레함,ēna
172,Wetter::N,기상,поводдя
173,Wetter::N,기상,laiks
174,Nebel::N,안개,ру
175,Nebel::N,안개,онь
176,Nebel::N,안개,migla
177,Wolke::N,구름,кымӧр
178,Wolke::N,구름,mākonis
179,Regen::N,비,зэр
180,Regen::N,비,lietus
181,Schnee::N,눈,лым
182,Schnee::N,눈,sniegs
183,Eis::N,얼음,йи
184,Eis::N,얼음,ledus
185,Frost::N,혹한,кӧдзыд
186,Frost::N,혹한,sals
187,Kälte::N,추위,кӧдзыд
188,Kälte::N,추위,saltums
189,Kälte::N,추위,aukstums
190,Kälte::N,차가움,кӧдзыд
191,Kälte::N,차가움,saltums
192,Kälte::N,차가움,aukstums
193,Hitze::N,고온,пӧсь
194,Hitze::N,고온,гожӧд
195,Hitze::N,고온,karstums
196,Hitze::N,더위,пӧсь
197,Hitze::N,더위,гожӧд
198,Hitze::N,더위,karstums
199,Regenbogen::N,무지개,ӧшкамӧшка
200,Regenbogen::N,무지개,varavīksne
201,Donner::N,뇌명,гым
202,Donner::N,뇌명,pērkons
203,Strömung::N,유동,ва ныр
204,Strömung::N,유동,визувтӧм
205,Strömung::N,유동,straume
206,Strömung::N,유동,strāvojums
207,Tropfen::N,물방울,войт
208,Tropfen::N,물방울,lāse
209,Schaum::N,포말,быг
210,Schaum::N,포말,быгзьӧм
211,Schaum::N,포말,putas
212,Schmutz::N,때,няйт
213,Schmutz::N,때,dubļi
214,See::N,호수,ты
215,See::N,호수,ezers
216,Sumpf::N,습지,гыбад
217,Sumpf::N,습지,кад
218,Sumpf::N,습지,dumbrājs
219,Sumpf::N,습지,staignājs
220,Moor::N,저습지,нюр
221,Moor::N,저습지,purvs
222,Moor::N,저습지,muklājs
223,Wiese::N,목초지,видз
224,Wiese::N,목초지,pļava
225,Wald::N,숲,вӧр
226,Wald::N,숲,mežs
227,Hügel::N,언덕,дзиб
228,Hügel::N,언덕,мыльк
229,Hügel::N,언덕,нӧрыс
230,Hügel::N,언덕,paugurs
231,Anhöhe::N,언덕,мыльк
232,Anhöhe::N,언덕,нӧрыс
233,Anhöhe::N,언덕,paugurs
234,Berg::N,산,чой
235,Berg::N,산,керӧс
236,Berg::N,산,kalns
237,Gipfel::N,졀졍,чук
238,Gipfel::N,졀졍,virsotne
239,Höhle::N,공동,рудӧг
240,Höhle::N,공동,ala
241,Abhang::N,몰매,ньывк
242,Abhang::N,몰매,бокша
243,Abhang::N,몰매,nogāze
244,Quelle::N,근원,ӧшмӧс
245,Quelle::N,근원,avots
246,Bach::N,내,шор
247,Bach::N,내,urga
248,Bach::N,내,strauts
249,Fluss::N,강,ю
250,Fluss::N,강,upe
251,Ufer::N,강변,вадор
252,Ufer::N,강변,krasts
253,Ufer::N,바닷가,вадор
254,Ufer::N,바닷가,krasts
255,Küste::N,해변,вадор
256,Küste::N,해변,piekraste
257,Küste::N,해변가,вадор
258,Küste::N,해변가,piekraste
259,Festland::N,본토,му
260,Festland::N,본토,sauszeme
261,Meer::N,바다,саридз
262,Meer::N,바다,jūra
263,Bucht::N,협만,куръя
264,Bucht::N,협만,līcis
265,Insel::N,섬,ді
266,Insel::N,섬,sala
267,Blume::N,꽃,дзоридз
268,Blume::N,꽃,puķe
269,Blume::N,꽃,zieds
270,Gras::N,풀,турун
271,Gras::N,풀,zāle
272,Wurzel::N,뿌리,вуж
273,Wurzel::N,뿌리,sakne
274,Baum::N,나무,пу
275,Baum::N,나무,koks
276,Stamm::N,대,пучер
277,Stamm::N,대,stumbrs
278,Rinde::N,나무껍질,кырсь
279,Rinde::N,나무껍질,miza
280,Ast::N,가지,ув
281,Ast::N,가지,zars
282,Zweig::N,가지,вож
283,Zweig::N,가지,nozare
284,Blatt::N,잎,кор
285,Blatt::N,잎,lapa
286,Birke::N,자작나무,кыдз
287,Birke::N,자작나무,bērzs
288,Kiefer[Baum]::N,소나무,пожӧм
289,Kiefer[Baum]::N,소나무,priede
290,Weide[Baum]::N,쉬양버들,бадь
291,Weide[Baum]::N,쉬양버들,kārkls
292,Tanne::N,전나무,коз
293,Tanne::N,전나무,egle
294,Horn::N,뿔,сюр
295,Horn::N,뿔,rags
296,Feder::N,깃털,гӧн
297,Feder::N,깃털,тывборд
298,Feder::N,깃털,spalva
299,Fell::N,피혁모피,ку
300,Fell::N,피혁모피,āda
301,Flügel::N,날개,борд
302,Flügel::N,날개,spārns
303,Klaue::N,갈고리 발톺,гыж
304,Klaue::N,갈고리 발톺,nags
305,Kralle::N,발툭,гыж
306,Kralle::N,발툭,nags
307,Schwanz::N,꼬리,бӧж
308,Schwanz::N,꼬리,ļipa
309,Ei::N,알,кольк
310,Ei::N,알,ola
311,Nest::N,보금자리,поз
312,Nest::N,보금자리,ligzda
313,Bau::N,굴,горс
314,Bau::N,굴,пырмӧс
315,Bau::N,굴,гу
316,Bau::N,굴,ala
317,Tier::N,짐승,пемӧс
318,Tier::N,짐승,dzīvnieks
319,Herde::N,가축의떼,стада
320,Herde::N,가축의떼,кельӧб
321,Herde::N,가축의떼,ganāmpulks
322,Kuh::N,암소,мӧс
323,Kuh::N,암소,govs
324,Bulle::N,황소,ӧш
325,Bulle::N,황소,bullis
326,Pferd::N,말,вӧв
327,Pferd::N,말,zirgs
328,Schaf::N,양,ыж
329,Schaf::N,양,aita
330,Schwein::N,돼지,порсь
331,Schwein::N,돼지,cūka
332,Hund::N,개,пон
333,Hund::N,개,suns
334,Katze::N,고양이,кань
335,Katze::N,고양이,kaķis
336,Bär::N,콤,ош
337,Bär::N,콤,lācis
338,Eichhörnchen::N,다람쥐,ур
339,Eichhörnchen::N,다람쥐,vāvere
340,Elch::N,고라니,йӧра
341,Elch::N,고라니,alnis
342,Fuchs::N,여우,руч
343,Fuchs::N,여우,lapsa
344,Hase::N,토끼,кӧч
345,Hase::N,토끼,zaķis
346,Maus::N,쥐,шыр
347,Maus::N,쥐,pele
348,Wolf::N,늑대,кӧин
349,Wolf::N,늑대,vilks
350,Vogel::N,새,кай
351,Vogel::N,새,лэбач
352,Vogel::N,새,putns
353,Schwarm::N,뗴,чукӧр
354,Schwarm::N,뗴,spiets
355,Huhn::N,암탉,курӧг
356,Huhn::N,암탉,vista
357,Hahn::N,수탉,петук
358,Hahn::N,수탉,gailis
359,Gans::N,거위,дзодзӧг
360,Gans::N,거위,zoss
361,Adler::N,수리,кутш
362,Adler::N,수리,ērglis
363,Ente::N,오리,утка
364,Ente::N,오리,pīle
365,Eule::N,부엉이,сюзь
366,Eule::N,부엉이,pūce
367,Kranich::N,두루미,тури
368,Kranich::N,두루미,dzērve
369,Krähe::N,까마귀,рака
370,Krähe::N,까마귀,vārna
371,Kuckuck::N,뻐꾸기,кӧк
372,Kuckuck::N,뻐꾸기,dzeguze
373,Schwan::N,배조,юсь
374,Schwan::N,배조,gulbis
375,Fisch::N,물고기,чери
376,Fisch::N,물고기,zivs
377,Barsch::N,농어,ёкыш
378,Barsch::N,농어,asaris
379,Hecht::N,에속스,сир
380,Hecht::N,에속스,līdaka
381,Schlange[Tier]::N,뱀,кый
382,Schlange[Tier]::N,뱀,čūska
383,Wurm::N,벌레,номыр
384,Wurm::N,벌레,tārps
385,Spinne::N,거미,черань
386,Spinne::N,거미,zirneklis
387,Ameise::N,개미,кодзувкот
388,Ameise::N,개미,skudra
389,Laus::N,이,той
390,Laus::N,이,uts
391,Mücke::N,모기,ном
392,Mücke::N,모기,ods
393,Fliege::N,날기,гут
394,Fliege::N,날기,muša
395,Schmetterling::N,나비,бобув
396,Schmetterling::N,나비,tauriņš
397,Beere::N,장과,тусь
398,Beere::N,장과,вотӧс
399,Beere::N,장과,oga
400,Apfel::N,사과,яблӧг
401,Apfel::N,사과,ābols
402,Pilz::N,고방이,тшак
403,Pilz::N,고방이,sēne
404,Zwiebel::N,양파,луккок
405,Zwiebel::N,양파,йӧнгыль
406,Zwiebel::N,양파,sīpols
407,Saat::N,씨,тусь
408,Saat::N,씨,кӧйдыс
409,Saat::N,씨,sēkla
410,Korn::N,알맹이,тусь
411,Korn::N,알맹이,grauds
412,Heu::N,건초,турун
413,Heu::N,건초,siens
414,Schale::N,피상,кор
415,Schale::N,피상,čaula
416,Schale::N,피상,čaumala
417,Falle::N,함정,лэч
418,Falle::N,함정,slazds
419,Falle::N,함정,lamatas
420,Schlinge::N,올가미,лэч
421,Schlinge::N,올가미,cilpa
422,Schlinge::N,멜빵붕대,лэч
423,Schlinge::N,멜빵붕대,cilpa
424,Spur::N,발지국,туй
425,Spur::N,발지국,pēda
426,Asche::N,재,пӧм
427,Asche::N,재,pelni
428,Dreck::N,똥,няйт
429,Dreck::N,똥,dubļi
430,Dreck::N,오물,няйт
431,Dreck::N,오물,dubļi
432,Eisen::N,쇠,кӧрт
433,Eisen::N,쇠,dzelzs
434,Eisen::N,철,кӧрт
435,Eisen::N,철,dzelzs
436,Gold::N,항금,зарни
437,Gold::N,항금,zelts
438,Silber::N,은,эзысь
439,Silber::N,은,sudrabs
440,Kohle::N,슻,шом
441,Kohle::N,슻,ogle
442,Glas::N,유리,стеклӧ
443,Glas::N,유리,stikls
444,Lehm::N,찰흙,сёй
445,Lehm::N,찰흙,māls
446,Sand::N,모래,лыа
447,Sand::N,모래,smiltis
448,Mensch::N,사람,морт
449,Mensch::N,사람,cilvēks
450,Mann::N,남자,аймӧрт
451,Mann::N,남자,мужичӧй
452,Mann::N,남자,vīrietis
453,Frau::N,여자,ань
454,Frau::N,여자,нывбаба
455,Frau::N,여자,sieviete
456,Kind::N,아이,кага
457,Kind::N,아이,bērns
458,Junge::N,소녁,пи
459,Junge::N,소녁,zēns
460,Junge::N,소녁,puika
461,Junge::N,소녁,puisis
462,Mädchen::N,소녀,ныв
463,Mädchen::N,소녀,meiča
464,Mädchen::N,소녀,skuķis
465,Mädchen::N,소녀,meitene
466,Familie::N,가족,семья
467,Familie::N,가족,ģimene
468,Großvater::N,할아버지,пӧль
469,Großvater::N,할아버지,vecaistēvs
470,Großmutter::N,할머니,баб
471,Großmutter::N,할머니,vecāmāte
472,Eltern::N,어버오,ай-мам
473,Eltern::N,어버오,бать-мам
474,Eltern::N,어버오,vecāki
475,Vater::N,아버지,бать
476,Vater::N,아버지,ай
477,Vater::N,아버지,tēvs
478,Mutter::N,어머니,мам
479,Mutter::N,어머니,māte
480,Sohn::N,아들,пи
481,Sohn::N,아들,dēls
482,Tochter::N,딸기,ныв
483,Tochter::N,딸기,meita
484,Bruder::N,형제,вок
485,Bruder::N,형제,brālis
486,Schwester::N,누이,чой
487,Schwester::N,누이,māsa
488,Onkel::N,백부,дядь
489,Onkel::N,백부,tēvocis
490,Tante::N,아주머니,тьӧт
491,Tante::N,아주머니,tante
492,Ehemann::N,남편,верӧс
493,Ehemann::N,남편,vīrs
494,Ehefrau::N,아내,гӧтыр
495,Ehefrau::N,아내,sieva
496,Freude::N,기쁨,радлун
497,Freude::N,기쁨,prieks
498,Gelächter::N,웃음,серам
499,Gelächter::N,웃음,smiekli
500,Glück::N,즐거움,шуд
501,Glück::N,즐거움,laime
502,Kummer::N,슬픔,шог
503,Kummer::N,슬픔,bēdas
504,Kummer::N,슬픔,raizes
505,Wunsch::N,소망,кӧсйӧм
506,Wunsch::N,소망,vēlme
507,Wunsch::N,소망,vēlējums
508,Geist::N,할기,лов
509,Geist::N,할기,gars
510,Gedanke::N,상념,мӧвп
511,Gedanke::N,상념,doma
512,Gedächtnis::N,기억,паметь
513,Gedächtnis::N,기억,atmiņa
514,Verstand::N,분별,вежӧр
515,Verstand::N,분별,prāts
516,Verstand::N,지능,вежӧр
517,Verstand::N,지능,prāts
518,Sinn::N,센스,мог
519,Sinn::N,센스,вежӧртас
520,Sinn::N,센스,nozīme
521,Grund::N,까닭,помка
522,Grund::N,까닭,pamats
523,Grund::N,까닭,iemesls
524,Wahrheit::N,참,збыль
525,Wahrheit::N,참,збыльтор
526,Wahrheit::N,참,taisnība
527,Wahrheit::N,참,patiesība
528,Wahrheit::N,진실,збыль
529,Wahrheit::N,진실,збыльтор
530,Wahrheit::N,진실,taisnība
531,Wahrheit::N,진실,patiesība
532,Gespräch::N,대화,сёрни
533,Gespräch::N,대화,saruna
534,Märchen::N,동화,мойд
