,Concept_ID,ml,bg
162,Schwein::N,പന്നി,свиня
163,Hund::N,നായ്,куче
164,Katze::N,പൂച്ച,котка
165,Bär::N,കരടി,мечка
166,Eichhörnchen::N,അണ്ണാൻ,катерица
167,Elch::N,കടമാന്,лос
168,Fuchs::N,കുറുക്കൻ,лисица
169,Hase::N,മുയൽ,заек
170,Maus::N,ചുണ്ടലി,мишка
171,Wolf::N,ചെന്നായ,вълк
172,Vogel::N,പക്ഷി,птица
173,Schwarm::N,കൂട്ടം,рой
174,Schwarm::N,കൂട്ടം,рояк
175,Huhn::N,കോഴി,кокошка
176,Hahn::N,പൂവൻകോഴി,петел
177,Gans::N,അരയന്നം,гъска
178,Adler::N,കഴുകൻ,орел
179,Ente::N,താറാവ്,патица
180,Eule::N,മൂങ്ങ,сова
181,Kranich::N,കൊക്ക്,жерав
182,Krähe::N,കാക്ക,врана
183,Kuckuck::N,കുയിൽ,кукувица
184,Schwan::N,അരയന്നം,лебед
185,Fisch::N,മത്സ്യം,риба
186,Barsch::N,ഒരിനം മത്സ്യം,костур
187,Hecht::N,ഒരു മത്സ്യം,щука
188,Schlange[Tier]::N,പാമ്പ്,змия
189,Wurm::N,വിര,червей
190,Spinne::N,ചിലന്തി,паяк
191,Ameise::N,ഉറുമ്പ്,мравка
192,Laus::N,പേന്,въшка
193,Mücke::N,മശകം,комар
194,Fliege::N,ഈച്ച,муха
195,Schmetterling::N,ചിത്രശലഭം,пеперуда
196,Beere::N,ബെറി,плод
197,Apfel::N,ആപ്പിൾ,ябълка
198,Pilz::N,കൂൺ,гъба
199,Zwiebel::N,സവാള,лук
200,Zwiebel::N,സവാള,кромид
201,Saat::N,വിത്ത്,семе
202,Korn::N,ധാന്യം,зърно
203,Heu::N,വയ്ക്കോൽ,сено
204,Schale::N,തൊലി,кора
205,Grube::N,കുഴി,яма
206,Grube::N,കുഴി,дупка
207,Falle::N,കെണി,примка
208,Schlinge::N,കുടുക്ക്,клуп
209,Spur::N,ചുവട്,диря
210,Spur::N,ചുവട്,следа
211,Asche::N,ചാരം,пепел
212,Dreck::N,അഴുക്ക്,кал
213,Eisen::N,ഇരുമ്പ്,желязо
214,Gold::N,സ്വർണ്ണം,злато
215,Silber::N,വെള്ളി,сребро
216,Kohle::N,കൽക്കരി,въглища
217,Glas::N,ഗ്ലാസ്,стъкло
218,Lehm::N,കളിമണ്ണ്,глина
219,Sand::N,മണൽ,пясък
220,Mensch::N,മനുഷ്യർ,човек
221,Mann::N,പുരുഷൻ,мъж
222,Frau::N,സ്ത്രീ,жена
223,Kind::N,കുഞ്ഞ്,дете
224,Junge::N,ആൺകുട്ടി,момче
225,Mädchen::N,പെൺകുട്ടി,момиче
226,Familie::N,കുടുംബം,фамилия
227,Familie::N,കുടുംബം,семейство
228,Großvater::N,അപ്പൂപ്പൻ,дядо
229,Großmutter::N,അമ്മുമ്മ,баба
230,Eltern::N,മാതാപിതാക്കള്,родители
231,Vater::N,അച്ഛൻ,баща
232,Mutter::N,അമ്മ,майка
233,Sohn::N,മകൻ,син
234,Tochter::N,മകൾ,дъщеря
235,Bruder::N,ചേട്ടൻ,брат
236,Bruder::N,അനിയൻ,брат
237,Schwester::N,ചേച്ചി,сестра
238,Schwester::N,അനിയത്തി,сестра
239,Onkel::N,അമ്മാവൻ,чичо
240,Onkel::N,അമ്മാവൻ,вуйчо
241,Tante::N,മാമി,леля
242,Ehemann::N,ഭർത്താവ്,съпруг
243,Ehefrau::N,ഭാര്യ,съпруга
244,Freude::N,ആഹ്ലാദം,радост
245,Gelächter::N,ചിരിയുടെ ശബ്ദം,смях
246,Glück::N,സന്തോഷം,щастие
247,Glück::N,സന്തുഷ്ടി,щастие
248,Kummer::N,ശോകം,тъга
249,Wunsch::N,ആഗ്രഹം,желание
250,Lust::N,ആഗ്രഹം,желание
251,Geist::N,ചുറുചുറുക്ക്,дух
252,Gedanke::N,ചിന്ത,мисъл
253,Gedächtnis::N,ഓർമ്മശക്തി,памет
254,Verstand::N,മനസ്സ്,ум
255,Verstand::N,മനസ്സ്,разум
256,Sinn::N,അർത്ഥം,смисъл
257,Grund::N,കാരണം,причина
258,Wahrheit::N,സത്യം,правда
259,Gespräch::N,സല്ലാപം,разговор
260,Märchen::N,യക്ഷിക്കഥ,приказка
261,Erzählung::N,കഥ,разказ
262,Nachricht::N,സന്ദേശം,вест
263,Nachricht::N,സന്ദേശം,известие
264,Neuigkeit::N,വാർത്ത,новина
265,Name::N,പേര്,име
266,Rätsel::N,പ്രഹേളിക,гатанка
267,Rede::N,സംസാരം,реч
268,Rede::N,സംസാരം,слово
269,Sprache::N,ഭാഷ,език
270,Stimme::N,സ്വരം,глас
271,Wort::N,വാക്ക്,дума
272,Zeichen::N,സംജ്ഞ,знак
273,Ruf::N,വിളി,зов
274,Lärm::N,ആരവം,шум
275,Lärm::N,ആരവം,глъчка
276,Laut::N,ശബ്ദം,звук
277,Ton::N,സ്വരഭേദം,тон
278,Lied::N,പാട്ട്,песен
279,Ruhe::N,നിശ്ചലത,тишина
280,Ruhe::N,നിശ്ചലത,спокойствие
281,Leute::N,ജനങ്ങൾ,хора
282,Volk::N,രാഷ്ടം,народ
283,Arbeit::N,ജോലി,труд
284,Arbeit::N,ജോലി,работа
285,Gast::N,അതിലി,гост
286,Geschenk::N,സമ്മാനം,дар
287,Geschenk::N,സമ്മാനം,подарък
288,Spiel::N,കളി,игра
289,Gesellschaft::N,കൂട്ടായ്മ,общество
290,Hilfe::N,സഹായം,помощ
291,Freund::N,സുഹൃത്ത്,приятел
292,Kamerad::N,കൂട്ടാളി,другар
293,Angelegenheit::N,കാര്യം,работа
294,Anzahl::N,എണ്ണം,брой
295,Anzahl::N,എണ്ണം,количество
296,Art::N,തരം,вид
297,Stück::N,കഷണം,къс
298,Stück::N,കഷണം,парче
299,Teil::N,ഭാഗം,дял
300,Teil::N,ഭാഗം,част
301,Hälfte::N,പകുതി,половина
302,Kreis::N,വൃത്തം,кръг
303,Kreuz::N,കുരിശടയാളം,кръст
304,Linie::N,വര,черта
305,Linie::N,രേഖ,черта
306,Strich::N,പക്ഷാഘാതം,щрих
307,Strich::N,പക്ഷാഘാതം,черта
308,Abstand::N,വിടവ്,дистанция
309,Abstand::N,വിടവ്,разстояние
310,Entfernung::N,അകലം,разстояние
311,Gegend::N,പ്രദേശം,местност
312,Platz::N,ഇടം,място
313,Ort::N,സ്ഥലം,място
314,Seite::N,വശം,страна
315,Mitte::N,മധ്യസ്ഥാനം,среда
316,Gegenstand::N,സാധനം,предмет
317,Sache::N,വസ്തു,вещ
318,Rand::N,തൊങ്ങൽ,ръб
319,Kante::N,അറ്റം,ръб
320,Kante::N,അറ്റം,кант
321,Ecke::N,മൂല,ъгъл
322,Spitze::N,അഗ്രം,връх
323,Spitze::N,അഗ്രം,острие
324,Ende::N,അവസാനം,край
325,Loch::N,ദ്വാരം,дупка
326,Winkel::N,കോൺ,кът
327,Winkel::N,കോൺ,ъгъл
328,Muster::N,ക്രമം,десен
329,Muster::N,ക്രമം,образец
330,Größe::N,വലുപ്പം,големина
331,Länge::N,നീളം,дължина
332,Höhe::N,ഉയരം,висота
333,Höhe::N,ഉയരം,височина
334,Gewicht::N,കട്ടി,тегло
335,Gewicht::N,കട്ടി,тежест
336,Menge::N,അളവ്,количество
337,Haufen::N,കൂമ്പാരം,куп
338,Haufen::N,കൂമ്പാരം,грамада
339,Reihe::N,വരി,ред
340,Reihe::N,വരി,редица
341,Boot::N,ബോട്ട്,лодка
342,Ruder::N,പങ്കായം,весло
343,Ruder::N,പങ്കായം,гребло
344,Schlitten::N,ഉരുളില്ലാവണ്ടി,шейна
345,Ski::N,ഹിമപാദുകം,ски
346,Lagerfeuer::N,തീ,огнище
347,Last::N,ഭാരം,товар
348,Gang::N,നടത്തം,ход
349,Gang::N,നടത്തം,вървеж
350,Schritt::N,ചുവട്,стъпка
351,Norden::N,വടക്ക്,север
352,Süden::N,തെക്ക്,юг
353,Westen::N,പടിഞ്ഞാറ്,запад
354,Osten::N,കിഴക്ക്,изток
355,Holz::N,തടി,дърво
356,Brett::N,ബോർഡ്,дъска
357,Platte::N,തകിട്,
358,Stütze::N,താങ്ങ്,
359,Stange::N,കമ്പ്,прът
360,Stange::N,കമ്പ്,върлина
361,Stock::N,വടി,прът
362,Stock::N,വടി,тояга
363,Stab::N,കുറുവടി,прът
364,Rohr::N,കുഴൽ,цев
365,Rohr::N,കുഴൽ,тръба
366,Haus::N,വീട്,къща
367,Heim::N,വീട്,дом
368,Ofen::N,സ്റ്റൌ,печка
369,Fußboden::N,തറ,под
370,Tisch::N,മേശ,маса
371,Stuhl::N,കസേര,стол
372,Wiege::N,തൊട്ടിൽ,люлка
373,Bett::N,കിടക്ക,легло
374,Bett::N,കിടക്ക,креват
375,Regal::N,ഷെൽഫ്,рафт
376,Regal::N,ഷെൽഫ്,етажерка
377,Kiste::N,പെട്ടി,кутия
378,Kiste::N,പെട്ടി,сандък
379,Fenster::N,ജനൽ,прозорец
380,Tür::N,വാതിൽ,врата
381,Tor::N,കവാടം,врата
382,Zaun::N,വേലി,ограда
383,Dach::N,മേൽക്കുര,покрив
384,Leiter::N,ഏണി,стълба
385,Besen::N,ചൂല്,метла
386,Spaten::N,തൂമ്പ,лопата
387,Schaufel::N,തൂമ്പ,лопата
388,Gabel::N,മുൾക്കത്തി,вилица
389,Löffel::N,സ്പൂൺ,лъжица
390,Messer::N,കത്തി,нож
391,Nagel::N,ആണി,гвоздей
392,Netz::N,വല,мрежа
393,Haken::N,കൊളുത്ത്,кука
394,Haken::N,കൊളുത്ത്,закачалка
395,Griff::N,കൈപ്പിടി,ръчка
396,Griff::N,കൈപ്പിടി,дръжка
397,Schloss::N,പൂട്ട്,брава
398,Schloss::N,പൂട്ട്,ключалка
399,Bild::N,ചിത്രം,картина
400,Figur::N,കണക്ക്,фигура
401,Puppe::N,പാവ,кукла
402,Beutel::N,ബാഗ്,кесия
403,Bündel::N,കെട്ട്,връзка
404,Tasche::N,ബാഗ്,чанта
405,Eimer::N,ബക്കറ്റ്,кофа
406,Deckel::N,ഉറ,капак
407,Deckel::N,ഉറ,похлупак
408,Geschirr::N,പിഞ്ഞാണം,съдове
409,Sack::N,ചാക്ക്,чувал
410,Tasse::N,കപ്പ്,чаша
411,Topf::N,പാത്രം,гърне
412,Topf::N,പാത്രം,тенджера
413,Kessel::N,കെറ്റ്ല്,котел
414,Essen::N,ആഹാരസമയം,ядене
415,Nahrung::N,ഭക്ഷണം,храна
416,Speise::N,ഡിഷ്,ястие
417,Fleisch::N,മാംസം,месо
418,Getreide::N,ചോളം,зърнено храни
419,Brei::N,കഞ്ഞി,каша
420,Brot::N,റോട്ടി,хляб
421,Scheibe::N,തുണ്ട്,резен
422,Fett::N,കൊഴുപ്പ്,мазнина
423,Butter::N,വെണ്ണ,масло
424,Öl::N,എണ്ണ,олио
425,Öl::N,എണ്ണ,оливия
426,Salz::N,ഉപ്പ്,сол
427,Suppe::N,സൂപ്പ്,супа
428,Honig::N,തേൻ,мед
429,Milch::N,പാൽ,мляко
430,Tee::N,ചായ,чай
431,Leder::N,തുകൽ,кожа
432,Wolle::N,കമ്പിളി,вълна
433,Stoff::N,തുണി,плат
434,Stoff::N,തുണി,материал
435,Nadel::N,സൂചി,игла
436,Faden::N,നൂല്,конец
437,Knopf::N,ബട്ടൺ,копче
438,Knoten::N,കുരുക്ക്,възел
439,Farbe::N,പെയിൻറ്,боя
440,Kleidung::N,വസ്ത്രങ്ങൾ,дрехи
441,Kleidung::N,വസ്ത്രങ്ങൾ,облекло
442,Hemd::N,ഷർട്ട്,риза
443,Kragen::N,കുപ്പായക്കഴുത്ത്,яка
444,Ärmel::N,കുപ്പായക്കൈ,ръкав
445,Hose::N,ട്രൌസർ,панталони
446,Gürtel::N,ബെൽറ്റ്,пояс
447,Gürtel::N,ബെൽറ്റ്,колан
448,Mütze::N,തൊപ്പി,каскет
449,Mütze::N,തൊപ്പി,фуражка
450,Schuh::N,ഷൂ,обувка
451,Stiefel::N,ബൂട്ട്,ботуш
452,Ring::N,മോതിരം,пръстен
453,Band::N,റിബൺ,лента
454,Band::N,റിബൺ,връзка
455,Kamm::N,ചീപ്പ്,гребен
456,Spiegel::N,കണ്ണാടി,огледало
457,Riemen::N,സ്ട്രാപ്പ്,каиш
458,Riemen::N,സ്ട്രാപ്പ്,ремък
459,Schnur::N,ചരട്,връв
460,Leine::N,കെട്ടാനുള്ള തോൽവാർ,връв
461,Leine::N,കെട്ടാനുള്ള തോൽവാർ,въже
462,Decke::N,പുതപ്പ്,покривка
463,Kissen::N,തലയിണ,възглавница
464,Tuch::N,സ്കാർഫ്,сукно
465,Handtuch::N,തോർത്ത്,пешкир
466,Handtuch::N,തോർത്ത്,кърпа за лице
467,Kraft::N,ശക്തി,мощ
468,Kraft::N,ശക്തി,сила
469,Stärke::N,ശക്തി,сила
470,Gesundheit::N,ആരോഗ്യം,здраве
471,Krankheit::N,അസുഖം,болест
472,Schmerz::N,വേദന,болка
473,Wunde::N,മുറിവ്,рана
474,Fieber::N,പനി,треска
475,Fieber::N,പനി,температура
476,Arznei::N,മരുന്ന്,лек
477,Arznei::N,മരുന്ന്,лекарство
478,Brücke::N,പാലം,мост
479,Brunnen::N,കിണർ,чешма
480,Brunnen::N,കിണർ,кладенец
481,Weide::N,മേച്ചൽ,паша
482,Weide::N,മേച്ചൽ,пасище
483,Pfad::N,വഴി,пътека
484,Weg::N,വഴി,път
485,Straße::N,റോഡ്,шосе
486,Dorf::N,ഗ്രാമം,село
487,Stadt::N,നഗരം,град
488,Brief::N,കത്ത്,писмо
489,Buch::N,പുസ്തകം,книга
490,Buchstabe::N,അക്ഷരം,буква
491,Zeitung::N,വർത്തമാനപത്രം,вестник
492,Leben::N,ജീവൻ,живот
493,Tod::N,മരണം,смърт
494,Grab::N,ശവക്കുഴി,гроб
495,Kirche::N,പള്ളി,църква
496,Sünde::N,പാപം,грях
497,Gott::N,ദൈവം,бог
498,Arbeiter::N,ജോലിക്കാരൻ,работник
499,Chef::N,മേധാവി,шеф
500,Chef::N,മേധാവി,началник
501,Meister::N,യജമാനൻ,майстор
502,Arzt::N,ഡോക്ടർ,лекар
503,Lehrer::N,അധ്യാപകൻ,учител
504,Geld::N,പണം,пари
505,Geschäft::N,ബിസിനസ്,сделка
506,Laden::N,കട,дюкян
507,Laden::N,കട,магазин
508,Preis::N,വില,цена
509,Ware::N,ചരക്ക്,стока
510,Nutzen::N,ലാഭം,полза
511,Nutzen::N,ലാഭം,облага
512,Reichtum::N,ധനം,богатство
513,Welt::N,ലോകം,свят
514,Land::N,രാജ്യം,страна
515,Staat::N,രാജ്യം,щат
516,Staat::N,രാജ്യം,държава
517,König::N,രാജാവ്,крал
518,Macht::N,അധികാരം,мощ
519,Macht::N,അധികാരം,власт
520,Grenze::N,അതിർത്തി,граница
521,Krieg::N,യുദ്ധം,война
522,Feind::N,ശത്രു,враг
523,Feind::N,ശത്രു,неприятел
524,Gewalt::N,അക്രമം,сила
525,Gewalt::N,അക്രമം,насилие
526,Kampf::N,പോരാട്ടം,борба
527,Kampf::N,പോരാട്ടം,сражение
528,Bogen[Waffe]::N,വില്ല്,лък
529,Pfeil::N,അമ്പ്,стрела
530,Gewehr::N,തോക്ക്,пушка
531,Fehler::N,പിശക്,грешка
532,Lüge::N,കള്ളം,лъжа
533,Schaden::N,കേടുപാട്,повреда
534,Unglück::N,ദൌർഭാഗ്യം,нещастие
535,Schuld::N,തെറ്റ്,вина
536,Alter::N,വയസ്സ്,възраст
537,Schluss::N,നിഗമനം,край
538,Zeit::N,സമയം,време
539,Tag::N,ദിവസം,ден
540,Morgen::N,പ്രഭാതം,утро
541,Morgen::N,പ്രഭാതം,сутрин
542,Mittag::N,ഉച്ച,обед
543,Mittag::N,ഉച്ച,пладне
544,Abend::N,സായാഹ്നം,вечер
545,Nacht::N,രാത്രി,нощ
546,Woche::N,ആഴ്ച,седмица
547,Monat::N,മാസം,месец
548,Jahr::N,വർഷം,година
549,Frühling::N,വസന്തം,пролет
550,Sommer::N,വേനൽ,лято
551,Herbst::N,ശരത്കാലം,есен
552,Winter::N,ശൈത്യം,зима
553,Januar::N,ജനുവരി,януари
554,Februar::N,ഫെബ്രുവരി,февруари
555,März::N,മാർച്ച്,март
556,April::N,ഏപ്രിൾ മാസം,април
557,Mai::N,മെയ് മാസം,май
558,Juni::N,ജൂൺ,юни
559,Juli::N,ജൂലൈ,юли
560,August::N,ആഗസ്റ്റ്,август
561,September::N,സെപ്തംബർ,септември
562,Oktober::N,ഒക്ടോബർ,октомври
563,November::N,നവംബർ,ноември
564,Dezember::N,ഡിസംബർ,декември
565,Montag::N,തിങ്കളാഴ്ച,понеделник
566,Dienstag::N,ചൊവ്വ,вторник
567,Mittwoch::N,ബുധനാഴ്ച,сряда
568,Donnerstag::N,വ്യാഴാഴ്ച,четвъртък
569,Freitag::N,വെള്ളിയാഴ്ച,петък
570,Samstag::N,ശനിയാഴ്ച,събота
571,Sonntag::N,ഞായറാഴ്ച,неделя
572,groß::A,വലിയ,едър
573,groß::A,വലിയ,голям
574,klein::A,ചെറിയ,малък
575,klein::A,ചെറിയ,дребен
576,lang::A,നീണ്ട,дълъг
577,kurz::A,ഹ്രസ്വമായ,къс
578,breit::A,വിശാലമായ,широк
579,schmal::A,ഇടുങ്ങിയ,тесен
580,dicht::A,നിബിഡമായ,гъст
581,dick[Gegenstand]::A,തടിച്ച,дебел
582,dünn::A,മെലിഞ്ഞ,тънък
583,fein::A,നേർത്ത,фин
584,fein::A,നേർത്ത,тънък
585,fest::A,ഉറപ്പുള്ള,твърд
586,fest::A,ഉറപ്പുള്ള,плътен
587,flach::A,പരന്ന,равен
588,flach::A,പരന്ന,плосък
589,glatt::A,മിനുസമുള്ള,гладък
590,hart::A,കട്ടിയുള്ള,твърд
591,hart::A,കട്ടിയുള്ള,корав
592,weich::A,മൃദുവായ,мек
593,rund::A,വട്ടത്തിലുള്ള,кръгъл
594,spitz::A,മുനയുള്ള,островръх
595,scharf::A,മൂർച്ചയുള്ള,остър
596,stumpf::A,തുറന്നടിക്കുന്ന,тъп
597,schwer::A,ഭാരമുള്ള,тежък
598,schön::A,മനോഹരമായ,хубав
599,schön::A,മനോഹരമായ,красив
600,heiß::A,ചൂടുള്ള,жарък
601,warm::A,ചൂടുള്ള,топъл
602,kalt::A,തണുത്ത,студен
603,kühl::A,തണുപ്പുള്ള,хладен
604,frisch::A,ശുദ്ധമായ,свеж
605,feucht::A,ഈറനുള്ള,влажен
606,nass::A,നനഞ്ഞ,мокър
607,trocken::A,വരണ്ട,сух
608,voll::A,നിറയെ,пълен
609,leer::A,ഒഴിഞ്ഞ,празен
610,offen::A,തുറന്ന,откровен
611,geschlossen::A,അടച്ച,закрит
612,geschlossen::A,അടച്ച,затворен
613,sauber::A,വൃത്തിയുള്ള,чист
614,schmutzig::A,അഴുക്കുനിറഞ്ഞ,мръсен
615,roh::A,അസംസ്കൃതമായ,суров
616,reif::A,പഴുത്ത,зрял
617,lecker::A,രുചികരമായ,вкусен
618,süß::A,മധുരമുള്ള,сладък
619,bitter::A,കടുത്ത,горчив
620,sauer::A,പുളിപ്പുള്ള,кисел
621,hell::A,ജ്വലിക്കുന്ന,ясен
622,hell::A,ജ്വലിക്കുന്ന,светъл
623,dunkel::A,ഇരുണ്ട,тъмен
624,schwarz::A,കറുത്ത,черен
625,weiß::A,വെളുത്ത,бял
626,rot::A,ചുവന്ന,червен
627,gelb::A,മഞ്ഞനിറമായ,жълт
628,blau::A,നീലനിറമുള്ള,син
629,grün::A,പച്ചനിറമുള്ള,зелен
630,grau::A,ചാരനിറത്തിലുള്ള,сив
631,bunt::A,വർണ്ണശബളമായ,шарен
632,bunt::A,വർണ്ണശബളമായ,пъстър
633,billig::A,വിലകുറഞ്ഞ,евтин
634,teuer::A,ചെലവേറിയ,скъп
635,wertvoll::A,വിലപിടിപ്പുള്ള,ценен
636,blind::A,അന്ധനായ,сляп
637,taub::A,കേൾവിക്കുറവുള്ള,глух
638,kräftig::A,ശക്തിയുള്ള,силен
639,stark::A,ബലമുള്ള,здрав
640,stark::A,ബലമുള്ള,силен
641,schwach::A,ക്ഷീണിച്ച,слаб
642,fett::A,കൊഴുപ്പുള്ള,тлъст
643,schlank::A,മെലിഞ്ഞ,тънък
644,schlank::A,മെലിഞ്ഞ,строен
645,hübsch::A,മനോഹരമായ,хубав
646,böse::A,പാപിയായ,зъл
647,dumm::A,വിവരംകെട്ട,глупав
648,faul::A,അലസനായ,ленив
649,faul::A,അലസനായ,мързелив
650,fleißig::A,അദ്ധ്വാനശീലമുള്ള,прилежен
651,geizig::A,പിശുക്കനായ,скъпернически
652,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,умен
653,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,разумен
654,geschickt::A,പ്രതിഭാശാലി,умел
655,geschickt::A,പ്രതിഭാശാലി,сръчен
656,lieb::A,പ്രിയപ്പെട്ട,мил
657,lieb::A,പ്രിയപ്പെട്ട,драг
