,Concept_ID,sl,cv
726,nackt::A,nág,ҫара
727,traurig::A,túžen,салхуллӑ
728,lebendig::A,žív,чӗрӗ
729,gut::A,dóber,аван
730,gut::A,dóber,лайӑх
731,schlecht::A,malopríden,япӑх
732,schlecht::A,malopríden,начар
733,richtig::A,pravílen,тӗрӗс
734,schlimm::A,húd,йӗрӗнчӗк
735,wahr::A,resníčen,чӑн
736,alt::A,stàr,кивӗ
737,neu::A,nòv,ҫӗнӗ
738,ehemalig::A,nekdánji,пулнӑ
739,alt[Lebewesen]::A,stàr,ватӑ
740,jung::A,mlád,яш
741,jung::A,mlád,ҫамрӑк
742,arm::A,ubóg,чухӑн
743,arm::A,réven,чухӑн
744,reich::A,bogàt,пуян
745,bekannt::A,znán,пӗлӗш
746,berühmt::A,sláven,чаплӑ
747,berühmt::A,znamenít,чаплӑ
748,fremd::A,túj,ют
749,verschieden::A,razlíčen,расна
750,nah::A,blížnji,ҫывӑх
751,nah::A,blížnji,ҫывӑхри
752,fern::A,dáleč,инҫе
753,fern::A,dáleč,аякри
754,linker::A,lévi,сулахай
755,rechter::A,désni,сылтӑм
756,anderer::A,drúgi,урӑх
757,erster::A,pŕvi,пӗрремӗш
758,zweiter::A,drúgi,иккӗмӗш
759,dritter::A,trétji,виҫҫӗмӗш
760,letzter::A,poslédnji,юлашки
761,allein::ADV,sám,пӗччен
762,auf einmal::ADV,obênem,кӗмӗрккен
763,zusammen::ADV,skúpaj,пӗрле
764,lange::ADV,dólgo,вӑрах
765,plötzlich::ADV,náglo,сасартӑк
766,plötzlich::ADV,nenádoma,сасартӑк
767,sofort::ADV,prècej,тӳрех
768,später::ADV,poznêje,кайран
769,jetzt::ADV,zdàj,халь
770,jetzt::ADV,zdàj,халӗ
771,heute::ADV,dánes,паян
772,morgen::ADV,jútri,ыран
773,bald::ADV,kmálu,халех
774,bald::ADV,kmálu,кӗҫех
775,dann::ADV,nató,унтан
776,gestern::ADV,včéraj,ӗнер
777,einst::ADV,nékdaj,пӗррехинче
778,damals::ADV,tedàj,ун чухне
779,damals::ADV,tedàj,апла пулсан
780,damals::ADV,takràt,ун чухне
781,damals::ADV,takràt,апла пулсан
782,danach::ADV,potèm,унтан
783,vorher::ADV,poprèj,малтан
784,zuerst::ADV,spŕva,пирвай
785,einmal::ADV,ênkrat,пӗррехинче
786,manchmal::ADV,včásih,хӑш чухне
787,oft::ADV,pogósto,тӑтӑш
788,immer::ADV,védno,ялан
789,immer::ADV,zméraj,ялан
790,niemals::ADV,nikdàr,нихӑҫан та
791,hier::ADV,tù,кунта
792,hier::ADV,túkaj,кунта
793,hierhin::ADV,sèmkaj,кунта
794,von hier::ADV,od tú,кунтан
795,dort::ADV,tàm,унта
796,dort::ADV,tàm,ҫавӑнта
797,dorthin::ADV,tjà,унта
798,dorthin::ADV,tjà,ҫавӑнта
799,geradeaus::ADV,rávno napréj,тикӗс
800,vorwärts::ADV,napréj,малалла
801,rückwärts::ADV,zádaj,хыҫала
802,zurück::ADV,nazáj,каялла
803,unten::ADV,dôli,аялта
804,unten::ADV,spôdaj,аялта
805,hinab::ADV,dôl,аялта
806,oben::ADV,gôri,ҫӳлте
807,oben::ADV,zgôraj,ҫӳлте
808,hinauf::ADV,gôr,ҫӳле
809,überall::ADV,povsód,таҫта та
810,überall::ADV,povsód,пур ҫӗрте те
811,überall::ADV,povsód,кирек ӑҫта та
812,nicht::ADV,ne,мар
813,ein wenig::ADV,málo,пӑртак
814,kaum::ADV,kómaj,аран
815,sehr::ADV,zeló,питӗ
816,so::ADV,takó,апла
817,noch::ADV,še,татах
818,nur::ADV,samó,ҫех
819,schon::ADV,žè,ӗнтӗ
820,wieder::ADV,spét,каллех
821,vergebens::ADV,zamàn,харам
822,vergebens::ADV,zastónj,харам
823,vor::PRP,pred,умӗнче
824,hinter::PRP,za,кайра
825,unter::PRP,pod,айне
826,unter::PRP,pod,айӗпе
827,unter::PRP,pod,айӗнче
828,unter::PRP,pod,ҫитеспе
829,durch::PRP,skózi,витӗр
830,neben::PRP,kràj,патӗнче
831,neben::PRP,póleg,патӗнче
832,zwischen::PRP,med,хушшинче
833,zwischen::PRP,izmed,хушшинче
834,wegen::PRP,zarádi,пула
835,wegen::PRP,zarádi,пирки
836,dies::PRN,tó,ку
837,dies::PRN,tó,ҫак
838,das::PRN,tó,ҫав
839,alles::PRN,vsè,пурте
840,alles::PRN,vsè,йӑлт
841,ich::PRN,jàz,эп
842,du::PRN,tí,эс
843,er::PRN,òn,вӑл
844,wir::PRN,mí,эпир
845,ihr::PRN,ví,эсир
846,sie::PRN,ôni,вӗсем
847,was::FPRN,káj,мӗн
848,was::FPRN,káj,мӗскер
849,was::FPRN,káj,мӗн те пулин
850,wer::FPRN,kdó,кам
851,wo::FADV,kjé,ӑҫта
852,wohin::FADV,kám,ӑҫта
853,wie::FADV,kakó,епле
854,wie::FADV,kakó,мӗнле
855,warum::FADV,zakáj,ма
856,warum::FADV,zakáj,мӗншӗн
857,wieviel::FNUM,kóliko,миҫе
858,eins::NUM,êden,пӗр
859,eins::NUM,êden,пӗрре
860,zwei::NUM,dvá,ик
861,zwei::NUM,dvá,икӗ
862,zwei::NUM,dvá,иккӗ
863,drei::NUM,trí,виҫ
864,drei::NUM,trí,виҫӗ
865,drei::NUM,trí,виҫҫӗ
866,vier::NUM,štíri,тӑват
867,fünf::NUM,pét,пилӗк
868,fünf::NUM,pét,пиллӗк
869,sechs::NUM,šést,улт
870,sechs::NUM,šést,ултӑ
871,sechs::NUM,šést,улттӑ
872,sieben::NUM,sédem,ҫич
873,sieben::NUM,sédem,ҫичӗ
874,sieben::NUM,sédem,ҫиччӗ
875,acht::NUM,ósem,сакӑр
876,acht::NUM,ósem,саккӑр
877,neun::NUM,devét,тӑхӑр
878,neun::NUM,devét,тӑххӑр
879,zehn::NUM,desét,вунӑ
880,zehn::NUM,desét,вуннӑ
881,elf::NUM,enájst,вун пӗр
882,zwölf::NUM,dvánajst,вун ик
883,zwölf::NUM,dvánajst,вун икӗ
884,zwölf::NUM,dvánajst,вун иккӗ
885,zwanzig::NUM,dvájset,ҫирӗм
886,dreißig::NUM,trídeset,вӑтӑр
887,vierzig::NUM,štírideset,хӗрӗх
888,fünfzig::NUM,pétdeset,аллӑ
889,sechzig::NUM,šéstdeset,утмӑл
890,siebzig::NUM,sédemdeset,ҫитмӗл
891,achtzig::NUM,ósemdeset,сакӑр вунӑ
892,achtzig::NUM,ósemdeset,сакӑр вуннӑ
893,neunzig::NUM,devétdeset,тӑхӑр вун
894,neunzig::NUM,devétdeset,тӑхӑр вунӑ
895,neunzig::NUM,devétdeset,тӑхӑр вуннӑ
896,hundert::NUM,stó,ҫӗр
897,tausend::NUM,tísoč,пин
898,und::CNJ,in,та
899,oder::CNJ,áli,е
900,stehen::V,státi,тӑр
901,sitzen::V,sedéti,лар
902,liegen::V,ležáti,вырт
903,hängen::V,viséti,усӑнса тӑр
904,hängen::V,viséti,ҫакӑнса тӑр
905,werden::V,postáti,пул
906,passieren::V,zgodíti se,пул
907,beginnen::V,začéti se,пуҫлан
908,enden::V,končáti se,пӗт
909,enden::V,končáti se,вӗҫлен
910,wechseln::V,ménjati se,улшӑн
911,aufgehen[Sonne]::V,vzíti,тух
912,untergehen[Sonne]::V,zaíti,анса лар
913,scheinen[Sonne]::V,sijáti,пӑх
914,donnern::V,grméti,кӗмсӗртет
915,donnern::V,grméti,авӑт
916,wehen::V,píhati,варкӑш
917,strömen::V,líti,тӑкӑн
918,fließen::V,têči,юх
919,sich drehen::V,vrtéti se,ҫаврӑн
920,schwanken::V,kolébati,чӳхен
921,schwingen::V,níhati,суллан
922,fallen::V,pádati,кип
923,fallen::V,pádati,тӳр кип
924,fallen::V,pádati,татӑлса ан
925,brennen::V,goréti,ҫун
926,rauchen::V,kadíti se,мӑкӑрлан
927,rauchen::V,kadíti se,тӗтӗм кӑлар
928,regnen::V,deževáti,ҫумӑр ҫӑвать
929,gefrieren::V,zmŕzniti,шӑн
930,tauen::V,tájati,ирӗл
931,schmelzen::V,kopnéti,ирӗл
932,trocknen::V,sušíti se,тип
933,sieden::V,kipéti,вӗре
934,faulen::V,gníti,ҫӗр
935,verfaulen::V,zgníti,ҫӗр
936,reißen::V,tŕgati se,ҫурӑл
937,versinken::V,pogrézniti se,пут
938,vergehen::V,miníti,ирт
939,erscheinen::V,pojáviti se,курӑн
940,erscheinen::V,pojáviti se,курӑнса кай
941,verschwinden::V,izgíniti,ҫухал
942,sinken::V,péšati,чак
943,abnehmen::V,pojémati,чак
944,zunehmen::V,véčati se,пысӑклан
945,zunehmen::V,množíti se,пысӑклан
946,steigen::V,dvígati se,ҫӗклен
947,wachsen::V,rásti,ӳс
948,glänzen::V,sijáti,ҫиҫ
949,funkeln::V,ískriti se,ялкӑш
950,funkeln::V,ískriti se,йӑлтӑртат
951,lärmen::V,ropotáti,шавла
952,lärmen::V,razgrájati,шавла
953,läuten::V,zvoníti,шӑнкӑравла
954,klingeln::V,zvončkljáti,шӑнкӑравла
955,klirren::V,žvenketáti,калтлат
956,klirren::V,žvenketáti,шӑнкӑлтат
957,brausen::V,šuméti,ахӑр
958,rauschen::V,šuštéti,вашӑлтат
959,rauschen::V,šuštéti,чашӑлтат
960,rauschen::V,šelestéti,вашӑлтат
961,rauschen::V,šelestéti,чашӑлтат
962,klingen::V,zvenéti,янӑра
963,bellen::V,lájati,вӗр
964,heulen::V,zavíjati,ула
965,blasen::V,píhniti,вӗр
966,pfeifen::V,pískati,шӑхӑр
967,pfeifen::V,žvížgati,шӑхӑр
968,schreien::V,kričáti,кӑшкӑр
969,stöhnen::V,stókati,йынӑш
970,zittern::V,drgetáti,чӗтре
971,leben::V,živéti,пурӑн
972,geboren werden::V,rodíti se,ҫурал
973,atmen::V,díhati,сывла
974,trinken::V,píti,ӗҫ
975,essen::V,jésti,ҫи
976,schlucken::V,požírati,ҫӑт
977,müde werden::V,péšati,ӗшен
978,müde werden::V,utrúditi se,ӗшен
979,einschlafen::V,zaspáti,ыйха пут
980,einschlafen::V,zaspáti,ҫывӑрса кай
981,schlafen::V,spáti,ҫывӑр
982,aufwachen::V,zbudíti se,вӑран
983,aufstehen::V,vstáti,тӑр
984,sich erholen::V,oddahníti se,кан
985,krank werden::V,oboléti,чирле
986,krank sein::V,bíti bolán,чирле
987,schmerzen::V,boléti,сур
988,schmerzen::V,boléti,ырат
989,husten::V,kášljati,ӳсӗр
990,genesen::V,okrévati,сывал
991,genesen::V,okrévati,тӳрлен
992,sterben::V,umréti,вил
993,umkommen::V,pogíniti,вил
994,sich bewegen::V,zganíti se,куҫ
995,sich rühren::V,premakníti se,хускал
996,sich erheben::V,vstájati,тӑр
997,sich erheben::V,vzdígniti se,тӑр
998,sich setzen::V,sésti,лар
999,hinfallen::V,pásti dôl,ӳк
1000,laufen::V,hodíti,ут
1001,schreiten::V,stópati,ут
1002,spazierengehen::V,na sprehòd íti,уҫӑлса ҫӳре
1003,spazierengehen::V,na sprehòd íti,уткаласа ҫӳре
1004,eilen::V,drvéti,васка
1005,eilen::V,drvéti,хыпалан
1006,sich beeilen::V,hitéti,васка
1007,sich beeilen::V,hitéti,хыпалан
1008,sausen::V,dírkati,ыткӑн
1009,sausen::V,dírkati,вӗҫтер
1010,rennen::V,dírjati,чуп
1011,springen::V,skákati,сик
1012,klettern::V,plézati,улӑх
1013,schaukeln::V,kolébati,йӳрӗн
1014,kriechen::V,pláziti se,шу
1015,kriechen::V,pláziti se,упален
1016,schwimmen::V,plávati,иш
1017,tauchen::V,potápljati se,чӑм
1018,rudern::V,vesláti,авӑс
1019,fahren::V,vozíti se,пыр
1020,fahren::V,peljáti se,пыр
1021,fliegen::V,létati,вӗҫ
1022,gehen::V,íti,кай
1023,weggehen::V,odíti,кай
1024,abfahren::V,odpeljáti se,тапран
1025,anhalten::V,ustáviti se,чарӑн
1026,hineingehen::V,íti nóter,кӗр
1027,eintreten::V,vstopíti,кӗр
1028,kommen::V,príti,кил
1029,ankommen::V,prispéti,ҫит
1030,ankommen::V,prihájati,ҫит
1031,zurückkommen::V,vrníti se,таврӑн
1032,zurückkommen::V,vrníti se,каялла кил
1033,bleiben::V,ostáti,юл
1034,warten::V,čákati,кӗт
1035,erwarten::V,pričakováti,кӗт
1036,suchen::V,iskáti,шыра
1037,finden::V,nájti,туп
1038,versuchen::V,poskúšati,пикен
1039,vorbereiten::V,pripráviti,хатӗрле
1040,lieben::V,ljubíti,юрат
1041,mögen::V,márati,кӑмӑлла
1042,mögen::V,márati,килӗштер
1043,lachen::V,smejáti se,кул
1044,lachen::V,smejáti se,ахӑлтат
1045,rühren::V,ganíti,ҫулӑх
1046,weinen::V,jókati,йӗр
1047,weinen::V,jókati,макӑр
1048,weinen::V,plákati,йӗр
1049,weinen::V,plákati,макӑр
1050,schimpfen::V,psováti,вӑрҫ
1051,schimpfen::V,psováti,ятлаҫ
1052,schimpfen::V,zmérjati,вӑрҫ
1053,schimpfen::V,zmérjati,ятлаҫ
1054,sich ärgern::V,jezíti se,ҫиллен
1055,sich fürchten::V,báti se,шиклен
1056,fürchten::V,báti se,хӑра
1057,fliehen::V,bežáti,тар
1058,flüchten::V,pobégniti,чупса тар
1059,sehen::V,vídeti,кур
1060,anschauen::V,oglédati,пӑхса ил
1061,ansehen::V,glédati,пӑх
1062,hören::V,slíšati,илт
1063,zuhören::V,poslúšati,итле
1064,zuhören::V,poslúšati,тӑнла
1065,probieren::V,poskúšati,астив
1066,riechen::V,dúhati,шӑршла
1067,fühlen::V,čutíti,туй
1068,fühlen::V,čutíti,сис
1069,scheinen::V,zdéti se,туйӑн
1070,zu sehen sein::V,vídeti se,курӑн
1071,vernehmen::V,čúti,пӑл
1072,frieren::V,zébsti,йӳтен
1073,tun::V,délati,ту
1074,können::V,môči,пултар
1075,wollen::V,hotéti,те
1076,anfangen::V,začéti,пуҫла
1077,beenden::V,dokončáti,пӗтер
1078,aufhören::V,prenéhati,пӑрах
1079,gelingen::V,uspéti,ӑн
1080,gelingen::V,posréčiti se,ӑн
1081,geraten::V,obnêsti se,пул
1082,öffnen::V,odpréti,уҫ
1083,schließen::V,zapréti,хуп
1084,stellen::V,postáviti,ларт
1085,stellen::V,postáviti,тӑрат
1086,setzen::V,posadíti,ларт
1087,legen::V,položíti,хур
1088,berühren::V,dotíkati se,перӗн
1089,verbinden::V,obvézati,сып
1090,bedecken::V,pokríti,вит
1091,aufhängen::V,obésiti,ҫак
1092,anzünden::V,zažgáti,ҫут
1093,aufheben::V,vzdígniti,ҫӗкле
1094,zurücklassen::V,zapustíti,манса хӑвар
1095,verlieren::V,izgubíti,ҫӗтер
1096,fallen lassen::V,navréči,ӳкер
1097,machen::V,naredíti,ту
1098,machen::V,napráviti,ту
1099,herstellen::V,izdélati,ӑстала
1100,bauen::V,gradíti,ту
1101,reparieren::V,popráviti,юса
1102,verbessern::V,izbóljšati,лайӑхлат
1103,ändern::V,spremeníti,улӑштар
1104,graben::V,kopáti,чав
1105,graben::V,kopáti,чакала
1106,graben::V,grêbsti,чав
1107,graben::V,grêbsti,чакала
1108,beugen::V,upogníti,кукӑрт
1109,biegen::V,zavíjati,ав
1110,biegen::V,zavíjati,кукӑрт
1111,drehen::V,vrtéti,ҫавӑр
1112,wenden::V,obrníti,ӳпӗнтер
1113,umdrehen::V,zasúkati,ҫавӑр
1114,heben::V,dvígati,хӑпарт
1115,hochheben::V,privzdígniti,йӑт
1116,ergreifen::V,zgrábiti,тыт
1117,halten::V,držáti,тыт
1118,drücken::V,tiščáti,пус
1119,schieben::V,ríniti,тӗк
1120,schieben::V,ríniti,тӗрт
1121,kratzen::V,práskati,хыр
1122,lecken::V,lízati,ҫула
1123,beißen::V,grísti,ҫырт
1124,beißen::V,grísti,хып
1125,abreißen::V,odtŕgati,тат
1126,abschneiden::V,odrézati,кас
1127,binden::V,vézati,ҫых
1128,stecken::V,vtakníti,чик
1129,brechen::V,lomíti,хуҫ
1130,klopfen::V,tólči,такка
1131,hauen::V,séči,шакка
1132,kleben::V,lépiti,ҫыпӑҫтар
1133,reiben::V,tréti,сӑтӑр
1134,reiben::V,dŕgniti,сӑтӑр
1135,streichen::V,namázati,сӗр
1136,schleifen::V,brúsiti,хӑйра
1137,schneiden::V,rézati,кас
1138,rütteln::V,strésti,лӑка
1139,rütteln::V,strésti,силлентер
1140,schütteln::V,majáti,лӑка
1141,schütteln::V,majáti,силлентер
1142,schwenken::V,obrníti,сулла
1143,schütten::V,sípati,тултар
1144,füllen::V,napolníti,тултар
1145,einwickeln::V,zavíti,чӗрке
1146,tragen::V,nêsti,ҫӗкле
1147,schleppen::V,vláčiti,сӗтӗр
1148,ziehen::V,vléči,тӑс
1149,aufbewahren::V,shranjeváti,усра
1150,werfen::V,lúčati,пӑрах
1151,fangen::V,ujéti,тыт
1152,packen::V,prijéti,тыт
1153,verstecken::V,skríti,пытарса хур
1154,teilen::V,razdelíti,уйӑр
1155,teilen::V,razdelíti,пайла
1156,schicken::V,pošíljati,яр
1157,bringen::V,prinêsti,кӳр
1158,hinzufügen::V,pristáviti,хуш
1159,bekommen::V,dobíti,ил
1160,bekommen::V,dobíti,туян
1161,erhalten::V,prejéti,ил
1162,erhalten::V,prejéti,туян
1163,nehmen::V,vzéti,ил
1164,wählen::V,izbírati,суйла
1165,auswählen::V,izbráti,суйла
1166,bewahren::V,ohraníti,упра
1167,behindern::V,ovírati,кансӗрле
1168,behindern::V,ovírati,чӑрмантар
1169,verderben::V,pokváriti,пӑс
1170,beschädigen::V,poškodováti,пӑс
1171,zerbrechen::V,razlomíti,ват
1172,zerbrechen::V,razlomíti,ҫӗмӗр
1173,zerreißen::V,raztŕgati,ҫур
1174,zerstören::V,razrúšiti,иш
1175,verbrennen::V,sežgáti,ҫунтар
1176,geben::V,dáti,пар
1177,reichen::V,séči,пар
1178,reichen::V,molíti,пар
1179,schenken::V,podáriti,парнеле
1180,versprechen::V,obljubíti,тума пул
1181,versprechen::V,obljubíti,сӑмах пар
1182,wünschen::V,vóščiti,сун
1183,loben::V,hváliti,ырла
1184,küssen::V,poljubováti,чуп ту
1185,wiegen::V,zíbati,сиктер
1186,wiegen::V,zíbati,силле
1187,zudecken::V,pokríti,вит
1188,wecken::V,zbudíti,вӑрат
1189,zeigen::V,pokázati,кӑтарт
1190,führen::V,vêsti,илсе пыр
1191,führen::V,vêsti,ҫавӑтса пыр
1192,lehren::V,učíti,вёрент
1193,unterrichten::V,poučeváti,вёрент
1194,aufziehen::V,vzgojíti,вӗрент
1195,leiten::V,uprávljati,тытса пыр
1196,antreiben::V,goníti,васкат
1197,lassen::V,povzročíti,пусахла
1198,lassen::V,povzročíti,хуш
1199,einladen::V,povábiti,чӗн
1200,vereinigen::V,zdrúžiti,пӗрлештер
1201,besuchen::V,obiskáti,ҫит
1202,besuchen::V,obiskáti,кӗрсе кур
1203,treffen::V,pogodíti,тӗл пул
1204,sich versammeln::V,zbráti se,пуҫтарӑн
1205,spielen::V,igráti se,выля
1206,singen::V,péti,юрла
1207,tanzen::V,plésati,ташла
1208,sich trennen::V,ločíti se,уйрӑл
1209,verlassen::V,zapustíti,хӑвар
1210,retten::V,réšiti,ҫӑл
1211,bewachen::V,strážiti,хуралла
1212,schützen::V,sčítiti,сыхла
1213,verteidigen::V,braníti,хӳтӗле
1214,sich schlagen::V,têpsti se,ҫапӑҫ
1215,schießen::V,stréljati,пер
1216,siegen::V,zmágati,ҫӗн
1217,siegen::V,zmágati,ҫӗнтер
1218,ärgern::V,jezíti,тарӑхтар
1219,ärgern::V,jezíti,ҫиллентер
1220,ärgern::V,razbúriti,тарӑхтар
1221,ärgern::V,razbúriti,ҫиллентер
1222,schlagen::V,têpsti,ҫап
1223,schlagen::V,udáriti,ҫап
1224,treten::V,teptáti,тап
1225,stechen::V,ubôsti,чик
1226,stoßen::V,peháti,чыш
1227,stoßen::V,drégniti,чыш
1228,stehlen::V,ukrásti,вӑрла
1229,stehlen::V,pokrásti,вӑрла
1230,stören::V,motíti,кансӗрле
1231,belästigen::V,nadlegováti,аптӑрат
1232,belästigen::V,nadlegováti,хупла
1233,verbergen::V,skríti,пытар
1234,täuschen::V,slepíti,суй
1235,betrügen::V,várati,ултала
1236,betrügen::V,ogoljufáti,ултала
1237,töten::V,ubíti,вӗлер
1238,wohnen::V,prebívati,чуна пар
1239,wohnen::V,prebívati,парӑнса тӑр
1240,arbeiten::V,délati,ӗҫле
1241,sammeln::V,zbráti,пух
1242,pflücken::V,obráti,тат
1243,jagen::V,lovíti,сунара ҫӳре
1244,fischen::V,ribáriti,пулӑ тыт
1245,fassen::V,zajéti,тыт
1246,hüten::V,pásti,кӗт
1247,treiben::V,pogánjati,хӑвала
1248,anbinden::V,privézati,кӑкар
1249,füttern::V,kŕmiti,ҫитер
1250,melken::V,mólsti,су
1251,hacken::V,sékati,вакла
1252,gießen::V,ulíti,шӑвар
1253,reifen::V,zoréti,пиҫ
1254,zubereiten::V,pripráviti,пӗҫер
1255,kochen::V,kúhati,пӗҫер
1256,backen::V,cvréti,пӗҫер
1257,braten::V,pêči,ӑшала
1258,umrühren::V,preméšati,хутӑштар
1259,stricken::V,plêsti,ҫых
1260,nähen::V,šívati,ҫӗле
1261,färben::V,bárvati,пӗвет
1262,reinigen::V,očístiti,тасат
1263,waschen::V,opráti,ҫу
1264,abwischen::V,obrísati,шӑл
1265,spülen::V,splakováti,чӳхе
1266,fegen::V,pométati,шӑл
1267,kehren::V,mésti,шӑл
1268,baden::V,kópati se,шыва кӗр
1269,sich waschen::V,umíti se,ҫӑвӑн
1270,ausziehen::V,izvléči,салан
1271,anziehen::V,obléči,тӑхӑн
1272,sich anziehen::V,obléči se,тӑхӑн
1273,kämmen::V,česáti,тура
1274,schmücken::V,okrasíti,илемлет
1275,sagen::V,dejáti,те
1276,sprechen::V,govoríti,кала
1277,reden::V,rêči,сӑмахла
1278,reden::V,rêči,калаҫ
1279,sich unterhalten::V,razgovárjati se,пупле
1280,fragen::V,vprášati,ыйт
1281,bitten::V,prosíti,ыйт
1282,erzählen::V,práviti,каласа пар
1283,mitteilen::V,naznániti,пӗлтер
1284,mitteilen::V,naznániti,хыпарла
1285,nennen::V,imenováti,те
1286,nennen::V,imenováti,чӗн
1287,rufen::V,klícati,чӗн
1288,prahlen::V,baháti se,мухтан
1289,prahlen::V,baháti se,вӗҫкӗнлен
1290,übersetzen::V,prevêsti,куҫар
1291,denken::V,mísliti,шухӑшла
1292,glauben::V,verjéti,ӗнен
1293,bemerken::V,opáziti,асӑрха
1294,erkennen::V,spoznáti,палла
1295,begreifen::V,pôjmiti,ӑнлан
1296,verstehen::V,razuméti,пӗл
1297,lernen::V,učíti se,вӗрен
1298,wissen::V,znáti,пӗл
1299,wissen::V,znáti,ӑнкар
1300,wissen::V,védeti,пӗл
1301,wissen::V,védeti,ӑнкар
1302,sich erinnern an::V,spómniti se,аса ил
1303,vergessen::V,pozábiti,ман
1304,vergessen::V,pozábiti,манса кай
1305,messen::V,mériti,виҫ
1306,zählen::V,štéti,шутла
1307,rechnen::V,račúnati,шутла
1308,lesen::V,bráti,вула
1309,lesen::V,čítati,вула
1310,malen::V,slíkati,ӳкер
1311,zeichnen::V,rísati,ӳкер
1312,schreiben::V,písati,ҫыр
1313,besitzen::V,iméti,тыт
1314,kaufen::V,kupíti,ил
1315,kaufen::V,kupíti,туян
1316,verkaufen::V,prodáti,сут
1317,bezahlen::V,pláčati,тӳле
1318,zahlen::V,plačeváti,тӳле
1319,beherrschen::V,obvládati,тыт
1320,ertragen::V,prenêsti,тӳс
1321,Verstand::N,,ӑс
1322,Verstand::N,,ӑс-тӑн
1323,Verstand::N,,ӑс-хакӑл
