,Concept_ID,br,lez
781,aufgehen[Sonne]::V,dirouzañ,экъечӏун
782,scheinen[Sonne]::V,lugernañ,ишигь гун
783,donnern::V,taranal,къукърумар авун
784,wehen::V,c'hwezhañ,
785,strömen::V,deredek,авахьун
786,fließen::V,redek,авахьун
787,sich drehen::V,troiñ,элкъуьн
788,schwanken::V,trantellat,юзун
789,schwingen::V,froumal,галтад хьун
790,fallen::V,kouezhañ,аватун
791,brennen::V,deviñ,кун
792,brennen::V,deviñ,ккун
793,rauchen::V,divogedañ,
794,regnen::V,glavañ,къун
795,gefrieren::V,reviñ,муркӏади кьун
796,tauen::V,diskornañ,цӏурун
797,schmelzen::V,teuziñ,цӏурун
798,trocknen::V,sec'hañ,кьурун
799,sieden::V,berviñ,ругун
800,faulen::V,breinañ,кутӏун
801,verfaulen::V,breinañ,чуьруьтмиш хьун
802,verfaulen::V,breinañ,кутӏун
803,reißen::V,darnaouiñ,атӏун
804,reißen::V,darnaouiñ,къазунун
805,versinken::V,sodellañ,батмиш хьун
806,vergehen::V,tremen,алатун
807,erscheinen::V,donet war-wel,майдандиз акъатун
808,verschwinden::V,monet diwar wel,квахьун
809,sinken::V,en em izelat,элекьун
810,abnehmen::V,nebeutaat,тӏимил хьун
811,abnehmen::V,nebeutaat,гъвечӏи хьун
812,zunehmen::V,kreskiñ,артух хьун
813,steigen::V,sevel,хкаж хьун
814,wachsen::V,kreskiñ,экъечӏун
815,glänzen::V,lugernañ,цӏарцӏар гун
816,funkeln::V,elieniñ,нур гун
817,lärmen::V,rabotat,ван авун
818,klirren::V,diridignat,зигринг авун
819,klirren::V,sterlinkañ,зигринг авун
820,brausen::V,gwegal,къати хьун
821,rauschen::V,trouzal,вишриш авун
822,klingen::V,seniñ,ван авун
823,bellen::V,harzhal,элуькьун
824,heulen::V,yudal,къув ягъун
825,blasen::V,c'hwezhañ,уф гун
826,pfeifen::V,c'hwitellat,уьфт ягъун
827,schreien::V,huchal,гьараюн
828,stöhnen::V,hirvoudiñ,суза авун
829,zittern::V,krenañ,зурзун
830,leben::V,bevañ,яшамиш хьун
831,geboren werden::V,genel,хьун
832,atmen::V,tennañ e anal,нефес чӏугун
833,trinken::V,evañ,хъун
834,essen::V,debriñ,тӏуьн
835,schlucken::V,lonkañ,туькьуьнун
836,müde werden::V,skuizhañ,галатун
837,müde werden::V,skuizhañ,юргъун хьун
838,einschlafen::V,menel kousket,ксун
839,schlafen::V,kousket,ксун
840,aufwachen::V,dihuniñ,ахварай аватун
841,aufstehen::V,sevel,къарагъун
842,sich erholen::V,diskuizhañ,ял ягъун
843,krank werden::V,klañviñ,кефсуз хьун
844,krank sein::V,bezañ klañv,тӏа хьун
845,schmerzen::V,skourjezañ,тӏа хьун
846,husten::V,pasaat,уьгьуь ягъун
847,husten::V,peudal,уьгьуь ягъун
848,genesen::V,pareañ,сагъ хъхьун
849,sterben::V,mervel,кьин
850,umkommen::V,perisañ,терг хьун
851,sich bewegen::V,bouljal,юзун
852,sich rühren::V,fiñval,юзун
853,sich erheben::V,sevel,къарагъун
854,sich setzen::V,azezañ,ацукьун
855,sich setzen::V,mont en e goazez,ацукьун
856,hinfallen::V,kouezhañ,алукьун
857,laufen::V,redek,къекъуьн
858,schreiten::V,kerzhet,ккамар къачун
859,spazierengehen::V,pourmen,сейр авун
860,eilen::V,hastañ,тади авун
861,sich beeilen::V,hastañ,гьерекатун
862,sausen::V,karzhañ,чкурун
863,rennen::V,redek,катун
864,rennen::V,redek,зверун
865,springen::V,lammat,хкадарун
866,klettern::V,krimpat,акьахун
867,schaukeln::V,brañsellat,
868,kriechen::V,skrampañ,капаралди фин
869,schwimmen::V,neuial,сирнав авун
870,tauchen::V,splujañ,кьилихъди циз вегьин
871,rudern::V,roeñvat,кьусуйралди лодка гьалун
872,rudern::V,roeñvat,цуьруьгъуьлдалди кӏватӏун
873,fahren::V,kas,фин
874,fahren::V,bleniañ,фин
875,fliegen::V,nijal,лув гун
876,fliegen::V,nijal,цавай фин
877,gehen::V,mont,фин
878,weggehen::V,mont kuit,хъфин
879,abfahren::V,mont kuit,фин
880,abfahren::V,mont kuit,рекье гьатун
881,anhalten::V,chom a-sav,акъвазун
882,hineingehen::V,monet e-barzh,гьахьун
883,eintreten::V,monet e-barzh,гьахьун
884,kommen::V,dont,атун
885,ankommen::V,erruout,атун
886,zurückkommen::V,addonet,хтун
887,bleiben::V,chom,амукьун
888,warten::V,gortoz,гуьзлемишун
889,erwarten::V,gortoz,вил алаз акъвазун
890,suchen::V,klask,къекъуьн
891,finden::V,kavout,жугъун
892,versuchen::V,klask,алахъун
893,vorbereiten::V,aozañ,гьазурун
894,lieben::V,karout,кӏан хьун
895,mögen::V,karout,рикӏ ацукьун
896,lachen::V,c'hoarzin,хъуьруьн
897,rühren::V,tenerañ,
898,weinen::V,gouelañ,шехьун
899,schimpfen::V,krozal,сеперар гун
900,schimpfen::V,krozal,экъуьгъунар авун
901,sich ärgern::V,fachañ,хъел акатун
902,sich ärgern::V,en em fachañ,хъел акатун
903,fliehen::V,tec'het,катун
904,flüchten::V,tuzañ,катун
905,sehen::V,gwelet,акун
906,anschauen::V,sellout ouzh,вил вегьин
907,ansehen::V,sellout ouzh,килигун
908,hören::V,klevet,ван хьун
909,zuhören::V,selaou,яб гун
910,probieren::V,blasa,дад акун
911,riechen::V,klevet,ни чӏугун
912,fühlen::V,santout,гьисс авун
913,scheinen::V,diskouez bezañ,
914,zu sehen sein::V,bezañ gwelus,
915,vernehmen::V,merzhañ,
916,frieren::V,anoued,кьун
917,frieren::V,anoued,мекьи хьун
918,tun::V,ober,авун
919,können::V,gouzout,хьун
920,können::V,gouzout,акъакьун
921,wollen::V,fellout da,кӏан хьун
922,wollen::V,kaout c'hoant da,кӏан хьун
923,anfangen::V,kregiñ,башламишун
924,beenden::V,achuiñ,куьтягьун
925,aufhören::V,paouez,акъвазун
926,öffnen::V,digeriñ,ахъаюн
927,schließen::V,serriñ,акьалун
928,stellen::V,lakaat,эцигун
929,setzen::V,lakaat,ацукьарун
930,legen::V,lakaat,эцигун
931,berühren::V,touch,хкӏурун
932,verbinden::V,eren,гилигун
933,bedecken::V,goloiñ,кӏевун
934,aufhängen::V,istribilhañ,куьрсарун
935,anzünden::V,alumiñ,куькӏуьрун
936,anzünden::V,c'hwezzañ,куькӏуьрун
937,aufheben::V,dastum,хкажун
938,zurücklassen::V,lezel,тун
939,verlieren::V,koll,квадарун
940,fallen lassen::V,laoskel,авадрун
941,fallen lassen::V,lezel da gouezhel,авадрун
942,machen::V,ober,авун
943,machen::V,ober,кар авун
944,herstellen::V,fardañ,расун
945,bauen::V,sevel,туькӏуьрун
946,reparieren::V,adaozañ,расун
947,verbessern::V,gwellaat,хъсанрун
948,ändern::V,cheñch,табдил авун
949,graben::V,kleuzañ,эгъуьнун
950,beugen::V,plegañ,акӏажарун
951,beugen::V,plegañ,кангур авун
952,biegen::V,krommañ,патахъарун
953,drehen::V,treiñ,алчударун
954,wenden::V,treiñ,
955,umdrehen::V,treiñ,элкъуьрун
956,heben::V,sevel,хкажун
957,hochheben::V,sevel,хкажун
958,ergreifen::V,kemer,агалчна кьун
959,halten::V,dalc'hen,кьун
960,drücken::V,bountañ,чуькьуьн
961,schieben::V,poulzañ,хуртӏ гун
962,kratzen::V,skrabat,къадгъунун
963,lecken::V,lipat,мез гун
964,beißen::V,kregiñ,кӏасун
965,abreißen::V,diframmañ,галудун
966,abschneiden::V,troc'hañ,атӏун
967,binden::V,stagañ,
968,stecken::V,sankañ,сухун
969,brechen::V,darnaouiñ,хун
970,brechen::V,darnaouiñ,кукӏварун
971,klopfen::V,skoiñ,тахъ-тахъ авун
972,hauen::V,dornañ,ягъун
973,kleben::V,pegañ,алкӏурун
974,kleben::V,pegañ,кукӏурун
975,reiben::V,taravat,тӏушунун
976,reiben::V,trekiñ,тӏушунун
977,streichen::V,toazañ,алтадун
978,schleifen::V,lemmañ,кӏвенкӏв авун
979,schneiden::V,troc'hañ,атӏун
980,rütteln::V,tordorosañ,къарсурун
981,schütteln::V,hejañ,къарсурун
982,schütten::V,diskargañ,цун
983,füllen::V,kargañ,ацӏурун
984,einwickeln::V,gronnañ,кутун
985,einwickeln::V,gronnañ,элкъуьрун
986,tragen::V,dougen,тухун
987,schleppen::V,stlejal,галчӏурун
988,ziehen::V,sachañ,ялун
989,ziehen::V,sachañ,чӏугун
990,aufbewahren::V,miret,хуьн
991,werfen::V,teuler,гадрун
992,fangen::V,tapañ,кьун
993,packen::V,krapat,кьун
994,verstecken::V,kuzhat,кӏевун
995,teilen::V,rannañ,паюн
996,schicken::V,kas,ракъурун
997,bringen::V,degas,гъун
998,hinzufügen::V,lakat ouzhpenn,алава авун
999,bekommen::V,kaout,къачун
1000,bekommen::V,kaout,жугъурун
1001,erhalten::V,kaout,къачун
1002,nehmen::V,kemer,къачун
1003,wählen::V,choaz,хкягъун
1004,auswählen::V,dibab,хкягъун
1005,bewahren::V,mirout,хуьн
1006,behindern::V,diaezañ,манийвал авун
1007,verderben::V,lovrañ,чӏурун
1008,beschädigen::V,gwallegañ,нукьсанвал гун
1009,zerbrechen::V,torriñ,хун
1010,zerreißen::V,diroegiñ,къазунун
1011,zerstören::V,distrujañ,чӏурун
1012,zerstören::V,distrujañ,барбатӏун
1013,verbrennen::V,deviñ,ккун
1014,geben::V,reiñ,гун
1015,schenken::V,donezonañ,пишкеш авун
1016,versprechen::V,prometiñ,гаф гун
1017,wünschen::V,hetiñ,дуьа авун
1018,loben::V,feurmiñ,тариф авун
1019,küssen::V,pokat,темен гун
1020,wiegen::V,pouezañ,эчӏягъун
1021,zudecken::V,goloiñ,гьалдун
1022,wecken::V,dihuniñ,ахварай авудун
1023,zeigen::V,diskouez,къалурун
1024,führen::V,kas,тухун
1025,lehren::V,deskiñ,кӏелиз тун
1026,unterrichten::V,kelenn,тарс гун
1027,leiten::V,bleinañ,идара авун
1028,antreiben::V,poulzañ,тади кутун
1029,lassen::V,leuskel,
1030,einladen::V,pediñ,теклиф авун
1031,vereinigen::V,unisañ,сад авун
1032,besuchen::V,gweladenniñ,кьилив атун
1033,treffen::V,kejal,гьалтун
1034,treffen::V,ankontrañ,гьалтун
1035,sich versammeln::V,bodennañ,алтӏушун
1036,spielen::V,c'hoari,къугъун
1037,singen::V,kanañ,лугьун
1038,singen::V,kanañ,мани лугьун
1039,tanzen::V,dañsal,кьуьл авун
1040,sich trennen::V,dispartiañ,къакъатун
1041,verlassen::V,lezel,гъил къачун
1042,retten::V,saveteiñ,къутармишун
1043,bewachen::V,mesa,хуьн
1044,schützen::V,diwall,хуьн
1045,verteidigen::V,difenn,хуьн
1046,sich schlagen::V,lopañ,кукӏун
1047,siegen::V,trec'hiñ,гъалиб хьун
1048,ärgern::V,hegasiñ,хъел гъун
1049,ärgern::V,hegasiñ,хъел кутун
1050,schlagen::V,skeiñ,ягъун
1051,schlagen::V,skeiñ,галукьарун
1052,treten::V,botaouiñ,кьуьл къекъягъун
1053,treten::V,botaouiñ,кьуьл эцягъун
1054,stechen::V,pikat,акьадарун
1055,stoßen::V,stokañ,эцягъун
1056,stehlen::V,laerezh,чуьнуьхун
1057,stören::V,direnkañ,хкуьрун
1058,belästigen::V,dregasiñ,хкуьрун
1059,belästigen::V,dregasiñ,азият гун
1060,verbergen::V,skoachañ,далдаламишун
1061,täuschen::V,tromplañ,алцурарун
1062,täuschen::V,tromplañ,алцуррун
1063,betrügen::V,lorbañ,алцурарун
1064,betrügen::V,lorbañ,гьарамзадавал авун
1065,töten::V,lazhañ,яна кьин
1066,wohnen::V,bezañ o chom,дуланмиш хьун
1067,arbeiten::V,labourat,кӏвалахун
1068,arbeiten::V,labourat,кӏвалах авун
1069,sammeln::V,dastum,кӏватӏун
1070,pflücken::V,kuntuilhañ,атӏун
1071,jagen::V,chaseal,гъуьрч авун
1072,fischen::V,pesketa,гъетер кьун
1073,fassen::V,pakañ,кьун
1074,hüten::V,geota,чӏура хуьн
1075,anbinden::V,stagañ,акалун
1076,füttern::V,boueta,ем гун
1077,melken::V,goro,ацун
1078,hacken::V,difrakal,куьткуьнун
1079,gießen::V,dourañ,яд гун
1080,reifen::V,azviñ,чурун
1081,reifen::V,azviñ,агакьун
1082,zubereiten::V,keginañ,гьазурун
1083,kochen::V,poazhañ,ругун
1084,backen::V,fritañ,чурун
1085,braten::V,rostañ,чурун
1086,stricken::V,stammañ,хурун
1087,nähen::V,gwriat,цун
1088,färben::V,livañ,шир ягъун
1089,reinigen::V,naetañ,михьун
1090,waschen::V,gwalc'hiñ,чуьхуьн
1091,abwischen::V,torchañ,гуьцӏун
1092,spülen::V,disgwalc'hiñ,экъуьрун
1093,fegen::V,skubañ,шуткун
1094,kehren::V,skubañ,кул алтадун
1095,baden::V,kouronkañ,эхъуьн
1096,sich waschen::V,en em walc'hiñ,жендек чуьхуьн
1097,sich anziehen::V,gwiskañ,алукӏун
1098,sich anziehen::V,gwiskañ,парталар алукӏун
1099,kämmen::V,kribat,эвягъун
1100,schmücken::V,kinklañ,безетмишун
1101,schmücken::V,kinklañ,гуьрчегарун
1102,sagen::V,larêt,лугьун
1103,sagen::V,lavaret,лугьун
1104,sprechen::V,komz,рахун
1105,reden::V,kaozeal,рахун
1106,sich unterhalten::V,balbotal,ихтилат авун
1107,fragen::V,goulenn,жузун
1108,bitten::V,goulenn,тӏалабун
1109,erzählen::V,kontañ,ахъаюн
1110,mitteilen::V,kemenn,хабар гун
1111,nennen::V,anviñ,тӏвар гун
1112,rufen::V,gelver,эверун
1113,prahlen::V,fougeal,яцӏу гафар авун
1114,übersetzen::V,treiñ,таржума авун
1115,übersetzen::V,treiñ,гафладун
1116,denken::V,soñjal,фикир авун
1117,glauben::V,krediñ,агъун
1118,bemerken::V,apresevañ,фикир гун
1119,erkennen::V,anavout,
1120,begreifen::V,meizañ,гъавурда акьун
1121,verstehen::V,kompren,
1122,lernen::V,deskiñ,кӏелун
1123,wissen::V,gouzout,чир хьун
1124,wissen::V,gouzout,чирхьун
1125,sich erinnern an::V,kaout soñj e,рикӏел хуьн
1126,vergessen::V,ankouaat,рикӏелай фин
1127,vergessen::V,ankouaat,рикӏелай алатун
1128,messen::V,muzuliañ,алцумун
1129,zählen::V,kontañ,гьисабун
1130,rechnen::V,jedañ,гьисабун
1131,lesen::V,lenn,кӏелун
1132,malen::V,livañ,кхьин
1133,malen::V,livañ,шикилар чӏугун
1134,zeichnen::V,tresañ,чӏугун
1135,schreiben::V,skrivañ,кхьин
1136,besitzen::V,kaout,иеси хьун
1137,kaufen::V,prenañ,къачун
1138,kaufen::V,prenañ,маса къачун
1139,verkaufen::V,gwerzhañ,гун
1140,verkaufen::V,gwerzhañ,маса гун
1141,bezahlen::V,paeañ,къимет гун
1142,bezahlen::V,paeañ,эвезда авун
1143,bezahlen::V,paeañ,гьакъи агакьрун
1144,zahlen::V,paeañ,къимет гун
1145,zahlen::V,paeañ,эвезда авун
1146,zahlen::V,paeañ,гьакъи агакьрун
1147,beherrschen::V,mestroniañ,иеси хьун
1148,ertragen::V,anduriñ,таб гун
1149,Grube::N,,фур
1150,Spur::N,,гел
1151,Lehm::N,,ччеб
1152,Laut::N,,ван
1153,Laut::N,,сес
1154,Winkel::N,,пӏипӏ
1155,Lagerfeuer::N,,цӏай
1156,vergebens::ADV,,нагьакь
1157,vergebens::ADV,,нагьакьа
1158,untergehen[Sonne]::V,,акӏун
1159,läuten::V,,зенг ягъун
1160,klingeln::V,,зенг ягъун
1161,sich fürchten::V,,кичӏе хьун
1162,fürchten::V,,къурхутмиш хьун
1163,gelingen::V,,арадал атун
1164,geraten::V,,акъатун
1165,schwenken::V,,элягъун
1166,schwenken::V,,галтадун
1167,reichen::V,,вугун
1168,reichen::V,,гун
1169,aufziehen::V,,тербия гун
1170,aufziehen::V,,тербияламишун
1171,schießen::V,,акъатун
1172,treiben::V,,гьалун
1173,umrühren::V,,какадарун
1174,ausziehen::V,,хутӏунун
1175,ausziehen::V,,галудун
1176,anziehen::V,,алукӏун
