,Concept_ID,myv,kn
179,Fisch::N,кал,ಮೀನು
180,Barsch::N,окунь,ಪರ್ಚ್ ಮೀನು
181,Hecht::N,щука,ಪೈಕ್ ಮೀನು
182,Schlange[Tier]::N,гуй,ಹಾವು
183,Wurm::N,сукс,ಹುಳು
184,Spinne::N,шанжав,ಊರ್ಣನಾಭ
185,Ameise::N,коткудав,ಇರುವೆ
186,Laus::N,сий,ಹೇನು
187,Mücke::N,сеське,ಸೊಳ್ಳೆ
188,Fliege::N,карво,ನೊಣ
189,Schmetterling::N,нимиляв,ಪತಂಗ
190,Beere::N,умарь,ನಯವಣ್ಣು
191,Apfel::N,умарь,ಸೇಬು
192,Pilz::N,панго,ಅಣಬೆ
193,Zwiebel::N,чурька,ನೀರುಳ್ಳಿ
194,Saat::N,видьметь,ಬಿತ್ತ
195,Korn::N,сюро,ಬೀಜ
196,Heu::N,тикше,ಕರಡ
197,Schale::N,кедь,ಹೊಟ್ಟು
198,Schale::N,ваткавкс,ಹೊಟ್ಟು
199,Grube::N,латко,ಗುಂಡಿ
200,Falle::N,тувор,ಬೋನು
201,Falle::N,кундамка,ಬೋನು
202,Schlinge::N,килькш,ಉರುಲು
203,Spur::N,челькс,ಜಾಡು
204,Spur::N,пильгеки,ಜಾಡು
205,Asche::N,кулов,ಬೂದಿ
206,Dreck::N,рудаз,ಹೊಲಸು
207,Eisen::N,кшни,ಕಬ್ಬಿಣ
208,Gold::N,сырне,ಚಿನ್ನ
209,Silber::N,сия,ಬೆಳ್ಳಿ
210,Kohle::N,сэдь,ಕಲ್ಲಿದ್ದಲು
211,Kohle::N,уголия,ಕಲ್ಲಿದ್ದಲು
212,Glas::N,сулика,ಗಾಜು
213,Lehm::N,сёвонь,ಜೇಡಿಮಣ್ಣು
214,Sand::N,човар,ಮರಳು
215,Mensch::N,ломань,ಪುರುಷ
216,Mann::N,аля,ಆಳು
217,Mann::N,цёраломань,ಆಳು
218,Frau::N,ава,ಹೆಣ್ಣು
219,Kind::N,эйкакш,ಮಗು
220,Junge::N,цёрыне,ಹುಡುಗ
221,Mädchen::N,тейтерне,ಹುಡುಗಿ
222,Familie::N,семия,ಕುಟುಂಬ
223,Großvater::N,покштя,ಅಜ್ಜ
224,Großmutter::N,баба,ಅಮ್ಮ
225,Eltern::N,тетят-ават,ಹೆತ್ತವರು
226,Vater::N,тетя,ತಂದೆ
227,Mutter::N,ава,ಅಮ್ಮ
228,Sohn::N,цёра,ಮಗ 
229,Tochter::N,тейтерь,ಮಗಳು
230,Bruder::N,леля,ತಮ್ಮ
231,Bruder::N,ялакс,ತಮ್ಮ
232,Schwester::N,сазор,ತಂಗಿ
233,Onkel::N,леля,ಸೋದರಮಾವ
234,Onkel::N,леля,ದೊಡ್ಡಪ್ಪ
235,Tante::N,патя,ಚಿಕ್ಕಮ್ಮ
236,Ehemann::N,мирде,ಗಂಡ
237,Ehefrau::N,ни,ಹೆಂಡತಿ
238,Freude::N,кеняркс,ನಲಿವು
239,Gelächter::N,ракамо,ನಗೆ
240,Gelächter::N,пейдема,ನಗೆ
241,Glück::N,уцяска,ಆನಂದ
242,Kummer::N,рискс,ದುಃಖ
243,Kummer::N,мелявкс,ದುಃಖ
244,Wunsch::N,мель,ಬಯಕೆ
245,Wunsch::N,бажамо,ಬಯಕೆ
246,Lust::N,бажамо,ಇಷ್ಟ
247,Geist::N,ойме,ಆತ್ಮ
248,Gedanke::N,мель,ಯೋಚನೆ
249,Gedächtnis::N,мель,ಸ್ಮರಣೆ
250,Verstand::N,прев,ಮನಸ್ಸು
251,Sinn::N,толк,ಅರ್ಥ
252,Sinn::N,смысла,ಅರ್ಥ
253,Grund::N,тувтал,ಕಾರಣ
254,Wahrheit::N,видечи,ಸತ್ಯ
255,Gespräch::N,кортнема,ಸಂಭಾಷಣೆ
256,Märchen::N,ёвкс,ಸುಳ್ಳು ಕಥೆ
257,Erzählung::N,ёвтнема,ಕಥೆ
258,Nachricht::N,куля,ಸಂದೇಶ
259,Neuigkeit::N,куля,ಸುದ್ದಿ
260,Name::N,лем,ಹೆಸರು
261,Rätsel::N,содамоёвкс,ಒಗಟು
262,Rede::N,кортамо,ಮಾತು
263,Sprache::N,кель,ಭಾಷೆ
264,Stimme::N,ваигель,ಧ್ವನಿ
265,Wort::N,вал,ಮಾತು
266,Zeichen::N,теште,ಗುರುತು
267,Ruf::N,тердема,ಕೂಗು
268,Lärm::N,шалнома,ಸದ್ದು
269,Laut::N,вайгель,ಶಬ್ದ
270,Ton::N,гайнема,ನಾದ
271,Lied::N,моро,ಗಾನ
272,Ruhe::N,оймамо,ಶಾಂತಿ
273,Leute::N,ломанть,ಮಂದಿ
274,Volk::N,народ,ಜನಾಂಗ
275,Arbeit::N,тев,ಕೆಲಸ
276,Gast::N,инже,ಅತಿಥಿ
277,Geschenk::N,казне,ಕಾಣಿಕೆ
278,Spiel::N,налксема,ಆಟ
279,Gesellschaft::N,община,ಸಂಗ
280,Hilfe::N,лездамо,ಸಹಾಯ
281,Freund::N,оя,ಸ್ನೇಹಿತ
282,Freund::N,ялга,ಸ್ನೇಹಿತ
283,Kamerad::N,оя,ಜೊತೆಗಾರ
284,Kamerad::N,ялга,ಜೊತೆಗಾರ
285,Angelegenheit::N,тев,ವಿಚಾರ
286,Anzahl::N,ламоксчи,ಎಣಿಕೆ
287,Art::N,вид,ತರ
288,Stück::N,пакш,ತುಂಡು
289,Stück::N,пелькс,ತುಂಡು
290,Teil::N,часть,ಭಾಗ
291,Teil::N,пелькс,ಭಾಗ
292,Hälfte::N,пель,ಅರ್ಧ
293,Hälfte::N,пелькс,ಅರ್ಧ
294,Kreis::N,кирькс,ವೃತ್ತ
295,Kreuz::N,крёст,ಶಿಲುಬೆ
296,Linie::N,кикс,ರೀಖೆ
297,Strich::N,межа,ಗೀಟು
298,Abstand::N,ютко,ಅಂತರ
299,Entfernung::N,ютко,ದೂರ
300,Gegend::N,тарка,ವಿಸ್ತೀರ್ಣ
301,Gegend::N,пертьпелькс,ವಿಸ್ತೀರ್ಣ
302,Platz::N,васолкс,ಅಂತರ
303,Ort::N,тарка,ಸ್ಥಳ
304,Seite::N,ён,ಪಕ್ಷ
305,Seite::N,чире,ಪಕ್ಷ
306,Mitte::N,куншка,ನಡು
307,Gegenstand::N,предмет,ವಸ್ತು
308,Sache::N,тев,ವಸ್ತು
309,Sache::N,веща,ವಸ್ತು
310,Rand::N,пе,ಅಂಚು
311,Rand::N,чире,ಅಂಚು
312,Kante::N,ирдез,ಅಂಚು
313,Ecke::N,ужо,ಮೂಲೆ
314,Spitze::N,пряне,ತುದಿ
315,Spitze::N,пе,ತುದಿ
316,Ende::N,пе,ಕೊನೆ
317,Loch::N,варя,ತೂತು
318,Winkel::N,ужо,ಕೋನ
319,Muster::N,сёрма,ನಮೂನೆ
320,Größe::N,сэрь,ಪ್ರಮಾಣ
321,Größe::N,покшолма,ಪ್ರಮಾಣ
322,Länge::N,кувалмо,ಉದ್ದ
323,Höhe::N,сэрь,ಎತ್ತರ
324,Höhe::N,пандо,ಎತ್ತರ
325,Gewicht::N,сталмо,ತೂಕ
326,Menge::N,лововкс,ಮೊತ್ತ
327,Haufen::N,мар,ರಾಶಿ
328,Haufen::N,валявкс,ರಾಶಿ
329,Reihe::N,ряд,ಸಾಲು
330,Boot::N,венч,ದೋಣಿ
331,Ruder::N,милё,ಹುಟ್ಟು
332,Schlitten::N,нурдт,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
333,Ski::N,сокс,ಜಾರುಪಟ್ಟಿ
334,Lagerfeuer::N,толбандя,ಶಿಬಿರಾಗ್ನಿ
335,Last::N,сталмо,ಹೊರೆ
336,Last::N,кандома,ಹೊರೆ
337,Gang::N,молема,ತಿರುಗಾಟ
338,Gang::N,якамо,ತಿರುಗಾಟ
339,Schritt::N,эскелькс,ಹೆಜ್ಜೆ
340,Norden::N,якшамо ёнкс,ಉತ್ತರ
341,Süden::N,лембе ёнкс,ದಕ್ಷಿಣ
342,Westen::N,чивалгома,ಪಶ್ಚಿಮ
343,Osten::N,чилисема,ಮೂಡಲು
344,Holz::N,чувто,ಚೌಬೀನೆ
345,Brett::N,лаз,ಹಲಗೆ
346,Platte::N,плита,ಹಲಗೆ
347,Stütze::N,неже,ಆಸರೆ
348,Stange::N,олга,ಕಂಬ
349,Stock::N,мандо,ಕೋಲು
350,Stab::N,олога,ದೊಣ್ಣೆ
351,Rohr::N,турба,ನಳಿಕೆ
352,Haus::N,кудо,ಮನೆ
353,Heim::N,кудо,ಗೃಹ
354,Ofen::N,каштомо,ಒಲೆ
355,Fußboden::N,киякс,ನೆಲ
356,Tisch::N,столь,ಮೇಜು
357,Stuhl::N,стул,ಕುರ್ಚಿ
358,Wiege::N,лавсь,ತೊಟ್ಟಿಲು
359,Wiege::N,нурямот,ತೊಟ್ಟಿಲು
360,Bett::N,ацамо,ಹಾಸಿಗೆ
361,Regal::N,лався,ಬೀರು
362,Regal::N,лавсяланго,ಬೀರು
363,Kiste::N,горобия,ಪಟ್ಟಿಗೆ
364,Kiste::N,сундук,ಪಟ್ಟಿಗೆ
365,Fenster::N,вальма,ಕಿಟಕಿ
366,Tür::N,кенкш,ಬಾಗಿಲು
367,Tor::N,ортат,ಹೆಬ್ಬಾಗಿಲು
368,Zaun::N,пирявт,ಬೇಲಿ
369,Zaun::N,пирвякс,ಬೇಲಿ
370,Dach::N,кудопря,ಮಾಳಿಗೆ
371,Leiter::N,кузтема,ಏಣಿ
372,Besen::N,тенсть,ಪೊರಕೆ
373,Spaten::N,койме,ಗುದ್ದಲಿ
374,Schaufel::N,кече,ಸನಿಕೆ
375,Schaufel::N,келей койме,ಸನಿಕೆ
376,Gabel::N,сянгине,ಕವಲು
377,Löffel::N,пенч,ಚಮಚ
378,Messer::N,пеель,ಚಾಕು
379,Nagel::N,эске,ಆಣಿ
380,Netz::N,алтыма,ಬಲೆ
381,Haken::N,кечказ,ಕೊಂಡಿ
382,Griff::N,кедне,ಹಿಡಿ
383,Schloss::N,замок,ವೀಗ
384,Schloss::N,панжома,ವೀಗ
385,Bild::N,картина,ಚಿತ್ರ
386,Figur::N,рунго,ಆಕಾರ
387,Puppe::N,няка,ಗೊಂಬೆ
388,Beutel::N,кескав,ಸಂಚಿ
389,Bündel::N,керькс,ಕಟ್ಟು
390,Tasche::N,юдма,ಚೀಲ
391,Eimer::N,ведра,ಬಾನೆ
392,Deckel::N,велькс,ಮುಚ್ಚಳ
393,Geschirr::N,кедьге,ಭಕ್ಷ್ಯಗಳು
394,Sack::N,кескав,ಮೂಟೆ
395,Tasse::N,чакш,ಬಟ್ಟಲು
396,Topf::N,кастрюля,ಮಡಕೆ
397,Kessel::N,котёл,ಕೆಟಲ್
398,Essen::N,ярсамо,ಊಟ
399,Nahrung::N,ярсамопель,ಆಹಾರ
400,Speise::N,ярсамопель,ಊಟ
401,Fleisch::N,сывель,ಮಾಂಸ
402,Getreide::N,сюро,ಧಾನ್ಯ
403,Brei::N,каша,ಗಂಜಿ
404,Brot::N,кши,ರೊಟ್ಟಿ
405,Scheibe::N,кочом,ಹೋಳು
406,Scheibe::N,сускомо,ಹೋಳು
407,Fett::N,куя,ಕೊಬ್ಬು
408,Butter::N,ой,ಬೆಣ್ಣೆ
409,Öl::N,ой,ಎಣ್ಣೆ
410,Salz::N,сал,ಉಪ್ಪು
411,Suppe::N,ям,ಎಸರು
412,Honig::N,медь,ಮಧು
413,Milch::N,ловсо,ಹಾಲು
414,Tee::N,чай,ಚಹ
415,Leder::N,киське,ಚಕ್ಕಳ
416,Wolle::N,пона,ಉಣ್ಣೆ
417,Stoff::N,коцт,ಬಟ್ಟೆ
418,Nadel::N,салмукс,ಸೂಜಿ
419,Faden::N,суре,ದಾರ
420,Knopf::N,пов,ಗುಂಡು
421,Knoten::N,сюлмо,ಗಂಟು
422,Farbe::N,артомапель,ಬಣ್ಣ
423,Kleidung::N,оршамот,ಅರಿವೆ
424,Hemd::N,панар,ಅಂಗಿ
425,Kragen::N,сиве,ಕುತ್ತಿಗೆಪಟ್ಟಿ
426,Ärmel::N,ожа,ತೋಳು
427,Hose::N,понкст,ಇಜಾರ
428,Gürtel::N,каркс,ಬೆಲ್ಟು
429,Mütze::N,чапка,ಟೋಪಿ
430,Schuh::N,туфля,ಪಾದರಕ್ಷೆ
431,Stiefel::N,кем,ಬೂಟು
432,Ring::N,суркс,ಉಂಗುರ
433,Band::N,лента,ರಿಬ್ಬನ್
434,Kamm::N,сурсеме,ಹಣಿಗೆ
435,Spiegel::N,чавачамо,ಕನ್ನಡಿ
436,Riemen::N,кшнань каркс,ಬಾರು
437,Schnur::N,пикс,ಹುರಿ
438,Leine::N,ведьме,ಹಗ್ಗ
439,Decke::N,вельтямо,ಕಂಬಳಿ
440,Kissen::N,тодов,ದಿಂಬು
441,Tuch::N,паця,ಕೊರಳ ಬಟ್ಟೆ
442,Handtuch::N,нардамо,ಚೌಕ
443,Kraft::N,вий,ಬಲ
444,Stärke::N,виевчи,ಶಕ್ತಿ
445,Gesundheit::N,шумбрачи,ಆರೋಗ್ಯ
446,Krankheit::N,орма,ರೋಗ
447,Krankheit::N,сэредема,ರೋಗ
448,Schmerz::N,сэредькс,ನೋವು
449,Wunde::N,керявкс,ಗಾಯ
450,Fieber::N,маштыкс,ಜ್ವರ
451,Arznei::N,ормаменькс,ಔಷಧ
452,Brücke::N,сэдь,ಸೇತುವೆ
453,Brücke::N,мадамо,ಸೇತುವೆ
454,Brunnen::N,лисьма,ಬಾವಿ
455,Weide::N,ракшань ванома тарка,ಗೋಮಾಳ
456,Pfad::N,ян,ದಾರಿ
457,Weg::N,ки,ಹಾದಿ
458,Straße::N,ки,ರಸ್ತೆ
459,Dorf::N,веле,ಹಳ್ಳಿ
460,Stadt::N,ош,ಪಟ್ಟಣ
461,Brief::N,сёрма,ಕಾಗದ
462,Buch::N,книга,ಪುಸ್ತಕ
463,Buchstabe::N,буква,ಅಕ್ಷರ
464,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
465,Leben::N,эрямо,ಜೀವನ
466,Tod::N,кулома,ಮರಣ
467,Grab::N,калмо,ಗೋರಿ
468,Kirche::N,церькова,ಚರ್ಚು
469,Sünde::N,чумочи,ಪಾಪ
470,Gott::N,паз,ದೇವರು
471,Arbeiter::N,робочей,ಕೆಲಸಗಾರ
472,Chef::N,прявт,ದಣಿ
473,Meister::N,кол тевень тенця,ಶಿಕ್ಷಕ
474,Arzt::N,врач,ವೈದ್ಯ
475,Lehrer::N,учитель,ಉಪಾಧ್ಯಾಯ
476,Lehrer::N,тонавтыця,ಉಪಾಧ್ಯಾಯ
477,Geld::N,ярмак,ಹಣ
478,Geschäft::N,ладязь тев,ವಾಣಿಜ್ಯ
479,Laden::N,лавка,ಅಂಗಡಿ
480,Preis::N,питне,ಬೆಲೆ
481,Ware::N,миевкс,ಸರಕು
482,Ware::N,рамавкс,ಸರಕು
483,Nutzen::N,паро,ಲಾಭ
484,Nutzen::N,лезэ,ಲಾಭ
485,Reichtum::N,сюпавчи,ಸಂಪತ್ತು
486,Welt::N,мир,ಭೂಲೋಕ
487,Welt::N,мастор ланго,ಭೂಲೋಕ
488,Land::N,мастор,ದೇಶ
489,Staat::N,государства,ರಾಜ್ಯ
490,König::N,король,ರಾಜ
491,Macht::N,азорксчи,ಅಧಿಕಾರ
492,Grenze::N,буен тешкс,ಗಡಿ
493,Krieg::N,война,ಯುದ್ಧ
494,Feind::N,душман,ಶತ್ರು
495,Gewalt::N,нарьгамо,ಹಿಂಸೆ
496,Kampf::N,тюрема,ಹೋರಾಟ
497,Bogen[Waffe]::N,нал,ಬಿಲ್ಲು
498,Pfeil::N,нал,ಅಂಬು
499,Gewehr::N,ружия,ಬಂದೂಕು
500,Gewehr::N,винтовка,ಬಂದೂಕು
501,Fehler::N,ильведькс,ತಪ್ಪು
502,Fehler::N,ильведевкс,ತಪ್ಪು
503,Lüge::N,манчема,ಸುಳ್ಳು
504,Lüge::N,кенгелема,ಸುಳ್ಳು
505,Schaden::N,зыян,ಹಾನಿ
506,Unglück::N,зыян,ಅಪಾಯ
507,Schuld::N,чумочи,ದೋಷ
508,Alter::N,шка,ಮುಪ್ಪು
509,Schluss::N,пе,ಮುಕ್ತಾಯ
510,Zeit::N,шка,ಕಾಲ
511,Zeit::N,пинге,ಕಾಲ
512,Tag::N,чи,ದಿನ
513,Morgen::N,валске,ಮುಂಜಾನೆ
514,Mittag::N,чикуншка,ನಡುಹಗಲು
515,Abend::N,чокшнэ,ಸಂಜೆ
516,Nacht::N,ве,ರಾತ್ರಿ
517,Woche::N,недля,ವಾರ
518,Monat::N,ков,ತಿಂಗಳು
519,Jahr::N,ие,ಸಂವತ್ಸರ
520,Frühling::N,тундо,ವಸಂತ
521,Sommer::N,кизэ,ಬಿಸಿಲುಕಾಲ
522,Herbst::N,сёксь,ಶರತ್ಕಾಲ
523,Winter::N,теле,ಚಳಿಗಾಲ
524,Januar::N,якшамков,ನಾಲ್ಚಳಿ
525,Februar::N,февраль,ಅಯ್ಚಳಿ
526,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
527,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
528,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
529,Juni::N,июнь,ಮೊಮ್ಮಳೆ
530,Juli::N,июль,ಇಮ್ಮಳೆ
531,August::N,август,ಮುಮ್ಮಳೆ
532,September::N,сентября,ನಾಲ್ಮಳೆ
533,Oktober::N,октября,ಮೊಚ್ಚಳಿ
534,November::N,ноября,ಇಚ್ಚಳಿ
535,Dezember::N,декабря,ಮುಚ್ಚಳಿ
536,Montag::N,пондельник,ಸೋಮುವಾರ
537,Dienstag::N,овторник,ಮಂಗಳವಾರ
538,Mittwoch::N,серёда,ಬುಧವಾರ
539,Donnerstag::N,цетьверьг,ಗುರುವಾರ
540,Freitag::N,пеця,ಶುಕ್ರವಾರ
541,Samstag::N,субута,ಶನಿವಾರ
542,Samstag::N,шлямочи,ಶನಿವಾರ
543,Sonntag::N,недлячи,ಭಾನುವಾರ
544,groß::A,ине,ದೊಡ್ಡ
545,groß::A,покш,ದೊಡ್ಡ
546,klein::A,вишка,ಪುಟ್ಟ
547,lang::A,кувака,ದೀರ್ಘ
548,kurz::A,нурькине,ಚಕ್ಕ
549,breit::A,келей,ಅಗಲವಾದ
550,schmal::A,теине,ಇಕ್ಕಟ್ಟಾದ
551,dicht::A,тусто,ದಟ್ಟ
552,dick[Gegenstand]::A,эчке,ದಟ್ಟ
553,dünn::A,човине,ತೆಳು
554,fein::A,човине,ಕೋಮಲ
555,fest::A,кеме,ಘನ
556,flach::A,лапужа,ಚಪ್ಪಟೆ
557,glatt::A,валаня,ನಯ
558,hart::A,калгодо,ಗಟ್ಟಿ
559,weich::A,чевте,ಮೃದುವಾದ
560,rund::A,кеверь,ವರ್ತುಳ
561,spitz::A,пшти,ಮೊನಚಾದ
562,scharf::A,пшти,ತೀಕ್ಷ್ಣ
563,stumpf::A,ношка,ಮೊಂಡು
564,schwer::A,стака,ಭಾರಿ
565,schön::A,мазый,ಸುಂದರ
