,Concept_ID,sl,hr
120,Hügel::N,goríca,brijeg
121,Hügel::N,goríca,brežuljak
122,Anhöhe::N,gríč,uzvišica
123,Anhöhe::N,višína,uzvišica
124,Berg::N,gôra,brdo
125,Berg::N,planína,brdo
126,Gipfel::N,vŕh,vrh
127,Höhle::N,jáma,pećina
128,Höhle::N,jáma,spilja
129,Höhle::N,votlína,pećina
130,Höhle::N,votlína,spilja
131,Abhang::N,pobóčje,obronak
132,Abhang::N,pobóčje,nizbrdica
133,Quelle::N,izvír,izvor
134,Quelle::N,izvír,vrelo
135,Bach::N,pôtok,potok
136,Fluss::N,réka,rijeka
137,Ufer::N,brég,obala
138,Küste::N,obála,obala
139,Küste::N,obála,morska obala
140,Küste::N,obréžje,obala
141,Küste::N,obréžje,morska obala
142,Festland::N,celína,kopno
143,Festland::N,kopnína,kopno
144,Meer::N,mórje,more
145,Bucht::N,zalív,zaliv
146,Insel::N,ôtok,ada
147,Insel::N,ôtok,otok
148,Blume::N,cvetlíca,cvijet
149,Gras::N,tráva,trava
150,Wurzel::N,korenína,korijen
151,Baum::N,drevó,drvo
152,Baum::N,drevó,stablo
153,Stamm::N,dêblo,deblo
154,Stamm::N,dêblo,stablo
155,Rinde::N,lúbje,kora
156,Rinde::N,skórja,kora
157,Ast::N,véja,grana
158,Zweig::N,véja,grana
159,Blatt::N,líst,list
160,Birke::N,bréza,breza
161,Kiefer[Baum]::N,bòr,bor
162,Weide[Baum]::N,vŕba,iva
163,Weide[Baum]::N,vŕba,vŕba
164,Tanne::N,hója,jela
165,Horn::N,róg,rog
166,Feder::N,peró,pero
167,Fell::N,kŕzno,koža
168,Flügel::N,krílo,krilo
169,Klaue::N,párkelj,papak
170,Kralle::N,krémpelj,pandža
171,Schwanz::N,rèp,rep
172,Ei::N,jájce,jaje
173,Nest::N,gnézdo,gnijezdo
174,Bau::N,brlòg,jazbina
175,Tier::N,živál,životinja
176,Herde::N,čréda,krdo
177,Herde::N,čréda,stado
178,Kuh::N,kráva,krava
179,Bulle::N,bìk,bik
180,Pferd::N,kònj,konj
181,Schaf::N,ôvca,ovca
182,Schwein::N,svínja,svinja
183,Hund::N,pès,pas
184,Hund::N,pès,pseto
185,Katze::N,máčka,mačka
186,Bär::N,mêdved,medvjed
187,Eichhörnchen::N,véverica,vjeverica
188,Elch::N,lós,los
189,Fuchs::N,lisíca,lisica
190,Hase::N,zájec,zec
191,Maus::N,mìš,miš
192,Wolf::N,vólk,vuk
193,Wolf::N,vólk,kurjak
194,Vogel::N,ptìč,ptica
195,Vogel::N,ptíca,ptica
196,Schwarm::N,játa,roj
197,Schwarm::N,játa,jato
198,Huhn::N,kokóš,kokoš
199,Hahn::N,petêlin,kokot
200,Hahn::N,petêlin,pijevac
201,Gans::N,gós,guska
202,Adler::N,ôrel,orao
203,Ente::N,ráca,patka
204,Eule::N,sôva,sova
205,Kranich::N,žerjàv,ždral
206,Krähe::N,vrána,vrana
207,Kuckuck::N,kúkavica,kukavica
208,Schwan::N,labód,labud
209,Fisch::N,ríba,riba
210,Barsch::N,ostríž,grgeč
211,Hecht::N,ščúka,štuka
212,Schlange[Tier]::N,káča,guja
213,Schlange[Tier]::N,káča,zmija
214,Wurm::N,čr̀v,crv
215,Wurm::N,glísta,crv
216,Spinne::N,pájek,pauk
217,Ameise::N,mrávlja,mrav
218,Laus::N,úš,uš
219,Mücke::N,komár,komarac
220,Fliege::N,múha,muha
221,Schmetterling::N,metúlj,leptir
222,Beere::N,jágoda,boba
223,Beere::N,jágoda,bobica
224,Apfel::N,jábolko,jabuka
225,Pilz::N,góba,pečurka
226,Zwiebel::N,čebúla,luk
227,Zwiebel::N,čebúla,kapula
228,Saat::N,séme,sjemenje
229,Korn::N,zŕno,zrno
230,Heu::N,senó,sijeno
231,Schale::N,lupína,kora
232,Schale::N,lupína,ljuska
233,Grube::N,jáma,jama
234,Falle::N,pást,zamka
235,Falle::N,pást,klopka
236,Schlinge::N,zánka,uzao
237,Schlinge::N,zánka,petlja
238,Schlinge::N,pêtlja,uzao
239,Schlinge::N,pêtlja,petlja
240,Spur::N,sléd,trag
241,Spur::N,sléd,slijed
242,Asche::N,pepél,pepeo
243,Dreck::N,bláto,blato
244,Eisen::N,želézo,željezo
245,Gold::N,zlató,zlato
246,Silber::N,srebró,srebro
247,Kohle::N,ógel,ugalj
248,Kohle::N,ógel,ugljen
249,Glas::N,stêklo,staklo
250,Lehm::N,ílo,glina
251,Lehm::N,ílo,ilovača
252,Sand::N,pések,pijesak
253,Mensch::N,člôvek,čovjek
254,Mann::N,móž,muškarac
255,Mann::N,môški,muškarac
256,Frau::N,gospá,žena
257,Frau::N,žénska,žena
258,Kind::N,déte,čedo
259,Kind::N,déte,dijete
260,Kind::N,otròk,čedo
261,Kind::N,otròk,dijete
262,Junge::N,fànt,momče
263,Junge::N,fànt,dječak
264,Junge::N,déček,momče
265,Junge::N,déček,dječak
266,Mädchen::N,deklè,djevojka
267,Mädchen::N,deklè,djevojčica
268,Mädchen::N,déklica,djevojka
269,Mädchen::N,déklica,djevojčica
270,Familie::N,družína,obitelj
271,Familie::N,družína,porodica
272,Großvater::N,dèd,djed
273,Großvater::N,dédek,djed
274,Großmutter::N,bábica,baka
275,Eltern::N,stárši,roditelji
276,Vater::N,ôče,otac
277,Mutter::N,máma,majka
278,Sohn::N,sín,sin
279,Tochter::N,hčí,kći
280,Tochter::N,hčí,kćerka
281,Tochter::N,hčérka,kći
282,Tochter::N,hčérka,kćerka
283,Bruder::N,bràt,brat
284,Schwester::N,sêstra,sestra
285,Onkel::N,újec,čika
286,Onkel::N,újec,ujak
287,Onkel::N,stríc,čika
288,Onkel::N,stríc,ujak
289,Tante::N,têta,ujna
290,Tante::N,têta,tetka
291,Tante::N,strína,ujna
292,Tante::N,strína,tetka
293,Ehemann::N,móž,muž
294,Ehemann::N,móž,suprug
295,Ehemann::N,sopróg,muž
296,Ehemann::N,sopróg,suprug
297,Ehefrau::N,žêna,žena
298,Ehefrau::N,žêna,supruga
299,Ehefrau::N,sopróga,žena
300,Ehefrau::N,sopróga,supruga
301,Freude::N,rádost,radost
302,Freude::N,vesêlje,radost
303,Gelächter::N,sméh,grohot
304,Gelächter::N,grohòt,grohot
305,Glück::N,sréča,sreća
306,Kummer::N,gorjé,jad
307,Kummer::N,gorjé,briga
308,Wunsch::N,žêlja,želja
309,Lust::N,poželênje,volja
310,Geist::N,dúša,duh
311,Gedanke::N,mísel,misao
312,Gedächtnis::N,pámet,pamćenje
313,Sinn::N,pomèn,smisao
314,Sinn::N,pomèn,značenje
315,Sinn::N,smísel,smisao
316,Sinn::N,smísel,značenje
317,Grund::N,vzròk,razlog
318,Wahrheit::N,resníca,istina
319,Gespräch::N,pogóvor,razgovor
320,Märchen::N,právljica,bajka
321,Erzählung::N,povést,priča
322,Erzählung::N,povést,pripovijest
323,Nachricht::N,sporočílo,vijest
324,Neuigkeit::N,novóst,novost
325,Name::N,imé,ime
326,Rätsel::N,ugánka,zagonetka
327,Rede::N,góvor,govor
328,Rede::N,góvor,besjeda
329,Sprache::N,jêzik,jezik
330,Stimme::N,glás,glas
331,Wort::N,beséda,riječ
332,Zeichen::N,znák,znak
333,Ruf::N,klíc,povik
334,Ruf::N,klíc,poklik
335,Lärm::N,hrúp,buka
336,Lärm::N,hrúp,galama
337,Lärm::N,trúšč,buka
338,Lärm::N,trúšč,galama
339,Laut::N,glás,zvuk
340,Ton::N,tón,ton
341,Lied::N,pésem,pjesma
342,Ruhe::N,pokòj,tišina
343,Ruhe::N,pokòj,počinak
344,Leute::N,ljudjé,ljudi
345,Volk::N,národ,puk
346,Volk::N,národ,narod
347,Arbeit::N,délo,rad
348,Arbeit::N,délo,posao
349,Gast::N,gòst,gost
350,Geschenk::N,darílo,dar
351,Geschenk::N,darílo,poklon
352,Spiel::N,ígra,igra
353,Gesellschaft::N,drúžba,društvo
354,Gesellschaft::N,drúžba,kompanija
355,Hilfe::N,pomóč,pomoć
356,Freund::N,prijátelj,prijatelj
357,Kamerad::N,továriš,drug
358,Kamerad::N,továriš,drugar
359,Angelegenheit::N,zadéva,posao
360,Anzahl::N,števílo,broj
361,Anzahl::N,števílo,brojnost
362,Art::N,vŕsta,vid
363,Art::N,vŕsta,vrst
364,Stück::N,kós,komad
365,Teil::N,dél,dio
366,Hälfte::N,polovíca,polovina
367,Kreis::N,króg,krug
368,Kreis::N,kolobár,krug
369,Kreuz::N,kríž,križ
370,Linie::N,próga,crta
371,Strich::N,čŕta,crta
372,Abstand::N,preslédek,razmak
373,Abstand::N,preslédek,odstojanje
374,Entfernung::N,oddáljenost,udaljenost
375,Gegend::N,kràj,kraj
376,Gegend::N,kràj,predeo
377,Gegend::N,dežêla,kraj
378,Gegend::N,dežêla,predeo
379,Platz::N,prôstor,mjesto
380,Ort::N,mésto,mjesto
381,Seite::N,bòk,bok
382,Seite::N,bòk,strana
383,Seite::N,strán,bok
384,Seite::N,strán,strana
385,Mitte::N,sredína,sredina
386,Gegenstand::N,prédmet,predmet
387,Sache::N,réč,posao
388,Sache::N,stvár,posao
389,Rand::N,kràj,rub
390,Rand::N,kràj,kraj
391,Kante::N,rób,brid
392,Kante::N,rób,ivica
393,Ecke::N,vogál,ugao
394,Spitze::N,óst,vrh
395,Spitze::N,óst,šiljak
396,Ende::N,kônec,konac
397,Loch::N,lúknja,rupa
398,Winkel::N,kót,kut
399,Winkel::N,kót,ugao
400,Muster::N,vzórec,uzor
401,Größe::N,veličína,veličina
402,Länge::N,dolžína,duljina
403,Höhe::N,vršína,visina
404,Gewicht::N,téža,težina
405,Menge::N,količína,mnoštvo
406,Menge::N,količína,količina
407,Haufen::N,kùp,hrpa
408,Haufen::N,kùp,gomila
409,Haufen::N,kopíca,hrpa
410,Haufen::N,kopíca,gomila
411,Reihe::N,níz,red
412,Reihe::N,vŕsta,red
413,Boot::N,čóln,čun
414,Boot::N,čóln,čamac
415,Ruder::N,vêslo,veslo
416,Schlitten::N,saní,saone
417,Ski::N,smučí,ski
418,Ski::N,smučí,smučka
419,Lagerfeuer::N,táborni ôgenj,logorska vatra
420,Last::N,tôvor,tovar
421,Gang::N,hòd,hod
422,Schritt::N,korák,korak
423,Norden::N,séver,sjever
424,Süden::N,júg,jug
425,Westen::N,zapàd,zapad
426,Osten::N,vzhòd,istok
427,Holz::N,lés,drvo
428,Brett::N,deskà,daska
429,Platte::N,plôča,ploča
430,Stütze::N,opóra,potpora
431,Stütze::N,zaslómba,potpora
432,Stange::N,gréd,motka
433,Stock::N,pálica,štap
434,Stock::N,pálica,palica
435,Stab::N,pálica,štap
436,Stab::N,pálica,šipka
437,Rohr::N,cév,cijev
438,Haus::N,híša,kuća
439,Heim::N,dóm,dom
440,Ofen::N,péč,peć
441,Fußboden::N,pòd,pod
442,Tisch::N,míza,stol
443,Tisch::N,míza,trpeza
444,Stuhl::N,stòl,stolac
445,Stuhl::N,stòl,stolica
446,Wiege::N,zíbel,kolijevka
447,Bett::N,póstelja,krevet
448,Bett::N,póstelja,postelja
449,Regal::N,políca,polica
450,Kiste::N,zabòj,sanduk
451,Fenster::N,ôkno,prozor
452,Tür::N,vráta,vrata
453,Tor::N,velíka vráta,vrata
454,Tor::N,velíka vráta,kapija
455,Zaun::N,ográja,plot
456,Zaun::N,ográja,ograda
457,Dach::N,stréha,krov
458,Leiter::N,léstev,ljestve
459,Leiter::N,léstev,ljestvice
460,Besen::N,mêtla,metla
461,Spaten::N,lopáta,ašov
462,Schaufel::N,lopáta,lopata
463,Gabel::N,vílice,viljuška
464,Löffel::N,žlíca,žlica
465,Messer::N,nòž,nož
466,Nagel::N,žebèlj,čavao
467,Netz::N,mréža,mreža
468,Haken::N,kljúka,kuka
469,Griff::N,ročáj,držak
470,Griff::N,ročáj,ručica
471,Griff::N,oprijèm,držak
472,Griff::N,oprijèm,ručica
473,Schloss::N,ključávnica,brava
474,Bild::N,slíka,slika
475,Figur::N,figúra,figura
476,Figur::N,postáva,figura
477,Puppe::N,lútka,lutka
478,Beutel::N,môšnja,kesa
479,Bündel::N,cúla,snop
480,Bündel::N,cúla,svežanj
481,Bündel::N,svéženj,snop
482,Bündel::N,svéženj,svežanj
483,Tasche::N,tórba,torba
484,Tasche::N,tórba,taška
485,Tasche::N,tobôlec,torba
486,Tasche::N,tobôlec,taška
487,Eimer::N,vêdro,kabao
488,Deckel::N,pokròv,poklopac
489,Deckel::N,poklópec,poklopac
490,Geschirr::N,posóda,suđe
491,Geschirr::N,posóda,posuđe
492,Sack::N,vréča,džak
493,Sack::N,vréča,vreća
494,Tasse::N,skodélica,šalica
495,Topf::N,lônec,lonac
496,Kessel::N,kôtel,kazan
497,Essen::N,hrána,obrok
498,Nahrung::N,živílo,hrana
499,Speise::N,jéd,jelo
500,Fleisch::N,mesó,meso
501,Getreide::N,žíto,žito
502,Getreide::N,žíto,žitarice
503,Brei::N,káša,kaša
504,Brot::N,krùh,kruh
505,Scheibe::N,réženj,kriška
506,Fett::N,mást,mast
507,Fett::N,mást,salo
508,Fett::N,maščôba,mast
509,Fett::N,maščôba,salo
510,Butter::N,máslo,buter
511,Butter::N,máslo,maslac
512,Öl::N,ólje,ulje
513,Salz::N,sól,sol
514,Suppe::N,júha,supa
515,Honig::N,méd,med
516,Milch::N,mléko,mlijeko
517,Tee::N,čáj,čaj
518,Leder::N,úsnje,koža
519,Wolle::N,vólna,vuna
520,Stoff::N,blagó,štof
521,Stoff::N,blagó,tkanina
522,Nadel::N,ígla,igla
523,Faden::N,nít,nit
524,Faden::N,nít,konac
525,Knopf::N,gúmb,dugme
526,Knoten::N,vôzel,čvor
527,Knoten::N,vôzel,uzao
528,Farbe::N,bárva,farba
529,Kleidung::N,obléka,odjeća
530,Hemd::N,srájca,košulja
531,Kragen::N,ovrátnik,ovratnik
532,Ärmel::N,rokáv,rukav
533,Hose::N,hláče,hlače
534,Gürtel::N,pás,pas
535,Gürtel::N,pás,pojas
536,Mütze::N,kápa,kapa
537,Mütze::N,čépica,kapa
538,Schuh::N,čévelj,cipela
539,Stiefel::N,škórenj,čizma
540,Ring::N,pŕstan,prsten
541,Band::N,trák,vrpca
542,Kamm::N,glavník,češalj
543,Spiegel::N,zrcálo,zrcalo
544,Spiegel::N,zrcálo,ogledalo
545,Spiegel::N,ogledálo,zrcalo
546,Spiegel::N,ogledálo,ogledalo
547,Riemen::N,jêrmen,kaiš
548,Riemen::N,jêrmen,remen
549,Schnur::N,vŕvca,vrpca
550,Leine::N,konôpec,uzica
551,Decke::N,odéja,ćebe
552,Decke::N,odéja,pokrivač
553,Kissen::N,blazína,jastuk
554,Tuch::N,pŕt,rubac
555,Tuch::N,pŕt,marama
556,Tuch::N,rúta,rubac
557,Tuch::N,rúta,marama
558,Handtuch::N,brisáča,ručnik
559,Kraft::N,síla,snaga
560,Stärke::N,jákost,jakost
561,Gesundheit::N,zdrávje,zdravlje
562,Krankheit::N,bolézen,bolest
563,Schmerz::N,ból,bol
564,Schmerz::N,bolečína,bol
565,Wunde::N,rána,rana
566,Fieber::N,vročína,groznica
567,Arznei::N,lék,lijek
568,Arznei::N,zdravílo,lijek
569,Brücke::N,móst,most
570,Brücke::N,móst,ćuprija
571,Brunnen::N,vodnják,bunar
572,Brunnen::N,vodnják,zdenac
573,Weide::N,páša,paša
574,Weide::N,páša,pašnjak
575,Pfad::N,stezà,staza
576,Weg::N,pót,put
577,Straße::N,césta,drum
578,Straße::N,césta,cesta
579,Dorf::N,vás,selo
580,Stadt::N,mésto,grad
581,Stadt::N,mésto,varoš
582,Brief::N,písmo,list
583,Brief::N,písmo,pismo
584,Buch::N,knjíga,knjiga
585,Buchstabe::N,čŕka,slovo
586,Zeitung::N,čásnik,novine
587,Leben::N,življênje,život
588,Tod::N,smŕt,smrt
589,Grab::N,gròb,raka
590,Kirche::N,cérkev,crkva
591,Sünde::N,gréh,grijeh
592,Gott::N,bóg,bog
593,Arbeiter::N,délavec,radnik
594,Chef::N,šéf,šef
595,Meister::N,mójster,majstor
596,Arzt::N,zdravník,liječnik
597,Lehrer::N,učítelj,učitelj
598,Geld::N,denár,novac
599,Geschäft::N,kupčíja,posao
600,Geschäft::N,kupčíja,trgovina
601,Laden::N,trgovína,dućan
602,Preis::N,céna,cijena
603,Ware::N,róba,roba
604,Nutzen::N,príd,korist
605,Reichtum::N,bogástvo,bogatstvo
606,Welt::N,svét,svijet
607,Land::N,dežêla,zemlja
608,Staat::N,držáva,država
609,König::N,králj,kralj
610,Macht::N,oblást,moć
611,Macht::N,oblást,vlast
612,Grenze::N,mêja,granica
613,Krieg::N,vôjna,rat
614,Feind::N,sovrážnik,neprijatelj
615,Gewalt::N,nasílje,sila
616,Gewalt::N,nasílje,nasilje
617,Kampf::N,bòj,boj
618,Kampf::N,bòj,borba
619,Kampf::N,bórba,boj
620,Kampf::N,bórba,borba
621,Bogen[Waffe]::N,lók,luk
622,Pfeil::N,puščíca,strijela
623,Gewehr::N,púška,puška
624,Fehler::N,zmóta,pogreška
625,Fehler::N,zmóta,griješka
626,Lüge::N,láž,laž
627,Schaden::N,okvára,šteta
628,Unglück::N,nesréča,nesreća
629,Schuld::N,krívda,krivnja
630,Alter::N,dôba,dob
631,Schluss::N,kônec,kraj
632,Schluss::N,kônec,konac
633,Zeit::N,čàs,doba
634,Zeit::N,čàs,vrijeme
635,Tag::N,dán,dan
636,Morgen::N,jútro,jutro
637,Mittag::N,póldan,podne
638,Abend::N,večér,veče
639,Abend::N,večér,večer
640,Nacht::N,nóč,noć
641,Woche::N,téden,sedmica
642,Monat::N,mésec,mjesec
643,Jahr::N,léto,godina
644,Frühling::N,pomlád,proljeće
645,Sommer::N,polétje,ljeto
646,Herbst::N,jesén,jesen
647,Winter::N,zíma,zima
648,Januar::N,jánuar,januar
649,Januar::N,jánuar,siječanj
650,Februar::N,fébruar,veljača
651,Februar::N,fébruar,februar
652,März::N,márec,mart
653,März::N,márec,ožujak
654,April::N,apríl,april
655,April::N,apríl,travanj
656,Mai::N,máj,maj
657,Mai::N,máj,svibanj
658,Juni::N,júnij,juni
659,Juni::N,júnij,lipanj
660,Juli::N,júlij,juli
661,Juli::N,júlij,srpanj
662,August::N,avgúst,august
663,August::N,avgúst,kolovoz
664,September::N,septêmber,rujan
665,September::N,septêmber,septembar
666,Oktober::N,október,oktobar
667,Oktober::N,október,listopad
668,November::N,novêmber,studeni
669,November::N,novêmber,novembar
670,Dezember::N,decémber,prosinac
671,Montag::N,ponedéljek,ponedjeljak
672,Montag::N,ponedéljek,ponedjeljnik
673,Dienstag::N,tôrek,utorak
674,Dienstag::N,tôrek,utornik
675,Mittwoch::N,sréda,srijeda
676,Donnerstag::N,četŕtek,četvrtak
677,Freitag::N,pétek,petak
678,Samstag::N,sobóta,subota
679,Sonntag::N,nedélja,nedjelja
680,groß::A,vêlik,velik
681,klein::A,májhen,mali
682,klein::A,májhen,malen
683,lang::A,dólg,dug
684,lang::A,dólg,dugačak
685,kurz::A,krátek,kratak
686,breit::A,širòk,širok
687,schmal::A,ózek,uski
688,schmal::A,ózek,uzak
689,dicht::A,góst,gust
690,dick[Gegenstand]::A,dêbel,debeo
691,dünn::A,tánek,tanak
692,fein::A,drôben,fin
693,fein::A,drôben,tanak
694,fest::A,tŕden,čvrst
695,flach::A,plán,ravan
696,flach::A,plán,plosnat
697,flach::A,plòsk,ravan
698,flach::A,plòsk,plosnat
699,glatt::A,gládek,gladak
700,hart::A,tŕd,tvrd
701,weich::A,mehák,mek
702,weich::A,mehák,mekan
703,rund::A,okrógel,okrugao
704,spitz::A,šílast,oštar
705,spitz::A,šílast,šiljast
706,scharf::A,óster,oštar
707,scharf::A,óster,bridak
708,stumpf::A,tóp,tup
709,stumpf::A,skŕhan,tup
710,schwer::A,têžek,težak
711,schön::A,lép,krasan
712,schön::A,krásen,krasan
713,heiß::A,vròč,vruć
714,warm::A,tôpel,topao
715,kalt::A,mŕzel,hladan
716,kalt::A,hláden,hladan
717,kühl::A,hláden,hladan
718,frisch::A,svéž,svjež
719,feucht::A,vlážen,vlažan
720,nass::A,móker,mokar
721,trocken::A,súh,suh
722,voll::A,póln,pun
723,leer::A,prázen,prazan
724,offen::A,odpŕt,otvoren
725,geschlossen::A,zapŕt,zatvoren
726,sauber::A,číst,čist
727,sauber::A,líčen,čist
728,schmutzig::A,umázan,nečist
729,schmutzig::A,umázan,blatan
730,roh::A,suròv,sirov
731,reif::A,zrèl,zreo
732,lecker::A,okúsen,tečan
733,lecker::A,okúsen,ukusan
734,süß::A,sládek,sladak
735,bitter::A,grenák,gorak
736,sauer::A,kísel,kiseo
737,hell::A,svetèl,vedar
738,hell::A,svetèl,svijetao
739,dunkel::A,temèn,taman
740,schwarz::A,čŕn,crn
741,weiß::A,bél,bio
742,weiß::A,bél,bijel
743,rot::A,rdèč,crven
744,gelb::A,žólt,žut
745,gelb::A,rumèn,žut
746,blau::A,móder,plav
747,blau::A,móder,modar
748,grün::A,zelèn,zelen
749,grau::A,sív,siv
750,bunt::A,písan,šaren
751,billig::A,pocéni,jeftin
752,teuer::A,drág,skup
753,wertvoll::A,dragocén,vrijedan
754,wertvoll::A,dragocén,dragocjen
755,blind::A,slép,slijep
756,taub::A,glúh,gluh
757,kräftig::A,močán,snažan
758,stark::A,ják,jak
759,stark::A,ják,snažan
760,schwach::A,šíbek,slab
761,fett::A,dêbel,pretio
762,schlank::A,vítek,vitak
763,hübsch::A,lép,zgodan
764,böse::A,zèl,zao
765,böse::A,zèl,opak
766,böse::A,hudôben,zao
767,böse::A,hudôben,opak
768,dumm::A,glúp,glup
769,dumm::A,bédast,glup
770,faul::A,lén,lijen
771,fleißig::A,marljív,radin
772,fleißig::A,marljív,marljiv
773,geizig::A,škŕt,škrt
774,klug::A,pámeten,razborit
775,geschickt::A,spréten,vješt
776,lieb::A,míl,drag
777,lieb::A,ljúb,drag
778,lustig::A,vesél,veseo
779,sanft::A,láhek,blag
780,hungrig::A,láčen,gladan
781,krank::A,bolán,bolestan
782,nackt::A,nág,nag
783,traurig::A,túžen,tužan
784,traurig::A,túžen,žalostan
785,lebendig::A,žív,živ
786,gut::A,dóber,dobar
787,schlecht::A,malopríden,loš
788,schlecht::A,malopríden,rđav
789,richtig::A,pravílen,tačan
790,richtig::A,pravílen,ispravan
791,schlimm::A,húd,zao
792,schlimm::A,húd,zločest
793,wahr::A,resníčen,istinit
794,alt::A,stàr,star
795,neu::A,nòv,nov
796,ehemalig::A,nekdánji,bivši
797,alt[Lebewesen]::A,stàr,star
798,jung::A,mlád,mlad
799,arm::A,ubóg,ubog
800,arm::A,ubóg,siromašan
801,arm::A,réven,ubog
802,arm::A,réven,siromašan
803,reich::A,bogàt,bogat
804,bekannt::A,znán,poznat
805,berühmt::A,sláven,čuven
806,berühmt::A,sláven,slavan
807,berühmt::A,znamenít,čuven
808,berühmt::A,znamenít,slavan
809,fremd::A,túj,tuđ
810,fremd::A,túj,stran
811,verschieden::A,razlíčen,razan
812,verschieden::A,razlíčen,različan
813,nah::A,blížnji,blizak
814,fern::A,dáleč,dalek
815,fern::A,dáleč,daljnji
816,linker::A,lévi,lijevi
817,rechter::A,désni,desni
818,anderer::A,drúgi,drugi
819,anderer::A,drúgi,drugačiji
820,erster::A,pŕvi,prvi
821,zweiter::A,drúgi,drugi
822,dritter::A,trétji,treći
823,letzter::A,poslédnji,zadnji
824,allein::ADV,sám,sam
825,auf einmal::ADV,obênem,istodobno
826,zusammen::ADV,skúpaj,skupa
827,zusammen::ADV,skúpaj,zajedno
828,lange::ADV,dólgo,dugo
829,plötzlich::ADV,náglo,naglo
830,plötzlich::ADV,náglo,iznenada
831,plötzlich::ADV,nenádoma,naglo
