,Concept_ID,is,os
162,Bau::N,bæli,хуынкъ
163,Tier::N,dýr,сырд
164,Tier::N,dýr,цӕрӕгой
165,Herde::N,hjörð,дзуг
166,Herde::N,hjörð,рӕгъау
167,Kuh::N,kýr,хъуг
168,Bulle::N,boli,гал
169,Pferd::N,hestur,бӕх
170,Schaf::N,kind,фыс
171,Schwein::N,svín,хуы
172,Hund::N,hundur,куыдз
173,Katze::N,köttur,гӕды
174,Bär::N,björn,арс
175,Eichhörnchen::N,íkorni,æхсæрæг
176,Elch::N,elgur,цæгатаг саг
177,Fuchs::N,refur,рувас
178,Hase::N,héri,тæрхъус
179,Maus::N,mús,мыст
180,Wolf::N,úlfur,бирӕгъ
181,Vogel::N,fugl,цъиу
182,Vogel::N,fugl,маргъ
183,Schwarm::N,sægur,бал
184,Huhn::N,hæna,карк
185,Hahn::N,hani,уасӕг
186,Gans::N,gæs,хъаз
187,Adler::N,örn,цӕргӕс
188,Ente::N,önd,ацц
189,Eule::N,uggla, уыг
190,Eule::N,uggla,сидахъ
191,Kranich::N,trana,зырнæг
192,Kranich::N,trana,хърихъупп
193,Krähe::N,kráka,халон
194,Kuckuck::N,gaukur,гаккук
195,Schwan::N,svanur,доныхъаз
196,Fisch::N,fiskur,кӕсаг
197,Barsch::N,aborri,окунь
198,Hecht::N,gedda,хихор кӕсаг
199,Schlange[Tier]::N,naðra,калм
200,Wurm::N,ormur,зулкъ
201,Wurm::N,ormur,къуыдыргалм
202,Spinne::N,kónguló,хӕлуарӕг
203,Ameise::N,maur,мæлдзыг
204,Laus::N,lús,сыст
205,Mücke::N,mý,къогъо
206,Mücke::N,mýfluga,къогъо
207,Fliege::N,fluga,бындз
208,Schmetterling::N,fiðrildi,гæлæбу
209,Beere::N,ber,гагадыргъ
210,Apfel::N,epli,фӕткъуы
211,Pilz::N,sveppur,зокъо
212,Pilz::N,sveppur,къозо
213,Zwiebel::N,laukur,хъӕдындз
214,Saat::N,fræ,тауинаг
215,Saat::N,fræ,мыггаг
216,Saat::N,útsæði,тауинаг
217,Saat::N,útsæði,мыггаг
218,Korn::N,korn,мыггаг
219,Korn::N,korn,тауинаг
220,Heu::N,hey,хос
221,Schale::N,hýði,цъар
222,Grube::N,gryfja,урм
223,Grube::N,gryfja,къахт
224,Grube::N,gryfja,дзыхъхъ
225,Falle::N,gildra,цъысым
226,Falle::N,gildra,къӕппӕг
227,Schlinge::N,snara,цасм
228,Spur::N,spor,фæд
229,Asche::N,aska,фӕнык
230,Asche::N,aska,ӕртхутӕг
231,Dreck::N,óþverri,цъыф
232,Eisen::N,járn,ӕфсӕйнаг
233,Gold::N,gull,сыгъзӕрин
234,Silber::N,silfur,ӕвзист
235,Kohle::N,kol,ӕвзалы
236,Glas::N,gler,авг
237,Lehm::N,leir,ӕлыг
238,Sand::N,sandur,змис
239,Mensch::N,maður,лӕг
240,Mensch::N,maður,адӕймаг
241,Mensch::N,maður,удгоймаг
242,Mensch::N,manneskja,лӕг
243,Mensch::N,manneskja,адӕймаг
244,Mensch::N,manneskja,удгоймаг
245,Mann::N,maður,лӕг
246,Mann::N,maður,нӕлгоймаг
247,Mann::N,karlmaður,лӕг
248,Mann::N,karlmaður,нӕлгоймаг
249,Frau::N,kona,сылгоймаг
250,Kind::N,barn,сывӕллон
251,Kind::N,krakki,сывӕллон
252,Junge::N,drengur,лӕппу
253,Mädchen::N,stelpa,чызг
254,Familie::N,fjölskylda,бинонтæ
255,Großvater::N,afi,фыдыфыд
256,Großvater::N,afi,мадыфыд
257,Großmutter::N,amma,фыды мад
258,Großmutter::N,amma,мады мад
259,Eltern::N,foreldrar,ныййарджытæ
260,Vater::N,faðir,фыд
261,Mutter::N,móðir,мад
262,Sohn::N,sonur,фырт
263,Tochter::N,dóttir,чызг
264,Bruder::N,bróðir,ӕфсымӕр
265,Schwester::N,systir,хо
266,Onkel::N,föðurbróðir,фыдыфсымӕр
267,Tante::N,frænka,мадыхо
268,Tante::N,móðursystir,мадыхо
269,Ehemann::N,eiginmaður,мой
270,Ehefrau::N,eiginkona,ус
271,Freude::N,gleði,цин
272,Freude::N,gleði,циндзинад
273,Gelächter::N,hlátur,худын
274,Gelächter::N,hlátur,худт
275,Gelächter::N,hlátur,худæг
276,Glück::N,gæfa,амонд
277,Kummer::N,sorg,хъыг
278,Wunsch::N,ósk,бӕллиц
279,Lust::N,fýsn,монц
280,Lust::N,löngun,монц
281,Geist::N,andi,уд
282,Gedanke::N,hugsun,хъуыды
283,Gedächtnis::N,minni,мысæн
284,Gedächtnis::N,minni,мысын
285,Gedächtnis::N,minni,зæрдылдарын
286,Verstand::N,vit,зонд
287,Sinn::N,merking,нысаниуæг
288,Grund::N,ástæða,ӕфсон
289,Wahrheit::N,sannleikur,æцæг
290,Gespräch::N,samtal,ныхас
291,Märchen::N,ævintýri,аргъау
292,Erzählung::N,saga,радзырд
293,Nachricht::N,frétt,уац
294,Neuigkeit::N,frétt,хабар
295,Name::N,nafn,ном
296,Rätsel::N,gáta,уыци-уыци
297,Rätsel::N,gáta,базон-базон
298,Rede::N,ræða,раныхас
299,Sprache::N,mál,ӕвзаг
300,Sprache::N,tungumál,ӕвзаг
301,Stimme::N,rödd,хъӕлӕс
302,Wort::N,orð,дзырд
303,Zeichen::N,tákn,нысан
304,Zeichen::N,merki,нысан
305,Ruf::N,kall,сидт
306,Lärm::N,hávaði,уынæр
307,Laut::N,hljóð,зӕл
308,Laut::N,hljóð,мыр
309,Ton::N,tónn,мыр
310,Lied::N,ljóð,зарӕг
311,Lied::N,söngur,зарӕг
312,Ruhe::N,ró,æнцой
313,Ruhe::N,kyrrð,æнцой
314,Leute::N,fólk,адӕм
315,Volk::N,þjóð,адӕм
316,Arbeit::N,vinna,фӕллой
317,Gast::N,gestur,уазӕг
318,Geschenk::N,gjöf,хуын
319,Spiel::N,leikur,хъазт
320,Gesellschaft::N,selskapur,дзыллæ
321,Gesellschaft::N,selskapur,æхсæнад
322,Hilfe::N,hjálp,æххуыс
323,Hilfe::N,hjálp,ахъаз
324,Freund::N,vinur,лымӕн
325,Kamerad::N,félagi,ӕмбал
326,Angelegenheit::N,mál,хъуыддаг
327,Angelegenheit::N,málefni,хъуыддаг
328,Anzahl::N,tala,бӕрц
329,Anzahl::N,fjöldi,бӕрц
330,Art::N,tegund,хуыз
331,Art::N,tegund,хуызад
332,Stück::N,biti,кæрдих
333,Stück::N,biti,комдзаг
334,Stück::N,stykki,кæрдих
335,Stück::N,stykki,комдзаг
336,Teil::N,hluti,хай
337,Teil::N,partur,хай
338,Hälfte::N,helmingur,æрдæг
339,Hälfte::N,helmingur,æмбис
340,Kreis::N,hringur,зиллакк
341,Kreuz::N,kross,дзуар
342,Kreuz::N,krossmark,дзуар
343,Linie::N,lína,хахх
344,Strich::N,strik,хахх
345,Abstand::N,millibil,æхсæнуат
346,Entfernung::N,fjarlægð,дæрддзæг
347,Entfernung::N,fjarlægð,дардцæг
348,Gegend::N,hérað,ран
349,Platz::N,pláss,бууат
350,Ort::N,staður,ран
351,Ort::N,staður,бынат
352,Seite::N,hlið,фахс
353,Mitte::N,miðja,астӕу
354,Gegenstand::N,hlutur,дзаума
355,Sache::N,mál,дзаума
356,Rand::N,brún,кӕрон
357,Kante::N,rönd,фӕрск
358,Ecke::N,horn,тигъ
359,Ecke::N,horn,фисын
360,Spitze::N,oddur,бырынкъ
361,Ende::N,endi,кӕрон
362,Loch::N,gat,хуынкъ
363,Loch::N,hola,хуынкъ
364,Winkel::N,skot,къуым
365,Winkel::N,krókur,къуым
366,Muster::N,munstur,нывæфтыд
367,Muster::N,munstur,кæдзист
368,Größe::N,stærð,ас
369,Länge::N,lengd,дӕргъ
370,Höhe::N,hæð,бæрзонд
371,Höhe::N,hæð,бæрзæнд
372,Höhe::N,hæð,бæрзонддзинад
373,Gewicht::N,vigt,уӕз
374,Gewicht::N,þyngd,уӕз
375,Menge::N,magn,бӕрц
376,Haufen::N,hrúga,кӕри
377,Haufen::N,haugur,кӕри
378,Reihe::N,röð,рӕнхъ
379,Boot::N,bátur,чема
380,Ruder::N,ár,къохар
381,Schlitten::N,sleði,дзоныгъ
382,Ski::N,skíði,къахдзоныгътæ
383,Ski::N,skíði,лыжæтæ
384,Lagerfeuer::N,varðeldur,арт
385,Last::N,byrði,уаргъ
386,Last::N,farmur,уаргъ
387,Gang::N,ganga,цыд
388,Schritt::N,skref,санчъех
389,Schritt::N,skref,къахдзӕф
390,Norden::N,norður,цæгат
391,Süden::N,suður,хуссар
392,Westen::N,vestur,ныгуылæн
393,Osten::N,austur,скæсæн
394,Holz::N,viður,хъӕдӕрмӕг
395,Brett::N,fjöl,фæйнæг
396,Platte::N,flötur,къӕй
397,Stütze::N,stoð,быцæу
398,Stange::N,stöng,хъил
399,Stock::N,prik,лӕдзӕг
400,Stock::N,stafur,лӕдзӕг
401,Stab::N,prik,хъил
402,Stab::N,stafur,хъил
403,Rohr::N,rör,хӕтӕл
404,Rohr::N,pípa,хӕтӕл
405,Haus::N,hús,хӕдзар
406,Heim::N,heimili,къона
407,Ofen::N,ofn,пец
408,Fußboden::N,gólf,астӕрд
409,Tisch::N,borð,стъол
410,Stuhl::N,stóll,бандон
411,Wiege::N,vagga,авдæн
412,Bett::N,rúm,сынтӕг
413,Bett::N,hvíla,сынтӕг
414,Regal::N,hilla,тӕрхӕг
415,Regal::N,hilla,уӕлвӕйнӕг
416,Kiste::N,kassi,асыкк
417,Fenster::N,gluggi,рудзынг
418,Fenster::N,gluggi,фæрссаг
419,Tür::N,dyr,дуар
420,Tür::N,hurð,дуар
421,Tor::N,hlið,кулдуар
422,Zaun::N,girðing,æмбонд
423,Zaun::N,girðing,быру
424,Zaun::N,girðing,гæрæн
425,Zaun::N,limgarður,æмбонд
426,Zaun::N,limgarður,быру
427,Zaun::N,limgarður,гæрæн
428,Dach::N,þak,уӕлхӕдзар
429,Leiter::N,stigi,асин
430,Besen::N,sópur,уисой
431,Spaten::N,spaði,бел
432,Schaufel::N,skófla,æвгæнæн
433,Schaufel::N,skófla,кæфой
434,Gabel::N,gaffall,вилкæ
435,Löffel::N,skeið,уидыг
436,Messer::N,hnífur,кард
437,Nagel::N,nögl,зӕгӕл
438,Netz::N,net,хыз
439,Haken::N,krókur,хæдз
440,Haken::N,krókur,хæбырæгъ
441,Griff::N,tak,фистон
442,Schloss::N,lás,гуыдыр
443,Bild::N,mynd,ныв
444,Figur::N,stytta,кæрдгæныв
445,Puppe::N,brúða,чындз
446,Beutel::N,poki,дзӕкъул
447,Beutel::N,baggi,дзӕкъул
448,Bündel::N,böggull,баст
449,Tasche::N,veski,хызын
450,Tasche::N,veski,дзæкъул
451,Eimer::N,fata,къæрта
452,Eimer::N,fata,чъыбыла
453,Eimer::N,fata,ведра
454,Deckel::N,lok,сæр
455,Deckel::N,lok,æмбæрзæн
456,Geschirr::N,leirtau,мигæнæн
457,Geschirr::N,leirtau,мигæнæнтæ
458,Sack::N,sekkur,голлаг
459,Tasse::N,bolli,пиала
460,Tasse::N,bolli,къус
461,Topf::N,pottur,аг
462,Topf::N,pottur,чысыл аг
463,Kessel::N,ketill,аг
464,Essen::N,matur,хӕрд
465,Nahrung::N,fæða,хойраг
466,Speise::N,réttur,хӕринаг
467,Speise::N,matarréttur,хӕринаг
468,Fleisch::N,kjöt,дзидза
469,Fleisch::N,kjöt,фыдызгъӕл
470,Getreide::N,korn,халсар
471,Brei::N,grautur,кас
472,Brot::N,brauð,дзул
473,Scheibe::N,sneið,къӕбӕр
474,Fett::N,fita,сой
475,Butter::N,smjör,нӕлхӕ
476,Öl::N,olía,зети
477,Salz::N,salt,цӕхх
478,Suppe::N,súpa,бас
479,Honig::N,hunang,мыд
480,Milch::N,mjólk,ӕхсыр
481,Tee::N,te,цай
482,Leder::N,skinn,мæскуы
483,Wolle::N,ull,фӕсмын
484,Stoff::N,dúkur,хъуымац
485,Nadel::N,nál,судзин
486,Faden::N,þráður,ӕндах
487,Knopf::N,tala,цӕппӕр
488,Knopf::N,hnappur,цӕппӕр
489,Knoten::N,hnútur,ӕлхынцъ
490,Farbe::N,málning,ахорæн
491,Kleidung::N,búningur,дарӕс
492,Kleidung::N,klæðnaður,дарӕс
493,Hemd::N,skyrta,хӕдон
494,Kragen::N,kragi,æфцæггот
495,Kragen::N,flibbi,æфцæггот
496,Ärmel::N,ermi,дыс
497,Hose::N,buxur,хæлаф
498,Hose::N,buxur,æддаг хæлаф
499,Hose::N,buxur,салбар
500,Gürtel::N,belti,рон
501,Mütze::N,húfa,худ
502,Schuh::N,skór,басмахъ
503,Stiefel::N,stígvél,цырыхъхъ
504,Ring::N,hringur,къухдарӕн
505,Band::N,band,лент
506,Kamm::N,greiða,сӕрвасӕн
507,Spiegel::N,spegill,айдæн
508,Spiegel::N,spegill,кæсæн
509,Riemen::N,ól,гӕрз
510,Riemen::N,reim,гӕрз
511,Schnur::N,snúra,бӕндӕн
512,Leine::N,band,
513,Decke::N,teppi,хъӕццул
514,Kissen::N,koddi,баз
515,Tuch::N,klútur,кæлмæрзæн
516,Tuch::N,klútur,кæрдæн
517,Handtuch::N,þurrka,хисæрфæн
518,Handtuch::N,handklæði,хисæрфæн
519,Kraft::N,afl,тых
520,Kraft::N,afl,хъомыс
521,Kraft::N,kraftur,тых
522,Kraft::N,kraftur,хъомыс
523,Stärke::N,styrkur,тых
524,Stärke::N,styrkur,æхсар
525,Gesundheit::N,heilsa,æнæниздзинад
526,Gesundheit::N,heilbrigði,æнæниздзинад
527,Krankheit::N,sjúkdómur,низ
528,Krankheit::N,sjúkdómur,рын
529,Schmerz::N,sársauki,рис
530,Wunde::N,sár,цӕф
531,Fieber::N,hitasótt,ризӕг
532,Fieber::N,hitasótt,тӕфсӕг
533,Arznei::N,lyf,хос
534,Brücke::N,brú,хид
535,Brunnen::N,brunnur,цъай
536,Weide::N,hagi,хизæн
537,Weide::N,hagi,хизæнуат
538,Weide::N,hagi,сæрвæт
539,Pfad::N,stígur,къахвæндаг
540,Pfad::N,stígur,къахвæд
541,Weg::N,vegur,фӕндаг
542,Straße::N,gata,фӕндаг
543,Straße::N,stræti,фӕндаг
544,Dorf::N,þorp,хъӕу
545,Stadt::N,borg,сахар
546,Brief::N,bréf,фыстӕг
547,Buch::N,bók,чиныг
548,Buchstabe::N,bókstafur,дамгъӕ
549,Zeitung::N,dagblað,газет
550,Leben::N,líf,цард
551,Leben::N,líf,цӕрӕнбон
552,Tod::N,dauði,мæлæт
553,Tod::N,dauði,адзал
554,Grab::N,gröf,ингӕн
555,Kirche::N,kirkja,аргъуан
556,Sünde::N,synd,тæригъæд
557,Gott::N,guð,хуыцау
558,Arbeiter::N,verkamaður,кусæг
559,Chef::N,yfirmaður,ӕмцег
560,Meister::N,meistari,мастер
561,Meister::N,meistari,дæсны
562,Arzt::N,læknir,хосгæнæг
563,Arzt::N,læknir,дохтыр
564,Lehrer::N,kennari,ахуыргæнæг
565,Geld::N,peningar,ӕхца
566,Geschäft::N,viðskipti,бизнес
567,Geschäft::N,viðskipti,хъуыддаг
568,Laden::N,búð,дукани
569,Laden::N,verslun,дукани
570,Preis::N,verð,аргъ
571,Ware::N,vara,базайраг
572,Nutzen::N,gagn,пайда
573,Reichtum::N,auður,хъæздыгдзинад
574,Reichtum::N,auður,исбон
575,Reichtum::N,auður,мулк
576,Welt::N,veröld,дуне
577,Land::N,land,бӕстӕ
578,Staat::N,ríki,паддзахад
579,König::N,konungur,къарол
580,Macht::N,vald,хицаудзинад
581,Grenze::N,landamæri,арӕн
582,Krieg::N,stríð,хӕст
583,Feind::N,fjandmaður,знаг
584,Feind::N,fjandmaður,фыдгул
585,Feind::N,fjandmaður,фыдзæрдæ
586,Feind::N,fjandmaður,сон
587,Gewalt::N,ofbeldi,тыхми
588,Gewalt::N,ofbeldi,тыхдзинад
589,Kampf::N,bardagi,хæст
590,Kampf::N,bardagi,хъæбысæйхæст
591,Kampf::N,bardagi,тох
592,Bogen[Waffe]::N,bogi,ӕрдын
593,Pfeil::N,ör,фат
594,Gewehr::N,byssa,топп
595,Fehler::N,villa,рӕдыд
596,Lüge::N,lygi,мӕнг
597,Lüge::N,lygi,гӕдыдзинад
598,Schaden::N,skemmd,зиан
599,Unglück::N,óhamingja,бæллæх
600,Schuld::N,sök,азым
601,Alter::N,aldur,кар
602,Schluss::N,lok,кæрон
603,Schluss::N,endir,кæрон
604,Zeit::N,tími,рӕстӕг
605,Tag::N,dagur,бон
606,Morgen::N,morgunn,райсом
607,Mittag::N,hádegi,æмбисбон
608,Abend::N,kvöld,изӕр
609,Nacht::N,nótt,ӕхсӕв
610,Woche::N,vika,къуыри
611,Monat::N,mánuður,мӕй
612,Jahr::N,ár,аз
613,Jahr::N,ár,афӕдз
614,Frühling::N,vor,уалдзæг
615,Sommer::N,sumar,сӕрд
616,Herbst::N,haust,фæззæг
617,Winter::N,vetur,зымӕг
618,Januar::N,janúar,январь
619,Februar::N,február,февраль
620,März::N,mars,мартъи
621,April::N,apríl,апрель
622,Mai::N,maí,май
623,Juni::N,júní,июнь
624,Juli::N,júlí,июль
625,August::N,ágúst,август
626,September::N,september,сентябрь
627,Oktober::N,október,октябрь
628,November::N,nóvember,ноябрь
629,Dezember::N,desember,декабрь
630,Montag::N,mánudagur,къуырисæр
631,Dienstag::N,þriðjudagur,дыццæг
632,Mittwoch::N,miðvikudagur,æртыццæг
633,Donnerstag::N,fimmtudagur,цыппæрæм
634,Freitag::N,föstudagur,майрæмбон
635,Samstag::N,laugardagur,сабат
636,Sonntag::N,sunnudagur,хуыцаубон
637,groß::A,stór,дынджыр
638,klein::A,lítill,гыццыл
639,lang::A,langur,даргъ
640,kurz::A,stuttur,цыбыр
641,breit::A,breiður,фӕтӕн
642,schmal::A,mjór,нарӕг
643,schmal::A,mjór,уынгӕг
644,dicht::A,þéttur,бæзджын
645,dicht::A,þéttur,тар
646,dick[Gegenstand]::A,þykkur,сӕвджын
647,dünn::A,þunnur,тæнæг
648,fein::A,fíngerður,лыстӕг
649,fest::A,fastur,фидар
650,fest::A,fastur,хъӕддых
651,flach::A,flatur,тъӕпӕн
652,glatt::A,háll,лӕгъз
653,glatt::A,sléttur,лӕгъз
654,hart::A,harður,хъӕбӕр
655,weich::A,mjúkur,фӕлмӕн
656,rund::A,kringlóttur,тымбыл
657,spitz::A,oddhvass,цыргъбырынкъ
658,spitz::A,oddhvass,цыргъфындз
659,scharf::A,beittur,цыргъ
660,stumpf::A,bitlaus,къуымых
661,schwer::A,þungur,уӕззау
662,schön::A,fagur,аив
663,schön::A,fagur,рӕсугъд
664,schön::A,fallegur,аив
665,schön::A,fallegur,рӕсугъд
666,heiß::A,heitur,тӕвд
667,warm::A,hlýr,хъарм
668,warm::A,heitur,хъарм
669,kalt::A,kaldur,уазал
670,kühl::A,svalur,сатæг
671,kühl::A,svalur,уазалгомау
672,frisch::A,frískur,сатæг
673,feucht::A,rakur,уымӕл
674,feucht::A,þvalur,уымӕл
675,nass::A,votur,хуылыдз
676,nass::A,blautur,хуылыдз
677,trocken::A,þurr,хус
678,voll::A,fullur,дзаг
679,voll::A,fullur,йедзаг 
680,leer::A,tómur,афтид
681,offen::A,opinn,гом
682,geschlossen::A,lokaður,æхгæд
683,sauber::A,þrifinn,сыгъдæг
684,schmutzig::A,óhreinn,чъиллон
685,schmutzig::A,sóðalegur,чъиллон
686,roh::A,hrár,хом
687,reif::A,þroskaður,рӕгъӕд
688,lecker::A,ljúffengur,хӕрзад
689,süß::A,sætur,адджын
690,bitter::A,beiskur,судзаг
691,sauer::A,súr,туаг
692,hell::A,bjartur,рухс
693,dunkel::A,dimmur,талынг
694,schwarz::A,svartur,сау
695,weiß::A,hvítur,урс
696,rot::A,rauður,сырх
697,gelb::A,gulur,бур
698,blau::A,blár,цъӕх
699,grün::A,grænn,цъӕх
700,grün::A,grænn,кӕрдӕгхуыз
701,grau::A,grár,цъӕх
702,grau::A,grár,фӕныкхуыз
703,bunt::A,marglitur,хъулон
704,bunt::A,marglitur,гæрæм
705,billig::A,ódýr,аслам
706,teuer::A,dýr,зынаргъ
707,wertvoll::A,verðmætur,зынаргъ
708,blind::A,blindur,куырм
709,taub::A,heyrnarlaus,къуырма
710,kräftig::A,öflugur,домбай
711,kräftig::A,öflugur,тыхджын
712,stark::A,sterkur,тыхджын
713,schwach::A,veill,ӕнӕбон
714,fett::A,feitur,нард
715,schlank::A,grannur,гуырвидыц
716,schlank::A,grannur,хæрзконд
717,schlank::A,grannur,рæхснæг
718,schlank::A,grannur,сагамад
719,schlank::A,spengilegur,гуырвидыц
720,schlank::A,spengilegur,хæрзконд
721,schlank::A,spengilegur,рæхснæг
722,schlank::A,spengilegur,сагамад
723,hübsch::A,snotur,аив
724,hübsch::A,snotur,рӕсугъд
725,hübsch::A,laglegur,аив
726,hübsch::A,laglegur,рӕсугъд
727,böse::A,illur,фыдзӕрдӕ
728,böse::A,vondur,фыдзӕрдӕ
729,dumm::A,heimskur,ӕдылы
730,faul::A,latur,зивӕг
731,faul::A,latur,зивӕггӕнаг
732,fleißig::A,iðinn,æнæзивæг
733,fleißig::A,iðinn,æнувыд
734,geizig::A,nískur,чъынды
735,geizig::A,nískur,æлгъин
736,geizig::A,nískur,мæрддзæст
737,klug::A,hygginn,зондджын
738,geschickt::A,fimur,хӕрзарӕхст
739,geschickt::A,laginn,хӕрзарӕхст
740,lieb::A,kær,уарзон
741,lieb::A,ljúfur,уарзон
742,lustig::A,kátur,хъӕлдзӕг
743,sanft::A,blíður,мынчын
744,hungrig::A,soltinn,ӕххормаг
745,hungrig::A,hungraður,ӕххормаг
746,krank::A,sjúkur,нӕфӕразгӕ
747,nackt::A,nakinn,бӕгънӕг
748,traurig::A,dapur,ӕрхӕндӕг
749,traurig::A,hryggur,ӕрхӕндӕг
750,lebendig::A,lifandi,цардӕгас
