,Concept_ID,ka,ab
662,fett::A,სქელი,аҧсыла
663,schlank::A,გამხდარი,акала
664,schlank::A,გამხდარი,акьалантар
665,schlank::A,გამხდარი,аиҿартə
666,hübsch::A,ეშხიანი,аҧшӡа
667,hübsch::A,მშვენიერი,аҧшӡа
668,böse::A,ავი,абааҧсы
669,böse::A,ბოროტი,абааҧсы
670,dumm::A,ბოთე,агаӡа
671,dumm::A,სულელი,агаӡа
672,faul::A,ზანტი,аашьа
673,faul::A,ზარმაცი,аашьа
674,fleißig::A,ბეჯითი,иҟубҷоу
675,fleißig::A,მუყაითი,иҟубҷоу
676,geizig::A,ძუნწი,акы
677,geizig::A,ძუნწი,акаҷбеи
678,geizig::A,ძუნწი,аҟəџьыр
679,klug::A,ჭკვიანი,аҟəыш
680,klug::A,ჭკვიანი,аҟəыӷа
681,geschickt::A,მარჯვე,напҟазала
682,geschickt::A,გაწაფული,напҟазала
683,lieb::A,სატრფიალო,алашара
684,lustig::A,მხიარული,алах-ҿых
685,lustig::A,მხიარული,игурҕьаччо
686,lustig::A,მხიარული,агурҕьа
687,lustig::A,მხიარული,агурҿыхага
688,sanft::A,ალერსიანი,атата
689,sanft::A,ალერსიანი,аҟəымшəышə
690,sanft::A,ალერსიანი,ақьыҧш
691,sanft::A,გრძნობიერი,атата
692,sanft::A,გრძნობიერი,аҟəымшəышə
693,sanft::A,გრძნობიერი,ақьыҧш
694,hungrig::A,მშიერი,амлашь
695,krank::A,სნეული,ачымазаҩ
696,krank::A,ავადმყოფი,ачымазаҩ
697,nackt::A,ტიტველი,аҟьантаз
698,traurig::A,მწუხარე,алахьеиқəҵага
699,traurig::A,სევდიანი,алахьеиқəҵага
700,lebendig::A,ცოცხალი,абза
701,gut::A,კარგი,абзиа
702,schlecht::A,უხეირო,-хəарҭам
703,richtig::A,ნამდვილი,иашоу
704,schlimm::A,ცუდი,абааҧсы
705,wahr::A,სწორი,агəҭылса
706,wahr::A,სწორი,абзиаҵəҟьа
707,wahr::A,ჭეშმარიტი,агəҭылса
708,wahr::A,ჭეშმარიტი,абзиаҵəҟьа
709,alt::A,ძველი,Ажə
710,neu::A,ახალი,аҿыц
711,ehemalig::A,ყოფილი,анкьатәи
712,alt[Lebewesen]::A,ბებერი,абырг
713,alt[Lebewesen]::A,ბებერი,ақабада
714,alt[Lebewesen]::A,ბებერი,Ажə
715,jung::A,ნორჩი,аҟата
716,jung::A,ახალგაზრდა,аҟата
717,arm::A,ღარიბი,ананамга
718,reich::A,მდიდარი,абеиа
719,bekannt::A,ცნობილი,адыр
720,berühmt::A,გამოჩენილი,адыр
721,fremd::A,უცხო,атəым
722,fremd::A,გარეშე,атəым
723,verschieden::A,სხვაგვარი,Еиуа-еиҧшым
724,nah::A,ახლო,ааигəа
725,fern::A,შორი,ахара
726,fern::A,შორეული,ахара
727,linker::A,მარცხენა,арма
728,rechter::A,მარჯვენა,арҕьа
729,anderer::A,სხვა,даҽа
730,anderer::A,სხვა,даҽакы
731,erster::A,პირველი,актәи
732,zweiter::A,მეორე,аҩбатəи
733,dritter::A,მესამე,ахҕатәи
734,letzter::A,ბოლო,аҵыхəтəантəи
735,letzter::A,უკანასკნელი,аҵыхəтəантəи
736,allein::ADV,მარტო,мацара
737,auf einmal::ADV,ერთდროულად,зныкала
738,auf einmal::ADV,ერთდროულად,зныкҟьара
739,zusammen::ADV,ერთად,аиц...
740,lange::ADV,დიდხანს,акыраамҭа
741,plötzlich::ADV,მოულოდნელად,иаалырҟьаны
742,sofort::ADV,ახლავე,иаразнакҵәҟьа
743,später::ADV,მოგვიანებით,уажəшьҭаншəа
744,jetzt::ADV,ახლა,уажәы
745,heute::ADV,დღეს,иахьа
746,morgen::ADV,ხვალ,уаҵәы
747,bald::ADV,მალე,иласны
748,dann::ADV,მერე,нас
749,gestern::ADV,გუშინ,иацы
750,einst::ADV,ოდესღაც,зны
751,damals::ADV,მაშინ,усҟан
752,danach::ADV,მერმე,нас
753,danach::ADV,შემდეგ,нас
754,vorher::ADV,ადრე,уаанӡа
755,vorher::ADV,წინათ,уаанӡа
756,zuerst::ADV,ჯერ,азнаказы
757,zuerst::ADV,ჯერ,аҧхьа
758,einmal::ADV,ერთხელ,зны
759,manchmal::ADV,ხან,зны-зынла
760,manchmal::ADV,ზოგჯერ,зны-зынла
761,oft::ADV,ხშირად,лассы-лассы
762,immer::ADV,მუდამ,енагь
763,immer::ADV,მუდამ,еснагь
764,immer::ADV,ყოველთვის,енагь
765,immer::ADV,ყოველთვის,еснагь
766,niemals::ADV,არასდროს,ианакəызаалак
767,hier::ADV,აქ,ара
768,hier::ADV,აქ,абра
769,hier::ADV,აქ,араҟа
770,hierhin::ADV,აქეთ,ара
771,hierhin::ADV,აქეთ,араҟа
772,von hier::ADV,აქედან,арантә
773,dort::ADV,იქ,уа
774,dorthin::ADV,იქით,уахь
775,dorthin::ADV,იქით,анахь
776,geradeaus::ADV,პირდაპირ,ишиашоу
777,vorwärts::ADV,წინ,ҕхьаҟа
778,rückwärts::ADV,უკან,шьҭахьла
779,zurück::ADV,უკანვე,шьҭахьҟа
780,unten::ADV,დაბლა,лбаа
781,unten::ADV,ქვევით,лбаа
782,hinab::ADV,ძირს,алада
783,oben::ADV,ზემოთ,хыхь
784,hinauf::ADV,ზევით,аҩада
785,überall::ADV,ყველგან,зегьынцьара
786,nicht::ADV,არ,-м
787,ein wenig::ADV,ცოტა,ҕыҭк
788,kaum::ADV,ძლივს,аарлаҳәа
789,kaum::ADV,ძლივს,афергьҳәа
790,sehr::ADV,მეტად,даара
791,sehr::ADV,ძალიან,даара
792,so::ADV,ისე,ас
793,so::ADV,ისე,абас
794,noch::ADV,ჯერ,макьана
795,nur::ADV,მხოლოდ,заҵәык
796,schon::ADV,უკვე,уажәшьҭа
797,schon::ADV,უკვე,аиҳа ипоу
798,wieder::ADV,ისევ,ҿыц
799,wieder::ADV,ისევ,дырҩегь
800,wieder::ADV,ისევ,дырҩегьых
801,wieder::ADV,კიდევ,ҿыц
802,wieder::ADV,კიდევ,дырҩегь
803,wieder::ADV,კიდევ,дырҩегьых
804,vergebens::ADV,ამაოდ,баша
805,vergebens::ADV,ტყუილად,баша
806,vor::PRP,წინ,аҕхьа
807,hinter::PRP,უკან,нхыҵ
808,hinter::PRP,მიღმა,нхыҵ
809,unter::PRP,ქვეშ,амҵа
810,unter::PRP,ქვეშ,амҵан
811,unter::PRP,ქვევით,амҵа
812,unter::PRP,ქვევით,амҵан
813,durch::PRP,გავლით,
814,neben::PRP,გვერდით,ааигуара
815,zwischen::PRP,შუა,абжьара
816,zwischen::PRP,შორის,абжьара
817,wegen::PRP,გამო,-иззы
818,wegen::PRP,გამო,-ҟнытә
819,wegen::PRP,შედეგად,-иззы
820,wegen::PRP,შედეგად,-ҟнытә
821,dies::PRN,ეს,ари
822,dies::PRN,ეს,абри
823,das::PRN,ეგ,Абни
824,das::PRN,ეგ,убри
825,alles::PRN,ყველაფერი,зегьы
826,ich::PRN,მე,са
827,ich::PRN,მე,сара
828,du::PRN,შენ,бара
829,er::PRN,ის,иара
830,er::PRN,იგი,иара
831,wir::PRN,ჩვენ,ҳара
832,ihr::PRN,თქვენ,шәара
833,sie::PRN,ისინი,дара
834,was::FPRN,რა,
835,wer::FPRN,ვინ,дарбан
836,wo::FADV,სად,иабыкуу
837,wo::FADV,სად,аба-
838,wo::FADV,სად,ахь-
839,wohin::FADV,საით,иабыкуу
840,wohin::FADV,საით,аба-
841,wohin::FADV,საით,ахь-
842,wie::FADV,როგორ,-шҕа
843,warum::FADV,რაზე,избан
844,warum::FADV,რატომ,избан
845,wieviel::FNUM,რამდენი,заҟа
846,eins::NUM,ერთი,акы
847,eins::NUM,ერთი,аӡәы
848,zwei::NUM,ორი,ҩба
849,drei::NUM,სამი,хҕа
850,vier::NUM,ოთხი,ҕшьба
851,fünf::NUM,ხუთი,хəба
852,sechs::NUM,ექვსი,фба
853,sieben::NUM,შვიდი,Бжьба
854,acht::NUM,რვა,ааба
855,neun::NUM,ცხრა,жәба
856,zehn::NUM,ათი,жәаба
857,elf::NUM,თერთმეტი,жәеизатәи
858,zwölf::NUM,თორმეტი,жәаҩа
859,zwanzig::NUM,ოცი,ҩажәа
860,dreißig::NUM,ოცდაათი,ҩажәижәабатәи
861,vierzig::NUM,ორმოცი,ҩынҩажәа
862,fünfzig::NUM,ორმოცდაათი,ҩынҩажәеижәаба
863,sechzig::NUM,სამოცი,хынҩажәа
864,siebzig::NUM,სამოცდაათი,хынҩажәижәаба
865,achtzig::NUM,ოთხმოცი,ҕшьынҩажәа
866,neunzig::NUM,ოთხმოცდაათი,ҕшьынҩажәижәаба
867,hundert::NUM,ასი,шәкы
868,tausend::NUM,ათასი,зқьы
869,und::CNJ,და,-и
870,oder::CNJ,ან,ма
871,stehen::V,დგას,агылазаара
872,sitzen::V,ზის,атəара
873,sitzen::V,ზის,атəа(заа)ра
874,liegen::V,აწევს,аиара
875,hängen::V,კიდია,акнаҳара
876,werden::V,გახდება,аҟалара
877,passieren::V,მოხდება,аҟалара
878,beginnen::V,იწყება,алагара
879,enden::V,გათავდება,алгара
880,wechseln::V,იცვლება,аҽыҧсахра
881,aufgehen[Sonne]::V,ამოდის,агылара
882,aufgehen[Sonne]::V,ამოდის,ахашлара
883,aufgehen[Sonne]::V,ამოდის,аҩаҵхахара
884,untergehen[Sonne]::V,ჩადის,аҭашəара
885,scheinen[Sonne]::V,ანათებს,акаҧхара
886,donnern::V,ქუხს,адыдра
887,wehen::V,ქრის,асра
888,wehen::V,დაუბერავს,асра
889,strömen::V,იღვრება,акаҭəара
890,fließen::V,დის,ацара
891,fließen::V,მიედინება,ацара
892,sich drehen::V,ტრიალებს,ахагьежьра
893,schwanken::V,ირხევა,аҵысра
894,schwingen::V,ირხევა,ахызазара
895,schwingen::V,ირხევა,акьаандара
896,fallen::V,დავარდება,акаҳара
897,brennen::V,იწვის,абылра
898,rauchen::V,ბოლავს,ахылҵра
899,rauchen::V,აბოლებს,ахылҵра
900,regnen::V,წვიმს,аура
901,gefrieren::V,იყინება,аҵаара
902,tauen::V,დნება,аӡҭра
903,schmelzen::V,დნება,ақəӡыҭра
904,schmelzen::V,დნება,аҭəара
905,trocknen::V,გაშრება,абара
906,sieden::V,დუღს,ашра
907,faulen::V,ლპება,абаара
908,verfaulen::V,ლპება,абаара
909,verfaulen::V,ლპება,аилашра
910,reißen::V,დაიხევა,аҧжəара
911,versinken::V,ეფლობა,аӡааҟəрылара
912,versinken::V,ჩაიძირება,аӡааҟəрылара
913,vergehen::V,გადის,ацара
914,erscheinen::V,გამოჩნდება,ацəырҵра
915,verschwinden::V,გააქრება,аҵашəкəара
916,verschwinden::V,დაიკარგება,аҵашəкəара
917,sinken::V,დაიწევს,атəара
918,sinken::V,დაიწევს,алаҟəра
919,abnehmen::V,შემცირდება,ацӡаара
920,abnehmen::V,შემცირდება,аиҵалара
921,zunehmen::V,გასუქდება,аҽырҭбаара
922,zunehmen::V,გასუქდება,аиҵыҵра
923,zunehmen::V,გასუქდება,арацəахара
924,steigen::V,მოიმატებს,азҳара
925,steigen::V,მოიმატებს,ашьҭыҵра
926,steigen::V,მოიმატებს,адухара
927,steigen::V,მოიმატებს,ацлара
928,wachsen::V,იზრდება,азҳара
929,wachsen::V,მრავლდება,азҳара
930,glänzen::V,ბრწყინავს,ацыр-цырра
931,glänzen::V,ბრწყინავს,ацыҩ-цыҩра
932,glänzen::V,ბრწყინავს,аказказра
933,funkeln::V,კაშკაშებს,ашап-шапра
934,funkeln::V,კაშკაშებს,ацым-цымра
935,lärmen::V,ხმაურობს,ашьҭыбжьгара
936,lärmen::V,ხმაურობს,аҕьҕьаҳәа аилалара
937,läuten::V,დარეკავს,аҵəҵəасра
938,klingeln::V,დარეკავს,аҵəҵəасра
939,klirren::V,დააწკარუნებს,ахьархьарра
940,klirren::V,დააწკარუნებს,архьархьарра
941,brausen::V,ბობოქრობს,аилаҽҽара
942,brausen::V,ბობოქრობს,еилашуера
943,rauschen::V,შრიალებს,
944,klingen::V,ხმას გამოსცემს,агара
945,klingen::V,ხმას გამოსცემს,ашьҭыбжь гара
946,bellen::V,უყეფს,ашра
947,heulen::V,ღმუის,ауура
948,blasen::V,დაუბერავს,аҭəҳəара
949,pfeifen::V,უსტვენს,ашəшəра
950,schreien::V,ყვირის,аҳəҳəара
951,schreien::V,ყვირის,ахəаара
952,schreien::V,ყვირის,аҟаара
953,stöhnen::V,კვნესის,ақьра
954,zittern::V,აძაგძაგებს,аҵыс-ҵысра
955,leben::V,ცოცხლობს,аҟазаара
956,geboren werden::V,იშვება,Аира
957,geboren werden::V,იბადება,Аира
958,atmen::V,სუნთქავს,аҕсыҕ лагаҩагара
959,trinken::V,სვამს,ажəра
960,trinken::V,დალევს,ажəра
961,essen::V,შეჭამს,акрыфара
962,schlucken::V,ყლაპავს,албаадара
963,müde werden::V,დაიქანცება,ааҕсара
964,einschlafen::V,დაიძინებს,ацəара
965,schlafen::V,სძინავს,ацəазаара
966,aufwachen::V,გაიღვიძებს,аҿыхара
967,aufstehen::V,ადგება,Агəылҵра
968,sich erholen::V,დაისვენებს,аҧсшьара
969,krank werden::V,ავად გახდება,ачмазаҩхара
970,krank sein::V,ავადმყოფობს,аҳəарҧсарра
971,schmerzen::V,სტკივა,ахьра
972,husten::V,ახველებს,аимҳәара
973,genesen::V,მორჩება,абзиахара
974,genesen::V,მორჩება,аӷəӷəахара
975,sterben::V,კვდება,аҧсра
976,umkommen::V,დაიღუპება,аҭахара
977,sich bewegen::V,იძვრის,аиҭаҵра
978,sich bewegen::V,მოძრაობს,аиҭаҵра
979,sich rühren::V,გაინძრევა,ақəацара
980,sich erheben::V,ადგება,аҩагылара
981,sich setzen::V,დაჯდება,атəара
982,hinfallen::V,დაეცემა,акаҳара
983,laufen::V,დადის,аныҟəара
984,schreiten::V,აბიჯებს,ашьаҿа еихгара
985,spazierengehen::V,დასეირნობს,анеи-ааира
986,eilen::V,მიიჩქარის,аццакра
987,sich beeilen::V,აჩქარდება,аццакра
988,sausen::V,მიქრის,аҧырра
989,sausen::V,მიქრის,иҭрысны
990,sausen::V,მიქრის,ишьҭҟьаны ацара
991,rennen::V,დარბის,аҩра
992,springen::V,ხტის,аҧара
993,klettern::V,ძვრება,ақəлара
994,schaukeln::V,ქანაობს,аҟəараҟəанҽара
995,kriechen::V,დაბობღავს,аҳəазара
996,schwimmen::V,ცურავს,аӡсара
997,tauchen::V,ჩაიძირება,ахəӡааҵəира
998,rudern::V,ნიჩაბს უსვამს,аҵшьра
999,fahren::V,დადის,акала
1000,fahren::V,მგზავრობს,акала
1001,fliegen::V,იფრენს,аҧырра
1002,fliegen::V,გაფრინდება,аҧырра
1003,gehen::V,მიდის,аиҭаҵра
1004,weggehen::V,წამოდის,ацара
1005,abfahren::V,მიემგზავრება,адəықəлара
1006,abfahren::V,მიემგზავრება,ацара
1007,anhalten::V,ჩერდება,ааныргылара
1008,hineingehen::V,შედის,аҭалара
1009,eintreten::V,შედის,аҩналара
1010,kommen::V,მოდის,аара
1011,kommen::V,მოდის,ааира
1012,ankommen::V,ჩადის,ааира
1013,ankommen::V,ჩადის,аара
1014,ankommen::V,ჩადის,анеира
1015,zurückkommen::V,დაბრუნდება,азыхынҳəра
1016,bleiben::V,დარჩება,аанхара
1017,bleiben::V,დარჩება,анхара
1018,bleiben::V,დარჩება,аангылара
1019,warten::V,ელოდება,азҧшзаара
1020,erwarten::V,ელის,азҧшра
1021,erwarten::V,დაიცდის,азҧшра
1022,suchen::V,ეძებს,ашьҭазаара
1023,suchen::V,მოძებნის,ашьҭазаара
1024,finden::V,მიაგნებს,аҧшаара
1025,finden::V,გამოძებნის,аҧшаара
1026,versuchen::V,ცდის,аҽазкра
1027,versuchen::V,ცდილობს,аҽазкра
1028,vorbereiten::V,მოამზადებს,армазеира
1029,lieben::V,უყვარს,абзиабара
1030,mögen::V,ეტრფის,агəаҧхара
1031,lachen::V,იცინის,аччара
1032,rühren::V,გულს აუჩუყებს,арҵəуара
1033,weinen::V,ტირის,аҵəуара
1034,schimpfen::V,შეიგინება,ацəҳара
1035,sich ärgern::V,გაბრაზობს,агəаара
1036,sich fürchten::V,შიშობს,аӡыӡара
1037,fürchten::V,ფრთხილობს,ацəшəара
1038,fliehen::V,გაიქცევა,абналара
1039,fliehen::V,გაიქცევა,ацəцара
1040,flüchten::V,გაიქცევა,абналара
1041,flüchten::V,გაიქცევა,ацəцара
1042,sehen::V,ხედავს,абара
1043,anschauen::V,ნახავს,ахəаҧшра
1044,ansehen::V,უყურებს,ахəаҧшра
1045,hören::V,ისმენს,аҳара
1046,zuhören::V,მოისმენს,азыӡырҩра
1047,probieren::V,გასინჯავს,аҧышəара
1048,riechen::V,ყნოსავს,афыҩра
1049,fühlen::V,გრძნობს,анырра
1050,fühlen::V,გრძნობს,ацәакырра
1051,scheinen::V,ეჩვენება,шәа
1052,scheinen::V,ეჩვენება,аацәырҵа
1053,zu sehen sein::V,მოჩანს,
1054,vernehmen::V,გაიგებს,аҳара
1055,frieren::V,იყინება,ашəра
1056,frieren::V,იყინება,аҵаара
1057,tun::V,აკეთებს,аҟаҵара
1058,können::V,შეიძლება,алшара
1059,wollen::V,უნდა,аҭахра
1060,anfangen::V,დაიწყებს,алагара
1061,beenden::V,ამთავრებს,алгара
1062,aufhören::V,შეწყვეტს,аҟəыҵра
1063,gelingen::V,მოახერხებს,аура
1064,gelingen::V,მოახერხებს,аманшəалахара
1065,gelingen::V,მოახერხებს,алҵра
1066,geraten::V,გამოდის,нзаарын
1067,öffnen::V,გახსნის,аартра
1068,schließen::V,ხურავს,аркра
1069,schließen::V,დაკეტავს,аркра
1070,stellen::V,დადგამს,аргылара
1071,setzen::V,დასვამს,артəара
1072,legen::V,დადებს,ақəҵара
1073,berühren::V,შეახებს,акьысра
1074,berühren::V,შეახებს,алакьысра
1075,berühren::V,მიაკარებს,акьысра
1076,berühren::V,მიაკარებს,алакьысра
1077,verbinden::V,შეაერთებს,аҿаҳəара
1078,bedecken::V,გადააფარებს,ақəршəра
1079,aufhängen::V,დაკიდებს,акнаҳара
1080,anzünden::V,დაანთებს,аркра
1081,anzünden::V,მოუკიდებს,аркра
1082,aufheben::V,აიღებს,ашьҭыхра
1083,aufheben::V,აიყვანს,ашьҭыхра
1084,zurücklassen::V,დატოვებს,аныжьра
1085,verlieren::V,დაკარგავს,ацəыӡра
1086,fallen lassen::V,გაუვარდება,ацəкаҳара
1087,machen::V,გააკეთებს,ачаҧара
1088,machen::V,გამოიწვევს,ачаҧара
1089,herstellen::V,დაამზადებს,аиҵдара
1090,bauen::V,ააშენებს,аргылара
1091,reparieren::V,შეაკეთებს,арҽеира
1092,reparieren::V,გაარემონტებს,арҽеира
1093,verbessern::V,გამოაკეთებს,аиҕьтəра
1094,verbessern::V,გააუმჯობესებს,аиҕьтəра
1095,ändern::V,შეცვლის,аҧсахра
1096,graben::V,თხრის,ажра
1097,beugen::V,ხრის,арҟəра
1098,beugen::V,ხრის,архəара
1099,biegen::V,გაღუნავს,арҟəра
1100,biegen::V,გაღუნავს,архəара
1101,drehen::V,ატრიალებს,аргьежьра
1102,wenden::V,მოაბრუნებს,
1103,umdrehen::V,შეატრიალებს,аарҳәра
1104,heben::V,ასწევს,аҩахара
1105,heben::V,ასწევს,араҳара
1106,hochheben::V,აიყვანს,ахагалара
1107,hochheben::V,აიყვანს,ашьҭҳəара
1108,ergreifen::V,სტაცებს,
1109,halten::V,უჭირავს,акра
1110,drücken::V,დააწვება,ақəрӷəӷəара
1111,schieben::V,მისწევს,аҵгəара
1112,schieben::V,მისწევს,агəара
1113,kratzen::V,მოფხანს,ацəҟьара
1114,lecken::V,ლოკავს,арбзара
1115,beißen::V,უკბენს,ацҳара
1116,abreißen::V,გლეჯს,амжəара
1117,abreißen::V,მოწყვეტს,амжəара
1118,abschneiden::V,გაჭრის,ахҵəара
1119,abschneiden::V,გაჭრის,аҿахҵəара
1120,binden::V,შეკრავს,аҿаҳəара
1121,binden::V,გადააბამს,аҿаҳəара
1122,stecken::V,ჩაასობს,алаҵара
1123,brechen::V,მოიტეხს,аҧҵəара
1124,klopfen::V,აკაკუნებს,асра
1125,hauen::V,ლეწავს,ақəкшара
1126,kleben::V,წებავს,аҷабра
1127,kleben::V,დააწებებს,аҷабра
1128,reiben::V,დაზელს,арҟəыҷра
1129,streichen::V,უსვამს,ахьшьра
1130,schleifen::V,ლესავს,ахра
1131,schneiden::V,გაჭრის,аҧҟара
1132,rütteln::V,არხევს,арҵысра
1133,schütteln::V,არყევს,аршəшəара
1134,schütteln::V,ანძრევს,аршəшəара
1135,schwenken::V,აქნევს,аҟьара
1136,schütten::V,ღვრის,аҭаҭəара
1137,schütten::V,დააქცევს,аҭаҭəара
1138,füllen::V,გაავსებს,арҭəра
1139,einwickeln::V,შეახვევს,алаҳəара
1140,tragen::V,მიიტანს,аҩагара
1141,schleppen::V,მიათრევს,арҳəазара
1142,ziehen::V,წევს,ахара
1143,ziehen::V,ათრევს,ахара
1144,aufbewahren::V,შეინახავს,аҵəахра
1145,werfen::V,ისვრის,аршəра
1146,fangen::V,დაიჭერს,акра
1147,packen::V,სტაცებს,анкра
1148,packen::V,სტაცებს,аҵкаара
1149,verstecken::V,მალავს,аҵəахра
1150,teilen::V,დაყოფს,ашара
1151,schicken::V,გაგზავნის,ашьҭра
1152,bringen::V,მოიტანს,аагара
1153,hinzufügen::V,დაამატებს,ацҵара
1154,bekommen::V,ამოიღებს,аҧшаара
1155,bekommen::V,ამოიღებს,архиара
1156,bekommen::V,ამოიღებს,аура
1157,erhalten::V,იღებს,аиура
1158,nehmen::V,აიღებს,агара
1159,wählen::V,გადაარჩევს,алҧшаара
1160,auswählen::V,ამოარჩევს,алхра
1161,bewahren::V,ინარჩუნებს,
1162,behindern::V,აბრკოლებს,аҧырхагахара
1163,behindern::V,გააძნელებს,аҧырхагахара
1164,verderben::V,გააფუჭებს,алгара
1165,verderben::V,გააფუჭებს,абжьыхра
1166,verderben::V,გააფუჭებს,аҧхасҭатəра
1167,beschädigen::V,დააზიანებს,аҧхасҭатəра
1168,zerbrechen::V,დაამტვრევს,аҧҽра
1169,zerreißen::V,გახევს,аҧжəара
1170,zerstören::V,მოსპობს,аилаҧыххаара
1171,zerstören::V,დაანგრევს,аилаҧыххаара
1172,verbrennen::V,დაწვავს,абылра
1173,geben::V,აძლევს,аҭара
1174,reichen::V,მიაწოდებს,аҭара
1175,schenken::V,აჩუქებს,аҩгара
1176,versprechen::V,აღუთქვამს,ақəргəыӷра
1177,wünschen::V,უსურვებს,
1178,loben::V,აქებს,арҽхəара
1179,loben::V,ამკობს,арҽхəара
1180,küssen::V,აკოცებს,агəӡра
1181,wiegen::V,არხევს,
1182,zudecken::V,გადახურავს,аҵахҩара
1183,zudecken::V,გადახურავს,ақəршəра
1184,wecken::V,გააღვიძებს,арҿыхара
1185,zeigen::V,დაანახვებს,арбара
1186,führen::V,მიჰყავს,аныҟəгара
1187,lehren::V,ასწავლის,арҵара
1188,unterrichten::V,ასწავლის,арҧхьара
1189,aufziehen::V,აღზრდის,ааӡара
1190,leiten::V,აწარმოებს,ахагылазаара
1191,leiten::V,ხელმძღვანელობს,ахагылазаара
1192,antreiben::V,დააჩქარებს,арццакра
1193,lassen::V,ა--ინებს,арҟаҵара
1194,einladen::V,მოიპატიჟებს,ааҕхьара
1195,einladen::V,მოიპატიჟებს,анаҧхьара
1196,vereinigen::V,შეაერთებს,аилаҵара
1197,besuchen::V,სანახავად მიდის,абара
1198,treffen::V,შეხვდება,аҧылара
1199,sich versammeln::V,შეიკრიბება,аизара
1200,spielen::V,ეთამაშება,ахəмарра
1201,singen::V,მღერის,ашəаҳəара
1202,tanzen::V,ცეკვავს,акəашара
1203,sich trennen::V,მოშორდება,аилыҵра
1204,verlassen::V,მიატოვებს,акажьра
1205,retten::V,იხსნის,Аиқəрхара
1206,retten::V,გადაარჩენს,Аиқəрхара
1207,bewachen::V,დარაჯობს,ахьчара
1208,bewachen::V,უთვალთვალებს,ахьчара
1209,schützen::V,დაიფარავს,ацəыхьчара
1210,verteidigen::V,დაიცავს,ахьчара
1211,sich schlagen::V,იჩხუბებს,аисра
1212,schießen::V,ისვრის,ахысра
1213,siegen::V,გაიმარჯვებს,аиааира
1214,ärgern::V,აჯავრებს,аргəаара
1215,schlagen::V,ცემს,асра
1216,schlagen::V,ცემს,аҭасра
1217,treten::V,პანღურს ამოჰკრავს,
1218,stechen::V,სჩხვლეტს,алакшара
1219,stoßen::V,დაეჯახება,агəҭасра
1220,stehlen::V,ქურდობს,аӡара
1221,stehlen::V,მოიპარავს,аӡара
1222,stören::V,შეაწუხებს,аҧырхагахара
1223,belästigen::V,მობეზრდება,аргəамҵра
1224,verbergen::V,დამალავს,аӡара
1225,täuschen::V,შეცდებს,ажьара
1226,betrügen::V,მოატყუებს,ажьара
1227,töten::V,მოკლავს,ашьра
1228,wohnen::V,ცხოვრობს,анхара
1229,wohnen::V,ბინადრობს,анхара
1230,arbeiten::V,მუშაობს,аусура
1231,sammeln::V,შეკრებს,аҟəшəара
1232,pflücken::V,კრეფს,аҿыршəара
1233,pflücken::V,კრეფს,аҿыхра
1234,jagen::V,ნადირობს,ашəарыцара
1235,fischen::V,თევზაობს,аҧсыӡ икуеит
1236,fassen::V,დააჭერს,акра
1237,hüten::V,მწყემსავს,арҳəра
1238,hüten::V,მწყემსავს,ахьчара
1239,treiben::V,მიერეკება,акацара
1240,anbinden::V,მიაბამს,адҳəалара
1241,füttern::V,აჭმევს,акырҿаҵара
1242,melken::V,წველის,ахьара
1243,hacken::V,კეპავს,аҟəаҟəара
1244,gießen::V,რწყავს,аҵаҭəара
1245,reifen::V,მწიფდება,ашəра
1246,reifen::V,მწიფდება,аҟалара
1247,zubereiten::V,მოამზადებს,ацура
1248,kochen::V,მოხარშავს,ажəра
1249,backen::V,გამოაცხობს,аӡра
1250,braten::V,შეწვავს,аӡра
1251,umrühren::V,შეურევს,аилрыхра
1252,umrühren::V,გათქვეფს,аилрыхра
1253,stricken::V,ქსოვს,аҧара
1254,nähen::V,გაკერავს,аӡахра
1255,färben::V,შეღებავს,ашəра
1256,reinigen::V,გაწმენდს,арыцқьара
1257,reinigen::V,გასუფთავებს,арыцқьара
1258,waschen::V,გარეცხავს,аӡәӡәара
1259,abwischen::V,წაშლის,арбара
1260,spülen::V,გაავლებს,аҭыршара
1261,fegen::V,დაბლანდავს,аҧссара
1262,kehren::V,დაგვის,
1263,baden::V,ბანაობს,аҽыкəабара
1264,sich waschen::V,იბანება,аҽыӡəӡəара
1265,ausziehen::V,გაიხდის,ашəыхра
1266,anziehen::V,ჩაიცვამს,ашəҵара
1267,sich anziehen::V,ჩაიცვამს,аҽеилаҳəара
1268,kämmen::V,დავარცხნის,аҳəара
1269,schmücken::V,მორთავს,арҧшӡара
1270,sagen::V,იტყვის,аҳəара
1271,sprechen::V,ლაპარაკობს,ацəажəара
1272,reden::V,საუბრობს,ацəажəара
1273,reden::V,საუბრობს,аицәажәара
1274,sich unterhalten::V,ბაასობს,аицәажәара
1275,sich unterhalten::V,მუსაიფობს,аицәажәара
1276,fragen::V,ჰკითხავს,азҵаара
1277,bitten::V,სთხოვს,аҳəара
1278,erzählen::V,მოუთხრობს,аҳəара
1279,mitteilen::V,აუწყებს,азыцҳара
1280,mitteilen::V,აცნობებს,азыцҳара
1281,nennen::V,უწოდებს,ахьӡҵара
1282,rufen::V,დაუძახებს,азҿыҭра
1283,prahlen::V,ტრაბახობს,аҽхəара
1284,übersetzen::V,გადათარგმნის,аиҭагара
1285,denken::V,ფიქრობს,азхəыцра
