,Concept_ID,av,da
223,Tante::N,ада,tante
224,Ehemann::N,рос,ægtemand
225,Ehefrau::N,чӏужу,hustru
226,Freude::N,ракӏбохи,glæde
227,Gelächter::N,релъи,latter
228,Glück::N,талихӏ,lykke
229,Glück::N,талихӏ-рохел,lykke
230,Kummer::N,хӏалкъай,sorg
231,Wunsch::N,къасд,ønske
232,Lust::N,гъира,lyst
233,Geist::N,чӏанкӏ,ånd
234,Geist::N,рухӏ-жан,ånd
235,Gedanke::N,пикру,tanke
236,Verstand::N,лумалъи,forstand
237,Verstand::N,цӏодорлъи,forstand
238,Sinn::N,магӏна,mening
239,Sinn::N,магӏна,betydning
240,Grund::N,багьана,grund
241,Wahrheit::N,ритӏухълъи,sandhed
242,Gespräch::N,накъит,samtale
243,Märchen::N,маргьа,eventyr
244,Erzählung::N,къиса,fortælling
245,Nachricht::N,хабар,efterretning
246,Neuigkeit::N,хабар-гӏазаб,nyhed
247,Name::N,цӏар,navn
248,Rätsel::N,бицанкӏо,gåde
249,Rede::N,речь,tale
250,Rede::N,калам,tale
251,Sprache::N,мацӏ,sprog
252,Stimme::N,гьаракь,stemme
253,Wort::N,рагӏи,ord
254,Zeichen::N,ишара,tegn
255,Zeichen::N,гӏаламат,tegn
256,Ruf::N,ахӏи,råb
257,Lärm::N,хъуй,larm
258,Lärm::N,хъуди,larm
259,Laut::N,гьаракь,lyd
260,Laut::N,сас,lyd
261,Lied::N,кечӏ,sang
262,Ruhe::N,рахӏат,ro
263,Ruhe::N,рахӏат,hvile
264,Leute::N,гӏадамал,folk
265,Leute::N,гӏадамал,mennesker
266,Volk::N,халкъ,folk
267,Arbeit::N,хӏалтӏи,arbejde
268,Gast::N,гьобол,gæst
269,Geschenk::N,сайигъат,gave
270,Spiel::N,хӏай,leg
271,Spiel::N,расанди,leg
272,Gesellschaft::N,жамагӏат,selskab
273,Hilfe::N,кумек,hjælp
274,Freund::N,гьудул,ven
275,Kamerad::N,гьалмагъ,kammerat
276,Angelegenheit::N,къваригӏел,sag
277,Angelegenheit::N,къваригӏел,anliggende
278,Anzahl::N,рикӏкӏен,antal
279,Art::N,жинс,art
280,Stück::N,кесек,stykke
281,Teil::N,пай,del
282,Hälfte::N,бащдаб,halvdel
283,Kreis::N,гор,cirkel
284,Kreuz::N,хъанч,kors
285,Kreuz::N,хъанч,kryds
286,Linie::N,мухъ,linie
287,Strich::N,хӏучч,streg
288,Abstand::N,манзил,afstand
289,Entfernung::N,манзил,afstand
290,Gegend::N,рахъ,egn
291,Platz::N,бакӏ,plads
292,Ort::N,бакӏ,sted
293,Seite::N,рахъ,side
294,Mitte::N,бакьулъбакӏ,midte
295,Gegenstand::N,жо,genstand
296,Sache::N,жо,sag
297,Rand::N,мицӏир,rand
298,Kante::N,рагӏал,kant
299,Kante::N,рагӏа-ракьан,kant
300,Ecke::N,цили,hjørne
301,Spitze::N,тӏогь,spids
302,Ende::N,кӏал,ende
303,Loch::N,каратӏ,hul
304,Muster::N,накъиш,mønster
305,Größe::N,кӏодо́лъи,størrelse
306,Länge::N,халалъи,længde
307,Höhe::N,борхалъи,højde
308,Gewicht::N,бакӏлъи,vægt
309,Haufen::N,гъуни,bunke
310,Reihe::N,ирга́,række
311,Boot::N,раса,båd
312,Ruder::N,раххан,åre
313,Schlitten::N,чанагъ,kælk
314,Schlitten::N,чанагъ,slæde
315,Ski::N,лыжаби,ski
316,Lagerfeuer::N,цӏа,lejrbål
317,Last::N,бакӏлъи,last
318,Last::N,бакӏлъи,byrde
319,Gang::N,хьвади,gang
320,Gang::N,хьвада-чӏвади,gang
321,Schritt::N,гали,skridt
322,Norden::N,шимал,nord
323,Süden::N,юг,syd
324,Süden::N,къибла,syd
325,Westen::N,гъарб,vest
326,Westen::N,магъриб,vest
327,Osten::N,шаркъ,øst
328,Osten::N,машрикъ,øst
329,Holz::N,цӏул,træ
330,Brett::N,хъарщи,bræt
331,Platte::N,къоно,plade
332,Stange::N,гӏер,stang
333,Stock::N,тӏил,stok
334,Stab::N,гӏер,stav
335,Rohr::N,турба,rør
336,Haus::N,ригь,hus
337,Haus::N,рукъзал,hus
338,Heim::N,рукъ,hjem
339,Ofen::N,печь,ovn
340,Fußboden::N,чӏабар,gulv
341,Tisch::N,стол,bord
342,Stuhl::N,бакӏу,stol
343,Wiege::N,кини,vugge
344,Bett::N,кровать,seng
345,Regal::N,хъарщи,reol
346,Kiste::N,ящик,kasse
347,Kiste::N,тӏалагъуд,kasse
348,Fenster::N,гордо,vindue
349,Tür::N,нуцӏа,dør
350,Tor::N,каву,port
351,Zaun::N,раци,stakit
352,Dach::N,тӏох,tag
353,Leiter::N,мали,stige
354,Besen::N,жул,kost
355,Spaten::N,бел,spade
356,Schaufel::N,раххан,skovl
357,Gabel::N,гӏучӏ,gaffel
358,Löffel::N,гъуд,ske
359,Messer::N,нус,kniv
360,Nagel::N,магӏ,søm
361,Netz::N,гьин,net
362,Haken::N,гъанцӏа,krog
363,Griff::N,гӏоркь,tag
364,Griff::N,гӏоркь,håndtag
365,Schloss::N,кӏулал,lås
366,Bild::N,сурат,billede
367,Puppe::N,нани,dukke
368,Beutel::N,таргьа,pose
369,Bündel::N,къай,bylt
370,Bündel::N,къай,bundt
371,Tasche::N,сумка,taske
372,Tasche::N,къвачӏа,taske
373,Eimer::N,ведро,spand
374,Deckel::N,тӏалъел,låg
375,Deckel::N,дадитӏалъел,låg
376,Geschirr::N,цӏарагӏ,husgeråd
377,Sack::N,хъап,sæk
378,Sack::N,къандалъо,sæk
379,Tasse::N,чашка,kop
380,Topf::N,хьаг,gryde
381,Kessel::N,хьаг,kedel
382,Kessel::N,гереги,kedel
383,Essen::N,тӏагӏам,måltid
384,Nahrung::N,квен,mad
385,Nahrung::N,квен,næring
386,Speise::N,квен,ret
387,Fleisch::N,гьан,kød
388,Getreide::N,бугӏа-ролъ,korn
389,Getreide::N,могьолабл_культураби,korn
390,Brei::N,карщ,grød
391,Brot::N,чед,brød
392,Scheibe::N,мочӏу,skive
393,Fett::N,беэнлъи,fedt
394,Butter::N,нах,smør
395,Öl::N,нах,olie
396,Salz::N,цӏам,salt
397,Suppe::N,чурпа,suppe
398,Honig::N,гьоцӏо,honning
399,Milch::N,рахь,mælk
400,Tee::N,чай,te
401,Leder::N,тӏом,skind
402,Wolle::N,квас,uld
403,Stoff::N,ххам,stof
404,Nadel::N,рокӏкӏен,nål
405,Faden::N,кун,tråd
406,Knopf::N,маргъал,knap
407,Knoten::N,гарацӏ,knude
408,Farbe::N,релъен,farve
409,Kleidung::N,ретӏел,påklædning
410,Hemd::N,гурде,skjorte
411,Kragen::N,габур,krave
412,Ärmel::N,къвал,ærme
413,Hose::N,тӏажу,bukser
414,Gürtel::N,рачел,bælte
415,Mütze::N,тӏагъур,hue
416,Stiefel::N,этек,støvle
417,Stiefel::N,чакма,støvle
418,Ring::N,баргъич,ring
419,Band::N,лента,bånd
420,Kamm::N,гьоркьо,kam
421,Spiegel::N,матӏу,spejl
422,Riemen::N,рижу,rem
423,Decke::N,одея́ло,tæppe
424,Kissen::N,къандалъо,pude
425,Tuch::N,квархьи,sjaltørklæde
426,Handtuch::N,беркӏалрацӏцӏ,håndklæde
427,Kraft::N,гуч,kraft
428,Kraft::N,къуват,kraft
429,Stärke::N,хӏалкӏвей,styrke
430,Gesundheit::N,сахлъи́,sundhed
431,Krankheit::N,унти,sygdom
432,Krankheit::N,щокълъи,sygdom
433,Schmerz::N,унти,smerte
434,Wunde::N,ругъун,sår
435,Fieber::N,цӏа-кан,feber
436,Arznei::N,дару,medicin
437,Arznei::N,дару,lægemiddel
438,Brücke::N,кьо,bro
439,Brunnen::N,гъуй,brønd
440,Weide::N,рицӏцӏ,græsgang
441,Weide::N,лъичӏирма,græsgang
442,Weide::N,гӏурдаллъи,græsgang
443,Weide::N,ри́цӏигъветӏ,græsgang
444,Weide::N,рицӏцӏигъветӏ,græsgang
445,Pfad::N,сухъмахъ,sti
446,Weg::N,нух,vej
447,Straße::N,нух,gade
448,Dorf::N,росу,landsby
449,Stadt::N,шагьар,by
450,Brief::N,кагъат,brev
451,Brief::N,рисалат,brev
452,Buch::N,тӏехь,bog
453,Buchstabe::N,хӏарп,bogstav
454,Zeitung::N,газет,avis
455,Leben::N,яшав,liv
456,Tod::N,хвел,død
457,Grab::N,хоб,grav
458,Kirche::N,килиса,kirke
459,Sünde::N,хӏакъ,synd
460,Sünde::N,мунагь,synd
461,Gott::N,бичас,gud
462,Gott::N,аллагь,gud
463,Arbeiter::N,хӏалтӏухъан,arbejder
464,Chef::N,хӏаким,chef
465,Chef::N,начальник,chef
466,Meister::N,устар,mester
467,Meister::N,мастер,mester
468,Meister::N,махщалилав,mester
469,Arzt::N,жайрахӏ,læge
470,Lehrer::N,мугӏалим,lærer
471,Geld::N,гӏарац,penge
472,Laden::N,тукен,butik
473,Laden::N,тукен,forretning
474,Preis::N,багьа,pris
475,Ware::N,къайи,vare
476,Nutzen::N,мунпагӏат,nytte
477,Reichtum::N,бечелъи,rigdom
478,Welt::N,дуниял,verden
479,Land::N,улка,land
480,Land::N,икълим,land
481,Staat::N,пачалихъ,stat
482,König::N,пача,konge
483,König::N,малик,konge
484,König::N,къирал,konge
485,König::N,падишагь,konge
486,Macht::N,кверщел,magt
487,Grenze::N,гӏорхъи,grænse
488,Krieg::N,рагъ,krig
489,Feind::N,тушман,fjende
490,Gewalt::N,зулму,vold
491,Kampf::N,къеркьей,kamp
492,Bogen[Waffe]::N,газаргъо,bue
493,Pfeil::N,чӏор,pil
494,Gewehr::N,туманкӏ,gevær
495,Fehler::N,гъалатӏ,fejl
496,Lüge::N,гьереси,løgn
497,Schaden::N,зиян,skade
498,Schaden::N,зарал,skade
499,Unglück::N,балагь,uheld
500,Unglück::N,балагь,ulykke
501,Schuld::N,гӏайиб,skyld
502,Alter::N,гӏумру,alder
503,Schluss::N,ахир,slut
504,Schluss::N,ахир,slutning
505,Zeit::N,заман,tid
506,Tag::N,къо,dag
507,Morgen::N,радалмех,morgen
508,Mittag::N,къадемех,middag
509,Abend::N,релъедамех,aften
510,Nacht::N,сордо,nat
511,Woche::N,анкь,uge
512,Monat::N,моцӏ,måned
513,Jahr::N,сон,år
514,Jahr::N,лъагӏел,år
515,Frühling::N,их,forår
516,Sommer::N,рии,sommer
517,Herbst::N,хасалихълъи,efterår
518,Winter::N,кьин,vinter
519,Januar::N,январь,januar
520,Februar::N,февра́ль,februar
521,März::N,март,marts
522,April::N,апрель,april
523,Mai::N,май,maj
524,Juni::N,июнь,juni
525,Juli::N,июль,juli
526,August::N,август,august
527,September::N,сентябрь,september
528,Oktober::N,октябрь,oktober
529,November::N,ноябрь,november
530,Dezember::N,декабрь,december
531,Montag::N,итни,mandag
532,Dienstag::N,талат,tirsdag
533,Mittwoch::N,арбагӏ,onsdag
534,Donnerstag::N,хамиз,torsdag
535,Freitag::N,рузман,fredag
536,Samstag::N,щамат,lørdag
537,Sonntag::N,гьатӏан,søndag
538,groß::A,кӏудияб,stor
539,klein::A,гьитӏинаб,lille
540,lang::A,халатаб,lang
541,kurz::A,къокъаб,kort
542,breit::A,гӏебаб,bred
543,schmal::A,къваридаб,smal
544,dicht::A,ризаб,tæt
545,dick[Gegenstand]::A,бицатаб,tyk
546,dünn::A,тӏеренаб,tynd
547,fein::A,тӏеренаб,fin
548,fest::A,къвакӏараб,fast
549,flach::A,чӏепараб,flad
550,glatt::A,цӏвакараб,glat
551,hart::A,кьварараб,hård
552,weich::A,тамахаб,blød
553,rund::A,гургинаб,rund
554,spitz::A,бегӏераб,spids
555,scharf::A,рекӏараб,skarp
556,stumpf::A,тӏехӏараб,sløv
557,stumpf::A,тӏехӏараб,stump
558,stumpf::A,рекӏинчӏеб,sløv
559,stumpf::A,рекӏинчӏеб,stump
560,schwer::A,бакӏаб,tung
561,schön::A,берцинаб,skøn
562,heiß::A,лагьараб,hed
563,warm::A,хинаб,varm
564,kalt::A,квачараб,kold
565,kühl::A,квачараб,kølig
566,frisch::A,цӏияб,frisk
567,feucht::A,рагьараб,fugtig
568,nass::A,би́ччараб,våd
569,trocken::A,бакъвараб,tør
570,leer::A,чӏобогояб,tom
571,offen::A,рагьараб,åben
572,geschlossen::A,рахараб-къараб,lukket
573,sauber::A,бацӏцӏадаб,ren
574,schmutzig::A,гъизараб,snavset
575,roh::A,хамаб,rå
576,roh::A,гӏатӏгояб,rå
577,reif::A,барщараб,moden
578,lecker::A,тӏагӏамаб,lækker
579,süß::A,гьуинаб,sød
580,bitter::A,кьогӏаб,bitter
581,sauer::A,цӏекӏаб,sur
582,hell::A,канаб,lys
583,dunkel::A,бецӏаб,mørk
584,schwarz::A,чӏегӏераб,sort
585,weiß::A,хъахӏаб,hvid
586,rot::A,багӏараб,rød
587,gelb::A,гӏобилаб,gul
588,gelb::A,тӏогьилаб,gul
589,blau::A,хъахӏилаб,blå
590,grün::A,гӏурччинаб,grøn
591,grau::A,накӏкӏуяб,grå
592,bunt::A,къвекӏаб,broget
593,bunt::A,чара-гъараб,broget
594,billig::A,учузаб,billig
595,teuer::A,хири́яб,dyr
596,wertvoll::A,къиматаб,værdifuld
597,blind::A,беццаб,blind
598,taub::A,гъугъаб,døv
599,kräftig::A,гучаб,kraftig
600,stark::A,къуватаб,stærk
601,schwach::A,гӏажизаб,svag
602,fett::A,кьарияб,fed
603,schlank::A,чергесаб,slank
604,hübsch::A,гьайбатаб,køn
605,böse::A,ракӏквешаб,ond
606,böse::A,ракӏквешаб,slem
607,dumm::A,гьагаб,dum
608,dumm::A,гӏантаб,dum
609,faul::A,кӏохӏалаб,doven
610,faul::A,кӏухӏа́лаб,doven
611,fleißig::A,хӏаракатаб,flittig
612,geizig::A,къарумаб,gerrig
613,klug::A,лумияб,klog
614,geschickt::A,махщел бугев,dygtig
615,geschickt::A,махщел бугев,behændig
616,lieb::A,гӏазизаб,rar
617,lustig::A,кепаб,lystig
618,sanft::A,хӏалимаб,blid
619,sanft::A,хӏере́наб,blid
620,hungrig::A,бакъараб,sulten
621,krank::A,щокъаб,syg
622,krank::A,унтараб,syg
623,nackt::A,гӏицӏаб,nøgen
624,nackt::A,чӏанкӏараб,nøgen
625,traurig::A,пашманаб,bedrøvet
626,lebendig::A,чӏагояб,levende
627,gut::A,лъикӏаб,god
628,schlecht::A,къадараб,dårlig
629,richtig::A,битӏараб,rigtig
630,schlimm::A,нажасаб,slem
631,schlimm::A,къабихӏаб,slem
632,wahr::A,хӏакъаб,sand
633,wahr::A,битӏараб,sand
634,alt::A,басрияб,gammel
635,neu::A,цӏияб,ny
636,ehemalig::A,цебе́госеб,forhenværende
637,alt[Lebewesen]::A,хераб,gammel
638,jung::A,тӏинчӏаб,ung
639,jung::A,гӏолохъанаб,ung
640,arm::A,пакъираб,fattig
641,reich::A,бечедаб,rig
642,bekannt::A,лъалеб,kendt
643,berühmt::A,машгьураб,berømt
644,fremd::A,чияр,fremmed
645,verschieden::A,батӏи-батӏияб,forskellig
646,nah::A,гӏагарда бугеб,nær
647,fern::A,рикӏкӏадаб,fjern
648,linker::A,квегӏаб,venstre
649,rechter::A,кваранаб,højre
650,anderer::A,батӏияб,anden
651,erster::A,тӏоцебесеб,første
652,zweiter::A,кӏиабилеб,anden
653,dritter::A,лъабабилеб,tredje
654,letzter::A,ахирисеб,sidste
655,allein::ADV,ялгъузго,alene
656,auf einmal::ADV,цихӏинтӏаго,på én gang
657,zusammen::ADV,цойида,sammen
658,plötzlich::ADV,цойидасанго,pludselig
659,sofort::ADV,гьебсагӏат,straks
660,jetzt::ADV,гьанже,nu
661,heute::ADV,жакъа,i dag
662,morgen::ADV,метер,i morgen
663,bald::ADV,гьабсагӏаталъ,snart
664,dann::ADV,цинги,så
665,gestern::ADV,сон,i går
666,einst::ADV,цин,engang
667,damals::ADV,гьебмехалъ,dengang
668,damals::ADV,гьебмехалда,dengang
669,danach::ADV,цинги,derefter
670,danach::ADV,хадуса,derefter
671,vorher::ADV,цебе,før
672,vorher::ADV,цебе,forud
673,zuerst::ADV,тӏоцебе,først
674,einmal::ADV,цинцӏул,en gang
675,einmal::ADV,цихӏин,en gang
676,einmal::ADV,цоцӏул,en gang
677,manchmal::ADV,олоцӏул,sommetider
678,oft::ADV,гӏемерго,ofte
679,immer::ADV,кидаго,altid
680,niemals::ADV,киданиги,aldrig
681,hier::ADV,аниб,her
682,hierhin::ADV,анибехун,hid
683,hierhin::ADV,анибехун,herhen
684,von hier::ADV,гьаниса,herfra
685,dort::ADV,гьениб,der
686,dorthin::ADV,гьадаба,derhen
687,geradeaus::ADV,битӏутӏа,lige ud
688,vorwärts::ADV,цебехун,fremad
689,rückwärts::ADV,нахъ-нахъ,baglæns
690,zurück::ADV,нахъе,tilbage
691,unten::ADV,ахакь,nede
692,unten::ADV,ахакь,forneden
693,unten::ADV,гъоркь,nede
694,unten::ADV,гъоркь,forneden
695,hinab::ADV,эхебе,ned
696,hinab::ADV,эхебе,nedad
697,oben::ADV,тӏад,oppe
698,oben::ADV,тӏад,ovenpå
699,oben::ADV,тӏадехун,oppe
700,oben::ADV,тӏадехун,ovenpå
701,hinauf::ADV,эхеде,op
702,hinauf::ADV,эхеде,opad
703,überall::ADV,кибго,overalt
704,ein wenig::ADV,дагьабго,lidt
705,kaum::ADV,хӏалалъ,knap
706,kaum::ADV,хӏалалъ,næppe
707,sehr::ADV,кутакалда,meget
708,so::ADV,гьедин,så
709,noch::ADV,жеги,endnu
710,nur::ADV,гӏӣцӏго,kun
711,nur::ADV,гӏӣцӏго,bare
712,wieder::ADV,на́хъеги,igen
713,vergebens::ADV,чӏалгӏаде,forgæves
714,vor::PRP,цебе,foran
715,vor::PRP,цебе,uden for
716,hinter::PRP,хадуса,bag
717,hinter::PRP,хадуса,bagved
718,unter::PRP,ахакь,under
719,unter::PRP,гъоркь,under
720,neben::PRP,аскӏо,ved siden af
721,zwischen::PRP,гьоркьоб,mellem
722,wegen::PRP,гьелда,på grund af
723,dies::PRN,гьаб,dette
724,dies::PRN,гьеб,dette
725,das::PRN,доб,det
726,ich::PRN,дун,jeg
727,du::PRN,дуца,du
728,er::PRN,доб,han
729,wir::PRN,ниж,vi
730,ihr::PRN,нуж,I
731,sie::PRN,дол,de
732,sie::PRN,эл,de
733,was::FPRN,щиб,hvad
734,wer::FPRN,щиб,hvem
735,wo::FADV,киб,hvor
736,wo::FADV,кибехун,hvor
737,wohin::FADV,кибехун,hvorhen
738,wie::FADV,кин,hvordan
739,warum::FADV,щай,hvorfor
740,wieviel::FNUM,кигӏан,hvor meget
741,eins::NUM,цо,én
742,zwei::NUM,кӏиго,to
743,drei::NUM,лъабго,tre
744,vier::NUM,ункъо,fire
745,fünf::NUM,щуго,fem
746,sechs::NUM,анлъго,seks
747,sieben::NUM,анкьго,syv
748,acht::NUM,микьго,otte
749,neun::NUM,ичӏго,ni
750,zehn::NUM,анцӏго,ti
751,elf::NUM,анцӏила цо,elleve
752,zwölf::NUM,кӏиго-анцӏила,tolv
753,zwanzig::NUM,къого,tyve
754,dreißig::NUM,лъеберго,tredive
755,vierzig::NUM,кӏикъого,fyrre
756,vierzig::NUM,кӏикъого,fyrretyve
757,fünfzig::NUM,кӏикъо́ялда анцӏго,halvtreds
758,sechzig::NUM,лъабкъого,tres
759,siebzig::NUM,лъабкъо́ялда анцӏго,halvfjerds
760,achtzig::NUM,ункъого,firs
761,neunzig::NUM,ункъоялда а́нцӏила,halvfems
762,hundert::NUM,нусго,hundrede
763,tausend::NUM,азарго,tusind
764,und::CNJ,ва,og
765,und::CNJ,-ги,og
766,oder::CNJ,ялъуни,eller
767,stehen::V,бахъунчӏезе,stå
768,sitzen::V,гӏодов чӏезе,sidde
769,liegen::V,бегизе,ligge
