,Concept_ID,sq,sv
832,nur::ADV,vetëm,endast
833,schon::ADV,tashmë,redan
834,wieder::ADV,përsëri,åter
835,vergebens::ADV,kot,förgäves
836,vor::PRP,para,utanför
837,hinter::PRP,prapa,bakom
838,hinter::PRP,mbrapa,bakom
839,unter::PRP,nën,under
840,durch::PRP,nëpër,genom
841,durch::PRP,nëpër,igenom
842,neben::PRP,pranë,bredvid
843,neben::PRP,pranë,vid sidan av
844,neben::PRP,përbri,bredvid
845,neben::PRP,përbri,vid sidan av
846,zwischen::PRP,midis,mellan
847,zwischen::PRP,ndërmjet,mellan
848,wegen::PRP,për,på grund av
849,dies::PRN,ky,detta
850,das::PRN,ky,det
851,alles::PRN,gjithçka,allt
852,ich::PRN,unë,jag
853,du::PRN,ti,du
854,er::PRN,ai,han
855,wir::PRN,ne,vi
856,ihr::PRN,ju,ni
857,sie::PRN,ata,de
858,was::FPRN,ç',vad
859,was::FPRN,çfarë,vad
860,wer::FPRN,kush,vem
861,wo::FADV,ku,var
862,wohin::FADV,për ku,vart
863,wie::FADV,si,hur
864,warum::FADV,pse,varför
865,warum::FADV,përse,varför
866,wieviel::FNUM,sa,hur mycket
867,eins::NUM,një,en
868,eins::NUM,një,ett
869,zwei::NUM,dy,två
870,drei::NUM,tre,tre
871,vier::NUM,katër,fyra
872,fünf::NUM,pesë,fem
873,sechs::NUM,gjashtë,sex
874,sieben::NUM,shtatë,sju
875,acht::NUM,tetë,åtta
876,neun::NUM,nëntë,nio
877,zehn::NUM,dhjetë,tio
878,elf::NUM,njëmbëdhjetë,elva
879,zwölf::NUM,dymbëdhjetë,tolv
880,zwanzig::NUM,njëzet,tjugo
881,dreißig::NUM,tridhjetë,trettio
882,vierzig::NUM,dyzet,fyrtio
883,fünfzig::NUM,pesëdhjetë,femtio
884,sechzig::NUM,gjashtëdhjetë,sextio
885,siebzig::NUM,shtatëdhjetë,sjuttio
886,achtzig::NUM,tetëdhjetë,åttio
887,neunzig::NUM,nëntëdhjetë,nittio
888,hundert::NUM,qind,hundra
889,tausend::NUM,mijë,tusen
890,und::CNJ,e,och
891,und::CNJ,dhe,och
892,oder::CNJ,a,eller
893,oder::CNJ,apo,eller
894,stehen::V,rri,stå
895,sitzen::V,rri,sitta
896,liegen::V,rri shtrirë,ligga
897,hängen::V,varem,hänga
898,werden::V,bëhem,bli
899,passieren::V,ndodh,ske
900,passieren::V,ndodh,hända
901,beginnen::V,filloj,börja
902,enden::V,përfundoj,ända
903,wechseln::V,ndërroj,växla
904,aufgehen[Sonne]::V,hapem,gå upp
905,untergehen[Sonne]::V,hyj,gå ned
906,untergehen[Sonne]::V,perëndoj,gå ned
907,scheinen[Sonne]::V,ndriçoj,skina
908,donnern::V,gjëmoj,dundra
909,donnern::V,bubulloj,dundra
910,wehen::V,fryj,blåsa
911,strömen::V,derdh,forsa
912,strömen::V,derdh,strömma
913,fließen::V,rrjedh,flyta
914,sich drehen::V,rrotullohem,snurra
915,schwanken::V,dyzoj,vackla
916,schwingen::V,dridhem,svinga
917,fallen::V,bie,falla
918,brennen::V,digjem,brinna
919,rauchen::V,nxjerr tym,ryka
920,regnen::V,bie shi,regna
921,gefrieren::V,ngrij,frysa
922,tauen::V,shkrij,töa
923,schmelzen::V,shkrij,smälta
924,trocknen::V,thaj,torka
925,sieden::V,ziej,koka
926,sieden::V,ziej,sjuda
927,faulen::V,kalbem,ruttna
928,faulen::V,prishem,ruttna
929,verfaulen::V,kalbem,ruttna
930,reißen::V,grisem,brista
931,reißen::V,shqyhem,brista
932,versinken::V,humboj,sjunka
933,vergehen::V,kaloj,förgå
934,erscheinen::V,dukem,synas
935,erscheinen::V,dukem,visa sig
936,verschwinden::V,zhdukem,försvinna
937,sinken::V,ulem,sjunka
938,abnehmen::V,pakësohem,avta
939,abnehmen::V,pakësohem,minskas
940,abnehmen::V,zvogëlohem,avta
941,abnehmen::V,zvogëlohem,minskas
942,zunehmen::V,shtohem,tilltaga
943,steigen::V,rritem,stiga
944,wachsen::V,rritem,växa
945,glänzen::V,vezulloj,glimma
946,funkeln::V,xixoj,tindra
947,funkeln::V,xixoj,gnistra
948,funkeln::V,xixëlloj,tindra
949,funkeln::V,xixëlloj,gnistra
950,lärmen::V,oshtij,bråka
951,lärmen::V,oshtij,väsnas
952,lärmen::V,zhurmoj,bråka
953,lärmen::V,zhurmoj,väsnas
954,läuten::V,bie,ringa
955,klingeln::V,i bie ziles,ringa
956,klirren::V,kërcëlloj,klirra
957,brausen::V,gjëmoj,brusa
958,rauschen::V,fëshfërij,susa
959,klingen::V,tingëlloj,låta
960,klingen::V,tingëlloj,klinga
961,bellen::V,leh,skälla
962,heulen::V,ulërij,yla
963,heulen::V,ulërij,tjuta
964,blasen::V,fryj,blåsa
965,pfeifen::V,fishkëllej,vissla
966,schreien::V,bërtas,skrika
967,stöhnen::V,rënkoj,stöna
968,zittern::V,trembem,darra
969,zittern::V,trembem,skälva
970,leben::V,rroj,leva
971,leben::V,jetoj,leva
972,geboren werden::V,lind,födas
973,atmen::V,marr frymë,andas
974,trinken::V,pi,dricka
975,essen::V,ha,äta
976,schlucken::V,gëlltis,svälja
977,schlucken::V,kapërdij,svälja
978,müde werden::V,lodhem,tröttna
979,einschlafen::V,bie të fle,somna
980,schlafen::V,fle,sova
981,aufwachen::V,zgjohem,vakna
982,aufstehen::V,çohem,stiga upp
983,aufstehen::V,ngrihem,stiga upp
984,sich erholen::V,qetësohem,repa sig
985,sich erholen::V,qetësohem,hämta sig
986,sich erholen::V,shtendosem,repa sig
987,sich erholen::V,shtendosem,hämta sig
988,krank werden::V,bie i sëmurë,insjukna
989,krank sein::V,jam i sëmurë,vara sjuk
990,schmerzen::V,dhemb,smärta
991,schmerzen::V,dhemb,göra ont
992,husten::V,kollitem,hosta
993,genesen::V,shërohem,tillfriskna
994,sterben::V,vdes,dö
995,umkommen::V,vdes,omkomma
996,umkommen::V,mbaroj,omkomma
997,sich bewegen::V,shkundem,röra sig
998,sich rühren::V,lëviz,röra på sig
999,sich erheben::V,ngrihem,resa sig
1000,sich setzen::V,ulem,sätta sig
1001,hinfallen::V,gremisem,falla omkull
1002,laufen::V,eci,löpa
1003,schreiten::V,çapem,skrida
1004,spazierengehen::V,shëtis,promenera
1005,eilen::V,ngas,ila
1006,sich beeilen::V,nxitoj,skynda sig
1007,sausen::V,eci shpejt,susa
1008,rennen::V,vrapoj,löpa
1009,rennen::V,vrapoj,springa
1010,springen::V,kërcej,hoppa
1011,klettern::V,hipi,klättra
1012,schaukeln::V,kolovitem,gunga
1013,kriechen::V,zvarritem,kräla
1014,schwimmen::V,notoj,simma
1015,tauchen::V,zhytem,dyka
1016,rudern::V,vozis,ro
1017,fahren::V,shkoj,köra
1018,fliegen::V,fluturoj,flyga
1019,gehen::V,eci,gå
1020,gehen::V,shkoj,gå
1021,weggehen::V,vete,gå bort
1022,abfahren::V,nisem,resa
1023,abfahren::V,nisem,avresa
1024,anhalten::V,ndalem,stanna
1025,hineingehen::V,futem,gå in
1026,eintreten::V,hyj,träda in
1027,kommen::V,vij,komma
1028,ankommen::V,arrij,ankomma
1029,ankommen::V,mbërrij,ankomma
1030,zurückkommen::V,kthehem,återkomma
1031,bleiben::V,mbetem,bli
1032,bleiben::V,mbetem,förbli
1033,bleiben::V,qëndroj,bli
1034,bleiben::V,qëndroj,förbli
1035,warten::V,pres,vänta
1036,erwarten::V,pres,vänta
1037,suchen::V,kërkoj,leta
1038,finden::V,gjej,finna
1039,versuchen::V,mundohem,försöka
1040,vorbereiten::V,përgatis,förbereda
1041,lieben::V,dashuroj,älska
1042,mögen::V,dua,tycka om
1043,lachen::V,qesh,skratta
1044,rühren::V,mallëngjej,röra
1045,weinen::V,qaj,gråta
1046,schimpfen::V,shaj,skälla
1047,sich ärgern::V,bëhem verem,förargas
1048,sich fürchten::V,kam frikë,vara rädd
1049,sich fürchten::V,frikësohem,vara rädd
1050,fürchten::V,kam frikë nga,frukta
1051,fliehen::V,arratisem,fly
1052,fliehen::V,arratisem,rymma
1053,flüchten::V,iki,fly
1054,sehen::V,shoh,se
1055,anschauen::V,shikoj,se på
1056,anschauen::V,shikoj,betrakta
1057,ansehen::V,shikoj,åse
1058,hören::V,dëgjoj,höra
1059,zuhören::V,veshtoj,höra på
1060,zuhören::V,veshtoj,lyssna till
1061,probieren::V,provoj,smaka
1062,probieren::V,provoj,smaka på
1063,riechen::V,nuhas,lukta
1064,fühlen::V,ndiej,känna
1065,scheinen::V,ndriçoj,verka
1066,scheinen::V,ndriçoj,tyckas
1067,zu sehen sein::V,dukem,synas
1068,zu sehen sein::V,dukem,kunna ses
1069,vernehmen::V,dëgjoj,få veta
1070,vernehmen::V,dëgjoj,förnimma
1071,frieren::V,mërdhij,frysa
1072,tun::V,bëj,göra
1073,können::V,mund,kunna
1074,wollen::V,dua,vilja
1075,wollen::V,dëshiroj,vilja
1076,anfangen::V,filloj,börja
1077,beenden::V,kryej,avsluta
1078,beenden::V,mbaroj,avsluta
1079,aufhören::V,pushoj,sluta
1080,aufhören::V,pushoj,upphöra
1081,gelingen::V,më shkon mbarë,lyckas
1082,geraten::V,del,bli
1083,öffnen::V,hap,öppna
1084,schließen::V,mbyll,låsa
1085,schließen::V,mbyll,stänga
1086,stellen::V,vë,ställa
1087,setzen::V,vë,sätta
1088,legen::V,vë,lägga
1089,berühren::V,rrok,beröra
1090,verbinden::V,bashkoj,förbinda
1091,bedecken::V,mbuloj,täcka
1092,bedecken::V,mbuloj,betäcka
1093,aufhängen::V,var,hänga
1094,aufhängen::V,var,hänga upp
1095,anzünden::V,ndez,tända
1096,anzünden::V,ndez,antända
1097,anzünden::V,ndez,tända på
1098,aufheben::V,ngre,lyfta
1099,zurücklassen::V,lë pas,lämna
1100,zurücklassen::V,lë pas,efterlämna
1101,verlieren::V,humb,mista
1102,verlieren::V,humb,förlora
1103,fallen lassen::V,lëshoj,tappa
1104,fallen lassen::V,lëshoj,släppa
1105,machen::V,bëj,göra
1106,herstellen::V,prodhoj,tillverka
1107,herstellen::V,prodhoj,framställa
1108,bauen::V,ndërtoj,bygga
1109,reparieren::V,ndreq,reparera
1110,reparieren::V,meremetoj,reparera
1111,verbessern::V,përmirësoj,rätta
1112,verbessern::V,përmirësoj,förbättra
1113,ändern::V,ndërroj,ändra
1114,ändern::V,ndërroj,förändra
1115,graben::V,gërmoj,gräva
1116,beugen::V,kërrus,böja
1117,biegen::V,përkul,böja
1118,biegen::V,përkul,kröka
1119,drehen::V,dredh,vrida
1120,drehen::V,rrotulloj,vrida
1121,wenden::V,kthej,vända
1122,umdrehen::V,kthej,vrida om
1123,heben::V,ngre,häva
1124,hochheben::V,ngre,lyfta
1125,ergreifen::V,rrëmbej,gripa
1126,halten::V,mbaj,hålla
1127,drücken::V,shtyp,trycka
1128,schieben::V,shtyj,skjuta
1129,kratzen::V,kruaj,riva
1130,kratzen::V,kruaj,skrapa
1131,kratzen::V,gërvisht,riva
1132,kratzen::V,gërvisht,skrapa
1133,lecken::V,lëpij,slicka
1134,beißen::V,kafshoj,bita
1135,abreißen::V,shkëpus,slita_av
1136,abreißen::V,shkëpus,riva_av
1137,abschneiden::V,cungoj,skära av
1138,binden::V,lidh,binda
1139,stecken::V,fus,sticka
1140,stecken::V,ngul,sticka
1141,brechen::V,thyej,bryta
1142,brechen::V,thyej,brista
1143,klopfen::V,trokas,banka
1144,klopfen::V,trokas,klappa
1145,hauen::V,godas,hugga
1146,kleben::V,ngjis,klistra
1147,reiben::V,fërkoj,gnida
1148,streichen::V,lyej,smörja
1149,schleifen::V,mpreh,slipa
1150,schneiden::V,pres,skära
1151,schneiden::V,pres,klippa
1152,rütteln::V,shkund,skaka
1153,schütteln::V,lëkund,rista
1154,schwenken::V,valëvit,svänga
1155,schütten::V,mbush,hälla
1156,füllen::V,mbush,fylla
1157,einwickeln::V,mbështjell,slå in
1158,einwickeln::V,mbështjell,veckla in
1159,tragen::V,mbaj,bära
1160,tragen::V,mbart,bära
1161,schleppen::V,heq,släpa
1162,schleppen::V,zhgërryej,släpa
1163,ziehen::V,tërheq,dra
1164,aufbewahren::V,ruaj,förvara
1165,aufbewahren::V,ruaj,ta vara på
1166,werfen::V,hedh,kasta
1167,fangen::V,kap,fånga
1168,packen::V,rrëmbej,gripa
1169,packen::V,rrëmbej,gripa tag
1170,verstecken::V,fsheh,gömma
1171,teilen::V,ndaj,dela
1172,schicken::V,dërgoj,skicka
1173,bringen::V,sjell,bringa
1174,hinzufügen::V,shtoj,tillägga
1175,bekommen::V,kap,få
1176,bekommen::V,kap,erhålla
1177,erhalten::V,marr,få
1178,erhalten::V,marr,erhålla
1179,nehmen::V,marr,ta
1180,nehmen::V,marr,taga
1181,wählen::V,zgjedh,välja
1182,auswählen::V,përzgjedh,utvälja
1183,bewahren::V,ruaj,bevara
1184,behindern::V,pengoj,hindra
1185,behindern::V,pengoj,förhindra
1186,verderben::V,prish,förstöra
1187,beschädigen::V,dëmtoj,skada
1188,zerbrechen::V,thyej,bryta isär
1189,zerbrechen::V,thyej,bryta sönder
1190,zerreißen::V,çjerr,riva sönder
1191,zerreißen::V,çjerr,slita sönder
1192,zerreißen::V,zheloj,riva sönder
1193,zerreißen::V,zheloj,slita sönder
1194,zerstören::V,prish,förstöra
1195,zerstören::V,shkatërroj,förstöra
1196,verbrennen::V,djeg,bränna
1197,verbrennen::V,djeg,bränna upp
1198,geben::V,jap,ge
1199,reichen::V,jap,räcka
1200,schenken::V,fal,skänka
1201,schenken::V,dhuroj,skänka
1202,versprechen::V,premtoj,lova
1203,wünschen::V,uroj,önska
1204,loben::V,lëvdoj,lova
1205,loben::V,lëvdoj,beröma
1206,loben::V,lavdëroj,lova
1207,loben::V,lavdëroj,beröma
1208,küssen::V,puth,pussa
1209,wiegen::V,tund,vagga
1210,zudecken::V,mbuloj,täcka
1211,wecken::V,zgjoj,väcka
1212,zeigen::V,dëftej,visa
1213,führen::V,çoj,föra
1214,lehren::V,arsej,lära
1215,unterrichten::V,arsimoj,undervisa
1216,aufziehen::V,rris,uppfostra
1217,leiten::V,udhëheq,leda
1218,antreiben::V,nxis,driva på
1219,lassen::V,detyroj,få att
1220,einladen::V,ftoj,bjuda
1221,einladen::V,ftoj,inbjuda
1222,vereinigen::V,bashkoj,förena
1223,besuchen::V,vizitoj,besöka
1224,treffen::V,ndesh,möta
1225,treffen::V,ndesh,träffa
1226,sich versammeln::V,tubohem,församla sig
1227,spielen::V,loz,leka
1228,spielen::V,loz,spela
1229,spielen::V,luaj,leka
1230,spielen::V,luaj,spela
1231,singen::V,këndoj,sjunga
1232,tanzen::V,kërcej,dansa
1233,tanzen::V,vallëzoj,dansa
1234,sich trennen::V,ndahem,skiljas
1235,verlassen::V,braktis,lämna
1236,verlassen::V,braktis,överge
1237,retten::V,shpëtoj,rädda
1238,bewachen::V,ruaj,bevaka
1239,schützen::V,ruaj,skydda
1240,schützen::V,ruaj,beskydda
1241,schützen::V,mbroj,skydda
1242,schützen::V,mbroj,beskydda
1243,verteidigen::V,mbroj,försvara
1244,sich schlagen::V,zihem,slåss
1245,schießen::V,shtie,skjuta
1246,siegen::V,fitoj,segra
1247,siegen::V,ngadhënjej,segra
1248,ärgern::V,zemëroj,förarga
1249,schlagen::V,rrah,slå
1250,schlagen::V,godas,slå
1251,treten::V,shtyj,sparka
1252,treten::V,shtyj më këmbë,sparka
1253,stechen::V,ther,sticka
1254,stechen::V,shpoj,sticka
1255,stoßen::V,shtyj,stöta
1256,stehlen::V,vjedh,stjäla
1257,stören::V,pengoj,störa
1258,belästigen::V,bezdis,genera
1259,belästigen::V,bezdis,besvära
1260,verbergen::V,fsheh,dölja
1261,täuschen::V,mashtroj,vilseleda
1262,betrügen::V,kobis,bedra
1263,töten::V,vras,döda
1264,wohnen::V,banoj,bo
1265,arbeiten::V,punoj,arbeta
1266,arbeiten::V,vardoj,arbeta
1267,sammeln::V,mbledh,samla
1268,sammeln::V,grumbulloj,samla
1269,pflücken::V,vjel,plocka
1270,pflücken::V,mbledh,plocka
1271,jagen::V,gjuaj,jaga
1272,fischen::V,peshkoj,fiska
1273,fischen::V,gjuaj peshk,fiska
1274,fassen::V,zë,fånga
1275,hüten::V,kullos,vakta
1276,treiben::V,vë përpara,driva
1277,anbinden::V,lidh,binda fast
1278,füttern::V,grazhdoj,fodra
1279,melken::V,mjel,mjölka
1280,hacken::V,grij,hacka
1281,gießen::V,ujis,hälla
1282,gießen::V,ujis,vattna
1283,reifen::V,piqem,mogna
1284,zubereiten::V,gatuaj,tillaga
1285,zubereiten::V,gatuaj,tillreda
1286,kochen::V,ziej,koka
1287,backen::V,pjek,baka
1288,backen::V,furroj,baka
1289,braten::V,fërgoj,steka
1290,braten::V,tiganis,steka
1291,umrühren::V,trazoj,röra om
1292,stricken::V,thur,sticka
1293,nähen::V,qep,sy
1294,färben::V,ngjyej,färga
1295,färben::V,bojatis,färga
1296,reinigen::V,qëroj,rensa
1297,reinigen::V,qëroj,rengöra
1298,reinigen::V,pastroj,rensa
1299,reinigen::V,pastroj,rengöra
1300,waschen::V,laj,tvätta
1301,waschen::V,finjos,tvätta
1302,abwischen::V,fshij,torka av
1303,spülen::V,kulloj,spola
1304,spülen::V,kulloj,skölja
1305,fegen::V,fshij,feja
1306,kehren::V,fshij,sopa
1307,baden::V,lahem,bada
1308,sich waschen::V,lahem,tvätta sig
1309,ausziehen::V,heq,ta av
1310,ausziehen::V,zbath,ta av
1311,anziehen::V,vesh,ta på
1312,anziehen::V,mbath,ta på
1313,sich anziehen::V,vishem,klä på sig
1314,kämmen::V,kreh,kamma
1315,schmücken::V,hijeshoj,pynta
1316,schmücken::V,hijeshoj,smycka
1317,sagen::V,them,säga
1318,sprechen::V,flas,tala
1319,reden::V,fjalos,tala
1320,reden::V,fjalos,prata
1321,reden::V,fjalëtoj,tala
1322,reden::V,fjalëtoj,prata
1323,sich unterhalten::V,bisedoj,prata
1324,fragen::V,pyes,fråga
1325,fragen::V,pyes,spörja
1326,bitten::V,lus,be
1327,bitten::V,lutem,be
1328,erzählen::V,rrëfej,berätta
1329,mitteilen::V,kumtoj,meddela
1330,nennen::V,quaj,kalla
1331,rufen::V,thërras,ropa
1332,prahlen::V,mburrem,pråla
1333,prahlen::V,mburrem,skryta
1334,prahlen::V,kapardisem,pråla
1335,prahlen::V,kapardisem,skryta
1336,übersetzen::V,përkthej,tolka
1337,übersetzen::V,përkthej,översätta
1338,denken::V,mendoj,tänka
1339,glauben::V,besoj,tro
1340,bemerken::V,vërej,uppmärksamma
1341,bemerken::V,vërej,lägga märke till
1342,erkennen::V,njoh,känna igen
1343,erkennen::V,shquaj,känna igen
1344,begreifen::V,marr vesh,begripa
1345,verstehen::V,marr vesh,förstå
1346,lernen::V,mësoj,lära sig
1347,wissen::V,di,veta
1348,sich erinnern an::V,kujtoj,minnas
1349,sich erinnern an::V,kujtoj,komma ihåg
1350,vergessen::V,harroj,glömma
1351,messen::V,mas,mäta
1352,zählen::V,njeh,räkna
1353,rechnen::V,llogaris,räkna
1354,lesen::V,lexoj,läsa
1355,lesen::V,këndoj,läsa
1356,malen::V,lyej,måla
1357,zeichnen::V,vizatoj,teckna
1358,schreiben::V,shkruaj,skriva
1359,besitzen::V,kam,äga
1360,besitzen::V,kam,besitta
1361,kaufen::V,blej,köpa
1362,verkaufen::V,shes,sälja
1363,bezahlen::V,paguaj,betala
1364,zahlen::V,paguaj,betala
1365,beherrschen::V,zotëroj,behärska
1366,ertragen::V,duroj,tåla
1367,ertragen::V,duroj,uthärda
