,Concept_ID,os,sv
233,Eisen::N,ӕфсӕйнаг,järn
234,Gold::N,сыгъзӕрин,guld
235,Silber::N,ӕвзист,silver
236,Kohle::N,ӕвзалы,kol
237,Glas::N,авг,glas
238,Lehm::N,ӕлыг,lera
239,Sand::N,змис,sand
240,Mensch::N,лӕг,människa
241,Mensch::N,адӕймаг,människa
242,Mensch::N,удгоймаг,människa
243,Mann::N,лӕг,man
244,Mann::N,нӕлгоймаг,man
245,Frau::N,сылгоймаг,kvinna
246,Kind::N,сывӕллон,barn
247,Junge::N,лӕппу,pojke
248,Mädchen::N,чызг,flicka
249,Familie::N,бинонтæ,familj
250,Großvater::N,фыдыфыд,morfar
251,Großvater::N,мадыфыд,morfar
252,Großmutter::N,фыды мад,farmor
253,Großmutter::N,мады мад,farmor
254,Eltern::N,ныййарджытæ,föräldrar
255,Vater::N,фыд,far
256,Mutter::N,мад,mor
257,Sohn::N,фырт,son
258,Tochter::N,чызг,dotter
259,Bruder::N,ӕфсымӕр,bror
260,Schwester::N,хо,syster
261,Onkel::N,фыдыфсымӕр,morbror
262,Tante::N,мадыхо,tant
263,Ehemann::N,мой,äkta man
264,Ehefrau::N,ус,hustru
265,Freude::N,цин,fröjd
266,Freude::N,цин,glädje
267,Freude::N,циндзинад,fröjd
268,Freude::N,циндзинад,glädje
269,Gelächter::N,худын,åtlöje
270,Gelächter::N,худт,åtlöje
271,Gelächter::N,худæг,åtlöje
272,Glück::N,амонд,lycka
273,Kummer::N,хъыг,sorg
274,Wunsch::N,бӕллиц,önskan
275,Lust::N,монц,lust
276,Geist::N,уд,ande
277,Gedanke::N,хъуыды,tanke
278,Gedächtnis::N,мысæн,minne
279,Gedächtnis::N,мысын,minne
280,Gedächtnis::N,зæрдылдарын,minne
281,Verstand::N,зонд,förstånd
282,Sinn::N,нысаниуæг,mening
283,Sinn::N,нысаниуæг,betydelse
284,Grund::N,ӕфсон,skäl
285,Grund::N,ӕфсон,grund
286,Wahrheit::N,æцæг,sanning
287,Gespräch::N,ныхас,samtal
288,Märchen::N,аргъау,saga
289,Erzählung::N,радзырд,berättelse
290,Nachricht::N,уац,meddelande
291,Neuigkeit::N,хабар,nyhet
292,Name::N,ном,namn
293,Rätsel::N,уыци-уыци,gåta
294,Rätsel::N,базон-базон,gåta
295,Rede::N,раныхас,tal
296,Sprache::N,ӕвзаг,språk
297,Stimme::N,хъӕлӕс,stämma
298,Wort::N,дзырд,ord
299,Zeichen::N,нысан,tecken
300,Ruf::N,сидт,rop
301,Lärm::N,уынæр,bråk
302,Lärm::N,уынæр,oväsen
303,Laut::N,зӕл,ljud
304,Laut::N,мыр,ljud
305,Ton::N,мыр,ton
306,Lied::N,зарӕг,sång
307,Ruhe::N,æнцой,ro
308,Ruhe::N,æнцой,lugn
309,Leute::N,адӕм,folk
310,Volk::N,адӕм,folk
311,Arbeit::N,фӕллой,arbete
312,Gast::N,уазӕг,gäst
313,Geschenk::N,хуын,gåva
314,Geschenk::N,хуын,present
315,Spiel::N,хъазт,lek
316,Spiel::N,хъазт,spel
317,Gesellschaft::N,дзыллæ,sällskap
318,Gesellschaft::N,æхсæнад,sällskap
319,Hilfe::N,æххуыс,hjälp
320,Hilfe::N,ахъаз,hjälp
321,Freund::N,лымӕн,vän
322,Kamerad::N,ӕмбал,kamrat
323,Angelegenheit::N,хъуыддаг,ärende
324,Angelegenheit::N,хъуыддаг,angelägenhet
325,Anzahl::N,бӕрц,antal
326,Art::N,хуыз,art
327,Art::N,хуыз,slag
328,Art::N,хуызад,art
329,Art::N,хуызад,slag
330,Stück::N,кæрдих,stycke
331,Stück::N,комдзаг,stycke
332,Teil::N,хай,del
333,Hälfte::N,æрдæг,halva
334,Hälfte::N,æмбис,halva
335,Kreis::N,зиллакк,krets
336,Kreis::N,зиллакк,cirkel
337,Kreuz::N,дзуар,kors
338,Kreuz::N,дзуар,kryss
339,Linie::N,хахх,linje
340,Strich::N,хахх,streck
341,Abstand::N,æхсæнуат,avstånd
342,Entfernung::N,дæрддзæг,avstånd
343,Entfernung::N,дардцæг,avstånd
344,Gegend::N,ран,trakt
345,Platz::N,бууат,plats
346,Ort::N,ран,plats
347,Ort::N,ран,ställe
348,Ort::N,бынат,plats
349,Ort::N,бынат,ställe
350,Seite::N,фахс,sida
351,Mitte::N,астӕу,mitt
352,Gegenstand::N,дзаума,föremål
353,Sache::N,дзаума,sak
354,Rand::N,кӕрон,rand
355,Kante::N,фӕрск,kant
356,Ecke::N,тигъ,vrå
357,Ecke::N,тигъ,hörn
358,Ecke::N,фисын,vrå
359,Ecke::N,фисын,hörn
360,Spitze::N,бырынкъ,spets
361,Ende::N,кӕрон,ända
362,Loch::N,хуынкъ,hål
363,Winkel::N,къуым,vinkel
364,Muster::N,нывæфтыд,mönster
365,Muster::N,кæдзист,mönster
366,Größe::N,ас,storlek
367,Länge::N,дӕргъ,längd
368,Höhe::N,бæрзонд,höjd
369,Höhe::N,бæрзæнд,höjd
370,Höhe::N,бæрзонддзинад,höjd
371,Gewicht::N,уӕз,tyngd
372,Menge::N,бӕрц,mängd
373,Haufen::N,кӕри,hög
374,Reihe::N,рӕнхъ,rad
375,Boot::N,чема,båt
376,Ruder::N,къохар,åra
377,Schlitten::N,дзоныгъ,släde
378,Ski::N,къахдзоныгътæ,skida
379,Ski::N,лыжæтæ,skida
380,Lagerfeuer::N,арт,lägereld
381,Last::N,уаргъ,last
382,Last::N,уаргъ,börda
383,Gang::N,цыд,gång
384,Schritt::N,санчъех,steg
385,Schritt::N,къахдзӕф,steg
386,Norden::N,цæгат,norr
387,Süden::N,хуссар,söder
388,Westen::N,ныгуылæн,väster
389,Osten::N,скæсæн,öster
390,Holz::N,хъӕдӕрмӕг,trä
391,Brett::N,фæйнæг,bräda
392,Platte::N,къӕй,platta
393,Stütze::N,быцæу,stöd
394,Stütze::N,быцæу,stötta
395,Stange::N,хъил,stång
396,Stock::N,лӕдзӕг,käpp
397,Stock::N,лӕдзӕг,pinne
398,Stab::N,хъил,stav
399,Rohr::N,хӕтӕл,rör
400,Haus::N,хӕдзар,hus
401,Heim::N,къона,hem
402,Ofen::N,пец,ugn
403,Fußboden::N,астӕрд,golv
404,Tisch::N,стъол,bord
405,Stuhl::N,бандон,stol
406,Wiege::N,авдæн,vagga
407,Bett::N,сынтӕг,säng
408,Regal::N,тӕрхӕг,hylla
409,Regal::N,уӕлвӕйнӕг,hylla
410,Kiste::N,асыкк,låda
411,Fenster::N,рудзынг,fönster
412,Fenster::N,фæрссаг,fönster
413,Tür::N,дуар,dörr
414,Tor::N,кулдуар,port
415,Zaun::N,æмбонд,staket
416,Zaun::N,æмбонд,stängsel
417,Zaun::N,быру,staket
418,Zaun::N,быру,stängsel
419,Zaun::N,гæрæн,staket
420,Zaun::N,гæрæн,stängsel
421,Dach::N,уӕлхӕдзар,tak
422,Leiter::N,асин,stege
423,Besen::N,уисой,kvast
424,Spaten::N,бел,spade
425,Schaufel::N,æвгæнæн,skovel
426,Schaufel::N,æвгæнæн,skyffel
427,Schaufel::N,кæфой,skovel
428,Schaufel::N,кæфой,skyffel
429,Gabel::N,вилкæ,gaffel
430,Löffel::N,уидыг,sked
431,Messer::N,кард,kniv
432,Nagel::N,зӕгӕл,spik
433,Netz::N,хыз,nät
434,Haken::N,хæдз,krok
435,Haken::N,хæбырæгъ,krok
436,Griff::N,фистон,tag
437,Griff::N,фистон,handtag
438,Schloss::N,гуыдыр,las
439,Bild::N,ныв,bild
440,Figur::N,кæрдгæныв,figur
441,Puppe::N,чындз,docka
442,Beutel::N,дзӕкъул,påse
443,Bündel::N,баст,bunt
444,Bündel::N,баст,knippa
445,Tasche::N,хызын,väska
446,Tasche::N,дзæкъул,väska
447,Eimer::N,къæрта,hink
448,Eimer::N,къæрта,ämbar
449,Eimer::N,чъыбыла,hink
450,Eimer::N,чъыбыла,ämbar
451,Eimer::N,ведра,hink
452,Eimer::N,ведра,ämbar
453,Deckel::N,сæр,lock
454,Deckel::N,æмбæрзæн,lock
455,Geschirr::N,мигæнæн,servis
456,Geschirr::N,мигæнæн,porslin
457,Geschirr::N,мигæнæнтæ,servis
458,Geschirr::N,мигæнæнтæ,porslin
459,Sack::N,голлаг,säck
460,Tasse::N,пиала,kopp
461,Tasse::N,къус,kopp
462,Topf::N,аг,gryta
463,Topf::N,аг,kastrull
464,Topf::N,чысыл аг,gryta
465,Topf::N,чысыл аг,kastrull
466,Kessel::N,аг,kittel
467,Essen::N,хӕрд,mål
468,Nahrung::N,хойраг,näring
469,Speise::N,хӕринаг,maträtt
470,Fleisch::N,дзидза,kött
471,Fleisch::N,фыдызгъӕл,kött
472,Getreide::N,халсар,säd
473,Getreide::N,халсар,spannmål
474,Brei::N,кас,gröt
475,Brot::N,дзул,bröd
476,Scheibe::N,къӕбӕр,skiva
477,Fett::N,сой,fett
478,Butter::N,нӕлхӕ,smör
479,Öl::N,зети,olja
480,Salz::N,цӕхх,salt
481,Suppe::N,бас,soppa
482,Honig::N,мыд,honung
483,Milch::N,ӕхсыр,mjölk
484,Tee::N,цай,te
485,Leder::N,мæскуы,läder
486,Wolle::N,фӕсмын,ull
487,Wolle::N,фӕсмын,ylle
488,Stoff::N,хъуымац,tyg
489,Stoff::N,хъуымац,stoff
490,Nadel::N,судзин,nål
491,Faden::N,ӕндах,tråd
492,Knopf::N,цӕппӕр,knapp
493,Knoten::N,ӕлхынцъ,knut
494,Farbe::N,ахорæн,färg
495,Kleidung::N,дарӕс,klädsel
496,Hemd::N,хӕдон,skjorta
497,Kragen::N,æфцæггот,krage
498,Ärmel::N,дыс,ärm
499,Hose::N,хæлаф,byxor
500,Hose::N,æддаг хæлаф,byxor
501,Hose::N,салбар,byxor
502,Gürtel::N,рон,bälte
503,Mütze::N,худ,mössa
504,Schuh::N,басмахъ,sko
505,Stiefel::N,цырыхъхъ,stövel
506,Ring::N,къухдарӕн,ring
507,Band::N,лент,band
508,Kamm::N,сӕрвасӕн,kam
509,Spiegel::N,айдæн,spegel
510,Spiegel::N,кæсæн,spegel
511,Riemen::N,гӕрз,rem
512,Schnur::N,бӕндӕн,snöre
513,Decke::N,хъӕццул,täcke
514,Kissen::N,баз,dyna
515,Kissen::N,баз,kudde
516,Tuch::N,кæлмæрзæн,sjal
517,Tuch::N,кæрдæн,sjal
518,Handtuch::N,хисæрфæн,handduk
519,Kraft::N,тых,kraft
520,Kraft::N,хъомыс,kraft
521,Stärke::N,тых,styrka
522,Stärke::N,æхсар,styrka
523,Gesundheit::N,æнæниздзинад,hälsa
524,Krankheit::N,низ,sjukdom
525,Krankheit::N,рын,sjukdom
526,Schmerz::N,рис,smärta
527,Wunde::N,цӕф,sår
528,Fieber::N,ризӕг,feber
529,Fieber::N,тӕфсӕг,feber
530,Arznei::N,хос,medicin
531,Arznei::N,хос,läkemedel
532,Brücke::N,хид,bro
533,Brunnen::N,цъай,brunn
534,Weide::N,хизæн,bete
535,Weide::N,хизæнуат,bete
536,Weide::N,сæрвæт,bete
537,Pfad::N,къахвæндаг,stig
538,Pfad::N,къахвæд,stig
539,Weg::N,фӕндаг,väg
540,Straße::N,фӕндаг,gata
541,Dorf::N,хъӕу,by
542,Stadt::N,сахар,stad
543,Brief::N,фыстӕг,brev
544,Buch::N,чиныг,bok
545,Buchstabe::N,дамгъӕ,bokstav
546,Zeitung::N,газет,tidning
547,Leben::N,цард,liv
548,Leben::N,цӕрӕнбон,liv
549,Tod::N,мæлæт,död
550,Tod::N,адзал,död
551,Grab::N,ингӕн,grav
552,Kirche::N,аргъуан,kyrka
553,Sünde::N,тæригъæд,synd
554,Gott::N,хуыцау,gud
555,Arbeiter::N,кусæг,arbetare
556,Chef::N,ӕмцег,chef
557,Meister::N,мастер,mästare
558,Meister::N,дæсны,mästare
559,Arzt::N,хосгæнæг,läkare
560,Arzt::N,дохтыр,läkare
561,Lehrer::N,ахуыргæнæг,lärare
562,Geld::N,ӕхца,pengar
563,Geschäft::N,бизнес,rörelse
564,Geschäft::N,хъуыддаг,rörelse
565,Laden::N,дукани,affär
566,Preis::N,аргъ,pris
567,Ware::N,базайраг,vara
568,Nutzen::N,пайда,gagn
569,Nutzen::N,пайда,nytta
570,Reichtum::N,хъæздыгдзинад,rikedom
571,Reichtum::N,исбон,rikedom
572,Reichtum::N,мулк,rikedom
573,Welt::N,дуне,värld
574,Land::N,бӕстӕ,land
575,Staat::N,паддзахад,stat
576,König::N,къарол,kung
577,König::N,къарол,konung
578,Macht::N,хицаудзинад,makt
579,Grenze::N,арӕн,gräns
580,Krieg::N,хӕст,krig
581,Feind::N,знаг,fiende
582,Feind::N,фыдгул,fiende
583,Feind::N,фыдзæрдæ,fiende
584,Feind::N,сон,fiende
585,Gewalt::N,тыхми,våld
586,Gewalt::N,тыхдзинад,våld
587,Kampf::N,хæст,kamp
588,Kampf::N,хæст,strid
589,Kampf::N,хъæбысæйхæст,kamp
590,Kampf::N,хъæбысæйхæст,strid
591,Kampf::N,тох,kamp
592,Kampf::N,тох,strid
593,Bogen[Waffe]::N,ӕрдын,båge
594,Pfeil::N,фат,pil
595,Gewehr::N,топп,gevär
596,Fehler::N,рӕдыд,fel
597,Lüge::N,мӕнг,lögn
598,Lüge::N,гӕдыдзинад,lögn
599,Schaden::N,зиан,skada
600,Unglück::N,бæллæх,otur
601,Unglück::N,бæллæх,olycka
602,Schuld::N,азым,skuld
603,Alter::N,кар,ålder
604,Schluss::N,кæрон,slut
605,Zeit::N,рӕстӕг,tid
606,Tag::N,бон,dag
607,Morgen::N,райсом,morgon
608,Mittag::N,æмбисбон,middag
609,Abend::N,изӕр,kväll
610,Nacht::N,ӕхсӕв,natt
611,Woche::N,къуыри,vecka
612,Monat::N,мӕй,månad
613,Jahr::N,аз,år
614,Jahr::N,афӕдз,år
615,Frühling::N,уалдзæг,vår
616,Sommer::N,сӕрд,sommar
617,Herbst::N,фæззæг,höst
618,Winter::N,зымӕг,vinter
619,Januar::N,январь,januari
620,Februar::N,февраль,februari
621,März::N,мартъи,mars
622,April::N,апрель,april
623,Mai::N,май,maj
624,Juni::N,июнь,juni
625,Juli::N,июль,juli
626,August::N,август,augusti
627,September::N,сентябрь,september
628,Oktober::N,октябрь,oktober
629,November::N,ноябрь,november
630,Dezember::N,декабрь,december
631,Montag::N,къуырисæр,måndag
632,Dienstag::N,дыццæг,tisdag
633,Mittwoch::N,æртыццæг,onsdag
634,Donnerstag::N,цыппæрæм,torsdag
635,Freitag::N,майрæмбон,fredag
636,Samstag::N,сабат,lördag
637,Sonntag::N,хуыцаубон,söndag
638,groß::A,дынджыр,stor
639,klein::A,гыццыл,liten
640,lang::A,даргъ,lång
641,kurz::A,цыбыр,kort
642,breit::A,фӕтӕн,bred
643,schmal::A,нарӕг,smal
644,schmal::A,уынгӕг,smal
645,dicht::A,бæзджын,tät
646,dicht::A,тар,tät
647,dick[Gegenstand]::A,сӕвджын,tjock
648,dünn::A,тæнæг,tunn
649,fein::A,лыстӕг,fin
650,fest::A,фидар,fast
651,fest::A,хъӕддых,fast
652,flach::A,тъӕпӕн,platt
653,glatt::A,лӕгъз,glatt
654,hart::A,хъӕбӕр,hård
655,weich::A,фӕлмӕн,mjuk
656,rund::A,тымбыл,rund
657,spitz::A,цыргъбырынкъ,toppig
658,spitz::A,цыргъбырынкъ,spetsig
659,spitz::A,цыргъфындз,toppig
660,spitz::A,цыргъфындз,spetsig
661,scharf::A,цыргъ,vass
662,scharf::A,цыргъ,skarp
663,stumpf::A,къуымых,slö
664,schwer::A,уӕззау,tung
665,schön::A,аив,skön
666,schön::A,аив,vacker
667,schön::A,рӕсугъд,skön
668,schön::A,рӕсугъд,vacker
669,heiß::A,тӕвд,het
670,warm::A,хъарм,varm
671,kalt::A,уазал,kall
672,kühl::A,сатæг,sval
673,kühl::A,сатæг,kylig
674,kühl::A,уазалгомау,sval
675,kühl::A,уазалгомау,kylig
676,frisch::A,сатæг,färsk
677,feucht::A,уымӕл,fuktig
678,nass::A,хуылыдз,våt
679,trocken::A,хус,torr
680,voll::A,дзаг,full
681,voll::A,йедзаг ,full
682,leer::A,афтид,tom
683,offen::A,гом,öppen
684,geschlossen::A,æхгæд,stängd
685,sauber::A,сыгъдæг,ren
686,schmutzig::A,чъиллон,snuskig
687,roh::A,хом,rå
688,reif::A,рӕгъӕд,mogen
689,lecker::A,хӕрзад,läcker
690,süß::A,адджын,söt
691,bitter::A,судзаг,besk
692,bitter::A,судзаг,bitter
693,sauer::A,туаг,sur
694,hell::A,рухс,ljus
695,dunkel::A,талынг,mörk
696,schwarz::A,сау,svart
697,weiß::A,урс,vit
698,rot::A,сырх,röd
699,gelb::A,бур,gul
700,blau::A,цъӕх,blå
701,grün::A,цъӕх,grön
702,grün::A,кӕрдӕгхуыз,grön
703,grau::A,цъӕх,grå
704,grau::A,фӕныкхуыз,grå
705,bunt::A,хъулон,brokig
706,bunt::A,гæрæм,brokig
707,billig::A,аслам,billig
708,teuer::A,зынаргъ,dyr
709,wertvoll::A,зынаргъ,värdefull
710,blind::A,куырм,blind
711,taub::A,къуырма,döv
712,kräftig::A,домбай,kraftig
713,kräftig::A,тыхджын,kraftig
714,stark::A,тыхджын,stark
715,schwach::A,ӕнӕбон,svag
716,fett::A,нард,fet
717,schlank::A,гуырвидыц,slank
718,schlank::A,хæрзконд,slank
719,schlank::A,рæхснæг,slank
720,schlank::A,сагамад,slank
721,hübsch::A,аив,snygg
722,hübsch::A,аив,vacker
723,hübsch::A,рӕсугъд,snygg
724,hübsch::A,рӕсугъд,vacker
725,böse::A,фыдзӕрдӕ,ond
726,böse::A,фыдзӕрдӕ,elak
727,dumm::A,ӕдылы,dum
728,faul::A,зивӕг,lat
729,faul::A,зивӕггӕнаг,lat
730,fleißig::A,æнæзивæг,flitig
731,fleißig::A,æнувыд,flitig
732,geizig::A,чъынды,snål
733,geizig::A,чъынды,girig
734,geizig::A,æлгъин,snål
735,geizig::A,æлгъин,girig
736,geizig::A,мæрддзæст,snål
737,geizig::A,мæрддзæст,girig
738,klug::A,зондджын,klok
739,geschickt::A,хӕрзарӕхст,händig
740,geschickt::A,хӕрзарӕхст,skicklig
741,lieb::A,уарзон,kär
742,lieb::A,уарзон,snäll
743,lustig::A,хъӕлдзӕг,rolig
744,lustig::A,хъӕлдзӕг,lustig
745,sanft::A,мынчын,mild
746,hungrig::A,ӕххормаг,hungrig
747,krank::A,нӕфӕразгӕ,sjuk
748,nackt::A,бӕгънӕг,naken
749,traurig::A,ӕрхӕндӕг,ledsen
750,traurig::A,ӕрхӕндӕг,sorgsen
751,lebendig::A,цардӕгас,levande
752,gut::A,хорз,bra
753,schlecht::A,цауд,dålig
754,richtig::A,раст,riktig
755,schlimm::A,ӕвзӕр,illa
756,wahr::A,ӕцӕг,sann
757,alt::A,зӕронд,gammal
758,neu::A,ног,ny
759,ehemalig::A,раздӕры,forn
760,ehemalig::A,раздӕры,tidigare
761,alt[Lebewesen]::A,ацӕргӕ,gammal
762,jung::A,ӕрыгон,ung
763,arm::A,мӕгуыр,fattig
764,reich::A,хъӕздыг,rik
765,bekannt::A,зонгӕ,känd
766,berühmt::A,номдзыд,berömd
767,fremd::A,æцæгæлон,främmande
768,verschieden::A,æндæр æмæ æндæр,åtskillig
769,verschieden::A,алы,åtskillig
770,verschieden::A,алыхуызон,åtskillig
771,nah::A,хӕстӕг,nära
772,fern::A,дард,fjärran
773,fern::A,дӕрддаг,fjärran
