,Concept_ID,uz,lv
75,Zeh::N,oyoq barmog'i,кок чунь
76,Zeh::N,oyoq barmog'i,pirksts
77,Fuß::N,oyoq,кок
78,Fuß::N,oyoq,kāja
79,Ferse::N,tovon,кокбӧр
80,Ferse::N,tovon,papēdis
81,Knie::N,tiz,пидзӧс
82,Knie::N,tiz,celis
83,Oberschenkel::N,son,лядьвей
84,Oberschenkel::N,son,бек
85,Oberschenkel::N,son,ciska
86,Oberschenkel::N,son,augšstilbs
87,Bein::N,oyoq,кок
88,Bein::N,oyoq,kāja
89,Körper::N,badna,туша
90,Körper::N,badna,вывтыр
91,Körper::N,badna,miesa
92,Körper::N,badna,ķermenis
93,Haut::N,teri,ку
94,Haut::N,teri,āda
95,Blut::N,qon,вир
96,Blut::N,qon,asins
97,Ader::N,qon tomir,сӧн
98,Ader::N,qon tomir,asinsvads
99,Sehne::N,tomir,вез
100,Sehne::N,tomir,dzīsla
101,Knochen::N,suyak,лы
102,Knochen::N,suyak,kauls
103,Gehirn::N,miya,вем
104,Gehirn::N,miya,smadzenes
105,Herz::N,qalb,сьӧлӧм
106,Herz::N,qalb,sirds
107,Magen::N,oshqozon,кынӧм
108,Magen::N,oshqozon,kuņģis
109,Leber::N,bag'ir,мус
110,Leber::N,bag'ir,aknas
111,Atem::N,dam,лов
112,Atem::N,dam,elpa
113,Hunger::N,ochlik,тшыг
114,Hunger::N,ochlik,bads
115,Hunger::N,ochlik,izsalkums
116,Träne::N,yosh,синва
117,Träne::N,yosh,asara
118,Geschmack::N,tam,кӧр
119,Geschmack::N,tam,чӧсмӧс
120,Geschmack::N,tam,garša
121,Geruch::N,jid,зын
122,Geruch::N,jid,дук
123,Geruch::N,jid,smaka
124,Schlaf::N,uyqu,узьӧм
125,Schlaf::N,uyqu,miegs
126,Traum::N,tush,вӧт
127,Traum::N,tush,вӧтасьӧм
128,Traum::N,tush,sapnis
129,Himmel::N,osmon,енэж
130,Himmel::N,osmon,debess
131,Sonne::N,quyosh,шонді
132,Sonne::N,quyosh,saule
133,Mond::N,oy,тӧлысь
134,Mond::N,oy,mēness
135,Stern::N,yulduz,кодзув
136,Stern::N,yulduz,zvaigzne
137,Luft::N,havo,сынӧд
138,Luft::N,havo,gaiss
139,Wind::N,el,тӧв
140,Wind::N,el,vējš
141,Welle::N,to'lqin,гы
142,Welle::N,to'lqin,vilnis
143,Wasser::N,suv,ва
144,Wasser::N,suv,ūdens
145,Stein::N,tosh,из
146,Stein::N,tosh,akmens
147,Boden::N,tuproq,му
148,Boden::N,tuproq,augsne
149,Erde::N,er,му
150,Erde::N,er,му-ва
151,Erde::N,er,zeme
152,Staub::N,chang,бус
153,Staub::N,chang,putekļi
154,Rauch::N,tutun,тшын
155,Rauch::N,tutun,dūmi
156,Funke::N,yalt,кинь
157,Funke::N,yalt,би кинь
158,Funke::N,yalt,dzirkstele
159,Feuer::N,o't,би
160,Feuer::N,o't,uguns
161,Licht::N,yorug',югӧр
162,Licht::N,yorug',gaisma
163,Schatten::N,soya,вуджӧр
164,Schatten::N,soya,ēna
165,Wetter::N,havo,поводдя
166,Wetter::N,havo,laiks
167,Nebel::N,tuman,ру
168,Nebel::N,tuman,онь
169,Nebel::N,tuman,migla
170,Wolke::N,bulut,кымӧр
171,Wolke::N,bulut,mākonis
172,Regen::N,yomg'ir,зэр
173,Regen::N,yomg'ir,lietus
174,Schnee::N,qor,лым
175,Schnee::N,qor,sniegs
176,Eis::N,muz,йи
177,Eis::N,muz,ledus
178,Frost::N,ajoz,кӧдзыд
179,Frost::N,ajoz,sals
180,Kälte::N,ajoz,кӧдзыд
181,Kälte::N,ajoz,saltums
182,Kälte::N,ajoz,aukstums
183,Hitze::N,issiq,пӧсь
184,Hitze::N,issiq,гожӧд
185,Hitze::N,issiq,karstums
186,Raureif::N,qirov,пуж
187,Raureif::N,qirov,гыӧр
188,Raureif::N,qirov,sarma
189,Regenbogen::N,kamalak,ӧшкамӧшка
190,Regenbogen::N,kamalak,varavīksne
191,Donner::N,guldur,гым
192,Donner::N,guldur,pērkons
193,Strömung::N,oqim,ва ныр
194,Strömung::N,oqim,визувтӧм
195,Strömung::N,oqim,straume
196,Strömung::N,oqim,strāvojums
197,Tropfen::N,tomchi,войт
198,Tropfen::N,tomchi,lāse
199,Schaum::N,ko'pik,быг
200,Schaum::N,ko'pik,быгзьӧм
201,Schaum::N,ko'pik,putas
202,Schmutz::N,gard,няйт
203,Schmutz::N,gard,dubļi
204,See::N,ko'l,ты
205,See::N,ko'l,ezers
206,Sumpf::N,botqoq,гыбад
207,Sumpf::N,botqoq,кад
208,Sumpf::N,botqoq,dumbrājs
209,Sumpf::N,botqoq,staignājs
210,Moor::N,qir-adir,нюр
211,Moor::N,qir-adir,purvs
212,Moor::N,qir-adir,muklājs
213,Wiese::N,o'tzor,видз
214,Wiese::N,o'tzor,pļava
215,Wald::N,o'rmon,вӧр
216,Wald::N,o'rmon,mežs
217,Hügel::N,tepa,дзиб
218,Hügel::N,tepa,мыльк
219,Hügel::N,tepa,нӧрыс
220,Hügel::N,tepa,paugurs
221,Anhöhe::N,adir,мыльк
222,Anhöhe::N,adir,нӧрыс
223,Anhöhe::N,adir,paugurs
224,Berg::N,tog',чой
225,Berg::N,tog',керӧс
226,Berg::N,tog',kalns
227,Gipfel::N,cho'qqi,чук
228,Gipfel::N,cho'qqi,virsotne
229,Höhle::N,kavak,рудӧг
230,Höhle::N,kavak,ala
231,Abhang::N,to'sh,ньывк
232,Abhang::N,to'sh,бокша
233,Abhang::N,to'sh,nogāze
234,Quelle::N,buloq,ӧшмӧс
235,Quelle::N,buloq,avots
236,Bach::N,o'zan,шор
237,Bach::N,o'zan,urga
238,Bach::N,o'zan,strauts
239,Fluss::N,daryo,ю
240,Fluss::N,daryo,upe
241,Ufer::N,sohil,вадор
242,Ufer::N,sohil,krasts
243,Küste::N,qirg'oq,вадор
244,Küste::N,qirg'oq,piekraste
245,Festland::N,materik,му
246,Festland::N,materik,sauszeme
247,Meer::N,dengiz,саридз
248,Meer::N,dengiz,jūra
249,Bucht::N,qo'ltiq,куръя
250,Bucht::N,qo'ltiq,līcis
251,Insel::N,orol,ді
252,Insel::N,orol,sala
253,Blume::N,gul,дзоридз
254,Blume::N,gul,puķe
255,Blume::N,gul,zieds
256,Gras::N,sabza,турун
257,Gras::N,sabza,zāle
258,Wurzel::N,tub,вуж
259,Wurzel::N,tub,sakne
260,Wurzel::N,tomir,вуж
261,Wurzel::N,tomir,sakne
262,Baum::N,daraxt,пу
263,Baum::N,daraxt,koks
264,Stamm::N,o'simta,пучер
265,Stamm::N,o'simta,stumbrs
266,Rinde::N,qobiq,кырсь
267,Rinde::N,qobiq,miza
268,Ast::N,shox,ув
269,Ast::N,shox,zars
270,Zweig::N,butoq,вож
271,Zweig::N,butoq,nozare
272,Blatt::N,barg,кор
273,Blatt::N,barg,lapa
274,Birke::N,qayin,кыдз
275,Birke::N,qayin,bērzs
276,Kiefer[Baum]::N,qarag'ay,пожӧм
277,Kiefer[Baum]::N,qarag'ay,priede
278,Weide[Baum]::N,shum,бадь
279,Weide[Baum]::N,shum,kārkls
280,Tanne::N,archa,коз
281,Tanne::N,archa,egle
282,Horn::N,mugiz,сюр
283,Horn::N,mugiz,rags
284,Feder::N,par,гӧн
285,Feder::N,par,тывборд
286,Feder::N,par,spalva
287,Fell::N,mo'yna,ку
288,Fell::N,mo'yna,āda
289,Flügel::N,qanot,борд
290,Flügel::N,qanot,spārns
291,Klaue::N,tirnoq,гыж
292,Klaue::N,tirnoq,nags
293,Kralle::N,tirnoq,гыж
294,Kralle::N,tirnoq,nags
295,Schwanz::N,quyruq,бӧж
296,Schwanz::N,quyruq,ļipa
297,Ei::N,tuxum,кольк
298,Ei::N,tuxum,ola
299,Nest::N,oshyon,поз
300,Nest::N,oshyon,ligzda
301,Bau::N,o'pqon,горс
302,Bau::N,o'pqon,пырмӧс
303,Bau::N,o'pqon,гу
304,Bau::N,o'pqon,ala
305,Tier::N,hayvon,пемӧс
306,Tier::N,hayvon,dzīvnieks
307,Herde::N,gala,стада
308,Herde::N,gala,кельӧб
309,Herde::N,gala,ganāmpulks
310,Kuh::N,inak,мӧс
311,Kuh::N,inak,govs
312,Bulle::N,ho'kiz,ӧш
313,Bulle::N,ho'kiz,bullis
314,Pferd::N,ot,вӧв
315,Pferd::N,ot,zirgs
316,Schaf::N,qo'y,ыж
317,Schaf::N,qo'y,aita
318,Schwein::N,cho'chqa,порсь
319,Schwein::N,cho'chqa,cūka
320,Hund::N,it,пон
321,Hund::N,it,suns
322,Katze::N,mushuk,кань
323,Katze::N,mushuk,kaķis
324,Bär::N,ayiq,ош
325,Bär::N,ayiq,lācis
326,Eichhörnchen::N,tiyin,ур
327,Eichhörnchen::N,tiyin,vāvere
328,Elch::N,los,йӧра
329,Elch::N,los,alnis
330,Fuchs::N,tulki,руч
331,Fuchs::N,tulki,lapsa
332,Hase::N,kuyon,кӧч
333,Hase::N,kuyon,zaķis
334,Maus::N,sichqon,шыр
335,Maus::N,sichqon,pele
336,Wolf::N,bo'ri,кӧин
337,Wolf::N,bo'ri,vilks
338,Vogel::N,qush,кай
339,Vogel::N,qush,лэбач
340,Vogel::N,qush,putns
341,Schwarm::N,to'da,чукӧр
342,Schwarm::N,to'da,spiets
343,Huhn::N,tovuq,курӧг
344,Huhn::N,tovuq,vista
345,Hahn::N,xo'roz,петук
346,Hahn::N,xo'roz,gailis
347,Gans::N,g'oz,дзодзӧг
348,Gans::N,g'oz,zoss
349,Adler::N,burgut,кутш
350,Adler::N,burgut,ērglis
351,Ente::N,o'rdak,утка
352,Ente::N,o'rdak,pīle
353,Eule::N,boyo'g'li,сюзь
354,Eule::N,boyo'g'li,pūce
355,Kranich::N,turna,тури
356,Kranich::N,turna,dzērve
357,Krähe::N,qarg'a,рака
358,Krähe::N,qarg'a,vārna
359,Kuckuck::N,kakku,кӧк
360,Kuckuck::N,kakku,dzeguze
361,Schwan::N,oqkush,юсь
362,Schwan::N,oqkush,gulbis
363,Fisch::N,baliq,чери
364,Fisch::N,baliq,zivs
365,Barsch::N,olabug'a,ёкыш
366,Barsch::N,olabug'a,asaris
367,Hecht::N,cho'rtan,сир
368,Hecht::N,cho'rtan,līdaka
369,Schlange[Tier]::N,ilon,кый
370,Schlange[Tier]::N,ilon,čūska
371,Wurm::N,qurt,номыр
372,Wurm::N,qurt,tārps
373,Spinne::N,o'rgimchak,черань
374,Spinne::N,o'rgimchak,zirneklis
375,Ameise::N,chumoli,кодзувкот
376,Ameise::N,chumoli,skudra
377,Laus::N,bit,той
378,Laus::N,bit,uts
379,Mücke::N,chivin,ном
380,Mücke::N,chivin,ods
381,Fliege::N,pashsha,гут
382,Fliege::N,pashsha,muša
383,Schmetterling::N,kapalak,бобув
384,Schmetterling::N,kapalak,tauriņš
385,Beere::N,meva,тусь
386,Beere::N,meva,вотӧс
387,Beere::N,meva,oga
388,Apfel::N,olma,яблӧг
389,Apfel::N,olma,ābols
390,Pilz::N,qo'ziqorin,тшак
391,Pilz::N,qo'ziqorin,sēne
392,Zwiebel::N,piyoz,луккок
393,Zwiebel::N,piyoz,йӧнгыль
394,Zwiebel::N,piyoz,sīpols
395,Saat::N,äkin,тусь
396,Saat::N,äkin,кӧйдыс
397,Saat::N,äkin,sēkla
398,Korn::N,zarra,тусь
399,Korn::N,zarra,grauds
400,Heu::N,xashak,турун
401,Heu::N,xashak,siens
402,Schale::N,po'choq,кор
403,Schale::N,po'choq,čaula
404,Schale::N,po'choq,čaumala
405,Grube::N,co'ra,гу
406,Grube::N,co'ra,bedre
407,Falle::N,qopqon,лэч
408,Falle::N,qopqon,slazds
409,Falle::N,qopqon,lamatas
410,Schlinge::N,sirtmoq,лэч
411,Schlinge::N,sirtmoq,cilpa
412,Spur::N,iz,туй
413,Spur::N,iz,pēda
414,Asche::N,kul,пӧм
415,Asche::N,kul,pelni
416,Dreck::N,kir,няйт
417,Dreck::N,kir,dubļi
418,Eisen::N,temir,кӧрт
419,Eisen::N,temir,dzelzs
420,Gold::N,tilla,зарни
421,Gold::N,tilla,zelts
422,Silber::N,kumush,эзысь
423,Silber::N,kumush,sudrabs
424,Kohle::N,ko'mir,шом
425,Kohle::N,ko'mir,ogle
426,Glas::N,oyna,стеклӧ
427,Glas::N,oyna,stikls
428,Lehm::N,loy,сёй
429,Lehm::N,loy,māls
430,Sand::N,qum,лыа
431,Sand::N,qum,smiltis
432,Mensch::N,odam,морт
433,Mensch::N,odam,cilvēks
434,Mann::N,ärkak,аймӧрт
435,Mann::N,ärkak,мужичӧй
436,Mann::N,ärkak,vīrietis
437,Frau::N,ayol,ань
438,Frau::N,ayol,нывбаба
439,Frau::N,ayol,sieviete
440,Kind::N,bola,кага
441,Kind::N,bola,bērns
442,Kind::N,kichkintoy,кага
443,Kind::N,kichkintoy,bērns
444,Junge::N,bola,пи
445,Junge::N,bola,zēns
446,Junge::N,bola,puika
447,Junge::N,bola,puisis
448,Mädchen::N,qiz,ныв
449,Mädchen::N,qiz,meiča
450,Mädchen::N,qiz,skuķis
451,Mädchen::N,qiz,meitene
452,Familie::N,oila,семья
453,Familie::N,oila,ģimene
454,Großvater::N,buva,пӧль
455,Großvater::N,buva,vecaistēvs
456,Großvater::N,katta ota,пӧль
457,Großvater::N,katta ota,vecaistēvs
458,Großmutter::N,buvi,баб
459,Großmutter::N,buvi,vecāmāte
460,Großmutter::N,katta oyi,баб
461,Großmutter::N,katta oyi,vecāmāte
462,Eltern::N,ota-ona,ай-мам
463,Eltern::N,ota-ona,бать-мам
464,Eltern::N,ota-ona,vecāki
465,Vater::N,ota,бать
466,Vater::N,ota,ай
467,Vater::N,ota,tēvs
468,Mutter::N,ona,мам
469,Mutter::N,ona,māte
470,Sohn::N,o'g'il,пи
471,Sohn::N,o'g'il,dēls
472,Tochter::N,qiz,ныв
473,Tochter::N,qiz,meita
474,Bruder::N,og'a,вок
475,Bruder::N,og'a,brālis
476,Bruder::N,uka,вок
477,Bruder::N,uka,brālis
478,Schwester::N,opa,чой
479,Schwester::N,opa,māsa
480,Schwester::N,singil,чой
481,Schwester::N,singil,māsa
482,Onkel::N,amaki,дядь
483,Onkel::N,amaki,tēvocis
484,Tante::N,amma,тьӧт
485,Tante::N,amma,tante
486,Tante::N,xola,тьӧт
487,Tante::N,xola,tante
488,Ehemann::N,är,верӧс
489,Ehemann::N,är,vīrs
490,Ehefrau::N,rafiqa,гӧтыр
491,Ehefrau::N,rafiqa,sieva
492,Freude::N,ayish,радлун
493,Freude::N,ayish,prieks
494,Gelächter::N,kulgi,серам
495,Gelächter::N,kulgi,smiekli
496,Glück::N,saodat,шуд
497,Glück::N,saodat,laime
498,Kummer::N,g'am,шог
499,Kummer::N,g'am,bēdas
500,Kummer::N,g'am,raizes
501,Wunsch::N,orzu,кӧсйӧм
502,Wunsch::N,orzu,vēlme
503,Wunsch::N,orzu,vēlējums
504,Lust::N,rag'bat,кыскӧм
505,Lust::N,rag'bat,радейтӧм
506,Lust::N,rag'bat,kāre
507,Geist::N,ruh,лов
508,Geist::N,ruh,gars
509,Gedanke::N,fikr,мӧвп
510,Gedanke::N,fikr,doma
511,Gedächtnis::N,äs,паметь
512,Gedächtnis::N,äs,atmiņa
513,Verstand::N,aql,вежӧр
514,Verstand::N,aql,prāts
515,Sinn::N,ma'ni,мог
516,Sinn::N,ma'ni,вежӧртас
517,Sinn::N,ma'ni,nozīme
518,Grund::N,sabab,помка
519,Grund::N,sabab,pamats
520,Grund::N,sabab,iemesls
521,Wahrheit::N,haq,збыль
522,Wahrheit::N,haq,збыльтор
523,Wahrheit::N,haq,taisnība
524,Wahrheit::N,haq,patiesība
525,Gespräch::N,gap,сёрни
526,Gespräch::N,gap,saruna
527,Märchen::N,ärtak,мойд
528,Märchen::N,ärtak,pasaka
529,Erzählung::N,rivoyat,висьт
530,Erzählung::N,rivoyat,stāsts
531,Erzählung::N,rivoyat,nostāsts
532,Nachricht::N,xabar,юӧртӧм
533,Nachricht::N,xabar,ziņa
534,Neuigkeit::N,yangilik,выльтор
535,Neuigkeit::N,yangilik,jaunums
536,Name::N,ot,ним
537,Name::N,ot,vārds
538,Rätsel::N,topishmoq,нӧдкыв
539,Rätsel::N,topishmoq,mīkla
540,Rede::N,nutq,сёрни
541,Rede::N,nutq,runa
542,Sprache::N,til,кыв
543,Sprache::N,til,valoda
544,Stimme::N,ovoz,гӧлӧс
545,Stimme::N,ovoz,вом шы
546,Stimme::N,ovoz,balss
547,Wort::N,so'z,кыв
548,Wort::N,so'z,vārds
549,Zeichen::N,alomat,пас
550,Zeichen::N,alomat,zīme
551,Ruf::N,chaqiriq,чукӧстчӧм
552,Ruf::N,chaqiriq,корӧм
553,Ruf::N,chaqiriq,sauciens
554,Lärm::N,taraq,шы
555,Lärm::N,taraq,зык
556,Lärm::N,taraq,зычитӧм
557,Lärm::N,taraq,troksnis
558,Laut::N,tovush,шы
559,Laut::N,tovush,skaņa
560,Ton::N,un,шы
561,Ton::N,un,tonis
562,Lied::N,ashula,сьылан
563,Lied::N,ashula,сьыланкыв
564,Lied::N,ashula,dziesma
565,Ruhe::N,tinchlik,чӧв
566,Ruhe::N,tinchlik,miers
567,Leute::N,xaloyiq,йӧз
568,Leute::N,xaloyiq,войтыр
569,Leute::N,xaloyiq,ļaudis
570,Leute::N,xaloyiq,cilvēki
571,Volk::N,xalq,йӧз
572,Volk::N,xalq,войтыр
573,Volk::N,xalq,tauta
574,Arbeit::N,ish,удж
575,Arbeit::N,ish,darbs
576,Gast::N,mehmon,гӧсть
577,Gast::N,mehmon,viešņa
578,Gast::N,mehmon,ciemiņš
579,Geschenk::N,hadya,козин
580,Geschenk::N,hadya,dāvana
581,Spiel::N,o'yin,ворсан
582,Spiel::N,o'yin,rotaļa
583,Gesellschaft::N,jamiyat,котыр
584,Gesellschaft::N,jamiyat,biedrība
585,Gesellschaft::N,jamiyat,kompānija
586,Hilfe::N,yordam,отсӧг
587,Hilfe::N,yordam,palīdzība
588,Freund::N,do'st,ёрт
589,Freund::N,do'st,draugs
590,Kamerad::N,yo'ldosh,ёрт
591,Kamerad::N,yo'ldosh,biedrs
592,Angelegenheit::N,daxl,мог
593,Angelegenheit::N,daxl,делӧ
594,Angelegenheit::N,daxl,darīšana
595,Anzahl::N,son,лыд
596,Anzahl::N,son,тшӧт
597,Anzahl::N,son,skaits
598,Anzahl::N,son,daudzums
599,Art::N,tur,сикас
600,Art::N,tur,suga
601,Art::N,tur,šķira
602,Stück::N,parcha,тор
603,Stück::N,parcha,gabals
604,Teil::N,bo'lak,юкӧн
605,Teil::N,bo'lak,daļa
606,Hälfte::N,yarim,пӧв
607,Hälfte::N,yarim,джын
608,Hälfte::N,yarim,puse
609,Kreis::N,aylana,кытш
610,Kreis::N,aylana,aplis
611,Kreis::N,aylana,riņķis
612,Kreuz::N,xoch,перна
613,Kreuz::N,xoch,крест
614,Kreuz::N,xoch,krusts
615,Linie::N,liniya,визь
616,Linie::N,liniya,līnija
617,Strich::N,chiziq,визь
618,Strich::N,chiziq,svītra
619,Abstand::N,oralik,кост
620,Abstand::N,oralik,коласт
621,Abstand::N,oralik,atstarpe
622,Entfernung::N,uzoqlik,ылна
623,Entfernung::N,uzoqlik,attālums
624,Entfernung::N,uzoqlik,atstatums
625,Gegend::N,yer,му-ва
626,Gegend::N,yer,apvidus
627,Gegend::N,yer,apgabals
628,Platz::N,oralig,ылдӧс
629,Platz::N,oralig,йир
630,Platz::N,oralig,гӧгӧртас
631,Platz::N,oralig,vieta
632,Ort::N,joy,ин
633,Ort::N,joy,места
634,Ort::N,joy,vieta
635,Seite::N,yon,бок
636,Seite::N,yon,ӧтарладор
637,Seite::N,yon,sāns
638,Mitte::N,o'rta,шӧр
639,Mitte::N,o'rta,vidus
640,Gegenstand::N,ashyo,кӧлуй
641,Gegenstand::N,ashyo,priekšmets
642,Sache::N,buyum,добра
643,Sache::N,buyum,lieta
644,Rand::N,chek,дор
645,Rand::N,chek,mala
646,Rand::N,chek,apmale
647,Kante::N,tig',дор
648,Kante::N,tig',šķautne
649,Ecke::N,burchak,пельӧс
650,Ecke::N,burchak,kakts
651,Ecke::N,burchak,stūris
652,Spitze::N,uch,йыв
653,Spitze::N,uch,smaile
654,Spitze::N,uch,galotne
655,Ende::N,oxir,пом
656,Ende::N,oxir,gals
657,Ende::N,oxir,uzgalis
658,Loch::N,teshik,розь
659,Loch::N,teshik,caurums
660,Winkel::N,go'sha,пельӧс
661,Winkel::N,go'sha,leņķis
662,Muster::N,nusha,сер
663,Muster::N,nusha,piemērs
664,Größe::N,kattalik,ыджда
665,Größe::N,kattalik,lielums
666,Länge::N,uzunlik,кузьта
667,Länge::N,uzunlik,garums
668,Höhe::N,yuksaklik,джуджда
669,Höhe::N,yuksaklik,augstums
670,Gewicht::N,solmoq,сьӧкта
671,Gewicht::N,solmoq,сьӧкталун
672,Gewicht::N,solmoq,svars
673,Gewicht::N,solmoq,smagums
674,Menge::N,miqdor,лун
675,Menge::N,miqdor,числӧ
676,Menge::N,miqdor,masa
677,Menge::N,miqdor,daudzums
678,Haufen::N,uyum,чукӧр
679,Haufen::N,uyum,čupa
680,Haufen::N,uyum,grēda
681,Haufen::N,uyum,kaudze
682,Reihe::N,saf,рад
683,Reihe::N,saf,rinda
684,Reihe::N,saf,virkne
685,Boot::N,qayiq,пыж
686,Boot::N,qayiq,laiva
687,Ruder::N,äshkak,пелыс
688,Ruder::N,äshkak,ӧпаснӧй
689,Ruder::N,äshkak,airis
690,Ruder::N,äshkak,irklis
691,Schlitten::N,chana,дадь
692,Schlitten::N,chana,ragavas
693,Ski::N,chang'i,лызь
694,Ski::N,chang'i,slēpe
695,Lagerfeuer::N,gulxan,бипур
696,Lagerfeuer::N,gulxan,ugunskurs
697,Last::N,yuk,сьӧкыдтор
698,Last::N,yuk,krava
699,Gang::N,yurish,мунӧм
700,Gang::N,yurish,ветлӧм
701,Gang::N,yurish,eja
702,Gang::N,yurish,gājums
703,Schritt::N,qadam,воськов
704,Schritt::N,qadam,воськовтӧм
705,Schritt::N,qadam,solis
706,Norden::N,shimol,войвыв
707,Norden::N,shimol,ziemeļi
708,Süden::N,janub,лунвыв
709,Süden::N,janub,dienvidi
710,Westen::N,g'arb,рытыв
711,Westen::N,g'arb,rietumi
712,Osten::N,sharq,асыв
713,Osten::N,sharq,austrumi
714,Holz::N,yog'och,пу
715,Holz::N,yog'och,koks
716,Holz::N,yog'och,koksne
717,Brett::N,taxta,пӧв
718,Brett::N,taxta,dēlis
719,Platte::N,tabaqa,плита
720,Platte::N,tabaqa,plate
721,Platte::N,tabaqa,plāksne
722,Stütze::N,tayanchi,пыкӧд
723,Stütze::N,tayanchi,мыджӧд
724,Stütze::N,tayanchi,balsts
725,Stütze::N,tayanchi,atspaids
726,Stange::N,qo'noq,потш
727,Stange::N,qo'noq,maikste
728,Stock::N,tayoq,бедь
729,Stock::N,tayoq,boze
730,Stock::N,tayoq,spieķis
731,Stab::N,gavron,зир
732,Stab::N,gavron,zizlis
733,Rohr::N,tarnov,труба
734,Rohr::N,tarnov,caurule
735,Haus::N,uy,керка
736,Haus::N,uy,māja
737,Heim::N,makon,горт
738,Heim::N,makon,mājas
739,Ofen::N,pechka,пач
740,Ofen::N,pechka,krāsns
741,Fußboden::N,pol,джодж
742,Fußboden::N,pol,grīda
743,Tisch::N,mosa,пызан
744,Tisch::N,mosa,galds
745,Stuhl::N,o'rindiq,улӧс
746,Stuhl::N,o'rindiq,krēsls
747,Wiege::N,beshik,зыбка
748,Wiege::N,beshik,šūpulis
749,Bett::N,yotoq,вольпась
750,Bett::N,yotoq,gulta
751,Regal::N,tokcha,джадж
752,Regal::N,tokcha,plaukts
753,Kiste::N,sandiq,куд
754,Kiste::N,sandiq,ящик
755,Kiste::N,sandiq,kaste
756,Kiste::N,sandiq,šķirsts
757,Fenster::N,deraza,ӧшинь
758,Fenster::N,deraza,logs
759,Tür::N,äshik,ӧдзӧс
760,Tür::N,äshik,durvis
761,Tor::N,darvoza,дзиръя
762,Tor::N,darvoza,vārti
763,Zaun::N,panjara,потшӧс
764,Zaun::N,panjara,žogs
765,Dach::N,tom,вевт
766,Dach::N,tom,jumts
767,Leiter::N,narvon,пос
768,Leiter::N,narvon,kāpnes
769,Leiter::N,narvon,redeles
770,Besen::N,supurgi,рос
771,Besen::N,supurgi,slota
772,Spaten::N,bel,зыр
773,Spaten::N,bel,lāpsta
774,Schaufel::N,kurak,тэльӧб
775,Schaufel::N,kurak,liekšķere
776,Gabel::N,bilka,вилки
777,Gabel::N,bilka,dakšiņa
778,Löffel::N,qoshiq,пань
779,Löffel::N,qoshiq,karote
780,Messer::N,pichoq,пурт
781,Messer::N,pichoq,nazis
782,Nagel::N,mix,тув
783,Nagel::N,mix,кӧрт тув
784,Nagel::N,mix,nagla
785,Netz::N,to'r,тыв
786,Netz::N,to'r,tīkls
787,Haken::N,ilgak,крук
788,Haken::N,ilgak,āķis
