,Concept_ID,te,bn
619,immer::ADV,ఎల్లప్పుడు,সর্বদা
620,niemals::ADV,ఎప్పుడునులేదు,কখলও নহে
621,hier::ADV,ఇక్కడ,এখানে
622,hierhin::ADV,ఇక్కడకు,এখানে
623,von hier::ADV,ఇక్కడనుండి,ত্রই স্তান হইতে
624,dort::ADV,అక్కడ,ওখানে
625,dorthin::ADV,అక్కడికి,ওখানে
626,geradeaus::ADV,సూటిగా,অগ্রগামী
627,vorwärts::ADV,ముందుకు,সন্মুখিকে
628,rückwärts::ADV,వెనుకకు,খিরিয়া
629,zurück::ADV,వెనుకభాగము,পিঠ
630,unten::ADV,క్రింద,নীচে
631,hinab::ADV,కిందికి,নিম্নগামী
632,oben::ADV,మీద,উপরে
633,hinauf::ADV,పైకి,উচ্চতর অংশে
634,überall::ADV,అంతటా,সর্বত্র
635,nicht::ADV,కాదు,না
636,ein wenig::ADV,కొంచెము,অল্প
637,kaum::ADV,చాలిచాలక,কষ্টসহকাবে
638,sehr::ADV,చాల,খুব
639,so::ADV,ఆలాగున,তত
640,noch::ADV,ఇప్పటికిని,এখন পর্যস্ত
641,nur::ADV,మాత్రము,শুধু
642,schon::ADV,ఇదివఱకే,ইতঃপুর্বে
643,wieder::ADV,తిరిగి,আবার
644,vergebens::ADV,నిష్ఫలముగా,বিফলে
645,vor::PRP,ముందు,সম্মুখে
646,hinter::PRP,వెనుక,পশ্চাতে
647,unter::PRP,క్రింద,নীচে
648,durch::PRP,ద్వారా,দ্বারা
649,neben::PRP,దగ్గెర,কাছে
650,zwischen::PRP,మధ్య,মধ্যে
651,wegen::PRP,కారణంగా,জন্য
652,dies::PRN,ఇది,এটা
653,das::PRN,అది,ওটা
654,alles::PRN,సకలము,সব
655,ich::PRN,నేను,আমি
656,du::PRN,నీవు,তুমি
657,er::PRN,అతడు,উনি
658,wir::PRN,మనము,আমরা
659,ihr::PRN,మీరు,তোমরা
660,sie::PRN,వారు,তারা
661,was::FPRN,ఏమి,কি
662,wer::FPRN,ఎవడు,কে
663,wo::FADV,ఎక్కడ,কোথায়
664,wohin::FADV,ఎందుకు,কোথায়
665,wie::FADV,ఎట్టు,কেমন
666,warum::FADV,ఏల,কেন
667,wieviel::FNUM,ఎంత,কত
668,eins::NUM,ఒకటి,অক
669,zwei::NUM,రెండు,দুই
670,drei::NUM,మూడు,তিন
671,vier::NUM,నాలుగు,চার
672,fünf::NUM,అయిదు,পাঁচ
673,sechs::NUM,ఆఱు,ছয়
674,sieben::NUM,ఏరు,সাত
675,acht::NUM,ఎనిమదు,আট
676,neun::NUM,తొమ్మిది,নয়
677,zehn::NUM,పది,দশ
678,elf::NUM,పదునొకొండు,এগারো
679,zwölf::NUM,పండ్రండు,দ্বাদশ
680,zwanzig::NUM,ఇరుపది,বিশ
681,dreißig::NUM,ముప్పది,ত্রিশ
682,vierzig::NUM,నలువది,চল্লিশ
683,fünfzig::NUM,ఏబది,পঞ্চাশ
684,sechzig::NUM,అరుపది,ষাট
685,siebzig::NUM,డెబ్బది,সত্তর
686,achtzig::NUM,ఎనుబది,আশি
687,neunzig::NUM,తొంబది,নব্বুই
688,hundert::NUM,నూఱు,শত
689,tausend::NUM,వేయి,হাজার
690,und::CNJ,మఱియు,আর
691,und::CNJ,మఱియు,এবং
692,oder::CNJ,లేక,বা
693,stehen::V,నిలుచు,দাঁড়ানো
694,sitzen::V,కూర్చుండు,বসা
695,liegen::V,పండుకొనుట,শোয়া
696,hängen::V,వ్రేలాడదీయు,ঝোলা
697,werden::V,అగు,হইয়া উঠা
698,passieren::V,సంభవించు,ঘটা
699,beginnen::V,ఆరంభించు,আরম্ভ হওয়া
700,enden::V,తీరుట,শেষ হওয়া
701,wechseln::V,మార్చు,রূপাস্তর করা
702,aufgehen[Sonne]::V,ఉదయించు,উদিত হওয়া
703,untergehen[Sonne]::V,అస్తమించు,অস্ত যাওয়া
704,scheinen[Sonne]::V,ప్రకాశించు,আলো দেওয়া
705,donnern::V,ఉరుముట,বজ্রধ্বনি করা
706,wehen::V,దురద్పప్టము,প্রবাহিত হওয়া
707,strömen::V,పారుట,প্রবাহিত হওয়া
708,fließen::V,ప్రవహించు,ছুটা
709,sich drehen::V,తిరుగు,পাক খাওয়া
710,schwanken::V,ఆడించుట,দোলা
711,schwingen::V,ఊగుట,দোলা
712,fallen::V,పడు,পড়া
713,brennen::V,కాలుట,সেঁকা
714,rauchen::V,పొగసుట,ধোঁয়া ছড়ান
715,regnen::V,కురిపించుట,বর্ষণ_করা
716,gefrieren::V,గడ్డకట్టు,হিমায়িত হওয়া
717,tauen::V,కరగు,গলা
718,schmelzen::V,కరగు,গলা
719,trocknen::V,యెండుట,শুষ্ক করা
720,sieden::V,ఉడుకు,ফোঁড়া
721,faulen::V,క్రుళ్లు,ক্ষয় হওয়া
722,verfaulen::V,క్షిణించు,ক্ষয় হওয়া 
723,reißen::V,చించు,ছিঁড়া
724,versinken::V,మునుగు,ডুবা
725,vergehen::V,సంభవించు,যাওয়া
726,erscheinen::V,కనబడు,আসা
727,verschwinden::V,అదృశ్యమగు,অদৃশ্য হওয়া
728,sinken::V,ముణుగుట,হ্রাস হওয়া
729,abnehmen::V,తగ్గు,হ্রাস হওয়া
730,zunehmen::V,పెరుగుట,বৃদ্ধি পাওয়া
731,steigen::V,లేచు,ওঠা
732,wachsen::V,పెరుగు,বড় হওয়া
733,glänzen::V,ప్రకాశించు,জ্বলা
734,funkeln::V,ప్రకాశించు,জ্বল্জ্বল করা
735,lärmen::V,అరుచుట,
736,läuten::V,మేళవించుట,রুসুঝুসু করা
737,klingeln::V,వాయించుట,বাজা
738,klirren::V,ఘంటానాదము,টুংটাং-শব্দ করা
739,brausen::V,గర్జించు,গর্জন করা
740,rauschen::V,చటచటమనుట,মর্মরধ্বনি করা
741,klingen::V,ధ్వనించుట,শব্দ করা
742,bellen::V,అఱచు,ঘেউ ঘেউ করা
743,heulen::V,కూయు,গর্জন করা
744,blasen::V,దురద్పప్టము,ফুঁ দেওয়া
745,pfeifen::V,ఈలవేయు,শিস্ দেওয়া
746,schreien::V,అఱచు,চিৎকার করা
747,stöhnen::V,మూలుగు,গোঁ-গো করা
748,zittern::V,వణకు,কাঁপা
749,leben::V,జీవించుట,বাঁচা
750,geboren werden::V,పుట్టుట,জন্মানো
751,atmen::V,ఉపిరి తీయు,শ্বাস ফেলা
752,trinken::V,త్రాగు,পান করা
753,essen::V,తిను,ভক্ষণ করা
754,schlucken::V,మ్రింగు,গেলা
755,müde werden::V,అలయు,পরিশ্রান্ত হওয়া
756,einschlafen::V,నిద్రించు,নিদ্রামগ্ন হওয়া
757,schlafen::V,నిద్రురించు,নিদ্রা যাওয়া
758,aufwachen::V,మేలుకొను,জাগা
759,aufstehen::V,లేచు,জাগা
760,sich erholen::V,నడ్డి వాల్చు,আরাম করা
761,krank werden::V,జబ్బుపడు,অসুস্থ হত্তয়া
762,krank sein::V,జబ్బు చేయు,রূগ্ণ হত্তয়া
763,schmerzen::V,నొచ్చుట,কন্কন করা
764,husten::V,దగ్గుట,কাশা
765,genesen::V,కుదురుట,আরোগ্য হওয়া
766,sterben::V,మరణించు,মারা যাওয়া
767,umkommen::V,నశించు,মারা যাওয়া
768,sich bewegen::V,కదలు,চলা
769,sich rühren::V,కదలు,নড়া
770,sich erheben::V,లేచు,উদিত হওয়া
771,sich setzen::V,కూర్చుణ్డు,বসা
772,hinfallen::V,దొర్లు,পড়া
773,laufen::V,నడచు,হাঁটা
774,schreiten::V,అడుగుపెట్టుట,হাঁটা
775,spazierengehen::V,పచారు చేయు,পায়চারি করা
776,eilen::V,తొందరపడు,ত্বরাম্বিত করা
777,sich beeilen::V,త్వరపెట్టు,ত্বরাম্বিত করা
778,sausen::V,విసరికొట్టు,ধেয়ে যাওয়া
779,rennen::V,పరుగెత్తు,চলা
780,springen::V,దుముకు,লাফানো
781,klettern::V,ఎక్కు,আরোহণ করা
782,schaukeln::V,ఉయ్యాల ఊగు ,দোলা
783,kriechen::V,ప్రాకు,হামাগুড়ি দেওয়া
784,schwimmen::V,ఈదు,সাঁতার কাটা
785,tauchen::V,మునుగు,ডোবা
786,rudern::V,తెడ్లతోఁగడపు,দাঁড় টানা
787,fahren::V,నడపు,চালান
788,fliegen::V,ఎగురు,ওড়া
789,gehen::V,పోవు,যাওয়া
790,weggehen::V,బయలుదేరు,প্রস্থান করা
791,abfahren::V,విడిచిపోవు,প্রস্থান করা
792,anhalten::V,నిలుపు,থামা
793,hineingehen::V,ప్రవేశించు,ঢোকা
794,eintreten::V,ప్రవేశించు,ঢোকা
795,kommen::V,వచ్చు,আসা
796,ankommen::V,వచ్చి చేరు,আসা
797,zurückkommen::V,తిరిగీవచ్చుట,ফিরা
798,bleiben::V,ఉండు,থাকা
799,warten::V,కనిపెట్టు,অপেক্ষা করা
800,erwarten::V,నిరిక్షించు,অপেক্ষা করা
801,suchen::V,వెదకు,খোঁজ করা
802,finden::V,కనుగొను,পাওয়া
803,versuchen::V,ప్రయత్నించు,পরখ করা
804,vorbereiten::V,తయారుచేయు,প্রস্তুত করা
805,lieben::V,ప్రేమించు,ভালবাসা
806,mögen::V,ఇష్టపడు,পছন্দ করা
807,lachen::V,నవ్వు,হাসা
808,rühren::V,గుండె తాకు,হৃদয়ম্পর্শ করা
809,weinen::V,వీడ్చు,কাঁদা
810,schimpfen::V,గొణుగు,নালিশ করা
811,sich ärgern::V,అలుగు,রাগ হত্তয়া
812,sich fürchten::V,భయపడు,ভয় করা
813,fürchten::V,భయపడు,ডরা
814,fliehen::V,పాఱిపోపు,পালানো
815,flüchten::V,తప్పించుకొను,পালানো
816,sehen::V,చూచు,দেখা
817,anschauen::V,చూచు,দেখা
818,ansehen::V,కాచియుండు,দেখা
819,hören::V,విను,শোনা
820,zuhören::V,విను,শোনা
821,probieren::V,చవిచూచుట,পরখ করা
822,riechen::V,వాసనచూచు,শুঁকা
823,fühlen::V,స్పర్శించుట,অনুভব করা
824,scheinen::V,కనబడు,মনে হত্তয়া
825,zu sehen sein::V,చూవు,দেখা দেত্তয়া
826,vernehmen::V,విను,শোনা
827,frieren::V,చలికి వడకు,শীত লাগা
828,tun::V,చేయు,করা
829,können::V,గల,পারা
830,wollen::V,కోరు,ইচ্ছা করা
831,anfangen::V,ఆరంభించు,আরম্ভ করা
832,beenden::V,ముగించు,শেষ করা
833,aufhören::V,నిలుపు,থামা
834,gelingen::V,గెలుపాందు,সিদ্ধিলাভ করা
835,geraten::V,వెలువడు,পরিণত হত্তয়া
836,öffnen::V,తెఱచు,খোলা
837,schließen::V,మూయు,বন্ধ করা
838,stellen::V,ఉంచు,স্থাপন করা
839,setzen::V,ఉంచు,স্থাপন করা
840,legen::V,పెట్టు,স্থাপন করা
841,berühren::V,తాకు,স্পর্শ করা
842,verbinden::V,చేర్చుట,সংযুক্ত করা
843,bedecken::V,మూయు,ঢাকা
844,aufhängen::V,వ్రేలాడదీయు,ঝুলানো
845,anzünden::V,వెలిగించు,জ্বালান
846,aufheben::V,సేకరించు,কুড়াইয়া তোলা
847,zurücklassen::V,విడుచు,পরিত্যাগ করা
848,verlieren::V,పోగొట్టుకొను,হারান
849,fallen lassen::V,జాఱవిడుచు,ফেলা
850,machen::V,చేయు,গঠন করা
851,herstellen::V,ఉత్పత్తిచేయు,সৃষ্টি করা
852,bauen::V,నిర్మించు,নির্মাণ করা
853,reparieren::V,సరిచేయు,মেরামত করা
854,verbessern::V,వృద్ధి చేయు,উন্নতিলাভ করা
855,ändern::V,మార్చు,পরিবর্তিত করা
856,graben::V,త్రవ్వు,খনন করা
857,beugen::V,వంచు,নোয়া
858,biegen::V,వంచు,নোয়া
859,drehen::V,నూలువడుకు,ঘোরান
860,wenden::V,త్రిప్పు,উলটাইয়া দেত্তয়া
861,umdrehen::V,త్రిప్పు,উলটানো
862,heben::V,ఎత్తు,উত্তোলন করা
863,hochheben::V,ఎత్తు,উঁচু করা
864,ergreifen::V,వశపఱచుకొను,দখল করা
865,halten::V,ఉంచు,ধরা
866,drücken::V,అణచు,টেপা
867,schieben::V,నొక్కు,ঠেলা
868,kratzen::V,గోకు,চাঁচা
869,lecken::V,నాకు,চাটা
870,beißen::V,కఱచు,দংশন করা
871,abreißen::V,తెగతెంచు,বিচ্ছিন্ন করা
872,abschneiden::V,తెగకొట్టు,বিচ্ছিন্ন করা
873,binden::V,కట్టు,বন্ধন করা
874,stecken::V,తగులుకొనివుండుట,বিদ্ধ করা
875,brechen::V,పగులగొట్టు,ভাঙা
876,klopfen::V,కొట్టు,আঘাত করা
877,hauen::V,కొట్టు,আঘাত করা
878,kleben::V,అంటుకొను,সাঁটা
879,reiben::V,రాచు,ঘষা
880,streichen::V,వ్యాపింపజేయు,ছড়াইয়া
881,schleifen::V,రాచు,ধার দেওয়া
882,schneiden::V,కోయు,কাটা
883,rütteln::V,కుదిలించుట,নাড়ান
884,schütteln::V,కదల్చు,নড়া
885,schwenken::V,ఊచుట,দোলা
886,schütten::V,పోయు,বর্ষণ করা
887,füllen::V,నింపు,পরিপূর্ণ করা
888,einwickeln::V,చుట్టు,মুড়া
889,tragen::V,మోయు,বহন করা
890,schleppen::V,ఈడ్చు,টানা
891,ziehen::V,ఈడ్చు,টানা
892,aufbewahren::V,కాపాడు,রাখা
893,werfen::V,విసరు,ছুড়া
894,fangen::V,పట్టుకొను,লোফা
895,packen::V,పట్టుకొను,ধরা
896,verstecken::V,దాచు,গোপন করা
897,teilen::V,భాగించు,বিভক্ত করা
898,schicken::V,పంపు,প্রেরণ করা
899,bringen::V,తెచ్చు,আনা
900,hinzufügen::V,చేర్చు,একত্র করা
901,bekommen::V,సంపాదించు,পাওয়া
902,erhalten::V,పుచ్చుకొను,পাওয়া
903,nehmen::V,తీసికొను,নেওয়া
904,wählen::V,ఇష్టపడు,বাছা
905,auswählen::V,ఏరుకొను,বাছা
906,bewahren::V,భద్రపఱుచు,বাঁচাইয়া রাখা
907,behindern::V,అడ్డగించుట,বাধা দেওয়া
908,verderben::V,చెఱచు,নষ্ট করা
909,beschädigen::V,చెరుపుట,ক্ষতি করা
910,zerbrechen::V,పగులగొట్టు,ভাঙ্গিয়া যাওয়া
911,zerreißen::V,చించు,ছিঁড়া
912,zerstören::V,వాశనము చేయు,বিনাশ করা
913,verbrennen::V,కాల్చు,দহন করা
914,geben::V,ఇచ్చు,দেওয়া
915,reichen::V,అందుకొనుట,দেওয়া
916,schenken::V,అర్పించు,উপহার দেত্তয়া
917,versprechen::V,వాగ్దత్తము చేయు,প্রতিশ্রুতি দেওয়া
918,wünschen::V,కోరు,আকাঙ্ক্ষা করা
919,loben::V,స్తుతించు,প্রশংসা করা
920,küssen::V,ముద్దుపెట్టుకొను,চুম্বন করা
921,wiegen::V,ఊచుట,দুলানো
922,zudecken::V,మూయు,ঢাকা
923,wecken::V,నిద్రపలేపుట,জাগানো
924,zeigen::V,చూవు,দেখানো
925,führen::V,దారిచూపు,পথ দেখানো
926,lehren::V,బోధించు,শেখানো
927,unterrichten::V,నేర్పు,শিক্ষা দেওয়া
928,aufziehen::V,పెంచు,পালন করা
929,leiten::V,తీసుకపోవుట,পরিচালনা করা
930,antreiben::V,ప్రేరేపించు,চালনা করা
931,lassen::V,అనుమతించు,অনুমতি দেওয়া
932,einladen::V,ఆహ్వానించు,নিমন্ত্রণ করা
933,vereinigen::V,కూడుట,এক করা
934,besuchen::V,పోయి చూచు,দেখিতে যাওয়া
935,treffen::V,కలియు,সন্মুখীন হওয়া
936,sich versammeln::V,కూర్చు,জড়ো হওয়া
937,spielen::V,ఆట లాడు,খেলা
938,singen::V,పాడు,গাওয়া
939,tanzen::V,నృత్యముచేయు,নাচা
940,sich trennen::V,ఎడబాయుట,পৃথক করা
941,verlassen::V,విడుచు,পরিত্যাগ করা
942,retten::V,తప్పించుట,উদ্ধার করা
943,bewachen::V,కాపాడు,পাহারা দেওয়া
944,schützen::V,రక్షించు,রক্ষা করা
945,verteidigen::V,రక్షించు,রক্ষা করা
946,sich schlagen::V,జగడమాడు,লড়াই করা
947,schießen::V,కాల్చు,তীরবেগে ছোটা
948,siegen::V,గెలుచు,জেতা
949,ärgern::V,పీడించుట,বিরক্ত করা
950,schlagen::V,కొట్టు,আঘাত করা
951,treten::V,తన్ను,লাথি মারা
952,stechen::V,కుట్టు,দংশন করা
953,stoßen::V,గెంటు,ঠেলা
954,stehlen::V,దొంగిలించు,অপহরণ করা
955,stören::V,కలతపఱచు,ঘাঁটান
956,belästigen::V,పీడించు,বিরক্ত করা
957,verbergen::V,దాచు,গোপন করা
958,täuschen::V,మోసము చేయు,প্রবঞ্চনা করা
959,betrügen::V,మోసపుచ్చు,প্রতারণা করা
960,töten::V,చంపు,হত্যা করা
961,wohnen::V,నివసించు,বাস করা
962,arbeiten::V,పనిచేయు,কাজ করা
963,sammeln::V,ప్రోగుచేయు,সংগ্রহ করা
964,pflücken::V,యేరుట,চয়ন করা
965,jagen::V,వేటాడు,শিকার করা
966,fischen::V,వెదకు,মাছ ধরা
967,fassen::V,పట్టుకొమ,ধরা
968,hüten::V,మందచేరుట,যুথভুক্ত করা
969,treiben::V,నడపు,চালনা করা
970,anbinden::V,కట్టు,বন্ধন করা
971,füttern::V,భోజనము పెట్టు,ভোজন করানো
972,melken::V,పాలు పితుకు,দুগ্ধ দোহন করা
973,hacken::V,నఱకు,কাটা
974,gießen::V,నీళ్ళుకట్టుట,বর্ষণ করা
975,reifen::V,పండుట,পাকা
976,zubereiten::V,వండు,রন্ধন করা
977,kochen::V,వండు,রন্ধন করা
978,backen::V,రొట్టెకాల్చు,সেকা
979,braten::V,వేపు,ভাজা
980,umrühren::V,కదులుట,নড়ানো
981,stricken::V,అల్లు,বোনা
982,nähen::V,కుట్టు,সেলাই করা
983,färben::V,రంగు వేయు,রঞ্জিত করা
984,reinigen::V,శుభ్రము చేయు,পরিষ্কার করা
985,waschen::V,కడుగు,পরিষ্কার করা
986,abwischen::V,తుడుచు,মুছা
987,spülen::V,నీటిలో జడించు,পরিষ্কার করা
988,fegen::V,ఊడ్చు,ঝাঁট দেওয়া
989,kehren::V,ఊడ్చు,ঝাঁট দেওয়া
990,baden::V,స్నానము చేయు,অবগাহন করা
991,sich waschen::V,కడుగు,ধোয়া
992,ausziehen::V,విప్పు,খুলা
993,anziehen::V,ధరించు,গায়ে দেত্তয়া
994,sich anziehen::V,బట్టలు వేసుకొను,পোশাক পরা
995,sich anziehen::V,తొడుగుకొను,পোশাক পরা
996,kämmen::V,దువ్వుట,আঁচড়ানো
997,schmücken::V,అలంకరించు,সাজান করা
998,sagen::V,చెప్పు,উচ্চারণ করা
999,sprechen::V,చెప్పు,বলা
1000,reden::V,మాటలాడు,আলাপ করা
1001,sich unterhalten::V,ముచ్చటలాడు,আড্ডা দেওয়া
1002,fragen::V,ప్రశ్నించు,জিজ্ঞাসা করা
1003,bitten::V,కోరు,প্রার্থনা করা
1004,erzählen::V,చెప్పు,বর্ণনা করা
1005,mitteilen::V,తెలియజేయు,বলা
1006,nennen::V,పేరు వెట్టు,নাম দেওয়া
1007,rufen::V,పిలుచు,আমন্ত্রণ করা
1008,prahlen::V,జల్లి,বড়াই করা
1009,übersetzen::V,తర్జుమాచేయు,ভাষাস্তরিত করা
1010,denken::V,ఆలోచించు,ভাবা
1011,glauben::V,నమ్ము,বিশ্বাস করা
1012,bemerken::V,గుర్తించు,লক্ষ্য করা
1013,erkennen::V,గుర్తించు,চিনিতে পারা
1014,begreifen::V,గ్రహించు,উপলব্ধি করা
1015,verstehen::V,గ్రహించు,উপলব্ধি করা
1016,lernen::V,నేర్చు కొను,শেখা
1017,wissen::V,తెలిసికొను,জানা
1018,sich erinnern an::V,జ్ఞాపకముంచుకొను,মনে করা
1019,vergessen::V,మఱచిపోవు,বিস্মৃত হওয়া
1020,messen::V,కొలుచుట,মাপা
1021,zählen::V,లెక్కపెట్టు,গণনা করা
1022,rechnen::V,లెక్కపెట్టు,হিসাব করা
1023,lesen::V,చదువు,পাঠ করা
1024,malen::V,పూనుట,আঁকা
1025,zeichnen::V,వ్రాసుట,ছকা
1026,schreiben::V,వ్రాయు,লেখা
1027,besitzen::V,కలిగియుండు,অধিকার করা
1028,kaufen::V,కొను,ক্রয় করা
1029,verkaufen::V,అమ్ము,বেচা
1030,bezahlen::V,చెల్లించు,প্রদান করা
1031,zahlen::V,చెల్లించు,প্রদান করা
1032,beherrschen::V,ఏలు,শাসন করা
1033,ertragen::V,భరించు,বহন করা
