,Concept_ID,el,en
62,Geschmack::N,γεύση,flavor
63,Geruch::N,οσμή,odour
64,Geruch::N,οσμή,odor
65,Geruch::N,μυρωδία,odour
66,Geruch::N,μυρωδία,odor
67,Schlaf::N,ύπνος,sleep
68,Traum::N,όνειρο,dream
69,Himmel::N,ουρανός,sky
70,Sonne::N,ήλιος,sun
71,Mond::N,σελήνη,moon
72,Mond::N,φεγγάρι,moon
73,Stern::N,άστρο,star
74,Stern::N,αστέρι,star
75,Luft::N,αέρας,air
76,Wind::N,αέρας,wind
77,Wind::N,άνεμος,wind
78,Welle::N,κύμα,wave
79,Wasser::N,νερό,water
80,Stein::N,πέτρα,stone
81,Boden::N,χώμα,soil
82,Boden::N,χώμα,ground
83,Erde::N,γη,earth
84,Staub::N,σκόνη,dust
85,Rauch::N,καπνός,smoke
86,Funke::N,σπίθα,spark
87,Funke::N,σπινθήρας,spark
88,Feuer::N,φωτιά,fire
89,Licht::N,φως,light
90,Schatten::N,σκιά,shadow
91,Schatten::N,ίσκιος,shadow
92,Wetter::N,καιρός,weather
93,Nebel::N,ομίχλη,fog
94,Wolke::N,σύννεφο,cloud
95,Regen::N,βροχή,rain
96,Schnee::N,χιόνι,snow
97,Eis::N,πάγος,ice
98,Frost::N,παγωνία,frost
99,Kälte::N,κρύο,chill
100,Kälte::N,ψύχος,chill
101,Hitze::N,ζέστη,heat
102,Raureif::N,πάχνη,hoarfrost
103,Regenbogen::N,ουράνιο τόξο,rainbow
104,Donner::N,βροντή,thunder
105,Strömung::N,ρεύμα,current
106,Tropfen::N,στάλα,drop
107,Schaum::N,αφρός,foam
108,Schmutz::N,βρωμιά,dirt
109,See::N,λίμνη,lake
110,Sumpf::N,βάλτος,swamp
111,Moor::N,έλος,moor
112,Wiese::N,λιβάδι,meadow
113,Wald::N,δάσος,forest
114,Hügel::N,λόφος,hill
115,Anhöhe::N,ύψωμα,elevation
116,Berg::N,όρος,mountain
117,Berg::N,βουνό,mountain
118,Gipfel::N,κορυφή,summit
119,Höhle::N,σπηλιά,cave
120,Abhang::N,πλαγιά,slope
121,Quelle::N,πηγή,source
122,Quelle::N,βρύση,source
123,Bach::N,ρυάκι,brook
124,Fluss::N,ποτάμι,river
125,Fluss::N,ποταμός,river
126,Ufer::N,όχθη,shore
127,Küste::N,ακτή,coast
128,Küste::N,ακρογιαλιά,coast
129,Festland::N,στεριά,land
130,Meer::N,θάλασσα,sea
131,Bucht::N,κόλπος,cove
132,Insel::N,νησί,island
133,Insel::N,νήσος,island
134,Blume::N,άνθος,flower
135,Blume::N,λουλούδι,flower
136,Gras::N,χόρτο,grass
137,Gras::N,χορτάρι,grass
138,Wurzel::N,ρίζα,root
139,Baum::N,δέντρο,tree
140,Stamm::N,κορμός,trunk
141,Rinde::N,φλούδα,bark
142,Ast::N,κλαδί,limb
143,Zweig::N,κλαδί,branch
144,Zweig::N,κλάδος,branch
145,Blatt::N,φύλλο,leaf
146,Birke::N,σημύδα,birch
147,Kiefer[Baum]::N,πεύκο,pine
148,Weide[Baum]::N,ιτιά,willow
149,Tanne::N,έλατο,fir
150,Horn::N,κέρας,horn
151,Horn::N,κέρατο,horn
152,Feder::N,φτερό,feather
153,Fell::N,δέρμα,fur
154,Fell::N,τομάρι,fur
155,Flügel::N,πτερύγιο,wing
156,Klaue::N,κουλό,claw
157,Kralle::N,νύχι,claw
158,Schwanz::N,ουρά,tail
159,Ei::N,αβγό,egg
160,Nest::N,φωλιά,nest
161,Bau::N,φωλιά,lair
162,Tier::N,ζώο,animal
163,Herde::N,κοπάδι,flock
164,Kuh::N,αγελάδα,cow
165,Bulle::N,ταύρος,bull
166,Pferd::N,άλογο,horse
167,Schaf::N,πρόβατο,sheep
168,Schwein::N,γουρούνι,pig
169,Hund::N,σκυλί,dog
170,Hund::N,σκύλος,dog
171,Katze::N,γάτα,cat
172,Bär::N,άρκτος,bear
173,Bär::N,αρκούδα,bear
174,Eichhörnchen::N,βερβερίτσα,squirrel
175,Elch::N,άλκη,elk
176,Fuchs::N,αλεπού,fox
177,Hase::N,λαγός,hare
178,Maus::N,ποντικός,mouse
179,Wolf::N,λύκος,wolf
180,Vogel::N,πουλί,bird
181,Schwarm::N,σμήνος,swarm
182,Huhn::N,κότα,chicken
183,Huhn::N,όρνιθα,chicken
184,Hahn::N,πετεινός,cock
185,Gans::N,χήνα,goose
186,Adler::N,αετός,eagle
187,Ente::N,πάπια,duck
188,Eule::N,κουκουβάγια,owl
189,Kranich::N,γερανός,crane
190,Krähe::N,καρακάξα,crow
191,Kuckuck::N,κούκος,cuckoo
192,Schwan::N,κύκνος,swan
193,Fisch::N,ψάρι,fish
194,Barsch::N,πέρκα,perch
195,Hecht::N,λούτσος,pike
196,Schlange[Tier]::N,φίδι,snake
197,Wurm::N,σκουλήκι,worm
198,Spinne::N,αράχνη,spider
199,Ameise::N,μυρμήγκι,ant
200,Laus::N,ψείρα,louse
201,Mücke::N,κουνούπι,midge
202,Fliege::N,μύγα,fly
203,Schmetterling::N,πεταλούδα,butterfly
204,Beere::N,ρόγα,berry
205,Apfel::N,μήλο,apple
206,Pilz::N,μανιτάρι,mushroom
207,Zwiebel::N,κρεμμύδι,onion
208,Saat::N,σπόρος,seed
209,Korn::N,σπυρί,grain
210,Heu::N,σανός,hay
211,Schale::N,τσόφλι,husk
212,Grube::N,λάκκος,pit
213,Falle::N,παγίδα,trap
214,Schlinge::N,θηλειά,noose
215,Spur::N,ίχνος,track
216,Asche::N,στάχτη,ashes
217,Dreck::N,βρωμιά,filth
218,Eisen::N,σίδερο,iron
219,Gold::N,μάλαμα,gold
220,Gold::N,χρυσάφι,gold
221,Silber::N,ασήμι,silver
222,Silber::N,άργυρος,silver
223,Kohle::N,κάρβουνο,coal
224,Glas::N,γυαλί,glass
225,Lehm::N,πηλός,clay
226,Sand::N,άμμος,sand
227,Mensch::N,άνθρωπος,human
228,Mann::N,άνδρας,man
229,Frau::N,γυναίκα,woman
230,Kind::N,παιδί,child
231,Junge::N,αγόρι,boy
232,Mädchen::N,κοπέλα,girl
233,Mädchen::N,κορίτσι,girl
234,Familie::N,οικογένεια,family
235,Großvater::N,παππούς,grandfather
236,Großmutter::N,γιαγιά,grandmother
237,Eltern::N,γονείς,parents
238,Vater::N,πατέρας,father
239,Mutter::N,μητέρα,mother
240,Sohn::N,γιος,son
241,Tochter::N,κόρη,daughter
242,Bruder::N,αδελφός,brother
243,Schwester::N,αδελφή,sister
244,Onkel::N,θείος,uncle
245,Tante::N,θεία,aunt
246,Ehemann::N,σύζυγος,husband
247,Ehefrau::N,σύζυγος,wife
248,Freude::N,χαρά,joy
249,Gelächter::N,γέλια,laughter
250,Glück::N,ευτυχία,happiness
251,Kummer::N,έγνοια,grief
252,Wunsch::N,επιθυμία,wish
253,Lust::N,όρεξη,desire
254,Geist::N,πνέυμα,spirit
255,Gedanke::N,σκέψη,thought
256,Gedächtnis::N,μνήμη,memory
257,Verstand::N,νους,mind
258,Sinn::N,νόημα,meaning
259,Grund::N,λόγος,reason
260,Wahrheit::N,αλήθεια,truth
261,Gespräch::N,συνομιλία,talk
262,Märchen::N,παραμύθι,fairy tale
263,Erzählung::N,διήγημα,story
264,Nachricht::N,είδηση,message
265,Neuigkeit::N,νέο,news
266,Name::N,όνομα,name
267,Rätsel::N,αίνιγμα,puzzle
268,Rede::N,λόγος,speech
269,Rede::N,ομιλία,speech
270,Sprache::N,γλώσσα,language
271,Stimme::N,φωνή,voice
272,Wort::N,λέξη,word
273,Zeichen::N,σημείο,sign
274,Ruf::N,κραυγή,call
275,Lärm::N,θόρυβος,noise
276,Laut::N,ήχος,sound
277,Ton::N,ήχος,tone
278,Ton::N,τόνος,tone
279,Lied::N,τραγούδι,song
280,Ruhe::N,ησυχία,calm
281,Leute::N,κόσμος,people
282,Leute::N,άνθρωποι,people
283,Volk::N,λαός,nation
284,Arbeit::N,εργασία,work
285,Gast::N,επισκέπτης,guest
286,Geschenk::N,δώρο,gift
287,Spiel::N,παιχνίδι,game
288,Gesellschaft::N,κοινωνία,company
289,Hilfe::N,βοήθεια,help
290,Freund::N,φίλος,friend
291,Kamerad::N,σύντροφος,companion
292,Angelegenheit::N,υπόθεση,matter
293,Anzahl::N,αριθμός,count
294,Art::N,είδος,sort
295,Stück::N,κομμάτι,piece
296,Teil::N,μέρος,part
297,Hälfte::N,μισό,half
298,Kreis::N,κύκλος,circle
299,Kreuz::N,σταυρός,cross
300,Linie::N,γραμμή,line
301,Strich::N,γραμμή,stroke
302,Abstand::N,απόσταση,gap
303,Entfernung::N,απόσταση,distance
304,Gegend::N,περιοχή,area
305,Gegend::N,τοποθεσία,area
306,Platz::N,χώρος,space
307,Ort::N,τόπος,place
308,Seite::N,πλευρά,side
309,Mitte::N,μέση,middle
310,Gegenstand::N,αντικείμενο,item
311,Sache::N,πράγμα,thing
312,Rand::N,άκρη,fringe
313,Rand::N,χείλος,fringe
314,Kante::N,άκρη,edge
315,Ecke::N,γωνιά,corner
316,Spitze::N,μύτη,tip
317,Ende::N,άκρη,end
318,Loch::N,τρύπα,hole
319,Winkel::N,γωνία,angle
320,Muster::N,σχέδιο,pattern
321,Größe::N,μέγεθος,size
322,Länge::N,μήκος,length
323,Höhe::N,ύψος,height
324,Gewicht::N,βάρος,weight
325,Menge::N,ποσότητα,amount
326,Haufen::N,σωρός,heap
327,Reihe::N,αράδα,row
328,Boot::N,βάρκα,boat
329,Ruder::N,κουπί,oar
330,Schlitten::N,έλκηθρο,sleigh
331,Ski::N,σκι,ski
332,Lagerfeuer::N,φωτιά,campfire
333,Last::N,φορτίο,load
334,Gang::N,δρόμος,walk
335,Schritt::N,βήμα,step
336,Norden::N,βορράς,north
337,Süden::N,νότος,south
338,Westen::N,δύση,west
339,Osten::N,ανατολή,east
340,Holz::N,ξύλο,wood
341,Brett::N,σανίδι,board
342,Platte::N,πλάκα,slab
343,Stütze::N,στήριγμα,bracket
344,Stange::N,ραβδί,pole
345,Stange::N,κοντός,pole
346,Stock::N,ξύλο,stick
347,Stock::N,μπαστούνι,stick
348,Stab::N,ραβδί,staff
349,Rohr::N,σωλήνας,pipe
350,Haus::N,σπίτι,house
351,Heim::N,σπίτι,home
352,Ofen::N,σόμπα,stove
353,Ofen::N,θερμάστρα,stove
354,Fußboden::N,πάτωμα,floor
355,Tisch::N,τραπέζι,table
356,Stuhl::N,καρέκλα,chair
357,Wiege::N,κούνια,cradle
358,Bett::N,κρεβάτι,bed
359,Regal::N,ράφι,shelf
360,Kiste::N,κιβώτιο,box
361,Fenster::N,παράθυρο,window
362,Tür::N,πόρτα,door
363,Tor::N,πύλη,gate
364,Zaun::N,φράχτης,fence
365,Dach::N,στέγη,roof
366,Leiter::N,σκάλα,ladder
367,Leiter::N,κλίμακα,ladder
368,Besen::N,σκούπα,broom
369,Spaten::N,φτυάρι,spade
370,Schaufel::N,φτυάρι,shovel
371,Gabel::N,πιρούνι,fork
372,Löffel::N,κουτάλι,spoon
373,Messer::N,μαχαίρι,knife
374,Nagel::N,καρφί,nail
375,Netz::N,δίχτυ,net
376,Haken::N,γάντζος,hook
377,Haken::N,αγκίστρι,hook
378,Griff::N,λαβή,handle
379,Schloss::N,κλειδαριά,lock
380,Bild::N,εικόνα,picture
381,Figur::N,ανάστημα,figure
382,Puppe::N,κούκλα,doll
383,Beutel::N,πουγγί,pouch
384,Bündel::N,δεμάτι,bundle
385,Tasche::N,τσάντα,bag
386,Eimer::N,κουβάς,bucket
387,Deckel::N,καπάκι,cover
388,Geschirr::N,σκεύη,dishes
389,Sack::N,σάκος,sack
390,Tasse::N,φλιτζάνι,cup
391,Topf::N,χύτρα,pot
392,Kessel::N,καζάνι,kettle
393,Essen::N,φαγητό,meal
394,Nahrung::N,τροφή,food
395,Speise::N,φαγητό,dish
396,Fleisch::N,κρέας,meat
397,Getreide::N,σιτάρι,corn
398,Brei::N,χυλός,mush
399,Brot::N,ψωμί,bread
400,Brot::N,άρτος,bread
401,Scheibe::N,φέτα,slice
402,Fett::N,πάχος,fat
403,Butter::N,βούτυρο,butter
404,Öl::N,λάδι,oil
405,Salz::N,αλάτι,salt
406,Suppe::N,σούπα,soup
407,Honig::N,μέλι,honey
408,Milch::N,γάλα,milk
409,Tee::N,τσάι,tea
410,Leder::N,πετσί,leather
411,Wolle::N,μαλλί,wool
412,Stoff::N,ύφασμα,cloth
413,Nadel::N,βελόνα,needle
414,Faden::N,κλωστή,thread
415,Knopf::N,κουμπί,button
416,Knoten::N,κόμπος,knot
417,Farbe::N,μπογιά,paint
418,Kleidung::N,ρούχα,clothes
419,Kleidung::N,ενδυμασία,clothes
420,Hemd::N,πουκάμισο,shirt
421,Kragen::N,κολάρο,collar
422,Ärmel::N,μανίκι,sleeve
423,Hose::N,πανταλόνι,trousers
424,Gürtel::N,ζώνη,belt
425,Mütze::N,σκούφος,cap
426,Schuh::N,παπούτσι,shoe
427,Stiefel::N,μπότα,boot
428,Ring::N,δαχτυλίδι,ring
429,Band::N,κορδέλα,ribbon
430,Kamm::N,χτένα,comb
431,Spiegel::N,καθρέφτης,mirror
432,Riemen::N,λουρί,strap
433,Schnur::N,κορδόνι,string
434,Leine::N,σχοινί,leash
435,Decke::N,κουβέρτα,blanket
436,Kissen::N,μαξιλάρι,pillow
437,Tuch::N,πανί,scarf
438,Tuch::N,μαντήλι,scarf
439,Handtuch::N,πετσέτα,towel
440,Kraft::N,δύναμη,force
441,Stärke::N,ισχύς,strength
442,Stärke::N,δύναμη,strength
443,Gesundheit::N,υγεία,health
444,Krankheit::N,αρρώστια,illness
445,Schmerz::N,πόνος,pain
446,Wunde::N,πληγή,wound
447,Fieber::N,πυρετός,fever
448,Arznei::N,φάρμακο,medicine
449,Brücke::N,γέφυρα,bridge
450,Brunnen::N,πηγάδι,well
451,Weide::N,βοσκή,pasture
452,Pfad::N,μονοπάτι,path
453,Weg::N,δρόμος,way
454,Straße::N,οδός,road
455,Straße::N,δρόμος,road
456,Dorf::N,χωριό,village
457,Stadt::N,πόλη,town
458,Brief::N,γράμμα,letter
459,Brief::N,επιστολή,letter
460,Buch::N,βιβλίο,book
461,Buchstabe::N,γράμμα,character
462,Zeitung::N,εφημερίδα,newspaper
463,Leben::N,ζωή,life
464,Leben::N,βίος,life
465,Tod::N,θάνατος,death
466,Grab::N,τάφος,grave
467,Kirche::N,εκκλησία,church
468,Sünde::N,αμαρτία,sin
469,Gott::N,θεός,god
470,Arbeiter::N,εργάτης,worker
471,Chef::N,προϊστάμενος,boss
472,Meister::N,μάστορας,master
473,Meister::N,αρχιτεχνίτης,master
474,Arzt::N,γιατρός,doctor
475,Lehrer::N,δάσκαλος,teacher
476,Geld::N,λεφτά,money
477,Geld::N,χρήματα,money
478,Geschäft::N,συναλλαγή,business
479,Laden::N,μαγαζί,shop
480,Laden::N,κατάστημα,shop
481,Preis::N,τιμή,price
482,Ware::N,εμπόρευμα,ware
483,Nutzen::N,όφελος,profit
484,Reichtum::N,πλούτος,wealth
485,Welt::N,κόσμος,world
486,Land::N,χώρα,country
487,Staat::N,κράτος,state
488,Staat::N,πολιτεία,state
489,König::N,βασιλιάς,king
490,Macht::N,εξουσία,power
491,Grenze::N,σύνορα,border
492,Krieg::N,πόλεμος,war
493,Feind::N,εχθρός,enemy
494,Gewalt::N,βία,violence
495,Kampf::N,αγώνας,fight
496,Bogen[Waffe]::N,τόξο,bow
497,Pfeil::N,σαΐτα,arrow
498,Gewehr::N,τουφέκι,gun
499,Fehler::N,λάθος,mistake
500,Fehler::N,σφάλμα,mistake
501,Lüge::N,ψέμα,lie
502,Lüge::N,ψεύδος,lie
503,Schaden::N,ζημία,damage
504,Unglück::N,δυστυχία,misfortune
505,Schuld::N,ενοχή,fault
506,Schuld::N,φταίξιμο,fault
507,Alter::N,ηλικία,age
508,Schluss::N,τέλος,conclusion
509,Zeit::N,χρόνος,time
510,Tag::N,μέρα,day
511,Tag::N,ημέρα,day
512,Morgen::N,πρωί,morning
513,Mittag::N,μεσημέρι,noon
514,Abend::N,βράδυ,evening
515,Nacht::N,νύχτα,night
516,Woche::N,εβδομάδα,week
517,Monat::N,μήνας,month
518,Jahr::N,έτος,year
519,Jahr::N,χρόνος,year
520,Frühling::N,άνοιξη,spring
521,Sommer::N,καλοκαίρι,summer
522,Herbst::N,φθινόπωρο,autumn
523,Winter::N,χειμώνας,winter
524,Januar::N,Ιανουάριος,January
525,Februar::N,Φεβρουάριος,February
526,März::N,Μάρτιος,March
527,April::N,Απρίλιος,April
528,Mai::N,Μάιος,May
529,Juni::N,Ιούνιος,June
530,Juli::N,Ιούλιος,July
531,August::N,Αύγουστος,August
532,September::N,Σεπτέμβριος,September
533,Oktober::N,Οκτώβριος,October
534,November::N,Νοέμβριος,November
535,Dezember::N,Δεκέμβριος,December
536,Montag::N,Δευτέρα,Monday
537,Dienstag::N,Τρίτη,Tuesday
538,Mittwoch::N,Τετάρτη,Wednesday
539,Donnerstag::N,Πέμπτη,Thursday
540,Freitag::N,Παρασκευή,Friday
541,Samstag::N,Σάββατο,Saturday
542,Sonntag::N,Κυριακή,Sunday
543,groß::A,μεγάλος,big
544,klein::A,μικρός,little
545,lang::A,μακρύς,long
546,kurz::A,κοντός,short
547,breit::A,φαρδύς,wide
548,schmal::A,στενός,narrow
549,dicht::A,πυκνός,dense
550,dick[Gegenstand]::A,παχύς,thick
551,dick[Gegenstand]::A,χοντρός,thick
552,dünn::A,ψιλός,thin
553,dünn::A,λεπτός,thin
554,fein::A,ψιλός,delicate
555,fest::A,στερεός,firm
556,flach::A,επίπεδος,flat
557,glatt::A,λείος,smooth
558,glatt::A,ομαλός,smooth
559,hart::A,σκληρός,hard
560,weich::A,μαλακός,soft
561,rund::A,στρογγυλός,round
562,spitz::A,μυτερός,pointed
563,scharf::A,κοφτερός,sharp
564,stumpf::A,αμβλύς,blunt
565,schwer::A,βαρύς,heavy
566,schön::A,ωραίος,beautiful
567,schön::A,όμορφος,beautiful
568,heiß::A,ζεστός,hot
569,warm::A,θερμός,warm
570,kalt::A,κρύος,cold
571,kalt::A,ψυχρός,cold
572,kühl::A,δροσερός,cool
573,frisch::A,νωπός,fresh
574,frisch::A,φρέσκος,fresh
575,feucht::A,υγρός,damp
576,nass::A,βρεγμένος,wet
577,trocken::A,ξηρός,dry
578,trocken::A,στεγνός,dry
579,voll::A,γεμάτος,full
580,leer::A,άδειος,empty
581,offen::A,ανοιχτός,open
582,geschlossen::A,κλειστός,closed
583,sauber::A,καθαρός,clean
584,schmutzig::A,βρώμικος,dirty
585,schmutzig::A,λερωμένος,dirty
586,roh::A,ωμός,raw
587,reif::A,ώριμος,ripe
588,lecker::A,νόστιμος,delicious
589,süß::A,γλυκός,sweet
590,bitter::A,πικρός,bitter
591,sauer::A,ξινός,sour
592,hell::A,φωτεινός,bright
593,dunkel::A,σκοτεινός,dark
594,schwarz::A,μαύρος,black
595,schwarz::A,μελανός,black
596,weiß::A,άσπρος,white
597,rot::A,κόκκινος,red
598,gelb::A,κίτρινος,yellow
599,blau::A,μπλε,blue
600,blau::A,γαλανός,blue
601,grün::A,πράσινος,green
602,grau::A,γκρίζος,grey
603,bunt::A,ποικιλόχρωπος,colourful
604,bunt::A,ποικιλόχρωπος,colorful
605,billig::A,φτηνός,cheap
606,teuer::A,ακριβός,dear
607,wertvoll::A,πολύτιμος,precious
608,blind::A,τυφλός,blind
609,taub::A,κουφός,deaf
610,kräftig::A,δυνατός,powerful
611,stark::A,γερός,strong
612,schwach::A,αδύνατος,weak
613,fett::A,παχύς,fat
614,schlank::A,λεπτός,slim
615,schlank::A,λυγερός,slim
616,hübsch::A,όμορφος,pretty
617,hübsch::A,χαριτωμένος,pretty
618,böse::A,κακός,evil
619,dumm::A,κουτός,stupid
620,dumm::A,ανόητος,stupid
621,faul::A,τεμπέλης,lazy
622,fleißig::A,εργατικός,diligent
623,geizig::A,τσιγγούνης,stingy
624,klug::A,έξυπνος,clever
625,geschickt::A,επιδέξιος,skilful
626,geschickt::A,επιδέξιος,skillful
627,lieb::A,φίλος,dear
628,lieb::A,αγαπητός,dear
629,lustig::A,εύθυμος,merry
630,lustig::A,χαρούμενος,merry
631,sanft::A,ήπιος,gentle
632,hungrig::A,πεινασμένος,hungry
633,krank::A,άρρωστος,sick
634,nackt::A,γυμνός,naked
635,traurig::A,λυπημένος,sad
636,lebendig::A,ζωντανός,living
637,gut::A,καλός,good
638,schlecht::A,κακός,bad
639,richtig::A,σωστός,correct
640,schlimm::A,άσχημος,nasty
641,wahr::A,αληθής,true
642,wahr::A,αληθινός,true
643,alt::A,παλιός,old
644,neu::A,νέος,new
645,neu::A,καινούργιος,new
646,ehemalig::A,παλιός,former
647,alt[Lebewesen]::A,γέρος,aged
648,jung::A,νέος,young
649,arm::A,φτωχός,poor
650,reich::A,πλούσιος,rich
651,bekannt::A,γνωστός,familiar
652,berühmt::A,περίφημος,famous
653,berühmt::A,ξακουσμένος,famous
654,fremd::A,ξένος,foreign
655,verschieden::A,διαφορετικός,different
656,nah::A,κοντινός,near
657,fern::A,μακριά,far
658,linker::A,αριστερός,left
659,rechter::A,δεξιός,right
660,anderer::A,άλλος,other
661,erster::A,πρώτος,first
662,zweiter::A,δεύτερος,second
663,dritter::A,τρίτος,third
664,letzter::A,τελευταίος,last
665,allein::ADV,μόνος,alone
666,auf einmal::ADV,εφάπαξ,at once
667,zusammen::ADV,μαζί,together
668,lange::ADV,πολύν καιρό,long
669,plötzlich::ADV,έξαφνα,suddenly
670,sofort::ADV,αμέσως,instantly
671,später::ADV,αργότερα,later
672,jetzt::ADV,τώρα,now
673,heute::ADV,σήμερα,today
674,morgen::ADV,αύριο,tomorrow
675,bald::ADV,σε λίγο,soon
676,bald::ADV,εντός ολίγου,soon
677,dann::ADV,ύστερα,then
678,gestern::ADV,χτες,yesterday
679,einst::ADV,ποτέ,once
680,einst::ADV,άλλοτε,once
681,damals::ADV,τότε,at that time
682,danach::ADV,μετά,afterwards
683,danach::ADV,ύστερα,afterwards
684,vorher::ADV,πριν,before
685,vorher::ADV,προηγουμένως,before
686,zuerst::ADV,πρώτα,at first
687,einmal::ADV,μία φορά,once
688,manchmal::ADV,κάποτε,sometimes
689,oft::ADV,συχνά,often
690,oft::ADV,πολλές φορές,often
691,immer::ADV,πάντα,always
692,immer::ADV,πάντοτε,always
693,niemals::ADV,ποτέ,never
694,hier::ADV,εδώ,here
695,hierhin::ADV,εδώ,hither
696,hierhin::ADV,εδώ,to here
697,hierhin::ADV,εδώ,here
698,von hier::ADV,από δω,hence
699,dort::ADV,εκεί,there
700,dorthin::ADV,προς τα κει,thither
701,dorthin::ADV,προς τα κει,there
702,dorthin::ADV,προς τα κει,to there
703,geradeaus::ADV,κατευθείαν,ahead
704,vorwärts::ADV,εμπρός,forward
705,rückwärts::ADV,πίσω,backward
706,zurück::ADV,πίσω,back
707,unten::ADV,κάτω,below
708,hinab::ADV,προς τα κάτω,down
709,oben::ADV,πάνω,above
710,oben::ADV,επάνω,above
711,hinauf::ADV,προς τα πάνω,up
712,überall::ADV,παντού,everywhere
713,nicht::ADV,δεν,not
714,ein wenig::ADV,λιγάκι,a little
715,kaum::ADV,μόλις,hardly
716,sehr::ADV,πολύ,very
717,so::ADV,έτσι,so
718,noch::ADV,ακόμα,still
719,nur::ADV,μόνο,only
720,schon::ADV,ήδη,already
721,schon::ADV,κιόλας,already
722,wieder::ADV,ξανά,again
723,vergebens::ADV,μάταια,in vain
724,vor::PRP,μπροστά σε,in front of
725,vor::PRP,μπροστά από,in front of
726,hinter::PRP,πίσω από ,behind
727,unter::PRP,υπό,under
728,unter::PRP,κάτω από,under
729,durch::PRP,διά,through
730,durch::PRP,διά μέσου,through
731,neben::PRP,δίπλα σε,next to
732,zwischen::PRP,μεταξύ,between
733,zwischen::PRP,ανάμεσα σε,between
734,wegen::PRP,για,because of
735,wegen::PRP,λόγω,because of
736,dies::PRN,αυτό,this
737,das::PRN,το,that
738,alles::PRN,όλα,everything
739,ich::PRN,εγώ,I
740,du::PRN,σύ,you
741,du::PRN,σύ,thou
742,du::PRN,εσύ,you
743,du::PRN,εσύ,thou
744,er::PRN,αυτός,he
745,wir::PRN,εμείς,we
746,ihr::PRN,εσείς,you
747,sie::PRN,αυτοί,they
748,was::FPRN,τι,what
749,wer::FPRN,ποιος,who
750,wo::FADV,πού,where
751,wohin::FADV,πού,where ... to
752,wohin::FADV,πού,where to
753,wohin::FADV,πού,where
754,wohin::FADV,για πού,where ... to
755,wohin::FADV,για πού,where to
756,wohin::FADV,για πού,where
757,wie::FADV,πώς,how
758,warum::FADV,γιατί,why
759,wieviel::FNUM,πόσος,how much
760,eins::NUM,ένα,one
761,zwei::NUM,δύο,two
762,drei::NUM,τρία,three
763,drei::NUM,τρεις,three
764,vier::NUM,τέσσερα,four
765,vier::NUM,τέσσερις,four
766,fünf::NUM,πέντε,five
767,sechs::NUM,έξι,six
768,sieben::NUM,εφτά,seven
769,acht::NUM,οχτώ,eight
770,neun::NUM,εννιά,nine
771,zehn::NUM,δέκα,ten
772,elf::NUM,έντεκα,eleven
773,zwölf::NUM,δώδεκα,twelve
774,zwanzig::NUM,είκοσι,twenty
775,dreißig::NUM,τριάντα,thirty
776,vierzig::NUM,σαράντα,forty
777,fünfzig::NUM,πενήντα,fifty
778,sechzig::NUM,εξήντα,sixty
779,siebzig::NUM,εβδομήντα,seventy
780,achtzig::NUM,ογδόντα,eighty
