,Concept_ID,sah,sv
790,das::PRN,били,det
791,alles::PRN,барыта,allt
792,ich::PRN,мин,jag
793,du::PRN,эн,du
794,er::PRN,кнни,han
795,wir::PRN,биһиги,vi
796,ihr::PRN,эһиги,ni
797,sie::PRN,кинилэр,de
798,was::FPRN,туох,vad
799,wer::FPRN,ким,vem
800,wo::FADV,ханна,var
801,wohin::FADV,ханна,vart
802,wie::FADV,хайдах,hur
803,warum::FADV,тоҕо,varför
804,wieviel::FNUM,төһө,hur mycket
805,eins::NUM,биир,en
806,eins::NUM,биир,ett
807,zwei::NUM,икки,två
808,drei::NUM,үс,tre
809,vier::NUM,түөрт,fyra
810,fünf::NUM,биэс,fem
811,sechs::NUM,алта,sex
812,sieben::NUM,сэттэ,sju
813,acht::NUM,аҕыс,åtta
814,neun::NUM,тоҕус,nio
815,zehn::NUM,уон,tio
816,elf::NUM,уон биир,elva
817,zwölf::NUM,уон икки,tolv
818,zwanzig::NUM,сүүрбэ,tjugo
819,dreißig::NUM,отут,trettio
820,vierzig::NUM,түөрт уон,fyrtio
821,fünfzig::NUM,биэс уон,femtio
822,sechzig::NUM,алта уон,sextio
823,siebzig::NUM,сэттэ уон,sjuttio
824,achtzig::NUM,аҕыс уон,åttio
825,neunzig::NUM,тоҕус уонус,nittio
826,hundert::NUM,сүүс,hundra
827,tausend::NUM,тыһыынча,tusen
828,und::CNJ,да,och
829,und::CNJ,уонна,och
830,und::CNJ,итиэннэ,och
831,oder::CNJ,эбэтэр,eller
832,stehen::V,тур,stå
833,sitzen::V,олор,sitta
834,liegen::V,сыт,ligga
835,hängen::V,санньылый,hänga
836,werden::V,буол,bli
837,passieren::V,буол,ske
838,passieren::V,буол,hända
839,beginnen::V,саҕалан,börja
840,enden::V,бүт,ända
841,wechseln::V,уларый,växla
842,aufgehen[Sonne]::V,ой,gå upp
843,untergehen[Sonne]::V,киир,gå ned
844,scheinen[Sonne]::V,сырдат,skina
845,donnern::V,эт,dundra
846,wehen::V,үр,blåsa
847,strömen::V,кутулун,forsa
848,strömen::V,кутулун,strömma
849,fließen::V,сүүр,flyta
850,sich drehen::V,эргий,snurra
851,schwanken::V,биэтэҥнээ,vackla
852,schwingen::V,эйэҥнээ,svinga
853,fallen::V,оҕут,falla
854,brennen::V,умай,brinna
855,rauchen::V,буруолаа,ryka
856,regnen::V,самыырдаа,regna
857,gefrieren::V,тоҥ,frysa
858,tauen::V,ир,töa
859,schmelzen::V,уулун,smälta
860,trocknen::V,куур,torka
861,sieden::V,оргуй,koka
862,sieden::V,оргуй,sjuda
863,faulen::V,сытый,ruttna
864,verfaulen::V,сытыйан_хаал,ruttna
865,reißen::V,хайыт,brista
866,reißen::V,быһытталан,brista
867,versinken::V,тимир,sjunka
868,versinken::V,батылын,sjunka
869,vergehen::V,дьай,förgå
870,erscheinen::V,көһүн,synas
871,erscheinen::V,көһүн,visa sig
872,verschwinden::V,сүт,försvinna
873,sinken::V,намтаа,sjunka
874,abnehmen::V,аччаа,avta
875,abnehmen::V,аччаа,minskas
876,zunehmen::V,элбээ,tilltaga
877,steigen::V,үрдээ,stiga
878,wachsen::V,үүн,växa
879,glänzen::V,кылбай,glimma
880,funkeln::V,күлүмнээ,tindra
881,funkeln::V,күлүмнээ,gnistra
882,funkeln::V,күлүмүрдээ,tindra
883,funkeln::V,күлүмүрдээ,gnistra
884,lärmen::V,тыаһаа,bråka
885,lärmen::V,тыаһаа,väsnas
886,läuten::V,собуоннаа,ringa
887,klingeln::V,линкинээ,ringa
888,klirren::V,айгырат,klirra
889,brausen::V,сирилээ,brusa
890,rauschen::V,суугунаа,susa
891,klingen::V,доргуй,låta
892,klingen::V,доргуй,klinga
893,bellen::V,үр,skälla
894,heulen::V,улуй,yla
895,heulen::V,улуй,tjuta
896,blasen::V,үр,blåsa
897,pfeifen::V,иһиир,vissla
898,schreien::V,кылан,skrika
899,schreien::V,хаһыытаа,skrika
900,stöhnen::V,ынчыктаа,stöna
901,zittern::V,титирээ,darra
902,zittern::V,титирээ,skälva
903,zittern::V,дьигиһий,darra
904,zittern::V,дьигиһий,skälva
905,leben::V,олор,leva
906,geboren werden::V,төрөө,födas
907,atmen::V,тыын,andas
908,trinken::V,ис,dricka
909,essen::V,аһаа,äta
910,schlucken::V,ыйыһын,svälja
911,müde werden::V,сылай,tröttna
912,einschlafen::V,утуйан хаал,somna
913,schlafen::V,утуй,sova
914,schlafen::V,утуйа сыт,sova
915,aufwachen::V,уһугун,vakna
916,aufstehen::V,тур,stiga upp
917,sich erholen::V,сынньан,repa sig
918,sich erholen::V,сынньан,hämta sig
919,krank werden::V,ыарый,insjukna
920,krank sein::V,ыарый,vara sjuk
921,krank sein::V,ыарыт,vara sjuk
922,schmerzen::V,ыарыт,smärta
923,schmerzen::V,ыарыт,göra ont
924,husten::V,сөтөлүн,hosta
925,genesen::V,көн,tillfriskna
926,sterben::V,өл,dö
927,umkommen::V,өл,omkomma
928,umkommen::V,оҕут,omkomma
929,sich bewegen::V,хамсаа,röra sig
930,sich rühren::V,хамсаа,röra på sig
931,sich erheben::V,тур,resa sig
932,sich setzen::V,олор,sätta sig
933,hinfallen::V,оҕут,falla omkull
934,laufen::V,хаам,löpa
935,schreiten::V,атыллаа,skrida
936,spazierengehen::V,дьаарбай,promenera
937,eilen::V,тиэтэй,ila
938,sich beeilen::V,ыксаа,skynda sig
939,sausen::V,элээр,susa
940,rennen::V,сүүрэкэлээ,löpa
941,rennen::V,сүүрэкэлээ,springa
942,springen::V,ой,hoppa
943,springen::V,ыстан,hoppa
944,klettern::V,ытын,klättra
945,schaukeln::V,эйэҥнээ,gunga
946,schaukeln::V,биэрэҥнээ,gunga
947,kriechen::V,сыыл,kräla
948,schwimmen::V,уһун,simma
949,schwimmen::V,харбаа,simma
950,tauchen::V,умус,dyka
951,rudern::V,эрт,ro
952,fahren::V,айаннаа,köra
953,fliegen::V,көт,flyga
954,gehen::V,бар,gå
955,weggehen::V,бар,gå bort
956,abfahren::V,бар,resa
957,abfahren::V,бар,avresa
958,anhalten::V,тохтоо,stanna
959,hineingehen::V,киир,gå in
960,eintreten::V,киир,träda in
961,kommen::V,кэл,komma
962,ankommen::V,кэл,ankomma
963,ankommen::V,тиий,ankomma
964,zurückkommen::V,төнүн,återkomma
965,bleiben::V,хаал,bli
966,bleiben::V,хаал,förbli
967,warten::V,көһүт,vänta
968,erwarten::V,күүт,vänta
969,erwarten::V,көһүт,vänta
970,suchen::V,ирдээ,leta
971,suchen::V,көрдөө,leta
972,finden::V,бул,finna
973,versuchen::V,сорун,försöka
974,vorbereiten::V,бэлэмнээ,förbereda
975,lieben::V,таптаа,älska
976,mögen::V,сөбүл,tycka om
977,lachen::V,күл,skratta
978,rühren::V,долгут,röra
979,weinen::V,ытаа,gråta
980,schimpfen::V,үөҕүс,skälla
981,sich ärgern::V,кыыһыр,förargas
982,sich ärgern::V,кыйахан,förargas
983,sich fürchten::V,куттан,vara rädd
984,sich fürchten::V,дьиксин,vara rädd
985,fürchten::V,дьиксин,frukta
986,fürchten::V,куттан,frukta
987,fliehen::V,күрээ,fly
988,fliehen::V,күрээ,rymma
989,flüchten::V,күрээ,fly
990,sehen::V,көр,se
991,anschauen::V,көр,se på
992,anschauen::V,көр,betrakta
993,ansehen::V,көр,åse
994,hören::V,бил,höra
995,hören::V,иһит,höra
996,zuhören::V,иһит,höra på
997,zuhören::V,иһит,lyssna till
998,probieren::V,боруобалаан көр,smaka
999,probieren::V,боруобалаан көр,smaka på
1000,probieren::V,амсайан көр,smaka
1001,probieren::V,амсайан көр,smaka på
1002,riechen::V,сытырҕаа,lukta
1003,fühlen::V,бил,känna
1004,scheinen::V,көһүн,verka
1005,scheinen::V,көһүн,tyckas
1006,zu sehen sein::V,көһүн,synas
1007,zu sehen sein::V,көһүн,kunna ses
1008,vernehmen::V,иһит,få veta
1009,vernehmen::V,иһит,förnimma
1010,frieren::V,тоҥ,frysa
1011,frieren::V,үлүй,frysa
1012,tun::V,гын,göra
1013,können::V,кыай,kunna
1014,wollen::V,баҕар,vilja
1015,anfangen::V,саҕалаа,börja
1016,beenden::V,бүтэр,avsluta
1017,aufhören::V,уурай,sluta
1018,aufhören::V,уурай,upphöra
1019,gelingen::V,сатан,lyckas
1020,geraten::V,баар буолан биэр,bli
1021,geraten::V,баар буола тус,bli
1022,geraten::V,буолан таҕыс,bli
1023,öffnen::V,ас,öppna
1024,schließen::V,сап,låsa
1025,schließen::V,сап,stänga
1026,schließen::V,хатаа,låsa
1027,schließen::V,хатаа,stänga
1028,stellen::V,уур,ställa
1029,stellen::V,туруор,ställa
1030,setzen::V,туруор,sätta
1031,setzen::V,уур,sätta
1032,legen::V,уур,lägga
1033,berühren::V,тыыт,beröra
1034,berühren::V,таарый,beröra
1035,verbinden::V,кэлгий,förbinda
1036,bedecken::V,бүрүй,täcka
1037,bedecken::V,бүрүй,betäcka
1038,aufhängen::V,ыйаа,hänga
1039,aufhängen::V,ыйаа,hänga upp
1040,anzünden::V,умат,tända
1041,anzünden::V,умат,antända
1042,anzünden::V,умат,tända på
1043,aufheben::V,өрө тарт,lyfta
1044,zurücklassen::V,бырах,lämna
1045,zurücklassen::V,бырах,efterlämna
1046,verlieren::V,сүтэр,mista
1047,verlieren::V,сүтэр,förlora
1048,fallen lassen::V,түһэр,tappa
1049,fallen lassen::V,түһэр,släppa
1050,fallen lassen::V,мүлчү тут,tappa
1051,fallen lassen::V,мүлчү тут,släppa
1052,machen::V,оҥор,göra
1053,machen::V,оҥоһун,göra
1054,herstellen::V,оҥор,tillverka
1055,herstellen::V,оҥор,framställa
1056,bauen::V,тут,bygga
1057,reparieren::V,абырахтаа,reparera
1058,verbessern::V,тупсар,rätta
1059,verbessern::V,тупсар,förbättra
1060,ändern::V,уларыт,ändra
1061,ändern::V,уларыт,förändra
1062,graben::V,хас,gräva
1063,beugen::V,бокут,böja
1064,beugen::V,токурут,böja
1065,beugen::V,бүк баттаа,böja
1066,biegen::V,иэх,böja
1067,biegen::V,иэх,kröka
1068,biegen::V,өҕүлүннэр,böja
1069,biegen::V,өҕүлүннэр,kröka
1070,drehen::V,эргит,vrida
1071,drehen::V,эргичит,vrida
1072,wenden::V,эргилин,vända
1073,umdrehen::V,түҥнэр,vrida om
1074,heben::V,көтөх,häva
1075,hochheben::V,таһаар,lyfta
1076,ergreifen::V,тут,gripa
1077,halten::V,тут,hålla
1078,drücken::V,ык,trycka
1079,schieben::V,ас,skjuta
1080,kratzen::V,кыһыы,riva
1081,kratzen::V,кыһыы,skrapa
1082,lecken::V,салаа,slicka
1083,beißen::V,ытыр,bita
1084,abreißen::V,быһа тарт,slita_av
1085,abreißen::V,быһа тарт,riva_av
1086,abreißen::V,туура тарт,slita_av
1087,abreißen::V,туура тарт,riva_av
1088,abschneiden::V,быс,skära av
1089,abschneiden::V,быһан ыл,skära av
1090,abschneiden::V,быһа баттаа,skära av
1091,binden::V,кэлгий,binda
1092,stecken::V,батары ас,sticka
1093,brechen::V,тоһут,bryta
1094,brechen::V,тоһут,brista
1095,klopfen::V,тоҥсуй,banka
1096,klopfen::V,тоҥсуй,klappa
1097,hauen::V,оҕус,hugga
1098,kleben::V,силимнээ,klistra
1099,reiben::V,аал,gnida
1100,streichen::V,сыбаа,smörja
1101,schleifen::V,чочуй,slipa
1102,schneiden::V,быс,skära
1103,schneiden::V,быс,klippa
1104,rütteln::V,иэҕэҥнэт,skaka
1105,schütteln::V,сахсый,rista
1106,schwenken::V,дайбаа,svänga
1107,schütten::V,кут,hälla
1108,füllen::V,толор,fylla
1109,einwickeln::V,суулаа,slå in
1110,einwickeln::V,суулаа,veckla in
1111,tragen::V,ит,bära
1112,schleppen::V,сос,släpa
1113,ziehen::V,тарт,dra
1114,aufbewahren::V,уур,förvara
1115,aufbewahren::V,уур,ta vara på
1116,aufbewahren::V,харай,förvara
1117,aufbewahren::V,харай,ta vara på
1118,werfen::V,бырах,kasta
1119,fangen::V,хап,fånga
1120,packen::V,тут,gripa
1121,packen::V,тут,gripa tag
1122,verstecken::V,саһыар,gömma
1123,teilen::V,үллэр,dela
1124,schicken::V,ыыт,skicka
1125,bringen::V,аҕал,bringa
1126,hinzufügen::V,эп,tillägga
1127,bekommen::V,ыл,få
1128,bekommen::V,ыл,erhålla
1129,bekommen::V,булун,få
1130,bekommen::V,булун,erhålla
1131,erhalten::V,ыл,få
1132,erhalten::V,ыл,erhålla
1133,nehmen::V,ыл,ta
1134,nehmen::V,ыл,taga
1135,wählen::V,быыбардаа,välja
1136,auswählen::V,тал,utvälja
1137,bewahren::V,харай,bevara
1138,behindern::V,мэһэйдээ,hindra
1139,behindern::V,мэһэйдээ,förhindra
1140,verderben::V,буорту гын,förstöra
1141,beschädigen::V,алдьат,skada
1142,zerbrechen::V,үлтүрүт,bryta isär
1143,zerbrechen::V,үлтүрүт,bryta sönder
1144,zerreißen::V,хайыта тарт,riva sönder
1145,zerreißen::V,хайыта тарт,slita sönder
1146,zerstören::V,алдьат,förstöra
1147,verbrennen::V,уоттаа,bränna
1148,verbrennen::V,уоттаа,bränna upp
1149,geben::V,биэр,ge
1150,reichen::V,аҕал,räcka
1151,schenken::V,бэлэхтээ,skänka
1152,versprechen::V,эрэннэр,lova
1153,wünschen::V,баҕар,önska
1154,loben::V,хайҕаа,lova
1155,loben::V,хайҕаа,beröma
1156,küssen::V,уураа,pussa
1157,wiegen::V,бигээ,vagga
1158,zudecken::V,сап,täcka
1159,zudecken::V,бүрүй,täcka
1160,wecken::V,уһугуннар,väcka
1161,zeigen::V,көрдөр,visa
1162,führen::V,салай,föra
1163,lehren::V,үөрэт,lära
1164,unterrichten::V,үөрэт,undervisa
1165,aufziehen::V,иит,uppfostra
1166,leiten::V,салай,leda
1167,antreiben::V,кыһай,driva på
1168,lassen::V,күһэй,få att
1169,einladen::V,ыҥыр,bjuda
1170,einladen::V,ыҥыр,inbjuda
1171,vereinigen::V,холбоо,förena
1172,vereinigen::V,түм,förena
1173,besuchen::V,сырыт,besöka
1174,besuchen::V,билсэ сырыт,besöka
1175,treffen::V,көрүс,möta
1176,treffen::V,көрүс,träffa
1177,sich versammeln::V,мүһүн,församla sig
1178,sich versammeln::V,түмүс,församla sig
1179,spielen::V,оонньоо,leka
1180,spielen::V,оонньоо,spela
1181,singen::V,ыллаа,sjunga
1182,tanzen::V,үҥкүүлээ,dansa
1183,sich trennen::V,араҕыс,skiljas
1184,verlassen::V,хааллар,lämna
1185,verlassen::V,хааллар,överge
1186,retten::V,өрүһүй,rädda
1187,bewachen::V,араҥаччылаа,bevaka
1188,schützen::V,көмүскээ,skydda
1189,schützen::V,көмүскээ,beskydda
1190,verteidigen::V,көмүскээ,försvara
1191,sich schlagen::V,охсус,slåss
1192,schießen::V,ытыалаа,skjuta
1193,siegen::V,хот,segra
1194,siegen::V,кыай,segra
1195,ärgern::V,кыыһырт,förarga
1196,schlagen::V,оҕус,slå
1197,treten::V,тэп,sparka
1198,stechen::V,кэй,sticka
1199,stoßen::V,кэп,stöta
1200,stoßen::V,үтүрүй,stöta
1201,stehlen::V,уор,stjäla
1202,stören::V,мэһэйдээ,störa
1203,belästigen::V,батар,genera
1204,belästigen::V,батар,besvära
1205,verbergen::V,кистээ,dölja
1206,täuschen::V,албыннаа,vilseleda
1207,betrügen::V,албыннаа,bedra
1208,töten::V,өлөр,döda
1209,wohnen::V,олор,bo
1210,arbeiten::V,үлэлээ,arbeta
1211,sammeln::V,мус,samla
1212,sammeln::V,хомуй,samla
1213,pflücken::V,үргээ,plocka
1214,jagen::V,бултаа,jaga
1215,fischen::V,балыктаа,fiska
1216,fassen::V,тут,fånga
1217,hüten::V,манаа,vakta
1218,treiben::V,үүр,driva
1219,anbinden::V,баай,binda fast
1220,füttern::V,аһат,fodra
1221,melken::V,ыа,mjölka
1222,hacken::V,кэрт,hacka
1223,gießen::V,сиигирт,hälla
1224,gießen::V,сиигирт,vattna
1225,reifen::V,бус,mogna
1226,zubereiten::V,бэлэмнээ,tillaga
1227,zubereiten::V,бэлэмнээ,tillreda
1228,kochen::V,буһар,koka
1229,backen::V,буһар,baka
1230,braten::V,хооруй,steka
1231,braten::V,ыһаарылаа,steka
1232,braten::V,соркуойдаа,steka
1233,umrühren::V,былаа,röra om
1234,stricken::V,өр,sticka
1235,nähen::V,иистэн,sy
1236,färben::V,кырааскалаа,färga
1237,reinigen::V,ыраастаа,rensa
1238,reinigen::V,ыраастаа,rengöra
1239,waschen::V,сууй,tvätta
1240,abwischen::V,сот,torka av
1241,spülen::V,сайҕаа,spola
1242,spülen::V,сайҕаа,skölja
1243,fegen::V,сиппий,feja
1244,kehren::V,харбаа,sopa
1245,baden::V,сөтүөлээ,bada
1246,sich waschen::V,суун,tvätta sig
1247,ausziehen::V,уһул,ta av
1248,anziehen::V,кэтэрт,ta på
1249,sich anziehen::V,таҥын,klä på sig
1250,kämmen::V,тараа,kamma
1251,schmücken::V,симээ,pynta
1252,schmücken::V,симээ,smycka
1253,sagen::V,диэ,säga
1254,sprechen::V,эт,tala
1255,sprechen::V,саҥар,tala
1256,reden::V,кэпсэт,tala
1257,reden::V,кэпсэт,prata
1258,sich unterhalten::V,кэпсэт,prata
1259,fragen::V,ыйыт,fråga
1260,fragen::V,ыйыт,spörja
1261,bitten::V,көрдөс,be
1262,erzählen::V,кэпсээ,berätta
1263,erzählen::V,сэһэргээ,berätta
1264,mitteilen::V,биллэр,meddela
1265,nennen::V,ааттаа,kalla
1266,rufen::V,ыҥыр,ropa
1267,prahlen::V,чабылан,pråla
1268,prahlen::V,чабылан,skryta
1269,prahlen::V,киһиргээ,pråla
1270,prahlen::V,киһиргээ,skryta
1271,übersetzen::V,тылбаастаа,tolka
1272,übersetzen::V,тылбаастаа,översätta
1273,denken::V,санаа,tänka
1274,denken::V,толкуйдаа,tänka
1275,glauben::V,итэҕэй,tro
1276,bemerken::V,бэлиэтээ,uppmärksamma
1277,bemerken::V,бэлиэтээ,lägga märke till
1278,erkennen::V,бил,känna igen
1279,begreifen::V,өйдөө,begripa
1280,verstehen::V,өйдөө,förstå
1281,lernen::V,үөрэн,lära sig
1282,wissen::V,бил,veta
1283,sich erinnern an::V,аҕын,minnas
1284,sich erinnern an::V,аҕын,komma ihåg
1285,vergessen::V,умун,glömma
1286,messen::V,кэмнээ,mäta
1287,messen::V,кээмэйдээ,mäta
1288,zählen::V,аах,räkna
1289,rechnen::V,аах,räkna
1290,lesen::V,аах,läsa
1291,malen::V,уруһуйдаа,måla
1292,zeichnen::V,уруһуйдаа,teckna
1293,schreiben::V,суруй,skriva
1294,besitzen::V,баһылаа,äga
1295,besitzen::V,баһылаа,besitta
1296,kaufen::V,атыылас,köpa
1297,verkaufen::V,атыылаа,sälja
1298,bezahlen::V,төлөө,betala
1299,zahlen::V,төлөө,betala
1300,beherrschen::V,баһылаа,behärska
1301,ertragen::V,тулуй,tåla
1302,ertragen::V,тулуй,uthärda
