,Concept_ID,nl,lbe
144,Fell::N,vel,бурчу
145,Flügel::N,vleugel,хъа
146,Flügel::N,vleugel,ххурупӏайрал тӏиму
147,Klaue::N,klauw,михь
148,Kralle::N,klauw,ххяппа
149,Schwanz::N,staart,магъ
150,Ei::N,ei,ккунук
151,Nest::N,nest,кюру
152,Bau::N,hol,цукъуккутӏ
153,Tier::N,dier,хӏайван
154,Herde::N,kudde,газу
155,Kuh::N,koe,оьл
156,Bulle::N,stier,ниц
157,Pferd::N,paard,чу
158,Schaf::N,schaap,тта
159,Schwein::N,varken,дунгъуз
160,Hund::N,hond,ккаччи
161,Katze::N,kat,ччиту
162,Bär::N,beer,цуша
163,Eichhörnchen::N,eekhoorntje,бюрхттукку
164,Elch::N,eland,ниц-бюрин
165,Fuchs::N,vos,цулчӏа
166,Fuchs::N,vos,куча цулчӏа
167,Hase::N,haas,бюрх
168,Maus::N,muis,кӏулу
169,Wolf::N,wolf,барцӏ
170,Vogel::N,vogel,лелуххи
171,Schwarm::N,zwerm,гьухъала
172,Huhn::N,kip,аьнакӏи
173,Huhn::N,hoen,аьнакӏи
174,Hahn::N,haan,ажари
175,Gans::N,gans,къаз
176,Adler::N,arend,барзу
177,Ente::N,eend,урдак
178,Eule::N,uil,ису
179,Eule::N,uil,ччиккумяв
180,Kranich::N,kraanvogel,кьурукь
181,Krähe::N,kraai,хъатӏу
182,Kuckuck::N,koekoek,ччикку
183,Schwan::N,zwaan,урттил къаз
184,Fisch::N,vis,чавахъ
185,Barsch::N,baars,
186,Hecht::N,snoek,
187,Schlange[Tier]::N,slang,шатта
188,Wurm::N,worm,кьюнукьай шатта
189,Spinne::N,spin,ххялцу
190,Ameise::N,mier,митӏикьукьу
191,Laus::N,luis,
192,Mücke::N,mug,мичӏак
193,Fliege::N,vlieg,зимиз
194,Schmetterling::N,vlinder,чӏимучӏали
195,Beere::N,bes,хӏаллил ахъулсса
196,Apfel::N,appel,гьивч
197,Pilz::N,paddestoel,ттуккул иис
198,Zwiebel::N,ui,лаччул чсмусул бакӏ
199,Saat::N,zaad,гьанна
200,Korn::N,graan,къама
201,Korn::N,korrel,къама
202,Heu::N,hooi,ххулув
203,Schale::N,schil,ккиртту
204,Grube::N,kuil,кӏаланг
205,Falle::N,val,къатӏа
206,Schlinge::N,strop,хӏатӏ
207,Spur::N,spoor,ша
208,Asche::N,as,лах
209,Dreck::N,drek,кьяркьи
210,Dreck::N,drek,венп
211,Eisen::N,ijzer,мах
212,Gold::N,goud,муси
213,Silber::N,zilver,арцу
214,Kohle::N,kool,кӏалаш
215,Kohle::N,kool,хъуручӏ
216,Glas::N,glas,пюрун
217,Lehm::N,klei,сина аьрщи
218,Sand::N,zand,къун
219,Mensch::N,mens,инсан
220,Mann::N,man,чув
221,Mann::N,man,адимина
222,Frau::N,vrouw,щарсса
223,Frau::N,vrouw,хъамитайпа
224,Kind::N,kind,чӏиви оьрчӏ
225,Junge::N,jongen,оьрчӏ
226,Junge::N,jongen,бурхьин оьрчӏ
227,Mädchen::N,meisje,душ
228,Familie::N,gezin,кулпат
229,Familie::N,familie,кулпат
230,Großvater::N,grootvader,ттатта
231,Großvater::N,grootvader,ниттил ппу
232,Großmutter::N,grootmoeder,буттал нину
233,Eltern::N,ouders,нину-ппу
234,Vater::N,vader,ппу
235,Mutter::N,moeder,нину
236,Sohn::N,zoon,арс
237,Tochter::N,dochter,душ
238,Bruder::N,broer,уссу
239,Bruder::N,broeder,уссу
240,Schwester::N,zus,ссу
241,Schwester::N,zuster,ссу
242,Onkel::N,oom,буттауссу
243,Tante::N,tante,буттал ссу
244,Ehemann::N,echtgenoot,лас
245,Ehefrau::N,echtgenote,щар
246,Ehefrau::N,echtgenote,щарсса
247,Freude::N,vreugde,шадшиву
248,Freude::N,vreugde,ххаришиву
249,Gelächter::N,gelach,хъяхъаву
250,Glück::N,geluk,талихӏ
251,Kummer::N,verdriet,дард
252,Wunsch::N,wens,мурад
253,Wunsch::N,verlangen,мурад
254,Lust::N,zin,гьавас
255,Lust::N,zin,ччаву
256,Lust::N,lust,гьавас
257,Lust::N,lust,ччаву
258,Geist::N,geest,рухӏ
259,Gedanke::N,gedachte,пикри
260,Gedächtnis::N,geheugen,дакӏний личӏаву
261,Verstand::N,verstand,аькьлу
262,Sinn::N,betekenis,мяъна
263,Grund::N,reden,багьана
264,Wahrheit::N,waarheid,тӏайламур
265,Wahrheit::N,waarheid,хӏакьмур
266,Gespräch::N,gesprek,ихтилат
267,Märchen::N,sprookje,магьа
268,Erzählung::N,verhaal,хавар
269,Nachricht::N,tijding,хавар
270,Neuigkeit::N,nieuws,хавар
271,Neuigkeit::N,nieuwtje,хавар
272,Name::N,naam,цӏа
273,Rätsel::N,raadsel,ссигьа
274,Rede::N,rede,гъалгъа
275,Sprache::N,taal,маз
276,Stimme::N,stem,чӏу
277,Stimme::N,stem,чӏукӏа
278,Wort::N,woord,махъ
279,Zeichen::N,teken,лишан
280,Ruf::N,roep,
281,Lärm::N,lawaai,чӏу
282,Laut::N,klank,чӏу
283,Laut::N,geluid,чӏу
284,Ton::N,toon,чӏу
285,Ton::N,klank,чӏу
286,Lied::N,lied,балай
287,Ruhe::N,rust,дигьалагру
288,Ruhe::N,stilte,дигьалагру
289,Leute::N,lui,инсантал
290,Leute::N,mensen,инсантал
291,Volk::N,volk,ил
292,Volk::N,volk,халкь
293,Arbeit::N,werk,заву
294,Arbeit::N,arbeid,заву
295,Gast::N,gast,хъамаличу
296,Geschenk::N,cadeau,бухчакарши
297,Geschenk::N,cadeau,лажинккакку
298,Geschenk::N,geschenk,бухчакарши
299,Geschenk::N,geschenk,лажинккакку
300,Spiel::N,spel,тӏуркӏу
301,Gesellschaft::N,gezelschap,жямат
302,Gesellschaft::N,gezelschap,ккуран
303,Hilfe::N,hulp,кумаг
304,Freund::N,vriend,дус
305,Kamerad::N,maat,хӏаласу
306,Kamerad::N,metgezel,хӏаласу
307,Angelegenheit::N,zaak,иш
308,Angelegenheit::N,aangelegenheid,иш
309,Anzahl::N,tal,аьдад
310,Anzahl::N,aantal,аьдад
311,Art::N,slag,жинс
312,Art::N,soort,жинс
313,Stück::N,stuk,касак
314,Teil::N,deel,бутӏа
315,Hälfte::N,helft,дачӏи
316,Kreis::N,kring,кюрщан
317,Kreis::N,cirkel,кюрщан
318,Kreuz::N,kruis,ххач
319,Linie::N,lijn,щва
320,Strich::N,haal,щва
321,Strich::N,streep,щва
322,Abstand::N,afstand,манзил
323,Entfernung::N,afstand,манзил
324,Gegend::N,streek,кӏану
325,Platz::N,ruimte,
326,Ort::N,oord,кӏану
327,Ort::N,plaats,кӏану
328,Seite::N,zij,чул
329,Seite::N,zij,чулухалу
330,Seite::N,kant,чул
331,Seite::N,kant,чулухалу
332,Seite::N,zijde,чул
333,Seite::N,zijde,чулухалу
334,Mitte::N,midden,дя
335,Gegenstand::N,voorwerp,зат
336,Sache::N,zaak,зат
337,Rand::N,rand,зума
338,Rand::N,boord,зума
339,Kante::N,kant,
340,Ecke::N,hoek,мурцӏу
341,Spitze::N,punt,мицӏ
342,Spitze::N,spits,мицӏ
343,Ende::N,einde,зума
344,Ende::N,uiteinde,зума
345,Loch::N,gat,ккутӏ
346,Winkel::N,hoek,мурцӏу
347,Muster::N,dessin,накьич
348,Muster::N,patroon,накьич
349,Größe::N,grootte,
350,Länge::N,lengte,лахъишиву
351,Höhe::N,hoogte,лахъшиву
352,Gewicht::N,gewicht,дуццин
353,Gewicht::N,gewicht,кӏушиву
354,Menge::N,hoeveelheid,
355,Haufen::N,hoop,бакӏу
356,Reihe::N,rij,кьюкьа
357,Reihe::N,reeks,кьюкьа
358,Boot::N,boot,луткка
359,Ruder::N,roeiriem,весло
360,Ruder::N,roeiriem,чӏатӏа
361,Schlitten::N,slee,чана
362,Schlitten::N,slee,санкка
363,Schlitten::N,slede,чана
364,Schlitten::N,slede,санкка
365,Ski::N,ski,лижарду
366,Lagerfeuer::N,kampvuur,къавтӏн
367,Last::N,last,гьиву
368,Last::N,vracht,гьиву
369,Gang::N,wandeling,нанаву
370,Schritt::N,stap,ша
371,Schritt::N,schrede,ша
372,Norden::N,noorden,ухссав
373,Norden::N,noorden,ухссавнил чулухалу
374,Süden::N,zuiden,кьилва
375,Westen::N,westen,баргълагавал
376,Westen::N,westen,баргълагавал чул
377,Osten::N,oosten,баргъбуккай чулухалу
378,Holz::N,hout,тӏама
379,Brett::N,plank,тахта
380,Platte::N,plaat,гъуни
381,Stütze::N,stut,гьалакӏу
382,Stütze::N,steun,гьалакӏу
383,Stange::N,stang,къазихъ
384,Stock::N,stok,ттархь
385,Stab::N,staf,ччантӏакъу
386,Rohr::N,pijp,бургъу
387,Haus::N,huis,къатта
388,Heim::N,tehuis,къатта
389,Ofen::N,kachel,пач
390,Fußboden::N,vloer,чӏанкъатта
391,Tisch::N,tafel,усттул
392,Stuhl::N,stoel,кӏану
393,Wiege::N,wieg,оьрчӏал кӏану
394,Bett::N,bed,тах
395,Regal::N,rek,чӏаму
396,Kiste::N,kist,яшикӏ
397,Kiste::N,kist,къурши
398,Fenster::N,raam,чӏавахьулу
399,Fenster::N,venster,чӏавахьулу
400,Tür::N,deur,нуз
401,Tür::N,deur,нузкьун
402,Tor::N,poort,къапу
403,Tor::N,poort,дарваза
404,Zaun::N,omheining,дайгьузанну
405,Dach::N,dak,магъи
406,Dach::N,dak,цӏиялу
407,Leiter::N,ladder,чуртту
408,Besen::N,bezem,чӏатлу
409,Spaten::N,schop,бил
410,Schaufel::N,schep,чӏатӏа
411,Gabel::N,vork,гьиссилу
412,Löffel::N,lepel,къуса
413,Messer::N,mes,чӏила
414,Nagel::N,spijker,мяр
415,Netz::N,net,къери
416,Haken::N,haak,къича
417,Griff::N,handvat,куяму
418,Schloss::N,slot,кьункьула
419,Bild::N,beeld,сурат
420,Figur::N,figuur,
421,Puppe::N,pop,ссихьу
422,Beutel::N,zak,чантай
423,Beutel::N,buidel,чантай
424,Bündel::N,pak,гьи
425,Bündel::N,pak,къар
426,Bündel::N,bundel,гьи
427,Bündel::N,bundel,къар
428,Tasche::N,tas,
429,Eimer::N,emmer,бадра
430,Deckel::N,deksel,къапаза
431,Geschirr::N,vaatwerk,пюрунчӏул
432,Geschirr::N,vaatwerk,тӏахӏникӏичӏу
433,Sack::N,zak,къап
434,Sack::N,zak,дарваг
435,Tasse::N,kop,пижан
436,Tasse::N,kop,пинжан
437,Tasse::N,kop,инкираччатӏи
438,Tasse::N,kop,цинцилттал бушкъап
439,Topf::N,pan,кӏункӏур
440,Kessel::N,ketel,чаг
441,Kessel::N,ketel,кӏункӏур
442,Essen::N,eten,дукия
443,Essen::N,eten,дукин
444,Nahrung::N,voedsel,дукра
445,Speise::N,spijs,дукра
446,Fleisch::N,vlees,дикӏ
447,Getreide::N,graan,къама
448,Brei::N,pap,ккурч
449,Brei::N,brij,ккурч
450,Brot::N,brood,ччатӏ
451,Scheibe::N,plak,парча
452,Scheibe::N,snede,парча
453,Fett::N,vet,аьгъушиву
454,Butter::N,boter,нагь
455,Butter::N,boter,лагаву
456,Öl::N,olie,
457,Salz::N,zout,цӏву
458,Suppe::N,soep,накь
459,Honig::N,honing,ницӏ
460,Milch::N,melk,накӏ
461,Tee::N,thee,чяй
462,Leder::N,leer,бурчу
463,Leder::N,leder,бурчу
464,Wolle::N,wol,ппал
465,Stoff::N,stof,янна
466,Nadel::N,naald,ххалаххи
467,Faden::N,draad,ххал
468,Knopf::N,knoop,банд
469,Knoten::N,knoop,къурхъ
470,Farbe::N,verf,сир
471,Kleidung::N,kledij,янна
472,Kleidung::N,kledij,лаххия
473,Kleidung::N,kleding,янна
474,Kleidung::N,kleding,лаххия
475,Hemd::N,hemd,гьухъа
476,Kragen::N,kraag,дарвач
477,Ärmel::N,mouw,кахха
478,Hose::N,broek,хӏажак
479,Hose::N,pantalon,хӏажак
480,Gürtel::N,riem,мухӏлу
481,Gürtel::N,gordel,мухӏлу
482,Mütze::N,muts,кьяпа
483,Schuh::N,schoen,
484,Stiefel::N,laars,чакма
485,Ring::N,ring,кӏисса
486,Band::N,lint,линт
487,Kamm::N,kam,ттарал
488,Spiegel::N,spiegel,дагьани
489,Riemen::N,riem,эн
490,Schnur::N,koord,хьхьа
491,Leine::N,lijn,
492,Decke::N,deken,виргъан
493,Kissen::N,kussen,кӏаралу
494,Tuch::N,doek,карщи
495,Handtuch::N,handdoek,калихьу
496,Handtuch::N,handdoek,лажинлихьу
497,Kraft::N,kracht,эллаж
498,Stärke::N,sterkte,гуж
499,Gesundheit::N,gezondheid,цӏуллу-сагъшиву
500,Krankheit::N,ziekte,къашайшиву
501,Schmerz::N,pijn,къюву
502,Wunde::N,wond,щаву
503,Fieber::N,koorts,кӏиришиву
504,Arznei::N,medicament,дару
505,Arznei::N,geneesmiddel,дару
506,Brücke::N,brug,ламу
507,Brunnen::N,put,къуй
508,Brunnen::N,bron,къуй
509,Weide::N,wei,бизантту
510,Weide::N,weide,бизантту
511,Pfad::N,pad,жегъир ххуллу
512,Weg::N,weg,ххуллу
513,Straße::N,baan,ххуллу
514,Straße::N,straat,ххуллу
515,Dorf::N,dorp,щар
516,Dorf::N,dorp,шяравалу
517,Stadt::N,stad,шагьру
518,Brief::N,brief,чагъар
519,Buch::N,boek,лу
520,Buchstabe::N,letter,хӏарп
521,Zeitung::N,krant,кказит
522,Zeitung::N,dagblad,кказит
523,Leben::N,leven,оьрму
524,Tod::N,dood,ажал
525,Tod::N,dood,бивкӏу
526,Tod::N,dood,ивчӏаву
527,Grab::N,graf,гьав
528,Kirche::N,kerk,килиса
529,Sünde::N,zonde,бунагъ
530,Gott::N,god,зал
531,Arbeiter::N,arbeider,зузала
532,Chef::N,chef,ялувма
533,Meister::N,meester,усттар
534,Arzt::N,arts,хӏакин
535,Arzt::N,dokter,хӏакин
536,Lehrer::N,leraar,учитель
537,Lehrer::N,onderwijzer,учитель
538,Geld::N,geld,арцу
539,Geschäft::N,zaak,даву
540,Laden::N,winkel,ттучан
541,Preis::N,prijs,багъа
542,Ware::N,waar,хъус
543,Nutzen::N,nut,хайр
544,Nutzen::N,nut,мюнпат
545,Nutzen::N,voordeel,хайр
546,Nutzen::N,voordeel,мюнпат
547,Reichtum::N,rijkdom,давлат
548,Reichtum::N,rijkdom,аваданшиву
549,Welt::N,wereld,дуниял
550,Land::N,land,билаят
551,Staat::N,staat,паччахӏлугъ
552,König::N,koning,
553,Macht::N,macht,власть
554,Grenze::N,grens,дазу
555,Krieg::N,oorlog,дяъви
556,Feind::N,vijand,душман
557,Gewalt::N,geweld,къия
558,Kampf::N,strijd,лачӏуи уккаву
559,Kampf::N,gevecht,лачӏуи уккаву
560,Bogen[Waffe]::N,boog,ккуртта
561,Pfeil::N,pijl,чӏатӏаракӏ
562,Gewehr::N,geweer,ттупанг
563,Fehler::N,fout,гъалатӏ
564,Lüge::N,leugen,щялмахъ
565,Schaden::N,schade,зарал
566,Unglück::N,tegenspoed,бала
567,Schuld::N,schuld,тахсир
568,Alter::N,leeftijd,оьрму
569,Schluss::N,slot,ахир
570,Zeit::N,tijd,чӏун
571,Tag::N,dag,кьини
572,Morgen::N,morgen,кӏюрх
573,Morgen::N,ochtend,кӏюрх
574,Mittag::N,middag,ахттайн
575,Mittag::N,middag,дяахттайн
576,Mittag::N,middag,ахттайн чӏун
577,Abend::N,avond,маркӏачӏан
578,Nacht::N,nacht,хьхьу
579,Woche::N,week,нюжмар
580,Monat::N,maand,барз
581,Jahr::N,jaar,шин
582,Frühling::N,lente,инт
583,Frühling::N,voorjaar,инт
584,Sommer::N,zomer,гъи
585,Herbst::N,herfst,ссут
586,Winter::N,winter,кӏи
587,Januar::N,januari,цалчинмур барз
588,Februar::N,februari,кӏилчинмур барз
589,März::N,maart,шамилчинмур барз
590,April::N,april,апрель
591,April::N,april,мукьилчинмур барз
592,Mai::N,mei,май
593,Mai::N,mei,ххюлчинмур барз
594,Juni::N,juni,июнь
595,Juni::N,juni,ряххилчинмур барз
596,Juli::N,juli,июль
597,Juli::N,juli,Арулчинмур барз
598,August::N,augustus,мяйлчинмур барз
599,September::N,september,урчӏилчинмур барз
600,Oktober::N,oktober,ацӏилчинмур барз
601,November::N,november,ацӏния цалчинмур барз
602,Dezember::N,december,ацӏния кӏилчинмур барз
603,Montag::N,maandag,итин
604,Montag::N,maandag,итин кьини
605,Dienstag::N,dinsdag,тталат
606,Dienstag::N,dinsdag,тталат кьини
607,Mittwoch::N,woensdag,арвахӏ
608,Donnerstag::N,donderdag,хамис
609,Freitag::N,vrijdag,нюжмар
610,Freitag::N,vrijdag,нюжмар кьини
611,Samstag::N,zaterdag,ххуллун
612,Samstag::N,zaterdag,ххуллун кьини
613,Sonntag::N,zondag,алхӏат
614,Sonntag::N,zondag,алхӏат кьини
615,groß::A,groot,бугъарасса
616,klein::A,klein,чӏивисса
617,lang::A,lang,лахъисса
618,kurz::A,kort,кутӏасса
619,breit::A,breed,уттасса
620,schmal::A,smal,уттакӏюласса
621,dicht::A,dicht,ццунсса
622,dick[Gegenstand]::A,dik,ганзсса
623,dünn::A,dun,кӏюласса
624,fein::A,fijn,
625,fest::A,vast,цӏакьсса
626,fest::A,vast,кьянкьасса
627,flach::A,plat,баягъисса
628,flach::A,plat,цӏубакъасса
629,flach::A,plat,куртӏ дакъасса
630,glatt::A,glad,дюрчӏусса
631,hart::A,hard,кьянкьасса
632,weich::A,week,кӏукӏлусса
633,rund::A,rond,ккурккисса
634,spitz::A,spits,ярксса
635,spitz::A,spits,дайлсса
636,spitz::A,spits,мицӏ бусса
637,spitz::A,puntig,ярксса
638,spitz::A,puntig,дайлсса
639,spitz::A,puntig,мицӏ бусса
640,scharf::A,scherp,ярксса
641,scharf::A,scherp,дайлсса
642,scharf::A,scherp,мицӏ бусса
643,stumpf::A,stomp,къуркъасса
644,schwer::A,zwaar,кӏусса
645,schön::A,mooi,аьнтӏикӏасса
646,schön::A,fraai,аьнтӏикӏасса
647,heiß::A,heet,кӏирисса
648,warm::A,warm,гъелисса
649,kalt::A,koud,дяркъусса
650,kühl::A,koel,дюхлулсса
651,frisch::A,fris,цӏусса
652,feucht::A,vochtig,атилсса
653,feucht::A,vochtig,хъавтусса
654,nass::A,nat,атилсса
655,nass::A,nat,хъавтусса
656,trocken::A,droog,кьавкьсса
657,trocken::A,droog,кьакьан бувсса
658,voll::A,vol,бувцӏусса
659,leer::A,leeg,бачӏвасса
660,offen::A,open,тӏивтӏусса
661,geschlossen::A,gesloten,лавкьусса
662,sauber::A,net,марцӏсса
663,sauber::A,schoon,марцӏсса
664,schmutzig::A,vuil,чапалсса
665,roh::A,rauw,шакъавхьсса
666,reif::A,rijp,дирсса
667,lecker::A,lekker,нахӏусса
668,lecker::A,lekker,тӏааьнсса
669,süß::A,zoet,нацӏусса
670,bitter::A,bitter,кьурчӏисса
671,sauer::A,zuur,туршсса
672,hell::A,licht,чаннасса
673,hell::A,helder,чаннасса
674,dunkel::A,donker,цӏансса
675,schwarz::A,zwart,лухӏисса
676,weiß::A,wit,кӏяласса
677,rot::A,rood,ятӏулсса
678,gelb::A,geel,хъахъисса
679,blau::A,blauw,някӏсса
680,grün::A,groen,щюлисса
681,grau::A,grijs,оьрусса
682,bunt::A,bont,оьрчӏикӏурисса
683,billig::A,goedkoop,кьювкьусса
684,teuer::A,duur,ххирасса
685,wertvoll::A,kostbaar,багьасса
686,wertvoll::A,waardevol,багьасса
687,blind::A,blind,мурчӏисса
688,taub::A,doof,къюкӏсса
689,kräftig::A,krachtig,гужсса
690,stark::A,sterk,кьянкьасса
691,schwach::A,zwak,заэвсса
692,fett::A,vet,бучсса
693,schlank::A,slank,бювхъусса
694,hübsch::A,leuk,янусса
695,böse::A,kwaad,оьсса
696,dumm::A,dom,ахӏмакьсса
697,faul::A,lui,танмалсса
698,faul::A,lui,курчӏилсса
699,fleißig::A,vlijtig,хӏарачат бусса
700,geizig::A,gierig,янттарцӏансса
701,klug::A,slim,аькьлу бусса
702,klug::A,schrander,аькьлу бусса
703,klug::A,verstandig,аькьлу бусса
704,geschickt::A,handig,паргалсса
705,geschickt::A,vaardig,паргалсса
706,lieb::A,lief,аьзизсса
707,lustig::A,vrolijk,тяхъасса
708,sanft::A,zacht,иминсса
709,hungrig::A,hongerig,ккашилсса
710,krank::A,ziek,къашавайсса
711,nackt::A,naakt,кӏачӏасса
712,traurig::A,treurig,пашмансса
713,traurig::A,bedroefd,пашмансса
714,lebendig::A,levend,уттавасса
715,gut::A,goed,ххуйсса
716,schlecht::A,slecht,оьккисса
717,richtig::A,juist,саргъунсса
718,schlimm::A,erg,оьккисса
719,schlimm::A,kwaad,оьккисса
720,wahr::A,waar,хӏакьсса
721,alt::A,oud,кугьнасса
722,neu::A,nieuw,цӏусса
723,ehemalig::A,voormalig,хъхъичӏвасса
724,alt[Lebewesen]::A,oud,агьилсса
725,jung::A,jong,чӏавасса
726,jung::A,jong,жагьилсса
727,arm::A,arm,мискинсса
728,reich::A,rijk,авадансса
729,bekannt::A,bekend,дусъсса
730,berühmt::A,beroemd,машгьурсса
731,fremd::A,vreemd,чил
732,verschieden::A,verscheiden,личӏи-личӏисса
733,verschieden::A,verschillend,личӏи-личӏисса
734,nah::A,nabij,гъансса
735,nah::A,nabijgelegen,гъансса
736,fern::A,ver,архсса
737,linker::A,linker,кияхсса
738,linker::A,linker,кюччахсса
739,rechter::A,rechter,урчӏахсса
740,anderer::A,andere,цамур
741,erster::A,eerste,цалчинмур
742,erster::A,eerste,цалчиннсса
743,zweiter::A,tweede,кӏилчиимур
744,dritter::A,derde,шамулчинмур
745,letzter::A,laatste,махъва-махъмур
746,allein::ADV,alleen,ялгъузну
747,auf einmal::ADV,ineens,
748,auf einmal::ADV,tegelijk,
749,zusammen::ADV,samen,цачӏу
750,zusammen::ADV,samen,архӏал
751,zusammen::ADV,bijeen,цачӏу
752,zusammen::ADV,bijeen,архӏал
753,lange::ADV,lang,батӏи къабуклай
754,lange::ADV,lang,хъунмасса хӏаллай
755,plötzlich::ADV,eensklaps,цакуну
756,plötzlich::ADV,plotsklaps,цакуну
757,sofort::ADV,terstond,мугьлат бакъа
758,sofort::ADV,aanstonds,мугьлат бакъа
759,sofort::ADV,onmiddelijk,мугьлат бакъа
760,später::ADV,later,махъ
761,jetzt::ADV,nu,утти
762,jetzt::ADV,nu,цӏана
763,jetzt::ADV,nou,утти
764,jetzt::ADV,nou,цӏана
765,jetzt::ADV,thans,утти
766,jetzt::ADV,thans,цӏана
767,heute::ADV,heden,хӏакьину
