,Concept_ID,vep,sq
89,Feuer::N,lämoi,zjarr
90,Licht::N,vauktuz,dritë
91,Schatten::N,pil'vez,hije
92,Schatten::N,kuvahaine,hije
93,Wetter::N,sä,mot
94,Nebel::N,sumeg,mjegull
95,Wolke::N,pil'v,re
96,Regen::N,vihm,shi
97,Schnee::N,lumi,borë
98,Eis::N,jä,akull
99,Frost::N,hala,ngricë
100,Frost::N,pakaine,ngricë
101,Kälte::N,vilu,të ftohtë
102,Hitze::N,räk,vapë
103,Hitze::N,räk,nxehtësi
104,Raureif::N,hüde,cikmë
105,Regenbogen::N,jumalanbembel',ylber
106,Donner::N,juru,gjëmim
107,Donner::N,juru,bubullimë
108,Donner::N,jumalanjuru,gjëmim
109,Donner::N,jumalanjuru,bubullimë
110,Strömung::N,joksmuz,rrymë
111,Tropfen::N,tilkuine,pikë
112,Schaum::N,vaht,shkumë
113,Schmutz::N,redu,baltë
114,Schmutz::N,pačak,baltë
115,See::N,järv,liqen
116,Sumpf::N,so,batak
117,Moor::N,so,kënetë
118,Wiese::N,nit,livadh
119,Wald::N,mec,pyll
120,Hügel::N,kukaz,kodër
121,Anhöhe::N,kukaz,bregore
122,Berg::N,mägi,mal
123,Gipfel::N,ladv,kulm
124,Höhle::N,mägionduz,shpellë
125,Höhle::N,mägionduz,zgafelle
126,Abhang::N,paute,shpat
127,Abhang::N,paute,tatëpjetë
128,Quelle::N,lähte,krua
129,Quelle::N,lähte,burim
130,Bach::N,oja,virua
131,Fluss::N,jogi,lumë
132,Ufer::N,rand,breg
133,Küste::N,randišt,anëdet
134,Küste::N,randišt,bregdet
135,Festland::N,kuivma,kontinent
136,Meer::N,meri,det
137,Bucht::N,laht,gji deti
138,Insel::N,sar',ishull
139,Insel::N,sar',ujdhesë
140,Blume::N,änik,lule
141,Gras::N,hein,bar
142,Wurzel::N,jur',rrënjë
143,Baum::N,pu,pemë
144,Stamm::N,tüvi,trung
145,Rinde::N,kor',lëvore
146,Ast::N,oks,degë
147,Zweig::N,oks,bisk
148,Zweig::N,barb,bisk
149,Blatt::N,lehtez,fletë
150,Blatt::N,lehtez,gjethe
151,Birke::N,koiv,mështekën
152,Kiefer[Baum]::N,pedai,pishë
153,Weide[Baum]::N,raid,shelg
154,Tanne::N,kuz',bredh
155,Horn::N,sar'v,bri
156,Feder::N,höuneh,pupël
157,Fell::N,nahk,lëkurë
158,Flügel::N,suug,krah
159,Flügel::N,suug,fletë
160,Klaue::N,künz',kthetër
161,Kralle::N,künz',thua
162,Kralle::N,künz',kthetër
163,Schwanz::N,händ,bisht
164,Ei::N,muna,vezë
165,Nest::N,peza,fole
166,Bau::N,uru,strofkë
167,Tier::N,živat,kafshë
168,Herde::N,kogo,kope
169,Herde::N,kogo,grigjë
170,Kuh::N,lehm,lopë
171,Bulle::N,härg,dem
172,Pferd::N,hebo,kalë
173,Schaf::N,lambaz,dele
174,Schwein::N,siga,derr
175,Hund::N,koir,qen
176,Katze::N,kaži,mace
177,Bär::N,kondi,ari
178,Eichhörnchen::N,orav,ketër
179,Elch::N,hirb',dre brilopatë
180,Fuchs::N,reboi,dhelpër
181,Hase::N,jäniš,lepur
182,Maus::N,hir',mi
183,Wolf::N,händikaz,ujk
184,Vogel::N,lind,zog
185,Vogel::N,lind,shpend
186,Schwarm::N,parveh,luzmë
187,Huhn::N,kana,pulë
188,Hahn::N,kukoi,gjel
189,Hahn::N,kukoi,këndes
190,Gans::N,hanh',patë
191,Adler::N,orl,shqiponjë
192,Ente::N,sorz,rosë
193,Eule::N,hir'pulo,buf
194,Kranich::N,kurg,lejlek
195,Kranich::N,kurg,kurrillë
196,Krähe::N,variš,sorrë
197,Kuckuck::N,kägi,qyqe
198,Schwan::N,joucen,mjellmë
199,Fisch::N,kala,peshk
200,Barsch::N,ahven,purtekë
201,Hecht::N,haug',mlysh
202,Schlange[Tier]::N,kü,gjarpër
203,Schlange[Tier]::N,mado,gjarpër
204,Wurm::N,mado,krimb
205,Spinne::N,hämähouk,marimangë
206,Ameise::N,murahaine,thnegël
207,Ameise::N,murahaine,milingonë
208,Laus::N,täi,morr
209,Mücke::N,säs'k,kunup
210,Mücke::N,säs'k,mushkonjë
211,Fliege::N,kärbhaine,mizë
212,Schmetterling::N,lipkaine,flutur
213,Beere::N,marj,frutë
214,Beere::N,marj,manaferrë
215,Apfel::N,jablok,mollë
216,Pilz::N,sen',kërpudhë
217,Pilz::N,babuk,kërpudhë
218,Zwiebel::N,lauk,qepë
219,Saat::N,semned,farë
220,Korn::N,jüvä,grurë
221,Korn::N,jüvä,kokërr
222,Korn::N,vill',grurë
223,Korn::N,vill',kokërr
224,Heu::N,hein,sanë
225,Schale::N,kor',lëkurë
226,Grube::N,kop,gropë
227,Falle::N,rida,kurth
228,Falle::N,rida,grackë
229,Schlinge::N,rihm,nyjë
230,Spur::N,jäl'g,gjurmë
231,Asche::N,tuhk,hi
232,Dreck::N,redu,baltë
233,Dreck::N,pačak,baltë
234,Eisen::N,raud,hekur
235,Gold::N,kuld,ar
236,Gold::N,kuld,flori
237,Silber::N,hobed,argjend
238,Kohle::N,hil',qymyr
239,Glas::N,stökol,qelq
240,Lehm::N,savi,argjilë
241,Sand::N,lete,rërë
242,Mensch::N,mez',njeri
243,Mensch::N,ristit,njeri
244,Mann::N,mez',burrë
245,Mann::N,mez',mashkull
246,Frau::N,naine,grua
247,Frau::N,naine,femër
248,Kind::N,laps',kalama
249,Junge::N,poig,djalë
250,Junge::N,prihaine,djalë
251,Mädchen::N,neičukaine,gocë
252,Mädchen::N,neičukaine,vajzë
253,Familie::N,kanz,familje
254,Familie::N,pereh,familje
255,Großvater::N,ded,gjysh
256,Großmutter::N,bab,gjyshe
257,Eltern::N,vanhembad,prindër
258,Eltern::N,kazvatajad,prindër
259,Vater::N,tat,atë
260,Mutter::N,mam,nënë
261,Sohn::N,poig,bir
262,Tochter::N,tütär,bijë
263,Bruder::N,veik,vëlla
264,Bruder::N,vell',vëlla
265,Schwester::N,čiža,motër
266,Schwester::N,sizar,motër
267,Onkel::N,däd',dajë
268,Onkel::N,däd',xhaxha
269,Tante::N,tädi,teze
270,Tante::N,tädi,hallë
271,Ehemann::N,mužik,burrë
272,Ehemann::N,mužik,bashkëshort
273,Ehefrau::N,ak,grua
274,Ehefrau::N,ak,bashkëshorte
275,Freude::N,ilo,gaz
276,Freude::N,ilo,gëzim
277,Freude::N,ihastuz,gaz
278,Freude::N,ihastuz,gëzim
279,Gelächter::N,nagr,qeshje
280,Glück::N,oza,lumturi
281,Kummer::N,gor'a,brengë
282,Kummer::N,gor'a,pikëllim
283,Wunsch::N,taht,dëshirë
284,Lust::N,himo,epsh
285,Lust::N,himo,dashuri
286,Geist::N,heng,frymë
287,Geist::N,heng,shpirt
288,Gedanke::N,meletuz,ide
289,Gedanke::N,meletuz,mendim
290,Gedächtnis::N,mušt,kujtesë
291,Verstand::N,mel',mend
292,Sinn::N,jüvä,kuptim
293,Grund::N,sü,arsye
294,Wahrheit::N,tozi,vërtetë
295,Gespräch::N,lodu,bisedim
296,Gespräch::N,pagin,bisedim
297,Märchen::N,sarn,përrallë
298,Erzählung::N,sanutez,tregim
299,Nachricht::N,tedotuz,lajm
300,Neuigkeit::N,uzištuz,risi
301,Name::N,nimi,emër
302,Rätsel::N,ozoitez,gjëzë
303,Rätsel::N,ozoitez,gjëegjëzë
304,Rede::N,pagin,fjalim
305,Rede::N,sanad,fjalim
306,Sprache::N,kel',gjuhë
307,Stimme::N,än',zë
308,Wort::N,sana,fjalë
309,Zeichen::N,znam,shenjë
310,Ruf::N,kida,thirrmë
311,Ruf::N,kucund,thirrmë
312,Lärm::N,judu,zhurmë
313,Laut::N,kulund,tingull
314,Ton::N,kulund,ton
315,Lied::N,pajo,këngë
316,Ruhe::N,lebu,qetësi
317,Leute::N,rahvaz,botë
318,Leute::N,rahvaz,njerëz
319,Volk::N,rahvaz,popull
320,Arbeit::N,tö,punë
321,Arbeit::N,rad,punë
322,Gast::N,adiv,mik
323,Gast::N,adiv,mysafir
324,Geschenk::N,lahj,dhuratë
325,Geschenk::N,lahj,peshqesh
326,Spiel::N,vänd,lojë
327,Gesellschaft::N,sebr,shoqëri
328,Hilfe::N,abu,ndihmë
329,Freund::N,sebranik,mik
330,Kamerad::N,sebranik,shok
331,Angelegenheit::N,azj,punë
332,Anzahl::N,lugu,sasi
333,Art::N,rod,lloj
334,Art::N,rodsugu,lloj
335,Stück::N,pala,copë
336,Stück::N,supal,copë
337,Teil::N,pala,pjesë
338,Hälfte::N,pol',gjysmë
339,Kreis::N,ümbruz,qark
340,Kreis::N,ümbruz,rreth
341,Kreis::N,kehkruz,qark
342,Kreis::N,kehkruz,rreth
343,Kreuz::N,rist,kryq
344,Linie::N,pird,vijë
345,Strich::N,pird,vizë
346,Abstand::N,keskust,distancë
347,Entfernung::N,matk,largim
348,Gegend::N,taho,vise
349,Gegend::N,taho,krahinë
350,Platz::N,avaruz',shesh
351,Ort::N,koht,vend
352,Seite::N,pol',anë
353,Seite::N,kül'g,anë
354,Mitte::N,kesk,mes
355,Gegenstand::N,kalu,send
356,Sache::N,azj,gjë
357,Sache::N,azj,send
358,Rand::N,röun,qoshe
359,Kante::N,röun,teh
360,Ecke::N,saum,qoshe
361,Spitze::N,agjaine,majë
362,Ende::N,agj,skaj
363,Ende::N,agj,bisht
364,Loch::N,reig,vrimë
365,Winkel::N,čoga,kënd
366,Winkel::N,saum,kënd
367,Muster::N,kirjam,mostër
368,Größe::N,suruz',madhësi
369,Länge::N,piduz,gjatësi
370,Höhe::N,korktuz',lartësi
371,Gewicht::N,jügu,peshë
372,Gewicht::N,vedäduz,peshë
373,Menge::N,äjüz',sasi
374,Haufen::N,kogo,grumbull
375,Reihe::N,rivi,radhë
376,Reihe::N,rivi,rresht
377,Boot::N,veneh,barkë
378,Boot::N,veneh,lundër
379,Ruder::N,air,rrem
380,Schlitten::N,regi,sajë
381,Schlitten::N,regut,sajë
382,Ski::N,suks',ski
383,Lagerfeuer::N,nodj,flakadan
384,Lagerfeuer::N,nodj,zjarr i madh
385,Lagerfeuer::N,pažag,flakadan
386,Lagerfeuer::N,pažag,zjarr i madh
387,Last::N,jüguz,barrë
388,Gang::N,astund,ecje
389,Schritt::N,hašk,hap
390,Norden::N,pohjoine,veri
391,Süden::N,suvi,jug
392,Westen::N,päivlaskm,perëndim
393,Osten::N,päivnouzm,lindje
394,Holz::N,pu,dru
395,Brett::N,laud,dërrasë
396,Platte::N,keitim,pllakë
397,Stütze::N,tugi,shtyllë
398,Stütze::N,tugi,mbështetesë
399,Stange::N,arz',shufër
400,Stock::N,kalu,dajak
401,Stab::N,seibaz,shkop
402,Rohr::N,torv,tub
403,Haus::N,pert',shtëpi
404,Heim::N,kodi,konak
405,Heim::N,kodi,shtëpi
406,Ofen::N,päč,sobë
407,Ofen::N,päč,stufë
408,Fußboden::N,lava,dysheme
409,Tisch::N,laud,tryezë
410,Tisch::N,stal'c,tryezë
411,Stuhl::N,ištim,karrige
412,Wiege::N,kätte,djep
413,Bett::N,sija,shtrat
414,Bett::N,magaduzsija,shtrat
415,Regal::N,palič,raft
416,Kiste::N,mülütim,kuti
417,Fenster::N,ikun,dritare
418,Tür::N,uks',derë
419,Tor::N,verai,portë
420,Zaun::N,aid,gardh
421,Dach::N,katuz,çati
422,Leiter::N,pordhad,shkallë
423,Besen::N,lud,fshesë
424,Besen::N,vast,fshesë
425,Spaten::N,labid,lopatë
426,Schaufel::N,labid,qyrek
427,Gabel::N,hangoine,pirun
428,Löffel::N,luzik,lugë
429,Messer::N,veič,thikë
430,Nagel::N,nagl,gozhdë
431,Netz::N,verk,rrjetë
432,Haken::N,kouk,grep
433,Haken::N,kouk,grremç
434,Griff::N,kägä,dorak
435,Griff::N,kägä,dorezë
436,Griff::N,varz',dorak
437,Griff::N,varz',dorezë
438,Schloss::N,lukkol,bravë
439,Bild::N,kuva,tablo
440,Bild::N,kuva,pikturë
441,Figur::N,figur,figurë
442,Puppe::N,tätüine,kukull
443,Beutel::N,havad,qese
444,Beutel::N,havad,trastë
445,Bündel::N,toppaz,deng
446,Bündel::N,käč,deng
447,Tasche::N,sumk,çantë
448,Eimer::N,vädr,kovë
449,Deckel::N,katuz,kapak
450,Deckel::N,katuz,mbulesë
451,Geschirr::N,astii,enë
452,Sack::N,havad,thes
453,Sack::N,havad,torbë
454,Tasse::N,čašk,filxhan
455,Topf::N,pada,kusi
456,Topf::N,pada,tenxhere
457,Kessel::N,katil,kazan
458,Essen::N,sönd,ngrënie
459,Nahrung::N,söm,ushqim
460,Speise::N,sömine,gatesë
461,Fleisch::N,liha,mish
462,Getreide::N,vill',drithë
463,Brei::N,pudr,qull
464,Brot::N,leib,bukë
465,Scheibe::N,bibaleh,fetë
466,Scheibe::N,šlik,fetë
467,Fett::N,razv,lyrë
468,Fett::N,razv,yndyrë
469,Butter::N,voi,gjalpë
470,Öl::N,voi,vaj
471,Salz::N,sol,kripë
472,Suppe::N,lem',supë
473,Suppe::N,lem',çorbë
474,Suppe::N,keitoz,supë
475,Suppe::N,keitoz,çorbë
476,Honig::N,mezi,mjaltë
477,Milch::N,maid,qumësht
478,Tee::N,čai,çaj
479,Leder::N,nahk,lëkurë
480,Wolle::N,vill,lesh
481,Stoff::N,kangaz,pëlhurë
482,Nadel::N,negl,gjilpërë
483,Faden::N,nit',pe
484,Faden::N,nit',fije
485,Knopf::N,nübl',kopsë
486,Knoten::N,sol'm,komb
487,Farbe::N,muju,bojë
488,Kleidung::N,sobad,veshje
489,Hemd::N,paid,këmishë
490,Kragen::N,kagluz,jakë
491,Ärmel::N,hijam,mëngë
492,Hose::N,štanad,brekë
493,Gürtel::N,vö,rrip
494,Mütze::N,šapuk,kësulë
495,Schuh::N,keng',këpucë
496,Stiefel::N,sapug,çizme
497,Ring::N,rengaz,unazë
498,Band::N,lentaine,shirit
499,Kamm::N,suga,krehër
500,Spiegel::N,zerkol,pasqyrë
501,Riemen::N,vö,rrip
502,Schnur::N,nor,litar
503,Schnur::N,nor,cikomë
504,Leine::N,talutimnor,rrip
505,Decke::N,sijakatuz,batanije
506,Kissen::N,pöluz,jastëk
507,Tuch::N,paik,shami
508,Handtuch::N,käzipaik,peshqir
509,Kraft::N,vägi,forcë
510,Stärke::N,vahvuz',koll
511,Gesundheit::N,tervhuz,shëndet
512,Krankheit::N,läžund,sëmundje
513,Schmerz::N,kibu,dhimbje
514,Wunde::N,čapatez,plagë
515,Fieber::N,säru,ethe
516,Arznei::N,zel'l',ilaç
517,Brücke::N,sild,urë
518,Brunnen::N,kaiv,pus
519,Weide::N,omaluine,kullotë
520,Pfad::N,tehut,ravë
521,Pfad::N,tehut,shteg
522,Weg::N,te,udhë
523,Weg::N,te,shteg
524,Straße::N,te,rrugë
525,Dorf::N,külä,fshat
526,Dorf::N,külä,katund
527,Stadt::N,lidn,qytet
528,Brief::N,kirjeine,letër
529,Buch::N,kirj,libër
530,Buchstabe::N,kirjam,shkronjë
531,Zeitung::N,lehtez,gazetë
532,Leben::N,elo,jetë
533,Tod::N,surm,mortje
534,Grab::N,kaum,varr
535,Kirche::N,jumalanpert',kishë
536,Sünde::N,grähk,mëkat
537,Sünde::N,grähk,gjynah
538,Gott::N,jumal,hy
539,Gott::N,jumal,zot
540,Arbeiter::N,radnik,punëtor
541,Chef::N,pämez',shef
542,Chef::N,pämez',drejtues
543,Meister::N,mastar,mjeshtër
544,Arzt::N,lekar',mjek
545,Arzt::N,lekar',doktor
546,Lehrer::N,opendai,mësues
547,Lehrer::N,opendai,arsimtar
548,Geld::N,rahad,para
549,Geld::N,rahad,holla
550,Geschäft::N,biznes,ujdi
551,Geschäft::N,biznes,biznes
552,Laden::N,lauk,dyqan
553,Preis::N,arv,çmim
554,Ware::N,tavar,mall
555,Nutzen::N,liža,dobi
556,Nutzen::N,liža,leverdi
557,Reichtum::N,kodielo,kamje
558,Reichtum::N,kodielo,pasuri
559,Reichtum::N,kal'huz',kamje
560,Reichtum::N,kal'huz',pasuri
561,Welt::N,mail'm,botë
562,Land::N,ma,vend
563,Staat::N,valdkund,shtet
564,König::N,kunigaz,mbret
565,Macht::N,vald,fuqi
566,Macht::N,vald,pushtet
567,Grenze::N,röun,kufi
568,Krieg::N,soda,luftë
569,Feind::N,vihanik,armik
570,Feind::N,vastustai,armik
571,Gewalt::N,vägivald,dhunë
572,Kampf::N,tora,luftim
573,Bogen[Waffe]::N,taug,hark
574,Pfeil::N,nol,shigjetë
575,Gewehr::N,oružj,pushkë
576,Fehler::N,viga,gafë
577,Fehler::N,viga,gabim
578,Lüge::N,kelastuz,gënjeshtër
579,Schaden::N,pahuz',dëm
580,Schaden::N,pahuz',zarar
581,Unglück::N,bed,fatkeqësi
582,Unglück::N,gor'a,fatkeqësi
583,Schuld::N,värhuz',faj
584,Alter::N,igä,moshë
585,Schluss::N,lop,fund
586,Zeit::N,aig,kohë
587,Tag::N,päiv,ditë
588,Morgen::N,homendez,mëngjes
589,Mittag::N,keskpäiv,mesditë
590,Abend::N,eht,mbrëmje
591,Nacht::N,ö,natë
592,Woche::N,nedal',javë
593,Monat::N,ku,muaj
594,Jahr::N,voz',vit
595,Frühling::N,keväz',pranverë
596,Sommer::N,keza,verë
597,Herbst::N,sügüz',vjeshtë
598,Winter::N,tal'v,dimër
599,Januar::N,viluku,janar
600,Februar::N,uhoku,shkurt
601,März::N,keväz'ku,mars
602,April::N,sulaku,prill
603,Mai::N,semendku,maj
604,Juni::N,kezaku,qershor
605,Juli::N,heinku,korrik
606,August::N,eloku,gusht
607,September::N,sügüz'ku,shtator
608,Oktober::N,reduku,tetor
609,November::N,kül'mku,nëntor
610,Dezember::N,tal'vku,dhjetor
611,Montag::N,ezmärg,hënë
612,Dienstag::N,tožnarg,martë
613,Mittwoch::N,koumanz'päiv,mërkurë
614,Donnerstag::N,nellänz'päiv,enjte
615,Freitag::N,pätnič,premte
616,Freitag::N,videnz'päiv,premte
617,Samstag::N,sobat,shtunë
618,Sonntag::N,pühäpäiv,diel
619,groß::A,sur',madh
620,groß::A,järed,madh
621,klein::A,pen',vogël
622,klein::A,pičuine,vogël
623,lang::A,pit'k,gjatë
624,kurz::A,lühüd,shkurtër
625,breit::A,leved,gjerë
626,schmal::A,kaid,ngushtë
627,dicht::A,tihed,dendur
628,dick[Gegenstand]::A,paks,trashë
629,dünn::A,hoik,hollë
630,fein::A,hen,imët
631,fest::A,luja,fortë
632,fest::A,ninev,fortë
633,flach::A,lapak,sheshtë
634,glatt::A,siled,rrafshët
635,hart::A,kova,fortë
636,weich::A,pehmed,butë
637,rund::A,kehker,rrumbullakët
638,spitz::A,nügu,majëmprehtë
639,spitz::A,terav,majëmprehtë
640,scharf::A,terav,mprehtë
641,stumpf::A,tül'c,topitur
642,schwer::A,jüged,rëndë
643,schön::A,čoma,bukur
644,heiß::A,räk,nxehtë
645,warm::A,läm',ngrohtë
646,kalt::A,vilu,ftohtë
647,kühl::A,raibak,freskët
648,kühl::A,viluhk,freskët
649,frisch::A,lahed,pastër
650,feucht::A,neps,lagësht
651,feucht::A,toreh,lagësht
652,nass::A,märg,lagur
653,trocken::A,kuiv,thatë
654,voll::A,täuz',plotë
655,leer::A,joudai,bosh
656,leer::A,joudai,zbrazët
657,offen::A,avoin,hapur
658,offen::A,avol'jaine,hapur
659,geschlossen::A,saubaline,mbyllur
660,sauber::A,puhtaz,dëlirë
661,schmutzig::A,redukaz,ndyrë
662,roh::A,rohk,gjallë
663,roh::A,toreh,gjallë
664,reif::A,küps,arrirë
665,lecker::A,magukaz,shijshëm
666,süß::A,maged,ëmbël
667,bitter::A,karged,hidhur
668,sauer::A,muiged,thartë
669,hell::A,kirkas,me dritë
670,hell::A,valgei,me dritë
671,dunkel::A,pimed,errët
672,schwarz::A,must,i zi
673,weiß::A,vauged,bardhë
674,rot::A,rusked,kuq
675,gelb::A,pakuine,verdhë
676,blau::A,sinine,blu
677,blau::A,sinine,kaltër
678,grün::A,vihand,blertë
679,grün::A,vihand,gjelbër
680,grau::A,hahk,hirtë
681,grau::A,hahk,bojë hiri
682,bunt::A,kirjav,shumëngjyrëshëm
683,billig::A,odav,lirë
684,teuer::A,kalliž,shtrenjtë
685,wertvoll::A,arvokas,çmuar
686,wertvoll::A,arvokas,vlershëm
687,blind::A,soged,qorr
688,blind::A,soged,verbër
689,taub::A,kurdiž,shurdhër
690,kräftig::A,vägev,fuqishëm
691,stark::A,vahv,fortë
692,stark::A,vägekaz,fortë
693,schwach::A,väll',dobët
694,fett::A,razvakaz,dhjamur
695,schlank::A,kapos,hollë
696,hübsch::A,čoma,bukur
697,hübsch::A,čoma,hijshëm
698,böse::A,äred,keq
699,böse::A,käred,keq
700,dumm::A,el'getoi,teveqel
701,faul::A,lašk,dembel
702,fleißig::A,radonnavedii,zellshëm
703,geizig::A,ažlak,kurnac
704,geizig::A,ažlak,dorështrënguar
705,klug::A,melev,mençur
706,klug::A,melekaz,mençur
707,geschickt::A,mahtokaz,aftë
708,lieb::A,izo,dashur
709,lieb::A,sula,dashur
710,lustig::A,ilokaz,gëzuar
711,sanft::A,laskav,butë
712,hungrig::A,näl'ghine,uritur
713,krank::A,läžui,sëmurë
714,nackt::A,alastoi,lakuriq
715,nackt::A,alastoi,zhveshur
716,traurig::A,opalahine,trishtuar
717,lebendig::A,eläb,gjallë
718,gut::A,hüvä,mirë
719,schlecht::A,huba,keq
720,richtig::A,oiged,drejtë
721,schlimm::A,paha,keq
722,wahr::A,todesine,vërtetë
723,alt::A,vanh,vjetër
724,neu::A,uz',i ri
725,ehemalig::A,edeline,dikurshëm
726,alt[Lebewesen]::A,ravaz,plak
727,jung::A,nor',i ri
728,arm::A,gol'l',varfër
729,arm::A,gol'l',vobektë
730,reich::A,elokaz,pasur
731,bekannt::A,tutab,njohur
732,berühmt::A,tetab,famshëm
733,fremd::A,veraz,huaj
734,verschieden::A,erazvuitte,ndryshëm
735,nah::A,läheline,afërt
736,fern::A,edahaine,largët
737,linker::A,hura,majtë
738,rechter::A,oiged,djathtë
739,anderer::A,toine,tjetër
740,erster::A,ezmäine,parë
741,zweiter::A,toine,dytë
742,dritter::A,koumanz',i tretë
743,letzter::A,jäl'gmäine,fundit
744,allein::ADV,üksnäze,vetëm
745,auf einmal::ADV,ühten aigan,njëkohësisht
746,zusammen::ADV,ühtes,bashkë
747,zusammen::ADV,ühtes,së bashku
748,lange::ADV,hätken,për një kohë të gjatë
749,plötzlich::ADV,äkkid,befas
750,sofort::ADV,kerdalaz,menjëherë
751,sofort::ADV,kerdalaz,aty për aty
752,später::ADV,möhemba,më vonë
753,jetzt::ADV,nügüd',tash
754,heute::ADV,tämbei,sot
755,morgen::ADV,homen,nesër
756,bald::ADV,pigai,shpejt
757,bald::ADV,pigai,së shpejti
758,dann::ADV,sid',pastaj
759,gestern::ADV,eglai,dje
760,einst::ADV,ende,dikur
761,einst::ADV,kerdan,dikur
762,damals::ADV,siloi,atëherë
763,danach::ADV,sid',mandej
764,vorher::ADV,ende,më parë
765,zuerst::ADV,ezmäi,së pari
766,einmal::ADV,kerdan,njëherë
767,manchmal::ADV,erašti,nganjëherë
768,oft::ADV,paksus,shpesh
769,immer::ADV,kaiken,përherë
770,immer::ADV,kaiken,gjithnjë
771,niemals::ADV,ei nikonz,kurrë
772,niemals::ADV,ei nikonz,asnjëherë
773,hier::ADV,täs,këtu
774,hier::ADV,tägä,këtu
775,hierhin::ADV,tänna,knej
776,von hier::ADV,täspäi,që këtej
777,von hier::ADV,täspäi,prej këtej
778,von hier::ADV,sid'päi,që këtej
779,von hier::ADV,sid'päi,prej këtej
780,dort::ADV,sigä,aty
781,dort::ADV,sigä,atje
782,dorthin::ADV,sinna,anej
783,dorthin::ADV,nakkale,anej
784,geradeaus::ADV,kohtha,drejt
785,vorwärts::ADV,edehe,mbroth
786,vorwärts::ADV,edehe,përpara
787,rückwärts::ADV,sel'gin,mbrapsht
788,zurück::ADV,tagaze,prapa
789,zurück::ADV,tagaze,mbrapsht
790,unten::ADV,alahan,poshtë
791,hinab::ADV,alaz,përposh
792,hinab::ADV,alahaks,përposh
793,oben::ADV,ülähän,lart
794,oben::ADV,ülähän,sipër
795,hinauf::ADV,ülez,lart
796,hinauf::ADV,ülez,përpjetë
797,hinauf::ADV,ülähäks,lart
798,hinauf::ADV,ülähäks,përpjetë
799,überall::ADV,kaikjal,kudo
800,nicht::ADV,ei,s'
801,nicht::ADV,ei,nuk
802,ein wenig::ADV,vähän,një tis
803,kaum::ADV,habi,mezi
804,sehr::ADV,lujas,fort
805,sehr::ADV,lujas,shumë
806,so::ADV,muga,ashtu
807,so::ADV,muga,kështu
808,so::ADV,ninga,ashtu
809,so::ADV,ninga,kështu
