,Concept_ID,udm,lbe
274,Gedächtnis::N,тодэваён,дакӏний личӏаву
275,Verstand::N,йырвизь,аькьлу
276,Sinn::N,смысл,мяъна
277,Grund::N,муг,багьана
278,Grund::N,ньӧм,багьана
279,Wahrheit::N,зэм,тӏайламур
280,Wahrheit::N,зэм,хӏакьмур
281,Wahrheit::N,шонер,тӏайламур
282,Wahrheit::N,шонер,хӏакьмур
283,Gespräch::N,вераськон,ихтилат
284,Märchen::N,выжыкыл,магьа
285,Erzählung::N,верос,хавар
286,Nachricht::N,ивор,хавар
287,Neuigkeit::N,выльивор,хавар
288,Name::N,ним,цӏа
289,Rätsel::N,мадькыл,ссигьа
290,Rede::N,верам,гъалгъа
291,Sprache::N,кыл,маз
292,Stimme::N,куара,чӏу
293,Stimme::N,куара,чӏукӏа
294,Wort::N,кыл,махъ
295,Zeichen::N,пус,лишан
296,Zeichen::N,тодмет,лишан
297,Ruf::N,ӧтён,
298,Ruf::N,чортон,
299,Lärm::N,ӵашетон,чӏу
300,Laut::N,куара,чӏу
301,Ton::N,куара,чӏу
302,Lied::N,кырӟан,балай
303,Ruhe::N,чалмыт улон,дигьалагру
304,Leute::N,адямиос,инсантал
305,Volk::N,калык,ил
306,Volk::N,калык,халкь
307,Arbeit::N,уж,заву
308,Gast::N,куно,хъамаличу
309,Geschenk::N,салам,бухчакарши
310,Geschenk::N,салам,лажинккакку
311,Geschenk::N,кузьым,бухчакарши
312,Geschenk::N,кузьым,лажинккакку
313,Spiel::N,шудон,тӏуркӏу
314,Gesellschaft::N,калык,жямат
315,Gesellschaft::N,калык,ккуран
316,Hilfe::N,юрттон,кумаг
317,Freund::N,эш,дус
318,Freund::N,юлтош,дус
319,Kamerad::N,тодмо,хӏаласу
320,Angelegenheit::N,уж,иш
321,Anzahl::N,лыд,аьдад
322,Art::N,тус,жинс
323,Stück::N,юдэс,касак
324,Teil::N,люкет,бутӏа
325,Hälfte::N,ӝыны,дачӏи
326,Kreis::N,котырес,кюрщан
327,Kreuz::N,крест,ххач
328,Linie::N,гож,щва
329,Strich::N,гож,щва
330,Abstand::N,вис,манзил
331,Abstand::N,кусып,манзил
332,Entfernung::N,кусып,манзил
333,Gegend::N,инты,кӏану
334,Platz::N,инты,
335,Ort::N,инты,кӏану
336,Ort::N,места,кӏану
337,Seite::N,пал,чул
338,Seite::N,пал,чулухалу
339,Mitte::N,шор,дя
340,Gegenstand::N,арбери,зат
341,Sache::N,котыр,зат
342,Rand::N,дур,зума
343,Rand::N,шаер,зума
344,Kante::N,дур,
345,Ecke::N,сэрег,мурцӏу
346,Spitze::N,йыл,мицӏ
347,Ende::N,пум,зума
348,Loch::N,пась,ккутӏ
349,Winkel::N,сэрег,мурцӏу
350,Muster::N,пужы,накьич
351,Größe::N,быдӟала,
352,Länge::N,кузьдала,лахъишиву
353,Höhe::N,ӝуждала,лахъшиву
354,Gewicht::N,сектала,дуццин
355,Gewicht::N,сектала,кӏушиву
356,Gewicht::N,секытлык,дуццин
357,Gewicht::N,секытлык,кӏушиву
358,Menge::N,лыд,
359,Menge::N,лыдпус,
360,Haufen::N,люк,бакӏу
361,Reihe::N,чур,кьюкьа
362,Boot::N,пыж,луткка
363,Boot::N,лодка,луткка
364,Ruder::N,полыс,весло
365,Ruder::N,полыс,чӏатӏа
366,Schlitten::N,додьы,чана
367,Schlitten::N,додьы,санкка
368,Ski::N,куас,лижарду
369,Lagerfeuer::N,тылскем,къавтӏн
370,Last::N,секыт,гьиву
371,Gang::N,ветлон,нанаву
372,Schritt::N,вамыш,ша
373,Norden::N,уйпал,ухссав
374,Norden::N,уйпал,ухссавнил чулухалу
375,Süden::N,лымшор,кьилва
376,Westen::N,шунды пуксён,баргълагавал
377,Westen::N,шунды пуксён,баргълагавал чул
378,Osten::N,шунды ӝужан,баргъбуккай чулухалу
379,Holz::N,пу,тӏама
380,Brett::N,пул,тахта
381,Platte::N,плита,гъуни
382,Stütze::N,пыкет,гьалакӏу
383,Stange::N,пуӵ,къазихъ
384,Stock::N,боды,ттархь
385,Stab::N,пуӵ,ччантӏакъу
386,Stab::N,боды,ччантӏакъу
387,Rohr::N,труба,бургъу
388,Haus::N,юрт,къатта
389,Heim::N,корка,къатта
390,Ofen::N,гур,пач
391,Fußboden::N,выж,чӏанкъатта
392,Tisch::N,ӝӧк,усттул
393,Stuhl::N,пукон,кӏану
394,Wiege::N,кӧкы,оьрчӏал кӏану
395,Wiege::N,зыбка,оьрчӏал кӏану
396,Bett::N,валес,тах
397,Regal::N,ӝажы,чӏаму
398,Kiste::N,ящик,яшикӏ
399,Kiste::N,ящик,къурши
400,Fenster::N,укно,чӏавахьулу
401,Fenster::N,косяк,чӏавахьулу
402,Tür::N,ӧс,нуз
403,Tür::N,ӧс,нузкьун
404,Tor::N,ӟезьы,къапу
405,Tor::N,ӟезьы,дарваза
406,Zaun::N,забор,дайгьузанну
407,Dach::N,липет,магъи
408,Dach::N,липет,цӏиялу
409,Leiter::N,падӟа,чуртту
410,Besen::N,ӵужон,чӏатлу
411,Besen::N,исьнер,чӏатлу
412,Spaten::N,лопатка,бил
413,Schaufel::N,ютырон,чӏатӏа
414,Gabel::N,тэчы,гьиссилу
415,Gabel::N,вилка,гьиссилу
416,Löffel::N,пуньы,къуса
417,Messer::N,пурт,чӏила
418,Nagel::N,кортӵог,мяр
419,Netz::N,сеть,къери
420,Haken::N,курик,къича
421,Griff::N,ныд,куяму
422,Schloss::N,тунгон,кьункьула
423,Bild::N,суред,сурат
424,Figur::N,фигура,
425,Puppe::N,мунё,ссихьу
426,Beutel::N,пуйы,чантай
427,Bündel::N,керттэт,гьи
428,Bündel::N,керттэт,къар
429,Tasche::N,пуйы,
430,Tasche::N,сумка,
431,Eimer::N,ведра,бадра
432,Deckel::N,ӵоксэт,къапаза
433,Geschirr::N,тусьты-пуньы,пюрунчӏул
434,Geschirr::N,тусьты-пуньы,тӏахӏникӏичӏу
435,Sack::N,пуйы,къап
436,Sack::N,пуйы,дарваг
437,Tasse::N,ӵаша,пижан
438,Tasse::N,ӵаша,пинжан
439,Tasse::N,ӵаша,инкираччатӏи
440,Tasse::N,ӵаша,цинцилттал бушкъап
441,Topf::N,миска,кӏункӏур
442,Kessel::N,пурты,чаг
443,Kessel::N,пурты,кӏункӏур
444,Essen::N,сиськон,дукия
445,Essen::N,сиськон,дукин
446,Nahrung::N,сион,дукра
447,Speise::N,сиён,дукра
448,Fleisch::N,сӥль,дикӏ
449,Getreide::N,ю тысь,къама
450,Brei::N,ӝук,ккурч
451,Brot::N,нянь,ччатӏ
452,Scheibe::N,шорем,парча
453,Fett::N,кӧй,аьгъушиву
454,Butter::N,вӧй,нагь
455,Butter::N,вӧй,лагаву
456,Öl::N,вӧй,
457,Salz::N,сылал,цӏву
458,Suppe::N,шыд,накь
459,Honig::N,чечы,ницӏ
460,Milch::N,йӧл,накӏ
461,Tee::N,чай,чяй
462,Leder::N,сурон,бурчу
463,Wolle::N,гон,ппал
464,Wolle::N,ыжгон,ппал
465,Stoff::N,куэм,янна
466,Nadel::N,вень,ххалаххи
467,Faden::N,сӥньыс,ххал
468,Knopf::N,бирды,банд
469,Knoten::N,герд,къурхъ
470,Farbe::N,буёл,сир
471,Kleidung::N,дӥсь,янна
472,Kleidung::N,дӥсь,лаххия
473,Hemd::N,дэрем,гьухъа
474,Kragen::N,сирес,дарвач
475,Ärmel::N,саес,кахха
476,Hose::N,брюки,хӏажак
477,Hose::N,штань,хӏажак
478,Gürtel::N,кускерттон,мухӏлу
479,Mütze::N,ызьы,кьяпа
480,Schuh::N,ботинка,
481,Stiefel::N,сапег,чакма
482,Ring::N,зундэс,кӏисса
483,Band::N,лента,линт
484,Kamm::N,сын,ттарал
485,Spiegel::N,синучкон,дагьани
486,Riemen::N,е,эн
487,Schnur::N,гозы,хьхьа
488,Leine::N,думет,
489,Decke::N,шобрет,виргъан
490,Kissen::N,миндэр,кӏаралу
491,Tuch::N,кышет,карщи
492,Handtuch::N,ӵушкон,калихьу
493,Handtuch::N,ӵушкон,лажинлихьу
494,Kraft::N,кать,эллаж
495,Kraft::N,ӟигар,эллаж
496,Stärke::N,юнлык,гуж
497,Gesundheit::N,тазалык,цӏуллу-сагъшиву
498,Krankheit::N,висён,къашайшиву
499,Schmerz::N,висён,къюву
500,Wunde::N,яра,щаву
501,Fieber::N,кезег,кӏиришиву
502,Arznei::N,эмъюм,дару
503,Brücke::N,выж,ламу
504,Brunnen::N,колдэч,къуй
505,Weide::N,возь,бизантту
506,Pfad::N,сюрес,жегъир ххуллу
507,Weg::N,сюрес,ххуллу
508,Straße::N,сюрес,ххуллу
509,Dorf::N,гурт,щар
510,Dorf::N,гурт,шяравалу
511,Stadt::N,кар,шагьру
512,Stadt::N,город,шагьру
513,Brief::N,гожтэт,чагъар
514,Buch::N,книга,лу
515,Buchstabe::N,буква,хӏарп
516,Zeitung::N,газет,кказит
517,Leben::N,улон,оьрму
518,Tod::N,кулон,ажал
519,Tod::N,кулон,бивкӏу
520,Tod::N,кулон,ивчӏаву
521,Grab::N,шайгу,гьав
522,Kirche::N,черк,килиса
523,Sünde::N,сьӧлык,бунагъ
524,Gott::N,ӥнмар,зал
525,Arbeiter::N,рабочий,зузала
526,Chef::N,начальник,ялувма
527,Meister::N,кибашлы,усттар
528,Arzt::N,врач,хӏакин
529,Lehrer::N,дышетӥсь,учитель
530,Geld::N,уксё,арцу
531,Geld::N,коньдон,арцу
532,Geschäft::N,уж,даву
533,Laden::N,магазин,ттучан
534,Preis::N,дун,багъа
535,Ware::N,вуз,хъус
536,Nutzen::N,пайда,хайр
537,Nutzen::N,пайда,мюнпат
538,Reichtum::N,узырлык,давлат
539,Reichtum::N,узырлык,аваданшиву
540,Welt::N,дунне,дуниял
541,Land::N,шаер,билаят
542,Staat::N,кун,паччахӏлугъ
543,König::N,эксэй,
544,Macht::N,власть,власть
545,Grenze::N,кунгож,дазу
546,Krieg::N,ож,дяъви
547,Feind::N,тушмон,душман
548,Gewalt::N,эриктэман,къия
549,Kampf::N,нюръяськон,лачӏуи уккаву
550,Bogen[Waffe]::N,пукыӵ,ккуртта
551,Pfeil::N,пукыӵ вень,чӏатӏаракӏ
552,Gewehr::N,пыӵал,ттупанг
553,Fehler::N,янгыш,гъалатӏ
554,Lüge::N,пӧян,щялмахъ
555,Lüge::N,алдан,щялмахъ
556,Lüge::N,ӧрекчан,щялмахъ
557,Schaden::N,изъян,зарал
558,Unglück::N,куректон,бала
559,Unglück::N,шудтэме усён,бала
560,Schuld::N,янгыш,тахсир
561,Alter::N,арлыд,оьрму
562,Schluss::N,пум,ахир
563,Zeit::N,дыр,чӏун
564,Tag::N,нунал,кьини
565,Morgen::N,ӵукна,кӏюрх
566,Mittag::N,лымшор,ахттайн
567,Mittag::N,лымшор,дяахттайн
568,Mittag::N,лымшор,ахттайн чӏун
569,Abend::N,ӝыт,маркӏачӏан
570,Abend::N,акшан,маркӏачӏан
571,Nacht::N,уй,хьхьу
572,Woche::N,арня,нюжмар
573,Monat::N,толэзь,барз
574,Jahr::N,ар,шин
575,Frühling::N,тулыс,инт
576,Sommer::N,гужем,гъи
577,Herbst::N,сӥзьыл,ссут
578,Winter::N,тол,кӏи
579,Januar::N,выльартолэзь,цалчинмур барз
580,Februar::N,тулыспал,кӏилчинмур барз
581,März::N,южтолэзь,шамилчинмур барз
582,April::N,оштолэзь,апрель
583,April::N,оштолэзь,мукьилчинмур барз
584,Mai::N,куартолэзь,май
585,Mai::N,куартолэзь,ххюлчинмур барз
586,Juni::N,вожотолэзь,июнь
587,Juni::N,вожотолэзь,ряххилчинмур барз
588,Juli::N,пӧсьтолэзь,июль
589,Juli::N,пӧсьтолэзь,Арулчинмур барз
590,August::N,гудырикошкон,мяйлчинмур барз
591,September::N,куарусён,урчӏилчинмур барз
592,Oktober::N,выльӝуктолэзь,ацӏилчинмур барз
593,November::N,шуркынмон,ацӏния цалчинмур барз
594,Dezember::N,толсур,ацӏния кӏилчинмур барз
595,Montag::N,вордӥськон,итин
596,Montag::N,вордӥськон,итин кьини
597,Dienstag::N,вторник,тталат
598,Dienstag::N,вторник,тталат кьини
599,Mittwoch::N,вирнунал,арвахӏ
600,Donnerstag::N,покчиарня,хамис
601,Freitag::N,удмуртарня,нюжмар
602,Freitag::N,удмуртарня,нюжмар кьини
603,Samstag::N,кӧснунал,ххуллун
604,Samstag::N,кӧснунал,ххуллун кьини
605,Sonntag::N,арня,алхӏат
606,Sonntag::N,арня,алхӏат кьини
607,groß::A,бадӟым,бугъарасса
608,klein::A,пичи,чӏивисса
609,lang::A,кузь,лахъисса
610,kurz::A,вакчи,кутӏасса
611,breit::A,паськыт,уттасса
612,schmal::A,сюлэг,уттакӏюласса
613,dicht::A,ӵем,ццунсса
614,dick[Gegenstand]::A,зӧк,ганзсса
615,dünn::A,векчи,кӏюласса
616,fein::A,векчи,
617,fest::A,юн,цӏакьсса
618,fest::A,юн,кьянкьасса
619,fest::A,чурыт,цӏакьсса
620,fest::A,чурыт,кьянкьасса
621,flach::A,ӵошкыт,баягъисса
622,flach::A,ӵошкыт,цӏубакъасса
623,flach::A,ӵошкыт,куртӏ дакъасса
624,glatt::A,гылыт,дюрчӏусса
625,glatt::A,вольыт,дюрчӏусса
626,hart::A,чурыт,кьянкьасса
627,weich::A,небыт,кӏукӏлусса
628,rund::A,котырес,ккурккисса
629,spitz::A,йылсо,ярксса
630,spitz::A,йылсо,дайлсса
631,spitz::A,йылсо,мицӏ бусса
632,scharf::A,лэчыт,ярксса
633,scharf::A,лэчыт,дайлсса
634,scharf::A,лэчыт,мицӏ бусса
635,stumpf::A,ныж,къуркъасса
636,schwer::A,секыт,кӏусса
637,schön::A,чебер,аьнтӏикӏасса
638,heiß::A,пӧсь,кӏирисса
639,warm::A,шуныт,гъелисса
640,kalt::A,кезьыт,дяркъусса
641,kühl::A,юзмыт,дюхлулсса
642,kühl::A,салкым,дюхлулсса
643,frisch::A,выль,цӏусса
644,feucht::A,мускыт,атилсса
645,feucht::A,мускыт,хъавтусса
646,nass::A,котмем,атилсса
647,nass::A,котмем,хъавтусса
648,trocken::A,кӧс,кьавкьсса
649,trocken::A,кӧс,кьакьан бувсса
650,voll::A,тыр,бувцӏусса
651,leer::A,буш,бачӏвасса
652,leer::A,тырттэм,бачӏвасса
653,offen::A,усьтэм,тӏивтӏусса
654,geschlossen::A,ӵогам,лавкьусса
655,geschlossen::A,пунням,лавкьусса
656,sauber::A,ӝикыт,марцӏсса
657,sauber::A,чылкыт,марцӏсса
658,schmutzig::A,нӧд,чапалсса
659,roh::A,ыль,шакъавхьсса
660,reif::A,вуэм,дирсса
661,lecker::A,ческыт,нахӏусса
662,lecker::A,ческыт,тӏааьнсса
663,süß::A,ческыт,нацӏусса
664,bitter::A,курыт,кьурчӏисса
665,sauer::A,чырс,туршсса
666,hell::A,югыт,чаннасса
667,dunkel::A,пеймыт,цӏансса
668,schwarz::A,сьӧд,лухӏисса
669,weiß::A,тӧдьы,кӏяласса
670,rot::A,горд,ятӏулсса
671,gelb::A,ӵуж,хъахъисса
672,blau::A,лыз,някӏсса
673,grün::A,вож,щюлисса
674,grau::A,пурысь,оьрусса
675,bunt::A,куӵо,оьрчӏикӏурисса
676,billig::A,дунтэм,кьювкьусса
677,teuer::A,дуно,ххирасса
678,wertvoll::A,дуно,багьасса
679,blind::A,сукыр,мурчӏисса
680,blind::A,синтэм,мурчӏисса
681,taub::A,пельтэм,къюкӏсса
682,kräftig::A,кужмо,гужсса
683,stark::A,юн,кьянкьасса
684,stark::A,кужмо,кьянкьасса
685,schwach::A,ляб,заэвсса
686,schwach::A,начар,заэвсса
687,fett::A,кӧй,бучсса
688,schlank::A,веськыт,бювхъусса
689,schlank::A,веськрес,бювхъусса
690,hübsch::A,чебер,янусса
691,hübsch::A,синмаськымон,янусса
692,böse::A,лек,оьсса
693,dumm::A,шузи,ахӏмакьсса
694,dumm::A,визьтэм,ахӏмакьсса
695,faul::A,азьтэм,танмалсса
696,faul::A,азьтэм,курчӏилсса
697,fleißig::A,сюлмо,хӏарачат бусса
698,geizig::A,сук,янттарцӏансса
699,klug::A,визьмо,аькьлу бусса
700,geschickt::A,усто,паргалсса
701,geschickt::A,быгатӥсь,паргалсса
702,lieb::A,мусо,аьзизсса
703,lustig::A,шулдыр,тяхъасса
704,sanft::A,мусо,иминсса
705,sanft::A,эрке,иминсса
706,hungrig::A,сютэм,ккашилсса
707,krank::A,висись,къашавайсса
708,nackt::A,гольык,кӏачӏасса
709,traurig::A,мӧзмыт,пашмансса
710,lebendig::A,улэп,уттавасса
711,gut::A,ӟеч,ххуйсса
712,gut::A,умой,ххуйсса
713,schlecht::A,урод,оьккисса
714,schlecht::A,алама,оьккисса
715,richtig::A,шонер,саргъунсса
716,schlimm::A,алама,оьккисса
717,wahr::A,зэмос,хӏакьсса
718,alt::A,вуж,кугьнасса
719,neu::A,выль,цӏусса
720,ehemalig::A,азьвылэз,хъхъичӏвасса
721,alt[Lebewesen]::A,пересь,агьилсса
722,jung::A,егит,чӏавасса
723,jung::A,егит,жагьилсса
724,jung::A,пинал,чӏавасса
725,jung::A,пинал,жагьилсса
726,arm::A,начар,мискинсса
727,arm::A,куанер,мискинсса
728,reich::A,узыр,авадансса
729,bekannt::A,тодмо,дусъсса
730,berühmt::A,дано,машгьурсса
731,fremd::A,ят,чил
732,verschieden::A,пӧртэм,личӏи-личӏисса
