,Concept_ID,sk,ta
76,Wolke::N,oblak,மேகம்
77,Wolke::N,mračno,மேகம்
78,Regen::N,dážď,மழை
79,Schnee::N,sneh,உறைபனி
80,Eis::N,ľad,பனிக்கட்டி
81,Frost::N,mráz,உறைபனி
82,Kälte::N,zima,குளிர்ந்த
83,Kälte::N,chlad,குளிர்ந்த
84,Hitze::N,horúčava,சூடு
85,Raureif::N,srieň,உறைபனி வெண்திரை
86,Raureif::N,inovať,உறைபனி வெண்திரை
87,Regenbogen::N,dúha,வானவில்
88,Donner::N,hrom,இடி
89,Strömung::N,prúdenie,நீரோட்டம்
90,Tropfen::N,kvapka,துளி
91,Schaum::N,pena,நுரை
92,Schmutz::N,špina,அழுக்கு
93,Schmutz::N,nečistota,அழுக்கு
94,See::N,jazero,ஏரி
95,Sumpf::N,bahno,சதுப்பு நிலம்
96,Moor::N,močiar,முட்புதற்காடு
97,Wiese::N,lúka,பசும் புல்தரை
98,Wald::N,les,காடு
99,Wald::N,hora,காடு
100,Hügel::N,vŕšok,குன்று
101,Anhöhe::N,výšina,பதுக்கை
102,Anhöhe::N,vyvýšenina,பதுக்கை
103,Berg::N,hora,மலை
104,Gipfel::N,vrchol,உச்சி மாநாடு
105,Höhle::N,jaskyňa,குகை
106,Abhang::N,úbočie,சரிவு
107,Quelle::N,prameň,மூலம்
108,Bach::N,potok,ஓடை
109,Fluss::N,rieka,ஆறு
110,Ufer::N,breh,நீர்க்கரை
111,Küste::N,pobrežie,கடற்கரை
112,Festland::N,pevnina,நிலம்
113,Meer::N,more,கடல்
114,Bucht::N,záliv,சிறுகுடா
115,Bucht::N,zátoka,சிறுகுடா
116,Insel::N,ostrov,தீவு
117,Blume::N,kvet,பூ
118,Blume::N,kvetina,பூ
119,Gras::N,tráva,புல்தரை
120,Wurzel::N,koreň,வேர்
121,Baum::N,strom,மரம்
122,Stamm::N,kmeň,அடிமரம்
123,Rinde::N,kôra,பட்டை
124,Rinde::N,kôra,மரப்பட்டை
125,Ast::N,konár,கினை
126,Zweig::N,vetva,குச்சி
127,Blatt::N,list,இலை
128,Birke::N,breza,பிர்ச் மரம்
129,Kiefer[Baum]::N,sosna,தேவதாரு மரம்
130,Kiefer[Baum]::N,borovica,தேவதாரு மரம்
131,Weide[Baum]::N,vŕba,மர வகைகளுள் ஒன்று
132,Tanne::N,jedľa,சாதிக்கய்
133,Horn::N,roh,கொம்பு
134,Feder::N,pero,இறகு
135,Fell::N,koža,மென்முடி
136,Fell::N,kožušina,மென்முடி
137,Flügel::N,krídlo,இறக்கை
138,Klaue::N,paznecht,நகம்
139,Kralle::N,pazúr,நகம்
140,Schwanz::N,chvost,வால்
141,Ei::N,vajce,முட்டை
142,Ei::N,vajíčko,முட்டை
143,Nest::N,hniezdo,கூடு
144,Bau::N,nora,குகை
145,Tier::N,zviera,விலங்கு
146,Herde::N,stádo,கூட்டம்
147,Kuh::N,krava,பசு
148,Bulle::N,býk,காளை
149,Pferd::N,kôň,குதிரை
150,Schaf::N,ovca,செம்மறிஆடு
151,Schwein::N,sviňa,பன்றி
152,Hund::N,pes,நாய்
153,Katze::N,mačka,பூனை
154,Bär::N,medveď,கரடி
155,Eichhörnchen::N,veverička,அணில்
156,Elch::N,los,கடம்பை
157,Fuchs::N,líška,நரி
158,Hase::N,zajac,முயல்
159,Maus::N,myš,எலி
160,Wolf::N,vlk,ஓநாய்
161,Vogel::N,vták,பறவை
162,Schwarm::N,roj,தொகுதி
163,Huhn::N,kurča,கோழிக்குஞசு
164,Huhn::N,sliepka,கோழிக்குஞசு
165,Hahn::N,kohút,சேவல்
166,Gans::N,hus,பெண் வாத்து
167,Adler::N,orol,பருநது
168,Ente::N,kačka,வாத்து
169,Ente::N,kačica,வாத்து
170,Eule::N,sova,ஆந்தை
171,Kranich::N,žeriav,நாரை
172,Krähe::N,vrana,காகம்
173,Kuckuck::N,kukučka,குயில்
174,Schwan::N,labuť,அன்னம்
175,Fisch::N,ryba,மீன்
176,Barsch::N,ostriež,பேர்ச்
177,Hecht::N,šťuka,கோலாச்சி மீன்
178,Schlange[Tier]::N,had,பாம்பு
179,Wurm::N,červ,புழு
180,Spinne::N,pavúk,சிலந்தி
181,Ameise::N,mravec,எறும்பு
182,Laus::N,voš,பேன்
183,Mücke::N,komár,கொசுவினப்பூச்சி
184,Fliege::N,mucha,ஈ
185,Schmetterling::N,motýľ,வண்ணத்துப்பூச்சி
186,Beere::N,bobuľa,சதைப்பழம்
187,Apfel::N,jablko,ஆப்பிள பழம்
188,Pilz::N,hríb,காளான்
189,Zwiebel::N,cibuľa,வெங்காயம்
190,Saat::N,osivo,விதை
191,Korn::N,zrno,தானியம்
192,Heu::N,seno,வைக்கோல்
193,Schale::N,šupa,தோல்
194,Schale::N,škrupina,தோல்
195,Grube::N,jama,குழி
196,Falle::N,pasca,பொறி
197,Falle::N,klepec,பொறி
198,Schlinge::N,slučka,கண்ணி
199,Spur::N,stopa,சுவடு
200,Asche::N,popol,சாம்பல்
201,Dreck::N,kal,அழுக்கு
202,Dreck::N,blato,அழுக்கு
203,Eisen::N,železo,இரும்பு
204,Gold::N,zlato,தங்கம்
205,Silber::N,striebro,வெள்ளி
206,Kohle::N,uhlie,நிலக்கரி
207,Glas::N,sklo,கண்ணாடி
208,Lehm::N,íl,களிமண்
209,Lehm::N,hlina,களிமண்
210,Sand::N,piesok,மணல்
211,Mensch::N,človek,மனிதர்கள்
212,Mann::N,muž,மனிதன்
213,Mann::N,chlap,மனிதன்
214,Frau::N,žena,பெண்
215,Kind::N,dieťa,குழந்தை
216,Junge::N,chlapec,பையன்
217,Mädchen::N,dievka,சிறுமி
218,Familie::N,rodina,குடும்பம்
219,Großvater::N,dedo,தாத்தா
220,Großvater::N,starý otec,தாத்தா
221,Großmutter::N,babička,பாட்டி
222,Großmutter::N,stará mať,பாட்டி
223,Eltern::N,rodičia,பெற்றோர்
224,Vater::N,otec,தந்தை
225,Mutter::N,mať,தாய்
226,Mutter::N,matka,தாய்
227,Sohn::N,syn,மகன்
228,Tochter::N,dcéra,மகள்
229,Bruder::N,brat,சகோதரன்
230,Schwester::N,sestra,அக்கா
231,Onkel::N,ujo,தாய் மாமன்
232,Onkel::N,strýko,தாய் மாமன்
233,Tante::N,teta,அத்தை
234,Tante::N,tetka,அத்தை
235,Ehemann::N,muž,கணவன்
236,Ehemann::N,manžel,கணவன்
237,Ehefrau::N,žena,மனைவி
238,Ehefrau::N,manželka,மனைவி
239,Freude::N,radosť,கொண்டாட்டம்
240,Gelächter::N,smiech,சிரிப்பு
241,Glück::N,šťastie,மகிழ்ச்சி
242,Kummer::N,žiaľ,துயரம்
243,Kummer::N,zármutok,துயரம்
244,Wunsch::N,prianie,விருப்பம்
245,Lust::N,chuť,விருப்பம்
246,Geist::N,duch,ஆன்மா
247,Gedanke::N,myšlienka,எண்ணம்
248,Gedächtnis::N,pamäť,ஞாபகம்
249,Verstand::N,rozum,மனம்
250,Sinn::N,zmysel,அர்த்தம்
251,Grund::N,dôvod,காரணம்
252,Grund::N,príčina,காரணம்
253,Wahrheit::N,pravda,உண்நை
254,Gespräch::N,reč,பெசு
255,Gespräch::N,rozhovor,பெசு
256,Märchen::N,rozprávka,நம்பத்தகாத கதை
257,Erzählung::N,poviedka,கதை
258,Nachricht::N,správa,செய்தி
259,Neuigkeit::N,novinka,செய்தி
260,Name::N,meno,பெயர்
261,Rätsel::N,záhada,புதிர்
262,Rätsel::N,hádanka,புதிர்
263,Rede::N,reč,பேச்சு
264,Sprache::N,reč,மொழி
265,Sprache::N,jazyk,மொழி
266,Stimme::N,hlas,குரல்
267,Wort::N,slovo,வார்த்தை
268,Zeichen::N,znak,குறி
269,Ruf::N,volanie,அழைப்பு
270,Ruf::N,zavolanie,அழைப்பு
271,Lärm::N,hluk,சத்தம்
272,Lärm::N,hurhaj,சத்தம்
273,Laut::N,zvuk,ஒலி
274,Ton::N,tón,குரல்
275,Ton::N,zvuk,குரல்
276,Lied::N,pieseň,பாட்டு
277,Ruhe::N,pokoj,அமைதி
278,Leute::N,ľudia,மக்கள்
279,Volk::N,ľud,மக்கள்
280,Volk::N,národ,மக்கள்
281,Arbeit::N,práca,வேலை
282,Arbeit::N,robota,வேலை
283,Gast::N,hosť,விருந்தாளி
284,Geschenk::N,dar,பரிசுப் பொருள்
285,Spiel::N,hra,விளையாட்டு
286,Gesellschaft::N,spoločnosť,சமுதாயம்
287,Hilfe::N,pomoc,உதவி
288,Freund::N,priateľ,நண்பன்
289,Kamerad::N,kamarát,உடனிருப்பவன்
290,Angelegenheit::N,vec,செய்தி
291,Angelegenheit::N,záležitosť,செய்தி
292,Anzahl::N,počet,எண்ணிக்கை
293,Anzahl::N,množstvo,எண்ணிக்கை
294,Art::N,druh,வகை
295,Stück::N,kus,துண்டம்
296,Stück::N,kúsok,துண்டம்
297,Teil::N,časť,பகுதி
298,Hälfte::N,polka,பாதி
299,Hälfte::N,polovica,பாதி
300,Kreis::N,kruh,வட்டம்
301,Kreuz::N,kríž,சிலுவை
302,Linie::N,línia,கோடு
303,Strich::N,čiara,வாத நோய்
304,Abstand::N,vzdialenosť,இடைவெளி
305,Entfernung::N,vzdialenosť,தூரம்
306,Gegend::N,kraj,வட்டாரம்
307,Gegend::N,krajina,வட்டாரம்
308,Platz::N,miesto,வெற்றிடம்
309,Ort::N,miesto,இடம்
310,Seite::N,bok,பக்கம்
311,Seite::N,strana,பக்கம்
312,Mitte::N,stred,இடைப்பகுதி
313,Gegenstand::N,predmet,உருப்படி
314,Sache::N,vec,பொருள்
315,Rand::N,kraj,தொங்கு
316,Rand::N,okraj,தொங்கு
317,Kante::N,hrana,விளிம்பு
318,Ecke::N,roh,மூலை
319,Spitze::N,hrot,முனை
320,Spitze::N,špička,முனை
321,Ende::N,koniec,முடிவு
322,Loch::N,diera,துளை
323,Winkel::N,kút,கோணம்
324,Muster::N,vzor,பாங்கு
325,Muster::N,vzorka,பாங்கு
326,Größe::N,veľkosť,அளவு
327,Länge::N,dĺžka,நீளம்
328,Höhe::N,výška,உயரம்
329,Gewicht::N,váha,எடை
330,Menge::N,množstvo,தொகை
331,Haufen::N,hŕba,குவியல்
332,Reihe::N,rad,வரிசை
333,Boot::N,čln,படகு
334,Ruder::N,veslo,துடுப்பு
335,Schlitten::N,sane,சகடையிலா வண்டி
336,Ski::N,lyža,பனிச் சறுக்கல்
337,Lagerfeuer::N,táborák,மூட்டம்
338,Last::N,ťarcha,பாரம்
339,Last::N,bremeno,பாரம்
340,Gang::N,chôdza,நடை
341,Schritt::N,krok,காலடி
342,Norden::N,sever,வடக்கு
343,Süden::N,juh,தெற்கு
344,Westen::N,západ,மேற்கு திசை
345,Osten::N,východ,கிழக்கு
346,Holz::N,drevo,மரக்கட்டை
347,Brett::N,doska,பலகை
348,Platte::N,doska,பலகம்
349,Platte::N,platňa,பலகம்
350,Stütze::N,opora,அடைப்புகன்
351,Stange::N,tyč,கம்பம்
352,Stock::N,palica,குச்சி
353,Stab::N,palica,கம்பு
354,Rohr::N,rúra,குழாய்
355,Haus::N,dom,வீடு
356,Heim::N,domov,வீடு
357,Ofen::N,pec,அடுப்பு
358,Ofen::N,kachle,அடுப்பு
359,Fußboden::N,dlážka,தரை
360,Fußboden::N,podlaha,தரை
361,Tisch::N,stôl,மேசை
362,Stuhl::N,stolička,நாற்காலி
363,Wiege::N,kolíska,தொட்டில்
364,Bett::N,lôžko,படுக்கை
365,Bett::N,posteľ,படுக்கை
366,Regal::N,regál,அலமாரி
367,Regal::N,polica,அலமாரி
368,Kiste::N,debna,பெட்டி
369,Fenster::N,okno,சாளரம்
370,Fenster::N,oblok,சாளரம்
371,Tür::N,dvere,கதவு
372,Tor::N,vráta,வாசற்கதவு
373,Zaun::N,plot,வேலி
374,Zaun::N,ohrada,வேலி
375,Dach::N,krov,கூரை
376,Dach::N,strecha,கூரை
377,Leiter::N,rebrík,ஏணி
378,Leiter::N,rebrina,ஏணி
379,Besen::N,metla,விளக்குமாறு
380,Spaten::N,rýľ,மண்வெட்டி
381,Schaufel::N,lopata,அடிதண்டா
382,Gabel::N,vidlička,முட்கரண்டி
383,Löffel::N,lyžica,கரண்டி
384,Messer::N,nôž,கத்தி
385,Nagel::N,klinec,ஆணி
386,Netz::N,sieť,வலை
387,Haken::N,hák,கொக்கி
388,Haken::N,háčik,கொக்கி
389,Griff::N,rukoväť,கைப்பிடி
390,Schloss::N,zámka,பூட்டு
391,Bild::N,obraz,படம்
392,Figur::N,figúra,எண்ணிக்கை
393,Puppe::N,bábka,பொம்மை
394,Puppe::N,bábika,பொம்மை
395,Beutel::N,vrece,பை
396,Beutel::N,vrecko,பை
397,Bündel::N,uzlík,பொதி
398,Bündel::N,zväzok,பொதி
399,Tasche::N,taška,பை
400,Tasche::N,kabelka,பை
401,Eimer::N,vedro,வாளி
402,Deckel::N,vrchnák,உறை
403,Deckel::N,pokrývka,உறை
404,Geschirr::N,nádoba,பாத்திரம்
405,Sack::N,mech,பை
406,Sack::N,vrece,பை
407,Tasse::N,šálka,கிண்ணம்
408,Topf::N,hrniec,பானை
409,Kessel::N,kotol,கெண்டி
410,Essen::N,jedlo,உணவருந்துதல்
411,Nahrung::N,strava,உணவு
412,Nahrung::N,potrava,உணவு
413,Speise::N,jedlo,உணவு வகை
414,Fleisch::N,mäso,இறைச்சி
415,Getreide::N,obilie,மக்காச்சோளம்
416,Brei::N,kaša,கஞ்சி
417,Brot::N,chlieb,ரொட்டி
418,Scheibe::N,kotúč,துண்டு
419,Scheibe::N,krajec,துண்டு
420,Fett::N,tuk,கொழுப்பு
421,Fett::N,masť,கொழுப்பு
422,Butter::N,maslo,வெண்ணெய்
423,Öl::N,olej,எண்ணெய்
424,Salz::N,soľ,உப்பு
425,Suppe::N,polievka,ரசம்
426,Honig::N,med,தேன்
427,Milch::N,mlieko,பால்
428,Tee::N,čaj,தெனீர்
429,Leder::N,koža,பதம் செய்யப்பட்ட தோல்
430,Wolle::N,vlna,கம்பளி
431,Stoff::N,súkno,துணி
432,Nadel::N,ihla,ஊசி
433,Faden::N,niť,நூல்
434,Faden::N,vlákno,நூல்
435,Knopf::N,gombík,பொத்தான்
436,Knoten::N,uzol,முடிச்சு
437,Farbe::N,farba,வண்ணக் குழம்பு
438,Kleidung::N,šaty,ஆடைகள்
439,Kleidung::N,šatstvo,ஆடைகள்
440,Hemd::N,košeľa,சட்டை
441,Kragen::N,golier,கழுத்துப் பட்டை
442,Ärmel::N,rukáv,சட்டைக்கை
443,Hose::N,nohavice,கால்சட்டை
444,Gürtel::N,pás,பெல்ட்
445,Gürtel::N,opasok,பெல்ட்
446,Mütze::N,čiapka,தொப்பி
447,Schuh::N,obuv,காலணி
448,Schuh::N,topánka,காலணி
449,Stiefel::N,čižma,காலணி
450,Ring::N,prsteň,மோதிரம்
451,Band::N,stuha,நாடா
452,Kamm::N,hrebeň,கீப்பு
453,Spiegel::N,zrkadlo,ஆடி
454,Spiegel::N,zrkadlo,கண்ணாடி
455,Riemen::N,remeň,வார்
456,Schnur::N,šnúra,கயிறு
457,Leine::N,vodidlo,தோல்வார்
458,Decke::N,deka,போர்வை
459,Decke::N,prikrývka,போர்வை
460,Kissen::N,poduška,தலையணை
461,Tuch::N,šatka,துணி
462,Handtuch::N,uterák,தண்டு
463,Kraft::N,moc,நிர்பந்தம்
464,Stärke::N,sila,பலம்
465,Gesundheit::N,zdravie,ஆரோக்கியம்
466,Krankheit::N,nemoc,நோய்
467,Krankheit::N,choroba,நோய்
468,Schmerz::N,bolesť,வலி
469,Wunde::N,rana,காயம்
470,Fieber::N,horúčka,காய்ச்சல்
471,Arznei::N,liek,மருந்து
472,Brücke::N,most,பாலம்
473,Brunnen::N,studňa,கேணி
474,Weide::N,pastva,மேய்ச்சல் நிலம்
475,Pfad::N,chodník,நடை வழி
476,Weg::N,cesta,வழி
477,Straße::N,hradská,சாலை
478,Dorf::N,dedina,கிராமம்
479,Stadt::N,mesto,நகரம்
480,Brief::N,list,கடிதம்
481,Buch::N,kniha,புத்தகம்
482,Buchstabe::N,litera,எழத்து
483,Buchstabe::N,písmeno,எழத்து
484,Zeitung::N,noviny,செய்தித்தாள்
485,Leben::N,život,வாழ்க்கை
486,Tod::N,smrť,மரணம்
487,Grab::N,hrob,சமாதி
488,Kirche::N,kostol,தேவாலயம்
489,Sünde::N,hriech,பாவம்
490,Gott::N,boh,கடவுள்
491,Arbeiter::N,robotník,தொழிலாளி
492,Arbeiter::N,pracnovík,தொழிலாளி
493,Chef::N,šéf,மேலாளர்
494,Chef::N,riaditeľ,மேலாளர்
495,Meister::N,majster,தலைவன்
496,Arzt::N,lekár,மருத்துவர்
497,Lehrer::N,učiteľ,ஆசிரியர்
498,Geld::N,peniaze,பணம்
499,Geschäft::N,obchod,வாணிபம்
500,Laden::N,obchod,கடை
501,Preis::N,cena,விலை
502,Ware::N,tovar,சாமன்கள்
503,Nutzen::N,osoh,இலாபம்
504,Nutzen::N,úžitok,இலாபம்
505,Reichtum::N,bohatstvo,சொத்து
506,Welt::N,svet,உலகம்
507,Land::N,územie,நாடு
508,Land::N,krajina,நாடு
509,Staat::N,štát,நாடு
510,König::N,kráľ,அரசன்
511,Macht::N,moc,அதிகாரம்
512,Macht::N,mocnosť,அதிகாரம்
513,Grenze::N,hranica,எல்லை
514,Krieg::N,vojna,போர்
515,Feind::N,nepriateľ,எதிரி
516,Gewalt::N,násilie,வன்முறை
517,Kampf::N,boj,போராட்டம்
518,Bogen[Waffe]::N,luk,வில்
519,Pfeil::N,šíp,அம்பு
520,Pfeil::N,strela,அம்பு
521,Gewehr::N,puška,துப்பாக்கி
522,Fehler::N,omyl,தவறு
523,Fehler::N,chyba,தவறு
524,Lüge::N,lož,பொய்
525,Schaden::N,ujma,சேதாரம்
526,Schaden::N,škoda,சேதாரம்
527,Unglück::N,nešťastie,இடையூறு
528,Schuld::N,vina,குற்றம்
529,Schuld::N,previnenie,குற்றம்
530,Alter::N,vek,வயது
531,Schluss::N,záver,முடிவு
532,Schluss::N,koniec,முடிவு
533,Zeit::N,čas,காலம்
534,Tag::N,deň,நாள்
535,Morgen::N,ráno,காலை நேரம்
536,Mittag::N,poludnie,மதியம்
537,Abend::N,večer,மாலைப் பொழுது
538,Nacht::N,noc,இரவு
539,Woche::N,týždeň,வாரம்
540,Monat::N,mesiac,மாதம்
541,Jahr::N,rok,வருடம்
542,Frühling::N,jar,வசந்தம்
543,Sommer::N,leto,கோடை
544,Herbst::N,jeseň,இலையுதிர் காலம்
545,Winter::N,zima,குளிர்காலம்
546,Januar::N,január,ஜனவரி
547,Februar::N,február,பிபரவரி மாதம்
548,März::N,marec,மார்ச் மாதம்
549,April::N,apríl,ஏப்ரல் மாதம்
550,Mai::N,máj,மே மாதம்
551,Juni::N,jún,ஜூன் மாதம்
552,Juli::N,júl,ஜூலை மாதம்
553,August::N,august,ஆகஸ்ட் மாதம்
554,September::N,september,செப்டம்பர் மாதம்
555,Oktober::N,október,அக்டோபர் மாதம்
556,November::N,november,நவம்பர் மாதம்
557,Dezember::N,december,டிசம்பர்
558,Montag::N,pondelok,திங்கட் கிழமை
559,Dienstag::N,utorok,செவ்வாய்க்கிழமை
560,Mittwoch::N,streda,புதன் கிழமை
561,Donnerstag::N,štvrtok,வியாழக் கிழமை
562,Freitag::N,piatok,வெள்ளிக்கிழமை
563,Samstag::N,sobota,சனிக்கிழமை
564,Sonntag::N,nedeľa,ஞாயிறுக் கிழமை
565,groß::A,veľký,பெரிய
566,klein::A,malý,சிறிய
567,lang::A,dlhý,நீண்ட
568,kurz::A,krátky,குட்டையான
569,breit::A,široký,அகலமான
570,schmal::A,úzky,குறுகலான
571,dicht::A,hustý,அடர்த்தியான
572,dick[Gegenstand]::A,tlstý,தடித்த
573,dünn::A,tenký,சன்னமான
574,fein::A,jemný,மெல்லிய
575,fest::A,pevný,உறுதியாள
576,flach::A,rovný,தட்டையான
577,flach::A,plochý,தட்டையான
578,glatt::A,hladký,வழுவழுப்பான
579,hart::A,tvrdý,கடினமான
580,weich::A,mäkký,மென்மையான
581,rund::A,guľatý,உருண்டையான
582,rund::A,okrúhly,உருண்டையான
583,spitz::A,končitý,திகந்தமாக
584,scharf::A,ostrý,கூரான
585,stumpf::A,tupý,உளம் திறந்த
586,schwer::A,ťažký,கனமான
587,schön::A,pekný,அழகான
588,schön::A,krásny,அழகான
589,heiß::A,horúci,சூடான
590,warm::A,teplý,இதமான
591,kalt::A,studený,குளிர்ச்சியான
592,kühl::A,chladný,குளிர்ச்சியான
593,frisch::A,svieži,சுத்தமான
594,feucht::A,vlhký,ஈரமான
595,feucht::A,zvlhnutý,ஈரமான
596,nass::A,mokrý,ஈரமான
597,trocken::A,suchý,உலர்ந்த
598,voll::A,plný,நிரம்பிய
599,leer::A,prázdny,காலியான
600,offen::A,otvorený,திறந்த
601,geschlossen::A,zavretý,மூடப்பட்ட
602,sauber::A,čistý,சுத்தமான
603,schmutzig::A,špinavý,அழக்கான
604,roh::A,surový,கச்சா
605,reif::A,zrelý,பழுத்த
606,lecker::A,chutný,சுவைமிக்க
607,süß::A,sladký,இனிப்பான
608,bitter::A,horký,கசப்பான
609,sauer::A,kyslý,புளிப்பாக
610,hell::A,jasný,பளபளப்பான
611,hell::A,svetlý,பளபளப்பான
612,dunkel::A,temný,கருமையான
613,schwarz::A,čierny,கருப்பு வண்ண
614,weiß::A,biely,வெண்மையன
615,rot::A,červený,சிவப்பு
616,gelb::A,žltý,மஞ்சள் வண்ணம்
617,blau::A,modrý,நீல வண்ண
618,blau::A,belasý,நீல வண்ண
619,grün::A,zelený,பச்சை வண்ண
620,grau::A,šedý,சாம்பல் நிற
621,bunt::A,pestrý,வண்ண மயமான
622,billig::A,lacný,மலிவான
623,teuer::A,drahý,விலை அதிகமான
624,wertvoll::A,cenný,மதிப்புள்ள
625,blind::A,slepý,பார்வையற்ற
626,taub::A,hluchý,செவிடான
627,kräftig::A,silný,வலிமையான
628,stark::A,silný,பலமான
629,schwach::A,slabý,பலவீனமான
630,schwach::A,bezvládny,பலவீனமான
631,fett::A,tučný,பருமனாக
632,schlank::A,štíhly,ஒல்லியான
633,hübsch::A,šumný,அழகிய
634,hübsch::A,švárny,அழகிய
635,böse::A,zlý,கேடு விளைவிக்கும்
636,dumm::A,hlúpy,முட்டாள்தனமான
637,faul::A,lenivý,சோம்பலான
638,fleißig::A,snaživý,ஊக்கந்தளராத
639,fleißig::A,usilovný,ஊக்கந்தளராத
640,geizig::A,skupý,கஞேசத்தனமான
641,geizig::A,lakomý,கஞேசத்தனமான
642,klug::A,múdry,சாதுரியமான
643,klug::A,bystrý,சாதுரியமான
644,geschickt::A,zručný,திறமையள்ள
645,geschickt::A,šikovný,திறமையள்ள
646,lieb::A,milý,அன்புக்குரிய
647,lustig::A,veselý,களிப்புமிக்க
648,sanft::A,nežný,சாதுவான
649,hungrig::A,lačný,பசியுடன்
650,hungrig::A,hladný,பசியுடன்
651,krank::A,chorý,நோயுற்று
652,krank::A,nemocný,நோயுற்று
653,nackt::A,nahý,ஆடையற்ற
654,traurig::A,smutný,சோகமான
655,lebendig::A,živý,பிழைப்பு
656,gut::A,dobrý,நல்ல
657,schlecht::A,zlý,கெட்ட
658,richtig::A,správny,சரியான
659,schlimm::A,zlý,அருவருப்பான
660,schlimm::A,nepríjemný,அருவருப்பான
661,wahr::A,pravý,உண்மையான
662,wahr::A,pravdivý,உண்மையான
663,alt::A,starý,பழைய
664,neu::A,nový,புதிய
665,ehemalig::A,bývalý,முன்நாள்
666,alt[Lebewesen]::A,starý,வயதான
667,jung::A,mladý,இளமையான
668,arm::A,chudobný,ஏழ்மையான
669,reich::A,bohatý,செல்வம் படைத்த
670,bekannt::A,známy,பழக்கப்பட்ட
671,berühmt::A,slávny,புகழ்பெற்ற
672,berühmt::A,povestný,புகழ்பெற்ற
673,fremd::A,cudzí,அயல் நாட்டு
674,verschieden::A,rôzny,வித்தியாசமான
675,verschieden::A,rozličný,வித்தியாசமான
676,nah::A,blízky,பக்கத்தில் உள்ள
677,fern::A,ďaleký,தொலை தூரத்தில்
678,linker::A,ľavý,மீந்திருக்கும்
679,rechter::A,pravý,வலதுபக்கம்
680,anderer::A,iný,மற்ற
681,anderer::A,druhý,மற்ற
682,erster::A,prvý,முதனமையான
683,zweiter::A,druhý,இரண்டாவது
684,dritter::A,tretí,மூன்றாவது
685,letzter::A,ostatný,கடைசி
686,letzter::A,posledný,கடைசி
687,allein::ADV,sám,தனியாக
688,auf einmal::ADV,zároveň,தடீரென்று
689,zusammen::ADV,spolu,சேர்ந்து
690,zusammen::ADV,spoločne,சேர்ந்து
691,lange::ADV,dlho,அதிக நோம்
692,plötzlich::ADV,náhle,தடீரென்று
693,sofort::ADV,hneď,உடனடியாக
694,sofort::ADV,ihneď,உடனடியாக
