,Concept_ID,tt,ka
730,schlecht::A,начар,უხეირო
731,richtig::A,дөрес,ნამდვილი
732,schlimm::A,әшәкә,ცუდი
733,wahr::A,чып-чын,სწორი
734,wahr::A,чып-чын,ჭეშმარიტი
735,alt::A,иске,ძველი
736,neu::A,яңа,ახალი
737,ehemalig::A,элекке,ყოფილი
738,alt[Lebewesen]::A,карт,ბებერი
739,jung::A,яшь,ნორჩი
740,jung::A,яшь,ახალგაზრდა
741,arm::A,фәкыйрь,ღარიბი
742,reich::A,бай,მდიდარი
743,bekannt::A,таныш,ცნობილი
744,berühmt::A,атаклы,გამოჩენილი
745,fremd::A,ят,უცხო
746,fremd::A,ят,გარეშე
747,verschieden::A,төрле,სხვაგვარი
748,nah::A,якын,ახლო
749,fern::A,ерак,შორი
750,fern::A,ерак,შორეული
751,linker::A,сул,მარცხენა
752,rechter::A,уң,მარჯვენა
753,anderer::A,бүтән,სხვა
754,erster::A,беренче,პირველი
755,zweiter::A,икенче,მეორე
756,dritter::A,өченче,მესამე
757,letzter::A,ахыргы,ბოლო
758,letzter::A,ахыргы,უკანასკნელი
759,allein::ADV,ялгыз,მარტო
760,auf einmal::ADV,бердән,ერთდროულად
761,zusammen::ADV,бергә,ერთად
762,lange::ADV,озак,დიდხანს
763,plötzlich::ADV,искәрмәстән,მოულოდნელად
764,sofort::ADV,хәзер,ახლავე
765,später::ADV,соңрак,მოგვიანებით
766,jetzt::ADV,хәзер,ახლა
767,heute::ADV,бүген,დღეს
768,morgen::ADV,иртәгә,ხვალ
769,bald::ADV,тиздән,მალე
770,dann::ADV,аннары,მერე
771,gestern::ADV,кичә,გუშინ
772,einst::ADV,берчак,ოდესღაც
773,damals::ADV,ул вакытта,მაშინ
774,damals::ADV,ул чакта,მაშინ
775,danach::ADV,да,მერმე
776,danach::ADV,да,შემდეგ
777,vorher::ADV,элек,ადრე
778,vorher::ADV,элек,წინათ
779,zuerst::ADV,башта,ჯერ
780,einmal::ADV,бер,ერთხელ
781,einmal::ADV,бер мәртәбә,ერთხელ
782,manchmal::ADV,кайчакта,ხან
783,manchmal::ADV,кайчакта,ზოგჯერ
784,oft::ADV,еш,ხშირად
785,immer::ADV,һәркайчан,მუდამ
786,immer::ADV,һәркайчан,ყოველთვის
787,niemals::ADV,hичбер вакыт,არასდროს
788,hier::ADV,монда,აქ
789,hier::ADV,биредә,აქ
790,hierhin::ADV,монда,აქეთ
791,von hier::ADV,моннан,აქედან
792,dort::ADV,анда,იქ
793,dorthin::ADV,тегеләй,იქით
794,geradeaus::ADV,турыдан-туры,პირდაპირ
795,vorwärts::ADV,алга,წინ
796,rückwärts::ADV,кире,უკან
797,zurück::ADV,кире,უკანვე
798,unten::ADV,түбәндә,დაბლა
799,unten::ADV,түбәндә,ქვევით
800,hinab::ADV,аска,ძირს
801,oben::ADV,өстә,ზემოთ
802,oben::ADV,югарыда,ზემოთ
803,hinauf::ADV,өскә,ზევით
804,überall::ADV,hәркайда,ყველგან
805,nicht::ADV,түгел,არ
806,ein wenig::ADV,бераз,ცოტა
807,kaum::ADV,көчкә,ძლივს
808,sehr::ADV,бик,მეტად
809,sehr::ADV,бик,ძალიან
810,so::ADV,алай,ისე
811,noch::ADV,янә,ჯერ
812,noch::ADV,тагын,ჯერ
813,nur::ADV,фәкать,მხოლოდ
814,schon::ADV,инде,უკვე
815,wieder::ADV,янә,ისევ
816,wieder::ADV,янә,კიდევ
817,wieder::ADV,тагын,ისევ
818,wieder::ADV,тагын,კიდევ
819,vergebens::ADV,юкка,ამაოდ
820,vergebens::ADV,юкка,ტყუილად
821,vor::PRP,алдыннан,წინ
822,hinter::PRP,арттан,უკან
823,hinter::PRP,арттан,მიღმა
824,unter::PRP,астында,ქვეშ
825,unter::PRP,астында,ქვევით
826,durch::PRP,аша,გავლით
827,neben::PRP,тирәсендә,გვერდით
828,zwischen::PRP,арасында,შუა
829,zwischen::PRP,арасында,შორის
830,wegen::PRP,сәбәпле,გამო
831,wegen::PRP,сәбәпле,შედეგად
832,dies::PRN,бу,ეს
833,das::PRN,ул,ეგ
834,alles::PRN,һәммә,ყველაფერი
835,ich::PRN,мин,მე
836,du::PRN,син,შენ
837,er::PRN,ул,ის
838,er::PRN,ул,იგი
839,wir::PRN,без,ჩვენ
840,ihr::PRN,сез,თქვენ
841,sie::PRN,ул,ისინი
842,was::FPRN,ни,რა
843,was::FPRN,нәрсә,რა
844,wer::FPRN,кем,ვინ
845,wo::FADV,кайда,სად
846,wohin::FADV,кая,საით
847,wie::FADV,ничек,როგორ
848,warum::FADV,нигә,რაზე
849,warum::FADV,нигә,რატომ
850,wieviel::FNUM,ничә,რამდენი
851,eins::NUM,бер,ერთი
852,zwei::NUM,ике,ორი
853,drei::NUM,өч,სამი
854,vier::NUM,дүрт,ოთხი
855,fünf::NUM,биш,ხუთი
856,sechs::NUM,алты,ექვსი
857,sieben::NUM,җиде,შვიდი
858,acht::NUM,сигез,რვა
859,neun::NUM,тугыз,ცხრა
860,zehn::NUM,ун,ათი
861,elf::NUM,унбер,თერთმეტი
862,zwölf::NUM,унике,თორმეტი
863,zwanzig::NUM,егерме,ოცი
864,dreißig::NUM,утыз,ოცდაათი
865,vierzig::NUM,кырык,ორმოცი
866,fünfzig::NUM,илле,ორმოცდაათი
867,sechzig::NUM,алтмыш,სამოცი
868,siebzig::NUM,җитмеш,სამოცდაათი
869,achtzig::NUM,сиксән,ოთხმოცი
870,neunzig::NUM,туксан,ოთხმოცდაათი
871,hundert::NUM,йөз,ასი
872,tausend::NUM,мең,ათასი
873,und::CNJ,вә,და
874,oder::CNJ,яки,ან
875,oder::CNJ,яисә,ან
876,stehen::V,тору,დგას
877,sitzen::V,утыру,ზის
878,liegen::V,яту,აწევს
879,hängen::V,эленү,კიდია
880,werden::V,булу,გახდება
881,passieren::V,булу,მოხდება
882,beginnen::V,башлану,იწყება
883,enden::V,бетү,გათავდება
884,wechseln::V,үзгәртү,იცვლება
885,aufgehen[Sonne]::V,чыгу,ამოდის
886,untergehen[Sonne]::V,бату,ჩადის
887,scheinen[Sonne]::V,яктырту,ანათებს
888,donnern::V,күкрәү,ქუხს
889,wehen::V,исү,ქრის
890,wehen::V,исү,დაუბერავს
891,strömen::V,агу,იღვრება
892,fließen::V,агу,დის
893,fließen::V,агу,მიედინება
894,sich drehen::V,бөтерелү,ტრიალებს
895,schwanken::V,икеләнү,ირხევა
896,schwingen::V,тирбәлү,ირხევა
897,fallen::V,егылу,დავარდება
898,brennen::V,яну,იწვის
899,rauchen::V,төтәү,ბოლავს
900,rauchen::V,төтәү,აბოლებს
901,rauchen::V,төтенләү,ბოლავს
902,rauchen::V,төтенләү,აბოლებს
903,regnen::V,яву,წვიმს
904,gefrieren::V,кату,იყინება
905,tauen::V,эрү,დნება
906,tauen::V,эретү,დნება
907,schmelzen::V,эрү,დნება
908,schmelzen::V,эретү,დნება
909,trocknen::V,кибү,გაშრება
910,sieden::V,ургылу,დუღს
911,faulen::V,черү,ლპება
912,verfaulen::V,черү,ლპება
913,reißen::V,өзелү,დაიხევა
914,versinken::V,бату,ეფლობა
915,versinken::V,бату,ჩაიძირება
916,vergehen::V,авышу,გადის
917,erscheinen::V,пәйда булу,გამოჩნდება
918,verschwinden::V,югалу,გააქრება
919,verschwinden::V,югалу,დაიკარგება
920,verschwinden::V,юк булу,გააქრება
921,verschwinden::V,юк булу,დაიკარგება
922,sinken::V,кимү,დაიწევს
923,sinken::V,кайту,დაიწევს
924,abnehmen::V,азаю,შემცირდება
925,zunehmen::V,арту,გასუქდება
926,zunehmen::V,күбәю,გასუქდება
927,zunehmen::V,ишәю,გასუქდება
928,steigen::V,үсү,მოიმატებს
929,wachsen::V,үсү,იზრდება
930,wachsen::V,үсү,მრავლდება
931,glänzen::V,ялкылдау,ბრწყინავს
932,funkeln::V,ялтырау,კაშკაშებს
933,lärmen::V,шаулау,ხმაურობს
934,läuten::V,шалтырату,დარეკავს
935,klingeln::V,шалтырату,დარეკავს
936,klirren::V,чылтырау,დააწკარუნებს
937,brausen::V,давыллау,ბობოქრობს
938,brausen::V,дулау,ბობოქრობს
939,rauschen::V,кыштырдау,შრიალებს
940,klingen::V,ишетелү,ხმას გამოსცემს
941,bellen::V,өрү,უყეფს
942,heulen::V,улау,ღმუის
943,blasen::V,өрү,დაუბერავს
944,pfeifen::V,сызгырту,უსტვენს
945,schreien::V,кычкыру,ყვირის
946,stöhnen::V,ыңгырашу,კვნესის
947,zittern::V,калтырау,აძაგძაგებს
948,zittern::V,калтырану,აძაგძაგებს
949,leben::V,яшәү,ცოცხლობს
950,leben::V,гомер итү,ცოცხლობს
951,geboren werden::V,туу,იშვება
952,geboren werden::V,туу,იბადება
953,atmen::V,сулау,სუნთქავს
954,trinken::V,эчү,სვამს
955,trinken::V,эчү,დალევს
956,essen::V,ашау,შეჭამს
957,schlucken::V,йоту,ყლაპავს
958,müde werden::V,ялыгу,დაიქანცება
959,müde werden::V,йөгенү,დაიქანცება
960,einschlafen::V,йокыга китү,დაიძინებს
961,schlafen::V,йоклау,სძინავს
962,aufwachen::V,уяну,გაიღვიძებს
963,aufstehen::V,тору,ადგება
964,sich erholen::V,ял алу,დაისვენებს
965,sich erholen::V,истирахәт итү,დაისვენებს
966,krank werden::V,чирләү,ავად გახდება
967,krank sein::V,чирләү,ავადმყოფობს
968,schmerzen::V,авырту,სტკივა
969,husten::V,ютәлләү,ახველებს
970,genesen::V,савыгу,მორჩება
971,genesen::V,сәламәтләнү,მორჩება
972,sterben::V,үлү,კვდება
973,sterben::V,дөнья кую,კვდება
974,sterben::V,вафат булу,კვდება
975,umkommen::V,үлү,დაიღუპება
976,sich bewegen::V,йөрү,იძვრის
977,sich bewegen::V,йөрү,მოძრაობს
978,sich rühren::V,кыймылдау,გაინძრევა
979,sich erheben::V,басу,ადგება
980,sich setzen::V,утыру,დაჯდება
981,hinfallen::V,егылу,დაეცემა
982,laufen::V,җәяүләү,დადის
983,schreiten::V,атлау,აბიჯებს
984,spazierengehen::V,йөрү,დასეირნობს
985,spazierengehen::V,йөргенү,დასეირნობს
986,eilen::V,ашыгу,მიიჩქარის
987,sich beeilen::V,ашыгу,აჩქარდება
988,sich beeilen::V,кызулау,აჩქარდება
989,sausen::V,җилдерү,მიქრის
990,rennen::V,йөгерү,დარბის
991,springen::V,сикерү,ხტის
992,klettern::V,үрмәләү,ძვრება
993,schaukeln::V,атыну,ქანაობს
994,kriechen::V,шуышу,დაბობღავს
995,kriechen::V,үрмәләү,დაბობღავს
996,schwimmen::V,йөзү,ცურავს
997,tauchen::V,чуму,ჩაიძირება
998,rudern::V,ишү,ნიჩაბს უსვამს
999,fahren::V,бару,დადის
1000,fahren::V,бару,მგზავრობს
1001,fliegen::V,очу,იფრენს
1002,fliegen::V,очу,გაფრინდება
1003,gehen::V,йөрү,მიდის
1004,weggehen::V,китү,წამოდის
1005,abfahren::V,кузгалу,მიემგზავრება
1006,anhalten::V,тукталу,ჩერდება
1007,hineingehen::V,инү,შედის
1008,eintreten::V,инү,შედის
1009,kommen::V,килү,მოდის
1010,ankommen::V,бару,ჩადის
1011,zurückkommen::V,кире кайту,დაბრუნდება
1012,bleiben::V,калу,დარჩება
1013,warten::V,көтү,ელოდება
1014,erwarten::V,көтү,ელის
1015,erwarten::V,көтү,დაიცდის
1016,suchen::V,эзләү,ეძებს
1017,suchen::V,эзләү,მოძებნის
1018,finden::V,табу,მიაგნებს
1019,finden::V,табу,გამოძებნის
1020,versuchen::V,маташу,ცდის
1021,versuchen::V,маташу,ცდილობს
1022,vorbereiten::V,хәзерләү,მოამზადებს
1023,lieben::V,сөю,უყვარს
1024,lieben::V,ярату,უყვარს
1025,mögen::V,өнәү,ეტრფის
1026,lachen::V,көлү,იცინის
1027,rühren::V,дулкынландыру,გულს აუჩუყებს
1028,weinen::V,елау,ტირის
1029,schimpfen::V,сүгү,შეიგინება
1030,schimpfen::V,сүгенү,შეიგინება
1031,sich ärgern::V,ачулану,გაბრაზობს
1032,sich fürchten::V,курку,შიშობს
1033,fürchten::V,калтырау,ფრთხილობს
1034,fürchten::V,калтырану,ფრთხილობს
1035,fliehen::V,арка бирү,გაიქცევა
1036,flüchten::V,качу,გაიქცევა
1037,sehen::V,күрү,ხედავს
1038,anschauen::V,карау,ნახავს
1039,ansehen::V,карау,უყურებს
1040,ansehen::V,күзәтү,უყურებს
1041,hören::V,ишетү,ისმენს
1042,zuhören::V,тыңлау,მოისმენს
1043,probieren::V,тату,გასინჯავს
1044,riechen::V,иснәү,ყნოსავს
1045,fühlen::V,тою,გრძნობს
1046,fühlen::V,сизү,გრძნობს
1047,scheinen::V,күренү,ეჩვენება
1048,zu sehen sein::V,күренү,მოჩანს
1049,vernehmen::V,ишетү,გაიგებს
1050,frieren::V,өшү,იყინება
1051,frieren::V,күшегү,იყინება
1052,tun::V,итү,აკეთებს
1053,können::V,алу,შეიძლება
1054,wollen::V,теләү,უნდა
1055,anfangen::V,керешү,დაიწყებს
1056,beenden::V,бетерү,ამთავრებს
1057,beenden::V,тәмамлау,ამთავრებს
1058,aufhören::V,бетү,შეწყვეტს
1059,gelingen::V,уңу,მოახერხებს
1060,geraten::V,сабышу,გამოდის
1061,öffnen::V,ачу,გახსნის
1062,schließen::V,ябу,ხურავს
1063,schließen::V,ябу,დაკეტავს
1064,stellen::V,кую,დადგამს
1065,setzen::V,утырту,დასვამს
1066,legen::V,яткыру,დადებს
1067,berühren::V,тию,შეახებს
1068,berühren::V,тию,მიაკარებს
1069,verbinden::V,ялгау,შეაერთებს
1070,bedecken::V,өрту,გადააფარებს
1071,bedecken::V,каплау,გადააფარებს
1072,bedecken::V,томалау,გადააფარებს
1073,aufhängen::V,асу,დაკიდებს
1074,anzünden::V,кабызу,დაანთებს
1075,anzünden::V,кабызу,მოუკიდებს
1076,aufheben::V,күтәрү,აიღებს
1077,aufheben::V,күтәрү,აიყვანს
1078,zurücklassen::V,калдыру,დატოვებს
1079,verlieren::V,югалту,დაკარგავს
1080,fallen lassen::V,төшерү,გაუვარდება
1081,machen::V,ясау,გააკეთებს
1082,machen::V,ясау,გამოიწვევს
1083,machen::V,эшләү,გააკეთებს
1084,machen::V,эшләү,გამოიწვევს
1085,herstellen::V,ясау,დაამზადებს
1086,bauen::V,кору,ააშენებს
1087,reparieren::V,төзәтү,შეაკეთებს
1088,reparieren::V,төзәтү,გაარემონტებს
1089,verbessern::V,яхшырту,გამოაკეთებს
1090,verbessern::V,яхшырту,გააუმჯობესებს
1091,ändern::V,үзгәртү,შეცვლის
1092,graben::V,казу,თხრის
1093,beugen::V,ию,ხრის
1094,biegen::V,бөгү,გაღუნავს
1095,drehen::V,бору,ატრიალებს
1096,drehen::V,бөтерү,ატრიალებს
1097,wenden::V,бору,მოაბრუნებს
1098,umdrehen::V,түнтәрү,შეატრიალებს
1099,heben::V,күтәрү,ასწევს
1100,hochheben::V,күтәрү,აიყვანს
1101,ergreifen::V,эләктерү,სტაცებს
1102,halten::V,тоту,უჭირავს
1103,drücken::V,кысу,დააწვება
1104,schieben::V,кузгату,მისწევს
1105,kratzen::V,тырнау,მოფხანს
1106,lecken::V,ялау,ლოკავს
1107,beißen::V,тешләү,უკბენს
1108,abreißen::V,өзү,გლეჯს
1109,abreißen::V,өзү,მოწყვეტს
1110,abschneiden::V,кыю,გაჭრის
1111,abschneiden::V,кисү,გაჭრის
1112,binden::V,бәйләү,შეკრავს
1113,binden::V,бәйләү,გადააბამს
1114,stecken::V,төртү,ჩაასობს
1115,stecken::V,тыгу,ჩაასობს
1116,brechen::V,сындыру,მოიტეხს
1117,klopfen::V,шаку,აკაკუნებს
1118,klopfen::V,шакылдау,აკაკუნებს
1119,hauen::V,кыйнау,ლეწავს
1120,kleben::V,ябыштыру,წებავს
1121,kleben::V,ябыштыру,დააწებებს
1122,reiben::V,ышку,დაზელს
1123,streichen::V,ягу,უსვამს
1124,schleifen::V,кайрау,ლესავს
1125,schneiden::V,кисү,გაჭრის
1126,rütteln::V,селкетү,არხევს
1127,schütteln::V,селкетү,არყევს
1128,schütteln::V,селкетү,ანძრევს
1129,schwenken::V,болгау,აქნევს
1130,schütten::V,кою,ღვრის
1131,schütten::V,кою,დააქცევს
1132,füllen::V,тутыру,გაავსებს
1133,einwickeln::V,төрү,შეახვევს
1134,tragen::V,ташу,მიიტანს
1135,schleppen::V,сөйрәү,მიათრევს
1136,schleppen::V,өстерәү,მიათრევს
1137,ziehen::V,тарту,წევს
1138,ziehen::V,тарту,ათრევს
1139,aufbewahren::V,саклау,შეინახავს
1140,werfen::V,ыргыту,ისვრის
1141,fangen::V,тоту,დაიჭერს
1142,packen::V,эләктерү,სტაცებს
1143,verstecken::V,яшерү,მალავს
1144,teilen::V,бүлү,დაყოფს
1145,schicken::V,җибәрү,გაგზავნის
1146,bringen::V,китерү,მოიტანს
1147,hinzufügen::V,өстәү,დაამატებს
1148,bekommen::V,алу,ამოიღებს
1149,erhalten::V,алу,იღებს
1150,nehmen::V,алу,აიღებს
1151,wählen::V,сайлау,გადაარჩევს
1152,auswählen::V,сайлау,ამოარჩევს
1153,bewahren::V,саклау,ინარჩუნებს
1154,behindern::V,комачаулау,აბრკოლებს
1155,behindern::V,комачаулау,გააძნელებს
1156,verderben::V,бозу,გააფუჭებს
1157,beschädigen::V,бозу,დააზიანებს
1158,zerbrechen::V,вату,დაამტვრევს
1159,zerreißen::V,өзү,გახევს
1160,zerreißen::V,ерту,გახევს
1161,zerstören::V,җимерү,მოსპობს
1162,zerstören::V,җимерү,დაანგრევს
1163,verbrennen::V,яндыру,დაწვავს
1164,verbrennen::V,көйдерү,დაწვავს
1165,geben::V,бирү,აძლევს
1166,reichen::V,тапшыру,მიაწოდებს
1167,schenken::V,бүләкләү,აჩუქებს
1168,versprechen::V,вәгъдә бирү,აღუთქვამს
1169,wünschen::V,котлау,უსურვებს
1170,loben::V,мактау,აქებს
1171,loben::V,мактау,ამკობს
1172,küssen::V,үбү,აკოცებს
1173,wiegen::V,тирбәтү,არხევს
1174,zudecken::V,ябу,გადახურავს
1175,zudecken::V,бөркәү,გადახურავს
1176,wecken::V,уяту,გააღვიძებს
1177,zeigen::V,күрсәтү,დაანახვებს
1178,führen::V,йөртү,მიჰყავს
1179,lehren::V,өйрәтү,ასწავლის
1180,unterrichten::V,укыту,ასწავლის
1181,aufziehen::V,асрау,აღზრდის
1182,leiten::V,җитәкләү,აწარმოებს
1183,leiten::V,җитәкләү,ხელმძღვანელობს
1184,antreiben::V,куалау,დააჩქარებს
1185,antreiben::V,әйдәләү,დააჩქარებს
1186,antreiben::V,ашыктыру,დააჩქარებს
1187,lassen::V,мәҗбүр итү,ა--ინებს
1188,einladen::V,чакыру,მოიპატიჟებს
1189,vereinigen::V,берләштерү,შეაერთებს
1190,besuchen::V,керешү,სანახავად მიდის
1191,treffen::V,очрату,შეხვდება
1192,sich versammeln::V,җыелышу,შეიკრიბება
1193,spielen::V,уйнау,ეთამაშება
1194,singen::V,җырлау,მღერის
1195,tanzen::V,бию,ცეკვავს
1196,sich trennen::V,аерылу,მოშორდება
1197,sich trennen::V,ташлашу,მოშორდება
1198,verlassen::V,ташлау,მიატოვებს
1199,verlassen::V,калдыру,მიატოვებს
1200,retten::V,коткару,იხსნის
1201,retten::V,коткару,გადაარჩენს
1202,bewachen::V,каравыллау,დარაჯობს
1203,bewachen::V,каравыллау,უთვალთვალებს
1204,schützen::V,ышыклау,დაიფარავს
1205,verteidigen::V,яклау,დაიცავს
1206,verteidigen::V,саклау,დაიცავს
1207,sich schlagen::V,сугышу,იჩხუბებს
1208,schießen::V,ату,ისვრის
1209,siegen::V,җиңү,გაიმარჯვებს
1210,ärgern::V,ачуландыру,აჯავრებს
1211,schlagen::V,ору,ცემს
1212,schlagen::V,бәрү,ცემს
1213,schlagen::V,тукмау,ცემს
1214,treten::V,тибү,პანღურს ამოჰკრავს
1215,stechen::V,кадау,სჩხვლეტს
1216,stoßen::V,этү,დაეჯახება
1217,stehlen::V,урлау,ქურდობს
1218,stehlen::V,урлау,მოიპარავს
1219,stören::V,комачаулау,შეაწუხებს
1220,belästigen::V,борчу,მობეზრდება
1221,belästigen::V,билмазалау,მობეზრდება
1222,verbergen::V,яшерү,დამალავს
1223,täuschen::V,алдату,შეცდებს
1224,betrügen::V,хәрәмләшү,მოატყუებს
1225,töten::V,үтерү,მოკლავს
1226,wohnen::V,яшәү,ცხოვრობს
1227,wohnen::V,яшәү,ბინადრობს
1228,arbeiten::V,эшләү,მუშაობს
1229,sammeln::V,туплау,შეკრებს
1230,pflücken::V,өзү,კრეფს
1231,jagen::V,аулау,ნადირობს
1232,fischen::V,балык тоту,თევზაობს
1233,fassen::V,тоту,დააჭერს
1234,hüten::V,көтү,მწყემსავს
1235,treiben::V,куалау,მიერეკება
1236,anbinden::V,бәйләү,მიაბამს
1237,füttern::V,туйдыру,აჭმევს
1238,melken::V,саву,წველის
1239,hacken::V,чабу,კეპავს
1240,gießen::V,сугару,რწყავს
1241,reifen::V,җитешү,მწიფდება
1242,zubereiten::V,пешеренү,მოამზადებს
1243,kochen::V,пешерү,მოხარშავს
1244,kochen::V,кайнату,მოხარშავს
1245,backen::V,пешерү,გამოაცხობს
1246,braten::V,куыру,შეწვავს
1247,braten::V,кыздыру,შეწვავს
1248,umrühren::V,бутау,შეურევს
1249,umrühren::V,бутау,გათქვეფს
1250,umrühren::V,болгату,შეურევს
1251,umrühren::V,болгату,გათქვეფს
1252,stricken::V,бәйләү,ქსოვს
1253,nähen::V,тегү,გაკერავს
1254,färben::V,ману,შეღებავს
1255,reinigen::V,чистарту,გაწმენდს
1256,reinigen::V,чистарту,გასუფთავებს
1257,waschen::V,юу,გარეცხავს
1258,abwischen::V,сөртү,წაშლის
1259,spülen::V,чайкау,გაავლებს
1260,fegen::V,себерү,დაბლანდავს
1261,kehren::V,себерү,დაგვის
1262,baden::V,коену,ბანაობს
1263,sich waschen::V,юыну,იბანება
1264,ausziehen::V,чишенү,გაიხდის
1265,anziehen::V,кию,ჩაიცვამს
1266,sich anziehen::V,киенү,ჩაიცვამს
1267,kämmen::V,тарау,დავარცხნის
1268,schmücken::V,бизәү,მორთავს
1269,schmücken::V,бизәкләү,მორთავს
1270,sagen::V,дию,იტყვის
1271,sagen::V,әйтү,იტყვის
1272,sprechen::V,сөйләү,ლაპარაკობს
1273,sprechen::V,сөйләшү,ლაპარაკობს
1274,reden::V,сөйләү,საუბრობს
1275,sich unterhalten::V,сөйләшү,ბაასობს
1276,sich unterhalten::V,сөйләшү,მუსაიფობს
1277,fragen::V,сорау,ჰკითხავს
1278,fragen::V,сорашу,ჰკითხავს
1279,bitten::V,үтенү,სთხოვს
1280,erzählen::V,сөйләү,მოუთხრობს
1281,mitteilen::V,белдерү,აუწყებს
1282,mitteilen::V,белдерү,აცნობებს
1283,nennen::V,дию,უწოდებს
1284,rufen::V,дәшү,დაუძახებს
1285,prahlen::V,мактану,ტრაბახობს
1286,prahlen::V,шапырыну,ტრაბახობს
1287,übersetzen::V,күчерү,გადათარგმნის
1288,denken::V,уйлау,ფიქრობს
1289,denken::V,уйлау,აზროვნებს
1290,glauben::V,инану,სჯერა
1291,bemerken::V,искәрү,შენიშვნავს
1292,erkennen::V,тану,გამოიცნობს
1293,begreifen::V,аңлау,გაიგებს
1294,begreifen::V,төшенү,გაიგებს
1295,verstehen::V,аңлау,გაიგონებს
1296,verstehen::V,төшенү,გაიგონებს
1297,lernen::V,уку,ისწავლის
1298,lernen::V,өйрәнү,ისწავლის
1299,wissen::V,белү,ეცოდინება
1300,sich erinnern an::V,хәтерләү,მოიგონებს
1301,sich erinnern an::V,хәтерләү,გაიხსენებს
1302,vergessen::V,оныту,ივიწყებს
1303,messen::V,үлчәү,ზომავს
1304,zählen::V,санау,ითვლის
1305,rechnen::V,исәпләү,გაიანგარიშებს
1306,lesen::V,уку,კითხულობს
1307,malen::V,рәсем ясау,ხატავს
1308,malen::V,сурәт ясау,ხატავს
1309,malen::V,сурәтләү,ხატავს
1310,zeichnen::V,язу-сызу,ხაზავს
1311,zeichnen::V,сурәт ясау,ხაზავს
1312,schreiben::V,язу,დაწერს
1313,besitzen::V,биләү,ექნება
1314,kaufen::V,алу,ყიდულობს
1315,verkaufen::V,сату,გაყიდის
1316,bezahlen::V,түләү,გადაიხდის
1317,zahlen::V,түләү,გადაიხდის
1318,beherrschen::V,ия булу,ფლობს
1319,ertragen::V,чыдау,მოითმენს
