,Concept_ID,cs,ab
738,einmal::ADV,jednou,зны
739,manchmal::ADV,někdy,зны-зынла
740,oft::ADV,často,лассы-лассы
741,immer::ADV,vždy,енагь
742,immer::ADV,vždy,еснагь
743,immer::ADV,stále,енагь
744,immer::ADV,stále,еснагь
745,niemals::ADV,nikdy,ианакəызаалак
746,hier::ADV,zde,ара
747,hier::ADV,zde,абра
748,hier::ADV,zde,араҟа
749,hier::ADV,tady,ара
750,hier::ADV,tady,абра
751,hier::ADV,tady,араҟа
752,hierhin::ADV,sem,ара
753,hierhin::ADV,sem,араҟа
754,von hier::ADV,odtud,арантә
755,dort::ADV,tam,уа
756,dorthin::ADV,tam,уахь
757,dorthin::ADV,tam,анахь
758,geradeaus::ADV,rovně,ишиашоу
759,vorwärts::ADV,kupředu,ҕхьаҟа
760,rückwärts::ADV,zpět,шьҭахьла
761,zurück::ADV,zpět,шьҭахьҟа
762,zurück::ADV,nazpět,шьҭахьҟа
763,unten::ADV,dole,лбаа
764,hinab::ADV,dolů,алада
765,oben::ADV,nahoře,хыхь
766,oben::ADV,navrchu,хыхь
767,hinauf::ADV,nahoru,аҩада
768,überall::ADV,všude,зегьынцьара
769,nicht::ADV,ne,-м
770,ein wenig::ADV,trochu,ҕыҭк
771,kaum::ADV,sotva,аарлаҳәа
772,kaum::ADV,sotva,афергьҳәа
773,sehr::ADV,velmi,даара
774,sehr::ADV,velice,даара
775,so::ADV,tak,ас
776,so::ADV,tak,абас
777,so::ADV,takto,ас
778,so::ADV,takto,абас
779,noch::ADV,ještě,макьана
780,nur::ADV,jen,заҵәык
781,nur::ADV,jenom,заҵәык
782,schon::ADV,už,уажәшьҭа
783,schon::ADV,už,аиҳа ипоу
784,schon::ADV,již,уажәшьҭа
785,schon::ADV,již,аиҳа ипоу
786,wieder::ADV,zase,ҿыц
787,wieder::ADV,zase,дырҩегь
788,wieder::ADV,zase,дырҩегьых
789,vergebens::ADV,marně,баша
790,vor::PRP,před,аҕхьа
791,hinter::PRP,za,нхыҵ
792,unter::PRP,pod,амҵа
793,unter::PRP,pod,амҵан
794,durch::PRP,skrz,
795,neben::PRP,vedle,ааигуара
796,zwischen::PRP,mezi,абжьара
797,wegen::PRP,pro,-иззы
798,wegen::PRP,pro,-ҟнытә
799,dies::PRN,toto,ари
800,dies::PRN,toto,абри
801,dies::PRN,tohle,ари
802,dies::PRN,tohle,абри
803,das::PRN,to,Абни
804,das::PRN,to,убри
805,alles::PRN,všechno,зегьы
806,ich::PRN,já,са
807,ich::PRN,já,сара
808,du::PRN,ty,бара
809,er::PRN,on,иара
810,wir::PRN,my,ҳара
811,ihr::PRN,vy,шәара
812,sie::PRN,oni,дара
813,was::FPRN,co,
814,wer::FPRN,kdo,дарбан
815,wo::FADV,kde,иабыкуу
816,wo::FADV,kde,аба-
817,wo::FADV,kde,ахь-
818,wohin::FADV,kam,иабыкуу
819,wohin::FADV,kam,аба-
820,wohin::FADV,kam,ахь-
821,wie::FADV,jak,-шҕа
822,warum::FADV,proč,избан
823,wieviel::FNUM,kolik,заҟа
824,eins::NUM,jeden,акы
825,eins::NUM,jeden,аӡәы
826,zwei::NUM,dva,ҩба
827,drei::NUM,tři,хҕа
828,vier::NUM,čtyři,ҕшьба
829,fünf::NUM,pět,хəба
830,sechs::NUM,šest,фба
831,sieben::NUM,sedm,Бжьба
832,acht::NUM,osm,ааба
833,neun::NUM,devět,жәба
834,zehn::NUM,deset,жәаба
835,elf::NUM,jedenáct,жәеизатәи
836,zwölf::NUM,dvanáct,жәаҩа
837,zwanzig::NUM,dvacet,ҩажәа
838,dreißig::NUM,třicet,ҩажәижәабатәи
839,vierzig::NUM,čtyřicet,ҩынҩажәа
840,fünfzig::NUM,padesát,ҩынҩажәеижәаба
841,sechzig::NUM,šedesát,хынҩажәа
842,siebzig::NUM,sedmdesát,хынҩажәижәаба
843,achtzig::NUM,osmdesát,ҕшьынҩажәа
844,neunzig::NUM,devadesát,ҕшьынҩажәижәаба
845,hundert::NUM,sto,шәкы
846,tausend::NUM,tisíc,зқьы
847,und::CNJ,a,-и
848,oder::CNJ,nebo,ма
849,stehen::V,stát,агылазаара
850,sitzen::V,sedět,атəара
851,sitzen::V,sedět,атəа(заа)ра
852,liegen::V,ležet,аиара
853,hängen::V,viset,акнаҳара
854,werden::V,stát se,аҟалара
855,passieren::V,stát se,аҟалара
856,beginnen::V,počít,алагара
857,enden::V,končit,алгара
858,enden::V,skončit,алгара
859,wechseln::V,měnit se,аҽыҧсахра
860,aufgehen[Sonne]::V,vyjít,агылара
861,aufgehen[Sonne]::V,vyjít,ахашлара
862,aufgehen[Sonne]::V,vyjít,аҩаҵхахара
863,untergehen[Sonne]::V,zapadnout,аҭашəара
864,scheinen[Sonne]::V,svítit,акаҧхара
865,donnern::V,hřmět,адыдра
866,wehen::V,vát,асра
867,wehen::V,vanout,асра
868,strömen::V,proudit,акаҭəара
869,fließen::V,téct,ацара
870,sich drehen::V,točit se,ахагьежьра
871,schwanken::V,kolísat,аҵысра
872,schwanken::V,houpat se,аҵысра
873,schwingen::V,kývat se,ахызазара
874,schwingen::V,kývat se,акьаандара
875,fallen::V,padat,акаҳара
876,brennen::V,hořet,абылра
877,rauchen::V,kouřit,ахылҵра
878,regnen::V,pršet,аура
879,gefrieren::V,zamrznout,аҵаара
880,tauen::V,tát,аӡҭра
881,schmelzen::V,tavit,ақəӡыҭра
882,schmelzen::V,tavit,аҭəара
883,trocknen::V,schnout,абара
884,sieden::V,vřít,ашра
885,faulen::V,hnít,абаара
886,verfaulen::V,shnít,абаара
887,verfaulen::V,shnít,аилашра
888,reißen::V,roztrhat se,аҧжəара
889,versinken::V,topit se,аӡааҟəрылара
890,versinken::V,ponořit se,аӡааҟəрылара
891,vergehen::V,plynout,ацара
892,erscheinen::V,objevit se,ацəырҵра
893,verschwinden::V,zmizet,аҵашəкəара
894,sinken::V,klesat,атəара
895,sinken::V,klesat,алаҟəра
896,abnehmen::V,ubýt,ацӡаара
897,abnehmen::V,ubýt,аиҵалара
898,zunehmen::V,přibýt,аҽырҭбаара
899,zunehmen::V,přibýt,аиҵыҵра
900,zunehmen::V,přibýt,арацəахара
901,steigen::V,stoupat,азҳара
902,steigen::V,stoupat,ашьҭыҵра
903,steigen::V,stoupat,адухара
904,steigen::V,stoupat,ацлара
905,wachsen::V,růst,азҳара
906,glänzen::V,lesknout se,ацыр-цырра
907,glänzen::V,lesknout se,ацыҩ-цыҩра
908,glänzen::V,lesknout se,аказказра
909,funkeln::V,jiskřit se,ашап-шапра
910,funkeln::V,jiskřit se,ацым-цымра
911,lärmen::V,dělat hluk,ашьҭыбжьгара
912,lärmen::V,dělat hluk,аҕьҕьаҳәа аилалара
913,läuten::V,zvonit,аҵəҵəасра
914,klingeln::V,zvonit,аҵəҵəасра
915,klirren::V,řinčet,ахьархьарра
916,klirren::V,řinčet,архьархьарра
917,brausen::V,hučet,аилаҽҽара
918,brausen::V,hučet,еилашуера
919,rauschen::V,šumět,
920,klingen::V,znít,агара
921,klingen::V,znít,ашьҭыбжь гара
922,bellen::V,štěkat,ашра
923,heulen::V,výt,ауура
924,blasen::V,foukat,аҭəҳəара
925,pfeifen::V,pískat,ашəшəра
926,schreien::V,křičet,аҳəҳəара
927,schreien::V,křičet,ахəаара
928,schreien::V,křičet,аҟаара
929,stöhnen::V,sténat,ақьра
930,zittern::V,třást se,аҵыс-ҵысра
931,leben::V,žít,аҟазаара
932,geboren werden::V,rodit se,Аира
933,atmen::V,dýchat,аҕсыҕ лагаҩагара
934,trinken::V,pít,ажəра
935,essen::V,jíst,акрыфара
936,schlucken::V,polykat,албаадара
937,müde werden::V,unavit se,ааҕсара
938,einschlafen::V,usnout,ацəара
939,schlafen::V,spát,ацəазаара
940,aufwachen::V,probudit se,аҿыхара
941,aufstehen::V,vstát,Агəылҵра
942,sich erholen::V,zotavovat se,аҧсшьара
943,krank werden::V,onemocnět,ачмазаҩхара
944,krank sein::V,být nemocný,аҳəарҧсарра
945,schmerzen::V,bolet,ахьра
946,husten::V,kašlat,аимҳәара
947,genesen::V,uzdravit se,абзиахара
948,genesen::V,uzdravit se,аӷəӷəахара
949,sterben::V,umřít,аҧсра
950,umkommen::V,zahynout,аҭахара
951,sich bewegen::V,pohnout se,аиҭаҵра
952,sich rühren::V,hnout se,ақəацара
953,sich erheben::V,zdvihnout se,аҩагылара
954,sich setzen::V,posadit se,атəара
955,hinfallen::V,upadnout,акаҳара
956,laufen::V,běžet,аныҟəара
957,schreiten::V,kráčet,ашьаҿа еихгара
958,spazierengehen::V,procházet se,анеи-ааира
959,eilen::V,spěchat,аццакра
960,sich beeilen::V,pospíšit si,аццакра
961,sausen::V,fičet,аҧырра
962,sausen::V,fičet,иҭрысны
963,sausen::V,fičet,ишьҭҟьаны ацара
964,rennen::V,pádit,аҩра
965,springen::V,skákat,аҧара
966,klettern::V,lézt,ақəлара
967,klettern::V,šplhat,ақəлара
968,schaukeln::V,houpat,аҟəараҟəанҽара
969,kriechen::V,lézt,аҳəазара
970,kriechen::V,plazit se,аҳəазара
971,schwimmen::V,plavat,аӡсара
972,tauchen::V,nořit se,ахəӡааҵəира
973,rudern::V,veslovat,аҵшьра
974,fahren::V,jet,акала
975,fahren::V,jezdit,акала
976,fliegen::V,létat,аҧырра
977,gehen::V,jít,аиҭаҵра
978,weggehen::V,odejít,ацара
979,abfahren::V,odjet,адəықəлара
980,abfahren::V,odjet,ацара
981,anhalten::V,zastavit se,ааныргылара
982,hineingehen::V,vcházet se,аҭалара
983,eintreten::V,vstoupit,аҩналара
984,kommen::V,přijít,аара
985,kommen::V,přijít,ааира
986,ankommen::V,dojít,ааира
987,ankommen::V,dojít,аара
988,ankommen::V,dojít,анеира
989,zurückkommen::V,vrátit se,азыхынҳəра
990,bleiben::V,zůstat,аанхара
991,bleiben::V,zůstat,анхара
992,bleiben::V,zůstat,аангылара
993,warten::V,čekat,азҧшзаара
994,erwarten::V,čekat na,азҧшра
995,suchen::V,hledat,ашьҭазаара
996,finden::V,najít,аҧшаара
997,versuchen::V,zkoušet,аҽазкра
998,vorbereiten::V,připravit,армазеира
999,lieben::V,milovat,абзиабара
1000,mögen::V,mít rád,агəаҧхара
1001,lachen::V,smát se,аччара
1002,rühren::V,dojmout,арҵəуара
1003,weinen::V,plakat,аҵəуара
1004,schimpfen::V,nadávat,ацəҳара
1005,sich ärgern::V,pohoršit se,агəаара
1006,sich fürchten::V,bát se,аӡыӡара
1007,fürchten::V,bát se,ацəшəара
1008,fliehen::V,utéct,абналара
1009,fliehen::V,utéct,ацəцара
1010,flüchten::V,prchnout,абналара
1011,flüchten::V,prchnout,ацəцара
1012,sehen::V,vidět,абара
1013,anschauen::V,podívat se na,ахəаҧшра
1014,ansehen::V,sledovat,ахəаҧшра
1015,hören::V,slyšet,аҳара
1016,zuhören::V,poslouchat,азыӡырҩра
1017,probieren::V,ochutnávat,аҧышəара
1018,riechen::V,cítit,афыҩра
1019,fühlen::V,cítit,анырра
1020,fühlen::V,cítit,ацәакырра
1021,scheinen::V,zdát se,шәа
1022,scheinen::V,zdát se,аацәырҵа
1023,zu sehen sein::V,moci být viděn,
1024,vernehmen::V,uslyšet,аҳара
1025,frieren::V,mrznout,ашəра
1026,frieren::V,mrznout,аҵаара
1027,tun::V,dělat,аҟаҵара
1028,können::V,moct,алшара
1029,wollen::V,chtít,аҭахра
1030,anfangen::V,začít,алагара
1031,beenden::V,ukončit,алгара
1032,aufhören::V,přestat,аҟəыҵра
1033,gelingen::V,podařit se,аура
1034,gelingen::V,podařit se,аманшəалахара
1035,gelingen::V,podařit se,алҵра
1036,geraten::V,dařit se,нзаарын
1037,öffnen::V,otevřít,аартра
1038,schließen::V,zavřít,аркра
1039,stellen::V,postavit,аргылара
1040,setzen::V,posadit,артəара
1041,legen::V,klást,ақəҵара
1042,legen::V,položit,ақəҵара
1043,berühren::V,dotýkat se,акьысра
1044,berühren::V,dotýkat se,алакьысра
1045,verbinden::V,spojit,аҿаҳəара
1046,bedecken::V,pokrýt,ақəршəра
1047,aufhängen::V,oběsit,акнаҳара
1048,aufhängen::V,pověsit,акнаҳара
1049,anzünden::V,zapálit,аркра
1050,anzünden::V,podpálit,аркра
1051,aufheben::V,zvednout,ашьҭыхра
1052,aufheben::V,zdvihnout,ашьҭыхра
1053,zurücklassen::V,zanechat,аныжьра
1054,verlieren::V,ztratit,ацəыӡра
1055,fallen lassen::V,upustit,ацəкаҳара
1056,machen::V,udělat,ачаҧара
1057,herstellen::V,vyrobit,аиҵдара
1058,bauen::V,stavět,аргылара
1059,bauen::V,budovat,аргылара
1060,reparieren::V,opravit,арҽеира
1061,verbessern::V,zlepšit,аиҕьтəра
1062,ändern::V,změnit,аҧсахра
1063,graben::V,rýt,ажра
1064,graben::V,kopat,ажра
1065,beugen::V,ohnout,арҟəра
1066,beugen::V,ohnout,архəара
1067,biegen::V,ohnout,арҟəра
1068,biegen::V,ohnout,архəара
1069,drehen::V,točit,аргьежьра
1070,wenden::V,obrátit,
1071,umdrehen::V,obrátit,аарҳәра
1072,heben::V,zdvihnout,аҩахара
1073,heben::V,zdvihnout,араҳара
1074,hochheben::V,zvednout,ахагалара
1075,hochheben::V,zvednout,ашьҭҳəара
1076,ergreifen::V,chopit se,
1077,halten::V,držet,акра
1078,drücken::V,stisknout,ақəрӷəӷəара
1079,schieben::V,posouvat,аҵгəара
1080,schieben::V,posouvat,агəара
1081,kratzen::V,škrábat,ацəҟьара
1082,lecken::V,lízat,арбзара
1083,beißen::V,kousat,ацҳара
1084,abreißen::V,utrhat,амжəара
1085,abreißen::V,odtrhat,амжəара
1086,abschneiden::V,uřezat,ахҵəара
1087,abschneiden::V,uřezat,аҿахҵəара
1088,abschneiden::V,ukrojit,ахҵəара
1089,abschneiden::V,ukrojit,аҿахҵəара
1090,binden::V,přivázat,аҿаҳəара
1091,stecken::V,strčit,алаҵара
1092,brechen::V,lomit,аҧҵəара
1093,klopfen::V,ťukat,асра
1094,klopfen::V,klepat,асра
1095,hauen::V,bít,ақəкшара
1096,kleben::V,lepit,аҷабра
1097,reiben::V,třít,арҟəыҷра
1098,streichen::V,mazat,ахьшьра
1099,schleifen::V,brousit,ахра
1100,schneiden::V,řezat,аҧҟара
1101,schneiden::V,střihat,аҧҟара
1102,rütteln::V,třást,арҵысра
1103,rütteln::V,otřást,арҵысра
1104,schütteln::V,třást,аршəшəара
1105,schütteln::V,zatřást,аршəшəара
1106,schwenken::V,mávat,аҟьара
1107,schütten::V,nasypat,аҭаҭəара
1108,füllen::V,naplnit,арҭəра
1109,einwickeln::V,zavinout,алаҳəара
1110,tragen::V,nést,аҩагара
1111,schleppen::V,vléct,арҳəазара
1112,ziehen::V,tahat,ахара
1113,ziehen::V,táhnout,ахара
1114,aufbewahren::V,schovat,аҵəахра
1115,werfen::V,házet,аршəра
1116,fangen::V,chytat,акра
1117,packen::V,uchvátit,анкра
1118,packen::V,uchvátit,аҵкаара
1119,verstecken::V,schovat,аҵəахра
1120,teilen::V,rozdělit,ашара
1121,schicken::V,posílat,ашьҭра
1122,bringen::V,přinést,аагара
1123,hinzufügen::V,připojit,ацҵара
1124,bekommen::V,dostat,аҧшаара
1125,bekommen::V,dostat,архиара
1126,bekommen::V,dostat,аура
1127,erhalten::V,uchovat,аиура
1128,nehmen::V,vzít,агара
1129,wählen::V,zvolit,алҧшаара
1130,auswählen::V,vybrat,алхра
1131,bewahren::V,uchránit,
1132,behindern::V,překážet,аҧырхагахара
1133,verderben::V,zkazit,алгара
1134,verderben::V,zkazit,абжьыхра
1135,verderben::V,zkazit,аҧхасҭатəра
1136,beschädigen::V,porušit,аҧхасҭатəра
1137,beschädigen::V,poškodit,аҧхасҭатəра
1138,zerbrechen::V,rozlámat,аҧҽра
1139,zerreißen::V,roztrhnout,аҧжəара
1140,zerstören::V,zničit,аилаҧыххаара
1141,verbrennen::V,spálit,абылра
1142,geben::V,dát,аҭара
1143,reichen::V,podat,аҭара
1144,schenken::V,darovat,аҩгара
1145,versprechen::V,slíbit,ақəргəыӷра
1146,wünschen::V,přát,
1147,loben::V,chválit,арҽхəара
1148,küssen::V,líbat,агəӡра
1149,wiegen::V,chovat,
1150,wiegen::V,kolébat,
1151,zudecken::V,přikrýt,аҵахҩара
1152,zudecken::V,přikrýt,ақəршəра
1153,zudecken::V,přiklopit,аҵахҩара
1154,zudecken::V,přiklopit,ақəршəра
1155,wecken::V,vzbudit,арҿыхара
1156,zeigen::V,ukázat,арбара
1157,führen::V,vést,аныҟəгара
1158,lehren::V,učit,арҵара
1159,unterrichten::V,vyučovat,арҧхьара
1160,aufziehen::V,vychovat,ааӡара
1161,leiten::V,vodit,ахагылазаара
1162,antreiben::V,nutit,арццакра
1163,lassen::V,dát,арҟаҵара
1164,einladen::V,pozvat,ааҕхьара
1165,einladen::V,pozvat,анаҧхьара
1166,vereinigen::V,spojit,аилаҵара
1167,besuchen::V,návštívit,абара
1168,treffen::V,potkat,аҧылара
1169,sich versammeln::V,shromáždit se,аизара
1170,spielen::V,hrát,ахəмарра
1171,singen::V,zpívat,ашəаҳəара
1172,tanzen::V,tančit,акəашара
1173,sich trennen::V,rozejít se,аилыҵра
1174,verlassen::V,opustit,акажьра
1175,retten::V,zachránit,Аиқəрхара
1176,bewachen::V,hlídat,ахьчара
1177,schützen::V,chránit,ацəыхьчара
1178,verteidigen::V,obhájit,ахьчара
1179,sich schlagen::V,bít se,аисра
1180,schießen::V,střílet,ахысра
1181,siegen::V,zvítězit,аиааира
1182,ärgern::V,zlobit,аргəаара
1183,ärgern::V,pohoršit,аргəаара
1184,schlagen::V,udeřit,асра
1185,schlagen::V,udeřit,аҭасра
1186,schlagen::V,praštit,асра
1187,schlagen::V,praštit,аҭасра
1188,treten::V,kopnout,
1189,stechen::V,bodnout,алакшара
1190,stechen::V,píchnout,алакшара
1191,stoßen::V,strčit,агəҭасра
1192,stehlen::V,ukrást,аӡара
1193,stören::V,vyrušit,аҧырхагахара
1194,belästigen::V,obtěžovat,аргəамҵра
1195,verbergen::V,skrýt,аӡара
1196,täuschen::V,klamat,ажьара
1197,betrügen::V,podvést,ажьара
1198,töten::V,zabít,ашьра
1199,wohnen::V,bydlit,анхара
1200,arbeiten::V,pracovat,аусура
1201,sammeln::V,sebrat,аҟəшəара
1202,pflücken::V,česat,аҿыршəара
1203,pflücken::V,česat,аҿыхра
1204,jagen::V,uhonit,ашəарыцара
1205,fischen::V,chytat ryby,аҧсыӡ икуеит
1206,fassen::V,ulovit,акра
1207,hüten::V,pást,арҳəра
1208,hüten::V,pást,ахьчара
1209,treiben::V,hnát,акацара
1210,anbinden::V,přivázat,адҳəалара
1211,füttern::V,krmit,акырҿаҵара
1212,melken::V,dojit,ахьара
1213,hacken::V,seknout,аҟəаҟəара
1214,gießen::V,zalít,аҵаҭəара
1215,reifen::V,uzrát,ашəра
1216,reifen::V,uzrát,аҟалара
1217,zubereiten::V,připravit,ацура
1218,kochen::V,vařit,ажəра
1219,backen::V,péct,аӡра
1220,braten::V,smažit,аӡра
1221,umrühren::V,zamíchat,аилрыхра
1222,stricken::V,plést,аҧара
1223,nähen::V,šít,аӡахра
1224,färben::V,nabarvit,ашəра
1225,reinigen::V,očistit,арыцқьара
1226,waschen::V,mýt,аӡәӡәара
1227,abwischen::V,utřít,арбара
1228,spülen::V,spláchnout,аҭыршара
1229,fegen::V,zamést,аҧссара
1230,kehren::V,mést,
1231,baden::V,koupat se,аҽыкəабара
1232,sich waschen::V,mýt se,аҽыӡəӡəара
1233,ausziehen::V,svléct,ашəыхра
1234,anziehen::V,obléct,ашəҵара
1235,sich anziehen::V,oblékat se,аҽеилаҳəара
1236,kämmen::V,učesat,аҳəара
1237,schmücken::V,ozdobit,арҧшӡара
1238,sagen::V,říct,аҳəара
1239,sprechen::V,mluvit,ацəажəара
1240,reden::V,hovořit,ацəажəара
1241,reden::V,hovořit,аицәажәара
1242,sich unterhalten::V,povídat se,аицәажәара
1243,fragen::V,zeptat se,азҵаара
1244,bitten::V,prosit,аҳəара
1245,erzählen::V,povídat,аҳəара
1246,mitteilen::V,sdělit,азыцҳара
1247,mitteilen::V,oznámit,азыцҳара
1248,nennen::V,nazvat,ахьӡҵара
1249,rufen::V,volat,азҿыҭра
1250,rufen::V,zavolat,азҿыҭра
1251,prahlen::V,chlubit se,аҽхəара
1252,übersetzen::V,přeložit,аиҭагара
1253,denken::V,myslit,азхəыцра
1254,glauben::V,věřit,ахаҵара
1255,bemerken::V,zpozorovat,агəаҭара
1256,erkennen::V,poznat,адырра
1257,begreifen::V,pochopit,аилкаара
1258,verstehen::V,porozumět,аҳара
1259,lernen::V,učit se,аҵара
1260,wissen::V,vědět,адырра
1261,sich erinnern an::V,vzpomínat si na,агəаларшəара
1262,vergessen::V,zapomínat,ахашҭра
1263,messen::V,měřit,ашəара
1264,zählen::V,spočítat,аҧхьаӡара
1265,rechnen::V,počítat,аҳасабра
1266,lesen::V,číst,аҧхьара
1267,malen::V,malovat,
1268,zeichnen::V,rýsovat,
1269,schreiben::V,psát,
1270,besitzen::V,mít,амазаара
1271,besitzen::V,vlastnit,амазаара
1272,kaufen::V,koupit,Аахəара
1273,verkaufen::V,prodat,аҭира
1274,bezahlen::V,zaplatit,ахҭынҵара
1275,bezahlen::V,zaplatit,ашəара
1276,zahlen::V,platit,ашəара
1277,beherrschen::V,ovládat,
1278,ertragen::V,snést,ачҳара
