,Concept_ID,no,is
841,neunzig::NUM,nitti,níutíu
842,hundert::NUM,hundre,hundrað
843,tausend::NUM,tusen,þúsund
844,und::CNJ,og,og
845,oder::CNJ,eller,eða
846,stehen::V,stå,standa
847,sitzen::V,sitte,sitja
848,liegen::V,ligge,liggja
849,hängen::V,henge,hanga
850,werden::V,bli,verða
851,passieren::V,skje,gerast
852,passieren::V,hende,gerast
853,beginnen::V,begynne,byrja
854,enden::V,ende,enda
855,enden::V,ende,lykta
856,enden::V,slutte,enda
857,enden::V,slutte,lykta
858,wechseln::V,veksle,skipta
859,aufgehen[Sonne]::V,stå opp,koma upp
860,untergehen[Sonne]::V,gå ned,ganga til viðar
861,scheinen[Sonne]::V,skinne,skína
862,donnern::V,tordne,þruma
863,wehen::V,blåse,blása
864,strömen::V,strømme,streyma
865,fließen::V,flyte,fljóta
866,sich drehen::V,dreie seg,snúast
867,schwanken::V,svaie,riða
868,schwanken::V,svaie,rugga
869,schwingen::V,svinge,sveiflast
870,fallen::V,falle,falla
871,brennen::V,brenne,brenna
872,rauchen::V,ryke,reykja
873,regnen::V,regne,rigna
874,gefrieren::V,fryse,frjósa
875,tauen::V,tine,þiðna
876,schmelzen::V,smelte,bráðna
877,trocknen::V,tørre,þorna
878,sieden::V,koke,sjóða
879,faulen::V,råtne,rotna
880,verfaulen::V,råtne,rotna
881,reißen::V,briste,rifna
882,versinken::V,synke,sökkva
883,versinken::V,synke ned,sökkva
884,vergehen::V,forløpe,líða
885,erscheinen::V,synes,birtast
886,verschwinden::V,forsvinne,hverfa
887,sinken::V,synke,síga
888,abnehmen::V,avta,lækka
889,abnehmen::V,avta,minnka
890,abnehmen::V,minske,lækka
891,abnehmen::V,minske,minnka
892,zunehmen::V,tilta,aukast
893,steigen::V,stige,stíga
894,wachsen::V,gro,vaxa
895,wachsen::V,vokse,vaxa
896,glänzen::V,skinne,glóa
897,glänzen::V,skinne,glampa
898,funkeln::V,tindre,leiftra
899,lärmen::V,bråke,hafa hátt
900,läuten::V,ringe,hringja
901,klingeln::V,ringe,hringja
902,klirren::V,klirre,glamra
903,klirren::V,klirre,skrölta
904,brausen::V,bruse,ólga
905,rauschen::V,suse,suða
906,klingen::V,lyde,hljóma
907,klingen::V,klinge,hljóma
908,bellen::V,gjø,gelta
909,bellen::V,bjeffe,gelta
910,heulen::V,ule,væla
911,heulen::V,ule,ýlfra
912,blasen::V,blåse,blása
913,pfeifen::V,plystre,blístra
914,schreien::V,skrike,æpa
915,stöhnen::V,stønne,stynja
916,zittern::V,dirre,titra
917,zittern::V,dirre,skjálfa
918,zittern::V,skjelve,titra
919,zittern::V,skjelve,skjálfa
920,leben::V,leve,lifa
921,geboren werden::V,fødes,fæðast
922,atmen::V,ånde,anda
923,atmen::V,ånde,draga andann
924,atmen::V,puste,anda
925,atmen::V,puste,draga andann
926,trinken::V,drikke,drekka
927,essen::V,spise,borða
928,schlucken::V,svelge,kingja
929,müde werden::V,bli trett,þreytast
930,einschlafen::V,sovne,sofna
931,schlafen::V,sove,sofa
932,aufwachen::V,våkne,vakna
933,aufstehen::V,stå opp,fara á fætur
934,sich erholen::V,bli bra,hvíla sig
935,sich erholen::V,komme seg,hvíla sig
936,krank werden::V,bli syk,veikjast
937,krank werden::V,bli syk,verða veikur
938,krank sein::V,være syk,vera veikur
939,schmerzen::V,gjøre vondt,kenna til
940,husten::V,hoste,hósta
941,genesen::V,komme seg,batna
942,genesen::V,komme seg,frískast
943,sterben::V,dø,deyja
944,umkommen::V,omkomme,farast
945,sich bewegen::V,bevege seg,bifast
946,sich rühren::V,røre på seg,hreyfast
947,sich erheben::V,reise seg,standa upp
948,sich setzen::V,sette sig,setjast
949,hinfallen::V,falle over ende,detta
950,laufen::V,løpe,labba
951,schreiten::V,skride,ganga
952,spazierengehen::V,spasere,ganga sér til skemmtunar
953,spazierengehen::V,gå en tur,ganga sér til skemmtunar
954,eilen::V,ile,fara hratt
955,sich beeilen::V,skynde seg,flýta sér
956,sausen::V,suse,þjóta
957,rennen::V,løpe,hlaupa
958,springen::V,hoppe,stökkva
959,springen::V,springe,stökkva
960,klettern::V,klatre,klifra
961,schaukeln::V,huske,róla
962,schaukeln::V,huske,rugga
963,kriechen::V,krype,skríða
964,schwimmen::V,svømme,synda
965,tauchen::V,dykke,kafa
966,rudern::V,ro,róa
967,fahren::V,kjøre,aka
968,fahren::V,kjøre,fara
969,fliegen::V,fly,fljúga
970,gehen::V,gå,fara
971,gehen::V,gå,ganga
972,weggehen::V,gå bort,fara burt
973,weggehen::V,gå bort,ganga burt
974,abfahren::V,reise,aka burt
975,anhalten::V,stanse,stöðva
976,hineingehen::V,gå inn,ganga inn
977,eintreten::V,tre inn,koma inn
978,eintreten::V,tre inn,ganga inn
979,kommen::V,komme,koma
980,ankommen::V,ankomme,koma til
981,ankommen::V,komme til,koma til
982,zurückkommen::V,komme tilbake,koma til baka
983,bleiben::V,bli,haldast
984,bleiben::V,bli,vera kyrr
985,bleiben::V,forbli,haldast
986,bleiben::V,forbli,vera kyrr
987,warten::V,vente,bíða
988,erwarten::V,vente,búast við
989,erwarten::V,vente,eiga von á
990,suchen::V,søke,leita
991,finden::V,finne,finna
992,versuchen::V,prøve,reyna
993,versuchen::V,forsøke,reyna
994,vorbereiten::V,forberede,undirbúa
995,lieben::V,elske,elska
996,mögen::V,like,þykja gott
997,mögen::V,like,falla í geð
998,lachen::V,le,hlæja
999,rühren::V,røre,snerta
1000,weinen::V,gråte,gráta
1001,schimpfen::V,skjelle,skammast
1002,sich ärgern::V,ergre seg,sárna
1003,sich ärgern::V,ergre seg,gremjast
1004,sich fürchten::V,være redd,óttast
1005,fürchten::V,være redd for,óttast
1006,fliehen::V,rømme,flýja
1007,fliehen::V,flykte,flýja
1008,flüchten::V,flykte,strjúka
1009,sehen::V,se,sjá
1010,anschauen::V,se på,horfa á
1011,anschauen::V,betrakte,horfa á
1012,ansehen::V,anse,líta á
1013,hören::V,høre,heyra
1014,zuhören::V,tilhøre,hlusta
1015,probieren::V,smake,smakka
1016,probieren::V,smake på,smakka
1017,riechen::V,lukte,þefa
1018,fühlen::V,føle,finna til
1019,scheinen::V,se ut,virðast
1020,zu sehen sein::V,synes,vera að sjá
1021,vernehmen::V,få vite,heyra
1022,vernehmen::V,få vite,greina
1023,frieren::V,fryse,frjósa
1024,tun::V,gjøre,gera
1025,können::V,kunne,geta
1026,wollen::V,ville,ætla
1027,wollen::V,ville,vilja
1028,anfangen::V,begynne,hefja
1029,beenden::V,avslutte,enda
1030,beenden::V,avslutte,ljúka
1031,aufhören::V,slutte,lykta
1032,aufhören::V,holde opp,lykta
1033,gelingen::V,lykkes,heppnast
1034,geraten::V,bli,lukkast
1035,öffnen::V,åpne,opna
1036,schließen::V,lukke,loka
1037,schließen::V,stenge,loka
1038,stellen::V,stille,láta
1039,stellen::V,stille,setja
1040,setzen::V,sette,láta
1041,setzen::V,sette,setja
1042,legen::V,legge,láta
1043,legen::V,legge,leggja
1044,berühren::V,berøre,koma við
1045,verbinden::V,forbinde,sameina
1046,bedecken::V,dekke,hylja
1047,aufhängen::V,henge,hengja
1048,aufhängen::V,henge,hengja upp
1049,aufhängen::V,henge opp,hengja
1050,aufhängen::V,henge opp,hengja upp
1051,anzünden::V,tenne,kveikja í
1052,anzünden::V,antenne,kveikja í
1053,anzünden::V,tenne på,kveikja í
1054,aufheben::V,løfte,taka upp
1055,aufheben::V,løfte,lyfta upp
1056,aufheben::V,ta opp,taka upp
1057,aufheben::V,ta opp,lyfta upp
1058,zurücklassen::V,slippe tilbake,skilja eftir
1059,verlieren::V,miste,týna
1060,verlieren::V,miste,glata
1061,fallen lassen::V,droppe,missa
1062,fallen lassen::V,la falle,missa
1063,machen::V,lage,búa til
1064,machen::V,gjøre,búa til
1065,herstellen::V,fremstille,framleiða
1066,bauen::V,bygge,smíða
1067,bauen::V,bygge,byggja
1068,reparieren::V,reparere,gera við
1069,verbessern::V,rette,bæta
1070,verbessern::V,forbedre,bæta
1071,ändern::V,forandre,breyta
1072,graben::V,grave,grafa
1073,beugen::V,bøye,beygja
1074,biegen::V,bøye,sveigja
1075,drehen::V,dreie,snúa
1076,wenden::V,vende,snúa
1077,wenden::V,vende,venda
1078,umdrehen::V,snu,venda
1079,umdrehen::V,snu,snúa við
1080,heben::V,heve,hefja
1081,hochheben::V,løfte,lyfta upp
1082,ergreifen::V,gripe,grípa
1083,ergreifen::V,få tak i,grípa
1084,halten::V,holde,rúma
1085,halten::V,holde,halda
1086,drücken::V,trykke,þjá
1087,drücken::V,trykke,þrýsta
1088,schieben::V,skyve,ýta
1089,kratzen::V,klø,klóra
1090,kratzen::V,klore,klóra
1091,lecken::V,slikke,sleikja
1092,beißen::V,bite,bíta
1093,abreißen::V,rive av,rífa af
1094,abreißen::V,rive av,rífa frá
1095,abschneiden::V,skjære av,skera af
1096,abschneiden::V,skjære av,klippa af
1097,binden::V,binde,binda
1098,stecken::V,stikke,stinga
1099,brechen::V,bryte,brjóta
1100,brechen::V,briste,brjóta
1101,klopfen::V,banke,berja
1102,klopfen::V,banke,klappa
1103,hauen::V,hogge,berja
1104,hauen::V,hogge,höggva
1105,kleben::V,klistre,líma
1106,reiben::V,gni,núa
1107,streichen::V,stryke,smyrja
1108,schleifen::V,slipe,slípa
1109,schneiden::V,klippe,skera
1110,schneiden::V,klippe,klippa
1111,rütteln::V,ruske,skaka
1112,schütteln::V,riste,hrista
1113,schwenken::V,svinge,sveifla
1114,schütten::V,helle,hella
1115,füllen::V,fylle,fylla
1116,einwickeln::V,vikle inn,vefja inn í
1117,tragen::V,bære,bera
1118,schleppen::V,slepe,draga
1119,ziehen::V,dra,toga
1120,ziehen::V,dra,draga
1121,ziehen::V,trekke,toga
1122,ziehen::V,trekke,draga
1123,aufbewahren::V,oppbevare,geyma
1124,aufbewahren::V,ta vare på,geyma
1125,werfen::V,kaste,kasta
1126,fangen::V,fange,grípa
1127,packen::V,gripe,þrífa í
1128,packen::V,gripe tak i,þrífa í
1129,verstecken::V,gjemme,fela
1130,teilen::V,dele,deila
1131,schicken::V,sende,senda
1132,bringen::V,bringe,færa
1133,bringen::V,bringe,flytja
1134,hinzufügen::V,tilføye,bæta við
1135,bekommen::V,få,hljóta
1136,bekommen::V,få,ná
1137,erhalten::V,få,fá
1138,nehmen::V,ta,taka
1139,wählen::V,velge,velja
1140,auswählen::V,velge ut,velja úr
1141,bewahren::V,bevare,gæta
1142,bewahren::V,bevare,vernda
1143,behindern::V,hindre,varna
1144,behindern::V,forhindre,varna
1145,verderben::V,ødelegge,spilla
1146,beschädigen::V,skade,skemma
1147,zerbrechen::V,brekke i stykker,brjóta
1148,zerreißen::V,rive i stykker,rífa
1149,zerreißen::V,rive i stykker,rífa sundur
1150,zerstören::V,ødelegge,rífa niður
1151,verbrennen::V,brenne,brenna
1152,verbrennen::V,brenne opp,brenna
1153,geben::V,gi,gefa
1154,reichen::V,rekke,rétta
1155,schenken::V,forære,gefa
1156,schenken::V,skjenke,gefa
1157,versprechen::V,love,lofa
1158,versprechen::V,love,heita
1159,wünschen::V,ønske,óska
1160,loben::V,rose,lofa
1161,loben::V,rose,hrósa
1162,küssen::V,kysse,kyssa
1163,wiegen::V,vogge,rugga
1164,zudecken::V,dekke til,þekja
1165,zudecken::V,dekke til,breiða yfir
1166,wecken::V,vekke,vekja
1167,zeigen::V,vise,sýna
1168,führen::V,føre,leiða
1169,lehren::V,lære,kenna
1170,unterrichten::V,undervise,fræða
1171,aufziehen::V,oppdra,ala upp
1172,leiten::V,lede,stjórna
1173,antreiben::V,drive på,hvetja
1174,lassen::V,få til å,láta
1175,einladen::V,be,bjóða heim
1176,einladen::V,invitere,bjóða heim
1177,vereinigen::V,forene,sameina
1178,besuchen::V,besøke,heimsækja
1179,treffen::V,møte,hitta
1180,treffen::V,treffe,hitta
1181,sich versammeln::V,forsamles,safnast saman
1182,spielen::V,leke,leika sér
1183,spielen::V,spille,leika sér
1184,singen::V,synge,syngja
1185,tanzen::V,danse,dansa
1186,sich trennen::V,skilles,skiljast
1187,verlassen::V,forlate,yfirgefa
1188,retten::V,redde,bjarga
1189,bewachen::V,bevokte,gæta
1190,bewachen::V,bevokte,hafa vörð á
1191,schützen::V,verne,vernda
1192,schützen::V,beskytte,vernda
1193,verteidigen::V,forsvare,verja
1194,sich schlagen::V,slåss,slást
1195,sich schlagen::V,slåss,berjast
1196,schießen::V,skyte,skjóta
1197,siegen::V,seire,sigra
1198,ärgern::V,ergre,ergja
1199,ärgern::V,ergre,skaprauna
1200,treten::V,sparke,sparka
1201,stechen::V,stikke,stinga
1202,stoßen::V,støte,hrinda
1203,stehlen::V,stjele,stela
1204,stören::V,forstyrre,trufla
1205,belästigen::V,plage,ónáða
1206,belästigen::V,sjenere,ónáða
1207,verbergen::V,gjemme,leyna
1208,täuschen::V,villede,gabba
1209,täuschen::V,villede,blekkja
1210,betrügen::V,bedra,svíkja
1211,betrügen::V,bedra,blekkja
1212,töten::V,drepe,drepa
1213,wohnen::V,bo,búa
1214,arbeiten::V,arbeide,vinna
1215,sammeln::V,samle,safna
1216,pflücken::V,plukke,tína
1217,pflücken::V,plukke,reyta
1218,jagen::V,jage,veiða
1219,fischen::V,fiske,fiska
1220,fassen::V,fange,veiða
1221,hüten::V,vokte,gæta
1222,hüten::V,vokte,vakta
1223,treiben::V,drive,reka
1224,anbinden::V,feste,binda við
1225,anbinden::V,feste,binda fast
1226,füttern::V,fore,fóðra
1227,melken::V,melke,mjólka
1228,hacken::V,hakke,höggva
1229,gießen::V,helle,hella
1230,reifen::V,modne,þroskast
1231,zubereiten::V,lage,elda
1232,zubereiten::V,lage,tilbúa
1233,zubereiten::V,tilberede,elda
1234,zubereiten::V,tilberede,tilbúa
1235,kochen::V,koke,sjóða
1236,backen::V,bake,baka
1237,braten::V,steke,steikja
1238,umrühren::V,røre om,hræra í
1239,stricken::V,strikke,prjóna
1240,nähen::V,sy,sauma
1241,färben::V,farge,lita
1242,reinigen::V,rense,hreinsa
1243,reinigen::V,gjøre ren,hreinsa
1244,waschen::V,vaske,þvo
1245,abwischen::V,tørke av,þerra
1246,spülen::V,spyle,skola
1247,spülen::V,spyle,þvo upp
1248,spülen::V,skylle,skola
1249,spülen::V,skylle,þvo upp
1250,fegen::V,feie,sópa
1251,fegen::V,feie,hreinsa
1252,kehren::V,koste,sópa
1253,baden::V,bade,baða sig
1254,sich waschen::V,vaske seg,þvo sér
1255,ausziehen::V,ta av,fara úr
1256,anziehen::V,ta på,fara í
1257,sich anziehen::V,kle på seg,klæðast
1258,kämmen::V,gre,greiða
1259,kämmen::V,kjemme,greiða
1260,schmücken::V,pynte,prýða
1261,schmücken::V,pynte,skreyta
1262,schmücken::V,smykke,prýða
1263,schmücken::V,smykke,skreyta
1264,sagen::V,si,segja
1265,sprechen::V,snakke,tala
1266,reden::V,tale,ræða
1267,reden::V,snakke,ræða
1268,sich unterhalten::V,samtale,spjalla
1269,sich unterhalten::V,samtale,ræðast við
1270,fragen::V,spørre,spyrja
1271,bitten::V,be,biðja
1272,erzählen::V,fortelle,segja frá
1273,mitteilen::V,meddele,tilkynna
1274,nennen::V,kalle,nefna
1275,rufen::V,rope,kalla
1276,prahlen::V,skryte,gorta
1277,übersetzen::V,oversette,þýða
1278,denken::V,tenke,hugsa
1279,glauben::V,tro,trúa
1280,bemerken::V,bemerke,taka eftir
1281,bemerken::V,legge merke til,taka eftir
1282,erkennen::V,gjenkjenne,þekkja
1283,begreifen::V,begripe,skilja
1284,verstehen::V,forstå,skilja
1285,verstehen::V,skjønne,skilja
1286,lernen::V,lære,læra
1287,wissen::V,vite,vita
1288,sich erinnern an::V,huske på,minnast
1289,vergessen::V,glemme,gleyma
1290,messen::V,måle,mæla
1291,zählen::V,telle,telja
1292,rechnen::V,regne,reikna
1293,lesen::V,lese,lesa
1294,malen::V,male,mála
1295,zeichnen::V,tegne,teikna
1296,schreiben::V,skrive,skrifa
1297,besitzen::V,eie,hafa
1298,besitzen::V,inneha,hafa
1299,kaufen::V,kjøpe,kaupa
1300,verkaufen::V,selge,selja
1301,bezahlen::V,betale,borga
1302,zahlen::V,betale,borga
1303,beherrschen::V,beherske,hafa á valdi sínu
1304,ertragen::V,orke,þola
1305,schlagen::V,,slá
1306,schlagen::V,,lemja
