,Concept_ID,mrj,vep
87,Schatten::N,ӹмӹл,kuvahaine
88,Wetter::N,игечӹ,sä
89,Nebel::N,тӹтӹрӓ,sumeg
90,Wolke::N,пӹл,pil'v
91,Regen::N,юр,vihm
92,Schnee::N,лым,lumi
93,Eis::N,и,jä
94,Frost::N,ӱштӹ,hala
95,Frost::N,ӱштӹ,pakaine
96,Kälte::N,ӱштӹ,vilu
97,Hitze::N,шокшы,räk
98,Raureif::N,пöрш,hüde
99,Regenbogen::N,шанавӹл,jumalanbembel'
100,Donner::N,хӹдӹртӹш,juru
101,Donner::N,хӹдӹртӹш,jumalanjuru
102,Strömung::N,йогы,joksmuz
103,Tropfen::N,капльы,tilkuine
104,Tropfen::N,капльык,tilkuine
105,Schaum::N,шонг,vaht
106,Schmutz::N,лявӹрӓ,redu
107,Schmutz::N,лявӹрӓ,pačak
108,See::N,йӓр,järv
109,Sumpf::N,лӱкӹ,so
110,Moor::N,куп,so
111,Wiese::N,алык,nit
112,Wald::N,шӹргӹ,mec
113,Hügel::N,пӱгӹрикӓ,kukaz
114,Anhöhe::N,кӱкшикӓ,kukaz
115,Berg::N,кырык,mägi
116,Gipfel::N,неркӓ,ladv
117,Höhle::N,ы́раж,mägionduz
118,Abhang::N,полом,paute
119,Quelle::N,вӹдсӹнзӓ,lähte
120,Bach::N,ӓнгӹр,oja
121,Fluss::N,вӹд,jogi
122,Ufer::N,сир,rand
123,Küste::N,сир,randišt
124,Festland::N,мӱлӓндӹ,kuivma
125,Meer::N,тангыж,meri
126,Bucht::N,вӹдъял,laht
127,Insel::N,острок,sar'
128,Blume::N,пеледӹш,änik
129,Gras::N,шуды,hein
130,Wurzel::N,важ,jur'
131,Baum::N,пушӓнгӹ,pu
132,Stamm::N,пушӓнгӹ тӹнг,tüvi
133,Rinde::N,каргыж,kor'
134,Ast::N,укш,oks
135,Zweig::N,укш,oks
136,Zweig::N,укш,barb
137,Blatt::N,листӹ,lehtez
138,Birke::N,куги,koiv
139,Kiefer[Baum]::N,йӓктӹ,pedai
140,Weide[Baum]::N,уа,raid
141,Tanne::N,кож,kuz'
142,Horn::N,шур,sar'v
143,Feder::N,пын,höuneh
144,Fell::N,кавашты,nahk
145,Flügel::N,шылдыр,suug
146,Klaue::N,кӹч,künz'
147,Kralle::N,лапа,künz'
148,Schwanz::N,пач,händ
149,Ei::N,мыны,muna
150,Nest::N,пӹжӓш,peza
151,Bau::N,ыраж,uru
152,Tier::N,во́льык,živat
153,Herde::N,кӹтö,kogo
154,Kuh::N,ышкал,lehm
155,Bulle::N,ӱшкӱж,härg
156,Pferd::N,имни,hebo
157,Schaf::N,шарык,lambaz
158,Schwein::N,сасна,siga
159,Hund::N,пи,koir
160,Katze::N,коти,kaži
161,Bär::N,мöскӓ,kondi
162,Eichhörnchen::N,ур,orav
163,Elch::N,шарды,hirb'
164,Fuchs::N,рӹвӹж,reboi
165,Hase::N,морен,jäniš
166,Maus::N,каля,hir'
167,Wolf::N,пирӹ,händikaz
168,Vogel::N,кек,lind
169,Schwarm::N,цуца,parveh
170,Huhn::N,цӹвӹ,kana
171,Hahn::N,ӓптӓн,kukoi
172,Gans::N,комбы,hanh'
173,Adler::N,кучкыж,orl
174,Ente::N,лыды,sorz
175,Eule::N,тымана,hir'pulo
176,Kranich::N,тырня,kurg
177,Kranich::N,тыртня,kurg
178,Krähe::N,лудыгарак,variš
179,Kuckuck::N,куку,kägi
180,Schwan::N,йӱксӹ,joucen
181,Fisch::N,кол,kala
182,Barsch::N,алангы,ahven
183,Hecht::N,нуж,haug'
184,Hecht::N,нужгол,haug'
185,Schlange[Tier]::N,кӹшкы,kü
186,Schlange[Tier]::N,кӹшкы,mado
187,Wurm::N,шукш,mado
188,Spinne::N,ӓнгӹремшӹ,hämähouk
189,Ameise::N,кыткы,murahaine
190,Laus::N,ти,täi
191,Mücke::N,кужнер,säs'k
192,Mücke::N,кужынер,säs'k
193,Fliege::N,шӹнгӓ,kärbhaine
194,Schmetterling::N,лӹпӹ,lipkaine
195,Beere::N,мöр,marj
196,Apfel::N,олма,jablok
197,Pilz::N,понгы,sen'
198,Pilz::N,понгы,babuk
199,Zwiebel::N,охыра,lauk
200,Saat::N,нӱшмӹ,semned
201,Saat::N,нӱшмӱ,semned
202,Korn::N,пӹрцӹ,jüvä
203,Korn::N,пӹрцӹ,vill'
204,Heu::N,шуды,hein
205,Schale::N,аваха,kor'
206,Schale::N,карлангы,kor'
207,Grube::N,йӓм,kop
208,Falle::N,лӱдӹ,rida
209,Falle::N,лӱдӹш,rida
210,Schlinge::N,онгы,rihm
211,Spur::N,кишӓ,jäl'g
212,Asche::N,ломых,tuhk
213,Asche::N,ломпыж,tuhk
214,Dreck::N,лявӹрӓ,redu
215,Dreck::N,лявӹрӓ,pačak
216,Eisen::N,кӹртни,raud
217,Gold::N,шöртни,kuld
218,Gold::N,шöртньӹ,kuld
219,Silber::N,ши,hobed
220,Kohle::N,шӱ,hil'
221,Glas::N,охоница,stökol
222,Lehm::N,шун,savi
223,Sand::N,ошма,lete
224,Mensch::N,эдем,mez'
225,Mensch::N,эдем,ristit
226,Mann::N,пӱэргӹ,mez'
227,Frau::N,ӹдӹрӓмӓш,naine
228,Kind::N,ӓзӓ,laps'
229,Kind::N,шачшы,laps'
230,Junge::N,рвезӹ,poig
231,Junge::N,рвезӹ,prihaine
232,Junge::N,ӹрвезӹ,poig
233,Junge::N,ӹрвезӹ,prihaine
234,Mädchen::N,ӹдӹрӓш,neičukaine
235,Familie::N,йиш,kanz
236,Familie::N,йиш,pereh
237,Familie::N,семня,kanz
238,Familie::N,семня,pereh
239,Großvater::N,тьоти,ded
240,Großmutter::N,папа,bab
241,Eltern::N,ӓтя-ӓвӓ,vanhembad
242,Eltern::N,ӓтя-ӓвӓ,kazvatajad
243,Vater::N,ӓтя,tat
244,Mutter::N,ӓвӓ,mam
245,Sohn::N,эргӹ,poig
246,Tochter::N,ӹдӹр,tütär
247,Bruder::N,ӹза,veik
248,Bruder::N,ӹза,vell'
249,Schwester::N,ӓкӓ,čiža
250,Schwester::N,ӓкӓ,sizar
251,Onkel::N,кугуза,däd'
252,Tante::N,куака,tädi
253,Ehemann::N,мары,mužik
254,Ehefrau::N,вӓтӹ,ak
255,Freude::N,ӹвӹртӹмӓш,ilo
256,Freude::N,ӹвӹртӹмӓш,ihastuz
257,Gelächter::N,ваштылмаш,nagr
258,Glück::N,пиӓл,oza
259,Kummer::N,ясы,gor'a
260,Wunsch::N,охата,taht
261,Wunsch::N,шанымаш,taht
262,Lust::N,шӓр,himo
263,Lust::N,охата,himo
264,Lust::N,шанымаш,himo
265,Geist::N,тух,heng
266,Gedanke::N,шанымаш,meletuz
267,Gedächtnis::N,ӓш,mušt
268,Verstand::N,ыш,mel'
269,Sinn::N,кын,jüvä
270,Grund::N,вир,sü
271,Wahrheit::N,тöр,tozi
272,Gespräch::N,хытырымаш,lodu
273,Gespräch::N,хытырымаш,pagin
274,Märchen::N,ямак,sarn
275,Erzählung::N,шайыштмаш,sanutez
276,Nachricht::N,увертӓрӹмӓш,tedotuz
277,Neuigkeit::N,увер,uzištuz
278,Name::N,лӹм,nimi
279,Rätsel::N,тышты,ozoitez
280,Rede::N,шая,pagin
281,Rede::N,шая,sanad
282,Rede::N,шамак,pagin
283,Rede::N,шамак,sanad
284,Sprache::N,йӹлмӹ,kel'
285,Stimme::N,юк,än'
286,Wort::N,шамак,sana
287,Zeichen::N,палӹ,znam
288,Ruf::N,сӹгӹрӹмӓш,kida
289,Ruf::N,сӹгӹрӹмӓш,kucund
290,Lärm::N,юкланымащ,judu
291,Laut::N,юк,kulund
292,Ton::N,юк,kulund
293,Lied::N,мыры,pajo
294,Ruhe::N,тыр,lebu
295,Leute::N,эдемвлӓ,rahvaz
296,Volk::N,халык,rahvaz
297,Arbeit::N,пӓшӓ,tö
298,Arbeit::N,пӓшӓ,rad
299,Gast::N,хына,adiv
300,Geschenk::N,подарка,lahj
301,Spiel::N,мадыш,vänd
302,Gesellschaft::N,йӓл,sebr
303,Gesellschaft::N,йӓлвлӓ,sebr
304,Hilfe::N,палшык,abu
305,Freund::N,тӓнг,sebranik
306,Kamerad::N,тос,sebranik
307,Angelegenheit::N,дела,azj
308,Angelegenheit::N,йела,azj
309,Angelegenheit::N,йыла,azj
310,Angelegenheit::N,пӓшӓ,azj
311,Anzahl::N,шот,lugu
312,Art::N,цӹре,rod
313,Art::N,цӹре,rodsugu
314,Stück::N,лаштык,pala
315,Stück::N,лаштык,supal
316,Teil::N,пай,pala
317,Teil::N,часть,pala
318,Hälfte::N,пел,pol'
319,Kreis::N,тӹртӹш,ümbruz
320,Kreis::N,тӹртӹш,kehkruz
321,Kreuz::N,крестӹ,rist
322,Abstand::N,ло,keskust
323,Entfernung::N,ло,matk
324,Gegend::N,вӓр,taho
325,Platz::N,вӓр,avaruz'
326,Ort::N,вӓр,koht
327,Seite::N,öрдӹж,pol'
328,Seite::N,öрдӹж,kül'g
329,Mitte::N,ло,kesk
330,Gegenstand::N,хӓдӹр,kalu
331,Sache::N,хӓдӹр,azj
332,Rand::N,шöр,röun
333,Kante::N,шöр,röun
334,Ecke::N,лык,saum
335,Spitze::N,вуй,agjaine
336,Ende::N,вуй,agj
337,Ende::N,мычаш,agj
338,Loch::N,ыраж,reig
339,Winkel::N,лык,čoga
340,Winkel::N,лык,saum
341,Muster::N,тӹрлец,kirjam
342,Größe::N,кӱкшӹц,suruz'
343,Länge::N,кыт,piduz
344,Höhe::N,кӱкшӹц,korktuz'
345,Gewicht::N,нелӹц,jügu
346,Gewicht::N,нелӹц,vedäduz
347,Menge::N,шот,äjüz'
348,Haufen::N,ара,kogo
349,Reihe::N,ряд,rivi
350,Boot::N,пыш,veneh
351,Ruder::N,вешлӓ,air
352,Schlitten::N,тир,regi
353,Schlitten::N,тир,regut
354,Ski::N,ечӹ,suks'
355,Lagerfeuer::N,тыл,nodj
356,Lagerfeuer::N,тыл,pažag
357,Last::N,нелӹц,jüguz
358,Gang::N,ход,astund
359,Schritt::N,ашкыл,hašk
360,Norden::N,йыдпелвел,pohjoine
361,Süden::N,кечӹвӓлвел,suvi
362,Westen::N,кечӹ шӹцмӹ,päivlaskm
363,Osten::N,ирвел,päivnouzm
364,Osten::N,кечӹ лӱлтмӹ,päivnouzm
365,Holz::N,пушӓнгӹ,pu
366,Brett::N,ханга,laud
367,Platte::N,плитӓ,keitim
368,Stütze::N,цӓрӓк,tugi
369,Stange::N,равы,arz'
370,Stange::N,намаш,arz'
371,Stock::N,панды,kalu
372,Stab::N,равы,seibaz
373,Rohr::N,пыч,torv
374,Haus::N,пöрт,pert'
375,Heim::N,пöрт,kodi
376,Ofen::N,камака,päč
377,Fußboden::N,седӹрӓ,lava
378,Tisch::N,стöл,laud
379,Tisch::N,стöл,stal'c
380,Stuhl::N,пöкен,ištim
381,Wiege::N,шипкӓ,kätte
382,Bett::N,койка,sija
383,Bett::N,койка,magaduzsija
384,Bett::N,кравать,sija
385,Bett::N,кравать,magaduzsija
386,Regal::N,полицӓ,palič
387,Kiste::N,шӱ́ндӹк,mülütim
388,Fenster::N,окня,ikun
389,Tür::N,амаса,uks'
390,Tor::N,хапка,verai
391,Zaun::N,забор,aid
392,Dach::N,левӓш,katuz
393,Leiter::N,ташкалтыш,pordhad
394,Besen::N,сало,lud
395,Besen::N,сало,vast
396,Besen::N,салко,lud
397,Besen::N,салко,vast
398,Spaten::N,кольмы,labid
399,Schaufel::N,лоток,labid
400,Gabel::N,ви́лка,hangoine
401,Löffel::N,савала,luzik
402,Messer::N,кӹзӹ,veič
403,Nagel::N,пыда,nagl
404,Netz::N,вӓпш,verk
405,Haken::N,крӱк,kouk
406,Haken::N,кагак,kouk
407,Griff::N,кычем,kägä
408,Griff::N,кычем,varz'
409,Schloss::N,замок,lukkol
410,Schloss::N,сыравач,lukkol
411,Bild::N,картин,kuva
412,Figur::N,кӓн,figur
413,Puppe::N,поханя,tätüine
414,Beutel::N,мешӓк,havad
415,Bündel::N,топ,toppaz
416,Bündel::N,топ,käč
417,Bündel::N,пидӹш,toppaz
418,Bündel::N,пидӹш,käč
419,Bündel::N,кӹлдӹш,toppaz
420,Bündel::N,кӹлдӹш,käč
421,Tasche::N,сумкы,sumk
422,Eimer::N,ведӹрӓ,vädr
423,Deckel::N,комдыш,katuz
424,Geschirr::N,ӓтӹ,astii
425,Sack::N,мешӓк,havad
426,Tasse::N,цӓшкӓ,čašk
427,Topf::N,ми́ска,pada
428,Kessel::N,пад,katil
429,Essen::N,качкыш,sönd
430,Essen::N,качкыш-йӱш,sönd
431,Nahrung::N,качкыш,söm
432,Nahrung::N,качкыш-йӱш,söm
433,Speise::N,няня,sömine
434,Fleisch::N,пай,liha
435,Getreide::N,киндӹ,vill'
436,Brei::N,шӹрӓш,pudr
437,Brot::N,сыкыр,leib
438,Scheibe::N,ламыт,bibaleh
439,Scheibe::N,ламыт,šlik
440,Scheibe::N,лаштык,bibaleh
441,Scheibe::N,лаштык,šlik
442,Fett::N,кая,razv
443,Butter::N,ӱ,voi
444,Öl::N,ӱ,voi
445,Salz::N,санзал,sol
446,Suppe::N,лем,lem'
447,Suppe::N,лем,keitoz
448,Honig::N,мӱ,mezi
449,Milch::N,шӹшер,maid
450,Tee::N,чӓй,čai
451,Leder::N,шарга,nahk
452,Leder::N,кавашты,nahk
453,Wolle::N,миж,vill
454,Stoff::N,матер,kangaz
455,Stoff::N,матери,kangaz
456,Nadel::N,им,negl
457,Faden::N,шӹртӹ,nit'
458,Knopf::N,полдыш,nübl'
459,Knoten::N,пӱкшем,sol'm
460,Farbe::N,чиӓ,muju
461,Farbe::N,крӓскӓ,muju
462,Kleidung::N,выргем,sobad
463,Hemd::N,тыгыр,paid
464,Kragen::N,шӱ,kagluz
465,Ärmel::N,шокш,hijam
466,Hose::N,ялаш,štanad
467,Gürtel::N,ӹштӹ,vö
468,Mütze::N,упш,šapuk
469,Schuh::N,ту́фльы,keng'
470,Stiefel::N,кем,sapug
471,Ring::N,шӓргӓш,rengaz
472,Band::N,лемтӓ,lentaine
473,Kamm::N,шерге,suga
474,Spiegel::N,тӹгӹр,zerkol
475,Riemen::N,прӓжӓ,vö
476,Schnur::N,кӓндӹра,nor
477,Leine::N,керем,talutimnor
478,Decke::N,одеял,sijakatuz
479,Kissen::N,кӹпцӹк,pöluz
480,Tuch::N,савыц,paik
481,Handtuch::N,шӹргӹсавыц,käzipaik
482,Handtuch::N,шӹргӹмсавыц,käzipaik
483,Kraft::N,ви,vägi
484,Stärke::N,ви,vahvuz'
485,Gesundheit::N,шу,tervhuz
486,Gesundheit::N,шулык,tervhuz
487,Krankheit::N,мыж,läžund
488,Schmerz::N,карштыш,kibu
489,Wunde::N,шушыр,čapatez
490,Fieber::N,ӱштӹмыж,säru
491,Arznei::N,лекӓрцӹ,zel'l'
492,Brücke::N,кӹвер,sild
493,Brunnen::N,вӹдсӹнзӓ,kaiv
494,Weide::N,ныр,omaluine
495,Pfad::N,ялгорны,tehut
496,Weg::N,корны,te
497,Straße::N,корны,te
498,Dorf::N,сола,külä
499,Stadt::N,города,lidn
500,Brief::N,сирмӓш,kirjeine
501,Buch::N,книгӓ,kirj
502,Buchstabe::N,буква́,kirjam
503,Zeitung::N,газет,lehtez
504,Zeitung::N,кайзет,lehtez
505,Leben::N,житя,elo
506,Tod::N,смöрт,surm
507,Grab::N,шӹгер,kaum
508,Grab::N,мыгилӓ,kaum
509,Grab::N,шӹгерлӓ,kaum
510,Kirche::N,церкӹ,jumalanpert'
511,Sünde::N,сулык,grähk
512,Gott::N,йымы,jumal
513,Arbeiter::N,пӓшӓзӹ,radnik
514,Chef::N,вуй,pämez'
515,Meister::N,мастар,mastar
516,Arzt::N,доктор,lekar'
517,Lehrer::N,тымдышы,opendai
518,Geld::N,окса,rahad
519,Geschäft::N,торге́йӹмӓш,biznes
520,Laden::N,лапка,lauk
521,Laden::N,магазин,lauk
522,Preis::N,ӓк,arv
523,Ware::N,товар,tavar
524,Nutzen::N,пайда,liža
525,Reichtum::N,перке,kodielo
526,Reichtum::N,перке,kal'huz'
527,Welt::N,сӓндӓлӹк,mail'm
528,Welt::N,свет,mail'm
529,Land::N,сӓндӓлӹк,ma
530,Staat::N,кугижӓншӹ,valdkund
531,König::N,король,kunigaz
532,Macht::N,власть,vald
533,Grenze::N,пӹсмӓн,röun
534,Krieg::N,вырсы,soda
535,Feind::N,тышман,vihanik
536,Feind::N,тышман,vastustai
537,Gewalt::N,ви,vägivald
538,Kampf::N,кредӓлмӓш,tora
539,Bogen[Waffe]::N,янгеж,taug
540,Pfeil::N,пикш,nol
541,Gewehr::N,пичӓл,oružj
542,Fehler::N,самынь,viga
543,Lüge::N,шая,kelastuz
544,Schaden::N,вре́дӓ,pahuz'
545,Unglück::N,пёда,bed
546,Unglück::N,пёда,gor'a
547,Unglück::N,тымаша,bed
548,Unglück::N,тымаша,gor'a
549,Schuld::N,вуйнамат,värhuz'
550,Alter::N,иӓш,igä
551,Alter::N,игечӹ,igä
552,Schluss::N,пӹтӓртӹш,lop
553,Zeit::N,веремӓ,aig
554,Tag::N,кечӹ,päiv
555,Morgen::N,ир,homendez
556,Morgen::N,ирок,homendez
557,Mittag::N,кечӹвӓл,keskpäiv
558,Abend::N,вады,eht
559,Nacht::N,йыд,ö
560,Woche::N,ӓрня,nedal'
561,Monat::N,тӹ́лзӹ,ku
562,Jahr::N,год,voz'
563,Frühling::N,шошым,keväz'
564,Sommer::N,кӓнгӹж,keza
565,Herbst::N,шӹжӹ,sügüz'
566,Winter::N,тел,tal'v
567,Winter::N,телӹ,tal'v
568,Januar::N,январ,viluku
569,Januar::N,январь,viluku
570,Februar::N,февраль,uhoku
571,März::N,март,keväz'ku
572,April::N,апрель,sulaku
573,Mai::N,май,semendku
574,Juni::N,июнь,kezaku
575,Juli::N,июль,heinku
576,August::N,август,eloku
577,September::N,сентябрь,sügüz'ku
578,Oktober::N,октябрь,reduku
579,November::N,ноябрь,kül'mku
580,Dezember::N,декавыр,tal'vku
581,Montag::N,шачмы,ezmärg
582,Dienstag::N,кышкыжмы,tožnarg
583,Mittwoch::N,вӹрчегӹ,koumanz'päiv
584,Donnerstag::N,изӓрня,nellänz'päiv
585,Freitag::N,когарня,pätnič
586,Freitag::N,когарня,videnz'päiv
587,Samstag::N,кукшыгечӹ,sobat
588,Sonntag::N,рушӓрня,pühäpäiv
589,groß::A,кого,sur'
590,groß::A,кого,järed
591,klein::A,изи,pen'
592,klein::A,изи,pičuine
593,lang::A,кужы,pit'k
594,kurz::A,кӹтӹк,lühüd
595,breit::A,кымда,leved
596,schmal::A,ӓнгӹсӹр,kaid
597,dicht::A,шӹре,tihed
598,dick[Gegenstand]::A,кӹжгӹ,paks
599,dünn::A,вӹцкӹж,hoik
600,fein::A,пыльга,hen
601,fest::A,цаткыды,luja
602,fest::A,цаткыды,ninev
603,flach::A,тӓлякӓ,lapak
604,glatt::A,ягылгы,siled
605,hart::A,пингӹдӹ,kova
606,weich::A,пышкыды,pehmed
607,rund::A,тӹртӹш,kehker
608,spitz::A,кашар,nügu
609,spitz::A,кашар,terav
610,scharf::A,кашар,terav
611,stumpf::A,нӹшкӹ,tül'c
612,schwer::A,нелӹ,jüged
613,schön::A,цевер,čoma
614,schön::A,олмыдшы,čoma
615,heiß::A,шокшы,räk
616,warm::A,шокшы,läm'
617,kalt::A,ӱштӹ,vilu
618,kühl::A,юалгы,raibak
619,kühl::A,юалгы,viluhk
620,kühl::A,йонгата,raibak
621,kühl::A,йонгата,viluhk
622,frisch::A,йонгата,lahed
623,feucht::A,ӹлӹкшӹ,neps
624,feucht::A,ӹлӹкшӹ,toreh
625,feucht::A,вӹдӹжгӹ,neps
626,feucht::A,вӹдӹжгӹ,toreh
627,nass::A,начкы,märg
628,trocken::A,кукшы,kuiv
629,voll::A,темшӹ,täuz'
630,voll::A,темыман,täuz'
631,leer::A,йӓрӓ,joudai
632,offen::A,виш,avoin
633,offen::A,виш,avol'jaine
634,geschlossen::A,чӱчмӹ,saubaline
635,geschlossen::A,тӹкӹлӓлтшӹ,saubaline
636,sauber::A,ире,puhtaz
637,schmutzig::A,шоран,redukaz
638,schmutzig::A,лявӹрӓн,redukaz
639,schmutzig::A,шорангшы,redukaz
640,roh::A,пеле кӱшӹ,rohk
641,roh::A,пеле кӱшӹ,toreh
642,reif::A,кӱшӹ,küps
643,lecker::A,тотан,magukaz
644,süß::A,мӱӓн,maged
645,bitter::A,качы,karged
646,sauer::A,шапы,muiged
647,hell::A,соты,kirkas
648,hell::A,соты,valgei
649,hell::A,валгыды,kirkas
650,hell::A,валгыды,valgei
651,dunkel::A,пӹц,pimed
652,dunkel::A,пӹцкемӹш,pimed
653,schwarz::A,шим,must
654,weiß::A,ош,vauged
655,weiß::A,ошы,vauged
656,rot::A,якшаргы,rusked
657,gelb::A,сар,pakuine
658,gelb::A,сары,pakuine
659,blau::A,симсӹ,sinine
660,grün::A,ыжар,vihand
661,grau::A,луды,hahk
662,bunt::A,ала,kirjav
663,billig::A,шулдаш,odav
664,teuer::A,шергӹ,kalliž
665,teuer::A,шергӓкӓн,kalliž
666,wertvoll::A,ӓкӓн,arvokas
667,blind::A,слöпöй,soged
668,blind::A,сльöпöй,soged
669,taub::A,тӱтӱк,kurdiž
670,kräftig::A,виӓн,vägev
671,stark::A,виӓн,vahv
672,stark::A,виӓн,vägekaz
673,schwach::A,шава,väll'
674,schwach::A,лӹпкӓ,väll'
675,schwach::A,слабка,väll'
676,fett::A,таза,razvakaz
677,schlank::A,яштака,kapos
678,hübsch::A,сӹлнӹ,čoma
679,hübsch::A,олмыдшы,čoma
680,böse::A,шӹдӓн,äred
681,böse::A,шӹдӓн,käred
682,dumm::A,окмак,el'getoi
683,faul::A,ялахай,lašk
684,fleißig::A,пӓшам яратышы,radonnavedii
685,geizig::A,шык,ažlak
686,klug::A,ышан,melev
687,klug::A,ышан,melekaz
688,geschickt::A,мастар,mahtokaz
689,lieb::A,тыри,izo
690,lieb::A,тыри,sula
691,lustig::A,мындыр,ilokaz
692,lustig::A,сусу,ilokaz
693,sanft::A,йӹвӹжӓ,laskav
694,hungrig::A,шужышы,näl'ghine
695,krank::A,церлӹ,läžui
696,krank::A,хворой,läžui
697,nackt::A,цӓрӓ,alastoi
698,traurig::A,сы́лыкан,opalahine
699,traurig::A,кымы́лдымы,opalahine
700,lebendig::A,живой,eläb
701,gut::A,яжо,hüvä
702,schlecht::A,уда,huba
703,schlecht::A,худа,huba
704,richtig::A,вургамла,oiged
705,schlimm::A,йӹрнык,paha
706,wahr::A,настоящий,todesine
707,wahr::A,настояшый,todesine
708,alt::A,шонгы,vanh
709,neu::A,у,uz'
710,ehemalig::A,тошты,edeline
711,alt[Lebewesen]::A,ӹлалшӹ,ravaz
712,jung::A,нöргӹ,nor'
713,jung::A,молода,nor'
714,arm::A,укеӓн,gol'l'
715,reich::A,паян,elokaz
716,reich::A,пурлыкан,elokaz
717,bekannt::A,палӹмӹ,tutab
718,berühmt::A,лӹмлы,tetab
719,fremd::A,эдемӹн,veraz
720,verschieden::A,тӹрлӹ,erazvuitte
721,nah::A,лишӹл,läheline
722,fern::A,мӹндӹр,edahaine
723,linker::A,шалахай,hura
724,rechter::A,вургамла,oiged
725,anderer::A,вес,toine
726,anderer::A,весӹ,toine
727,erster::A,икшӹ,ezmäine
728,erster::A,икӹмшӹ,ezmäine
729,zweiter::A,кокшы,toine
730,dritter::A,кымшы,koumanz'
731,letzter::A,остатка,jäl'gmäine
732,allein::ADV,иктӹ,üksnäze
733,allein::ADV,иктӹт,üksnäze
734,auf einmal::ADV,тöрöк,ühten aigan
735,zusammen::ADV,икараш,ühtes
736,zusammen::ADV,цымырын,ühtes
737,lange::ADV,кужын,hätken
738,plötzlich::ADV,трӱк,äkkid
739,sofort::ADV,полт,kerdalaz
740,sofort::ADV,тöрöк,kerdalaz
741,sofort::ADV,тӹшӓкок,kerdalaz
742,später::ADV,вара,möhemba
743,heute::ADV,тагачы,tämbei
744,morgen::ADV,иргод,homen
745,morgen::ADV,иргодым,homen
746,bald::ADV,чӹнь,pigai
747,bald::ADV,вӓшке,pigai
748,bald::ADV,выртышты,pigai
749,dann::ADV,пакыла,sid'
750,gestern::ADV,тенгечӹ,eglai
751,einst::ADV,икӓнӓ,ende
752,einst::ADV,икӓнӓ,kerdan
753,damals::ADV,тӹнӓм,siloi
754,danach::ADV,пакыла,sid'
755,vorher::ADV,перви,ende
756,zuerst::ADV,андак,ezmäi
