,Concept_ID,pt,da
863,oder::CNJ,ou,eller
864,stehen::V,estar em pé,stå
865,sitzen::V,estar sentado,sidde
866,liegen::V,jazer,ligge
867,liegen::V,estar deitado,ligge
868,hängen::V,pender,hænge
869,hängen::V,estar pendurado,hænge
870,werden::V,tornar-se,blive
871,passieren::V,acontecer,ske
872,passieren::V,acontecer,hænde
873,beginnen::V,começar,begynde
874,enden::V,acabar,ende
875,enden::V,terminar,ende
876,wechseln::V,variar,veksle
877,wechseln::V,alternar,veksle
878,aufgehen[Sonne]::V,nascer,gå op
879,aufgehen[Sonne]::V,nascer,stå op
880,untergehen[Sonne]::V,pôr-se,gå ned
881,scheinen[Sonne]::V,brilhar,skinne
882,donnern::V,trovejar,tordne
883,wehen::V,soprar,blæse
884,strömen::V,correr,strømme
885,fließen::V,fluir,flyde
886,sich drehen::V,girar,dreje sig
887,schwanken::V,oscilar,vakle
888,schwingen::V,vibrar,svinge
889,fallen::V,cair,falde
890,brennen::V,arder,brænde
891,rauchen::V,fumegar,ryge
892,regnen::V,chover,regne
893,gefrieren::V,gelar,fryse
894,gefrieren::V,congelar,fryse
895,tauen::V,derreter,tø
896,tauen::V,descongelar,tø
897,schmelzen::V,fundir-se,smelte
898,trocknen::V,secar,tørre
899,sieden::V,ferver,koge
900,faulen::V,estragar-se,rådne
901,verfaulen::V,apodrecer,rådne
902,reißen::V,romper-se,briste
903,versinken::V,afundar-se,synke
904,versinken::V,afundar-se,synke ned
905,vergehen::V,passar,forløbe
906,erscheinen::V,aparecer,vise sig
907,verschwinden::V,desaparecer,forsvinde
908,sinken::V,descer,synke
909,abnehmen::V,diminuir,aftage
910,abnehmen::V,decrescer,aftage
911,zunehmen::V,crescer,tiltage
912,zunehmen::V,aumentar,tiltage
913,steigen::V,subir,stige
914,wachsen::V,crescer,gro
915,wachsen::V,crescer,vokse
916,glänzen::V,brilhar,glinse
917,funkeln::V,cintilar,tindre
918,lärmen::V,fazer barulho,larme
919,läuten::V,chocalhar,ringe
920,klingeln::V,tocar,ringe
921,klirren::V,tinir,klirre
922,brausen::V,bramar,bruse
923,rauschen::V,murmurar,suse
924,rauschen::V,rumorejar,suse
925,klingen::V,soar,lyde
926,klingen::V,soar,klinge
927,bellen::V,ladrar,gø
928,heulen::V,uivar,hyle
929,blasen::V,soprar,blæse
930,pfeifen::V,assobiar,fløjte
931,schreien::V,gritar,skrige
932,stöhnen::V,gemer,stønne
933,zittern::V,tremer,dirre
934,zittern::V,tremer,skælve
935,leben::V,viver,leve
936,geboren werden::V,nascer,fødes
937,atmen::V,respirar,ånde
938,trinken::V,beber,drikke
939,essen::V,comer,spise
940,schlucken::V,engolir,synke
941,müde werden::V,cansar-se,blive træt
942,einschlafen::V,adormecer,falde i søvn
943,schlafen::V,dormir,sove
944,aufwachen::V,acordar,vågne
945,aufstehen::V,levantar-se,stå op
946,sich erholen::V,descansar,komme sig
947,krank werden::V,adoecer,blive syg
948,krank werden::V,ficar doente,blive syg
949,krank sein::V,estar doente,være syg
950,schmerzen::V,doer,smerte
951,husten::V,tossir,hoste
952,genesen::V,convalescer,komme sig
953,sterben::V,morrer,dø
954,umkommen::V,perecer,omkomme
955,sich bewegen::V,mover-se,bevæge sig
956,sich rühren::V,mexer-se,røre på sig
957,sich erheben::V,levantar-se,rejse sig
958,sich setzen::V,sentar-se,sætte sig
959,hinfallen::V,cair,
960,laufen::V,andar,løbe
961,laufen::V,caminhar,løbe
962,schreiten::V,andar,skride
963,schreiten::V,caminhar,skride
964,spazierengehen::V,passear,gå en tur
965,eilen::V,apressar-se,ile
966,sich beeilen::V,apressar-se,skynde sig
967,sich beeilen::V,despachar-se,skynde sig
968,sausen::V,correr,suse
969,rennen::V,correr,løbe
970,rennen::V,correr,rende
971,springen::V,saltar,hoppe
972,springen::V,saltar,springe
973,klettern::V,trepar,klatre
974,schaukeln::V,baloiçar,gynge
975,kriechen::V,rastejar,krybe
976,kriechen::V,arrastar-se,krybe
977,schwimmen::V,nadar,svømme
978,tauchen::V,mergulhar,dykke
979,rudern::V,remar,ro
980,fahren::V,ir,køre
981,fliegen::V,voar,flyve
982,gehen::V,ir,gå
983,gehen::V,andar,gå
984,weggehen::V,partir,gå bort
985,weggehen::V,ir-se embora,gå bort
986,abfahren::V,sair,køre bort
987,abfahren::V,partir,køre bort
988,anhalten::V,parar,standse
989,hineingehen::V,entrar,gå ind
990,eintreten::V,entrar,træde ind
991,kommen::V,vir,komme
992,ankommen::V,chegar,ankomme
993,zurückkommen::V,voltar,komme tilbage
994,zurückkommen::V,regressar,komme tilbage
995,bleiben::V,ficar,blive
996,bleiben::V,ficar,forblive
997,bleiben::V,permanecer,blive
998,bleiben::V,permanecer,forblive
999,warten::V,esperar,vente
1000,erwarten::V,esperar,vente
1001,erwarten::V,esperar,afvente
1002,erwarten::V,aguardar,vente
1003,erwarten::V,aguardar,afvente
1004,suchen::V,buscar,søge
1005,suchen::V,procurar,søge
1006,finden::V,achar,finde
1007,finden::V,encontrar,finde
1008,versuchen::V,tentar,forsøge
1009,vorbereiten::V,preparar,forberede
1010,lieben::V,amar,elske
1011,lieben::V,querer,elske
1012,mögen::V,gostar de,holde af
1013,mögen::V,gostar de,kunne lide
1014,lachen::V,rir,le
1015,lachen::V,rir-se,le
1016,rühren::V,comover,røre
1017,weinen::V,chorar,græde
1018,schimpfen::V,ralhar,skænde
1019,sich ärgern::V,zangar-se,ærgre sig
1020,sich fürchten::V,ter medo de,være bange
1021,sich fürchten::V,ter receio de,være bange
1022,fürchten::V,temer,være bange for
1023,fürchten::V,recear,være bange for
1024,fliehen::V,fugir,flygte
1025,flüchten::V,refugiar-se,flygte
1026,sehen::V,ver,se
1027,anschauen::V,olhar,se på
1028,anschauen::V,olhar,betragte
1029,ansehen::V,mirar,anse
1030,hören::V,ouvir,høre
1031,zuhören::V,escutar,høre til
1032,probieren::V,provar,smage
1033,probieren::V,provar,smage på
1034,probieren::V,saborear,smage
1035,probieren::V,saborear,smage på
1036,riechen::V,cheirar,lugte
1037,fühlen::V,sentir,føle
1038,scheinen::V,parecer,synes
1039,zu sehen sein::V,estar à vista,synes
1040,vernehmen::V,ouvir,erfare
1041,frieren::V,ter frio,fryse
1042,tun::V,fazer,gøre
1043,können::V,saber,kunne
1044,wollen::V,querer,ville
1045,anfangen::V,iniciar,begynde
1046,beenden::V,acabar,afslutte
1047,beenden::V,terminar,afslutte
1048,aufhören::V,cessar,ophøre
1049,aufhören::V,cessar,holde op
1050,aufhören::V,desistir,ophøre
1051,aufhören::V,desistir,holde op
1052,gelingen::V,sair bem,lykkes
1053,gelingen::V,dar bom resultado,lykkes
1054,geraten::V,sair,blive
1055,geraten::V,dar resultado,blive
1056,öffnen::V,abrir,åbne
1057,schließen::V,fechar,lukke
1058,stellen::V,pôr,stille
1059,stellen::V,colocar,stille
1060,setzen::V,pôr,sætte
1061,setzen::V,meter,sætte
1062,legen::V,pôr,lægge
1063,legen::V,meter,lægge
1064,berühren::V,tocar,berøre
1065,verbinden::V,unir,forbinde
1066,verbinden::V,ligar,forbinde
1067,bedecken::V,cobrir,dække
1068,bedecken::V,cobrir,bedække
1069,aufhängen::V,pendurar,hænge
1070,aufhängen::V,pendurar,hænge op
1071,anzünden::V,acender,tænde
1072,anzünden::V,acender,antænde
1073,aufheben::V,apanhar,løfte
1074,aufheben::V,apanhar,tage op
1075,aufheben::V,levantar,løfte
1076,aufheben::V,levantar,tage op
1077,zurücklassen::V,deixar,lade tilbage
1078,verlieren::V,perder,miste
1079,fallen lassen::V,deixar cair,tabe
1080,fallen lassen::V,deixar cair,droppe
1081,machen::V,fazer,gøre
1082,herstellen::V,produzir,fremstille
1083,bauen::V,edificar,bygge
1084,bauen::V,construir,bygge
1085,reparieren::V,reparar,reparere
1086,reparieren::V,consertar,reparere
1087,verbessern::V,melhorar,rette
1088,verbessern::V,melhorar,forbedre
1089,ändern::V,mudar,ændre
1090,ändern::V,alterar,ændre
1091,graben::V,cavar,grave
1092,beugen::V,curvar,bøje
1093,biegen::V,vergar,bøje
1094,drehen::V,girar,dreje
1095,wenden::V,virar,vende
1096,wenden::V,voltar,vende
1097,umdrehen::V,virar,dreje om
1098,umdrehen::V,revolver,dreje om
1099,heben::V,levantar,hæve
1100,hochheben::V,erguer,løfte
1101,hochheben::V,levantar,løfte
1102,ergreifen::V,apanhar,gribe fat i
1103,halten::V,segurar,holde
1104,drücken::V,apertar,trykke
1105,schieben::V,empurrar,skyde
1106,schieben::V,empurrar,skubbe
1107,kratzen::V,raspar,klø
1108,kratzen::V,raspar,kradse
1109,lecken::V,lamber,slikke
1110,beißen::V,morder,bide
1111,abreißen::V,arrancar,rive af
1112,abschneiden::V,talhar,skære af
1113,binden::V,ligar,binde
1114,stecken::V,meter,stikke
1115,stecken::V,enfiar,stikke
1116,brechen::V,romper,brække
1117,brechen::V,quebrar,brække
1118,klopfen::V,bater,banke
1119,hauen::V,bater,hugge
1120,kleben::V,colar,klistre
1121,reiben::V,esfregar,gnide
1122,streichen::V,barrar,smøre
1123,schleifen::V,afiar,slibe
1124,schneiden::V,cortar,skære
1125,schneiden::V,cortar,klippe
1126,rütteln::V,sacudir,ruske
1127,schütteln::V,abanar,ryste
1128,schütteln::V,sacudir,ryste
1129,schwenken::V,agitar,svinge
1130,schütten::V,deitar,hælde
1131,füllen::V,encher,fylde
1132,einwickeln::V,envolver,pakke ind
1133,einwickeln::V,embrulhar,pakke ind
1134,tragen::V,levar,bære
1135,tragen::V,trazer,bære
1136,schleppen::V,arrastar,slæbe
1137,ziehen::V,puxar,trække
1138,aufbewahren::V,guardar,opbevare
1139,aufbewahren::V,conservar,opbevare
1140,werfen::V,lançar,kaste
1141,fangen::V,apanhar,fange
1142,packen::V,agarrar,gribe
1143,verstecken::V,esconder,gemme
1144,teilen::V,partir,dele
1145,teilen::V,dividir,dele
1146,schicken::V,enviar,sende
1147,bringen::V,trazer,bringe
1148,hinzufügen::V,acrescentar,tilføje
1149,bekommen::V,obter,få
1150,erhalten::V,receber,få
1151,nehmen::V,tomar,tage
1152,wählen::V,eleger,vælge
1153,wählen::V,escolher,vælge
1154,auswählen::V,escolher,udvælge
1155,auswählen::V,seleccionar,udvælge
1156,bewahren::V,guardar,bevare
1157,bewahren::V,conservar,bevare
1158,behindern::V,impedir,hindre
1159,behindern::V,impedir,forhindre
1160,verderben::V,estragar,ødelægge
1161,verderben::V,corromper,ødelægge
1162,beschädigen::V,danificar,beskadige
1163,zerbrechen::V,romper,brække itu
1164,zerbrechen::V,quebrar,brække itu
1165,zerreißen::V,rasgar,rive itu
1166,zerstören::V,destruir,ødelægge
1167,verbrennen::V,queimar,brænde
1168,geben::V,dar,give
1169,reichen::V,passar,række
1170,schenken::V,oferecer,forære
1171,versprechen::V,prometer,love
1172,wünschen::V,desejar,ønske
1173,loben::V,louvar,rose
1174,küssen::V,beijar,kysse
1175,wiegen::V,embalar,vugge
1176,zudecken::V,tapar,dække til
1177,zudecken::V,cobrir,dække til
1178,wecken::V,acordar,vække
1179,wecken::V,despertar,vække
1180,zeigen::V,mostrar,vise
1181,führen::V,guiar,føre
1182,führen::V,conduzir,føre
1183,lehren::V,ensinar,lære
1184,unterrichten::V,instruir,undervise
1185,aufziehen::V,criar,opdrage
1186,leiten::V,dirigir,lede
1187,leiten::V,conduzir,lede
1188,antreiben::V,impelir,skynde på
1189,lassen::V,fazer,få til at
1190,einladen::V,convidar,indbyde
1191,einladen::V,convidar,invitere
1192,vereinigen::V,unir,forene
1193,vereinigen::V,reunir,forene
1194,besuchen::V,ir ver,besøge
1195,besuchen::V,visitar,besøge
1196,treffen::V,encontrar,møde
1197,sich versammeln::V,reunir-se,forsamles
1198,spielen::V,jogar,lege
1199,spielen::V,jogar,spille
1200,spielen::V,brincar,lege
1201,spielen::V,brincar,spille
1202,singen::V,cantar,synge
1203,tanzen::V,bailar,danse
1204,sich trennen::V,apartar-se,skilles
1205,verlassen::V,deixar,forlade
1206,verlassen::V,abandonar,forlade
1207,retten::V,salvar,redde
1208,bewachen::V,vigiar,bevogte
1209,bewachen::V,guardar,bevogte
1210,schützen::V,proteger,skærme
1211,schützen::V,proteger,beskytte
1212,verteidigen::V,defender,forsvare
1213,sich schlagen::V,brigar,slås
1214,sich schlagen::V,bater-se,slås
1215,schießen::V,disparar,skyde
1216,siegen::V,vencer,sejre
1217,ärgern::V,irritar,ærgre
1218,ärgern::V,aborrecer,ærgre
1219,schlagen::V,bater,slå
1220,treten::V,pisar,sparke
1221,stechen::V,picar,stikke
1222,stoßen::V,empurrar,støde
1223,stehlen::V,furtar,stjæle
1224,stören::V,perturbar,forstyrre
1225,belästigen::V,incomodar,genere
1226,belästigen::V,incomodar,ulejlige
1227,belästigen::V,importunar,genere
1228,belästigen::V,importunar,ulejlige
1229,verbergen::V,ocultar,skjule
1230,verbergen::V,esconder,skjule
1231,täuschen::V,iludir,villede
1232,täuschen::V,enganar,villede
1233,betrügen::V,burlar,bedrage
1234,betrügen::V,enganar,bedrage
1235,töten::V,matar,dræbe
1236,wohnen::V,morar,bo
1237,arbeiten::V,trabalhar,arbejde
1238,sammeln::V,recolher,samle
1239,sammeln::V,coleccionar,samle
1240,pflücken::V,colher,plukke
1241,jagen::V,caçar,jage
1242,fischen::V,pescar,fiske
1243,fassen::V,apanhar,fange
1244,hüten::V,guardar,vogte
1245,treiben::V,conduzir,drive
1246,anbinden::V,atar,binde fast
1247,füttern::V,dar de comer a,fodre
1248,melken::V,ordenhar,malke
1249,hacken::V,rachar,hakke
1250,gießen::V,regar,hælde
1251,reifen::V,amadurecer,modne
1252,zubereiten::V,preparar,tilberede
1253,kochen::V,cozer,koge
1254,backen::V,cozer,bage
1255,braten::V,assar,stege
1256,braten::V,fritar,stege
1257,umrühren::V,remexer,røre om
1258,stricken::V,tricotar,strikke
1259,stricken::V,fazer malha,strikke
1260,nähen::V,coser,sy
1261,nähen::V,costurar,sy
1262,färben::V,tingir,farve
1263,färben::V,colorir,farve
1264,reinigen::V,limpar,rense
1265,reinigen::V,limpar,gøre ren
1266,reinigen::V,purificar,rense
1267,reinigen::V,purificar,gøre ren
1268,waschen::V,lavar,vaske
1269,abwischen::V,limpar,tørre af
1270,abwischen::V,esfregar,tørre af
1271,spülen::V,lavar,skylle
1272,spülen::V,enxaguar,skylle
1273,fegen::V,varrer,feje
1274,kehren::V,varrer,feje
1275,baden::V,banhar,bade
1276,baden::V,tomar banho,bade
1277,sich waschen::V,lavar-se,vaske sig
1278,ausziehen::V,despir,tage af
1279,anziehen::V,vestir,tage på
1280,sich anziehen::V,vestir-se,klæde sig på
1281,kämmen::V,pentear,rede
1282,kämmen::V,pentear,frisere
1283,schmücken::V,adornar,pynte
1284,schmücken::V,adornar,smykke
1285,sagen::V,dizer,sige
1286,sprechen::V,falar,snakke
1287,reden::V,falar,tale
1288,reden::V,falar,snakke
1289,sich unterhalten::V,conversar,snakke sammen
1290,fragen::V,perguntar,spørge
1291,bitten::V,pedir,bede
1292,erzählen::V,contar,berette
1293,erzählen::V,contar,fortælle
1294,mitteilen::V,comunicar,meddele
1295,mitteilen::V,participar,meddele
1296,nennen::V,nomear,nævne
1297,nennen::V,apelidar,nævne
1298,rufen::V,chamar,råbe
1299,prahlen::V,gabar-se,prale
1300,prahlen::V,vangloriar-se,prale
1301,übersetzen::V,traduzir,oversætte
1302,denken::V,pensar,tænke
1303,glauben::V,crer,tro
1304,bemerken::V,notar,bemærke
1305,bemerken::V,notar,lægge mærke til
1306,bemerken::V,observar,bemærke
1307,bemerken::V,observar,lægge mærke til
1308,erkennen::V,reconhecer,genkende
1309,begreifen::V,apreender,begribe
1310,begreifen::V,compreender,begribe
1311,verstehen::V,entender,forstå
1312,verstehen::V,compreender,forstå
1313,lernen::V,aprender,lære
1314,wissen::V,saber,vide
1315,sich erinnern an::V,lembrar-se de,mindes
1316,sich erinnern an::V,lembrar-se de,huske på
1317,sich erinnern an::V,recordar-se de,mindes
1318,sich erinnern an::V,recordar-se de,huske på
1319,vergessen::V,esquecer,glemme
1320,messen::V,medir,måle
1321,zählen::V,contar,tælle
1322,rechnen::V,calcular,regne
1323,lesen::V,ler,læse
1324,malen::V,pintar,male
1325,zeichnen::V,desenhar,tegne
1326,schreiben::V,escrever,skrive
1327,besitzen::V,possuir,eje
1328,besitzen::V,possuir,besidde
1329,kaufen::V,comprar,købe
1330,verkaufen::V,vender,sælge
1331,bezahlen::V,pagar,betale
1332,zahlen::V,pagar,betale
1333,beherrschen::V,imperar,beherske
1334,ertragen::V,suportar,tåle
1335,ertragen::V,suportar,udholde
