,Concept_ID,ca,mdf
819,du::PRN,tu,тон
820,er::PRN,ell,сон
821,wir::PRN,nosaltres,минь
822,ihr::PRN,vosaltres,тинь
823,sie::PRN,ells,синь
824,sie::PRN,elles,синь
825,was::FPRN,què,мезе
826,wer::FPRN,qui,кие
827,wo::FADV,on,коса
828,wohin::FADV,cap a on,ков
829,wohin::FADV,cap a on,коза
830,wie::FADV,com,ко́да
831,warum::FADV,per què,мес
832,wieviel::FNUM,quant,мзя́ра
833,eins::NUM,u,фкя
834,zwei::NUM,dos,кафта
835,drei::NUM,tres,колма
836,vier::NUM,quatre,ниле
837,fünf::NUM,cinc,вете
838,sechs::NUM,sis,кота
839,sieben::NUM,set,сисем
840,acht::NUM,vuit,кафкса
841,neun::NUM,nou,ве́йхкса
842,zehn::NUM,deu,кемонь
843,elf::NUM,onze,кефкие
844,zwölf::NUM,dotze,кемгафтува
845,zwanzig::NUM,vint,комсь
846,dreißig::NUM,trenta,колмогемонь
847,vierzig::NUM,quaranta,нильге́монь
848,fünfzig::NUM,cinquanta,ве́дьгемонь
849,sechzig::NUM,seixanta,ко́дгемонь
850,siebzig::NUM,setanta,сизьге́монь
851,achtzig::NUM,vuitanta,ка́фксогемонь
852,neunzig::NUM,noranta,ве́йхксогемонь
853,hundert::NUM,cent,сяда
854,tausend::NUM,mil,тёжянь
855,und::CNJ,i,и
856,und::CNJ,i,дъ
857,oder::CNJ,o,или
858,oder::CNJ,o,али
859,stehen::V,estar de peu,а́щемс стя́да
860,sitzen::V,seure,ащемс озада
861,liegen::V,jeure,ма́дозь а́щемс
862,hängen::V,penjar,нюрьгомс
863,werden::V,fer-se,арамс
864,werden::V,fer-se,тиевомс
865,werden::V,posar-se,арамс
866,werden::V,posar-se,тиевомс
867,passieren::V,succeir,лисэмс
868,passieren::V,succeir,эвондамс
869,beginnen::V,iniciar-se,ушедомс
870,enden::V,acabar-se,лоткамс
871,enden::V,terminar-se,лоткамс
872,wechseln::V,canviar,по́лафнемс
873,aufgehen[Sonne]::V,sortir,стямс
874,aufgehen[Sonne]::V,sortir,лисемс
875,untergehen[Sonne]::V,posar-se,валгомс
876,scheinen[Sonne]::V,brillar,ва́лдоптомс
877,donnern::V,tronar,торамс
878,wehen::V,bufar,уфа́мс
879,strömen::V,afluir,шудемс
880,fließen::V,fluir,шудемс
881,sich drehen::V,girar,шаромс
882,schwanken::V,vacil·lar,якамс
883,schwingen::V,oscil·lar,люксемс
884,schwingen::V,oscil·lar,нюрьсемс
885,fallen::V,caure,прамс
886,fallen::V,caure,прашендомс
887,fallen::V,tombar,прамс
888,fallen::V,tombar,прашендомс
889,brennen::V,cremar,паломс
890,rauchen::V,fumejar,качадомс
891,regnen::V,ploure,пиземс
892,gefrieren::V,gelar-se,эйндамс
893,gefrieren::V,gelar-se,кельмомс
894,tauen::V,fondre's,соламс
895,schmelzen::V,fondre's,соламс
896,trocknen::V,assecar-se,коськомс
897,sieden::V,bullir,лакамс
898,faulen::V,podrir-se,наксадомс
899,verfaulen::V,podrir-se,наксадомс
900,reißen::V,trencar-se,сязевомс
901,versinken::V,enfonsar-se,ваямс
902,vergehen::V,passar,ётамс
903,erscheinen::V,aparèixer,эвондамс
904,verschwinden::V,desaparèixer,юма́мс
905,sinken::V,baixar,валгомс
906,sinken::V,descendir,валгомс
907,abnehmen::V,decréixer,киремс
908,zunehmen::V,augmentar,ламокстомс
909,zunehmen::V,augmentar,рашнемс
910,steigen::V,pujar,кеподемс
911,wachsen::V,créixer,касомс
912,glänzen::V,brillar,цинзелдомс
913,glänzen::V,brillar,цифордомс
914,glänzen::V,resplendir,цинзелдомс
915,glänzen::V,resplendir,цифордомс
916,funkeln::V,espurnejar,ци́фтордомс
917,lärmen::V,fer soroll,жалнамс
918,läuten::V,sonar,гайфтемс
919,klingeln::V,trucar,гайфтемс
920,klirren::V,dringar,ка́нзеркшнемс
921,brausen::V,rugir,жоледемс
922,rauschen::V,murmurar,вжнамс
923,rauschen::V,murmurar,гамнамс
924,klingen::V,sonar,кайгомс
925,bellen::V,lladrar,ува́мс
926,heulen::V,udolar,сувомс
927,heulen::V,udolar,урнамс
928,blasen::V,bufar,уфа́мс
929,pfeifen::V,xiular,вяшкомс
930,schreien::V,cridar,пешкодомс
931,stöhnen::V,gemegar,куфцемс
932,zittern::V,tremolar,таромс
933,leben::V,vīure,эрямс
934,geboren werden::V,néixer,шачемс
935,atmen::V,respirar,ажнамс
936,trinken::V,beure,симомс
937,essen::V,menjar,ярхцамс
938,schlucken::V,empassar-se,нилемс
939,müde werden::V,cansar-se,сиземс
940,einschlafen::V,adormir-se,матодовомс
941,schlafen::V,dormir,удомс
942,aufwachen::V,despertar-se,съргоземс
943,aufstehen::V,llevar-se,стямс
944,sich erholen::V,descansar,ваймосемс
945,krank werden::V,posar-se malalt,сярядькстомс
946,krank sein::V,estar malalt,сярядемс
947,schmerzen::V,doldre,сярядемс
948,husten::V,tossir,козомс
949,genesen::V,recuperar-se,пъ́чкамс
950,sterben::V,morir,куломс
951,umkommen::V,perir,юма́мс
952,sich bewegen::V,moure's,шаштомс
953,sich rühren::V,moure's,сърхка́мс
954,sich erheben::V,aixecar-se,стямс
955,sich setzen::V,asseure's,озамс
956,hinfallen::V,caure's,прамс
957,hinfallen::V,caure's,сяворемс
958,laufen::V,caminar,якамс
959,schreiten::V,procedir,молемс
960,schreiten::V,procedir,аськолямс
961,spazierengehen::V,passejar,якамс
962,eilen::V,anar corrent,эряскодомс
963,sich beeilen::V,afanyar-se,эряскодомс
964,sausen::V,córrer,лиемс
965,rennen::V,córrer,арнемс
966,springen::V,saltar,комотнемс
967,klettern::V,escalar,ку́цемс
968,schaukeln::V,gronxar-se,нюрямс
969,schaukeln::V,balancejar-se,нюрямс
970,kriechen::V,reptar,шаштомс комада
971,kriechen::V,arrossegar-se,шаштомс комада
972,schwimmen::V,nadar,уемс
973,tauchen::V,bussejar,юпиемс
974,tauchen::V,bussejar,чёпафнемс
975,tauchen::V,submergir-se,юпиемс
976,tauchen::V,submergir-se,чёпафнемс
977,rudern::V,remar,па́немс ве́неж
978,fahren::V,anar,ардомс
979,fliegen::V,volar,лиемс
980,gehen::V,caminar,молемс
981,weggehen::V,anar-se'n,тумс
982,abfahren::V,partir,тумс
983,anhalten::V,aturar-se,лоткамс
984,hineingehen::V,entrar,сува́мс
985,eintreten::V,entrar,сува́мс
986,kommen::V,venir,самс
987,ankommen::V,arribar,самс
988,ankommen::V,arribar,пачкодемс
989,zurückkommen::V,tornar,мърдамс
990,bleiben::V,quedar-se,иля́домс
991,warten::V,esperar,учемс
992,erwarten::V,esperar,учемс
993,suchen::V,buscar,вешемс
994,finden::V,trobar,мумс
995,versuchen::V,intentar,варчсемс
996,vorbereiten::V,preparar,анокламс
997,lieben::V,estimar,кельгомс
998,mögen::V,agradar a,кельгомс
999,lachen::V,riure,рахамс
1000,lachen::V,riure,рахсемс
1001,rühren::V,commoure,токамс седи
1002,rühren::V,emocionar,токамс седи
1003,weinen::V,plorar,авардемс
1004,schimpfen::V,renyar,сюцемс
1005,sich ärgern::V,enfadar-se,кяжиямс
1006,sich fürchten::V,tenir por,пелемс
1007,fürchten::V,témer,пелемс
1008,fliehen::V,fugir,ворьгодемс
1009,flüchten::V,refugiar-se,ша́домс
1010,flüchten::V,refugiar-se,во́рьгодемс
1011,sehen::V,veure,няемс
1012,anschauen::V,mirar,ваномс
1013,ansehen::V,mirar,ваномс
1014,hören::V,oir,марямс
1015,zuhören::V,escoltar,ку́лхдоньомс
1016,probieren::V,provar,варжамс
1017,riechen::V,olorar,никса́мс
1018,fühlen::V,sentīr,марямс
1019,scheinen::V,semblar,ня́евомс
1020,zu sehen sein::V,poder-se veure,ня́евомс
1021,vernehmen::V,percebre,марямс
1022,frieren::V,tenir fred,паломс
1023,frieren::V,tenir fred,кельмомс
1024,tun::V,fer,тиемс
1025,können::V,poder,маштомс
1026,wollen::V,voler,-не-
1027,anfangen::V,iniciar,ушедомс
1028,beenden::V,acabar,аде́ламс
1029,aufhören::V,deixar,лоткамс
1030,gelingen::V,sortir bé,удалакшнемс
1031,geraten::V,sortir,лисемс
1032,öffnen::V,obrir,панжемс
1033,schließen::V,tancar,сёлгомс
1034,stellen::V,posar,путомс
1035,stellen::V,col·locar,путомс
1036,setzen::V,assentar,озафнемс
1037,setzen::V,assentar,озавтнемс
1038,legen::V,posar,путомс
1039,berühren::V,tocar,токамс
1040,verbinden::V,unir,сотомс
1041,verbinden::V,connectar,сотомс
1042,bedecken::V,tapar,комачамс
1043,bedecken::V,tapar,вельхтямс
1044,bedecken::V,cobrir,комачамс
1045,bedecken::V,cobrir,вельхтямс
1046,aufhängen::V,penjar,повфтамс
1047,anzünden::V,encendre,крьвя́стемс
1048,aufheben::V,aixecar,кеподемс
1049,aufheben::V,aixecar,касфтомс
1050,zurücklassen::V,deixar,ка́домс
1051,verlieren::V,pērdre,юма́фтомс
1052,fallen lassen::V,deixar caure,прафтомс
1053,machen::V,fer,тиемс
1054,herstellen::V,producir,анокламс
1055,bauen::V,construir,путомс
1056,reparieren::V,reparar,петемс
1057,verbessern::V,millorar,цебярьгофтомс
1058,ändern::V,canviar,полафтомс
1059,graben::V,cavar,шу́вомс
1060,graben::V,cavar,та́ргамс
1061,beugen::V,doblegar,мяндемс
1062,biegen::V,corbar,комафтомс
1063,biegen::V,arquejar,комафтомс
1064,drehen::V,girar,шо́вамс
1065,drehen::V,girar,ша́рфнемс
1066,wenden::V,girar,ша́рфтомс
1067,umdrehen::V,voltar,шарфтомс
1068,heben::V,pujar,ке́подемс
1069,heben::V,aixecar,ке́подемс
1070,hochheben::V,aixecar,ке́подемс
1071,hochheben::V,aixecar,ка́сфтомс
1072,ergreifen::V,agafar,фатямс
1073,halten::V,mantenir,кирдемс
1074,drücken::V,prémer,люпшта́мс
1075,drücken::V,estrènyer,люпшта́мс
1076,schieben::V,empènyer,шашфтомс
1077,kratzen::V,raspar,а́нгорямс
1078,kratzen::V,raspar,киськоря́мс
1079,lecken::V,llepar,нолсемс
1080,beißen::V,mossegar,сускомс
1081,abreißen::V,arrencar,сяземс
1082,abschneiden::V,tallar,керомс
1083,binden::V,lligar,сотомс
1084,stecken::V,ficar,сялгомс
1085,brechen::V,trencar,си́ннемс
1086,brechen::V,trencar,ка́лафтомс
1087,klopfen::V,trucar,чакамс
1088,klopfen::V,trucar,чакиемс
1089,hauen::V,picar,шавомс
1090,hauen::V,picar,пиксомс
1091,hauen::V,colpejar,шавомс
1092,hauen::V,colpejar,пиксомс
1093,kleben::V,enganxar,пе́тфнемс
1094,reiben::V,fregar,шо́вамс
1095,streichen::V,untar,вадемс
1096,schleifen::V,afilar,шо́вамс
1097,schleifen::V,esmolar,шо́вамс
1098,schneiden::V,tallar,керомс
1099,rütteln::V,sacsejar,та́рфтомс
1100,schütteln::V,agitar,шука́демс
1101,schütteln::V,sacsejar,шука́демс
1102,schwenken::V,agitar,яфодемс
1103,schütten::V,abocar,каямс
1104,schütten::V,abocar,нюрьхтя́мс
1105,füllen::V,omplir,пяшкодемс
1106,einwickeln::V,embolicar,тапардамс
1107,tragen::V,dur,кандомс
1108,tragen::V,portar,кандомс
1109,schleppen::V,arrossegar,ускомс
1110,ziehen::V,tirar,ускомс
1111,ziehen::V,estirar,ускомс
1112,aufbewahren::V,conservar,ванфтомс
1113,werfen::V,llançar,ёрямс
1114,fangen::V,agafar,кунда́мс
1115,fangen::V,atrapar,кунда́мс
1116,packen::V,engrapar,фатямс
1117,verstecken::V,amagar,кяшемс
1118,teilen::V,dividir,явомс
1119,schicken::V,enviar,кучемс
1120,bringen::V,portar,кандомс
1121,bringen::V,portar,пачфтемс
1122,hinzufügen::V,afegir,пу́томс та́га
1123,hinzufügen::V,afegir,ма́ксомс та́га
1124,bekommen::V,obtenir,сявомс
1125,erhalten::V,rebre,сявомс
1126,nehmen::V,prendre,сявомс
1127,wählen::V,triar,ко́чкамс
1128,wählen::V,elegir,ко́чкамс
1129,auswählen::V,escollir,кочкамс
1130,auswählen::V,seleccionar,кочкамс
1131,bewahren::V,conservar,ванфтомс
1132,behindern::V,impedir,шорямс
1133,behindern::V,obstaculitzar,шорямс
1134,verderben::V,espatllar,коламс
1135,verderben::V,espatllar,гастямс
1136,beschädigen::V,danyar,тиендемс зиян
1137,beschädigen::V,destrossar,тиендемс зиян
1138,zerbrechen::V,trencar,тапамс
1139,zerreißen::V,estripar,сяземс
1140,zerstören::V,destruir,ка́лафтомс
1141,verbrennen::V,cremar,пълхта́мс
1142,geben::V,donar,ма́ксомс
1143,reichen::V,passar,максомс
1144,schenken::V,regalar,каземс
1145,versprechen::V,prometre,ма́ксомс вал
1146,wünschen::V,desitjar,арьсемс
1147,loben::V,elogiar,шна́мс
1148,küssen::V,fer un petó a,палсемс
1149,wiegen::V,bressolar,нюря́фтомс
1150,zudecken::V,tapar,вельхтямс
1151,zudecken::V,cobrir,вельхтямс
1152,wecken::V,despertar,стя́фтомс
1153,wecken::V,despertar,съ́ргозьфтемс
1154,zeigen::V,mostrar,няфтемс
1155,zeigen::V,ensenyar,няфтемс
1156,führen::V,guiar,вятемс
1157,führen::V,conduir,вятемс
1158,lehren::V,ensenyar,тонафтомс
1159,unterrichten::V,ensenyar,тонафтомс
1160,aufziehen::V,criar,касфтомс
1161,leiten::V,dirigir,вятемс
1162,antreiben::V,impel·lir,вятемс
1163,lassen::V,fer,кошардомс
1164,einladen::V,invitar,тердемс
1165,einladen::V,invitar,серьгядемс
1166,einladen::V,convidar,тердемс
1167,einladen::V,convidar,серьгядемс
1168,vereinigen::V,unir,пуроптомс
1169,vereinigen::V,unir,кочкамс марса
1170,besuchen::V,visitar,варжамс
1171,besuchen::V,anar a veure,варжамс
1172,treffen::V,trobar,васьфтомс
1173,sich versammeln::V,reunir-se,кочкавомс
1174,spielen::V,jugar,налхксемс
1175,singen::V,cantār,морамс
1176,tanzen::V,ballar,кштимс
1177,sich trennen::V,separar-se,явомс
1178,verlassen::V,deixar,кадондомс
1179,verlassen::V,abandonar,кадондомс
1180,retten::V,salvar,идемс
1181,retten::V,salvar,араламс
1182,bewachen::V,vigilar,ваномс
1183,schützen::V,protegir,а́раламс
1184,verteidigen::V,defensar,а́раламс
1185,sich schlagen::V,barallar-se,тюремс
1186,schießen::V,tirar,ляцемс
1187,schießen::V,disparar,ляцемс
1188,siegen::V,vèncer,сяськомс
1189,ärgern::V,enfadar,кяжияфтомс
1190,schlagen::V,pegar,токамс
1191,schlagen::V,colpejar,токамс
1192,treten::V,donar un cop de peu a,тапамс
1193,stechen::V,punxar,пупамс
1194,stechen::V,punxar,сялгомс
1195,stechen::V,apunyalar,пупамс
1196,stechen::V,apunyalar,сялгомс
1197,stoßen::V,empènyer,тостядемс
1198,stehlen::V,robar,саламс
1199,stören::V,molestar,шорсемс
1200,belästigen::V,importunar,токсамс
1201,belästigen::V,importunar,аф кадомс ваймама
1202,verbergen::V,amagar,кяшемс
1203,verbergen::V,ocultar,кяшемс
1204,täuschen::V,enganyar,васькафтомс
1205,täuschen::V,enganyar,кяльготнемс
1206,betrügen::V,estafar,васькафнемс
1207,töten::V,matar,шавомс
1208,töten::V,matar,аде́ламс
1209,wohnen::V,vīure,эрямс
1210,wohnen::V,habitar,эрямс
1211,arbeiten::V,treballar,покодемс
1212,sammeln::V,col·leccionar,кочкамс
1213,sammeln::V,col·leccionar,пу́роптомс
1214,pflücken::V,collir,фатнемс
1215,pflücken::V,collir,нотфнемс
1216,jagen::V,caçar,кунда́мс
1217,fischen::V,pescar,калонь кунда́мс
1218,fassen::V,atrapar,кунда́мс
1219,hüten::V,pasturar,ваномс
1220,treiben::V,arriar,панемс
1221,anbinden::V,lligar,сотомс
1222,füttern::V,donar menjar a,трямс
1223,füttern::V,donar menjar a,а́ндомс
1224,melken::V,munyir,потямс
1225,hacken::V,picar,лазондомс
1226,hacken::V,tallar,лазондомс
1227,gießen::V,regar,валомс
1228,reifen::V,madurar,кенеремс
1229,zubereiten::V,preparar,анокламс
1230,kochen::V,coure,пидемс
1231,backen::V,coure al forn,пидемс
1232,braten::V,rostir,пуштомс
1233,umrühren::V,remenar,шорямс
1234,stricken::V,tricotar,кодамс
1235,stricken::V,fer punt de mitja,кодамс
1236,nähen::V,cosir,стамс
1237,färben::V,tenyir,а́рхтомс
1238,reinigen::V,netejar,ва́ткамс
1239,reinigen::V,netejar,а́роптомс
1240,waschen::V,rentār,муськомс
1241,abwischen::V,eixugar,нардамс
1242,spülen::V,esbandir,оргалдомс
1243,fegen::V,escombrar,тяемс
1244,kehren::V,escombrar,тяемс
1245,baden::V,banyar-se,э́шелямс
1246,sich waschen::V,rentār-se,штамс
1247,ausziehen::V,treure's,кайсефтемс
1248,anziehen::V,posar-se,ща́фтомс
1249,sich anziehen::V,vestir-se,щамс
1250,kämmen::V,pentinar,се́ендемс
1251,schmücken::V,adornar,на́ряжамс
1252,schmücken::V,adornar,ма́зоптомс
1253,sagen::V,dir,азомс
1254,sagen::V,dir,мярьгомс
1255,sprechen::V,parlar,корхтамс
1256,reden::V,parlar,корхнемс
1257,sich unterhalten::V,conversar,корхнемс
1258,fragen::V,preguntar,ки́зефтемс
1259,bitten::V,demanar,а́намс
1260,bitten::V,demanar,ве́шемс
1261,erzählen::V,contar,а́зондомс
1262,erzählen::V,explicar,а́зондомс
1263,mitteilen::V,comunicar,азомс
1264,nennen::V,nomenar,лемдемс
1265,nennen::V,nomenar,путомс лем
1266,rufen::V,cridar,серьгядемс
1267,prahlen::V,lloar-se,шна́фтомс пря́
1268,prahlen::V,jactar-se,шна́фтомс пря́
1269,übersetzen::V,traduir,ётафтомс
1270,denken::V,pensar,арьсемс
1271,glauben::V,creure,кемамс
1272,bemerken::V,notar,ня́емс
1273,erkennen::V,reconèixer,содамс
1274,begreifen::V,comprendre,сатомс
1275,verstehen::V,entendre,шарьхкодемс
1276,lernen::V,aprendre,тонафнемс
1277,wissen::V,saber,со́дамс
1278,sich erinnern an::V,recordar,лятфтамс
1279,vergessen::V,oblidar,юкстамс
1280,messen::V,mesurar,ункснемс
1281,zählen::V,comptar,лу́вомс
1282,zählen::V,comptar,а́рьсемс
1283,rechnen::V,calcular,лувомс
1284,lesen::V,llegir,лувомс
1285,lesen::V,llegir,морафтомс
1286,malen::V,pintar,рисова́ндамс
1287,zeichnen::V,dibuixar,рисова́ндамс
1288,schreiben::V,escrīure,сёрмадомс
1289,besitzen::V,posseir,улемс азоркс
1290,kaufen::V,comprar,рамамс
1291,verkaufen::V,vendre,мимс
1292,bezahlen::V,pagar,пандомс
1293,zahlen::V,pagar per,па́ндомс
1294,beherrschen::V,dominar,азорондамс
1295,ertragen::V,aguantar,кирдемс
