,Concept_ID,ba,myv
760,nicht::ADV,тугел,а
761,ein wenig::ADV,аҙ,аламошка
762,kaum::ADV,көскә,ансяк
763,kaum::ADV,саҡ-саҡ,ансяк
764,sehr::ADV,ифат,пек
765,sehr::ADV,ифат,вельть
766,so::ADV,шулай,истя
767,noch::ADV,йәнә,таго
768,nur::ADV,бары,ансяк
769,schon::ADV,инде,уш
770,wieder::ADV,тағы,таго
771,vergebens::ADV,бушҡа,стяко
772,vor::PRP,алдында,икеле
773,hinter::PRP,артында,вельде
774,unter::PRP,аҫтында,ало
775,durch::PRP,үтә,пачк
776,neben::PRP,эргәһендә,вакссо
777,zwischen::PRP,араһында,ютксо
778,wegen::PRP,өсөн,кис
779,wegen::PRP,өсөн,коряс
780,wegen::PRP,өсөн,кувалт
781,wegen::PRP,сәбәпле,кис
782,wegen::PRP,сәбәпле,коряс
783,wegen::PRP,сәбәпле,кувалт
784,dies::PRN,был,те
785,dies::PRN,ошо,те
786,das::PRN,ул,те
787,das::PRN,ул,тона
788,alles::PRN,бөтә,весе
789,alles::PRN,бөтә,весемесь
790,ich::PRN,мин,мон
791,du::PRN,һин,тон
792,er::PRN,ул,сон
793,wir::PRN,беҙ,минь
794,ihr::PRN,һеҙ,тынь
795,sie::PRN,улар,сынь
796,was::FPRN,ә,мезе
797,was::FPRN,ни,мезе
798,was::FPRN,нәмә,мезе
799,wer::FPRN,ҡем,ки
800,wo::FADV,ҡайҙа,косо
801,wohin::FADV,ҡайҙа,ков
802,wohin::FADV,ҡайҙа,козо
803,wie::FADV,инидәй,кода
804,warum::FADV,ин өсөн,мекс
805,wieviel::FNUM,күпме,зяро
806,eins::NUM,бер,вейке
807,zwei::NUM,ике,кавто
808,zwei::NUM,икәү,кавто
809,drei::NUM,өс,колмо
810,vier::NUM,дүрт,ниле
811,fünf::NUM,биш,вете
812,sechs::NUM,алты,кото
813,sieben::NUM,ете,сисем
814,acht::NUM,һигеҙ,кавксо
815,neun::NUM,туғыҙ,вейксэ
816,zehn::NUM,ун,кемень
817,elf::NUM,ун бер,кевейкее
818,zwölf::NUM,ун ике,кемгавтово
819,zwanzig::NUM,егерме,комсь
820,dreißig::NUM,утыҙ,колоньгемень
821,vierzig::NUM,ҡырҡ,ниленьгемень
822,fünfzig::NUM,илле,ведьгемень
823,sechzig::NUM,алтмыш,кодгемень
824,siebzig::NUM,етмеш,сизьгемень
825,achtzig::NUM,һикһән,кавксоньгемень
826,neunzig::NUM,туҡһан,вейксэньгемень
827,hundert::NUM,йөҙ,сядо
828,tausend::NUM,мең,тыща
829,und::CNJ,да,ды
830,oder::CNJ,йәки,или
831,stehen::V,тороу,аштемс стядо
832,sitzen::V,ултырыу,аштемс озадо
833,liegen::V,ятыу,мадезь аштемс
834,hängen::V,аҫылынып тороу,нурьгемс
835,werden::V,булыу,арамс
836,passieren::V,булыу,лисэмс
837,beginnen::V,башлау,ушодомс
838,enden::V,бөтөү,лоткамс
839,enden::V,тамамланыү,лоткамс
840,wechseln::V,үҙгәреү,полавтнемс
841,aufgehen[Sonne]::V,ҡалҡыу,лисемс
842,aufgehen[Sonne]::V,ҡалҡыу,стямс
843,untergehen[Sonne]::V,байыу,валгомс
844,scheinen[Sonne]::V,яҡтыртып тороу,валдомтомс
845,donnern::V,күкрәү,цярномс
846,donnern::V,күкрәү,галдордомс
847,wehen::V,иҫеү,пувамс
848,strömen::V,ташыу,чудемс
849,fließen::V,ағыу,чудемс
850,sich drehen::V,әйләнеү,велямс
851,schwanken::V,тирбәлеү,лыкамс
852,schwanken::V,тирбәлеү,якамс
853,schwingen::V,бәүетеү,нурсемс
854,schwingen::V,бәүетеү,лыкамс
855,fallen::V,йығылыу,прамс
856,fallen::V,йығылыу,сяворемс
857,brennen::V,яныу,паломс
858,rauchen::V,төтәү,качадомс
859,regnen::V,ямғыр яуа,пиземс
860,gefrieren::V,туңыү,кельмемс
861,tauen::V,иреү,соламс
862,schmelzen::V,иреү,соламс
863,trocknen::V,кибеү,коськемс
864,sieden::V,ҡайнау,лакамс
865,sieden::V,ҡайнау,пиксемс
866,faulen::V,сереу,наксадомс
867,verfaulen::V,сереу,наксадомс
868,reißen::V,өҙөү,сезневемс
869,reißen::V,йыртылыу,сезневемс
870,versinken::V,батыу,ваямс
871,vergehen::V,үтеү,ютамс
872,erscheinen::V,килеп сығыу,лисемс
873,verschwinden::V,юғалыу,ёмамс
874,sinken::V,түбәнәйеү,явамс
875,abnehmen::V,кәметеү,киремемс
876,zunehmen::V,артыу,ламолгадомс
877,zunehmen::V,артыу,раштамс
878,steigen::V,күтәрелеү,куземс
879,steigen::V,күтәрелеү,кепсевемс
880,wachsen::V,үҫеү,касомс
881,glänzen::V,ялтырау,цитнемс
882,funkeln::V,баҙлау,пиндолдомс
883,funkeln::V,баҙлау,цивтёрдомс
884,lärmen::V,шаулау,шалномс
885,läuten::V,ҡағыу,гайгезевемс
886,klingeln::V,ҡағыу,чавомс баягас
887,klingeln::V,шылтыратыу,чавомс баягас
888,klirren::V,шылтыратыу,калдордомс
889,klirren::V,шылтыратыу,кальцяемс
890,brausen::V,ҡотороноу,лакамс
891,rauschen::V,шыптырлау,лажномс
892,klingen::V,яңғырау,гайгемс
893,bellen::V,өрөү,онгомс
894,heulen::V,олоу,урномс
895,blasen::V,өрөү,пувамс
896,pfeifen::V,һызғырып ебәреү,вешкемс
897,schreien::V,ҡысҡырыу,пижнемс
898,stöhnen::V,уңғырашыу,кувсемс
899,zittern::V,ҡалтырау,тарномс
900,leben::V,йәшәү,эрямс
901,geboren werden::V,тыуыу,чачомс
902,atmen::V,тын алыү,лексемс
903,trinken::V,эсеү,симемс
904,essen::V,ашау,ярсамс
905,schlucken::V,йотоу,нилемс
906,schlucken::V,йотоу,порнемс
907,müde werden::V,арыу,сиземс
908,einschlafen::V,йоҡлап китеү,матедевемс
909,schlafen::V,йоҡлау,удомс
910,aufwachen::V,уяныу,сыргоземс
911,aufstehen::V,тороу,стямс
912,sich erholen::V,ял итеү,оймсемс
913,krank werden::V,сирләү,сэредезевемс
914,krank sein::V,сирләү,сэредемс
915,schmerzen::V,ауыртыу,сэредемс
916,husten::V,йүтәлләү,козомс
917,genesen::V,һауығыу,пичкамс
918,sterben::V,үлеү,куломс
919,umkommen::V,һәләк булыу,чавовомс
920,umkommen::V,һәләк булыу,ёмамс
921,sich bewegen::V,хәрәкәт итеү,шаштомс
922,sich rühren::V,ҡуҙғалыу,сыргамс
923,sich erheben::V,тороу,куземс
924,sich setzen::V,ултырыу,озамс
925,hinfallen::V,ҡолау,прамс
926,hinfallen::V,ҡолау,сяворемс
927,laufen::V,йөрөү,якамс
928,schreiten::V,атлау,эскелямс
929,schreiten::V,атлау,молемс
930,spazierengehen::V,ял итеп йороү,якамс
931,eilen::V,ашығыу,эрзкалемс
932,eilen::V,ашығыу,капшамс
933,eilen::V,ҡабаланыу,эрзкалемс
934,eilen::V,ҡабаланыу,капшамс
935,sich beeilen::V,ашығыу,капшамс
936,sich beeilen::V,ҡабаланыу,капшамс
937,sausen::V,елеү,ливтямс
938,rennen::V,йүгеп йөрөү,чийнемс
939,rennen::V,йүгеп йөрөү,ардтнемс
940,springen::V,һикереү,кирнявтнемс
941,klettern::V,үрмәләү,куземс
942,klettern::V,үрмәләп менеү,куземс
943,schaukeln::V,сайҡалыу,нурямс
944,kriechen::V,шыуышыу,ёзмолдомс
945,schwimmen::V,йоҙөү,уемс
946,tauchen::V,сумыу,чопавтомс
947,tauchen::V,сумыу,чопавтнемс
948,rudern::V,ишеү,миледемс
949,fahren::V,йөрөү,ардомс
950,fliegen::V,осоу,ливтямс
951,gehen::V,барыу,туемс
952,gehen::V,барыу,молемс
953,weggehen::V,китеү,туемс
954,abfahren::V,сығыу,туемс
955,anhalten::V,тукталыу,лоткамс
956,hineingehen::V,инеү,совамс
957,eintreten::V,инеү,совамс
958,eintreten::V,инеү,эскельдямс
959,kommen::V,килеү,самс
960,ankommen::V,килеү,самс
961,ankommen::V,килеү,пачкодемс
962,zurückkommen::V,ҡайтыу,велявтомс
963,bleiben::V,ҡалыу,кадовомс
964,warten::V,көтөп тороу,учомс
965,erwarten::V,көтөү,учомс
966,suchen::V,эҙләү,вешнемс
967,finden::V,табыу,муемс
968,versuchen::V,тырышып ҡарау,варштамс
969,vorbereiten::V,әҙерләү,анокстамс
970,lieben::V,яратыу,вечкемс
971,mögen::V,һөйөү,вечкемс
972,mögen::V,яратыу,вечкемс
973,lachen::V,көлөү,пейдемс
974,rühren::V,ҡағылыу,токамс седейс
975,weinen::V,илау,авардемс
976,schimpfen::V,һүгенеү,сёвномс
977,schimpfen::V,тиргәнеү,сёвномс
978,schimpfen::V,һуҡраныу,сёвномс
979,sich ärgern::V,асыуланыу,кежиявтнемс
980,sich fürchten::V,ҡурҡыу,пелемс
981,fürchten::V,ҡурҡыу,пелемс
982,fliehen::V,ҡасыу,оргодемс
983,flüchten::V,ҡасыу,ворьгодемс
984,flüchten::V,ҡасыу,чадомс
985,sehen::V,күреү,неемс
986,anschauen::V,ҡарау,ваномс
987,ansehen::V,ҡарау,ваномс
988,ansehen::V,тикшереү,ваномс
989,hören::V,ишетеү,марямс
990,zuhören::V,тыңлау,кунсоломс
991,probieren::V,татыу,варшамс
992,riechen::V,еҫкәү,никсемс
993,fühlen::V,тойоу,марямс
994,scheinen::V,кеүек күренеү,марявомс
995,scheinen::V,тойолоу,марявомс
996,zu sehen sein::V,күренеү,неявомс
997,vernehmen::V,ишетеү,марямс
998,frieren::V,туңыү,кельмемс
999,tun::V,яһау,теемс
1000,tun::V,әшләү,теемс
1001,können::V,алыу,маштомс
1002,können::V,мөмкин булыу,маштомс
1003,wollen::V,теләү,бажамс
1004,anfangen::V,башлау,кармамс
1005,beenden::V,бөтөрөү,прядомс
1006,beenden::V,тамамлау,прядомс
1007,aufhören::V,туктау,лоткамс
1008,gelingen::V,уңышлы булыу,удаламс
1009,geraten::V,булып сығыу,лисемс
1010,öffnen::V,асыу,панжомс
1011,schließen::V,йомоу,пекстамс
1012,schließen::V,йомоу,сёлгомс
1013,schließen::V,йомоу,конямс
1014,stellen::V,ҡуйыу,аравтомс
1015,setzen::V,урынлаштырыу,ойсевтемс
1016,setzen::V,урынлаштырыу,озавтнемс
1017,legen::V,һалыу,путомс
1018,berühren::V,тейеү,токамс
1019,berühren::V,ҡағылыу,токамс
1020,verbinden::V,ҡушыу,содомс
1021,verbinden::V,бәйләү,содомс
1022,bedecken::V,ҡаплау,вельтямс
1023,aufhängen::V,элеү,понгавтомс
1024,anzünden::V,тоҡандырыу,кирвастемс
1025,aufheben::V,мендереү,кепедемс
1026,zurücklassen::V,ҡалдырыу,кадомс
1027,verlieren::V,юғалтыу,ёмавтомс
1028,fallen lassen::V,төшөрөп ебәреү,правтомс
1029,machen::V,яһау,теемс
1030,machen::V,эшләү,теемс
1031,herstellen::V,эшләп сығарыу,анокстамс
1032,bauen::V,төҙөү,путомс
1033,reparieren::V,төҙәтеү,витемс
1034,verbessern::V,яҡшыртыу,паролгавтомс
1035,verbessern::V,яҡшыртыу,вадрялгавтомс
1036,ändern::V,үҙгәртеү,полавтомс
1037,graben::V,ҡаҙыу,чувомс
1038,graben::V,ҡаҙыу,таргамс
1039,beugen::V,бөгөү,мендемс
1040,biegen::V,бөгөү,комавтомс
1041,drehen::V,өйрөлтөү,чаравтомс
1042,drehen::V,өйрөлтөү,велявтнемс
1043,drehen::V,әйләндереү,чаравтомс
1044,drehen::V,әйләндереү,велявтнемс
1045,wenden::V,әйләндереү,велявтомс
1046,umdrehen::V,түңкәреү,велявтомс
1047,heben::V,күтәреү,кепедемс
1048,heben::V,мендереү,кепедемс
1049,hochheben::V,күтәреү,кепедемс
1050,ergreifen::V,тотоп алыу,кундамс
1051,halten::V,тотоу,кирдемс
1052,drücken::V,ҡыҫыу,нуемс
1053,schieben::V,этеү,шаштомс
1054,schieben::V,төртөү,шаштомс
1055,kratzen::V,ҡырыу,ангордамс
1056,lecken::V,ялау,нолсемс
1057,beißen::V,тешләү,сускомс
1058,abreißen::V,өҙөү,сеземс
1059,abschneiden::V,ҡырҡыу,печкемс
1060,binden::V,бәйләү,кодамс
1061,binden::V,бәйләү,сюлмамс
1062,stecken::V,ҡаҙау,сялгомс
1063,brechen::V,боҙоу,синдемс
1064,brechen::V,боҙоу,калавтомс
1065,klopfen::V,шаҡылдау,калтаямс
1066,hauen::V,туҡмау,чавомс
1067,kleben::V,йәбештереү,педявтнемс
1068,reiben::V,ыуыу,ёзамс
1069,reiben::V,ышҡыу,ёзамс
1070,streichen::V,яғыу,вадемс
1071,schleifen::V,үткерләү,човамс
1072,schneiden::V,ҡырҡыу,керямс
1073,rütteln::V,һелкетеү,чукамс
1074,rütteln::V,һелкетеү,лыкавтомс
1075,schütteln::V,һелкетеү,чукамс
1076,schwenken::V,болғау,яхолемс
1077,schütten::V,ҡойоу,каямс
1078,füllen::V,тултырыу,пештямс
1079,einwickeln::V,төрөү,тапарямс
1080,tragen::V,алып барыу,кандомс
1081,schleppen::V,һөйрәү,ускомс
1082,ziehen::V,тартыу,ускомс
1083,aufbewahren::V,һаҡлау,ванстомс
1084,werfen::V,ырғытыу,ёртомс
1085,fangen::V,тотоу,кундамс
1086,packen::V,етеү,кундамс
1087,packen::V,тотоп алыу,кундамс
1088,verstecken::V,йәшереү,кекшемс
1089,teilen::V,бүлеү,явомс
1090,schicken::V,ебәреү,кучомс
1091,bringen::V,килтереү,кандомс
1092,hinzufügen::V,өтәү,путомс
1093,hinzufügen::V,өтәү,максомс
1094,bekommen::V,алыу,саемс
1095,erhalten::V,алыу,саемс
1096,nehmen::V,алыу,саемс
1097,wählen::V,һайлаү,кочкамс
1098,auswählen::V,һайлап алыу,кочкамс
1099,bewahren::V,һаҡлау,ванстомс
1100,behindern::V,тотҡарлыҡ яһау,кирдемс
1101,verderben::V,боҙоу,коламс
1102,beschädigen::V,боҙоу,теемс зыян
1103,zerbrechen::V,ҡыйратыу,коламс
1104,zerreißen::V,йыртыу,сеземс
1105,zerstören::V,емереү,калавтомс
1106,verbrennen::V,үртәү,пултамс
1107,geben::V,биреү,максомс
1108,reichen::V,биреү,максомс
1109,schenken::V,бүләк итеү,каземс
1110,versprechen::V,вәғәҙә биреү,алтамс
1111,wünschen::V,теләу,арсемс
1112,loben::V,маҡтау,шнамс
1113,küssen::V,үбеү,палсемс
1114,wiegen::V,бәүетеү,нурсемс
1115,wiegen::V,тирбәтеү,нурсемс
1116,zudecken::V,ҡаплау,тавадомс
1117,zudecken::V,ҡаплау,вельтямс
1118,wecken::V,уятыу,стявтомс
1119,zeigen::V,күрһәтеү,невтемс
1120,führen::V,етәкләү,ветямс
1121,lehren::V,уҡытыу,тонавтомс
1122,lehren::V,өйрәтеү,тонавтомс
1123,unterrichten::V,уҡытыу,тонавтомс
1124,aufziehen::V,тәрбиәле,трямс
1125,aufziehen::V,тәрбиәле,кастомс
1126,leiten::V,етәкләү,ветямс
1127,leiten::V,етәкләү,азоркстамс
1128,leiten::V,етәкселек итеү,ветямс
1129,leiten::V,етәкселек итеү,азоркстамс
1130,antreiben::V,ашыҡтырыу,ветямс
1131,lassen::V,мәжбүр итеү,кармавтомс
1132,einladen::V,саҡырыу,тердемс
1133,vereinigen::V,берләштереү,вейсэндямс
1134,vereinigen::V,берләштереү,вейс путомс
1135,vereinigen::V,берләштереү,вейс пурнамс
1136,besuchen::V,килеп сығыу,варштамс
1137,treffen::V,тойоү,вастомс
1138,treffen::V,осратыу,вастомс
1139,treffen::V,ҡаршылау,вастомс
1140,sich versammeln::V,йыйылыу,промокшномс
1141,spielen::V,тартыу,налксемс
1142,singen::V,йырлау,морамс
1143,tanzen::V,бейеү,киштемс
1144,sich trennen::V,айырылышыу,явомс
1145,verlassen::V,ташлау,кадомс
1146,verlassen::V,ташлап китеү,кадомс
1147,retten::V,ҡотҡарыу,идемс
1148,bewachen::V,һаҡлау,ванстомс
1149,schützen::V,һаҡлау,аштемс
1150,verteidigen::V,яҡлау,ваномс
1151,sich schlagen::V,һуғышыу,тюремс
1152,schießen::V,атыу,ледемс
1153,siegen::V,еңеү,изнямс
1154,ärgern::V,асыуландырыу,кежейгавтомс
1155,schlagen::V,бәреү,токамс
1156,schlagen::V,туҡмау,токамс
1157,treten::V,тибеү,тапамс
1158,treten::V,типкеләү,тапамс
1159,stechen::V,сәнсеү,пупамс
1160,stoßen::V,этеү,тулкадемс
1161,stoßen::V,төртөү,тулкадемс
1162,stehlen::V,урлау,саламс
1163,stören::V,ҡамасаулау,пирямс ки
1164,belästigen::V,бимазалау,а максомс
1165,belästigen::V,бимазалау,а кадомс оймамо
1166,belästigen::V,ҡамасаулау,а максомс
1167,belästigen::V,ҡамасаулау,а кадомс оймамо
1168,verbergen::V,йәшереү,сёпомс
1169,verbergen::V,йәшереү,кекшемс
1170,täuschen::V,ултыртыу,манямс
1171,betrügen::V,алдау,манчемс
1172,töten::V,үлтереү,чавномс
1173,töten::V,үлтереү,маштнемс
1174,wohnen::V,йәшәү,эрямс
1175,arbeiten::V,эшләү,важодемс
1176,sammeln::V,йыйыу,пурнамс
1177,pflücken::V,өҙөү,ноцковтнемс
1178,jagen::V,аулау,кундамс
1179,fischen::V,аулау,калонь кундамс
1180,fassen::V,тотоу,кундамс
1181,hüten::V,көтөү,ваномс
1182,treiben::V,ҡыуыу,панемс
1183,anbinden::V,бәйләү,сюлмамс
1184,füttern::V,ашатыу,андомс
1185,melken::V,һауыү,потявтомс
1186,hacken::V,турау,лазномс
1187,hacken::V,тапау,лазномс
1188,gießen::V,ҡойоу,валомс
1189,reifen::V,өлғөрөү,кенеремс
1190,zubereiten::V,бешереү,анокстамс
1191,kochen::V,бешереү,пидемс
1192,backen::V,бешереү,пидемс
1193,braten::V,ҡурыу,пуштамс
1194,umrühren::V,ҡатнаштырыу,човорямс
1195,stricken::V,бәйләү,кодамс
1196,nähen::V,тегеү,стамс
1197,färben::V,буяу,артомс
1198,reinigen::V,таҙартыу,урядамс
1199,waschen::V,йыуыу,муськемс
1200,abwischen::V,һөртөү,нардамс
1201,spülen::V,сайҡау,ёрвалдомс
1202,fegen::V,һепереү,тенсемс
1203,kehren::V,һепереү,тенсемс
1204,baden::V,һыу инеү,экшелямс
1205,sich waschen::V,йыуыныу,шлямс
1206,ausziehen::V,сисеү,кайсевтемс
1207,anziehen::V,кейеү,оршамс
1208,sich anziehen::V,кейенеү,оршамс
1209,kämmen::V,тарау,судрямс
1210,schmücken::V,биҙәү,мазылгавтомс
1211,schmücken::V,биҙәү,наряжамс
1212,sagen::V,әйтеү,меремс
1213,sprechen::V,әйтеү,кортамс
1214,sprechen::V,һөйләшеү,кортамс
1215,reden::V,һөйләшеү,кортамс
1216,sich unterhalten::V,әңгәмәләшеү,кортнемс
1217,fragen::V,һорау,кевкстемс
1218,bitten::V,үтенеү,вешемс
1219,erzählen::V,һөйләү,ёвтнемс
1220,mitteilen::V,әйтеү,ёвтамс
1221,nennen::V,атау,лемдемс
1222,nennen::V,атау,путомс лем
1223,nennen::V,исемләү,лемдемс
1224,nennen::V,исемләү,путомс лем
1225,rufen::V,саҡырыу,тердемс
1226,rufen::V,саҡырыу,серьгедемс
1227,prahlen::V,маҡтаныу,шнамс пря
1228,prahlen::V,шапырыныу,шнамс пря
1229,übersetzen::V,тәржемә итеү,ютавтомс
1230,denken::V,уйлау,арсемс
1231,glauben::V,ышаныу,кемемс
1232,bemerken::V,күреү,неемс
1233,erkennen::V,таныу,содамс
1234,begreifen::V,аңлау,пачкодемс
1235,verstehen::V,аңлау,чарькодемс
1236,lernen::V,өйрәнеү,тонавтнемс
1237,wissen::V,белеү,содамс
1238,sich erinnern an::V,хәтергә алыу,ледстямс
1239,vergessen::V,онотоу,стувтомс
1240,messen::V,үлсәү,онкстнемс
1241,zählen::V,һанау,ловомс
1242,rechnen::V,һанау,ловомс
1243,lesen::V,уҡыу,ловномс
1244,malen::V,һүрәт яһау,рисовамс
1245,malen::V,рәсем төшөрөү,рисовамс
1246,zeichnen::V,һүрәт яһау,рисовамс
1247,zeichnen::V,рәсем төшөрөү,рисовамс
1248,schreiben::V,яҙыу,сёрмадомс
1249,besitzen::V,биләү,улемс
1250,besitzen::V,биләү,улемс азорокс
1251,kaufen::V,һатып алыу,рамамс
1252,verkaufen::V,һатыу,миемс
1253,bezahlen::V,түләү,пандомс
1254,zahlen::V,түләү,пандомс
1255,beherrschen::V,биләү,азоркстамс
1256,ertragen::V,түҙеү,кирдемс
