,Concept_ID,ar,mn
84,Funke::N,شرارة,оч
85,Feuer::N,نار,гал
86,Licht::N,نور,гэрэл
87,Licht::N,نور,гэгээ
88,Licht::N,ضوء,гэрэл
89,Licht::N,ضوء,гэгээ
90,Schatten::N,ظل,сүүдэр
91,Schatten::N,فيء,сүүдэр
92,Wetter::N,جو,тэнгэр
93,Wetter::N,جو,цаг уур
94,Wetter::N,طقس,тэнгэр
95,Wetter::N,طقس,цаг уур
96,Nebel::N,ضباب,будан
97,Wolke::N,غيمة,үүл
98,Wolke::N,سحابة,үүл
99,Regen::N,مطر,бороо
100,Schnee::N,ثلج,цас
101,Eis::N,جليد,мөс
102,Frost::N,صقيع,хүйт
103,Kälte::N,برد,хүйт
104,Hitze::N,حر,халуун
105,Hitze::N,حرارة,халуун
106,Raureif::N,صقيع,цан
107,Raureif::N,صقيع,хяруу
108,Regenbogen::N,قوس قزح,солонго
109,Donner::N,رعد,тэнгэрийн дуу
110,Strömung::N,تيار,урсгал
111,Tropfen::N,قطرة,дусал
112,Schaum::N,زبد,хөөс
113,Schaum::N,رغوة,хөөс
114,Schmutz::N,وسخ,хир
115,Schmutz::N,وسخ,шавхай
116,See::N,بحيرة,нуур
117,Sumpf::N,مستنقع,намаг
118,Sumpf::N,مستنقع,балчиг
119,Moor::N,مستنقع,хүлрийн намаг
120,Wiese::N,مرج,нуга
121,Wald::N,غابة,ой
122,Hügel::N,تل,болдог
123,Anhöhe::N,تل,гүвээ
124,Berg::N,جبل,уул
125,Gipfel::N,قمة,орой
126,Gipfel::N,قمة,оргил
127,Höhle::N,كهف,агуй
128,Abhang::N,منحدر,хүр
129,Quelle::N,منبع,булаг
130,Bach::N,مجرى,горхи
131,Fluss::N,نهر,гол
132,Fluss::N,نهر,мөрөн
133,Ufer::N,ضفة,эрэг
134,Küste::N,ساحل,эрэг
135,Festland::N,بر,хуурай газар
136,Meer::N,بحر,далай
137,Meer::N,بحر,тэнгис
138,Bucht::N,خليج,булан
139,Bucht::N,خليج,далайн тохой
140,Insel::N,جزيرة,арал
141,Blume::N,زهرة,цэцэг
142,Gras::N,حشيش,өвс
143,Gras::N,حشيش,ногоо
144,Wurzel::N,أصل,үндэс
145,Baum::N,شجرة,мод
146,Stamm::N,جذع,иш
147,Stamm::N,جذع,гуалин
148,Rinde::N,قشرة,холтос
149,Ast::N,فرع,гишүү
150,Zweig::N,غصن,салаа
151,Blatt::N,ورقة,навч
152,Birke::N,قضبان,хус
153,Kiefer[Baum]::N,صنوبرة,нарс
154,Weide[Baum]::N,صفصاف,уд
155,Weide[Baum]::N,صفصاف,бургас
156,Tanne::N,شوح,гачуур
157,Tanne::N,تبوب,гачуур
158,Horn::N,قرن,эвэр
159,Feder::N,ريشة,өд
160,Fell::N,فرو,арьс
161,Flügel::N,جناح,жигүүр
162,Flügel::N,جناح,далавч
163,Klaue::N,مخلب,савар
164,Klaue::N,مخلب,хумс
165,Kralle::N,مخلب,савар
166,Schwanz::N,ذيل,сүүл
167,Ei::N,بيض,өндөг
168,Nest::N,عش,үүр
169,Bau::N,جحر,нүх
170,Bau::N,جحر,элүү
171,Tier::N,حيوان,амьтан
172,Tier::N,حيوان,адгуус
173,Herde::N,قطيع,сүрэг
174,Kuh::N,بقرة,үнээ
175,Bulle::N,ثور,бух
176,Pferd::N,خيل,морь
177,Pferd::N,خيل,адуу
178,Schaf::N,شاة,хонь
179,Schwein::N,خنزير,гахай
180,Hund::N,كلب,нохой
181,Katze::N,قطة,муур
182,Katze::N,قطة,мигуй
183,Bär::N,دب,баавгай
184,Eichhörnchen::N,سنجاب,хэрэм
185,Elch::N,موظ,хандгай
186,Fuchs::N,ثعلب,үнэг
187,Hase::N,أرنب,туулай
188,Maus::N,فأرة,хулгана
189,Wolf::N,ذئب,чоно
190,Vogel::N,طير,шувуу
191,Schwarm::N,سرب,сүрэг
192,Huhn::N,دجاجة,тахиа
193,Hahn::N,ديك,эр тахиа
194,Gans::N,وزة,галуу
195,Adler::N,نسر,бүргэд
196,Ente::N,بطة,нугас
197,Eule::N,بوم,ууль
198,Kranich::N,كركي,тогоруу
199,Krähe::N,غراب,хэрээ
200,Kuckuck::N,وقواق,хөхөө
201,Schwan::N,إوز عراقي,хун
202,Fisch::N,سمك,загас
203,Barsch::N,فرخ أوربي,алгана
204,Hecht::N,سمك الكراكي,цурхай
205,Schlange[Tier]::N,حية,могой
206,Schlange[Tier]::N,ثعبان,могой
207,Wurm::N,دودة,өт
208,Wurm::N,دودة,хорхой
209,Spinne::N,عنكبوت,аалз
210,Ameise::N,نملة,шоргоолж
211,Laus::N,قملة,бөөс
212,Mücke::N,ناموسة,шумуул
213,Fliege::N,ذبابة,ялаа
214,Schmetterling::N,فراشة,эрвээхэй
215,Beere::N,حبة,жимсгэнэ
216,Apfel::N,تفاح,алим
217,Pilz::N,فطر,мөөг
218,Zwiebel::N,بصل,сонгино
219,Saat::N,زرع,тариа
220,Korn::N,حبة,үр
221,Korn::N,حبة,мөхлөг
222,Heu::N,دريس,өвс
223,Schale::N,قشرة,хальс
224,Grube::N,نقرة,алам
225,Grube::N,نقرة,нүх
226,Falle::N,فخ,хавх
227,Falle::N,فخ,занга
228,Falle::N,مصيدة,хавх
229,Falle::N,مصيدة,занга
230,Schlinge::N,عروة,урхи
231,Spur::N,أثر,мөр
232,Asche::N,رماد,үнс
233,Dreck::N,قذر,хир
234,Eisen::N,حديد,төмөр
235,Gold::N,ذهب,алт
236,Silber::N,فضة,мөнгө
237,Kohle::N,فحم,нүүрс
238,Glas::N,زجاج,шил
239,Lehm::N,طين,шавар
240,Sand::N,رمل,элс
241,Mensch::N,إنسان,хүн
242,Mann::N,رجل,эр
243,Mann::N,رجل,эрэгтэй
244,Frau::N,امرأة,эмэгтэй
245,Frau::N,امرأة,хатагтай
246,Kind::N,طفل,хүүхэд
247,Junge::N,ولد,хүү
248,Mädchen::N,بنت,охин
249,Mädchen::N,بنت,бүсгүй
250,Familie::N,عائلة,айл
251,Großvater::N,جد,өвгөн аав
252,Großmutter::N,جدة,эмэг эх
253,Großmutter::N,جدة,эмгээ
254,Eltern::N,أبوان,эцэг эх
255,Eltern::N,والدان,эцэг эх
256,Vater::N,أب,аав
257,Vater::N,أب,эцэг
258,Mutter::N,أم,эх
259,Mutter::N,أم,ээж
260,Sohn::N,إبن,хүү
261,Tochter::N,بنت,охин
262,Tochter::N,إبنة,охин
263,Bruder::N,أخ,ах
264,Bruder::N,أخ,дүү
265,Bruder::N,شقيق,ах
266,Bruder::N,شقيق,дүү
267,Schwester::N,أخت,эгч
268,Schwester::N,أخت,охин дүү
269,Onkel::N,عم,авга ах
270,Onkel::N,عم,нагац ах
271,Tante::N,عمة,авга эгч
272,Tante::N,عمة,нагац эгч
273,Ehemann::N,زوج,нөхөр
274,Ehefrau::N,زوجة,эхнэр
275,Ehefrau::N,زوجة,гэргий
276,Freude::N,فرح,баяр
277,Freude::N,فرح,баясгалан
278,Freude::N,سرور,баяр
279,Freude::N,سرور,баясгалан
280,Gelächter::N,قهقهة,инээдэм
281,Glück::N,سعادة,жаргалан
282,Kummer::N,غم,гаслан
283,Wunsch::N,منية,ерөөл
284,Lust::N,شهوة,дур
285,Lust::N,شهوة,хүсэл
286,Geist::N,روح,оюун
287,Gedanke::N,فكرة,сэтгэл
288,Gedächtnis::N,ذاكرة,ой
289,Gedächtnis::N,ذاكرة,цээж
290,Verstand::N,عقل,ухаан
291,Sinn::N,معنى,утга
292,Grund::N,سبب,учир
293,Wahrheit::N,حقيقة,үнэн
294,Gespräch::N,محادثة,яриа
295,Märchen::N,خرافة,явган үлгэр
296,Erzählung::N,قصة,тууж
297,Erzählung::N,حكاية,тууж
298,Nachricht::N,خبر,мэдээ
299,Neuigkeit::N,خبر جديد,сонин
300,Name::N,اسم,нэр
301,Rätsel::N,لغز,оньсого
302,Rede::N,خطبة,хэлсэн үг
303,Sprache::N,لغة,хэл
304,Stimme::N,صوت,дуу
305,Wort::N,كلمة,үг
306,Zeichen::N,رمز,тамга
307,Zeichen::N,رمز,тэмдэг
308,Zeichen::N,إشارة,тамга
309,Zeichen::N,إشارة,тэмдэг
310,Ruf::N,نداء,дуудлага
311,Lärm::N,صخب,шуугиан
312,Lärm::N,صخب,чимээ
313,Lärm::N,ضجة,шуугиан
314,Lärm::N,ضجة,чимээ
315,Laut::N,صوت,анир
316,Laut::N,صوت,дуу
317,Ton::N,نغمة,авиа
318,Ton::N,نغمة,аялгуу
319,Lied::N,أغنية,дуу
320,Ruhe::N,هدوء,энх
321,Ruhe::N,هدوء,тайван
322,Leute::N,ناس,хүмүүс
323,Volk::N,شعب,улс
324,Arbeit::N,عمل,ажил
325,Arbeit::N,عمل,хөдөлмөр
326,Gast::N,ضيف,зочин
327,Gast::N,ضيف,айлчин
328,Geschenk::N,هدية,бэлэг
329,Spiel::N,لعب,наадам
330,Spiel::N,لعب,тоглоом
331,Gesellschaft::N,صحبة,хамт байх
332,Hilfe::N,عون,тусламж
333,Hilfe::N,مساعدة,тусламж
334,Freund::N,صديق,найз
335,Freund::N,صديق,нөхөр
336,Kamerad::N,زميل,хань
337,Kamerad::N,زميل,нөхөр
338,Angelegenheit::N,أمر,хэрэг
339,Angelegenheit::N,شأن,хэрэг
340,Anzahl::N,عدد,тоо
341,Art::N,نوع,төрөл
342,Art::N,نوع,янз
343,Stück::N,قطعة,хэсэг
344,Teil::N,قسم,хувь
345,Teil::N,قسم,хэсэг
346,Hälfte::N,نصف,хагас
347,Kreis::N,دائرة,тойрог
348,Kreis::N,دائرة,хүрээ
349,Kreuz::N,صليب,загалмай
350,Linie::N,خط,шугам
351,Strich::N,شرطة,зураас
352,Abstand::N,مسافة,зай
353,Entfernung::N,بعد,зай
354,Entfernung::N,بعد,хол ойр
355,Gegend::N,ناحية,хавь
356,Gegend::N,ناحية,газар
357,Platz::N,فراغ,зай
358,Platz::N,فراغ,завсар
359,Ort::N,مكان,газар
360,Ort::N,مكان,байр
361,Seite::N,جانب,тал
362,Seite::N,جانب,этгээд
363,Mitte::N,وسط,төв
364,Mitte::N,وسط,дунд
365,Gegenstand::N,موضوع,юм
366,Sache::N,شيء,үйл
367,Sache::N,شيء,хэрэг
368,Rand::N,حافة,зах
369,Rand::N,حافة,хөвөө
370,Kante::N,حافة,ирмэг
371,Ecke::N,ركن,өнцөг
372,Spitze::N,سن,үзүүр
373,Ende::N,طرف,зах
374,Ende::N,طرف,үзүүр
375,Loch::N,ثقب,цоорхой
376,Loch::N,ثقب,онгорхой
377,Winkel::N,زاوية,өнцөг
378,Muster::N,عينة,хээ
379,Muster::N,عينة,угалз
380,Größe::N,حجم,хэмжээ
381,Länge::N,طول,урт
382,Höhe::N,علو,өндөр
383,Höhe::N,ارتفاع,өндөр
384,Gewicht::N,وزن,жин
385,Menge::N,كمية,тоо
386,Haufen::N,كوم,бөөн
387,Reihe::N,صف,эгнээ
388,Boot::N,قارب,завь
389,Boot::N,زورق,завь
390,Ruder::N,مجذاف,сэлүүр
391,Schlitten::N,مزلقة,чарга
392,Ski::N,زلاجة,цана
393,Lagerfeuer::N,نار المخيم,түүдэг
394,Last::N,حمل,ачаа
395,Gang::N,مشية,явдал
396,Schritt::N,خطوة,алхам
397,Norden::N,شمال,умар
398,Süden::N,جنوب,урд
399,Süden::N,جنوب,өмнө
400,Westen::N,غرب,өрнө
401,Westen::N,غرب,баруун
402,Osten::N,شرق,зүүн
403,Osten::N,شرق,дорно
404,Holz::N,خشب,мод
405,Brett::N,لوح,банз
406,Platte::N,صفيحة,хавтан
407,Stütze::N,سند,тулгуур
408,Stütze::N,سند,тулга
409,Stütze::N,دعامة,тулгуур
410,Stütze::N,دعامة,тулга
411,Stange::N,عود,сургааг
412,Stock::N,عصا,саваа
413,Stab::N,قضيب,таяг
414,Rohr::N,أنبوبة,хоолой
415,Haus::N,دار,гэр
416,Haus::N,دار,байшин
417,Haus::N,بيت,гэр
418,Haus::N,بيت,байшин
419,Heim::N,بيت,гэр
420,Heim::N,مسكن,гэр
421,Ofen::N,مدفأة,зуух
422,Ofen::N,مدفأة,пийшин
423,Fußboden::N,أرضية,шал
424,Tisch::N,مائدة,ширээ
425,Stuhl::N,كرسي,сандал
426,Wiege::N,مهد,өлгий
427,Bett::N,سرير,ор
428,Regal::N,رف,тавиур
429,Kiste::N,صندوق,авдар
430,Kiste::N,صندوق,хайрцаг
431,Fenster::N,شباك,гэгээвч
432,Fenster::N,نافذة,гэгээвч
433,Tür::N,باب,үүд
434,Tür::N,باب,хаалга
435,Tor::N,بوابة,хаалга
436,Zaun::N,سياج,хашаа
437,Dach::N,سطح,дээвэр
438,Leiter::N,سلم,шат
439,Besen::N,مكنسة,хамуур
440,Besen::N,مكنسة,туужуу
441,Spaten::N,مسحاة,хүрз
442,Schaufel::N,مجرفة,хүрз
443,Gabel::N,شوكة,сэрээ
444,Löffel::N,ملعقة,халбага
445,Messer::N,سكين,хутга
446,Nagel::N,مسمار,хадаас
447,Netz::N,شبكة,өөш
448,Netz::N,شبكة,тор
449,Haken::N,خطاف,гох
450,Haken::N,صنارة,гох
451,Griff::N,قبضة,иш
452,Griff::N,قبضة,сэнж
453,Schloss::N,قفل,цуурга
454,Schloss::N,قفل,цоож
455,Bild::N,صورة,зураг
456,Figur::N,تمثال,баримал
457,Puppe::N,دمية,хүүхэлдэй
458,Beutel::N,كيس,агсаа
459,Beutel::N,كيس,уут
460,Bündel::N,ربطة,боодол
461,Tasche::N,شنطة,цүнх
462,Tasche::N,محفظة,цүнх
463,Eimer::N,سطل,хөнөг
464,Eimer::N,سطل,хувин
465,Eimer::N,جردل,хөнөг
466,Eimer::N,جردل,хувин
467,Deckel::N,سداد,таг
468,Deckel::N,سداد,хавхаг
469,Geschirr::N,أوان,сав суулга
470,Sack::N,زكيبة,шуудай
471,Tasse::N,فنجان,аяга
472,Topf::N,قدر,тогоо
473,Topf::N,طنجرة,тогоо
474,Kessel::N,قدر,тогоо
475,Kessel::N,غلاية,тогоо
476,Essen::N,طعام,идээ
477,Nahrung::N,غذاء,хүнс
478,Speise::N,أكل,идээ
479,Fleisch::N,لحم,мах
480,Getreide::N,حبوب,будаа
481,Brei::N,عصيدة,богшмол
482,Brei::N,عصيدة,будаа
483,Brot::N,خبز,талх
484,Scheibe::N,شريحة,зүсэм
485,Scheibe::N,شريحة,хэрчим
486,Fett::N,سمن,өөх
487,Butter::N,زبدة,тос
488,Öl::N,زيت,тос
489,Salz::N,ملح,давс
490,Suppe::N,حساء,шөл
491,Suppe::N,شربة,шөл
492,Honig::N,عسل,бал
493,Milch::N,حليب,сүү
494,Tee::N,شاي,цай
495,Leder::N,جلد,арьс
496,Leder::N,جلد,савхи
497,Wolle::N,صوف,ноос
498,Wolle::N,صوف,унгас
499,Stoff::N,قماش,бөс
500,Nadel::N,إبرة,зүү
501,Faden::N,خيط,боолт
502,Faden::N,خيط,утас
503,Knopf::N,زر,товч
504,Knoten::N,عقدة,зангилаа
505,Farbe::N,صبغة,будаг
506,Kleidung::N,ملابس,хувцас
507,Hemd::N,قميص,цамц
508,Kragen::N,ياقة,зах заам
509,Ärmel::N,كم,ханцуй
510,Hose::N,سروال,өмд
511,Hose::N,بنطلون,өмд
512,Gürtel::N,حزام,бүс
513,Mütze::N,طاقية,малгай
514,Mütze::N,طاقية,бүрх
515,Schuh::N,حذاء,туфли
516,Stiefel::N,جزمة,гутал
517,Stiefel::N,حذاء طويل,гутал
518,Ring::N,حلقة,бөгж
519,Band::N,شريط,тууз
520,Kamm::N,مشط,сам
521,Spiegel::N,مرآة,толь
522,Riemen::N,سير,тасам
523,Riemen::N,سير,сур
524,Schnur::N,حبل,татлага
525,Schnur::N,دوبارة,татлага
526,Leine::N,قيد,оосор
527,Decke::N,بطانية,хөнжил
528,Decke::N,بطانية,хучлага
529,Kissen::N,وسادة,дэр
530,Tuch::N,منديل,алчуур
531,Tuch::N,منديل,даавуу
532,Handtuch::N,فوطة,алчуур
533,Handtuch::N,منشفة,алчуур
534,Kraft::N,قدرة,чадал
535,Kraft::N,قدرة,хүч
536,Stärke::N,قوة,эрч
537,Stärke::N,قوة,тэнхээ
538,Gesundheit::N,صحة,бие
539,Gesundheit::N,صحة,эрүүл мэнд
540,Krankheit::N,مرض,эмгэг
541,Schmerz::N,ألم,өвчин
542,Schmerz::N,وجع,өвчин
543,Wunde::N,جرح,шарх
544,Fieber::N,حمى,халуун
545,Arznei::N,دواء,эм
546,Brücke::N,جسر,гүүр
547,Brunnen::N,بئر,худаг
548,Weide::N,مرعى,бэлчээр
549,Pfad::N,درب,жим
550,Pfad::N,درب,зөрөг
551,Weg::N,سكة,зам
552,Weg::N,سكة,харгуй
553,Straße::N,طريق,зам
554,Straße::N,طريق,харгуй
555,Dorf::N,قرية,тосгон
556,Dorf::N,قرية,гацаа
557,Stadt::N,مدينة,хот
558,Brief::N,خطاب,захидал
559,Brief::N,خطاب,захиа
560,Brief::N,مكتوب,захидал
561,Brief::N,مكتوب,захиа
562,Buch::N,كتاب,ном
563,Buch::N,كتاب,бичиг
564,Buchstabe::N,حرف,үсэг
565,Zeitung::N,جريدة,сонин
566,Leben::N,عيش,амь
567,Leben::N,عيش,амьдрал
568,Leben::N,حياة,амь
569,Leben::N,حياة,амьдрал
570,Tod::N,موت,үхэл
571,Tod::N,وفاة,үхэл
572,Grab::N,قبر,булш
573,Kirche::N,كنيسة,сүм
574,Sünde::N,خطيئة,нүгэл
575,Sünde::N,خطيئة,хилэнц
576,Gott::N,إله,бурхан
577,Arbeiter::N,عامل,ажилчин
578,Arbeiter::N,عامل,хөдөлмөрчин
579,Chef::N,رئيس,дарга
580,Meister::N,أسطى,дархан
581,Arzt::N,طبيب,эмч
582,Lehrer::N,مدرس,багш
583,Geld::N,نقود,цаас
584,Geld::N,نقود,мөнгө
585,Geschäft::N,صفقة,наймаа
586,Laden::N,دكان,дэлгүүр
587,Preis::N,سعر,үнэ
588,Ware::N,بضاعة,таваар
589,Ware::N,بضاعة,бараа
590,Nutzen::N,فائدة,ашиг
591,Reichtum::N,غنى,баялаг
592,Reichtum::N,ثروة,баялаг
593,Welt::N,عالم,дэлхий
594,Welt::N,عالم,орчлон
595,Welt::N,دنيا,дэлхий
596,Welt::N,دنيا,орчлон
597,Land::N,بلد,улс
598,Land::N,بلد,орон
599,Staat::N,دولة,төр
600,Staat::N,دولة,гүрэн
601,König::N,ملك,ван
602,Macht::N,سلطة,засаг
603,Grenze::N,حدود,хил
604,Krieg::N,حرب,дайн
605,Feind::N,عدو,дайсан
606,Gewalt::N,عنف,хүчирхэх
607,Kampf::N,قتال,тэмцэл
608,Kampf::N,قتال,байлдаан
609,Bogen[Waffe]::N,قوس,нум
610,Pfeil::N,سهم,годил
611,Pfeil::N,سهم,сум
612,Gewehr::N,بندقية,буу
613,Fehler::N,خطأ,эндэл
614,Fehler::N,خطأ,алдаа
615,Lüge::N,كذب,худал
616,Schaden::N,تلف,хор
617,Schaden::N,تلف,хөнөөл
618,Unglück::N,نحس,гай
619,Unglück::N,نحس,гамшиг
620,Schuld::N,ذنب,гэм
621,Schuld::N,ذنب,буруу
622,Alter::N,سن,нас
623,Alter::N,عمر,нас
624,Schluss::N,ختام,эцэс
625,Schluss::N,ختام,төгсгөл
626,Schluss::N,نهاية,эцэс
627,Schluss::N,نهاية,төгсгөл
628,Zeit::N,وقت,цаг
629,Tag::N,يوم,өдөр
630,Morgen::N,صباح,өглөө
631,Mittag::N,ظهر,үд
632,Abend::N,مساء,үдэш
633,Nacht::N,ليلة,шөнө
634,Woche::N,أسبوع,долоо хоног
635,Monat::N,شهر,сар
636,Jahr::N,عام,жил
637,Jahr::N,سنة,жил
638,Frühling::N,ربيع,хавар
639,Sommer::N,صيف,зун
640,Herbst::N,خريف,намар
641,Winter::N,شتاء,өвөл
642,Januar::N,يناير,нэгдүгээр сар
643,Januar::N,كانون الثاني,нэгдүгээр сар
644,Februar::N,شباط,хоёрдугаар сар
645,Februar::N,فبراير,хоёрдугаар сар
646,März::N,آذار,гуравдугаар сар
647,März::N,مارس,гуравдугаар сар
648,April::N,نيسان,дөрөвдүгээр сар
649,Mai::N,مايو,тавдугаар сар
650,Juni::N,يونيو,зургаадугаар сар
651,Juni::N,حزيران,зургаадугаар сар
652,Juli::N,تموز,долдугаар сар
653,Juli::N,يوليو,долдугаар сар
654,August::N,آب,наймдугаар сар
655,August::N,أغسطس,наймдугаар сар
656,September::N,أيلول,есдүгээр сар
657,September::N,سبتمبر,есдүгээр сар
658,Oktober::N,أكتوبر,аравдугаар сар
659,Oktober::N,تشرين الأول,аравдугаар сар
660,November::N,نوفمبر,арван нэгдүгээр сар
661,November::N,تشرين الثاني,арван нэгдүгээр сар
662,Dezember::N,ديسمبر,арван хоёрдугаар сар
663,Dezember::N,كانون الأول,арван хоёрдугаар сар
664,Montag::N,يوم الاثنين,даваа
665,Dienstag::N,يوم الثلاثاء,мягмар
666,Mittwoch::N,يوم الأربعاء,лхагва
667,Donnerstag::N,يوم الخميس,пүрэв
668,Freitag::N,يوم الجمعة,баасан
669,Samstag::N,يوم السبت,бямба
670,Sonntag::N,يوم الأحد,ням
671,groß::A,كبير,их
672,groß::A,كبير,том
673,klein::A,صغير,бага
674,klein::A,صغير,жаахан
675,lang::A,طويل,урт
676,kurz::A,قصير,охор
677,kurz::A,قصير,богино
678,breit::A,واسع,өргөн
679,schmal::A,ضيق,уйтан
680,schmal::A,ضيق,нарийн
681,dicht::A,كث,нягт
682,dicht::A,كث,чигжүү
683,dicht::A,كثيف,нягт
684,dicht::A,كثيف,чигжүү
685,dick[Gegenstand]::A,غليظ,зузаан
686,dünn::A,رفيع,нимгэн
687,fein::A,رقيق,нарийн
688,fest::A,متين,бөх
689,fest::A,متين,хатуу
690,flach::A,سهل,хавтгай
691,flach::A,منبسط,хавтгай
692,glatt::A,ناعم,цагаан
693,hart::A,صلب,хатуу
694,hart::A,جامد,хатуу
695,weich::A,لين,зөөлөн
696,rund::A,مستدير,дугуй
697,rund::A,مستدير,дугариг
698,spitz::A,مدبب,шовх
699,spitz::A,مدبب,шовгор
700,scharf::A,حاد,хурц
701,scharf::A,حاد,иртэй
702,stumpf::A,ثالم,мохоо
703,schwer::A,ثقيل,хүнд
704,schön::A,جميل,гуа
705,schön::A,جميل,сайхан
706,heiß::A,حار,халуун
707,heiß::A,ساخن,халуун
708,warm::A,دافئ,дулаан
709,kalt::A,بارد,хүйтэн
710,kühl::A,قر,сэрүүн
711,frisch::A,طازج,эрүүл
712,frisch::A,طازج,жихүүн
713,feucht::A,رطب,чийгтэй
714,nass::A,مبلول,нойтон
715,trocken::A,جاف,хатсан
716,voll::A,ملء,дүүрэн
717,leer::A,خال,хоосон
718,leer::A,فارغ,хоосон
719,offen::A,مفتوح,онгорхой
720,geschlossen::A,مغلق,битүү
721,geschlossen::A,مغلق,хаалтай
722,sauber::A,نظيف,цэвэр
723,sauber::A,نظيف,хиргүй
724,schmutzig::A,قذر,бохир
725,schmutzig::A,قذر,хиртэй
726,roh::A,نيء,түүхий
727,reif::A,ناضج,болсон
728,lecker::A,لذيذ,амттай
729,süß::A,حلو,амттай
730,süß::A,حلو,чихэрлэг
731,bitter::A,مر,гашуун
732,sauer::A,حامض,эсгэлэн
733,hell::A,نير,гэгээн
734,hell::A,نير,гэрэлтэй
735,dunkel::A,مظلم,бараан
736,dunkel::A,مظلم,харанхуй
737,schwarz::A,أسود,хар
738,weiß::A,أبيض,цагаан
739,rot::A,أحمر,улаан
740,gelb::A,أصفر,шар
741,blau::A,أزرق,хөх
742,blau::A,أزرق,цэнхэр
743,grün::A,أخضر,ногоон
744,grau::A,رمادي,орог
745,grau::A,رمادي,саарал
746,bunt::A,ملوب,эрээн
747,billig::A,رخيص,хямд
748,teuer::A,غال,үнэтэй
749,wertvoll::A,ثمين,үнэт
750,blind::A,أعمى,сохор
751,taub::A,أصم,чих хатуу
752,taub::A,أطرش,чих хатуу
753,kräftig::A,قوي,чийрэг
754,stark::A,قوي,хүчтэй
755,stark::A,قوي,чадалтай
756,schwach::A,ضعيف,сул
757,fett::A,سمين,тарган
758,fett::A,سمين,голигор
759,schlank::A,أهيف,голшиг
760,hübsch::A,جميل,сайхан
761,hübsch::A,جميل,хөөрхөн
762,böse::A,رديء,муу
763,böse::A,رديء,хортой
764,dumm::A,أبله,тэнэг
765,dumm::A,أحمق,тэнэг
766,faul::A,كسلان,залхуу
767,fleißig::A,مجتهد,чармайлтгай
768,geizig::A,بخيل,харамч
769,klug::A,ذكي,цэцэн
770,klug::A,عاقل,цэцэн
771,geschickt::A,ماهر,дүйтэй
772,lieb::A,عزيز,хайрт
773,lustig::A,مرح,цэнгэлтэй
774,sanft::A,حليم,наалинхай
775,hungrig::A,جائع,өлөн
776,hungrig::A,جائع,өлссөн
