,Concept_ID,sah,ku
766,zwei::NUM,икки,didu
767,drei::NUM,үс,sisê
768,vier::NUM,түөрт,çar
769,fünf::NUM,биэс,penç
770,sechs::NUM,алта,şeş
771,sieben::NUM,сэттэ,heft
772,acht::NUM,аҕыс,heşt
773,neun::NUM,тоҕус,neh
774,zehn::NUM,уон,deh
775,elf::NUM,уон биир,yazdeh
776,zwölf::NUM,уон икки,diwazdeh
777,zwanzig::NUM,сүүрбэ,bîst
778,dreißig::NUM,отут,sih
779,vierzig::NUM,түөрт уон,çil
780,fünfzig::NUM,биэс уон,pençi
781,sechzig::NUM,алта уон,şêst
782,siebzig::NUM,сэттэ уон,heftê
783,achtzig::NUM,аҕыс уон,heştê
784,neunzig::NUM,тоҕус уонус,nod
785,hundert::NUM,сүүс,sêd
786,tausend::NUM,тыһыынча,hezar
787,und::CNJ,да,û
788,und::CNJ,уонна,û
789,und::CNJ,итиэннэ,û
790,oder::CNJ,эбэтэр,an
791,oder::CNJ,эбэтэр,yan
792,stehen::V,тур,sekinîn
793,sitzen::V,олор,rûniştin
794,liegen::V,сыт,paldan
795,hängen::V,санньылый,darve kirin
796,werden::V,буол,bûn
797,passieren::V,буол,hatin holê
798,passieren::V,буол,hatin serê kesî
799,beginnen::V,саҕалан,li dest pêkirin
800,enden::V,бүт,xalas bû
801,wechseln::V,уларый,guherandin
802,wechseln::V,уларый,dêgiş kirin
803,aufgehen[Sonne]::V,ой,hilatin
804,untergehen[Sonne]::V,киир,çun ava
805,scheinen[Sonne]::V,сырдат,şewk de
806,donnern::V,эт,gire-gir
807,wehen::V,үр,ba le de
808,strömen::V,кутулун,xwe girtin
809,fließen::V,сүүр,herikîn
810,sich drehen::V,эргий,xwe zivirandin
811,schwanken::V,биэтэҥнээ,hejandin
812,schwingen::V,эйэҥнээ,libakirin
813,fallen::V,оҕут,ketin
814,brennen::V,умай,şewitîn
815,rauchen::V,буруолаа,kişandin
816,regnen::V,самыырдаа,bahran tê
817,gefrieren::V,тоҥ,qefilandin
818,tauen::V,ир,helandin
819,schmelzen::V,уулун,helandin
820,trocknen::V,куур,zuwabûn
821,sieden::V,оргуй,kelîn
822,faulen::V,сытый,xerabûn
823,verfaulen::V,сытыйан_хаал,xerabûn
824,reißen::V,хайыт,jêkirin
825,reißen::V,быһытталан,jêkirin
826,versinken::V,тимир,xerq bûn
827,versinken::V,батылын,xerq bûn
828,vergehen::V,дьай,derbas bûn
829,erscheinen::V,көһүн,peyda bûn
830,verschwinden::V,сүт,wendabûn
831,sinken::V,намтаа,noq bûn
832,abnehmen::V,аччаа,kêm bûn
833,zunehmen::V,элбээ,qelew bûn
834,steigen::V,үрдээ,hildan
835,wachsen::V,үүн,mezin bûn
836,glänzen::V,кылбай,biriqîn
837,funkeln::V,күлүмнээ,çikisîn
838,funkeln::V,күлүмүрдээ,çikisîn
839,lärmen::V,тыаһаа,guşîn
840,läuten::V,собуоннаа,lê de
841,klingeln::V,линкинээ,sîl dan
842,klingeln::V,линкинээ,ringerin
843,klirren::V,айгырат,zingzing hat
844,brausen::V,сирилээ,guşîn
845,rauschen::V,суугунаа,guşîn
846,klingen::V,доргуй,deng pe ketin
847,bellen::V,үр,kewtîn
848,heulen::V,улуй,ûrîn
849,blasen::V,үр,puf kirin
850,pfeifen::V,иһиир,fîkandin
851,schreien::V,кылан,qîrîn
852,schreien::V,хаһыытаа,qîrîn
853,stöhnen::V,ынчыктаа,nalîn
854,zittern::V,титирээ,hejîn
855,zittern::V,дьигиһий,hejîn
856,leben::V,олор,jihîn
857,geboren werden::V,төрөө,hatin dinyê
858,geboren werden::V,төрөө,bûn
859,atmen::V,тыын,hilmijîn
860,trinken::V,ис,vexwarin
861,essen::V,аһаа,xwarin
862,schlucken::V,ыйыһын,daqulbandin
863,müde werden::V,сылай,betilîln
864,müde werden::V,сылай,qerimîn
865,einschlafen::V,утуйан хаал,razan
866,schlafen::V,утуй,razan
867,schlafen::V,утуй,razandin
868,schlafen::V,утуйа сыт,razan
869,schlafen::V,утуйа сыт,razandin
870,aufwachen::V,уһугун,şiyarbûn
871,aufstehen::V,тур,rabûn
872,sich erholen::V,сынньан,baş bûn
873,krank werden::V,ыарый,nexweş kêt
874,krank sein::V,ыарый,nexweş bû
875,krank sein::V,ыарыт,nexweş bû
876,schmerzen::V,ыарыт,êşandin
877,husten::V,сөтөлүн,kuxin
878,genesen::V,көн,baş bûn
879,sterben::V,өл,mirin
880,umkommen::V,өл,mirin
881,umkommen::V,оҕут,mirin
882,sich bewegen::V,хамсаа,leqîn
883,sich rühren::V,хамсаа,leqîn
884,sich erheben::V,тур,rabûn
885,sich setzen::V,олор,runiştin
886,hinfallen::V,оҕут,kêtin
887,laufen::V,хаам,meşîn
888,schreiten::V,атыллаа,meşkirin
889,spazierengehen::V,дьаарбай,gerandin
890,eilen::V,тиэтэй,lezandin
891,sich beeilen::V,ыксаа,zûkirin
892,sausen::V,элээр,fîzîn
893,rennen::V,сүүрэкэлээ,baz dan
894,springen::V,ой,hilpekîn
895,springen::V,ыстан,hilpekîn
896,klettern::V,ытын,hilperikîn
897,schaukeln::V,эйэҥнээ,lorandin
898,schaukeln::V,биэрэҥнээ,lorandin
899,kriechen::V,сыыл,xuşandin
900,schwimmen::V,уһун,avjenîn
901,schwimmen::V,харбаа,avjenîn
902,tauchen::V,умус,qutxuyardin
903,tauchen::V,умус,noqîn
904,rudern::V,эрт,qaîq ajotin
905,fahren::V,айаннаа,ajotin
906,fliegen::V,көт,firîn
907,gehen::V,бар,çûn
908,weggehen::V,бар,çûn
909,abfahren::V,бар,çûyin
910,anhalten::V,тохтоо,rawestîn
911,hineingehen::V,киир,ketin hundir
912,eintreten::V,киир,têketin
913,kommen::V,кэл,hatin
914,ankommen::V,кэл,gihan
915,ankommen::V,кэл,gihîştin
916,ankommen::V,тиий,gihan
917,ankommen::V,тиий,gihîştin
918,zurückkommen::V,төнүн,vegerandin
919,bleiben::V,хаал,sekinîn
920,warten::V,көһүт,payîn
921,erwarten::V,күүт,payîn
922,erwarten::V,көһүт,payîn
923,suchen::V,ирдээ,lêgerîn
924,suchen::V,көрдөө,lêgerîn
925,finden::V,бул,peyda kirin
926,versuchen::V,сорун,çeribandin
927,vorbereiten::V,бэлэмнээ,amade kirin
928,lieben::V,таптаа,hez kirin
929,mögen::V,сөбүл,dil kirin
930,lachen::V,күл,kenîn
931,rühren::V,долгут,hêjan
932,weinen::V,ытаа,girîn
933,schimpfen::V,үөҕүс,pevçûn
934,sich ärgern::V,кыыһыр,enirîn
935,sich ärgern::V,кыйахан,enirîn
936,sich fürchten::V,куттан,tirsîn
937,sich fürchten::V,дьиксин,tirsîn
938,fürchten::V,дьиксин,tirsin
939,fürchten::V,куттан,tirsin
940,fliehen::V,күрээ,bazdan
941,flüchten::V,күрээ,revîn
942,sehen::V,көр,dîtin
943,anschauen::V,көр,sêr kirin
944,ansehen::V,көр,hesibandin
945,hören::V,бил,guhdar jirin
946,hören::V,иһит,guhdar jirin
947,zuhören::V,иһит,guhdarî kirin
948,probieren::V,боруобалаан көр,tehm kirin
949,probieren::V,амсайан көр,tehm kirin
950,riechen::V,сытырҕаа,bihn kirin
951,fühlen::V,бил,hîs kirin
952,scheinen::V,көһүн,xoyer kir
953,zu sehen sein::V,көһүн,diyar bûn
954,vernehmen::V,иһит,bihîstin
955,frieren::V,тоҥ,qerişîn
956,frieren::V,үлүй,qerişîn
957,tun::V,гын,kirin
958,können::V,кыай,karin
959,wollen::V,баҕар,xwestîn
960,anfangen::V,саҕалаа,dest pêkirin
961,beenden::V,бүтэр,xelas kirin
962,aufhören::V,уурай,xelas kirin
963,gelingen::V,сатан,çe bûn
964,geraten::V,баар буолан биэр,qewîmîn
965,geraten::V,баар буола тус,qewîmîn
966,geraten::V,буолан таҕыс,qewîmîn
967,öffnen::V,ас,vekirin
968,schließen::V,сап,girtin
969,schließen::V,хатаа,girtin
970,stellen::V,уур,danîn
971,stellen::V,туруор,danîn
972,setzen::V,туруор,rûniştin
973,setzen::V,уур,rûniştin
974,legen::V,уур,danîn
975,legen::V,уур,razandin
976,berühren::V,тыыт,lêketin
977,berühren::V,таарый,lêketin
978,verbinden::V,кэлгий,anîn pê
979,bedecken::V,бүрүй,sergirtin
980,aufhängen::V,ыйаа,aliqandin
981,anzünden::V,умат,pêxistin
982,aufheben::V,өрө тарт,hildan
983,zurücklassen::V,бырах,hiştin
984,zurücklassen::V,бырах,vehiştin
985,verlieren::V,сүтэр,wendakirin
986,fallen lassen::V,түһэр,xistin bixe
987,fallen lassen::V,түһэр,xistin
988,fallen lassen::V,мүлчү тут,xistin bixe
989,fallen lassen::V,мүлчү тут,xistin
990,machen::V,оҥор,kirin
991,machen::V,оҥор,çêkirin
992,machen::V,оҥоһун,kirin
993,machen::V,оҥоһун,çêkirin
994,herstellen::V,оҥор,çê kirin
995,herstellen::V,оҥор,peyda kirin
996,bauen::V,тут,lêkirin
997,reparieren::V,абырахтаа,veherînerîn
998,verbessern::V,тупсар,sererastkirin
999,ändern::V,уларыт,degiş kirin
1000,graben::V,хас,kolandin
1001,beugen::V,бокут,tewîn
1002,beugen::V,бокут,xwar kirin
1003,beugen::V,токурут,tewîn
1004,beugen::V,токурут,xwar kirin
1005,beugen::V,бүк баттаа,tewîn
1006,beugen::V,бүк баттаа,xwar kirin
1007,biegen::V,иэх,tewandin
1008,biegen::V,иэх,xwarkirin
1009,biegen::V,өҕүлүннэр,tewandin
1010,biegen::V,өҕүлүннэр,xwarkirin
1011,drehen::V,эргит,fitilandin
1012,drehen::V,эргичит,fitilandin
1013,wenden::V,эргилин,zivîrin
1014,umdrehen::V,түҥнэр,vegerandin
1015,heben::V,көтөх,hildan
1016,hochheben::V,таһаар,hildan
1017,ergreifen::V,тут,dest avêtin
1018,halten::V,тут,hîştin
1019,halten::V,тут,sekinîn
1020,drücken::V,ык,pêl kirin
1021,schieben::V,ас,damdan
1022,kratzen::V,кыһыы,xurandin
1023,lecken::V,салаа,alastin
1024,beißen::V,ытыр,gez kirin
1025,abreißen::V,быһа тарт,hilşandin
1026,abreißen::V,туура тарт,hilşandin
1027,abschneiden::V,быс,jêkirin
1028,abschneiden::V,быһан ыл,jêkirin
1029,abschneiden::V,быһа баттаа,jêkirin
1030,binden::V,кэлгий,girêdan
1031,stecken::V,батары ас,têxistin
1032,brechen::V,тоһут,şikandin
1033,klopfen::V,тоҥсуй,kutandin
1034,hauen::V,оҕус,li dan
1035,kleben::V,силимнээ,zeliqîn
1036,kleben::V,силимнээ,şirêz kirin
1037,reiben::V,аал,firikandin
1038,streichen::V,сыбаа,bax dan
1039,schleifen::V,чочуй,çarkirin
1040,schneiden::V,быс,jêkirin
1041,rütteln::V,иэҕэҥнэт,hejandin
1042,schütteln::V,сахсый,daweşîn
1043,schwenken::V,дайбаа,têwdan
1044,schütten::V,кут,rijandin
1045,füllen::V,толор,dagirtin
1046,einwickeln::V,суулаа,pêçandin
1047,tragen::V,ит,kişandin
1048,tragen::V,ит,rajtin
1049,schleppen::V,сос,kişandin
1050,ziehen::V,тарт,kişandin
1051,aufbewahren::V,уур,hilandin
1052,aufbewahren::V,харай,hilandin
1053,werfen::V,бырах,avêtin
1054,fangen::V,хап,sem kirin
1055,fangen::V,хап,girtin
1056,packen::V,тут,pê girtin
1057,verstecken::V,саһыар,hîlanin
1058,teilen::V,үллэр,parvekirin
1059,schicken::V,ыыт,şandin
1060,bringen::V,аҕал,anîn
1061,bringen::V,аҕал,birin
1062,hinzufügen::V,эп,dan ser
1063,hinzufügen::V,эп,li tiştekî zêde kirin
1064,bekommen::V,ыл,standin
1065,bekommen::V,булун,standin
1066,erhalten::V,ыл,standin
1067,nehmen::V,ыл,girtin
1068,wählen::V,быыбардаа,ray dan
1069,auswählen::V,тал,bijartin
1070,bewahren::V,харай,rê li ber girtin
1071,bewahren::V,харай,lê xwedî derketin
1072,behindern::V,мэһэйдээ,bara wi
1073,verderben::V,буорту гын,heram bûn
1074,beschädigen::V,алдьат,xerab kirin
1075,zerbrechen::V,үлтүрүт,şikênandin
1076,zerbrechen::V,үлтүрүт,perçe kirin
1077,zerreißen::V,хайыта тарт,qelişandin
1078,zerstören::V,алдьат,hilşandin
1079,verbrennen::V,уоттаа,şewitandin
1080,geben::V,биэр,dan
1081,geben::V,биэр,dayin
1082,reichen::V,аҕал,besbûn
1083,reichen::V,аҕал,têrkirin
1084,schenken::V,бэлэхтээ,diyarî kirin
1085,versprechen::V,эрэннэр,soz dan
1086,wünschen::V,баҕар,dil kirin
1087,loben::V,хайҕаа,pesinandin
1088,küssen::V,уураа,maçkirin
1089,wiegen::V,бигээ,lorandin
1090,wiegen::V,бигээ,wezinandin
1091,zudecken::V,сап,nixumandin
1092,zudecken::V,бүрүй,nixumandin
1093,wecken::V,уһугуннар,bixwe hesandin
1094,zeigen::V,көрдөр,şanîdan
1095,führen::V,салай,raber kirin
1096,lehren::V,үөрэт,hîn kirin
1097,unterrichten::V,үөрэт,ders dan
1098,aufziehen::V,иит,mesinkirin
1099,leiten::V,салай,rêberî kirin
1100,antreiben::V,кыһай,bezandin
1101,lassen::V,күһэй,berdan
1102,lassen::V,күһэй,hiştin
1103,einladen::V,ыҥыр,dawet kirin
1104,vereinigen::V,холбоо,bi yek kirin
1105,vereinigen::V,түм,bi yek kirin
1106,besuchen::V,сырыт,mêvan bûn
1107,besuchen::V,билсэ сырыт,mêvan bûn
1108,treffen::V,көрүс,rast hatin
1109,sich versammeln::V,мүһүн,li hev çivîn
1110,sich versammeln::V,түмүс,li hev çivîn
1111,spielen::V,оонньоо,listin
1112,singen::V,ыллаа,stran
1113,tanzen::V,үҥкүүлээ,reqisîn
1114,sich trennen::V,араҕыс,hew berdan
1115,verlassen::V,хааллар,tanê hişt
1116,verlassen::V,хааллар,bêkes
1117,retten::V,өрүһүй,rihakirin
1118,bewachen::V,араҥаччылаа,raçavkirin
1119,schützen::V,көмүскээ,hemet kirin
1120,verteidigen::V,көмүскээ,paraztin
1121,sich schlagen::V,охсус,li hev bezîn
1122,schießen::V,ытыалаа,agir kirin
1123,siegen::V,хот,biser ketin
1124,siegen::V,кыай,biser ketin
1125,ärgern::V,кыыһырт,xeyirandin
1126,schlagen::V,оҕус,lêdan
1127,schlagen::V,оҕус,lêxistin
1128,treten::V,тэп,têlekirin
1129,stechen::V,кэй,têrekirin
1130,stoßen::V,кэп,lêketin
1131,stoßen::V,үтүрүй,lêketin
1132,stehlen::V,уор,dizîn
1133,stehlen::V,уор,dizî birin
1134,stören::V,мэһэйдээ,aciz kirin
1135,belästigen::V,батар,li tela yeki ketin
1136,verbergen::V,кистээ,veşartin
1137,verbergen::V,кистээ,kemîndanîn
1138,täuschen::V,албыннаа,xapandin
1139,täuschen::V,албыннаа,lê zexeli kirin
1140,betrügen::V,албыннаа,xapandin
1141,töten::V,өлөр,kûştin
1142,wohnen::V,олор,rûniştin
1143,arbeiten::V,үлэлээ,kar kirin
1144,arbeiten::V,үлэлээ,şêxulin
1145,sammeln::V,мус,komkirin
1146,sammeln::V,хомуй,komkirin
1147,pflücken::V,үргээ,çinîn
1148,jagen::V,бултаа,nêçîr kirin
1149,fischen::V,балыктаа,masî girtin
1150,fassen::V,тут,pê girtin
1151,fassen::V,тут,sêm kirin
1152,hüten::V,манаа,hei jê man
1153,treiben::V,үүр,bêherandin
1154,anbinden::V,баай,tewilandin
1155,füttern::V,аһат,xwarine dan lê
1156,melken::V,ыа,dotin
1157,hacken::V,кэрт,kolandin
1158,gießen::V,сиигирт,av dan
1159,reifen::V,бус,kemilîn
1160,zubereiten::V,бэлэмнээ,çe kirin
1161,kochen::V,буһар,xwarin çe kirin
1162,kochen::V,буһар,kelandin
1163,backen::V,буһар,pijandin
1164,braten::V,хооруй,qelandin
1165,braten::V,хооруй,sor kirin
1166,braten::V,ыһаарылаа,qelandin
1167,braten::V,ыһаарылаа,sor kirin
1168,braten::V,соркуойдаа,qelandin
1169,braten::V,соркуойдаа,sor kirin
1170,umrühren::V,былаа,têvdan
1171,stricken::V,өр,hûnan
1172,nähen::V,иистэн,kêl kirin
1173,färben::V,кырааскалаа,boyax kirin
1174,reinigen::V,ыраастаа,paqijkirin
1175,waschen::V,сууй,şuştin
1176,abwischen::V,сот,pakîj kirin
1177,spülen::V,сайҕаа,şuştin
1178,fegen::V,сиппий,maliştin
1179,kehren::V,харбаа,maliştin
1180,baden::V,сөтүөлээ,serîşûştin
1181,sich waschen::V,суун,serîşûştin
1182,ausziehen::V,уһул,jê kirin
1183,anziehen::V,кэтэрт,pê kirin
1184,sich anziehen::V,таҥын,xwe kirin
1185,kämmen::V,тараа,şeh kirin
1186,schmücken::V,симээ,xemilandin
1187,sagen::V,диэ,gotin
1188,sagen::V,диэ,peyivîn
1189,sprechen::V,эт,peyivîn
1190,sprechen::V,саҥар,peyivîn
1191,reden::V,кэпсэт,axaftin
1192,sich unterhalten::V,кэпсэт,hev biştaxilin
1193,fragen::V,ыйыт,pirsîn
1194,fragen::V,ыйыт,pirs kirin
1195,bitten::V,көрдөс,tika kirin
1196,erzählen::V,кэпсээ,behs kirin
1197,erzählen::V,сэһэргээ,behs kirin
1198,mitteilen::V,биллэр,vegotin
1199,nennen::V,ааттаа,bi nav kirin
1200,rufen::V,ыҥыр,bakirin
1201,prahlen::V,чабылан,pesnê xwe dan
1202,prahlen::V,киһиргээ,pesnê xwe dan
1203,übersetzen::V,тылбаастаа,qulibandin
1204,übersetzen::V,тылбаастаа,derbas kirin
1205,denken::V,санаа,fikirîn
1206,denken::V,толкуйдаа,fikirîn
1207,glauben::V,итэҕэй,bawer bûn
1208,bemerken::V,бэлиэтээ,bala xwe dan
1209,bemerken::V,бэлиэтээ,çac lê ketin
1210,erkennen::V,бил,pêhesîn
1211,begreifen::V,өйдөө,fêmkirin
1212,verstehen::V,өйдөө,fêmkirin
1213,lernen::V,үөрэн,halmandin
1214,lernen::V,үөрэн,fêrbun
1215,wissen::V,бил,zanîn
1216,sich erinnern an::V,аҕын,bir bûn
1217,vergessen::V,умун,ji bir kirin
1218,messen::V,кэмнээ,pê kanîn
1219,messen::V,кээмэйдээ,pê kanîn
1220,zählen::V,аах,hejmardin
1221,rechnen::V,аах,hesibandin
1222,lesen::V,аах,xwendin
1223,malen::V,уруһуйдаа,rengandin
1224,malen::V,уруһуйдаа,boyax kirin
1225,zeichnen::V,уруһуйдаа,işaret kirin
1226,schreiben::V,суруй,nivîsandin
1227,besitzen::V,баһылаа,hebûn
1228,kaufen::V,атыылас,kirîn
1229,verkaufen::V,атыылаа,firotin
1230,bezahlen::V,төлөө,pere dan
1231,zahlen::V,төлөө,pere dan
1232,zahlen::V,төлөө,dayin
1233,beherrschen::V,баһылаа,zebt kirin
1234,beherrschen::V,баһылаа,hukim kirin
1235,ertragen::V,тулуй,bihêzkirin
