,Concept_ID,hu,hu
103,Nebel::N,köd,köd
104,Wolke::N,felhő,felhő
105,Regen::N,eső,eső
106,Schnee::N,hó,hó
107,Eis::N,jég,jég
108,Frost::N,fagy,fagy
109,Kälte::N,hideg,hideg
110,Hitze::N,hő,hő
111,Hitze::N,hő,hőség
112,Hitze::N,hőség,hő
113,Hitze::N,hőség,hőség
114,Raureif::N,zúzmara,zúzmara
115,Regenbogen::N,szivárvány,szivárvány
116,Donner::N,dörgés,dörgés
117,Donner::N,dörgés,mennydörgés
118,Donner::N,mennydörgés,dörgés
119,Donner::N,mennydörgés,mennydörgés
120,Strömung::N,áramlat,áramlat
121,Tropfen::N,csepp,csepp
122,Schaum::N,hab,hab
123,Schaum::N,hab,tajték
124,Schaum::N,tajték,hab
125,Schaum::N,tajték,tajték
126,Schmutz::N,piszok,piszok
127,See::N,tó,tó
128,Sumpf::N,mocsár,mocsár
129,Moor::N,láp,láp
130,Wiese::N,rét,rét
131,Wiese::N,rét,mező
132,Wiese::N,mező,rét
133,Wiese::N,mező,mező
134,Wald::N,erdő,erdő
135,Hügel::N,domb,domb
136,Anhöhe::N,magaslat,magaslat
137,Berg::N,hegy,hegy
138,Gipfel::N,csúcs,csúcs
139,Höhle::N,barlang,barlang
140,Abhang::N,lejtő,lejtő
141,Quelle::N,forrás,forrás
142,Bach::N,patak,patak
143,Fluss::N,folyó,folyó
144,Ufer::N,part,part
145,Küste::N,tengerpart,tengerpart
146,Festland::N,szárazföld,szárazföld
147,Meer::N,tenger,tenger
148,Bucht::N,öböl,öböl
149,Insel::N,sziget,sziget
150,Blume::N,virág,virág
151,Gras::N,fű,fű
152,Wurzel::N,gyökér,gyökér
153,Baum::N,fa,fa
154,Stamm::N,tő,tő
155,Stamm::N,tő,törzs
156,Stamm::N,törzs,tő
157,Stamm::N,törzs,törzs
158,Rinde::N,kéreg,kéreg
159,Ast::N,ág,ág
160,Zweig::N,gally,gally
161,Blatt::N,levél,levél
162,Birke::N,nyír,nyír
163,Kiefer[Baum]::N,fenyő,fenyő
164,Weide[Baum]::N,fűz,fűz
165,Tanne::N,fenyő,fenyő
166,Horn::N,szarv,szarv
167,Feder::N,toll,toll
168,Fell::N,szőr,szőr
169,Fell::N,szőr,bunda
170,Fell::N,bunda,szőr
171,Fell::N,bunda,bunda
172,Flügel::N,szárny,szárny
173,Klaue::N,köröm,köröm
174,Kralle::N,karom,karom
175,Schwanz::N,farok,farok
176,Ei::N,tojás,tojás
177,Nest::N,fészek,fészek
178,Bau::N,odú,odú
179,Tier::N,állat,állat
180,Herde::N,nyáj,nyáj
181,Herde::N,nyáj,csorda
182,Herde::N,csorda,nyáj
183,Herde::N,csorda,csorda
184,Kuh::N,tehén,tehén
185,Bulle::N,bika,bika
186,Pferd::N,ló,ló
187,Schaf::N,juh,juh
188,Schaf::N,juh,birka
189,Schaf::N,birka,juh
190,Schaf::N,birka,birka
191,Schwein::N,sertés,sertés
192,Hund::N,eb,eb
193,Hund::N,eb,kutya
194,Hund::N,kutya,eb
195,Hund::N,kutya,kutya
196,Katze::N,macska,macska
197,Bär::N,medve,medve
198,Eichhörnchen::N,mókus,mókus
199,Elch::N,jávorszarvas,jávorszarvas
200,Fuchs::N,róka,róka
201,Hase::N,nyúl,nyúl
202,Maus::N,egér,egér
203,Wolf::N,farkas,farkas
204,Vogel::N,madár,madár
205,Schwarm::N,raj,raj
206,Huhn::N,tyúk,tyúk
207,Hahn::N,kakas,kakas
208,Gans::N,lúd,lúd
209,Gans::N,lúd,liba
210,Gans::N,liba,lúd
211,Gans::N,liba,liba
212,Adler::N,sas,sas
213,Ente::N,kacsa,kacsa
214,Eule::N,bagoly,bagoly
215,Kranich::N,daru,daru
216,Krähe::N,varjú,varjú
217,Kuckuck::N,kakukk,kakukk
218,Schwan::N,hattyú,hattyú
219,Fisch::N,hal,hal
220,Barsch::N,sügér,sügér
221,Hecht::N,csuka,csuka
222,Schlange[Tier]::N,kígyó,kígyó
223,Wurm::N,kukac,kukac
224,Spinne::N,pók,pók
225,Ameise::N,hangya,hangya
226,Laus::N,tetű,tetű
227,Mücke::N,szúnyog,szúnyog
228,Fliege::N,légy,légy
229,Schmetterling::N,lepke,lepke
230,Schmetterling::N,lepke,pillangó
231,Schmetterling::N,pillangó,lepke
232,Schmetterling::N,pillangó,pillangó
233,Beere::N,bogyó,bogyó
234,Apfel::N,alma,alma
235,Pilz::N,gomba,gomba
236,Zwiebel::N,hagyma,hagyma
237,Saat::N,vetőmag,vetőmag
238,Korn::N,mag,mag
239,Korn::N,mag,szem
240,Korn::N,szem,mag
241,Korn::N,szem,szem
242,Heu::N,széna,széna
243,Schale::N,héj,héj
244,Grube::N,verem,verem
245,Falle::N,csapda,csapda
246,Schlinge::N,tőr,tőr
247,Spur::N,nyom,nyom
248,Asche::N,hamu,hamu
249,Dreck::N,sár,sár
250,Dreck::N,sár,piszok
251,Dreck::N,piszok,sár
252,Dreck::N,piszok,piszok
253,Eisen::N,vas,vas
254,Gold::N,arany,arany
255,Silber::N,ezüst,ezüst
256,Kohle::N,szén,szén
257,Glas::N,üveg,üveg
258,Lehm::N,agyag,agyag
259,Lehm::N,agyag,vályog
260,Lehm::N,vályog,agyag
261,Lehm::N,vályog,vályog
262,Sand::N,homok,homok
263,Mensch::N,ember,ember
264,Mann::N,úr,úr
265,Mann::N,úr,férfi
266,Mann::N,férfi,úr
267,Mann::N,férfi,férfi
268,Frau::N,nő,nő
269,Frau::N,nő,asszony
270,Frau::N,asszony,nő
271,Frau::N,asszony,asszony
272,Kind::N,gyerek,gyerek
273,Kind::N,gyerek,gyermek
274,Kind::N,gyermek,gyerek
275,Kind::N,gyermek,gyermek
276,Junge::N,fiú,fiú
277,Mädchen::N,lány,lány
278,Familie::N,család,család
279,Großvater::N,nagyapa,nagyapa
280,Großmutter::N,nagyanya,nagyanya
281,Eltern::N,szülők,szülők
282,Vater::N,apa,apa
283,Vater::N,apa,atya
284,Vater::N,atya,apa
285,Vater::N,atya,atya
286,Mutter::N,anya,anya
287,Sohn::N,fiú,fiú
288,Tochter::N,lány,lány
289,Bruder::N,fivér,fivér
290,Bruder::N,fivér,testvér
291,Bruder::N,testvér,fivér
292,Bruder::N,testvér,testvér
293,Schwester::N,nővér,nővér
294,Schwester::N,nővér,lánytestvér
295,Schwester::N,lánytestvér,nővér
296,Schwester::N,lánytestvér,lánytestvér
297,Onkel::N,nagybácsi,nagybácsi
298,Tante::N,nagynéni,nagynéni
299,Ehemann::N,férj,férj
300,Ehefrau::N,feleség,feleség
301,Freude::N,öröm,öröm
302,Gelächter::N,nevetés,nevetés
303,Gelächter::N,nevetés,hahotázás
304,Gelächter::N,hahotázás,nevetés
305,Gelächter::N,hahotázás,hahotázás
306,Glück::N,boldogság,boldogság
307,Kummer::N,bánat,bánat
308,Wunsch::N,óhaj,óhaj
309,Lust::N,kedv,kedv
310,Geist::N,elme,elme
311,Geist::N,elme,szellem
312,Geist::N,szellem,elme
313,Geist::N,szellem,szellem
314,Gedanke::N,gondolat,gondolat
315,Gedächtnis::N,emlékezet,emlékezet
316,Verstand::N,ész,ész
317,Verstand::N,ész,értelem
318,Verstand::N,értelem,ész
319,Verstand::N,értelem,értelem
320,Sinn::N,értelem,értelem
321,Grund::N,ok,ok
322,Grund::N,ok,alap
323,Grund::N,alap,ok
324,Grund::N,alap,alap
325,Wahrheit::N,igaz,igaz
326,Wahrheit::N,igaz,igazság
327,Wahrheit::N,igazság,igaz
328,Wahrheit::N,igazság,igazság
329,Gespräch::N,beszélgetés,beszélgetés
330,Märchen::N,mese,mese
331,Erzählung::N,elbeszélés,elbeszélés
332,Nachricht::N,hír,hír
333,Nachricht::N,hír,híradás
334,Nachricht::N,híradás,hír
335,Nachricht::N,híradás,híradás
336,Neuigkeit::N,újság,újság
337,Name::N,név,név
338,Rätsel::N,rejtvény,rejtvény
339,Rede::N,beszéd,beszéd
340,Rede::N,beszéd,szónoklat
341,Rede::N,szónoklat,beszéd
342,Rede::N,szónoklat,szónoklat
343,Sprache::N,nyelv,nyelv
344,Stimme::N,hang,hang
345,Wort::N,szó,szó
346,Zeichen::N,jel,jel
347,Ruf::N,kiáltás,kiáltás
348,Lärm::N,zaj,zaj
349,Laut::N,hang,hang
350,Ton::N,hang,hang
351,Lied::N,dal,dal
352,Lied::N,dal,ének
353,Lied::N,ének,dal
354,Lied::N,ének,ének
355,Ruhe::N,csend,csend
356,Ruhe::N,csend,nyugalom
357,Ruhe::N,nyugalom,csend
358,Ruhe::N,nyugalom,nyugalom
359,Leute::N,emberek,emberek
360,Volk::N,nép,nép
361,Arbeit::N,dolog,dolog
362,Gast::N,vendég,vendég
363,Geschenk::N,ajándék,ajándék
364,Spiel::N,játék,játék
365,Gesellschaft::N,társaság,társaság
366,Hilfe::N,segítség,segítség
367,Freund::N,barát,barát
368,Kamerad::N,társ,társ
369,Angelegenheit::N,ügy,ügy
370,Anzahl::N,szám,szám
371,Art::N,faj,faj
372,Art::N,faj,fajta
373,Art::N,fajta,faj
374,Art::N,fajta,fajta
375,Stück::N,darab,darab
376,Teil::N,rész,rész
377,Hälfte::N,fél,fél
378,Kreis::N,kör,kör
379,Kreuz::N,kereszt,kereszt
380,Linie::N,vonal,vonal
381,Strich::N,vonás,vonás
382,Abstand::N,köz,köz
383,Entfernung::N,távolság,távolság
384,Gegend::N,táj,táj
385,Gegend::N,táj,vidék
386,Gegend::N,vidék,táj
387,Gegend::N,vidék,vidék
388,Platz::N,hely,hely
389,Ort::N,hely,hely
390,Seite::N,fél,fél
391,Seite::N,fél,oldal
392,Seite::N,oldal,fél
393,Seite::N,oldal,oldal
394,Mitte::N,közép,közép
395,Gegenstand::N,tárgy,tárgy
396,Sache::N,dolog,dolog
397,Rand::N,szél,szél
398,Rand::N,szél,perem
399,Rand::N,szél,szegély
400,Rand::N,perem,szél
401,Rand::N,perem,perem
402,Rand::N,perem,szegély
403,Rand::N,szegély,szél
404,Rand::N,szegély,perem
405,Rand::N,szegély,szegély
406,Kante::N,él,él
407,Ecke::N,sarok,sarok
408,Ecke::N,sarok,szöglet
409,Ecke::N,szöglet,sarok
410,Ecke::N,szöglet,szöglet
411,Spitze::N,csúcs,csúcs
412,Ende::N,vég,vég
413,Loch::N,lyuk,lyuk
414,Winkel::N,szög,szög
415,Muster::N,minta,minta
416,Größe::N,nagyság,nagyság
417,Länge::N,hossz,hossz
418,Länge::N,hossz,hosszúság
419,Länge::N,hosszúság,hossz
420,Länge::N,hosszúság,hosszúság
421,Höhe::N,magasság,magasság
422,Gewicht::N,súly,súly
423,Menge::N,sokaság,sokaság
424,Menge::N,sokaság,mennyiség
425,Menge::N,mennyiség,sokaság
426,Menge::N,mennyiség,mennyiség
427,Haufen::N,halom,halom
428,Reihe::N,sor,sor
429,Boot::N,csónak,csónak
430,Ruder::N,evező,evező
431,Schlitten::N,szánkó,szánkó
432,Ski::N,sí,sí
433,Lagerfeuer::N,tábortűz,tábortűz
434,Last::N,teher,teher
435,Gang::N,járás,járás
436,Schritt::N,lépés,lépés
437,Norden::N,észak,észak
438,Süden::N,dél,dél
439,Westen::N,nyugat,nyugat
440,Osten::N,kelet,kelet
441,Holz::N,fa,fa
442,Brett::N,deszka,deszka
443,Platte::N,lap,lap
444,Platte::N,lap,lemez
445,Platte::N,lemez,lap
446,Platte::N,lemez,lemez
447,Stütze::N,támasz,támasz
448,Stütze::N,támasz,támaszték
449,Stütze::N,támaszték,támasz
450,Stütze::N,támaszték,támaszték
451,Stange::N,rúd,rúd
452,Stange::N,rúd,pózna
453,Stange::N,pózna,rúd
454,Stange::N,pózna,pózna
455,Stock::N,pálca,pálca
456,Stab::N,bot,bot
457,Rohr::N,cső,cső
458,Haus::N,ház,ház
459,Heim::N,otthon,otthon
460,Ofen::N,kályha,kályha
461,Fußboden::N,padló,padló
462,Tisch::N,asztal,asztal
463,Stuhl::N,szék,szék
464,Wiege::N,bölcső,bölcső
465,Bett::N,ágy,ágy
466,Regal::N,polc,polc
467,Regal::N,polc,állvány
468,Regal::N,állvány,polc
469,Regal::N,állvány,állvány
470,Kiste::N,láda,láda
471,Fenster::N,ablak,ablak
472,Tür::N,ajtó,ajtó
473,Tor::N,kapu,kapu
474,Zaun::N,kerítés,kerítés
475,Dach::N,tető,tető
476,Leiter::N,létra,létra
477,Besen::N,seprű,seprű
478,Spaten::N,ásó,ásó
479,Schaufel::N,lapát,lapát
480,Gabel::N,villa,villa
481,Löffel::N,kanál,kanál
482,Messer::N,kés,kés
483,Nagel::N,szeg,szeg
484,Netz::N,háló,háló
485,Haken::N,kampó,kampó
486,Griff::N,nyél,nyél
487,Griff::N,nyél,fogantyú
488,Griff::N,fogantyú,nyél
489,Griff::N,fogantyú,fogantyú
490,Schloss::N,zár,zár
491,Bild::N,kép,kép
492,Figur::N,alak,alak
493,Puppe::N,bábu,bábu
494,Beutel::N,zacskó,zacskó
495,Bündel::N,köteg,köteg
496,Tasche::N,táska,táska
497,Eimer::N,vödör,vödör
498,Deckel::N,fedő,fedő
499,Deckel::N,fedő,fedél
500,Deckel::N,fedél,fedő
501,Deckel::N,fedél,fedél
502,Geschirr::N,edény,edény
503,Sack::N,zsák,zsák
504,Tasse::N,csésze,csésze
505,Topf::N,fazék,fazék
506,Kessel::N,üst,üst
507,Kessel::N,üst,bogrács
508,Kessel::N,bogrács,üst
509,Kessel::N,bogrács,bogrács
510,Essen::N,evés,evés
511,Essen::N,evés,étkezés
512,Essen::N,étkezés,evés
513,Essen::N,étkezés,étkezés
514,Nahrung::N,ennivaló,ennivaló
515,Speise::N,étel,étel
516,Fleisch::N,hús,hús
517,Getreide::N,gabona,gabona
518,Brei::N,pép,pép
519,Brei::N,pép,kása
520,Brei::N,kása,pép
521,Brei::N,kása,kása
522,Brot::N,kenyér,kenyér
523,Scheibe::N,szelet,szelet
524,Fett::N,háj,háj
525,Fett::N,háj,zsír
526,Fett::N,zsír,háj
527,Fett::N,zsír,zsír
528,Butter::N,vaj,vaj
529,Öl::N,olaj,olaj
530,Salz::N,só,só
531,Suppe::N,leves,leves
532,Honig::N,méz,méz
533,Milch::N,tej,tej
534,Tee::N,tea,tea
535,Leder::N,bőr,bőr
536,Wolle::N,gyapjú,gyapjú
537,Stoff::N,szövet,szövet
538,Nadel::N,tű,tű
539,Faden::N,fonál,fonál
540,Knopf::N,gomb,gomb
541,Knoten::N,csomó,csomó
542,Farbe::N,szín,szín
543,Farbe::N,szín,festék
544,Farbe::N,festék,szín
545,Farbe::N,festék,festék
546,Kleidung::N,ruha,ruha
547,Kleidung::N,ruha,ruházat
548,Kleidung::N,ruházat,ruha
549,Kleidung::N,ruházat,ruházat
550,Hemd::N,ing,ing
551,Kragen::N,gallér,gallér
552,Ärmel::N,ujj,ujj
553,Hose::N,gatya,gatya
554,Hose::N,gatya,nadrág
555,Hose::N,nadrág,gatya
556,Hose::N,nadrág,nadrág
557,Gürtel::N,öv,öv
558,Mütze::N,sapka,sapka
559,Schuh::N,cipő,cipő
560,Stiefel::N,csizma,csizma
561,Ring::N,gyűrű,gyűrű
562,Band::N,szalag,szalag
563,Kamm::N,fésű,fésű
564,Spiegel::N,tükör,tükör
565,Riemen::N,szíj,szíj
566,Schnur::N,zsinór,zsinór
567,Leine::N,póráz,póráz
568,Decke::N,takaró,takaró
569,Kissen::N,párna,párna
570,Tuch::N,kendő,kendő
571,Handtuch::N,törülköző,törülköző
572,Kraft::N,erő,erő
573,Stärke::N,erő,erő
574,Stärke::N,erő,erősség
575,Stärke::N,erősség,erő
576,Stärke::N,erősség,erősség
577,Gesundheit::N,egészség,egészség
578,Krankheit::N,kór,kór
579,Krankheit::N,kór,betegség
580,Krankheit::N,betegség,kór
581,Krankheit::N,betegség,betegség
582,Schmerz::N,fájdalom,fájdalom
583,Wunde::N,seb,seb
584,Fieber::N,láz,láz
585,Arznei::N,orvosság,orvosság
586,Arznei::N,orvosság,gyógyszer
587,Arznei::N,gyógyszer,orvosság
588,Arznei::N,gyógyszer,gyógyszer
589,Brücke::N,híd,híd
590,Brunnen::N,kút,kút
591,Weide::N,legelő,legelő
592,Pfad::N,ösvény,ösvény
593,Weg::N,út,út
594,Straße::N,út,út
595,Dorf::N,falu,falu
596,Stadt::N,város,város
597,Brief::N,levél,levél
598,Buch::N,könyv,könyv
599,Buchstabe::N,betű,betű
600,Zeitung::N,újság,újság
601,Zeitung::N,újság,hírlap
602,Zeitung::N,hírlap,újság
603,Zeitung::N,hírlap,hírlap
604,Leben::N,élet,élet
605,Tod::N,halál,halál
606,Grab::N,sír,sír
607,Kirche::N,templom,templom
608,Sünde::N,bűn,bűn
609,Sünde::N,bűn,vétek
610,Sünde::N,vétek,bűn
611,Sünde::N,vétek,vétek
612,Gott::N,isten,isten
613,Arbeiter::N,munkás,munkás
614,Chef::N,főnök,főnök
615,Meister::N,mester,mester
616,Arzt::N,orvos,orvos
617,Lehrer::N,tanár,tanár
618,Lehrer::N,tanár,tanító
619,Lehrer::N,tanító,tanár
620,Lehrer::N,tanító,tanító
621,Geld::N,pénz,pénz
622,Geschäft::N,üzlet,üzlet
623,Laden::N,bolt,bolt
624,Preis::N,ár,ár
625,Ware::N,áru,áru
626,Nutzen::N,haszon,haszon
627,Reichtum::N,gazdagság,gazdagság
628,Welt::N,világ,világ
629,Land::N,ország,ország
630,Staat::N,állam,állam
631,König::N,király,király
632,Macht::N,hatalom,hatalom
633,Grenze::N,határ,határ
634,Krieg::N,háború,háború
635,Feind::N,ellenség,ellenség
636,Gewalt::N,erőszak,erőszak
637,Kampf::N,harc,harc
638,Bogen[Waffe]::N,íj,íj
639,Pfeil::N,nyíl,nyíl
640,Gewehr::N,puska,puska
641,Gewehr::N,puska,fegyver
642,Gewehr::N,fegyver,puska
643,Gewehr::N,fegyver,fegyver
644,Fehler::N,hiba,hiba
645,Lüge::N,hazugság,hazugság
646,Schaden::N,kár,kár
647,Unglück::N,csapás,csapás
648,Unglück::N,csapás,balszerencse
649,Unglück::N,balszerencse,csapás
650,Unglück::N,balszerencse,balszerencse
651,Schuld::N,bűn,bűn
652,Alter::N,kor,kor
653,Schluss::N,vég,vég
654,Schluss::N,vég,befejezés
655,Schluss::N,befejezés,vég
656,Schluss::N,befejezés,befejezés
657,Zeit::N,idő,idő
658,Tag::N,nap,nap
659,Morgen::N,reggel,reggel
660,Mittag::N,dél,dél
661,Abend::N,este,este
662,Nacht::N,éj,éj
663,Nacht::N,éj,éjszaka
664,Nacht::N,éjszaka,éj
665,Nacht::N,éjszaka,éjszaka
666,Woche::N,hét,hét
667,Monat::N,hó,hó
668,Monat::N,hó,hónap
669,Monat::N,hónap,hó
670,Monat::N,hónap,hónap
671,Jahr::N,év,év
672,Frühling::N,tavasz,tavasz
673,Sommer::N,nyár,nyár
674,Herbst::N,ősz,ősz
675,Winter::N,tél,tél
676,Januar::N,január,január
677,Februar::N,február,február
678,März::N,március,március
679,April::N,április,április
680,Mai::N,május,május
681,Juni::N,június,június
682,Juli::N,július,július
683,August::N,augusztus,augusztus
684,September::N,szeptember,szeptember
685,Oktober::N,október,október
686,November::N,november,november
687,Dezember::N,december,december
688,Montag::N,hétfő,hétfő
689,Dienstag::N,kedd,kedd
690,Mittwoch::N,szerda,szerda
691,Donnerstag::N,csütörtök,csütörtök
692,Freitag::N,péntek,péntek
693,Samstag::N,szombat,szombat
694,Sonntag::N,vasárnap,vasárnap
695,groß::A,nagy,nagy
696,klein::A,pici,pici
697,klein::A,pici,kicsi
698,klein::A,kicsi,pici
699,klein::A,kicsi,kicsi
700,lang::A,hosszú,hosszú
701,kurz::A,rövid,rövid
702,breit::A,széles,széles
703,schmal::A,keskeny,keskeny
704,dicht::A,sűrű,sűrű
705,dick[Gegenstand]::A,vastag,vastag
706,dünn::A,vékony,vékony
707,fein::A,vékony,vékony
708,fest::A,szilárd,szilárd
709,flach::A,sík,sík
710,flach::A,sík,lapos
711,flach::A,lapos,sík
712,flach::A,lapos,lapos
713,glatt::A,sima,sima
714,hart::A,kemény,kemény
715,weich::A,puha,puha
716,rund::A,kerek,kerek
717,spitz::A,hegyes,hegyes
718,scharf::A,éles,éles
719,stumpf::A,tompa,tompa
720,stumpf::A,tompa,életlen
721,stumpf::A,életlen,tompa
722,stumpf::A,életlen,életlen
723,schwer::A,nehéz,nehéz
724,schwer::A,nehéz,súlyos
725,schwer::A,súlyos,nehéz
726,schwer::A,súlyos,súlyos
727,schön::A,szép,szép
728,heiß::A,forró,forró
729,warm::A,meleg,meleg
730,kalt::A,hideg,hideg
731,kühl::A,hűs,hűs
732,kühl::A,hűs,hűvös
733,kühl::A,hűvös,hűs
734,kühl::A,hűvös,hűvös
735,frisch::A,üde,üde
736,frisch::A,üde,friss
737,frisch::A,friss,üde
738,frisch::A,friss,friss
739,feucht::A,nedves,nedves
740,nass::A,vizes,vizes
741,trocken::A,száraz,száraz
742,voll::A,telt,telt
743,leer::A,üres,üres
744,offen::A,nyílt,nyílt
745,offen::A,nyílt,nyitott
746,offen::A,nyitott,nyílt
747,offen::A,nyitott,nyitott
748,geschlossen::A,zárt,zárt
749,geschlossen::A,zárt,csukott
750,geschlossen::A,csukott,zárt
751,geschlossen::A,csukott,csukott
752,sauber::A,tiszta,tiszta
753,schmutzig::A,piszkos,piszkos
754,schmutzig::A,piszkos,szennyes
755,schmutzig::A,szennyes,piszkos
756,schmutzig::A,szennyes,szennyes
757,roh::A,nyers,nyers
758,reif::A,érett,érett
759,lecker::A,finom,finom
760,süß::A,édes,édes
761,bitter::A,keserű,keserű
762,sauer::A,savanyú,savanyú
763,hell::A,világos,világos
764,dunkel::A,sötét,sötét
765,schwarz::A,fekete,fekete
766,weiß::A,fehér,fehér
767,rot::A,vörös,vörös
768,gelb::A,sárga,sárga
769,blau::A,kék,kék
770,grün::A,zöld,zöld
771,grau::A,ősz,ősz
772,grau::A,ősz,szürke
773,grau::A,szürke,ősz
774,grau::A,szürke,szürke
775,bunt::A,tarka,tarka
776,bunt::A,tarka,színes
777,bunt::A,színes,tarka
778,bunt::A,színes,színes
779,billig::A,olcsó,olcsó
780,teuer::A,drága,drága
781,wertvoll::A,értékes,értékes
782,blind::A,vak,vak
783,taub::A,süket,süket
784,kräftig::A,erős,erős
785,stark::A,erős,erős
786,schwach::A,gyenge,gyenge
787,schwach::A,gyenge,erőtlen
788,schwach::A,erőtlen,gyenge
789,schwach::A,erőtlen,erőtlen
790,fett::A,hájas,hájas
791,schlank::A,karcsú,karcsú
792,hübsch::A,csinos,csinos
793,böse::A,rossz,rossz
794,böse::A,rossz,gonosz
795,böse::A,gonosz,rossz
796,böse::A,gonosz,gonosz
797,dumm::A,buta,buta
798,dumm::A,buta,ostoba
799,dumm::A,ostoba,buta
800,dumm::A,ostoba,ostoba
801,faul::A,lusta,lusta
802,fleißig::A,szorgalmas,szorgalmas
803,geizig::A,fukar,fukar
804,geizig::A,fukar,fösvény
805,geizig::A,fösvény,fukar
806,geizig::A,fösvény,fösvény
807,klug::A,okos,okos
808,klug::A,okos,eszes
809,klug::A,eszes,okos
810,klug::A,eszes,eszes
811,geschickt::A,ügyes,ügyes
812,lieb::A,drága,drága
813,lieb::A,drága,kedves
814,lieb::A,kedves,drága
815,lieb::A,kedves,kedves
816,lustig::A,víg,víg
817,lustig::A,víg,vidám
818,lustig::A,vidám,víg
819,lustig::A,vidám,vidám
820,sanft::A,enyhe,enyhe
821,hungrig::A,éhes,éhes
822,krank::A,beteg,beteg
823,nackt::A,csupasz,csupasz
824,nackt::A,csupasz,meztelen
825,nackt::A,meztelen,csupasz
826,nackt::A,meztelen,meztelen
827,traurig::A,bús,bús
828,traurig::A,bús,szomorú
829,traurig::A,szomorú,bús
830,traurig::A,szomorú,szomorú
831,lebendig::A,élő,élő
832,gut::A,jó,jó
833,schlecht::A,rossz,rossz
834,richtig::A,helyes,helyes
835,schlimm::A,rossz,rossz
836,wahr::A,igaz,igaz
837,alt::A,ó,ó
838,alt::A,ó,régi
839,alt::A,régi,ó
840,alt::A,régi,régi
841,neu::A,új,új
842,ehemalig::A,volt,volt
843,ehemalig::A,volt,egykori
844,ehemalig::A,egykori,volt
845,ehemalig::A,egykori,egykori
846,alt[Lebewesen]::A,öreg,öreg
847,jung::A,fiatal,fiatal
848,arm::A,szegény,szegény
849,reich::A,gazdag,gazdag
850,bekannt::A,ismert,ismert
851,bekannt::A,ismert,ismeretes
852,bekannt::A,ismeretes,ismert
