,Concept_ID,pt,av
233,Lehm::N,barro,хӏатӏ
234,Lehm::N,argila,хӏатӏ
235,Sand::N,areia,сали
236,Mensch::N,homem,чи
237,Mensch::N,pessoa,чи
238,Mann::N,homem,бихьинчи
239,Frau::N,mulher,гӏадан
240,Kind::N,filho,лъимер
241,Kind::N,criança,лъимер
242,Junge::N,rapaz,вас
243,Junge::N,menino,вас
244,Mädchen::N,menina,яс
245,Mädchen::N,rapariga,яс
246,Familie::N,família,хъизан
247,Großvater::N,avô,кӏудада
248,Großmutter::N,avó,кӏодо
249,Eltern::N,pais,эбел-эмен
250,Vater::N,pai,эмен
251,Mutter::N,mãe,эбел
252,Sohn::N,filho,вас
253,Tochter::N,filha,яс
254,Bruder::N,irmão,вац
255,Schwester::N,irmã,яц
256,Onkel::N,tio,даци
257,Tante::N,tia,ада
258,Ehemann::N,esposo,рос
259,Ehefrau::N,esposa,чӏужу
260,Freude::N,prazer,ракӏбохи
261,Freude::N,alegria,ракӏбохи
262,Gelächter::N,risada,релъи
263,Gelächter::N,gargalhada,релъи
264,Glück::N,felicidade,талихӏ
265,Glück::N,felicidade,талихӏ-рохел
266,Kummer::N,aflição,хӏалкъай
267,Kummer::N,desgosto,хӏалкъай
268,Wunsch::N,desejo,къасд
269,Lust::N,vontade,гъира
270,Geist::N,mente,чӏанкӏ
271,Geist::N,mente,рухӏ-жан
272,Geist::N,espírito,чӏанкӏ
273,Geist::N,espírito,рухӏ-жан
274,Gedanke::N,ideia,пикру
275,Gedanke::N,pensamento,пикру
276,Gedächtnis::N,memória,
277,Verstand::N,razão,лумалъи
278,Verstand::N,razão,цӏодорлъи
279,Verstand::N,inteligência,лумалъи
280,Verstand::N,inteligência,цӏодорлъи
281,Sinn::N,sentido,магӏна
282,Sinn::N,significado,магӏна
283,Grund::N,causa,багьана
284,Grund::N,motivo,багьана
285,Wahrheit::N,verdade,ритӏухълъи
286,Gespräch::N,conversa,накъит
287,Gespräch::N,conversação,накъит
288,Märchen::N,conto,маргьа
289,Erzählung::N,conto,къиса
290,Erzählung::N,narrativa,къиса
291,Nachricht::N,mensagem,хабар
292,Neuigkeit::N,notícia,хабар-гӏазаб
293,Neuigkeit::N,novidade,хабар-гӏазаб
294,Name::N,nome,цӏар
295,Rätsel::N,adivinha,бицанкӏо
296,Rede::N,oração,речь
297,Rede::N,oração,калам
298,Rede::N,discurso,речь
299,Rede::N,discurso,калам
300,Sprache::N,língua,мацӏ
301,Stimme::N,voz,гьаракь
302,Wort::N,palavra,рагӏи
303,Zeichen::N,marca,ишара
304,Zeichen::N,marca,гӏаламат
305,Ruf::N,grito,ахӏи
306,Ruf::N,chamada,ахӏи
307,Lärm::N,ruído,хъуй
308,Lärm::N,ruído,хъуди
309,Lärm::N,barulho,хъуй
310,Lärm::N,barulho,хъуди
311,Laut::N,som,гьаракь
312,Laut::N,som,сас
313,Ton::N,tom,
314,Lied::N,canção,кечӏ
315,Ruhe::N,calma,рахӏат
316,Ruhe::N,silêncio,рахӏат
317,Leute::N,gente,гӏадамал
318,Leute::N,pessoas,гӏадамал
319,Volk::N,povo,халкъ
320,Volk::N,nação,халкъ
321,Arbeit::N,trabalho,хӏалтӏи
322,Gast::N,hóspede,гьобол
323,Gast::N,convidado,гьобол
324,Geschenk::N,prenda,сайигъат
325,Geschenk::N,presente,сайигъат
326,Spiel::N,jogo,хӏай
327,Spiel::N,jogo,расанди
328,Gesellschaft::N,companhia,жамагӏат
329,Hilfe::N,ajuda,кумек
330,Hilfe::N,socorro,кумек
331,Freund::N,amigo,гьудул
332,Kamerad::N,camarada,гьалмагъ
333,Angelegenheit::N,assunto,къваригӏел
334,Anzahl::N,número,рикӏкӏен
335,Anzahl::N,quantidade,рикӏкӏен
336,Art::N,tipo,жинс
337,Art::N,espécie,жинс
338,Stück::N,pedaço,кесек
339,Teil::N,peça,пай
340,Teil::N,parte,пай
341,Hälfte::N,metade,бащдаб
342,Kreis::N,círculo,гор
343,Kreuz::N,cruz,хъанч
344,Linie::N,linha,мухъ
345,Strich::N,traço,хӏучч
346,Abstand::N,distância,манзил
347,Entfernung::N,distância,манзил
348,Gegend::N,área,рахъ
349,Gegend::N,região,рахъ
350,Platz::N,lugar,бакӏ
351,Ort::N,sítio,бакӏ
352,Seite::N,lado,рахъ
353,Mitte::N,meio,бакьулъбакӏ
354,Gegenstand::N,objecto,жо
355,Sache::N,coisa,жо
356,Rand::N,bordo,мицӏир
357,Rand::N,margem,мицӏир
358,Kante::N,borda,рагӏал
359,Kante::N,borda,рагӏа-ракьан
360,Kante::N,aresta,рагӏал
361,Kante::N,aresta,рагӏа-ракьан
362,Ecke::N,esquina,цили
363,Spitze::N,ponta,тӏогь
364,Ende::N,cabo,кӏал
365,Ende::N,extremo,кӏал
366,Loch::N,furo,каратӏ
367,Loch::N,buraco,каратӏ
368,Winkel::N,canto,
369,Winkel::N,ângulo,
370,Muster::N,padrão,накъиш
371,Muster::N,desenho,накъиш
372,Größe::N,tamanho,кӏодо́лъи
373,Länge::N,comprimento,халалъи
374,Höhe::N,altura,борхалъи
375,Höhe::N,altitude,борхалъи
376,Gewicht::N,peso,бакӏлъи
377,Menge::N,quantidade,
378,Haufen::N,pilha,гъуни
379,Reihe::N,fila,ирга́
380,Boot::N,barco,раса
381,Ruder::N,remo,раххан
382,Schlitten::N,trenó,чанагъ
383,Ski::N,esqui,лыжаби
384,Lagerfeuer::N,fogueira,цӏа
385,Last::N,carga,бакӏлъи
386,Gang::N,curso,хьвади
387,Gang::N,curso,хьвада-чӏвади
388,Gang::N,caminhada,хьвади
389,Gang::N,caminhada,хьвада-чӏвади
390,Schritt::N,passo,гали
391,Norden::N,norte,шимал
392,Süden::N,sul,юг
393,Süden::N,sul,къибла
394,Westen::N,oeste,гъарб
395,Westen::N,oeste,магъриб
396,Westen::N,ocidente,гъарб
397,Westen::N,ocidente,магъриб
398,Osten::N,este,шаркъ
399,Osten::N,este,машрикъ
400,Osten::N,leste,шаркъ
401,Osten::N,leste,машрикъ
402,Osten::N,oriente,шаркъ
403,Osten::N,oriente,машрикъ
404,Holz::N,madeira,цӏул
405,Brett::N,tábua,хъарщи
406,Brett::N,prancha,хъарщи
407,Platte::N,laje,къоно
408,Platte::N,chapa,къоно
409,Stütze::N,apoio,
410,Stütze::N,suporte,
411,Stange::N,vara,гӏер
412,Stange::N,barra,гӏер
413,Stock::N,pau,тӏил
414,Stock::N,bengala,тӏил
415,Stab::N,bastão,гӏер
416,Rohr::N,cano,турба
417,Haus::N,casa,ригь
418,Haus::N,casa,рукъзал
419,Heim::N,lar,рукъ
420,Heim::N,casa,рукъ
421,Ofen::N,estufa,печь
422,Ofen::N,aquecedor,печь
423,Fußboden::N,piso,чӏабар
424,Tisch::N,mesa,стол
425,Stuhl::N,cadeira,бакӏу
426,Wiege::N,berço,кини
427,Bett::N,cama,кровать
428,Regal::N,estante,хъарщи
429,Regal::N,prateleira,хъарщи
430,Kiste::N,caixa,ящик
431,Kiste::N,caixa,тӏалагъуд
432,Fenster::N,janela,гордо
433,Tür::N,porta,нуцӏа
434,Tor::N,portão,каву
435,Zaun::N,cerca,раци
436,Zaun::N,vedação,раци
437,Dach::N,telhado,тӏох
438,Leiter::N,escada,мали
439,Leiter::N,escada móvel,мали
440,Besen::N,vassoura,жул
441,Spaten::N,pá,бел
442,Schaufel::N,pá,раххан
443,Gabel::N,garfo,гӏучӏ
444,Löffel::N,colher,гъуд
445,Messer::N,faca,нус
446,Nagel::N,cravo,магӏ
447,Netz::N,rede,гьин
448,Haken::N,gancho,гъанцӏа
449,Griff::N,asa,гӏоркь
450,Griff::N,cabo,гӏоркь
451,Schloss::N,fechadura,кӏулал
452,Bild::N,imagem,сурат
453,Figur::N,figura,
454,Puppe::N,boneca,нани
455,Beutel::N,saco,таргьа
456,Beutel::N,bolsa,таргьа
457,Bündel::N,fardo,къай
458,Tasche::N,saco,сумка
459,Tasche::N,saco,къвачӏа
460,Tasche::N,bolso,сумка
461,Tasche::N,bolso,къвачӏа
462,Eimer::N,balde,ведро
463,Deckel::N,tampa,тӏалъел
464,Deckel::N,tampa,дадитӏалъел
465,Geschirr::N,louça,цӏарагӏ
466,Sack::N,saca,хъап
467,Sack::N,saca,къандалъо
468,Tasse::N,chávena,чашка
469,Topf::N,tacho,хьаг
470,Topf::N,panela,хьаг
471,Kessel::N,caldeira,хьаг
472,Kessel::N,caldeira,гереги
473,Essen::N,refeição,тӏагӏам
474,Nahrung::N,comida,квен
475,Nahrung::N,alimento,квен
476,Speise::N,prato,квен
477,Fleisch::N,carne,гьан
478,Getreide::N,cereais,бугӏа-ролъ
479,Getreide::N,cereais,могьолабл_культураби
480,Brei::N,puré,карщ
481,Brot::N,pão,чед
482,Scheibe::N,fatia,мочӏу
483,Fett::N,banha,беэнлъи
484,Fett::N,gordura,беэнлъи
485,Butter::N,manteiga,нах
486,Öl::N,azeite,нах
487,Salz::N,sal,цӏам
488,Suppe::N,sopa,чурпа
489,Suppe::N,caldo,чурпа
490,Honig::N,mel,гьоцӏо
491,Milch::N,leite,рахь
492,Tee::N,chá,чай
493,Leder::N,couro,тӏом
494,Wolle::N,lã,квас
495,Stoff::N,pano,ххам
496,Stoff::N,tecido,ххам
497,Nadel::N,agulha,рокӏкӏен
498,Faden::N,fio,кун
499,Knopf::N,botão,маргъал
500,Knoten::N,nó,гарацӏ
501,Farbe::N,corante,релъен
502,Kleidung::N,roupa,ретӏел
503,Kleidung::N,vestuário,ретӏел
504,Hemd::N,camisa,гурде
505,Kragen::N,gola,габур
506,Ärmel::N,manga,къвал
507,Hose::N,calça,тӏажу
508,Gürtel::N,cinto,рачел
509,Mütze::N,boné,тӏагъур
510,Mütze::N,barrete,тӏагъур
511,Schuh::N,sapato,
512,Stiefel::N,bota,этек
513,Stiefel::N,bota,чакма
514,Ring::N,anel,баргъич
515,Band::N,fita,лента
516,Band::N,faixa,лента
517,Kamm::N,pente,гьоркьо
518,Spiegel::N,espelho,матӏу
519,Riemen::N,correia,рижу
520,Schnur::N,corda,
521,Schnur::N,cordel,
522,Leine::N,trela,
523,Decke::N,cobertor,одея́ло
524,Kissen::N,almofada,къандалъо
525,Tuch::N,pano,квархьи
526,Handtuch::N,toalha,беркӏалрацӏцӏ
527,Kraft::N,força,гуч
528,Kraft::N,força,къуват
529,Stärke::N,força,хӏалкӏвей
530,Gesundheit::N,saúde,сахлъи́
531,Krankheit::N,doença,унти
532,Krankheit::N,doença,щокълъи
533,Krankheit::N,enfermidade,унти
534,Krankheit::N,enfermidade,щокълъи
535,Schmerz::N,dor,унти
536,Wunde::N,chaga,ругъун
537,Wunde::N,ferida,ругъун
538,Fieber::N,febre,цӏа-кан
539,Arznei::N,remédio,дару
540,Brücke::N,ponte,кьо
541,Brunnen::N,poço,гъуй
542,Weide::N,pastagem,рицӏцӏ
543,Weide::N,pastagem,лъичӏирма
544,Weide::N,pastagem,гӏурдаллъи
545,Weide::N,pastagem,ри́цӏигъветӏ
546,Weide::N,pastagem,рицӏцӏигъветӏ
547,Pfad::N,senda,сухъмахъ
548,Pfad::N,trilho,сухъмахъ
549,Weg::N,caminho,нух
550,Straße::N,via,нух
551,Straße::N,estrada,нух
552,Dorf::N,aldeia,росу
553,Stadt::N,cidade,шагьар
554,Brief::N,carta,кагъат
555,Brief::N,carta,рисалат
556,Buch::N,livro,тӏехь
557,Buchstabe::N,letra,хӏарп
558,Zeitung::N,jornal,газет
559,Leben::N,vida,яшав
560,Tod::N,morte,хвел
561,Grab::N,túmulo,хоб
562,Grab::N,sepultura,хоб
563,Kirche::N,igreja,килиса
564,Sünde::N,pecado,хӏакъ
565,Sünde::N,pecado,мунагь
566,Gott::N,deus,бичас
567,Gott::N,deus,аллагь
568,Arbeiter::N,operário,хӏалтӏухъан
569,Arbeiter::N,trabalhador,хӏалтӏухъан
570,Chef::N,chefe,хӏаким
571,Chef::N,chefe,начальник
572,Chef::N,patrão,хӏаким
573,Chef::N,patrão,начальник
574,Meister::N,mestre,устар
575,Meister::N,mestre,мастер
576,Meister::N,mestre,махщалилав
577,Arzt::N,médico,жайрахӏ
578,Lehrer::N,professor,мугӏалим
579,Geld::N,dinheiro,гӏарац
580,Geschäft::N,negócio,
581,Laden::N,loja,тукен
582,Preis::N,preço,багьа
583,Ware::N,mercadoria,къайи
584,Nutzen::N,proveito,мунпагӏат
585,Reichtum::N,riqueza,бечелъи
586,Welt::N,mundo,дуниял
587,Land::N,país,улка
588,Land::N,país,икълим
589,Staat::N,Estado,пачалихъ
590,König::N,rei,пача
591,König::N,rei,малик
592,König::N,rei,къирал
593,König::N,rei,падишагь
594,Macht::N,poder,кверщел
595,Macht::N,potência,кверщел
596,Grenze::N,fronteira,гӏорхъи
597,Krieg::N,guerra,рагъ
598,Feind::N,inimigo,тушман
599,Gewalt::N,violência,зулму
600,Kampf::N,luta,къеркьей
601,Kampf::N,combate,къеркьей
602,Bogen[Waffe]::N,arco,газаргъо
603,Pfeil::N,seta,чӏор
604,Pfeil::N,flecha,чӏор
605,Gewehr::N,espingarda,туманкӏ
606,Fehler::N,erro,гъалатӏ
607,Fehler::N,falha,гъалатӏ
608,Lüge::N,mentira,гьереси
609,Schaden::N,dano,зиян
610,Schaden::N,dano,зарал
611,Schaden::N,estrago,зиян
612,Schaden::N,estrago,зарал
613,Unglück::N,desgraça,балагь
614,Schuld::N,culpa,гӏайиб
615,Alter::N,idade,гӏумру
616,Schluss::N,fim,ахир
617,Zeit::N,tempo,заман
618,Tag::N,dia,къо
619,Morgen::N,manhã,радалмех
620,Mittag::N,meio-dia,къадемех
621,Abend::N,noite,релъедамех
622,Abend::N,tardinha,релъедамех
623,Nacht::N,noite,сордо
624,Woche::N,semana,анкь
625,Monat::N,mês,моцӏ
626,Jahr::N,ano,сон
627,Jahr::N,ano,лъагӏел
628,Frühling::N,primavera,их
629,Sommer::N,verão,рии
630,Herbst::N,outono,хасалихълъи
631,Winter::N,inverno,кьин
632,Januar::N,Janeiro,январь
633,Februar::N,Fevereiro,февра́ль
634,März::N,Março,март
635,April::N,Abril,апрель
636,Mai::N,Maio,май
637,Juni::N,Junho,июнь
638,Juli::N,Julho,июль
639,August::N,Agosto,август
640,September::N,Setembro,сентябрь
641,Oktober::N,Outubro,октябрь
642,November::N,Novembro,ноябрь
643,Dezember::N,Dezembro,декабрь
644,Montag::N,segunda-feira,итни
645,Dienstag::N,terça-feira,талат
646,Mittwoch::N,quarta-feira,арбагӏ
647,Donnerstag::N,quinta-feira,хамиз
648,Freitag::N,sexta-feira,рузман
649,Samstag::N,sábado,щамат
650,Sonntag::N,domingo,гьатӏан
651,groß::A,grande,кӏудияб
652,klein::A,pequeno,гьитӏинаб
653,lang::A,comprido,халатаб
654,kurz::A,curto,къокъаб
655,breit::A,largo,гӏебаб
656,schmal::A,estreito,къваридаб
657,dicht::A,denso,ризаб
658,dick[Gegenstand]::A,grosso,бицатаб
659,dünn::A,delgado,тӏеренаб
660,fein::A,fino,тӏеренаб
661,fein::A,subtil,тӏеренаб
662,fest::A,firme,къвакӏараб
663,fest::A,sólido,къвакӏараб
664,flach::A,plano,чӏепараб
665,glatt::A,liso,цӏвакараб
666,hart::A,duro,кьварараб
667,weich::A,mole,тамахаб
668,rund::A,redondo,гургинаб
669,spitz::A,agudo,бегӏераб
670,scharf::A,afiado,рекӏараб
671,stumpf::A,rombo,тӏехӏараб
672,stumpf::A,rombo,рекӏинчӏеб
673,schwer::A,pesado,бакӏаб
674,schön::A,belo,берцинаб
675,schön::A,bonito,берцинаб
676,heiß::A,quente,лагьараб
677,warm::A,quente,хинаб
678,kalt::A,frio,квачараб
679,kühl::A,fresco,квачараб
680,frisch::A,fresco,цӏияб
681,feucht::A,húmido,рагьараб
682,nass::A,molhado,би́ччараб
683,trocken::A,seco,бакъвараб
684,voll::A,cheio,
685,leer::A,vazio,чӏобогояб
686,offen::A,aberto,рагьараб
687,geschlossen::A,fechado,рахараб-къараб
688,sauber::A,limpo,бацӏцӏадаб
689,schmutzig::A,sujo,гъизараб
690,roh::A,cru,хамаб
691,roh::A,cru,гӏатӏгояб
692,reif::A,maduro,барщараб
693,lecker::A,delicioso,тӏагӏамаб
694,süß::A,doce,гьуинаб
695,bitter::A,amargo,кьогӏаб
696,sauer::A,azedo,цӏекӏаб
697,hell::A,claro,канаб
698,dunkel::A,escuro,бецӏаб
699,dunkel::A,sombrio,бецӏаб
700,schwarz::A,preto,чӏегӏераб
701,weiß::A,branco,хъахӏаб
702,rot::A,vermelho,багӏараб
703,gelb::A,amarelo,гӏобилаб
704,gelb::A,amarelo,тӏогьилаб
705,blau::A,azul,хъахӏилаб
706,grün::A,verde,гӏурччинаб
707,grau::A,cinzento,накӏкӏуяб
708,bunt::A,colorido,къвекӏаб
709,bunt::A,colorido,чара-гъараб
710,billig::A,barato,учузаб
711,teuer::A,caro,хири́яб
712,wertvoll::A,valioso,къиматаб
713,wertvoll::A,precioso,къиматаб
714,blind::A,cego,беццаб
715,taub::A,surdo,гъугъаб
716,kräftig::A,forte,гучаб
717,kräftig::A,poderoso,гучаб
718,stark::A,forte,къуватаб
719,stark::A,robusto,къуватаб
720,schwach::A,débil,гӏажизаб
721,fett::A,gordo,кьарияб
722,schlank::A,esbelto,чергесаб
723,hübsch::A,giro,гьайбатаб
724,hübsch::A,bonito,гьайбатаб
725,böse::A,mau,ракӏквешаб
726,dumm::A,parvo,гьагаб
727,dumm::A,parvo,гӏантаб
728,dumm::A,estúpido,гьагаб
729,dumm::A,estúpido,гӏантаб
730,faul::A,preguiçoso,кӏохӏалаб
731,faul::A,preguiçoso,кӏухӏа́лаб
732,fleißig::A,aplicado,хӏаракатаб
733,fleißig::A,diligente,хӏаракатаб
734,geizig::A,avarento,къарумаб
735,klug::A,prudente,лумияб
736,klug::A,inteligente,лумияб
737,geschickt::A,hábil,махщел бугев
738,lieb::A,caro,гӏазизаб
739,lieb::A,querido,гӏазизаб
740,lustig::A,alegre,кепаб
741,sanft::A,suave,хӏалимаб
742,sanft::A,suave,хӏере́наб
743,sanft::A,brando,хӏалимаб
744,sanft::A,brando,хӏере́наб
745,hungrig::A,faminto,бакъараб
746,krank::A,doente,щокъаб
747,krank::A,doente,унтараб
748,krank::A,enfermo,щокъаб
749,krank::A,enfermo,унтараб
750,nackt::A,nu,гӏицӏаб
751,nackt::A,nu,чӏанкӏараб
752,nackt::A,despido,гӏицӏаб
753,nackt::A,despido,чӏанкӏараб
754,traurig::A,triste,пашманаб
755,lebendig::A,vivo,чӏагояб
756,gut::A,bom,лъикӏаб
757,schlecht::A,mau,къадараб
758,schlecht::A,ruim,къадараб
759,richtig::A,justo,битӏараб
760,richtig::A,correcto,битӏараб
761,schlimm::A,mau,нажасаб
762,schlimm::A,mau,къабихӏаб
763,schlimm::A,grave,нажасаб
764,schlimm::A,grave,къабихӏаб
765,wahr::A,verdadeiro,хӏакъаб
766,wahr::A,verdadeiro,битӏараб
767,alt::A,velho,басрияб
768,alt::A,antigo,басрияб
769,neu::A,novo,цӏияб
770,ehemalig::A,antigo,цебе́госеб
771,alt[Lebewesen]::A,velho,хераб
772,jung::A,jovem,тӏинчӏаб
773,jung::A,jovem,гӏолохъанаб
774,arm::A,pobre,пакъираб
