,Concept_ID,cv,sah
688,bunt::A,чӑпар,эриэн
689,billig::A,йӳнӗ,чэпчэки
690,teuer::A,хаклӑ,сыаналаах
691,wertvoll::A,паха,сыаналаах
692,blind::A,суккӑр,хараҕа суох
693,taub::A,хӑлхасӑр,дьүлэй
694,kräftig::A,хӑватлӑ,модун
695,stark::A,вирлӗ,күүстээх
696,schwach::A,халсӑр,мөлтөх
697,fett::A,самӑр,эмис
698,fett::A,мӑнтӑр,эмис
699,schlank::A,йӑрӑс,дьылҕан
700,schlank::A,йӑрӑс,дьыпсаҕай
701,schlank::A,яштака,дьылҕан
702,schlank::A,яштака,дьыпсаҕай
703,hübsch::A,хитре,олус кэрэ
704,hübsch::A,хитре,көрүөхтэн үчүгэй
705,böse::A,усал,өһүөннээх
706,dumm::A,ухмах,акаары
707,faul::A,наян,нэс
708,faul::A,юлхав,нэс
709,faul::A,ӳркенчӗк,нэс
710,fleißig::A,хастар,кыһамньылаах
711,geizig::A,хытӑ,иҥсэлээх
712,klug::A,ӑслӑ,өйдөөх
713,geschickt::A,ӑста,наһаа дьоҕурдаах
714,lieb::A,савнӑ,тапталлаах
715,lustig::A,хаваслӑ,көрдөөх
716,sanft::A,ачаш,намчы
717,sanft::A,ачаш,сымнаҕас
718,hungrig::A,выҫӑ,аччык
719,krank::A,чирлӗ,ыалдьар
720,nackt::A,ҫара,сыгынньах
721,traurig::A,салхуллӑ,санаарҕабыллаах
722,lebendig::A,чӗрӗ,тыыннаах
723,gut::A,аван,үтүө
724,gut::A,аван,үчүгэй
725,gut::A,лайӑх,үтүө
726,gut::A,лайӑх,үчүгэй
727,schlecht::A,япӑх,куһаҕан
728,schlecht::A,начар,куһаҕан
729,richtig::A,тӗрӗс,сөп
730,schlimm::A,йӗрӗнчӗк,сидьиҥ
731,schlimm::A,йӗрӗнчӗк,быдьар
732,wahr::A,чӑн,кырдьык
733,alt::A,кивӗ,былыргы
734,neu::A,ҫӗнӗ,саҥа
735,ehemalig::A,пулнӑ,урукку
736,alt[Lebewesen]::A,ватӑ,кырдьаҕас
737,jung::A,яш,эдэр
738,jung::A,ҫамрӑк,эдэр
739,arm::A,чухӑн,дьадаҥы
740,reich::A,пуян,баай
741,bekannt::A,пӗлӗш,билэр
742,berühmt::A,чаплӑ,аатырбыт
743,fremd::A,ют,атын
744,verschieden::A,расна,араас
745,nah::A,ҫывӑх,чугас
746,nah::A,ҫывӑхри,чугас
747,fern::A,инҫе,ыраах
748,fern::A,аякри,ыраах
749,linker::A,сулахай,хаҥас
750,rechter::A,сылтӑм,уҥа
751,anderer::A,урӑх,атын
752,erster::A,пӗрремӗш,маҥнайгы
753,zweiter::A,иккӗмӗш,иккис
754,dritter::A,виҫҫӗмӗш,үһүс
755,letzter::A,юлашки,тиһэх
756,allein::ADV,пӗччен,соҕотох
757,auf einmal::ADV,кӗмӗрккен,биирдэ
758,zusammen::ADV,пӗрле,холбуу
759,lange::ADV,вӑрах,уһуннук
760,plötzlich::ADV,сасартӑк,эмискэ
761,sofort::ADV,тӳрех,тута
762,später::ADV,кайран,хойут
763,jetzt::ADV,халь,билигин
764,jetzt::ADV,халӗ,билигин
765,heute::ADV,паян,бүгүн
766,morgen::ADV,ыран,сарсын
767,bald::ADV,халех,өтөр
768,bald::ADV,кӗҫех,өтөр
769,dann::ADV,унтан,кэнна
770,gestern::ADV,ӗнер,бэҕэһээ
771,einst::ADV,пӗррехинче,биир төгүл
772,einst::ADV,пӗррехинче,арай биирдэ
773,damals::ADV,ун чухне,оччоҕо
774,damals::ADV,апла пулсан,оччоҕо
775,danach::ADV,унтан,аары
776,danach::ADV,унтан,ол кэнниттэн
777,vorher::ADV,малтан,урут
778,zuerst::ADV,пирвай,маҥнай
779,einmal::ADV,пӗррехинче,биирдэ
780,manchmal::ADV,хӑш чухне,арыт
781,oft::ADV,тӑтӑш,чаастатык
782,immer::ADV,ялан,мэлдьи
783,niemals::ADV,нихӑҫан та,хаһан да
784,hier::ADV,кунта,маныаха
785,hierhin::ADV,кунта,бэттэх
786,von hier::ADV,кунтан,мантан
787,dort::ADV,унта,онно
788,dort::ADV,ҫавӑнта,онно
789,dorthin::ADV,унта,онно
790,dorthin::ADV,ҫавӑнта,онно
791,geradeaus::ADV,тикӗс,быһа
792,geradeaus::ADV,тикӗс,быһаччы
793,vorwärts::ADV,малалла,инники
794,rückwärts::ADV,хыҫала,төттөру
795,zurück::ADV,каялла,төттөрү
796,unten::ADV,аялта,аллара
797,hinab::ADV,аялта,аллара
798,oben::ADV,ҫӳлте,үөһэ
799,hinauf::ADV,ҫӳле,өрө
800,hinauf::ADV,ҫӳле,үөһэ
801,überall::ADV,таҫта та,бэйдиэ
802,überall::ADV,пур ҫӗрте те,бэйдиэ
803,überall::ADV,кирек ӑҫта та,бэйдиэ
804,nicht::ADV,мар,буолбатах
805,ein wenig::ADV,пӑртак,кыратык
806,kaum::ADV,аран,нэһиилэ
807,sehr::ADV,питӗ,бэрт
808,sehr::ADV,питӗ,наһаа
809,so::ADV,апла,оччо
810,so::ADV,апла,оннук
811,noch::ADV,татах,өссө
812,nur::ADV,ҫех,эрэ
813,nur::ADV,ҫех,сыччах
814,schon::ADV,ӗнтӗ,бэлиэр
815,wieder::ADV,каллех,эмиэ
816,vergebens::ADV,харам,таак
817,vor::PRP,умӗнче,иннигэр
818,hinter::PRP,кайра,кэлин
819,unter::PRP,айне,-ҕа
820,unter::PRP,айне,оһох түгэҕэ
821,unter::PRP,айӗпе,-ҕа
822,unter::PRP,айӗпе,оһох түгэҕэ
823,unter::PRP,айӗнче,-ҕа
824,unter::PRP,айӗнче,оһох түгэҕэ
825,unter::PRP,ҫитеспе,-ҕа
826,unter::PRP,ҫитеспе,оһох түгэҕэ
827,durch::PRP,витӗр,курдары
828,neben::PRP,патӗнче,аттыгар
829,zwischen::PRP,хушшинче,ыккардынан
830,wegen::PRP,пула,уҥуортан
831,wegen::PRP,пирки,уҥуортан
832,dies::PRN,ку,ити
833,dies::PRN,ку,бу
834,dies::PRN,ҫак,ити
835,dies::PRN,ҫак,бу
836,das::PRN,ҫав,били
837,alles::PRN,пурте,барыта
838,alles::PRN,йӑлт,барыта
839,ich::PRN,эп,мин
840,du::PRN,эс,эн
841,er::PRN,вӑл,кнни
842,wir::PRN,эпир,биһиги
843,ihr::PRN,эсир,эһиги
844,sie::PRN,вӗсем,кинилэр
845,was::FPRN,мӗн,туох
846,was::FPRN,мӗскер,туох
847,was::FPRN,мӗн те пулин,туох
848,wer::FPRN,кам,ким
849,wo::FADV,ӑҫта,ханна
850,wohin::FADV,ӑҫта,ханна
851,wie::FADV,епле,хайдах
852,wie::FADV,мӗнле,хайдах
853,warum::FADV,ма,тоҕо
854,warum::FADV,мӗншӗн,тоҕо
855,wieviel::FNUM,миҫе,төһө
856,eins::NUM,пӗр,биир
857,eins::NUM,пӗрре,биир
858,zwei::NUM,ик,икки
859,zwei::NUM,икӗ,икки
860,zwei::NUM,иккӗ,икки
861,drei::NUM,виҫ,үс
862,drei::NUM,виҫӗ,үс
863,drei::NUM,виҫҫӗ,үс
864,vier::NUM,тӑват,түөрт
865,fünf::NUM,пилӗк,биэс
866,fünf::NUM,пиллӗк,биэс
867,sechs::NUM,улт,алта
868,sechs::NUM,ултӑ,алта
869,sechs::NUM,улттӑ,алта
870,sieben::NUM,ҫич,сэттэ
871,sieben::NUM,ҫичӗ,сэттэ
872,sieben::NUM,ҫиччӗ,сэттэ
873,acht::NUM,сакӑр,аҕыс
874,acht::NUM,саккӑр,аҕыс
875,neun::NUM,тӑхӑр,тоҕус
876,neun::NUM,тӑххӑр,тоҕус
877,zehn::NUM,вунӑ,уон
878,zehn::NUM,вуннӑ,уон
879,elf::NUM,вун пӗр,уон биир
880,zwölf::NUM,вун ик,уон икки
881,zwölf::NUM,вун икӗ,уон икки
882,zwölf::NUM,вун иккӗ,уон икки
883,zwanzig::NUM,ҫирӗм,сүүрбэ
884,dreißig::NUM,вӑтӑр,отут
885,vierzig::NUM,хӗрӗх,түөрт уон
886,fünfzig::NUM,аллӑ,биэс уон
887,sechzig::NUM,утмӑл,алта уон
888,siebzig::NUM,ҫитмӗл,сэттэ уон
889,achtzig::NUM,сакӑр вунӑ,аҕыс уон
890,achtzig::NUM,сакӑр вуннӑ,аҕыс уон
891,neunzig::NUM,тӑхӑр вун,тоҕус уонус
892,neunzig::NUM,тӑхӑр вунӑ,тоҕус уонус
893,neunzig::NUM,тӑхӑр вуннӑ,тоҕус уонус
894,hundert::NUM,ҫӗр,сүүс
895,tausend::NUM,пин,тыһыынча
896,und::CNJ,та,да
897,und::CNJ,та,уонна
898,und::CNJ,та,итиэннэ
899,oder::CNJ,е,эбэтэр
900,stehen::V,тӑр,тур
901,sitzen::V,лар,олор
902,liegen::V,вырт,сыт
903,hängen::V,усӑнса тӑр,санньылый
904,hängen::V,ҫакӑнса тӑр,санньылый
905,werden::V,пул,буол
906,passieren::V,пул,буол
907,beginnen::V,пуҫлан,саҕалан
908,enden::V,пӗт,бүт
909,enden::V,вӗҫлен,бүт
910,wechseln::V,улшӑн,уларый
911,aufgehen[Sonne]::V,тух,ой
912,untergehen[Sonne]::V,анса лар,киир
913,scheinen[Sonne]::V,пӑх,сырдат
914,donnern::V,кӗмсӗртет,эт
915,donnern::V,авӑт,эт
916,wehen::V,варкӑш,үр
917,strömen::V,тӑкӑн,кутулун
918,fließen::V,юх,сүүр
919,sich drehen::V,ҫаврӑн,эргий
920,schwanken::V,чӳхен,биэтэҥнээ
921,schwingen::V,суллан,эйэҥнээ
922,fallen::V,кип,оҕут
923,fallen::V,тӳр кип,оҕут
924,fallen::V,татӑлса ан,оҕут
925,brennen::V,ҫун,умай
926,rauchen::V,мӑкӑрлан,буруолаа
927,rauchen::V,тӗтӗм кӑлар,буруолаа
928,regnen::V,ҫумӑр ҫӑвать,самыырдаа
929,gefrieren::V,шӑн,тоҥ
930,tauen::V,ирӗл,ир
931,schmelzen::V,ирӗл,уулун
932,trocknen::V,тип,куур
933,sieden::V,вӗре,оргуй
934,faulen::V,ҫӗр,сытый
935,verfaulen::V,ҫӗр,сытыйан_хаал
936,reißen::V,ҫурӑл,хайыт
937,reißen::V,ҫурӑл,быһытталан
938,versinken::V,пут,тимир
939,versinken::V,пут,батылын
940,vergehen::V,ирт,дьай
941,erscheinen::V,курӑн,көһүн
942,erscheinen::V,курӑнса кай,көһүн
943,verschwinden::V,ҫухал,сүт
944,sinken::V,чак,намтаа
945,abnehmen::V,чак,аччаа
946,zunehmen::V,пысӑклан,элбээ
947,steigen::V,ҫӗклен,үрдээ
948,wachsen::V,ӳс,үүн
949,glänzen::V,ҫиҫ,кылбай
950,funkeln::V,ялкӑш,күлүмнээ
951,funkeln::V,ялкӑш,күлүмүрдээ
952,funkeln::V,йӑлтӑртат,күлүмнээ
953,funkeln::V,йӑлтӑртат,күлүмүрдээ
954,lärmen::V,шавла,тыаһаа
955,läuten::V,шӑнкӑравла,собуоннаа
956,klingeln::V,шӑнкӑравла,линкинээ
957,klirren::V,калтлат,айгырат
958,klirren::V,шӑнкӑлтат,айгырат
959,brausen::V,ахӑр,сирилээ
960,rauschen::V,вашӑлтат,суугунаа
961,rauschen::V,чашӑлтат,суугунаа
962,klingen::V,янӑра,доргуй
963,bellen::V,вӗр,үр
964,heulen::V,ула,улуй
965,blasen::V,вӗр,үр
966,pfeifen::V,шӑхӑр,иһиир
967,schreien::V,кӑшкӑр,кылан
968,schreien::V,кӑшкӑр,хаһыытаа
969,stöhnen::V,йынӑш,ынчыктаа
970,zittern::V,чӗтре,титирээ
971,zittern::V,чӗтре,дьигиһий
972,leben::V,пурӑн,олор
973,geboren werden::V,ҫурал,төрөө
974,atmen::V,сывла,тыын
975,trinken::V,ӗҫ,ис
976,essen::V,ҫи,аһаа
977,schlucken::V,ҫӑт,ыйыһын
978,müde werden::V,ӗшен,сылай
979,einschlafen::V,ыйха пут,утуйан хаал
980,einschlafen::V,ҫывӑрса кай,утуйан хаал
981,schlafen::V,ҫывӑр,утуй
982,schlafen::V,ҫывӑр,утуйа сыт
983,aufwachen::V,вӑран,уһугун
984,aufstehen::V,тӑр,тур
985,sich erholen::V,кан,сынньан
986,krank werden::V,чирле,ыарый
987,krank sein::V,чирле,ыарый
988,krank sein::V,чирле,ыарыт
989,schmerzen::V,сур,ыарыт
990,schmerzen::V,ырат,ыарыт
991,husten::V,ӳсӗр,сөтөлүн
992,genesen::V,сывал,көн
993,genesen::V,тӳрлен,көн
994,sterben::V,вил,өл
995,umkommen::V,вил,өл
996,umkommen::V,вил,оҕут
997,sich bewegen::V,куҫ,хамсаа
998,sich rühren::V,хускал,хамсаа
999,sich erheben::V,тӑр,тур
1000,sich setzen::V,лар,олор
1001,hinfallen::V,ӳк,оҕут
1002,laufen::V,ут,хаам
1003,schreiten::V,ут,атыллаа
1004,spazierengehen::V,уҫӑлса ҫӳре,дьаарбай
1005,spazierengehen::V,уткаласа ҫӳре,дьаарбай
1006,eilen::V,васка,тиэтэй
1007,eilen::V,хыпалан,тиэтэй
1008,sich beeilen::V,васка,ыксаа
1009,sich beeilen::V,хыпалан,ыксаа
1010,sausen::V,ыткӑн,элээр
1011,sausen::V,вӗҫтер,элээр
1012,rennen::V,чуп,сүүрэкэлээ
1013,springen::V,сик,ой
1014,springen::V,сик,ыстан
1015,klettern::V,улӑх,ытын
1016,schaukeln::V,йӳрӗн,эйэҥнээ
1017,schaukeln::V,йӳрӗн,биэрэҥнээ
1018,kriechen::V,шу,сыыл
1019,kriechen::V,упален,сыыл
1020,schwimmen::V,иш,уһун
1021,schwimmen::V,иш,харбаа
1022,tauchen::V,чӑм,умус
1023,rudern::V,авӑс,эрт
1024,fahren::V,пыр,айаннаа
1025,fliegen::V,вӗҫ,көт
1026,gehen::V,кай,бар
1027,weggehen::V,кай,бар
1028,abfahren::V,тапран,бар
1029,anhalten::V,чарӑн,тохтоо
1030,hineingehen::V,кӗр,киир
1031,eintreten::V,кӗр,киир
1032,kommen::V,кил,кэл
1033,ankommen::V,ҫит,кэл
1034,ankommen::V,ҫит,тиий
1035,zurückkommen::V,таврӑн,төнүн
1036,zurückkommen::V,каялла кил,төнүн
1037,bleiben::V,юл,хаал
1038,warten::V,кӗт,көһүт
1039,erwarten::V,кӗт,күүт
1040,erwarten::V,кӗт,көһүт
1041,suchen::V,шыра,ирдээ
1042,suchen::V,шыра,көрдөө
1043,finden::V,туп,бул
1044,versuchen::V,пикен,сорун
1045,vorbereiten::V,хатӗрле,бэлэмнээ
1046,lieben::V,юрат,таптаа
1047,mögen::V,кӑмӑлла,сөбүл
1048,mögen::V,килӗштер,сөбүл
1049,lachen::V,кул,күл
1050,lachen::V,ахӑлтат,күл
1051,rühren::V,ҫулӑх,долгут
1052,weinen::V,йӗр,ытаа
1053,weinen::V,макӑр,ытаа
1054,schimpfen::V,вӑрҫ,үөҕүс
1055,schimpfen::V,ятлаҫ,үөҕүс
1056,sich ärgern::V,ҫиллен,кыыһыр
1057,sich ärgern::V,ҫиллен,кыйахан
1058,sich fürchten::V,шиклен,куттан
1059,sich fürchten::V,шиклен,дьиксин
1060,fürchten::V,хӑра,дьиксин
1061,fürchten::V,хӑра,куттан
1062,fliehen::V,тар,күрээ
1063,flüchten::V,чупса тар,күрээ
1064,sehen::V,кур,көр
1065,anschauen::V,пӑхса ил,көр
1066,ansehen::V,пӑх,көр
1067,hören::V,илт,бил
1068,hören::V,илт,иһит
1069,zuhören::V,итле,иһит
1070,zuhören::V,тӑнла,иһит
1071,probieren::V,астив,боруобалаан көр
1072,probieren::V,астив,амсайан көр
1073,riechen::V,шӑршла,сытырҕаа
1074,fühlen::V,туй,бил
1075,fühlen::V,сис,бил
1076,scheinen::V,туйӑн,көһүн
1077,zu sehen sein::V,курӑн,көһүн
1078,vernehmen::V,пӑл,иһит
1079,frieren::V,йӳтен,тоҥ
1080,frieren::V,йӳтен,үлүй
1081,tun::V,ту,гын
1082,können::V,пултар,кыай
1083,wollen::V,те,баҕар
1084,anfangen::V,пуҫла,саҕалаа
1085,beenden::V,пӗтер,бүтэр
1086,aufhören::V,пӑрах,уурай
1087,gelingen::V,ӑн,сатан
1088,geraten::V,пул,баар буолан биэр
1089,geraten::V,пул,баар буола тус
1090,geraten::V,пул,буолан таҕыс
1091,öffnen::V,уҫ,ас
1092,schließen::V,хуп,сап
1093,schließen::V,хуп,хатаа
1094,stellen::V,ларт,уур
1095,stellen::V,ларт,туруор
1096,stellen::V,тӑрат,уур
1097,stellen::V,тӑрат,туруор
1098,setzen::V,ларт,туруор
1099,setzen::V,ларт,уур
1100,legen::V,хур,уур
1101,berühren::V,перӗн,тыыт
1102,berühren::V,перӗн,таарый
1103,verbinden::V,сып,кэлгий
1104,bedecken::V,вит,бүрүй
1105,aufhängen::V,ҫак,ыйаа
1106,anzünden::V,ҫут,умат
1107,aufheben::V,ҫӗкле,өрө тарт
1108,zurücklassen::V,манса хӑвар,бырах
1109,verlieren::V,ҫӗтер,сүтэр
1110,fallen lassen::V,ӳкер,түһэр
1111,fallen lassen::V,ӳкер,мүлчү тут
1112,machen::V,ту,оҥор
1113,machen::V,ту,оҥоһун
1114,herstellen::V,ӑстала,оҥор
1115,bauen::V,ту,тут
1116,reparieren::V,юса,абырахтаа
1117,verbessern::V,лайӑхлат,тупсар
1118,ändern::V,улӑштар,уларыт
1119,graben::V,чав,хас
1120,graben::V,чакала,хас
1121,beugen::V,кукӑрт,бокут
1122,beugen::V,кукӑрт,токурут
1123,beugen::V,кукӑрт,бүк баттаа
1124,biegen::V,ав,иэх
1125,biegen::V,ав,өҕүлүннэр
1126,biegen::V,кукӑрт,иэх
1127,biegen::V,кукӑрт,өҕүлүннэр
1128,drehen::V,ҫавӑр,эргит
1129,drehen::V,ҫавӑр,эргичит
1130,wenden::V,ӳпӗнтер,эргилин
1131,umdrehen::V,ҫавӑр,түҥнэр
1132,heben::V,хӑпарт,көтөх
1133,hochheben::V,йӑт,таһаар
1134,ergreifen::V,тыт,тут
1135,halten::V,тыт,тут
1136,drücken::V,пус,ык
1137,schieben::V,тӗк,ас
1138,schieben::V,тӗрт,ас
1139,kratzen::V,хыр,кыһыы
1140,lecken::V,ҫула,салаа
1141,beißen::V,ҫырт,ытыр
1142,beißen::V,хып,ытыр
1143,abreißen::V,тат,быһа тарт
1144,abreißen::V,тат,туура тарт
1145,abschneiden::V,кас,быс
1146,abschneiden::V,кас,быһан ыл
1147,abschneiden::V,кас,быһа баттаа
1148,binden::V,ҫых,кэлгий
1149,stecken::V,чик,батары ас
1150,brechen::V,хуҫ,тоһут
1151,klopfen::V,такка,тоҥсуй
1152,hauen::V,шакка,оҕус
1153,kleben::V,ҫыпӑҫтар,силимнээ
1154,reiben::V,сӑтӑр,аал
1155,streichen::V,сӗр,сыбаа
1156,schleifen::V,хӑйра,чочуй
1157,schneiden::V,кас,быс
1158,rütteln::V,лӑка,иэҕэҥнэт
1159,rütteln::V,силлентер,иэҕэҥнэт
1160,schütteln::V,лӑка,сахсый
1161,schütteln::V,силлентер,сахсый
1162,schwenken::V,сулла,дайбаа
1163,schütten::V,тултар,кут
1164,füllen::V,тултар,толор
1165,einwickeln::V,чӗрке,суулаа
1166,tragen::V,ҫӗкле,ит
1167,schleppen::V,сӗтӗр,сос
1168,ziehen::V,тӑс,тарт
1169,aufbewahren::V,усра,уур
1170,aufbewahren::V,усра,харай
1171,werfen::V,пӑрах,бырах
1172,fangen::V,тыт,хап
1173,packen::V,тыт,тут
1174,verstecken::V,пытарса хур,саһыар
1175,teilen::V,уйӑр,үллэр
1176,teilen::V,пайла,үллэр
1177,schicken::V,яр,ыыт
1178,bringen::V,кӳр,аҕал
1179,hinzufügen::V,хуш,эп
1180,bekommen::V,ил,ыл
1181,bekommen::V,ил,булун
1182,bekommen::V,туян,ыл
1183,bekommen::V,туян,булун
1184,erhalten::V,ил,ыл
1185,erhalten::V,туян,ыл
1186,nehmen::V,ил,ыл
1187,wählen::V,суйла,быыбардаа
1188,auswählen::V,суйла,тал
1189,bewahren::V,упра,харай
1190,behindern::V,кансӗрле,мэһэйдээ
1191,behindern::V,чӑрмантар,мэһэйдээ
1192,verderben::V,пӑс,буорту гын
1193,beschädigen::V,пӑс,алдьат
1194,zerbrechen::V,ват,үлтүрүт
1195,zerbrechen::V,ҫӗмӗр,үлтүрүт
1196,zerreißen::V,ҫур,хайыта тарт
1197,zerstören::V,иш,алдьат
1198,verbrennen::V,ҫунтар,уоттаа
1199,geben::V,пар,биэр
1200,reichen::V,пар,аҕал
1201,schenken::V,парнеле,бэлэхтээ
1202,versprechen::V,тума пул,эрэннэр
1203,versprechen::V,сӑмах пар,эрэннэр
1204,wünschen::V,сун,баҕар
1205,loben::V,ырла,хайҕаа
1206,küssen::V,чуп ту,уураа
1207,wiegen::V,сиктер,бигээ
1208,wiegen::V,силле,бигээ
1209,zudecken::V,вит,сап
1210,zudecken::V,вит,бүрүй
1211,wecken::V,вӑрат,уһугуннар
1212,zeigen::V,кӑтарт,көрдөр
1213,führen::V,илсе пыр,салай
1214,führen::V,ҫавӑтса пыр,салай
1215,lehren::V,вёрент,үөрэт
1216,unterrichten::V,вёрент,үөрэт
1217,aufziehen::V,вӗрент,иит
1218,leiten::V,тытса пыр,салай
1219,antreiben::V,васкат,кыһай
1220,lassen::V,пусахла,күһэй
1221,lassen::V,хуш,күһэй
1222,einladen::V,чӗн,ыҥыр
1223,vereinigen::V,пӗрлештер,холбоо
1224,vereinigen::V,пӗрлештер,түм
1225,besuchen::V,ҫит,сырыт
1226,besuchen::V,ҫит,билсэ сырыт
1227,besuchen::V,кӗрсе кур,сырыт
1228,besuchen::V,кӗрсе кур,билсэ сырыт
1229,treffen::V,тӗл пул,көрүс
1230,sich versammeln::V,пуҫтарӑн,мүһүн
1231,sich versammeln::V,пуҫтарӑн,түмүс
1232,spielen::V,выля,оонньоо
1233,singen::V,юрла,ыллаа
1234,tanzen::V,ташла,үҥкүүлээ
1235,sich trennen::V,уйрӑл,араҕыс
1236,verlassen::V,хӑвар,хааллар
1237,retten::V,ҫӑл,өрүһүй
1238,bewachen::V,хуралла,араҥаччылаа
1239,schützen::V,сыхла,көмүскээ
1240,verteidigen::V,хӳтӗле,көмүскээ
1241,sich schlagen::V,ҫапӑҫ,охсус
1242,schießen::V,пер,ытыалаа
1243,siegen::V,ҫӗн,хот
1244,siegen::V,ҫӗн,кыай
1245,siegen::V,ҫӗнтер,хот
1246,siegen::V,ҫӗнтер,кыай
1247,ärgern::V,тарӑхтар,кыыһырт
1248,ärgern::V,ҫиллентер,кыыһырт
1249,schlagen::V,ҫап,оҕус
1250,treten::V,тап,тэп
1251,stechen::V,чик,кэй
1252,stoßen::V,чыш,кэп
1253,stoßen::V,чыш,үтүрүй
1254,stehlen::V,вӑрла,уор
1255,stören::V,кансӗрле,мэһэйдээ
1256,belästigen::V,аптӑрат,батар
1257,belästigen::V,хупла,батар
1258,verbergen::V,пытар,кистээ
1259,täuschen::V,суй,албыннаа
1260,betrügen::V,ултала,албыннаа
1261,töten::V,вӗлер,өлөр
1262,wohnen::V,чуна пар,олор
1263,wohnen::V,парӑнса тӑр,олор
1264,arbeiten::V,ӗҫле,үлэлээ
1265,sammeln::V,пух,мус
1266,sammeln::V,пух,хомуй
1267,pflücken::V,тат,үргээ
1268,jagen::V,сунара ҫӳре,бултаа
1269,fischen::V,пулӑ тыт,балыктаа
1270,fassen::V,тыт,тут
1271,hüten::V,кӗт,манаа
1272,treiben::V,хӑвала,үүр
1273,anbinden::V,кӑкар,баай
1274,füttern::V,ҫитер,аһат
1275,melken::V,су,ыа
1276,hacken::V,вакла,кэрт
1277,gießen::V,шӑвар,сиигирт
1278,reifen::V,пиҫ,бус
1279,zubereiten::V,пӗҫер,бэлэмнээ
1280,kochen::V,пӗҫер,буһар
1281,backen::V,пӗҫер,буһар
1282,braten::V,ӑшала,хооруй
1283,braten::V,ӑшала,ыһаарылаа
1284,braten::V,ӑшала,соркуойдаа
1285,umrühren::V,хутӑштар,былаа
1286,stricken::V,ҫых,өр
1287,nähen::V,ҫӗле,иистэн
1288,färben::V,пӗвет,кырааскалаа
1289,reinigen::V,тасат,ыраастаа
1290,waschen::V,ҫу,сууй
1291,abwischen::V,шӑл,сот
1292,spülen::V,чӳхе,сайҕаа
1293,fegen::V,шӑл,сиппий
1294,kehren::V,шӑл,харбаа
1295,baden::V,шыва кӗр,сөтүөлээ
1296,sich waschen::V,ҫӑвӑн,суун
1297,ausziehen::V,салан,уһул
1298,anziehen::V,тӑхӑн,кэтэрт
1299,sich anziehen::V,тӑхӑн,таҥын
1300,kämmen::V,тура,тараа
1301,schmücken::V,илемлет,симээ
1302,sagen::V,те,диэ
1303,sprechen::V,кала,эт
1304,sprechen::V,кала,саҥар
1305,reden::V,сӑмахла,кэпсэт
1306,reden::V,калаҫ,кэпсэт
1307,sich unterhalten::V,пупле,кэпсэт
1308,fragen::V,ыйт,ыйыт
1309,bitten::V,ыйт,көрдөс
1310,erzählen::V,каласа пар,кэпсээ
1311,erzählen::V,каласа пар,сэһэргээ
1312,mitteilen::V,пӗлтер,биллэр
1313,mitteilen::V,хыпарла,биллэр
1314,nennen::V,те,ааттаа
1315,nennen::V,чӗн,ааттаа
1316,rufen::V,чӗн,ыҥыр
1317,prahlen::V,мухтан,чабылан
1318,prahlen::V,мухтан,киһиргээ
1319,prahlen::V,вӗҫкӗнлен,чабылан
1320,prahlen::V,вӗҫкӗнлен,киһиргээ
1321,übersetzen::V,куҫар,тылбаастаа
1322,denken::V,шухӑшла,санаа
1323,denken::V,шухӑшла,толкуйдаа
1324,glauben::V,ӗнен,итэҕэй
1325,bemerken::V,асӑрха,бэлиэтээ
1326,erkennen::V,палла,бил
1327,begreifen::V,ӑнлан,өйдөө
1328,verstehen::V,пӗл,өйдөө
1329,lernen::V,вӗрен,үөрэн
1330,wissen::V,пӗл,бил
1331,wissen::V,ӑнкар,бил
1332,sich erinnern an::V,аса ил,аҕын
1333,vergessen::V,ман,умун
1334,vergessen::V,манса кай,умун
1335,messen::V,виҫ,кэмнээ
1336,messen::V,виҫ,кээмэйдээ
1337,zählen::V,шутла,аах
1338,rechnen::V,шутла,аах
1339,lesen::V,вула,аах
1340,malen::V,ӳкер,уруһуйдаа
1341,zeichnen::V,ӳкер,уруһуйдаа
1342,schreiben::V,ҫыр,суруй
1343,besitzen::V,тыт,баһылаа
1344,kaufen::V,ил,атыылас
1345,kaufen::V,туян,атыылас
1346,verkaufen::V,сут,атыылаа
1347,bezahlen::V,тӳле,төлөө
1348,zahlen::V,тӳле,төлөө
1349,beherrschen::V,тыт,баһылаа
1350,ertragen::V,тӳс,тулуй
1351,Bauch::N,,ис
