,Concept_ID,pt,myv
63,Atem::N,fôlego,оймень таргсема
64,Hunger::N,fome,вачочи
65,Träne::N,lágrima,селведь
66,Geschmack::N,gosto,тансть
67,Geruch::N,odor,чине
68,Geruch::N,cheiro,чине
69,Schlaf::N,sono,удома
70,Traum::N,sonho,он
71,Himmel::N,céu,менель
72,Sonne::N,sol,чи
73,Mond::N,lua,ков
74,Stern::N,estrela,теште
75,Luft::N,ar,кошт
76,Wind::N,vento,варма
77,Welle::N,onda,толкун
78,Wasser::N,água,ведь
79,Stein::N,pedra,кев
80,Boden::N,solo,мода
81,Erde::N,terra,мастор
82,Staub::N,pó,пуль
83,Rauch::N,fumo,качамо
84,Funke::N,faísca,сятко
85,Funke::N,centelha,сятко
86,Feuer::N,fogo,тол
87,Licht::N,luz,валдо
88,Schatten::N,sombra,сулей
89,Schatten::N,sombra,сулейкс
90,Wetter::N,tempo,ушо
91,Nebel::N,nevoeiro,сув
92,Wolke::N,nuvem,пель
93,Regen::N,chuva,пиземс
94,Schnee::N,neve,лов
95,Eis::N,gelo,эй
96,Frost::N,gelo,кельме
97,Frost::N,geada,кельме
98,Kälte::N,frio,якшамо
99,Hitze::N,ardor,пси
100,Raureif::N,geada,лекш
101,Regenbogen::N,arco-iris,пурьгинечирьке
102,Regenbogen::N,arco-iris,пурьгинеёнкс
103,Donner::N,trovão,пурьгине
104,Strömung::N,corrente,чудема
105,Strömung::N,corrente,чудевкс
106,Tropfen::N,gota,петнявкс
107,Schaum::N,espuma,чов
108,Schmutz::N,sujidade,рудаз
109,Schmutz::N,imundície,рудаз
110,See::N,lago,эрьке
111,Sumpf::N,charco,чей
112,Sumpf::N,pântano,чей
113,Moor::N,pântano,чей
114,Wiese::N,prado,луга
115,Wald::N,bosque,вирь
116,Wald::N,floresta,вирь
117,Hügel::N,colina,губорь
118,Hügel::N,colina,пандыне
119,Anhöhe::N,alto,губорь
120,Anhöhe::N,alto,пандыне
121,Anhöhe::N,outeiro,губорь
122,Anhöhe::N,outeiro,пандыне
123,Berg::N,monte,пандо
124,Berg::N,montanha,пандо
125,Gipfel::N,pico,пря
126,Höhle::N,caverna,пещера
127,Abhang::N,encosta,пандочама
128,Quelle::N,fonte,ушодкс
129,Bach::N,regato,чудикерькс
130,Bach::N,ribeiro,чудикерькс
131,Fluss::N,rio,лей
132,Ufer::N,beira,чире
133,Küste::N,costa,лейчире
134,Festland::N,terra firme,мода
135,Meer::N,mar,моря
136,Bucht::N,baía,усия
137,Insel::N,ilha,усия
138,Blume::N,flor,цеця
139,Gras::N,erva,тикше
140,Wurzel::N,raiz,юр
141,Wurzel::N,raiz,ундокс
142,Baum::N,árvore,чувто
143,Stamm::N,tronco,рунго
144,Rinde::N,casca,суд
145,Rinde::N,casca,керь
146,Ast::N,ramo,морго
147,Zweig::N,galho,тарад
148,Blatt::N,folha,лопа
149,Birke::N,bétula,килей
150,Kiefer[Baum]::N,pinheiro,пиче
151,Weide[Baum]::N,salgueiro,каль
152,Tanne::N,abeto,куз
153,Horn::N,corno,сюро
154,Horn::N,chifre,сюро
155,Feder::N,pena,толга
156,Fell::N,pele,пона
157,Flügel::N,asa,сёлмо
158,Klaue::N,pata,кенже
159,Kralle::N,unha,кенже
160,Kralle::N,garra,кенже
161,Schwanz::N,rabo,пуло
162,Schwanz::N,cauda,пуло
163,Ei::N,ovo,ал
164,Nest::N,ninho,пизэ
165,Bau::N,toca,варя
166,Bau::N,toca,пизе
167,Bau::N,covil,варя
168,Bau::N,covil,пизе
169,Tier::N,animal,ракша
170,Herde::N,rebanho,стада
171,Kuh::N,vaca,скал
172,Bulle::N,touro,бука
173,Pferd::N,cavalo,лишме
174,Schaf::N,ovelha,реве
175,Schwein::N,porco,туво
176,Hund::N,cão,пине
177,Hund::N,cão,киска
178,Katze::N,gata,псака
179,Bär::N,urso,овто
180,Eichhörnchen::N,esquilo,ур
181,Elch::N,alce,сярдо
182,Fuchs::N,raposa,ривезь
183,Hase::N,lebre,нумоло
184,Maus::N,rato,чеерь
185,Wolf::N,lobo,верьгиз
186,Vogel::N,ave,нармунь
187,Vogel::N,pássaro,нармунь
188,Schwarm::N,bando,полк
189,Schwarm::N,bando,стада
190,Schwarm::N,enxame,полк
191,Schwarm::N,enxame,стада
192,Huhn::N,galinha,сараз
193,Hahn::N,galo,атякш
194,Gans::N,ganso,гала
195,Gans::N,ganso,мацей
196,Adler::N,águia,куцькан
197,Adler::N,águia,тумоатякш
198,Ente::N,pata,яксярго
199,Eule::N,mocho,корж
200,Eule::N,coruja,корж
201,Kranich::N,grou,карго
202,Krähe::N,gralha,варака
203,Kuckuck::N,cuco,куко
204,Schwan::N,cisne,локсей
205,Fisch::N,peixe,кал
206,Barsch::N,perca,окунь
207,Hecht::N,lúcio,щука
208,Schlange[Tier]::N,serpente,гуй
209,Wurm::N,verme,сукс
210,Spinne::N,aranha,шанжав
211,Ameise::N,formiga,коткудав
212,Laus::N,piolho,сий
213,Mücke::N,mosquito,сеське
214,Fliege::N,mosca,карво
215,Schmetterling::N,borboleta,нимиляв
216,Beere::N,bago,умарь
217,Apfel::N,maçã,умарь
218,Pilz::N,fungo,панго
219,Pilz::N,cogumelo,панго
220,Zwiebel::N,cebola,чурька
221,Saat::N,sementeira,видьметь
222,Korn::N,grão,сюро
223,Heu::N,feno,тикше
224,Schale::N,casca,кедь
225,Schale::N,casca,ваткавкс
226,Grube::N,cova,латко
227,Grube::N,fossa,латко
228,Falle::N,armadilha,тувор
229,Falle::N,armadilha,кундамка
230,Schlinge::N,laço,килькш
231,Spur::N,pista,челькс
232,Spur::N,pista,пильгеки
233,Spur::N,vestígio,челькс
234,Spur::N,vestígio,пильгеки
235,Asche::N,cinza,кулов
236,Dreck::N,sujidade,рудаз
237,Eisen::N,ferro,кшни
238,Gold::N,ouro,сырне
239,Silber::N,prata,сия
240,Kohle::N,carvão,сэдь
241,Kohle::N,carvão,уголия
242,Glas::N,vidro,сулика
243,Lehm::N,barro,сёвонь
244,Lehm::N,argila,сёвонь
245,Sand::N,areia,човар
246,Mensch::N,homem,ломань
247,Mensch::N,pessoa,ломань
248,Mann::N,homem,аля
249,Mann::N,homem,цёраломань
250,Frau::N,mulher,ава
251,Kind::N,filho,эйкакш
252,Kind::N,criança,эйкакш
253,Junge::N,rapaz,цёрыне
254,Junge::N,menino,цёрыне
255,Mädchen::N,menina,тейтерне
256,Mädchen::N,rapariga,тейтерне
257,Familie::N,família,семия
258,Großvater::N,avô,покштя
259,Großmutter::N,avó,баба
260,Eltern::N,pais,тетят-ават
261,Vater::N,pai,тетя
262,Mutter::N,mãe,ава
263,Sohn::N,filho,цёра
264,Tochter::N,filha,тейтерь
265,Bruder::N,irmão,леля
266,Bruder::N,irmão,ялакс
267,Schwester::N,irmã,сазор
268,Onkel::N,tio,леля
269,Tante::N,tia,патя
270,Ehemann::N,esposo,мирде
271,Ehefrau::N,esposa,ни
272,Freude::N,prazer,кеняркс
273,Freude::N,alegria,кеняркс
274,Gelächter::N,risada,ракамо
275,Gelächter::N,risada,пейдема
276,Gelächter::N,gargalhada,ракамо
277,Gelächter::N,gargalhada,пейдема
278,Glück::N,felicidade,уцяска
279,Kummer::N,aflição,рискс
280,Kummer::N,aflição,мелявкс
281,Kummer::N,desgosto,рискс
282,Kummer::N,desgosto,мелявкс
283,Wunsch::N,desejo,мель
284,Wunsch::N,desejo,бажамо
285,Lust::N,vontade,бажамо
286,Geist::N,mente,ойме
287,Geist::N,espírito,ойме
288,Gedanke::N,ideia,мель
289,Gedanke::N,pensamento,мель
290,Gedächtnis::N,memória,мель
291,Verstand::N,razão,прев
292,Verstand::N,inteligência,прев
293,Sinn::N,sentido,толк
294,Sinn::N,sentido,смысла
295,Sinn::N,significado,толк
296,Sinn::N,significado,смысла
297,Grund::N,causa,тувтал
298,Grund::N,motivo,тувтал
299,Wahrheit::N,verdade,видечи
300,Gespräch::N,conversa,кортнема
301,Gespräch::N,conversação,кортнема
302,Märchen::N,conto,ёвкс
303,Erzählung::N,conto,ёвтнема
304,Erzählung::N,narrativa,ёвтнема
305,Nachricht::N,mensagem,куля
306,Neuigkeit::N,notícia,куля
307,Neuigkeit::N,novidade,куля
308,Name::N,nome,лем
309,Rätsel::N,adivinha,содамоёвкс
310,Rede::N,oração,кортамо
311,Rede::N,discurso,кортамо
312,Sprache::N,língua,кель
313,Stimme::N,voz,ваигель
314,Wort::N,palavra,вал
315,Zeichen::N,marca,теште
316,Ruf::N,grito,тердема
317,Ruf::N,chamada,тердема
318,Lärm::N,ruído,шалнома
319,Lärm::N,barulho,шалнома
320,Laut::N,som,вайгель
321,Ton::N,tom,гайнема
322,Lied::N,canção,моро
323,Ruhe::N,calma,оймамо
324,Ruhe::N,silêncio,оймамо
325,Leute::N,gente,ломанть
326,Leute::N,pessoas,ломанть
327,Volk::N,povo,народ
328,Volk::N,nação,народ
329,Arbeit::N,trabalho,тев
330,Gast::N,hóspede,инже
331,Gast::N,convidado,инже
332,Geschenk::N,prenda,казне
333,Geschenk::N,presente,казне
334,Spiel::N,jogo,налксема
335,Gesellschaft::N,companhia,община
336,Hilfe::N,ajuda,лездамо
337,Hilfe::N,socorro,лездамо
338,Freund::N,amigo,оя
339,Freund::N,amigo,ялга
340,Kamerad::N,camarada,оя
341,Kamerad::N,camarada,ялга
342,Angelegenheit::N,assunto,тев
343,Anzahl::N,número,ламоксчи
344,Anzahl::N,quantidade,ламоксчи
345,Art::N,tipo,вид
346,Art::N,espécie,вид
347,Stück::N,pedaço,пакш
348,Stück::N,pedaço,пелькс
349,Teil::N,peça,часть
350,Teil::N,peça,пелькс
351,Teil::N,parte,часть
352,Teil::N,parte,пелькс
353,Hälfte::N,metade,пель
354,Hälfte::N,metade,пелькс
355,Kreis::N,círculo,кирькс
356,Kreuz::N,cruz,крёст
357,Linie::N,linha,кикс
358,Strich::N,traço,межа
359,Abstand::N,distância,ютко
360,Entfernung::N,distância,ютко
361,Gegend::N,área,тарка
362,Gegend::N,área,пертьпелькс
363,Gegend::N,região,тарка
364,Gegend::N,região,пертьпелькс
365,Platz::N,lugar,васолкс
366,Ort::N,sítio,тарка
367,Seite::N,lado,ён
368,Seite::N,lado,чире
369,Mitte::N,meio,куншка
370,Gegenstand::N,objecto,предмет
371,Sache::N,coisa,тев
372,Sache::N,coisa,веща
373,Rand::N,bordo,пе
374,Rand::N,bordo,чире
375,Rand::N,margem,пе
376,Rand::N,margem,чире
377,Kante::N,borda,ирдез
378,Kante::N,aresta,ирдез
379,Ecke::N,esquina,ужо
380,Spitze::N,ponta,пряне
381,Spitze::N,ponta,пе
382,Ende::N,cabo,пе
383,Ende::N,extremo,пе
384,Loch::N,furo,варя
385,Loch::N,buraco,варя
386,Winkel::N,canto,ужо
387,Winkel::N,ângulo,ужо
388,Muster::N,padrão,сёрма
389,Muster::N,desenho,сёрма
390,Größe::N,tamanho,сэрь
391,Größe::N,tamanho,покшолма
392,Länge::N,comprimento,кувалмо
393,Höhe::N,altura,сэрь
394,Höhe::N,altura,пандо
395,Höhe::N,altitude,сэрь
396,Höhe::N,altitude,пандо
397,Gewicht::N,peso,сталмо
398,Menge::N,quantidade,лововкс
399,Haufen::N,pilha,мар
400,Haufen::N,pilha,валявкс
401,Reihe::N,fila,ряд
402,Boot::N,barco,венч
403,Ruder::N,remo,милё
404,Schlitten::N,trenó,нурдт
405,Ski::N,esqui,сокс
406,Lagerfeuer::N,fogueira,толбандя
407,Last::N,carga,сталмо
408,Last::N,carga,кандома
409,Gang::N,curso,молема
410,Gang::N,curso,якамо
411,Gang::N,caminhada,молема
412,Gang::N,caminhada,якамо
413,Schritt::N,passo,эскелькс
414,Norden::N,norte,якшамо ёнкс
415,Süden::N,sul,лембе ёнкс
416,Westen::N,oeste,чивалгома
417,Westen::N,ocidente,чивалгома
418,Osten::N,este,чилисема
419,Osten::N,leste,чилисема
420,Osten::N,oriente,чилисема
421,Holz::N,madeira,чувто
422,Brett::N,tábua,лаз
423,Brett::N,prancha,лаз
424,Platte::N,laje,плита
425,Platte::N,chapa,плита
426,Stütze::N,apoio,неже
427,Stütze::N,suporte,неже
428,Stange::N,vara,олга
429,Stange::N,barra,олга
430,Stock::N,pau,мандо
431,Stock::N,bengala,мандо
432,Stab::N,bastão,олога
433,Rohr::N,cano,турба
434,Haus::N,casa,кудо
435,Heim::N,lar,кудо
436,Heim::N,casa,кудо
437,Ofen::N,estufa,каштомо
438,Ofen::N,aquecedor,каштомо
439,Fußboden::N,piso,киякс
440,Tisch::N,mesa,столь
441,Stuhl::N,cadeira,стул
442,Wiege::N,berço,лавсь
443,Wiege::N,berço,нурямот
444,Bett::N,cama,ацамо
445,Regal::N,estante,лався
446,Regal::N,estante,лавсяланго
447,Regal::N,prateleira,лався
448,Regal::N,prateleira,лавсяланго
449,Kiste::N,caixa,горобия
450,Kiste::N,caixa,сундук
451,Fenster::N,janela,вальма
452,Tür::N,porta,кенкш
453,Tor::N,portão,ортат
454,Zaun::N,cerca,пирявт
455,Zaun::N,cerca,пирвякс
456,Zaun::N,vedação,пирявт
457,Zaun::N,vedação,пирвякс
458,Dach::N,telhado,кудопря
459,Leiter::N,escada,кузтема
460,Leiter::N,escada móvel,кузтема
461,Besen::N,vassoura,тенсть
462,Spaten::N,pá,койме
463,Schaufel::N,pá,кече
464,Schaufel::N,pá,келей койме
465,Gabel::N,garfo,сянгине
466,Löffel::N,colher,пенч
467,Messer::N,faca,пеель
468,Nagel::N,cravo,эске
469,Netz::N,rede,алтыма
470,Haken::N,gancho,кечказ
471,Griff::N,asa,кедне
472,Griff::N,cabo,кедне
473,Schloss::N,fechadura,замок
474,Schloss::N,fechadura,панжома
475,Bild::N,imagem,картина
476,Figur::N,figura,рунго
477,Puppe::N,boneca,няка
478,Beutel::N,saco,кескав
479,Beutel::N,bolsa,кескав
480,Bündel::N,fardo,керькс
481,Tasche::N,saco,юдма
482,Tasche::N,bolso,юдма
483,Eimer::N,balde,ведра
484,Deckel::N,tampa,велькс
485,Geschirr::N,louça,кедьге
486,Sack::N,saca,кескав
487,Tasse::N,chávena,чакш
488,Topf::N,tacho,кастрюля
489,Topf::N,panela,кастрюля
490,Kessel::N,caldeira,котёл
491,Essen::N,refeição,ярсамо
492,Nahrung::N,comida,ярсамопель
493,Nahrung::N,alimento,ярсамопель
494,Speise::N,prato,ярсамопель
495,Fleisch::N,carne,сывель
496,Getreide::N,cereais,сюро
497,Brei::N,puré,каша
498,Brot::N,pão,кши
499,Scheibe::N,fatia,кочом
500,Scheibe::N,fatia,сускомо
501,Fett::N,banha,куя
502,Fett::N,gordura,куя
503,Butter::N,manteiga,ой
504,Öl::N,azeite,ой
505,Salz::N,sal,сал
506,Suppe::N,sopa,ям
507,Suppe::N,caldo,ям
508,Honig::N,mel,медь
509,Milch::N,leite,ловсо
510,Tee::N,chá,чай
511,Leder::N,couro,киське
512,Wolle::N,lã,пона
513,Stoff::N,pano,коцт
514,Stoff::N,tecido,коцт
515,Nadel::N,agulha,салмукс
516,Faden::N,fio,суре
517,Knopf::N,botão,пов
518,Knoten::N,nó,сюлмо
519,Farbe::N,corante,артомапель
520,Kleidung::N,roupa,оршамот
521,Kleidung::N,vestuário,оршамот
522,Hemd::N,camisa,панар
523,Kragen::N,gola,сиве
524,Ärmel::N,manga,ожа
525,Hose::N,calça,понкст
526,Gürtel::N,cinto,каркс
527,Mütze::N,boné,чапка
528,Mütze::N,barrete,чапка
529,Schuh::N,sapato,туфля
530,Stiefel::N,bota,кем
531,Ring::N,anel,суркс
532,Band::N,fita,лента
533,Band::N,faixa,лента
534,Kamm::N,pente,сурсеме
535,Spiegel::N,espelho,чавачамо
536,Riemen::N,correia,кшнань каркс
537,Schnur::N,corda,пикс
538,Schnur::N,cordel,пикс
539,Leine::N,trela,ведьме
540,Decke::N,cobertor,вельтямо
541,Kissen::N,almofada,тодов
542,Tuch::N,pano,паця
543,Handtuch::N,toalha,нардамо
544,Kraft::N,força,вий
545,Stärke::N,força,виевчи
546,Gesundheit::N,saúde,шумбрачи
547,Krankheit::N,doença,орма
548,Krankheit::N,doença,сэредема
549,Krankheit::N,enfermidade,орма
550,Krankheit::N,enfermidade,сэредема
551,Schmerz::N,dor,сэредькс
552,Wunde::N,chaga,керявкс
553,Wunde::N,ferida,керявкс
554,Fieber::N,febre,маштыкс
555,Arznei::N,remédio,ормаменькс
556,Brücke::N,ponte,сэдь
557,Brücke::N,ponte,мадамо
558,Brunnen::N,poço,лисьма
559,Weide::N,pastagem,ракшань ванома тарка
560,Pfad::N,senda,ян
561,Pfad::N,trilho,ян
562,Weg::N,caminho,ки
563,Straße::N,via,ки
564,Straße::N,estrada,ки
565,Dorf::N,aldeia,веле
566,Stadt::N,cidade,ош
567,Brief::N,carta,сёрма
568,Buch::N,livro,книга
569,Buchstabe::N,letra,буква
570,Zeitung::N,jornal,газета
571,Leben::N,vida,эрямо
572,Tod::N,morte,кулома
573,Grab::N,túmulo,калмо
574,Grab::N,sepultura,калмо
575,Kirche::N,igreja,церькова
576,Sünde::N,pecado,чумочи
577,Gott::N,deus,паз
578,Arbeiter::N,operário,робочей
579,Arbeiter::N,trabalhador,робочей
580,Chef::N,chefe,прявт
581,Chef::N,patrão,прявт
582,Meister::N,mestre,кол тевень тенця
583,Arzt::N,médico,врач
584,Lehrer::N,professor,учитель
585,Lehrer::N,professor,тонавтыця
586,Geld::N,dinheiro,ярмак
587,Geschäft::N,negócio,ладязь тев
588,Laden::N,loja,лавка
589,Preis::N,preço,питне
590,Ware::N,mercadoria,миевкс
591,Ware::N,mercadoria,рамавкс
592,Nutzen::N,proveito,паро
593,Nutzen::N,proveito,лезэ
594,Reichtum::N,riqueza,сюпавчи
595,Welt::N,mundo,мир
596,Welt::N,mundo,мастор ланго
597,Land::N,país,мастор
598,Staat::N,Estado,государства
599,König::N,rei,король
600,Macht::N,poder,азорксчи
601,Macht::N,potência,азорксчи
602,Grenze::N,fronteira,буен тешкс
603,Krieg::N,guerra,война
604,Feind::N,inimigo,душман
605,Gewalt::N,violência,нарьгамо
606,Kampf::N,luta,тюрема
607,Kampf::N,combate,тюрема
608,Bogen[Waffe]::N,arco,нал
609,Pfeil::N,seta,нал
610,Pfeil::N,flecha,нал
611,Gewehr::N,espingarda,ружия
612,Gewehr::N,espingarda,винтовка
613,Fehler::N,erro,ильведькс
614,Fehler::N,erro,ильведевкс
615,Fehler::N,falha,ильведькс
616,Fehler::N,falha,ильведевкс
617,Lüge::N,mentira,манчема
618,Lüge::N,mentira,кенгелема
619,Schaden::N,dano,зыян
620,Schaden::N,estrago,зыян
621,Unglück::N,desgraça,зыян
622,Schuld::N,culpa,чумочи
623,Alter::N,idade,шка
624,Schluss::N,fim,пе
625,Zeit::N,tempo,шка
626,Zeit::N,tempo,пинге
627,Tag::N,dia,чи
628,Morgen::N,manhã,валске
629,Mittag::N,meio-dia,чикуншка
630,Abend::N,noite,чокшнэ
631,Abend::N,tardinha,чокшнэ
632,Nacht::N,noite,ве
633,Woche::N,semana,недля
634,Monat::N,mês,ков
635,Jahr::N,ano,ие
636,Frühling::N,primavera,тундо
637,Sommer::N,verão,кизэ
638,Herbst::N,outono,сёксь
639,Winter::N,inverno,теле
640,Januar::N,Janeiro,якшамков
641,Februar::N,Fevereiro,февраль
642,März::N,Março,март
643,April::N,Abril,апрель
644,Mai::N,Maio,май
645,Juni::N,Junho,июнь
646,Juli::N,Julho,июль
647,August::N,Agosto,август
648,September::N,Setembro,сентября
649,Oktober::N,Outubro,октября
650,November::N,Novembro,ноября
651,Dezember::N,Dezembro,декабря
652,Montag::N,segunda-feira,пондельник
653,Dienstag::N,terça-feira,овторник
654,Mittwoch::N,quarta-feira,серёда
655,Donnerstag::N,quinta-feira,цетьверьг
656,Freitag::N,sexta-feira,пеця
657,Samstag::N,sábado,субута
658,Samstag::N,sábado,шлямочи
659,Sonntag::N,domingo,недлячи
660,groß::A,grande,ине
661,groß::A,grande,покш
662,klein::A,pequeno,вишка
663,lang::A,comprido,кувака
664,kurz::A,curto,нурькине
665,breit::A,largo,келей
666,schmal::A,estreito,теине
667,dicht::A,denso,тусто
668,dick[Gegenstand]::A,grosso,эчке
669,dünn::A,delgado,човине
670,fein::A,fino,човине
671,fein::A,subtil,човине
672,fest::A,firme,кеме
673,fest::A,sólido,кеме
674,flach::A,plano,лапужа
675,glatt::A,liso,валаня
676,hart::A,duro,калгодо
677,weich::A,mole,чевте
678,rund::A,redondo,кеверь
679,spitz::A,agudo,пшти
680,scharf::A,afiado,пшти
681,stumpf::A,rombo,ношка
682,schwer::A,pesado,стака
683,schön::A,belo,мазый
684,schön::A,bonito,мазый
685,heiß::A,quente,пси
686,warm::A,quente,лембе
687,kalt::A,frio,якшамо
688,kühl::A,fresco,экше
689,frisch::A,fresco,свежа
690,feucht::A,húmido,летьке
691,nass::A,molhado,начко
692,trocken::A,seco,коське
693,voll::A,cheio,пешксе
694,leer::A,vazio,чаво
695,offen::A,aberto,панжадо
696,offen::A,aberto,виде
697,geschlossen::A,fechado,пекстазь
698,geschlossen::A,fechado,сёлгозь
699,sauber::A,limpo,ванькс
700,schmutzig::A,sujo,ливезев
701,roh::A,cru,верек
702,reif::A,maduro,кенерезь
703,lecker::A,delicioso,тантей
704,süß::A,doce,ламбамо
705,bitter::A,amargo,сэпей
706,sauer::A,azedo,чапамо
707,hell::A,claro,валдо
708,dunkel::A,escuro,чопода
709,dunkel::A,sombrio,чопода
710,schwarz::A,preto,раужо
711,weiß::A,branco,ашо
712,rot::A,vermelho,якстере
713,gelb::A,amarelo,ожо
714,blau::A,azul,сэнь
715,grün::A,verde,пиже
716,grau::A,cinzento,шержев
717,bunt::A,colorido,сёрмав
718,billig::A,barato,аволь питней
719,teuer::A,caro,питней
720,wertvoll::A,valioso,питней
721,wertvoll::A,precioso,питней
722,blind::A,cego,сокор
723,taub::A,surdo,амариця
724,kräftig::A,forte,пек виев
725,kräftig::A,poderoso,пек виев
726,stark::A,forte,виев
727,stark::A,robusto,виев
728,schwach::A,débil,лавшо
729,fett::A,gordo,куя
730,schlank::A,esbelto,виде ронга
731,hübsch::A,giro,мазый
732,hübsch::A,bonito,мазый
733,böse::A,mau,кежей
734,dumm::A,parvo,чавола
735,dumm::A,parvo,превтеме
736,dumm::A,estúpido,чавола
737,dumm::A,estúpido,превтеме
738,faul::A,preguiçoso,нузякс
739,fleißig::A,aplicado,мелень путыця
740,fleißig::A,diligente,мелень путыця
741,geizig::A,avarento,скупой
742,klug::A,prudente,превей
743,klug::A,inteligente,превей
744,geschickt::A,hábil,маштозь теезь
745,lieb::A,caro,вадря
746,lieb::A,querido,вадря
747,lustig::A,alegre,весёла
748,sanft::A,suave,сэтьме
749,sanft::A,brando,сэтьме
750,hungrig::A,faminto,вачо
751,krank::A,doente,сэредиця
752,krank::A,enfermo,сэредиця
753,nackt::A,nu,штапо
754,nackt::A,despido,штапо
755,traurig::A,triste,нусманя
756,lebendig::A,vivo,эриця
757,gut::A,bom,паро
758,schlecht::A,mau,берянь
759,schlecht::A,ruim,берянь
760,richtig::A,justo,виде
761,richtig::A,correcto,виде
762,schlimm::A,mau,берянь
763,schlimm::A,grave,берянь
764,wahr::A,verdadeiro,алкуксонь
765,alt::A,velho,ташто
766,alt::A,antigo,ташто
767,neu::A,novo,од
768,ehemalig::A,antigo,икелень
769,alt[Lebewesen]::A,velho,сыре
770,jung::A,jovem,од
771,arm::A,pobre,кажов
772,reich::A,rico,сюпав
773,bekannt::A,conhecido,содавикс
774,berühmt::A,famoso,содавикс
775,berühmt::A,célebre,содавикс
776,fremd::A,alheio,лия
777,fremd::A,alheio,асодавикс
778,fremd::A,estranho,лия
779,fremd::A,estranho,асодавикс
780,verschieden::A,diverso,эрьва
781,verschieden::A,diferente,эрьва
782,nah::A,próximo,а васолонь
783,fern::A,remoto,умонь
784,fern::A,remoto,кезэрень
785,fern::A,distante,умонь
786,fern::A,distante,кезэрень
787,linker::A,esquerdo,керш
788,rechter::A,direito,вить
789,anderer::A,outro,лия
790,erster::A,primeiro,васень
791,erster::A,primeiro,васенце
792,zweiter::A,segundo,омбоце
793,dritter::A,terceiro,колмоце
794,letzter::A,final,меельце
795,letzter::A,último,меельце
796,allein::ADV,só,башка
797,allein::ADV,só,ськамонзо
798,auf einmal::ADV,de vez,вейсэ
799,zusammen::ADV,juntos,вейс
800,zusammen::ADV,juntos,вейсэ
801,lange::ADV,muito tempo,кувать
802,plötzlich::ADV,de repente,апак учо
803,sofort::ADV,imediatamente,курок
804,sofort::ADV,imediatamente,нейке
805,später::ADV,mais tarde,мейле
806,jetzt::ADV,agora,ней
807,heute::ADV,hoje,течи
808,morgen::ADV,amanhã,ванды
809,bald::ADV,logo,курок
810,bald::ADV,breve,курок
811,dann::ADV,então,мейле
812,dann::ADV,então,седе мейле
813,dann::ADV,depois,мейле
814,dann::ADV,depois,седе мейле
815,gestern::ADV,ontem,исяк
816,einst::ADV,antigamente,весть
817,einst::ADV,antigamente,зярдо-бути
818,damals::ADV,então,сестэ
819,danach::ADV,logo,мейле
820,danach::ADV,logo,седе мейле
821,danach::ADV,depois,мейле
822,danach::ADV,depois,седе мейле
823,vorher::ADV,antes,васняяк
824,zuerst::ADV,primeiro,васня
825,einmal::ADV,uma vez,весть
826,manchmal::ADV,às vezes,лиясто
827,oft::ADV,muitas vezes,сеетьстэ
828,immer::ADV,sempre,свал
829,niemals::ADV,nunca,а зярдояк
830,hier::ADV,cá,тесэ
