,Concept_ID,ml,te
564,hungrig::A,വിശപ്പുള്ള,ఆకలిగొనిన
565,krank::A,അസുഖമുള്ള,వ్యాధిగల
566,nackt::A,നഡമായ,దిగంబరమైన
567,traurig::A,വിഷമമുള്ള,విచారముగల
568,lebendig::A,ഉപജീവനം,ప్రాణముతో నున్న
569,gut::A,നല്ല,మంచి
570,schlecht::A,മോശമായ,చెడ్డ
571,richtig::A,ശരിയായ,సరియైన
572,schlimm::A,വൃത്തികെട്ട,అసహ్యమైన
573,wahr::A,ശരിയായ,నిజమైన
574,alt::A,പഴയ,ముసలి
575,neu::A,പുതിയ,క్రొత్త
576,ehemalig::A,മുൻ,పూర్వపు
577,alt[Lebewesen]::A,വയസ്സുള്ള,ముసలి
578,jung::A,കൌമാരമായ,పసి
579,arm::A,പാവപ്പെട്ട,బీద
580,reich::A,സമ്പന്നമായ,ధనవంతుడైన
581,bekannt::A,പരിചിതമായ,తెలిసిన
582,berühmt::A,പ്രശസ്തനായ,ప్రపిద్దికెక్కివ
583,fremd::A,വൈദേശികമായ,అన్యమైన
584,verschieden::A,വ്യത്യസ്തമായ,భేదమైన
585,nah::A,അരികത്തുള്ള,దగ్గఱనున్న
586,fern::A,അകലെയുള്ള,దూరమందున్న
587,linker::A,അവശേഷിച്ച,ఎడమప్రక్కగ
588,rechter::A,വലത്തേ,కుడి
589,anderer::A,മറ്റുള്ള,వేఱ్తెన
590,erster::A,ആദ്യത്തെ,మొదటి
591,zweiter::A,രണ്ടാം,రెండన
592,dritter::A,മൂന്നാമത്,మూడో
593,letzter::A,അവസാനത്തെ,కడపటి
594,allein::ADV,തനിച്ചുള്ള,ఒంటిగా
595,auf einmal::ADV,ഉടന്,హరాత్తుగ
596,zusammen::ADV,ഒരുമിച്ച,కలిసి
597,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,బహుకాలము
598,plötzlich::ADV,പെട്ടെന്ന്,హరాత్తుగ
599,sofort::ADV,തത്ക്ഷണം,తక్షణము
600,später::ADV,പിന്നീട്,ఇటీవలి
601,jetzt::ADV,ഇപ്പോൾ,ఇప్పుడు
602,heute::ADV,ഇന്ന്,నేడు
603,morgen::ADV,നാളെ,ఱేపు
604,bald::ADV,ഉടനെ,శీఘ్రముగ
605,dann::ADV,അപ്പോൾ,అప్పుడు
606,gestern::ADV,ഇന്നലെ,నిన్నటి దినము
607,einst::ADV,പണ്ടൊരിക്കല്,పూర్వమొకప్పుడు
608,damals::ADV,അപ്പോൾ,అప్పుడు
609,danach::ADV,പിന്നീട്,అప్పుడు
610,vorher::ADV,മുൻപ്,ఎదుట
611,zuerst::ADV,ആദ്യം,మొదటిలో
612,einmal::ADV,ഒരിക്കൽ,ఒకసారి
613,manchmal::ADV,ചിലപ്പോൾ,అప్పటప్పటికి
614,oft::ADV,പലപ്പോഴും,తఱచుగా
615,immer::ADV,എപ്പോഴും,ఎల్లప్పుడు
616,niemals::ADV,ഒരിക്കലും,ఎప్పుడునులేదు
617,hier::ADV,ഇവിടെ,ఇక్కడ
618,hierhin::ADV,ഇവിടേക്ക്,ఇక్కడకు
619,von hier::ADV,ഇവിടെനിന്ന്,ఇక్కడనుండి
620,dort::ADV,അവിടെ,అక్కడ
621,dorthin::ADV,അവിടേക്ക്,అక్కడికి
622,geradeaus::ADV,മുമ്പിൽ,సూటిగా
623,geradeaus::ADV,മുമന്നോട്ട്,సూటిగా
624,vorwärts::ADV,മുന്നോട്ട്,ముందుకు
625,rückwärts::ADV,തലതിരിച്ച്,వెనుకకు
626,zurück::ADV,പുറകിലേക്ക്,వెనుకభాగము
627,unten::ADV,താഴെ,క్రింద
628,hinab::ADV,താഴേക്ക്,కిందికి
629,oben::ADV,മുകളിൽ,మీద
630,hinauf::ADV,മുകളിൽ,పైకి
631,überall::ADV,എല്ലായിടത്തും,అంతటా
632,nicht::ADV,ഇല്ല,కాదు
633,ein wenig::ADV,കുറച്ച്,కొంచెము
634,kaum::ADV,കഷ്ടിച്ച്,చాలిచాలక
635,sehr::ADV,വളരെ,చాల
636,so::ADV,അങ്ങനെ,ఆలాగున
637,noch::ADV,ഇപ്പോഴും,ఇప్పటికిని
638,nur::ADV,മാത്രം,మాత్రము
639,schon::ADV,നേരത്തേ തന്നെ,ఇదివఱకే
640,wieder::ADV,വീണ്ടും,తిరిగి
641,vergebens::ADV,വിഫല,నిష్ఫలముగా
642,vor::PRP,മുമ്പിൽ,ముందు
643,hinter::PRP,പുറകിൽ,వెనుక
644,unter::PRP,കീഴിൽ,క్రింద
645,durch::PRP,ഉള്ളിലൂടെ,ద్వారా
646,neben::PRP,അടുത്ത്,దగ్గెర
647,zwischen::PRP,ഇടയ്ക്ക്,మధ్య
648,wegen::PRP,നിമിത്തം,కారణంగా
649,dies::PRN,ഇത്,ఇది
650,das::PRN,അത്,అది
651,alles::PRN,എല്ലാം,సకలము
652,ich::PRN,ഞാൻ,నేను
653,du::PRN,നിങ്ങൾ,నీవు
654,er::PRN,അദ്ദേഹം,అతడు
655,er::PRN,അയാൾ,అతడు
656,er::PRN,അവൻ,అతడు
657,er::PRN,അവർ,అతడు
658,er::PRN,അവൾ,అతడు
659,wir::PRN,നമ്മൾ,మనము
660,ihr::PRN,നിങ്ങൾ,మీరు
661,sie::PRN,അവർ,వారు
662,was::FPRN,എന്ത്,ఏమి
663,wer::FPRN,ആര്,ఎవడు
664,wo::FADV,എവിടെ,ఎక్కడ
665,wohin::FADV,എവിടേക്ക്,ఎందుకు
666,wie::FADV,എങ്ങനെ,ఎట్టు
667,warum::FADV,എന്തുകൊണ്ട്,ఏల
668,wieviel::FNUM,എത്ര,ఎంత
669,eins::NUM,ഒന്ന്,ఒకటి
670,zwei::NUM,രണ്ട്,రెండు
671,drei::NUM,മൂന്ന്,మూడు
672,vier::NUM,നാല്,నాలుగు
673,fünf::NUM,അഞ്ച്,అయిదు
674,sechs::NUM,ആറ്,ఆఱు
675,sieben::NUM,ഏഴ്,ఏరు
676,acht::NUM,എട്ട്,ఎనిమదు
677,neun::NUM,ഒമ്പത്,తొమ్మిది
678,zehn::NUM,പത്ത്,పది
679,elf::NUM,പതിനൊന്ന്,పదునొకొండు
680,zwölf::NUM,പന്ത്രണ്ട്,పండ్రండు
681,zwanzig::NUM,ഇരുപത്,ఇరుపది
682,dreißig::NUM,മുപ്പത്,ముప్పది
683,vierzig::NUM,നാൽപ്പത്,నలువది
684,fünfzig::NUM,അൻപത്,ఏబది
685,sechzig::NUM,അറുപത്,అరుపది
686,siebzig::NUM,എഴുപത്,డెబ్బది
687,achtzig::NUM,എൺപത്,ఎనుబది
688,neunzig::NUM,തൊണ്ണൂറ്,తొంబది
689,hundert::NUM,നൂറ്,నూఱు
690,tausend::NUM,ആയിരം,వేయి
691,und::CNJ,ഉം,మఱియు
692,oder::CNJ,അഥവാ,లేక
693,stehen::V,നിൽക്കുക,నిలుచు
694,sitzen::V,ഇരിക്കുക,కూర్చుండు
695,liegen::V,കിടക്കുക,పండుకొనుట
696,hängen::V,തൂങ്ങുക,వ్రేలాడదీయు
697,werden::V,ആയിത്തീരുക,అగు
698,passieren::V,സംഭവിക്കുക,సంభవించు
699,beginnen::V,ആരംഭിക്കുക,ఆరంభించు
700,enden::V,അവസാനിപ്പിക്കുക,తీరుట
701,wechseln::V,മാറ്റുക,మార్చు
702,aufgehen[Sonne]::V,ഉയരുക,ఉదయించు
703,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,అస్తమించు
704,scheinen[Sonne]::V,പ്രകാശിക്കുക,ప్రకాశించు
705,donnern::V,ഇടിവെട്ടുക,ఉరుముట
706,wehen::V,വീശുക,దురద్పప్టము
707,strömen::V,ഒഴുകുക,పారుట
708,fließen::V,ഒഴുകുക,ప్రవహించు
709,sich drehen::V,ചുറ്റുക,తిరుగు
710,sich drehen::V,കറക്കുക,తిరుగు
711,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,ఆడించుట
712,schwingen::V,ആടുക,ఊగుట
713,fallen::V,വീഴുക,పడు
714,brennen::V,കത്തുക,కాలుట
715,rauchen::V,പുകയുക,పొగసుట
716,regnen::V,മഴ_പെയ്യുക,కురిపించుట
717,gefrieren::V,തണത്ത്_മരവിക്കുക,గడ్డకట్టు
718,tauen::V,അലിയുക,కరగు
719,schmelzen::V,ഉരുകുക,కరగు
720,trocknen::V,വരളുക,యెండుట
721,sieden::V,തിളപ്പിക്കുക,ఉడుకు
722,faulen::V,ചീയുക,క్రుళ్లు
723,verfaulen::V,അഴുകുക,క్షిణించు
724,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,చించు
725,versinken::V,മുക്കുക,మునుగు
726,vergehen::V,കടന്നുപോകുക,సంభవించు
727,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,కనబడు
728,verschwinden::V,അദൃശ്യമാകുക,అదృశ్యమగు
729,sinken::V,താഴുക,ముణుగుట
730,abnehmen::V,കുറിയുക,తగ్గు
731,zunehmen::V,വർദ്ധിക്കുക,పెరుగుట
732,steigen::V,ഉയരുക,లేచు
733,wachsen::V,വളരുക,పెరుగు
734,glänzen::V,മിന്നുക,ప్రకాశించు
735,funkeln::V,തിളങ്ങുക,ప్రకాశించు
736,lärmen::V,ശബ്ദമുണ്ടാക്കുക,అరుచుట
737,läuten::V,മണിമുഴങ്ങുക,మేళవించుట
738,klingeln::V,ചിലമ്പുക,వాయించుట
739,klirren::V,കിലുക്കുക,ఘంటానాదము
740,brausen::V,മുഴങ്ങുക,గర్జించు
741,rauschen::V,അനങ്ങുക,చటచటమనుట
742,klingen::V,മുഴക്കുക,ధ్వనించుట
743,bellen::V,കുരയ്ക്കുക,అఱచు
744,heulen::V,ഓരിയിടുക,కూయు
745,blasen::V,ഊതുക,దురద్పప్టము
746,pfeifen::V,വിസിലടിക്കുക,ఈలవేయు
747,schreien::V,ആക്രോശിക്കുക,అఱచు
748,stöhnen::V,അരക്കം,మూలుగు
749,stöhnen::V,ആർത്തനാദം,మూలుగు
750,zittern::V,വിറയ്ക്കുക,వణకు
751,leben::V,താമസിക്കുക,జీవించుట
752,geboren werden::V,ജനിക്കുക,పుట్టుట
753,atmen::V,ശ്വസിക്കുക,ఉపిరి తీయు
754,trinken::V,കുടിക്കുക,త్రాగు
755,essen::V,കഴിക്കുക,తిను
756,schlucken::V,വിഴുങ്ങുക,మ్రింగు
757,müde werden::V,ക്ഷീണിക്കുക,అలయు
758,einschlafen::V,നിദ്രിക്കുക,నిద్రించు
759,schlafen::V,ഉറങ്ങുക,నిద్రురించు
760,aufwachen::V,ഉണരുക,మేలుకొను
761,aufstehen::V,എഴുന്നേൽക്കുക,లేచు
762,sich erholen::V,വിശ്രമിക്കുക,నడ్డి వాల్చు
763,krank werden::V,ദീനംപിടിക്കുക,జబ్బుపడు
764,krank sein::V,രോഗികളാകുക,జబ్బు చేయు
765,schmerzen::V,വേദനിക്കുക,నొచ్చుట
766,husten::V,ചുമയ്ക്കുക,దగ్గుట
767,genesen::V,സുഖപ്പെടുക,కుదురుట
768,sterben::V,മരിക്കുക,మరణించు
769,umkommen::V,മരിക്കുക,నశించు
770,sich bewegen::V,സ്ഥലം_മാറുക,కదలు
771,sich rühren::V,ചലിക്കുക,కదలు
772,sich erheben::V,നിൽക്കുക,లేచు
773,sich setzen::V,ഇരിക്കുക,కూర్చుణ్డు
774,hinfallen::V,വീഴുക,దొర్లు
775,laufen::V,നടക്കുക,నడచు
776,schreiten::V,നടക്കുക,అడుగుపెట్టుట
777,spazierengehen::V,ഉലാത്തുക,పచారు చేయు
778,eilen::V,പാഞ്ഞെത്തുക,తొందరపడు
779,sich beeilen::V,തിരിക്കുകൂട്ടുക,త్వరపెట్టు
780,sich beeilen::V,തിടുക്കം_കാട്ടുക,త్వరపెట్టు
781,sausen::V,കുതിക്കുക,విసరికొట్టు
782,rennen::V,ഓടുക,పరుగెత్తు
783,springen::V,ചാടുക,దుముకు
784,klettern::V,കയറുക,ఎక్కు
785,schaukeln::V,ഇളകുക,ఉయ్యాల ఊగు 
786,kriechen::V,പതുങ്ങികയറുക,ప్రాకు
787,schwimmen::V,നീന്തുക,ఈదు
788,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,మునుగు
789,rudern::V,തുഴയുക,తెడ్లతోఁగడపు
790,fahren::V,വാഹനം ഓടിക്കുക,నడపు
791,fliegen::V,പറക്കുക,ఎగురు
792,gehen::V,പോകുക,పోవు
793,weggehen::V,വിടുക,బయలుదేరు
794,abfahren::V,പുറപ്പെടുക,విడిచిపోవు
795,anhalten::V,നിർത്തുക,నిలుపు
796,hineingehen::V,പ്രവേശിക്കുക,ప్రవేశించు
797,eintreten::V,പ്രവേശിക്കുക,ప్రవేశించు
798,kommen::V,വരുക,వచ్చు
799,ankommen::V,എത്തിച്ചേരുക,వచ్చి చేరు
800,zurückkommen::V,തിരിച്ചു വരുക,తిరిగీవచ్చుట
801,bleiben::V,തുടരുക,ఉండు
802,warten::V,കാത്തിരിക്കുക,కనిపెట్టు
803,erwarten::V,പ്രതീക്ഷിക്കുക,నిరిక్షించు
804,suchen::V,തിരയുക,వెదకు
805,finden::V,കണ്ടെത്തുക,కనుగొను
806,versuchen::V,ശ്രമിക്കുക,ప్రయత్నించు
807,vorbereiten::V,തയ്യാറെടുക്കുക,తయారుచేయు
808,lieben::V,സ്നേഹിക്കുക,ప్రేమించు
809,mögen::V,ഇഷ്ടപ്പെടുക,ఇష్టపడు
810,lachen::V,ചിരിക്കുക,నవ్వు
811,rühren::V,ഹൃദയം സ്പർശിക്കുക,గుండె తాకు
812,weinen::V,തേങ്ങുക,వీడ్చు
813,schimpfen::V,പിറുപിറുക്കുക,గొణుగు
814,sich ärgern::V,കോപിക്കുക,అలుగు
815,sich fürchten::V,പേടിക്കുക,భయపడు
816,fürchten::V,പേടിക്കുക,భయపడు
817,fliehen::V,രക്ഷപ്പെടുക,పాఱిపోపు
818,flüchten::V,രക്ഷപ്പെടുക,తప్పించుకొను
819,sehen::V,കാണുക,చూచు
820,anschauen::V,നോക്കുക,చూచు
821,ansehen::V,നോക്കുക,కాచియుండు
822,hören::V,കേൾക്കുക,విను
823,zuhören::V,ശ്രദ്ധിക്കുക,విను
824,probieren::V,രുചിയുള്ളതായി_തോന്നുക,చవిచూచుట
825,riechen::V,മണത്തു_നോക്കുക,వాసనచూచు
826,fühlen::V,സ്പർശിച്ചറിയുക,స్పర్శించుట
827,scheinen::V,കാണപ്പെടുക,కనబడు
828,zu sehen sein::V,വെളിച്ചപ്പെടുക,చూవు
829,vernehmen::V,കേൾക്കുക,విను
830,frieren::V,വിറയ്ക്കുക,చలికి వడకు
831,tun::V,ചെയ്യുക,చేయు
832,können::V,കഴിയുക,గల
833,wollen::V,വേണുക,కోరు
834,anfangen::V,തുടങ്ങുക,ఆరంభించు
835,beenden::V,പൂർത്തിയാക്കുക,ముగించు
836,aufhören::V,നിർത്തുക,నిలుపు
837,gelingen::V,വിജയിക്കുക,గెలుపాందు
838,geraten::V,പരിണമിക്കുക,వెలువడు
839,öffnen::V,തുറക്കുക,తెఱచు
840,schließen::V,അടയ്ക്കുക,మూయు
841,stellen::V,വയ്ക്കുക,ఉంచు
842,setzen::V,വയ്ക്കുക,ఉంచు
843,legen::V,ഇടുക,పెట్టు
844,berühren::V,തൊടുക,తాకు
845,verbinden::V,ഘടിപ്പിക്കുക,చేర్చుట
846,bedecken::V,മുടുക,మూయు
847,aufhängen::V,കെട്ടിതൂക്കുക,వ్రేలాడదీయు
848,anzünden::V,കത്തിക്കുക,వెలిగించు
849,aufheben::V,പെറുക്കിയെടുക്കുക,సేకరించు
850,zurücklassen::V,വച്ചുപോരുക,విడుచు
851,verlieren::V,നഷ്ടപ്പെടുക,పోగొట్టుకొను
852,fallen lassen::V,വീഴ്ത്തുക,జాఱవిడుచు
853,machen::V,ഉണ്ടാക്കുക,చేయు
854,herstellen::V,ഉൽപാദിപ്പിക്കുക,ఉత్పత్తిచేయు
855,bauen::V,നിർമ്മിക്കുക,నిర్మించు
856,reparieren::V,നന്നാക്കുക,సరిచేయు
857,verbessern::V,മെച്ചപ്പെടുക,వృద్ధి చేయు
858,ändern::V,മാറ്റംവരുത്തുക,మార్చు
859,graben::V,കുഴിക്കുക,త్రవ్వు
860,beugen::V,വണങ്ങുക,వంచు
861,biegen::V,കുനിയുക,వంచు
862,drehen::V,തിരിക്കുക,నూలువడుకు
863,wenden::V,തിരിയുക,త్రిప్పు
864,umdrehen::V,തിരിയുക,త్రిప్పు
865,heben::V,ഉയർത്തുക,ఎత్తు
866,hochheben::V,ഉയർത്തുക,ఎత్తు
867,ergreifen::V,ബലമായി_പിടിക്കുക,వశపఱచుకొను
868,halten::V,പിടിക്കുക,ఉంచు
869,drücken::V,അമർത്തുക,అణచు
870,schieben::V,തള്ളുക,నొక్కు
871,kratzen::V,ചുരണ്ടുക,గోకు
872,lecken::V,നക്കുക,నాకు
873,beißen::V,കടിക്കുക,కఱచు
874,abreißen::V,കീറിക്കളയുക,తెగతెంచు
875,abschneiden::V,മുറിച്ചുമാറ്റുക,తెగకొట్టు
876,binden::V,കെട്ടുക,కట్టు
877,stecken::V,തുളയ്ക്കുക,తగులుకొనివుండుట
878,brechen::V,ഉടയുക,పగులగొట్టు
879,klopfen::V,തട്ടുക,కొట్టు
880,hauen::V,അടിക്കുക,కొట్టు
881,kleben::V,ഒട്ടിക്കുക,అంటుకొను
882,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,రాచు
883,streichen::V,പടർത്തുക,వ్యాపింపజేయు
884,schleifen::V,പൊടിക്കുക,రాచు
885,schneiden::V,മുറിക്കുക,కోయు
886,rütteln::V,മുട്ടുക,కుదిలించుట
887,schütteln::V,കുലുക്കുക,కదల్చు
888,schwenken::V,ആടുക,ఊచుట
889,schütten::V,ഒഴിക്കുക,పోయు
890,füllen::V,നിറയ്ക്കുക,నింపు
891,einwickeln::V,പൊതിയുക,చుట్టు
892,tragen::V,വഹിക്കുക,మోయు
893,schleppen::V,വലിച്ചിഴയ്ക്കുക,ఈడ్చు
894,ziehen::V,വലിക്കുക,ఈడ్చు
895,aufbewahren::V,വയ്ക്കുക,కాపాడు
896,werfen::V,എറിയുക,విసరు
897,fangen::V,പിടിക്കുക,పట్టుకొను
898,packen::V,തട്ടിപ്പറിക്കുക,పట్టుకొను
899,verstecken::V,മറയ്ക്കുക,దాచు
900,teilen::V,വിഭജിക്കുക,భాగించు
901,schicken::V,അയയ്ക്കുക,పంపు
902,bringen::V,കൊണ്ടുവരുക,తెచ్చు
903,hinzufügen::V,കൂട്ടുക,చేర్చు
904,bekommen::V,കിട്ടുക,సంపాదించు
905,erhalten::V,സ്വീകരിക്കുക,పుచ్చుకొను
906,nehmen::V,എടുക്കുക,తీసికొను
907,wählen::V,തിരഞ്ഞെടുക്കുക,ఇష్టపడు
908,auswählen::V,തിരഞ്ഞെടുക്കുക,ఏరుకొను
909,bewahren::V,പുലർത്തുക,భద్రపఱుచు
910,behindern::V,തടയിടുക,అడ్డగించుట
911,verderben::V,നശിപ്പിക്കുക,చెఱచు
912,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,చెరుపుట
913,zerbrechen::V,ഉടയുക,పగులగొట్టు
914,zerreißen::V,കീറുക,చించు
915,zerstören::V,നശിപ്പിക്കുക,వాశనము చేయు
916,verbrennen::V,കത്തിനശിക്കുക,కాల్చు
917,verbrennen::V,കത്തിച്ചുകളയുക,కాల్చు
918,geben::V,കൊടുക്കുക,ఇచ్చు
919,geben::V,തരുക,ఇచ్చు
920,reichen::V,കൈമാറുക,అందుకొనుట
921,schenken::V,സമ്മാനം കൊടുക്കുക,అర్పించు
922,versprechen::V,വാഗ്ദാനം_നൽകുക,వాగ్దత్తము చేయు
923,wünschen::V,ആഗ്രഹിക്കുക,కోరు
924,loben::V,പുകഴ്ത്തുക,స్తుతించు
925,küssen::V,ഉമ്മവയ്ക്കുക,ముద్దుపెట్టుకొను
926,wiegen::V,ഇളകുക,ఊచుట
927,zudecken::V,മുടുക,మూయు
928,wecken::V,ഉണർത്തുക,నిద్రపలేపుట
929,zeigen::V,കാണിക്കുക,చూవు
930,führen::V,നടത്തുക,దారిచూపు
931,lehren::V,പഠിപ്പിക്കുക,బోధించు
932,unterrichten::V,പരിശീലിപ്പിക്കുക,నేర్పు
933,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,పెంచు
934,leiten::V,നയിക്കുക,తీసుకపోవుట
935,antreiben::V,പ്രേരിപ്പിക്കുക,ప్రేరేపించు
936,lassen::V,അനുവദിക്കുക,అనుమతించు
937,einladen::V,ക്ഷണിക്കുക,ఆహ్వానించు
938,vereinigen::V,കൂടിച്ചേരുക,కూడుట
939,besuchen::V,സന്ദർശിക്കുക,పోయి చూచు
940,treffen::V,തമ്മിൽ കാണുക,కలియు
941,sich versammeln::V,സംയോജിപ്പിക്കുക,కూర్చు
942,spielen::V,കളിക്കുക,ఆట లాడు
943,singen::V,പാടുക,పాడు
944,tanzen::V,നൃത്തം ചെയ്യുക,నృత్యముచేయు
945,sich trennen::V,നേർപെടുത്തുക,ఎడబాయుట
946,verlassen::V,പിൻവാങ്ങുക,విడుచు
947,retten::V,രക്ഷിക്കുക,తప్పించుట
948,bewachen::V,കാവൽനിൽക്കുക,కాపాడు
949,schützen::V,പരിരക്ഷിക്കുക,రక్షించు
950,verteidigen::V,പ്രതിരോധിക്കുക,రక్షించు
951,sich schlagen::V,കലഹിക്കുക,జగడమాడు
952,schießen::V,വെടിവെക്കുക,కాల్చు
953,siegen::V,വിജയിക്കുക,గెలుచు
954,ärgern::V,വിഷമിപ്പിക്കുക,పీడించుట
955,schlagen::V,അടിക്കുക,కొట్టు
956,treten::V,തൊഴിക്കുക,తన్ను
957,stechen::V,കുത്തുക,కుట్టు
958,stoßen::V,തള്ളുക,గెంటు
959,stehlen::V,മോഷ്ടിക്കുക,దొంగిలించు
960,stören::V,ശല്യപ്പെടുത്തുക,కలతపఱచు
961,belästigen::V,മെനക്കെടുക,పీడించు
962,verbergen::V,മറയ്ക്കുക,దాచు
963,verbergen::V,ഒളിക്കുക,దాచు
964,täuschen::V,കബളിപ്പിക്കുക,మోసము చేయు
965,betrügen::V,ചതിക്കുക,మోసపుచ్చు
966,töten::V,കൊല്ലുക,చంపు
967,wohnen::V,താമസിക്കുക,నివసించు
968,arbeiten::V,ജോലിചെയ്യുക,పనిచేయు
969,sammeln::V,സഞ്ചയിക്കുക,ప్రోగుచేయు
970,pflücken::V,പറിച്ചെടുക്കുക,యేరుట
971,jagen::V,വേട്ടയാടുക,వేటాడు
972,fischen::V,മീൻ പിടിക്കുക,వెదకు
973,fassen::V,പിടിക്കുക,పట్టుకొమ
974,hüten::V,ചേർക്കുക,మందచేరుట
975,treiben::V,വാഹനം_ഓടിക്കുക,నడపు
976,anbinden::V,കെട്ടിയിടുക,కట్టు
977,füttern::V,തീറ്റുക,భోజనము పెట్టు
978,melken::V,പാലുകറക്കുക,పాలు పితుకు
979,hacken::V,വെട്ടിമുറിക്കുക,నఱకు
980,gießen::V,നനയ്ക്കുക,నీళ్ళుకట్టుట
981,reifen::V,പാകമാകുക,పండుట
982,zubereiten::V,പാചകം_ചെയ്യുക,వండు
983,kochen::V,വേവിക്കുക,వండు
984,backen::V,ബേക്ക് ചെയ്യുക,రొట్టెకాల్చు
985,braten::V,പോരിക്കുക,వేపు
986,umrühren::V,ഇളക്കുക,కదులుట
987,stricken::V,മെടയുക,అల్లు
988,nähen::V,തുന്നുക,కుట్టు
989,färben::V,ചായം പൂശുക,రంగు వేయు
990,reinigen::V,വൃത്തിയാക്കുക,శుభ్రము చేయు
991,waschen::V,കഴുകുക,కడుగు
992,abwischen::V,തുടയ്ക്കുക,తుడుచు
993,spülen::V,കഴുകുക,నీటిలో జడించు
994,fegen::V,അടിച്ചുവാരുക,ఊడ్చు
995,kehren::V,അടിച്ചുവാരുക,ఊడ్చు
996,baden::V,നീന്തിത്തുടിക്കുക,స్నానము చేయు
997,sich waschen::V,കഴുകുക,కడుగు
998,ausziehen::V,ഇഴുക്കുക,విప్పు
999,anziehen::V,ഉടുക്കുക,ధరించు
1000,sich anziehen::V,ധരിച്ച നേടുകയുക,బట్టలు వేసుకొను
1001,sich anziehen::V,ധരിച്ച നേടുകയുക,తొడుగుకొను
1002,kämmen::V,മുടിചീകുക,దువ్వుట
1003,schmücken::V,അലങ്കരിക്കുക,అలంకరించు
1004,sagen::V,പറയുക,చెప్పు
1005,sprechen::V,സംസാരിക്കുക,చెప్పు
1006,reden::V,സംസാരിക്കുക,మాటలాడు
1007,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,ముచ్చటలాడు
1008,fragen::V,ചോദിക്കുക,ప్రశ్నించు
1009,bitten::V,അപേക്ഷിക്കുക,కోరు
1010,erzählen::V,പറയുക,చెప్పు
1011,mitteilen::V,അറിയിക്കുക,తెలియజేయు
1012,nennen::V,പേരിടുക,పేరు వెట్టు
1013,rufen::V,വിളിക്കുക,పిలుచు
1014,prahlen::V,പൊങ്ങച്ചം പറയുക,జల్లి
1015,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,తర్జుమాచేయు
1016,denken::V,ചിന്തിക്കുക,ఆలోచించు
1017,glauben::V,വിശ്വസിക്കുക,నమ్ము
1018,bemerken::V,ശ്രദ്ധിക്കുക,గుర్తించు
1019,erkennen::V,തിരിചറിയുക,గుర్తించు
1020,begreifen::V,കൈപ്പിടിയിലാക്കുക,గ్రహించు
1021,verstehen::V,മനസ്സിലാക്കുക,గ్రహించు
1022,lernen::V,പഠിക്കുക,నేర్చు కొను
1023,wissen::V,അറിയുക,తెలిసికొను
1024,sich erinnern an::V,ഓർമിക്കുക,జ్ఞాపకముంచుకొను
1025,vergessen::V,മറക്കുക,మఱచిపోవు
1026,messen::V,അളക്കുക,కొలుచుట
1027,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,లెక్కపెట్టు
1028,rechnen::V,ഗണിക്കുക,లెక్కపెట్టు
1029,lesen::V,വായിക്കുക,చదువు
1030,malen::V,ചിത്രം വരയ്ക്കുക,పూనుట
1031,zeichnen::V,വരയ്ക്കുക,వ్రాసుట
1032,schreiben::V,എഴുതുക,వ్రాయు
1033,besitzen::V,സ്വന്തമാക്കുക,కలిగియుండు
1034,kaufen::V,വാങ്ങുക,కొను
1035,verkaufen::V,വിൽക്കുക,అమ్ము
1036,bezahlen::V,പരിഹാരം ചെയ്യുക,చెల్లించు
1037,zahlen::V,പണം അടയ്ക്കുക,చెల్లించు
1038,beherrschen::V,ഭരിക്കുക,ఏలు
1039,ertragen::V,താങ്ങുക,భరించు
