,Concept_ID,lez,udm
108,Anhöhe::N,тепе,выр
109,Anhöhe::N,тепе,вырйыл
110,Anhöhe::N,гьуьндуьрвал,выр
111,Anhöhe::N,гьуьндуьрвал,вырйыл
112,Berg::N,дагъ,гурезь
113,Gipfel::N,кӏукӏ,йыл
114,Höhle::N,кьветӏ,гу
115,Abhang::N,гуьне,бам
116,Quelle::N,чешме,ошмес
117,Bach::N,булах,пичи шур
118,Fluss::N,вацӏ,шур
119,Ufer::N,къерех,ярдур
120,Küste::N,къерех,вудур
121,Festland::N,кьурамат,мувыр
122,Meer::N,гьуьл,зарезь
123,Bucht::N,бухта,вукож
124,Insel::N,остров,вумуӵ
125,Insel::N,остров,шормуӵ
126,Blume::N,цуьк,сяська
127,Gras::N,хъач,турын
128,Wurzel::N,дувул,выжы
129,Baum::N,ттар,пу
130,Stamm::N,тан,модос
131,Rinde::N,чкал,сул
132,Ast::N,тӏур,ул
133,Zweig::N,хел,вай
134,Blatt::N,пеш,куар
135,Birke::N,верх,кызьпу
136,Kiefer[Baum]::N,шамагъаж,пужым
137,Weide[Baum]::N,цӏвелин ттар,бадьпу
138,Tanne::N,ель,кыз
139,Horn::N,карч,сюр
140,Feder::N,цӏакул,тылы
141,Fell::N,хам,ку
142,Flügel::N,лув,бурд
143,Klaue::N,къармах,гижы
144,Kralle::N,пац,пыд
145,Kralle::N,тапас,пыд
146,Schwanz::N,ттум,быж
147,Ei::N,кака,пуз
148,Ei::N,кака,кукей
149,Nest::N,муг,кар
150,Nest::N,муг,пузкар
151,Bau::N,тӏеквен,кар
152,Bau::N,тӏеквен,гу
153,Tier::N,гьайван,пӧйшур
154,Herde::N,суьруь,уллё
155,Kuh::N,ккал,скал
156,Bulle::N,яц,ош
157,Bulle::N,яц,пороз
158,Bulle::N,бугъа,ош
159,Bulle::N,бугъа,пороз
160,Pferd::N,балкӏан,вал
161,Schaf::N,хеб,ыж
162,Schwein::N,вак,парсь
163,Hund::N,кицӏ,пуны
164,Katze::N,кац,коӵыш
165,Bär::N,сев,гондыр
166,Eichhörnchen::N,белка,коньы
167,Elch::N,лось,койык
168,Fuchs::N,сикӏ,ӟичы
169,Hase::N,къуьр,кеч
170,Maus::N,кьиф,шыр
171,Wolf::N,жанавур,кион
172,Vogel::N,луван ничхир,тылобурдо
173,Schwarm::N,луж,уллё
174,Huhn::N,верч,курег
175,Hahn::N,кӏек,атас
176,Gans::N,къаз,ӟазег
177,Adler::N,лекь,ӧрзи
178,Ente::N,пӏатӏ,ӵӧж
179,Eule::N,тӏиб,кучыран
180,Kranich::N,дурна,тури
181,Krähe::N,къаргъа,куака
182,Kuckuck::N,кукупӏ,кикы
183,Schwan::N,къугь,юсь
184,Fisch::N,гъед,чорыг
185,Barsch::N,окунь,юш
186,Hecht::N,щука,чипей
187,Schlange[Tier]::N,илан,кый
188,Schlange[Tier]::N,гъуьлягъ,кый
189,Wurm::N,квак,нумыр
190,Spinne::N,хуьшрекан,чонари
191,Ameise::N,цегв,кузьыли
192,Laus::N,нет,тэй
193,Mücke::N,ветӏ,нымы
194,Mücke::N,ветӏ,чибинь
195,Fliege::N,тӏветӏ,кут
196,Schmetterling::N,чепелукь,бубыли
197,Beere::N,куьлуь емиш,узы-боры
198,Apfel::N,ич,яблок
199,Pilz::N,къарникъуз,губи
200,Zwiebel::N,чичӏек,сугон
201,Saat::N,тумар,кидыс
202,Korn::N,твар,тысь
203,Heu::N,векь,турын
204,Heu::N,векьер,турын
205,Schale::N,пириш,кыд
206,Schale::N,хъуьруьш,кыд
207,Grube::N,фур,гу
208,Grube::N,фур,гоп
209,Falle::N,ракьар,налик
210,Schlinge::N,гьалкъа,гиӟ
211,Schlinge::N,гьалкъа,герд
212,Spur::N,гел,пытьы
213,Spur::N,гел,бервыл
214,Asche::N,руьхъ,пень
215,Dreck::N,чирк,дэри
216,Dreck::N,кьуруш,дэри
217,Eisen::N,ракь,корт
218,Gold::N,алтун,зарни
219,Silber::N,гимиш,азвесь
220,Kohle::N,цӏивин,эгыр
221,Glas::N,шуьше,стекло
222,Glas::N,шуьше,пияла
223,Lehm::N,ччеб,сюй
224,Sand::N,къум,луо
225,Mensch::N,инсан,мурт
226,Mensch::N,инсан,адями
227,Mann::N,итим,воргорон
228,Frau::N,паб,кышномурт
229,Frau::N,дишегьли,кышномурт
230,Kind::N,аял,нуны
231,Kind::N,аял,пинал
232,Junge::N,гада,пи
233,Mädchen::N,руш,ныл
234,Familie::N,хзан,семья
235,Familie::N,килфет,семья
236,Großvater::N,чӏехи буба,песятай
237,Großvater::N,чӏехи буба,пересь атай
238,Großmutter::N,чӏехи диде,песянай
239,Großmutter::N,чӏехи диде,пересь анай
240,Eltern::N,диде-буба,атай-анай
241,Eltern::N,диде-буба,бубы-мумы
242,Vater::N,буба,айы
243,Vater::N,буба,атай
244,Mutter::N,диде,мумы
245,Sohn::N,хва,пи
246,Tochter::N,руш,ныл
247,Bruder::N,стха,агай
248,Schwester::N,вах,апа
249,Schwester::N,вах,сузэр
250,Onkel::N,ими,агай
251,Onkel::N,халу,агай
252,Tante::N,эме,апа
253,Tante::N,эме,кенак
254,Tante::N,хала,апа
255,Tante::N,хала,кенак
256,Ehemann::N,гъуьл,карт
257,Ehefrau::N,паб,кышно
258,Freude::N,шадвал,шумпотон
259,Gelächter::N,хъвер,горем
260,Glück::N,бахт,шуд
261,Kummer::N,дерт,кайгу
262,Kummer::N,дерт,куректон
263,Kummer::N,хажалат,кайгу
264,Kummer::N,хажалат,куректон
265,Wunsch::N,мурад,мылпотон
266,Lust::N,гьевес,потон
267,Geist::N,руьгь,лул
268,Gedanke::N,фикир,малпан
269,Verstand::N,акьул,йырвизь
270,Sinn::N,мана,смысл
271,Grund::N,себеб,муг
272,Grund::N,себеб,ньӧм
273,Wahrheit::N,керчек,зэм
274,Wahrheit::N,керчек,шонер
275,Wahrheit::N,гьакъикъат,зэм
276,Wahrheit::N,гьакъикъат,шонер
277,Gespräch::N,ихтилат,вераськон
278,Märchen::N,мах,выжыкыл
279,Erzählung::N,кьиса,верос
280,Nachricht::N,хабар,ивор
281,Neuigkeit::N,цӏийи хабар,выльивор
282,Name::N,тӏвар,ним
283,Rätsel::N,мискӏал,мадькыл
284,Rede::N,рахун,верам
285,Sprache::N,чӏал,кыл
286,Stimme::N,ван,куара
287,Wort::N,гаф,кыл
288,Zeichen::N,ишара,пус
289,Zeichen::N,ишара,тодмет
290,Ruf::N,эвер,ӧтён
291,Ruf::N,эвер,чортон
292,Lärm::N,ван-сес,ӵашетон
293,Laut::N,ван,куара
294,Laut::N,сес,куара
295,Ton::N,ван-сес,куара
296,Lied::N,мани,кырӟан
297,Ruhe::N,ласвал,чалмыт улон
298,Ruhe::N,фаракъат,чалмыт улон
299,Ruhe::N,асайиш,чалмыт улон
300,Leute::N,инсанар,адямиос
301,Volk::N,халкь,калык
302,Arbeit::N,кӏвалах,уж
303,Gast::N,мугьман,куно
304,Geschenk::N,савкьат,салам
305,Geschenk::N,савкьат,кузьым
306,Spiel::N,къугъун,шудон
307,Gesellschaft::N,жемят,калык
308,Gesellschaft::N,общество,калык
309,Hilfe::N,куьмек,юрттон
310,Freund::N,дуст,эш
311,Freund::N,дуст,юлтош
312,Kamerad::N,яр-дуст,тодмо
313,Angelegenheit::N,кар,уж
314,Anzahl::N,сан,лыд
315,Anzahl::N,кьадар,лыд
316,Art::N,жуьре,тус
317,Stück::N,кӏус,юдэс
318,Teil::N,пай,люкет
319,Hälfte::N,зур,ӝыны
320,Hälfte::N,зур пай,ӝыны
321,Kreis::N,круг,котырес
322,Kreis::N,чкаяр,котырес
323,Kreis::N,элкъвей цӏар,котырес
324,Kreuz::N,хаш,крест
325,Linie::N,цӏар,гож
326,Strich::N,цӏар,гож
327,Abstand::N,ара,вис
328,Abstand::N,ара,кусып
329,Entfernung::N,мензил,кусып
330,Gegend::N,чка,инты
331,Platz::N,ара,инты
332,Ort::N,чка,инты
333,Ort::N,чка,места
334,Seite::N,пад,пал
335,Mitte::N,юкь,шор
336,Gegenstand::N,затӏ,арбери
337,Sache::N,шей,котыр
338,Sache::N,затӏ,котыр
339,Rand::N,къерех,дур
340,Rand::N,къерех,шаер
341,Kante::N,син,дур
342,Ecke::N,пӏипӏ,сэрег
343,Spitze::N,кӏвенкӏв,йыл
344,Ende::N,кьил,пум
345,Loch::N,тӏеквен,пась
346,Winkel::N,пӏипӏ,сэрег
347,Muster::N,гишир,пужы
348,Größe::N,кьадар,быдӟала
349,Länge::N,яргъивал,кузьдала
350,Höhe::N,кьакьанвал,ӝуждала
351,Gewicht::N,заланвал,сектала
352,Gewicht::N,заланвал,секытлык
353,Menge::N,кьадар,лыд
354,Menge::N,кьадар,лыдпус
355,Haufen::N,хара,люк
356,Reihe::N,жерге,чур
357,Boot::N,луьткве,пыж
358,Boot::N,луьткве,лодка
359,Ruder::N,кьусу,полыс
360,Schlitten::N,гъелерар,додьы
361,Lagerfeuer::N,цӏай,тылскем
362,Last::N,заланвал,секыт
363,Gang::N,ериш,ветлон
364,Schritt::N,къадам,вамыш
365,Norden::N,кефер,уйпал
366,Norden::N,кефер пад,уйпал
367,Süden::N,кьибле,лымшор
368,Westen::N,рагъакӏидай пад,шунды пуксён
369,Osten::N,рагъэкъечӏдай пад,шунды ӝужан
370,Holz::N,кӏарас,пу
371,Brett::N,кьул,пул
372,Brett::N,тахта,пул
373,Stütze::N,даях,пыкет
374,Stange::N,юрк,пуӵ
375,Stock::N,лаш,боды
376,Stab::N,юрк,пуӵ
377,Stab::N,юрк,боды
378,Rohr::N,турба,труба
379,Haus::N,ужагъ,юрт
380,Heim::N,кӏвал,корка
381,Ofen::N,пич,гур
382,Fußboden::N,кӏвалин ччил,выж
383,Tisch::N,стол,ӝӧк
384,Stuhl::N,стул,пукон
385,Wiege::N,кьеб,кӧкы
386,Wiege::N,кьеб,зыбка
387,Bett::N,тахт,валес
388,Regal::N,кьацӏ,ӝажы
389,Kiste::N,ящик,ящик
390,Fenster::N,дакӏар,укно
391,Fenster::N,дакӏар,косяк
392,Tür::N,рак,ӧс
393,Tor::N,варар,ӟезьы
394,Zaun::N,пару,забор
395,Dach::N,къав,липет
396,Leiter::N,гурар,падӟа
397,Besen::N,таран кул,ӵужон
398,Besen::N,таран кул,исьнер
399,Spaten::N,ппер,лопатка
400,Schaufel::N,хекендаз,ютырон
401,Gabel::N,шиш,тэчы
402,Gabel::N,шиш,вилка
403,Löffel::N,тӏур,пуньы
404,Messer::N,чукӏул,пурт
405,Nagel::N,мих,кортӵог
406,Netz::N,чил,сеть
407,Haken::N,къармах,курик
408,Griff::N,ттум,ныд
409,Schloss::N,куьлег,тунгон
410,Bild::N,шикил,суред
411,Bild::N,суьрет,суред
412,Figur::N,фигура,фигура
413,Puppe::N,нини,мунё
414,Beutel::N,тагъар,пуйы
415,Bündel::N,галгам,керттэт
416,Tasche::N,чанта,пуйы
417,Tasche::N,чанта,сумка
418,Eimer::N,ведре,ведра
419,Deckel::N,кьил,ӵоксэт
420,Deckel::N,къалпагъ,ӵоксэт
421,Geschirr::N,къаб-къажах,тусьты-пуньы
422,Sack::N,чувал,пуйы
423,Tasse::N,сукӏра,ӵаша
424,Topf::N,къажгъан,миска
425,Kessel::N,къажгъан,пурты
426,Essen::N,тӏуьн,сиськон
427,Nahrung::N,тӏуьн,сион
428,Speise::N,хуьрек,сиён
429,Fleisch::N,як,сӥль
430,Getreide::N,техил,ю тысь
431,Brei::N,хапӏа,ӝук
432,Brei::N,хешил,ӝук
433,Brot::N,фу,нянь
434,Scheibe::N,чӏук,шорем
435,Fett::N,ягълу,кӧй
436,Butter::N,гъери,вӧй
437,Öl::N,ягълу,вӧй
438,Salz::N,кьел,сылал
439,Suppe::N,суп,шыд
440,Suppe::N,шурпа,шыд
441,Honig::N,вирт,чечы
442,Milch::N,нек,йӧл
443,Tee::N,чай,чай
444,Leder::N,тумаж,сурон
445,Wolle::N,йис,гон
446,Wolle::N,йис,ыжгон
447,Stoff::N,парча,куэм
448,Nadel::N,раб,вень
449,Faden::N,гъал,сӥньыс
450,Knopf::N,дуьгме,бирды
451,Knoten::N,тӏвал,герд
452,Farbe::N,ранг,буёл
453,Kleidung::N,партал,дӥсь
454,Hemd::N,перем,дэрем
455,Kragen::N,хев,сирес
456,Ärmel::N,хел,саес
457,Hose::N,шалвар,брюки
458,Hose::N,шалвар,штань
459,Gürtel::N,чӏул,кускерттон
460,Mütze::N,бармак,ызьы
461,Mütze::N,бапӏах,ызьы
462,Schuh::N,ботинка,ботинка
463,Stiefel::N,чекме,сапег
464,Ring::N,тупӏал,зундэс
465,Band::N,тасма,лента
466,Kamm::N,регъ,сын
467,Spiegel::N,гуьзгуь,синучкон
468,Riemen::N,къайиш,е
469,Schnur::N,еб,гозы
470,Decke::N,яргъан,шобрет
471,Kissen::N,хъуьцуьган,миндэр
472,Tuch::N,шал,кышет
473,Handtuch::N,дасмал,ӵушкон
474,Kraft::N,гуж,кать
475,Kraft::N,гуж,ӟигар
476,Stärke::N,къуват,юнлык
477,Gesundheit::N,сагъвал,тазалык
478,Krankheit::N,тӏал,висён
479,Schmerz::N,тӏал,висён
480,Schmerz::N,тӏарвал,висён
481,Wunde::N,хер,яра
482,Fieber::N,ифин,кезег
483,Arznei::N,дарман,эмъюм
484,Brücke::N,муьгъ,выж
485,Brunnen::N,къуй,колдэч
486,Weide::N,уьруьш,возь
487,Pfad::N,рехъ,сюрес
488,Weg::N,рехъ,сюрес
489,Straße::N,рехъ,сюрес
490,Dorf::N,хуьр,гурт
491,Stadt::N,шегьер,кар
492,Stadt::N,шегьер,город
493,Brief::N,кагъаз,гожтэт
494,Buch::N,улуб,книга
495,Buchstabe::N,гьарф,буква
496,Zeitung::N,газета,газет
497,Leben::N,уьмуьр,улон
498,Tod::N,кьиникь,кулон
499,Grab::N,сур,шайгу
500,Kirche::N,килиса,черк
501,Sünde::N,гунагь,сьӧлык
502,Gott::N,аллагь,ӥнмар
503,Arbeiter::N,фяле,рабочий
504,Chef::N,гьаким,начальник
505,Meister::N,устӏар,кибашлы
506,Arzt::N,доктор,врач
507,Lehrer::N,муаллим,дышетӥсь
508,Geld::N,пул,уксё
509,Geld::N,пул,коньдон
510,Laden::N,магазин,магазин
511,Preis::N,къимет,дун
512,Ware::N,мал,вуз
513,Ware::N,товар,вуз
514,Nutzen::N,хийир,пайда
515,Nutzen::N,менфят,пайда
516,Reichtum::N,девлет,узырлык
517,Welt::N,дуьнья,дунне
518,Land::N,уьлкве,шаер
519,Staat::N,пачагьлугъ,кун
520,Staat::N,государство,кун
521,König::N,пачагь,эксэй
522,Macht::N,власть,власть
523,Grenze::N,сергьят,кунгож
524,Krieg::N,дяве,ож
525,Feind::N,душман,тушмон
526,Gewalt::N,гуж,эриктэман
527,Kampf::N,женг,нюръяськон
528,Bogen[Waffe]::N,чӏемерук,пукыӵ
529,Pfeil::N,хьел,пукыӵ вень
530,Gewehr::N,тфенг,пыӵал
531,Fehler::N,гъалатӏ,янгыш
532,Lüge::N,ттаб,пӧян
533,Lüge::N,ттаб,алдан
534,Lüge::N,ттаб,ӧрекчан
535,Schaden::N,зиян,изъян
536,Schaden::N,зарар,изъян
537,Unglück::N,бала,куректон
538,Unglück::N,бала,шудтэме усён
539,Unglück::N,бедбахтвал,куректон
540,Unglück::N,бедбахтвал,шудтэме усён
541,Schuld::N,тахсир,янгыш
542,Alter::N,яш,арлыд
543,Schluss::N,эхир,пум
544,Zeit::N,вяде,дыр
545,Tag::N,югъ,нунал
546,Morgen::N,пакама,ӵукна
547,Mittag::N,нисин,лымшор
548,Abend::N,няни,ӝыт
549,Abend::N,няни,акшан
550,Nacht::N,йиф,уй
551,Woche::N,гьафте,арня
552,Monat::N,варз,толэзь
553,Jahr::N,йис,ар
554,Frühling::N,гатфар,тулыс
555,Sommer::N,гад,гужем
556,Herbst::N,зул,сӥзьыл
557,Winter::N,кьуьд,тол
558,Januar::N,январь,выльартолэзь
559,Februar::N,февраль,тулыспал
560,März::N,март,южтолэзь
561,April::N,апрель,оштолэзь
562,Mai::N,май,куартолэзь
563,Juni::N,июнь,вожотолэзь
564,Juli::N,июль,пӧсьтолэзь
565,August::N,август,гудырикошкон
566,September::N,сентябрь,куарусён
567,Oktober::N,октябрь,выльӝуктолэзь
568,November::N,ноябрь,шуркынмон
569,Dezember::N,декабрь,толсур
570,Montag::N,ислен,вордӥськон
571,Dienstag::N,саласа,вторник
572,Mittwoch::N,арбе,вирнунал
573,Donnerstag::N,хемис югъ,покчиарня
574,Freitag::N,жуьмя,удмуртарня
575,Freitag::N,жуьмя югъ,удмуртарня
576,Samstag::N,киш,кӧснунал
577,Sonntag::N,гьяд,арня
578,groß::A,еке,бадӟым
579,groß::A,чӏехи,бадӟым
580,klein::A,гъвечӏи,пичи
581,lang::A,яргъи,кузь
582,kurz::A,куьруь,вакчи
583,breit::A,гьяркьуь,паськыт
584,schmal::A,гуьтӏуь,сюлэг
585,dicht::A,къалин,ӵем
586,dünn::A,кьелечӏ,векчи
587,fein::A,шуькӏуь,векчи
588,fest::A,кӏеви,юн
589,fest::A,кӏеви,чурыт
590,flach::A,кьулу,ӵошкыт
591,glatt::A,цӏалцӏам,гылыт
592,glatt::A,цӏалцӏам,вольыт
593,hart::A,кӏеви,чурыт
594,weich::A,хъуьтуьл,небыт
595,rund::A,элкъвей,котырес
596,spitz::A,хци,йылсо
597,scharf::A,хци,лэчыт
598,stumpf::A,къуьруь,ныж
599,schwer::A,залан,секыт
600,schön::A,иер,чебер
601,heiß::A,кудай,пӧсь
602,warm::A,чими,шуныт
603,kalt::A,мекьи,кезьыт
604,kühl::A,къайи,юзмыт
605,kühl::A,къайи,салкым
606,frisch::A,таза,выль
607,frisch::A,михьи,выль
608,feucht::A,ламу,мускыт
609,nass::A,кьежей,котмем
610,trocken::A,кьуру,кӧс
611,voll::A,ацӏай,тыр
612,leer::A,буш,буш
613,leer::A,буш,тырттэм
614,leer::A,ичӏи,буш
615,leer::A,ичӏи,тырттэм
616,offen::A,ахъа,усьтэм
617,geschlossen::A,кӏеви,ӵогам
618,geschlossen::A,кӏеви,пунням
619,sauber::A,михьи,ӝикыт
620,sauber::A,михьи,чылкыт
621,schmutzig::A,чиркин,нӧд
622,schmutzig::A,кьацӏай,нӧд
623,roh::A,чиг,ыль
624,roh::A,ицӏи,ыль
625,reif::A,дигмиш хьайи,вуэм
626,lecker::A,дадлу,ческыт
627,süß::A,ширин,ческыт
628,bitter::A,туькьуьл,курыт
629,sauer::A,цуру,чырс
630,hell::A,экуь,югыт
631,dunkel::A,мичӏи,пеймыт
632,schwarz::A,чӏулав,сьӧд
633,weiß::A,лацу,тӧдьы
634,rot::A,яру,горд
635,gelb::A,хъипи,ӵуж
636,blau::A,вили,лыз
637,grün::A,къацу,вож
638,grau::A,рехи,пурысь
639,bunt::A,цӏару,куӵо
640,bunt::A,яру-цӏару,куӵо
641,billig::A,ужуз,дунтэм
642,teuer::A,багьа,дуно
643,wertvoll::A,масан,дуно
644,blind::A,буьркьуь,сукыр
645,blind::A,буьркьуь,синтэм
646,taub::A,биши,пельтэм
647,kräftig::A,гужлу,кужмо
648,stark::A,къуватлу,юн
649,stark::A,къуватлу,кужмо
650,schwach::A,такьатсуз,ляб
651,schwach::A,такьатсуз,начар
652,fett::A,куьк,кӧй
653,schlank::A,шумал,веськыт
654,schlank::A,шумал,веськрес
655,hübsch::A,гуьрчег,чебер
656,hübsch::A,гуьрчег,синмаськымон
657,böse::A,пис,лек
658,dumm::A,ахмакь,шузи
659,dumm::A,ахмакь,визьтэм
660,faul::A,тенпел,азьтэм
661,fleißig::A,сяй ийидай,сюлмо
662,fleißig::A,сяйи ийидай,сюлмо
663,geizig::A,мискьи,сук
664,klug::A,акьуллу,визьмо
665,geschickt::A,магьир,усто
666,geschickt::A,магьир,быгатӥсь
667,lieb::A,играми,мусо
668,lustig::A,шад,шулдыр
669,sanft::A,назик,мусо
670,sanft::A,назик,эрке
671,sanft::A,милайим,мусо
672,sanft::A,милайим,эрке
673,hungrig::A,гишин,сютэм
674,krank::A,кефсуз,висись
675,nackt::A,кьецӏил,гольык
676,traurig::A,пашман,мӧзмыт
677,lebendig::A,ччан алай,улэп
678,gut::A,хъсан,ӟеч
679,gut::A,хъсан,умой
680,gut::A,вижевай,ӟеч
681,gut::A,вижевай,умой
682,schlecht::A,пис,урод
683,schlecht::A,пис,алама
684,richtig::A,дуьз,шонер
685,schlimm::A,нифретлу,алама
686,wahr::A,гьакъикъи,зэмос
687,alt::A,эски,вуж
688,alt::A,куьгьне,вуж
689,neu::A,цӏийи,выль
690,ehemalig::A,виликан,азьвылэз
691,alt[Lebewesen]::A,кьуьзуь,пересь
692,jung::A,жегьил,егит
693,jung::A,жегьил,пинал
694,arm::A,кесиб,начар
695,arm::A,кесиб,куанер
696,reich::A,девлетлу,узыр
697,bekannt::A,чидай,тодмо
698,berühmt::A,машгьур,дано
699,fremd::A,ччара,ят
700,verschieden::A,жуьреба-жуьре,пӧртэм
701,nah::A,мукьвал,матысь
702,fern::A,яргъал,кыдёкысь
703,linker::A,чапла,паллян
704,rechter::A,эрчӏи,бур
705,rechter::A,эрчӏи,бурпал
706,anderer::A,маса,мукет
707,anderer::A,муькуь,мукет
708,erster::A,сад лагьай,нырысетӥез
709,zweiter::A,кьвед лагьай,кыктэтӥез
710,dritter::A,пуд лагьай,кунньметӥез
711,letzter::A,эхиримжи,берло
712,letzter::A,эхиримжи,берпум
713,allein::ADV,кьилди,огназ
714,zusammen::ADV,санал,ӵош
715,zusammen::ADV,санал,валче
716,lange::ADV,яргъалди,кема
717,plötzlich::ADV,садлагьана,мапламтэ шорысь
718,sofort::ADV,гьасятда,али ик
719,später::ADV,гуьгъуьнлай,бергес
720,später::ADV,гуьгъуьнлай,берлогес
721,jetzt::ADV,гила,али
722,jetzt::ADV,гила,табере
723,heute::ADV,къе,туннэ
724,morgen::ADV,пака,ӵуказе
725,bald::ADV,мукьва,ӝоген
726,bald::ADV,мукьвара,ӝоген
727,dann::ADV,ахпа,берло
728,gestern::ADV,накь,толон
729,einst::ADV,садра,огпол
730,einst::ADV,садра,одӥг пол
731,damals::ADV,а чӏавуз,соку
732,danach::ADV,ахпа,собере
733,vorher::ADV,вилик,азьло
734,vorher::ADV,вилик,азьвыл
735,zuerst::ADV,сифте,азьло
736,einmal::ADV,садра,огпол
737,manchmal::ADV,гагь-гагь,куддыръя
738,oft::ADV,гзаф вахтара,ӵем
739,immer::ADV,гьамиша,пыр
740,immer::ADV,гьамиша,котьку
741,niemals::ADV,са чӏавузни,уз ноку
742,niemals::ADV,са вахтундани,уз ноку
743,hier::ADV,ина,татын
744,hierhin::ADV,иниз,татчы
745,von hier::ADV,инай,татысь
746,dort::ADV,ана,отӥ
747,dort::ADV,ана,отын
748,dorthin::ADV,аниз,отчы
749,geradeaus::ADV,дуьз,меӵак
750,vorwärts::ADV,вилик,азьлань
751,vorwärts::ADV,виликди,азьлань
752,rückwärts::ADV,кьулухъ,берлань
753,unten::ADV,агъада,улын
754,hinab::ADV,агъуз,улэ
755,oben::ADV,винел,вылын
756,oben::ADV,винел,вылӥын
757,hinauf::ADV,виниз,вылэ
758,hinauf::ADV,виниз,вылӥе
759,hinauf::ADV,виниз,выллань
760,überall::ADV,вирина,котькытын
761,überall::ADV,вирина,пасьтана
762,nicht::ADV,ваъ,уз
763,ein wenig::ADV,са тӏимил,ичи
764,ein wenig::ADV,са тӏимил,ӧжыт
765,ein wenig::ADV,са тӏимил,огшап
766,kaum::ADV,жизви,муртса
767,sehr::ADV,лап,туж
768,sehr::ADV,лап,лекос
769,so::ADV,икӏ,озьы
770,so::ADV,икӏ,тазьы
771,noch::ADV,гьеле,на
772,nur::ADV,анжах,гинэ
773,schon::ADV,хъувуна,ни
774,schon::ADV,хъувуна,ини
775,schon::ADV,мадни дардиз,ни
