,Concept_ID,lez,kv
773,achtzig::NUM,кьудкъад,кыкьямысдас
774,neunzig::NUM,кьудкъанни цӏуд,ӧкмысдас
775,hundert::NUM,виш,сто
776,tausend::NUM,агъзур,тысяча
777,und::CNJ,ва,и
778,und::CNJ,ва,да
779,oder::CNJ,я,или
780,stehen::V,акъвазун,сулавны
781,sitzen::V,ацукьун,пукавны
782,liegen::V,къаткун,куйлыны
783,hängen::V,куьрс хьун,ӧшавны
784,werden::V,хьун,лоны
785,passieren::V,хьун,аркмыны
786,beginnen::V,башламиш хьун,петны
787,enden::V,куьтягь хьун,-сь
788,enden::V,куьтягь хьун,бырны
789,wechseln::V,дегиш хьун,вежсьыны
790,aufgehen[Sonne]::V,экъечӏун,петавны
791,untergehen[Sonne]::V,акӏун,пуксьыны
792,scheinen[Sonne]::V,ишигь гун,югьявны
793,donnern::V,къукърумар авун,гымавны
794,strömen::V,авахьун,киссьыны
795,fließen::V,авахьун,визывтны
796,sich drehen::V,элкъуьн,бергавны
797,schwanken::V,юзун,кӧвьясьны
798,schwingen::V,галтад хьун,дюттясьны
799,fallen::V,аватун,усьны
800,brennen::V,кун,сотчыны
801,brennen::V,ккун,сотчыны
802,regnen::V,къун,зэрны
803,gefrieren::V,муркӏади кьун,гегдыны
804,tauen::V,цӏурун,сывны
805,schmelzen::V,цӏурун,сывны
806,trocknen::V,кьурун,косьмыны
807,sieden::V,ругун,пизьны
808,faulen::V,кутӏун,нёльзьыны
809,verfaulen::V,чуьруьтмиш хьун,тӧрмыны
810,verfaulen::V,чуьруьтмиш хьун,сiсьмыны
811,verfaulen::V,кутӏун,тӧрмыны
812,verfaulen::V,кутӏун,сiсьмыны
813,reißen::V,атӏун,косясьны
814,reißen::V,къазунун,косясьны
815,versinken::V,батмиш хьун,вӧйны
816,vergehen::V,алатун,мунны
817,erscheinen::V,майдандиз акъатун,мыччисьны
818,verschwinden::V,квахьун,ӧшны
819,sinken::V,элекьун,ямны
820,abnehmen::V,тӏимил хьун,ямны
821,abnehmen::V,гъвечӏи хьун,ямны
822,zunehmen::V,артух хьун,паськавны
823,steigen::V,хкаж хьун,лэбтiсьны
824,wachsen::V,экъечӏун,быдмыны
825,glänzen::V,цӏарцӏар гун,свиттявны
826,funkeln::V,нур гун,югйовтлыны
827,funkeln::V,нур гун,югйӧв-керны
828,lärmen::V,ван авун,чавзыны
829,läuten::V,зенг ягъун,диньгыны
830,klingeln::V,зенг ягъун,силькӧтны
831,klirren::V,зигринг авун,жольӧтны
832,brausen::V,къати хьун,гуасьны
833,rauschen::V,вишриш авун,кышӧтны
834,klingen::V,ван авун,горавны
835,bellen::V,элуькьун,увтны
836,bellen::V,элуькьун,вувтны
837,heulen::V,къув ягъун,уннявны
838,blasen::V,уф гун,пӧлявны
839,pfeifen::V,уьфт ягъун,пиксыны
840,schreien::V,гьараюн,айзыны
841,stöhnen::V,суза авун,ойзыны
842,stöhnen::V,суза авун,ружтыны
843,zittern::V,зурзун,легьявны
844,leben::V,яшамиш хьун,овны
845,geboren werden::V,хьун,шогмыны
846,atmen::V,нефес чӏугун,лолавны
847,trinken::V,хъун,юны
848,essen::V,тӏуьн,сёйны
849,schlucken::V,туькьуьнун,ньылавны
850,müde werden::V,галатун,мыдзны
851,müde werden::V,юргъун хьун,мыдзны
852,einschlafen::V,ксун,ланьтны
853,schlafen::V,ксун,узьны
854,aufwachen::V,ахварай аватун,саймыны
855,aufwachen::V,ахварай аватун,пальмыны
856,aufstehen::V,къарагъун,сувтны
857,sich erholen::V,ял ягъун,шоччисьлыны
858,krank werden::V,кефсуз хьун,моржитны
859,krank sein::V,тӏа хьун,шогавны
860,krank sein::V,тӏа хьун,визьӧтны
861,schmerzen::V,тӏа хьун,висьны
862,husten::V,уьгьуь ягъун,кашляйтны
863,genesen::V,сагъ хъхьун,бурдны
864,sterben::V,кьин,кувны
865,umkommen::V,терг хьун,вийсьыны
866,sich bewegen::V,юзун,локны
867,sich bewegen::V,юзун,ветлӧтны
868,sich rühren::V,юзун,вӧрзьӧтчыны
869,sich erheben::V,къарагъун,сувтны
870,sich setzen::V,ацукьун,пуксьыны
871,hinfallen::V,алукьун,пӧрласьны
872,laufen::V,къекъуьн,мунны
873,schreiten::V,ккамар къачун,тальччавны
874,spazierengehen::V,сейр авун,котрасьны
875,eilen::V,тади авун,тэрмасьны
876,sich beeilen::V,гьерекатун,тэрмасьны
877,sausen::V,чкурун,вирдавны-котӧртны
878,rennen::V,катун,
879,rennen::V,зверун,
880,springen::V,хкадарун,чеччавны
881,klettern::V,акьахун,кышасьны
882,kriechen::V,капаралди фин,кыскасьны-мунны
883,schwimmen::V,сирнав авун,вартчыны
884,tauchen::V,кьилихъди циз вегьин,сунгисьны ваӧ
885,rudern::V,кьусуйралди лодка гьалун,сынны
886,rudern::V,цуьруьгъуьлдалди кӏватӏун,сынны
887,fahren::V,фин,мунны
888,fliegen::V,лув гун,лэбавны
889,fliegen::V,цавай фин,лэбавны
890,gehen::V,фин,мунны
891,weggehen::V,хъфин,мунны
892,abfahren::V,фин,иньдӧтчыны
893,abfahren::V,фин,мунны
894,abfahren::V,рекье гьатун,иньдӧтчыны
895,abfahren::V,рекье гьатун,мунны
896,anhalten::V,акъвазун,сувтны
897,hineingehen::V,гьахьун,пырны
898,eintreten::V,гьахьун,пырны
899,kommen::V,атун,локны
900,ankommen::V,атун,локны
901,zurückkommen::V,хтун,бертны
902,zurückkommen::V,хтун,панӧвтсьыны
903,bleiben::V,амукьун,кольччыны
904,warten::V,гуьзлемишун,видзчисьны
905,erwarten::V,вил алаз акъвазун,видзчисьны
906,suchen::V,къекъуьн,кошшыны
907,finden::V,жугъун,адззыны
908,versuchen::V,алахъун,пондыны
909,versuchen::V,алахъун,пондӧтны
910,vorbereiten::V,гьазурун,лӧсьӧтны
911,lieben::V,кӏан хьун,милуйтны
912,mögen::V,рикӏ ацукьун,радейтны
913,lachen::V,хъуьруьн,серавны
914,weinen::V,шехьун,горзыны
915,schimpfen::V,сеперар гун,видчыны
916,schimpfen::V,экъуьгъунар авун,видчыны
917,sich ärgern::V,хъел акатун,лёкавны
918,sich fürchten::V,кичӏе хьун,повны
919,fürchten::V,къурхутмиш хьун,повны
920,fliehen::V,катун,пышшыны
921,flüchten::V,катун,пышшыны
922,sehen::V,акун,адззыны
923,anschauen::V,вил вегьин,видзӧтны
924,ansehen::V,килигун,видзӧтны
925,hören::V,ван хьун,кывны
926,zuhören::V,яб гун,кывзыны
927,probieren::V,дад акун,пешлыны
928,riechen::V,ни чӏугун,дукавны
929,fühlen::V,гьисс авун,кывны
930,frieren::V,кьун,гегдыны
931,frieren::V,мекьи хьун,гегдыны
932,tun::V,авун,керны
933,können::V,хьун,вермыны
934,können::V,акъакьун,вермыны
935,wollen::V,кӏан хьун,мӧдны
936,anfangen::V,башламишун,петны
937,beenden::V,куьтягьун,ештӧтны
938,beenden::V,куьтягьун,керыштны
939,aufhören::V,акъвазун,дугдыны
940,gelingen::V,арадал атун,шогмыны
941,geraten::V,акъатун,мыччисьны
942,öffnen::V,ахъаюн,осьтны
943,schließen::V,акьалун,пӧднавны
944,stellen::V,эцигун,сувтӧтны
945,setzen::V,ацукьарун,пуксьӧтны
946,legen::V,эцигун,пуктыны
947,berühren::V,хкӏурун,вӧрзьӧтны
948,verbinden::V,гилигун,йитны
949,bedecken::V,кӏевун,вевттьыны
950,aufhängen::V,куьрсарун,ӧшӧтны
951,anzünden::V,куькӏуьрун,ӧзтыны
952,aufheben::V,хкажун,лэбтыны
953,zurücklassen::V,тун,кольны
954,verlieren::V,квадарун,ӧштыны
955,fallen lassen::V,авадрун,уськӧтны
956,machen::V,авун,керны
957,machen::V,кар авун,керны
958,herstellen::V,расун,вӧчны
959,bauen::V,туькӏуьрун,строитны
960,reparieren::V,расун,вочны
961,verbessern::V,хъсанрун,бурсьӧтны
962,ändern::V,табдил авун,вежны
963,graben::V,эгъуьнун,гарйыны
964,beugen::V,акӏажарун,кусіньтны
965,beugen::V,кангур авун,кусіньтны
966,biegen::V,патахъарун,чукыльтыштны
967,drehen::V,алчударун,бергӧтны
968,umdrehen::V,элкъуьрун,бергӧтны
969,heben::V,хкажун,лэбтыны
970,hochheben::V,хкажун,лэбтыны
971,ergreifen::V,агалчна кьун,кватитны
972,halten::V,кьун,видзны
973,drücken::V,чуькьуьн,личкыны
974,schieben::V,хуртӏ гун,тойлавны
975,kratzen::V,къадгъунун,шаркӧтны
976,lecken::V,мез гун,нювны
977,beißen::V,кӏасун,йирны
978,abreißen::V,галудун,орӧтны
979,abschneiden::V,атӏун,шӧрыштны
980,abschneiden::V,атӏун,вундыштны
981,stecken::V,сухун,мӧртны
982,brechen::V,хун,жугдыны
983,brechen::V,кукӏварун,жугдыны
984,klopfen::V,тахъ-тахъ авун,зукӧтны
985,hauen::V,ягъун,желльыны
986,kleben::V,алкӏурун,лякӧтны
987,kleben::V,кукӏурун,лякӧтны
988,reiben::V,тӏушунун,зыртны
989,streichen::V,алтадун,мавтны
990,schleifen::V,кӏвенкӏв авун,кыскыны
991,schneiden::V,атӏун,вундавны
992,rütteln::V,къарсурун,шатлавны
993,schütteln::V,къарсурун,зыбӧтны
994,schwenken::V,элягъун,ӧвтны
995,schwenken::V,элягъун,макайтны
996,schwenken::V,галтадун,ӧвтны
997,schwenken::V,галтадун,макайтны
998,schütten::V,цун,кисьтны
999,füllen::V,ацӏурун,тыртны
1000,füllen::V,ацӏурун,тырсьӧтны
1001,einwickeln::V,кутун,тубны
1002,einwickeln::V,элкъуьрун,тубны
1003,tragen::V,тухун,новйӧтны
1004,schleppen::V,галчӏурун,кыскыны
1005,ziehen::V,ялун,кыскыны
1006,ziehen::V,чӏугун,кыскыны
1007,aufbewahren::V,хуьн,видзны
1008,werfen::V,гадрун,шентывлыны
1009,fangen::V,кьун,кутны
1010,packen::V,кьун,кутасьны
1011,packen::V,кьун,кватитны
1012,verstecken::V,кӏевун,дзебны
1013,teilen::V,паюн,торйӧтны
1014,schicken::V,ракъурун,иньдыны
1015,bringen::V,гъун,вайны
1016,hinzufügen::V,алава авун,содтыны
1017,bekommen::V,къачун,получитны
1018,bekommen::V,жугъурун,получитны
1019,erhalten::V,къачун,получитны
1020,nehmen::V,къачун,босьтны
1021,wählen::V,хкягъун,бӧрйыны
1022,auswählen::V,хкягъун,бӧрйыны
1023,bewahren::V,хуьн,видзны
1024,behindern::V,манийвал авун,падтыны
1025,verderben::V,чӏурун,изводавны
1026,beschädigen::V,нукьсанвал гун,паздыны
1027,zerbrechen::V,хун,паздыны
1028,zerreißen::V,къазунун,косявны
1029,zerstören::V,чӏурун,паздыны
1030,zerstören::V,барбатӏун,паздыны
1031,verbrennen::V,ккун,сотны
1032,geben::V,гун,сетны
1033,reichen::V,вугун,сетны
1034,reichen::V,гун,сетны
1035,schenken::V,пишкеш авун,козьнавны
1036,versprechen::V,гаф гун,кӧсйыны
1037,wünschen::V,дуьа авун,бурсьыны
1038,loben::V,тариф авун,ошкыны
1039,küssen::V,темен гун,окавны
1040,wiegen::V,эчӏягъун,тюттьӧтны
1041,zudecken::V,гьалдун,вевттьыны
1042,wecken::V,ахварай авудун,саймӧтны
1043,zeigen::V,къалурун,мыччавны
1044,führen::V,тухун,нуӧтны
1045,lehren::V,кӏелиз тун,велӧтны
1046,unterrichten::V,тарс гун,велӧтны
1047,aufziehen::V,тербия гун,быдтыны
1048,aufziehen::V,тербияламишун,быдтыны
1049,leiten::V,идара авун,юравны
1050,leiten::V,идара авун,веськӧтлыны
1051,antreiben::V,тади кутун,тэрмӧтны
1052,einladen::V,теклиф авун,корны
1053,vereinigen::V,сад авун,ӧтувтны
1054,vereinigen::V,сад авун,ӧтлаавны
1055,besuchen::V,кьилив атун,пыравлыны
1056,treffen::V,гьалтун,пантавны
1057,sich versammeln::V,алтӏушун,ӧксьыны
1058,spielen::V,къугъун,орсны
1059,singen::V,лугьун,сьывны
1060,singen::V,мани лугьун,сьывны
1061,tanzen::V,кьуьл авун,йӧктыны
1062,sich trennen::V,къакъатун,торьясьны
1063,verlassen::V,гъил къачун,кольны
1064,retten::V,къутармишун,мынтны
1065,bewachen::V,хуьн,смекайтны
1066,schützen::V,хуьн,дорйыны
1067,verteidigen::V,хуьн,дорйыны
1068,sich schlagen::V,кукӏун,тышкасьны
1069,schießen::V,акъатун,лыйны
1070,siegen::V,гъалиб хьун,вермыны
1071,ärgern::V,хъел гъун,лӧгӧтны
1072,ärgern::V,хъел кутун,лӧгӧтны
1073,schlagen::V,ягъун,базнитны
1074,schlagen::V,галукьарун,базнитны
1075,treten::V,кьуьл къекъягъун,чужьявны
1076,treten::V,кьуьл эцягъун,чужьявны
1077,stechen::V,акьадарун,бытшкыны
1078,stoßen::V,эцягъун,тапкыны
1079,stoßen::V,эцягъун,тойыштны
1080,stehlen::V,чуьнуьхун,гусявны
1081,stören::V,хкуьрун,костіавны
1082,belästigen::V,хкуьрун,назыляйтны
1083,belästigen::V,азият гун,назыляйтны
1084,verbergen::V,далдаламишун,дзебны
1085,täuschen::V,алцурарун,бӧбӧтны
1086,täuschen::V,алцурарун,пӧрьявны
1087,täuschen::V,алцуррун,бӧбӧтны
1088,täuschen::V,алцуррун,пӧрьявны
1089,betrügen::V,алцурарун,муклачитны
1090,betrügen::V,гьарамзадавал авун,муклачитны
1091,töten::V,яна кьин,вийны
1092,wohnen::V,дуланмиш хьун,овны
1093,arbeiten::V,кӏвалахун,уджавны
1094,arbeiten::V,кӏвалах авун,уджавны
1095,sammeln::V,кӏватӏун,ӧктыны
1096,pflücken::V,атӏун,судзлавны
1097,jagen::V,гъуьрч авун,вӧравны
1098,fischen::V,гъетер кьун,чериавны
1099,fassen::V,кьун,кутны
1100,hüten::V,чӏура хуьн,вердны
1101,hüten::V,чӏура хуьн,йирсьӧтны
1102,treiben::V,гьалун,вашӧтны
1103,anbinden::V,акалун,кӧртавны
1104,füttern::V,ем гун,вердны
1105,melken::V,ацун,высьтыны
1106,melken::V,ацун,чилькӧтны
1107,hacken::V,куьткуьнун,керавны
1108,gießen::V,яд гун,киськавны
1109,reifen::V,чурун,кисьмыны
1110,reifen::V,агакьун,кисьмыны
1111,zubereiten::V,гьазурун,лӧсьӧтны
1112,kochen::V,ругун,пуны
1113,backen::V,чурун,пӧжавны
1114,braten::V,чурун,жаритны
1115,umrühren::V,какадарун,соравны
1116,stricken::V,хурун,домавны
1117,nähen::V,цун,вурны
1118,färben::V,шир ягъун,краситны
1119,reinigen::V,михьун,весӧтны
1120,waschen::V,чуьхуьн,пеславны
1121,abwischen::V,гуьцӏун,чышкыны
1122,spülen::V,экъуьрун,гывьявны
1123,fegen::V,шуткун,чышкыны
1124,kehren::V,кул алтадун,чышкыны
1125,baden::V,эхъуьн,купайтчыны 
1126,sich waschen::V,жендек чуьхуьн,миссьыны
1127,ausziehen::V,хутӏунун,гыжтӧтны
1128,ausziehen::V,хутӏунун,пӧрччавны
1129,ausziehen::V,галудун,гыжтӧтны
1130,ausziehen::V,галудун,пӧрччавны
1131,anziehen::V,алукӏун,пасьтавны
1132,sich anziehen::V,алукӏун,пасьтасьны
1133,sich anziehen::V,парталар алукӏун,пасьтасьны
1134,kämmen::V,эвягъун,сынавны
1135,schmücken::V,безетмишун,баситны
1136,schmücken::V,гуьрчегарун,баситны
1137,sagen::V,лугьун,висьтавны
1138,sprechen::V,рахун,шуны
1139,reden::V,рахун,баитны
1140,sich unterhalten::V,ихтилат авун,сёрнитны
1141,fragen::V,жузун,юавны
1142,bitten::V,тӏалабун,корны
1143,erzählen::V,ахъаюн,висьтавны
1144,mitteilen::V,хабар гун,висьтавны
1145,nennen::V,тӏвар гун,нимтны
1146,rufen::V,эверун,китсавны
1147,rufen::V,эверун,корны
1148,rufen::V,эверун,чукӧстны
1149,prahlen::V,яцӏу гафар авун,ошшасьны
1150,übersetzen::V,таржума авун,вуджӧтны
1151,übersetzen::V,гафладун,вуджӧтны
1152,denken::V,фикир авун,чайтны
1153,glauben::V,агъун,веритны
1154,bemerken::V,фикир гун,казявны
1155,begreifen::V,гъавурда акьун,вежӧртны
1156,lernen::V,кӏелун,велӧтчыны
1157,wissen::V,чир хьун,тӧдны
1158,wissen::V,чирхьун,тӧдны
1159,sich erinnern an::V,рикӏел хуьн,касьтывны
1160,vergessen::V,рикӏелай фин,вунӧтны
1161,vergessen::V,рикӏелай алатун,вунӧтны
1162,messen::V,алцумун,меряйтны
1163,zählen::V,гьисабун,лыддьыны
1164,rechnen::V,гьисабун,лыддьыны
1165,lesen::V,кӏелун,лыддьӧтны
1166,malen::V,кхьин,
1167,malen::V,шикилар чӏугун,
1168,zeichnen::V,чӏугун,гижмавны
1169,schreiben::V,кхьин,гижны
1170,besitzen::V,иеси хьун,лоны
1171,kaufen::V,къачун,небны
1172,kaufen::V,маса къачун,небны
1173,verkaufen::V,гун,вузавны
1174,verkaufen::V,маса гун,вузавны
1175,bezahlen::V,къимет гун,вештыны
1176,bezahlen::V,эвезда авун,вештыны
1177,bezahlen::V,гьакъи агакьрун,вештыны
1178,zahlen::V,къимет гун,вештыны
1179,zahlen::V,эвезда авун,вештыны
1180,zahlen::V,гьакъи агакьрун,вештыны
1181,beherrschen::V,иеси хьун,
1182,ertragen::V,таб гун,терпитны
1183,Oberschenkel::N,,лядьбей
1184,Strömung::N,,визывтӧм
1185,Moor::N,,нюр
1186,Gedächtnis::N,,тӧдвыв
1187,Ski::N,,лямпа
1188,Platte::N,,плита
1189,Leine::N,,повод
1190,Geschäft::N,,удж
1191,dick[Gegenstand]::A,,кыз
1192,auf einmal::ADV,,тшӧтш
1193,zurück::ADV,,бӧр
1194,wieder::ADV,,бӧра
1195,wehen::V,,пӧлявны
1196,rauchen::V,,тшынасьны
1197,schaukeln::V,,чурликасьны
1198,rühren::V,,сьӧлӧм вӧрзьӧтны
1199,scheinen::V,,декуйтчыны
1200,zu sehen sein::V,,тыдавны
1201,vernehmen::V,,тӧдмавны
1202,wenden::V,,бергӧтны
1203,binden::V,,гӧрдззыны
1204,lassen::V,,-ӧтыны
1205,erkennen::V,,тӧдсавны
1206,verstehen::V,,кывны
