,Concept_ID,myv,sk
83,Nebel::N,сув,hmla
84,Wolke::N,пель,oblak
85,Wolke::N,пель,mračno
86,Regen::N,пиземс,dážď
87,Schnee::N,лов,sneh
88,Eis::N,эй,ľad
89,Frost::N,кельме,mráz
90,Kälte::N,якшамо,zima
91,Kälte::N,якшамо,chlad
92,Hitze::N,пси,horúčava
93,Raureif::N,лекш,srieň
94,Raureif::N,лекш,inovať
95,Regenbogen::N,пурьгинечирьке,dúha
96,Regenbogen::N,пурьгинеёнкс,dúha
97,Donner::N,пурьгине,hrom
98,Strömung::N,чудема,prúdenie
99,Strömung::N,чудевкс,prúdenie
100,Tropfen::N,петнявкс,kvapka
101,Schaum::N,чов,pena
102,Schmutz::N,рудаз,špina
103,Schmutz::N,рудаз,nečistota
104,See::N,эрьке,jazero
105,Sumpf::N,чей,bahno
106,Moor::N,чей,močiar
107,Wiese::N,луга,lúka
108,Wald::N,вирь,les
109,Wald::N,вирь,hora
110,Hügel::N,губорь,vŕšok
111,Hügel::N,пандыне,vŕšok
112,Anhöhe::N,губорь,výšina
113,Anhöhe::N,губорь,vyvýšenina
114,Anhöhe::N,пандыне,výšina
115,Anhöhe::N,пандыне,vyvýšenina
116,Berg::N,пандо,hora
117,Gipfel::N,пря,vrchol
118,Höhle::N,пещера,jaskyňa
119,Abhang::N,пандочама,úbočie
120,Quelle::N,ушодкс,prameň
121,Bach::N,чудикерькс,potok
122,Fluss::N,лей,rieka
123,Ufer::N,чире,breh
124,Küste::N,лейчире,pobrežie
125,Festland::N,мода,pevnina
126,Meer::N,моря,more
127,Bucht::N,усия,záliv
128,Bucht::N,усия,zátoka
129,Insel::N,усия,ostrov
130,Blume::N,цеця,kvet
131,Blume::N,цеця,kvetina
132,Gras::N,тикше,tráva
133,Wurzel::N,юр,koreň
134,Wurzel::N,ундокс,koreň
135,Baum::N,чувто,strom
136,Stamm::N,рунго,kmeň
137,Rinde::N,суд,kôra
138,Rinde::N,керь,kôra
139,Ast::N,морго,konár
140,Zweig::N,тарад,vetva
141,Blatt::N,лопа,list
142,Birke::N,килей,breza
143,Kiefer[Baum]::N,пиче,sosna
144,Kiefer[Baum]::N,пиче,borovica
145,Weide[Baum]::N,каль,vŕba
146,Tanne::N,куз,jedľa
147,Horn::N,сюро,roh
148,Feder::N,толга,pero
149,Fell::N,пона,koža
150,Fell::N,пона,kožušina
151,Flügel::N,сёлмо,krídlo
152,Klaue::N,кенже,paznecht
153,Kralle::N,кенже,pazúr
154,Schwanz::N,пуло,chvost
155,Ei::N,ал,vajce
156,Ei::N,ал,vajíčko
157,Nest::N,пизэ,hniezdo
158,Bau::N,варя,nora
159,Bau::N,пизе,nora
160,Tier::N,ракша,zviera
161,Herde::N,стада,stádo
162,Kuh::N,скал,krava
163,Bulle::N,бука,býk
164,Pferd::N,лишме,kôň
165,Schaf::N,реве,ovca
166,Schwein::N,туво,sviňa
167,Hund::N,пине,pes
168,Hund::N,киска,pes
169,Katze::N,псака,mačka
170,Bär::N,овто,medveď
171,Eichhörnchen::N,ур,veverička
172,Elch::N,сярдо,los
173,Fuchs::N,ривезь,líška
174,Hase::N,нумоло,zajac
175,Maus::N,чеерь,myš
176,Wolf::N,верьгиз,vlk
177,Vogel::N,нармунь,vták
178,Schwarm::N,полк,roj
179,Schwarm::N,стада,roj
180,Huhn::N,сараз,kurča
181,Huhn::N,сараз,sliepka
182,Hahn::N,атякш,kohút
183,Gans::N,гала,hus
184,Gans::N,мацей,hus
185,Adler::N,куцькан,orol
186,Adler::N,тумоатякш,orol
187,Ente::N,яксярго,kačka
188,Ente::N,яксярго,kačica
189,Eule::N,корж,sova
190,Kranich::N,карго,žeriav
191,Krähe::N,варака,vrana
192,Kuckuck::N,куко,kukučka
193,Schwan::N,локсей,labuť
194,Fisch::N,кал,ryba
195,Barsch::N,окунь,ostriež
196,Hecht::N,щука,šťuka
197,Schlange[Tier]::N,гуй,had
198,Wurm::N,сукс,červ
199,Spinne::N,шанжав,pavúk
200,Ameise::N,коткудав,mravec
201,Laus::N,сий,voš
202,Mücke::N,сеське,komár
203,Fliege::N,карво,mucha
204,Schmetterling::N,нимиляв,motýľ
205,Beere::N,умарь,bobuľa
206,Apfel::N,умарь,jablko
207,Pilz::N,панго,hríb
208,Zwiebel::N,чурька,cibuľa
209,Saat::N,видьметь,osivo
210,Korn::N,сюро,zrno
211,Heu::N,тикше,seno
212,Schale::N,кедь,šupa
213,Schale::N,кедь,škrupina
214,Schale::N,ваткавкс,šupa
215,Schale::N,ваткавкс,škrupina
216,Grube::N,латко,jama
217,Falle::N,тувор,pasca
218,Falle::N,тувор,klepec
219,Falle::N,кундамка,pasca
220,Falle::N,кундамка,klepec
221,Schlinge::N,килькш,slučka
222,Spur::N,челькс,stopa
223,Spur::N,пильгеки,stopa
224,Asche::N,кулов,popol
225,Dreck::N,рудаз,kal
226,Dreck::N,рудаз,blato
227,Eisen::N,кшни,železo
228,Gold::N,сырне,zlato
229,Silber::N,сия,striebro
230,Kohle::N,сэдь,uhlie
231,Kohle::N,уголия,uhlie
232,Glas::N,сулика,sklo
233,Lehm::N,сёвонь,íl
234,Lehm::N,сёвонь,hlina
235,Sand::N,човар,piesok
236,Mensch::N,ломань,človek
237,Mann::N,аля,muž
238,Mann::N,аля,chlap
239,Mann::N,цёраломань,muž
240,Mann::N,цёраломань,chlap
241,Frau::N,ава,žena
242,Kind::N,эйкакш,dieťa
243,Junge::N,цёрыне,chlapec
244,Mädchen::N,тейтерне,dievka
245,Familie::N,семия,rodina
246,Großvater::N,покштя,dedo
247,Großvater::N,покштя,starý otec
248,Großmutter::N,баба,babička
249,Großmutter::N,баба,stará mať
250,Eltern::N,тетят-ават,rodičia
251,Vater::N,тетя,otec
252,Mutter::N,ава,mať
253,Mutter::N,ава,matka
254,Sohn::N,цёра,syn
255,Tochter::N,тейтерь,dcéra
256,Bruder::N,леля,brat
257,Bruder::N,ялакс,brat
258,Schwester::N,сазор,sestra
259,Onkel::N,леля,ujo
260,Onkel::N,леля,strýko
261,Tante::N,патя,teta
262,Tante::N,патя,tetka
263,Ehemann::N,мирде,muž
264,Ehemann::N,мирде,manžel
265,Ehefrau::N,ни,žena
266,Ehefrau::N,ни,manželka
267,Freude::N,кеняркс,radosť
268,Gelächter::N,ракамо,smiech
269,Gelächter::N,пейдема,smiech
270,Glück::N,уцяска,šťastie
271,Kummer::N,рискс,žiaľ
272,Kummer::N,рискс,zármutok
273,Kummer::N,мелявкс,žiaľ
274,Kummer::N,мелявкс,zármutok
275,Wunsch::N,мель,prianie
276,Wunsch::N,бажамо,prianie
277,Lust::N,бажамо,chuť
278,Geist::N,ойме,duch
279,Gedanke::N,мель,myšlienka
280,Gedächtnis::N,мель,pamäť
281,Verstand::N,прев,rozum
282,Sinn::N,толк,zmysel
283,Sinn::N,смысла,zmysel
284,Grund::N,тувтал,dôvod
285,Grund::N,тувтал,príčina
286,Wahrheit::N,видечи,pravda
287,Gespräch::N,кортнема,reč
288,Gespräch::N,кортнема,rozhovor
289,Märchen::N,ёвкс,rozprávka
290,Erzählung::N,ёвтнема,poviedka
291,Nachricht::N,куля,správa
292,Neuigkeit::N,куля,novinka
293,Name::N,лем,meno
294,Rätsel::N,содамоёвкс,záhada
295,Rätsel::N,содамоёвкс,hádanka
296,Rede::N,кортамо,reč
297,Sprache::N,кель,reč
298,Sprache::N,кель,jazyk
299,Stimme::N,ваигель,hlas
300,Wort::N,вал,slovo
301,Zeichen::N,теште,znak
302,Ruf::N,тердема,volanie
303,Ruf::N,тердема,zavolanie
304,Lärm::N,шалнома,hluk
305,Lärm::N,шалнома,hurhaj
306,Laut::N,вайгель,zvuk
307,Ton::N,гайнема,tón
308,Ton::N,гайнема,zvuk
309,Lied::N,моро,pieseň
310,Ruhe::N,оймамо,pokoj
311,Leute::N,ломанть,ľudia
312,Volk::N,народ,ľud
313,Volk::N,народ,národ
314,Arbeit::N,тев,práca
315,Arbeit::N,тев,robota
316,Gast::N,инже,hosť
317,Geschenk::N,казне,dar
318,Spiel::N,налксема,hra
319,Gesellschaft::N,община,spoločnosť
320,Hilfe::N,лездамо,pomoc
321,Freund::N,оя,priateľ
322,Freund::N,ялга,priateľ
323,Kamerad::N,оя,kamarát
324,Kamerad::N,ялга,kamarát
325,Angelegenheit::N,тев,vec
326,Angelegenheit::N,тев,záležitosť
327,Anzahl::N,ламоксчи,počet
328,Anzahl::N,ламоксчи,množstvo
329,Art::N,вид,druh
330,Stück::N,пакш,kus
331,Stück::N,пакш,kúsok
332,Stück::N,пелькс,kus
333,Stück::N,пелькс,kúsok
334,Teil::N,часть,časť
335,Teil::N,пелькс,časť
336,Hälfte::N,пель,polka
337,Hälfte::N,пель,polovica
338,Hälfte::N,пелькс,polka
339,Hälfte::N,пелькс,polovica
340,Kreis::N,кирькс,kruh
341,Kreuz::N,крёст,kríž
342,Linie::N,кикс,línia
343,Strich::N,межа,čiara
344,Abstand::N,ютко,vzdialenosť
345,Entfernung::N,ютко,vzdialenosť
346,Gegend::N,тарка,kraj
347,Gegend::N,тарка,krajina
348,Gegend::N,пертьпелькс,kraj
349,Gegend::N,пертьпелькс,krajina
350,Platz::N,васолкс,miesto
351,Ort::N,тарка,miesto
352,Seite::N,ён,bok
353,Seite::N,ён,strana
354,Seite::N,чире,bok
355,Seite::N,чире,strana
356,Mitte::N,куншка,stred
357,Gegenstand::N,предмет,predmet
358,Sache::N,тев,vec
359,Sache::N,веща,vec
360,Rand::N,пе,kraj
361,Rand::N,пе,okraj
362,Rand::N,чире,kraj
363,Rand::N,чире,okraj
364,Kante::N,ирдез,hrana
365,Ecke::N,ужо,roh
366,Spitze::N,пряне,hrot
367,Spitze::N,пряне,špička
368,Spitze::N,пе,hrot
369,Spitze::N,пе,špička
370,Ende::N,пе,koniec
371,Loch::N,варя,diera
372,Winkel::N,ужо,kút
373,Muster::N,сёрма,vzor
374,Muster::N,сёрма,vzorka
375,Größe::N,сэрь,veľkosť
376,Größe::N,покшолма,veľkosť
377,Länge::N,кувалмо,dĺžka
378,Höhe::N,сэрь,výška
379,Höhe::N,пандо,výška
380,Gewicht::N,сталмо,váha
381,Menge::N,лововкс,množstvo
382,Haufen::N,мар,hŕba
383,Haufen::N,валявкс,hŕba
384,Reihe::N,ряд,rad
385,Boot::N,венч,čln
386,Ruder::N,милё,veslo
387,Schlitten::N,нурдт,sane
388,Ski::N,сокс,lyža
389,Lagerfeuer::N,толбандя,táborák
390,Last::N,сталмо,ťarcha
391,Last::N,сталмо,bremeno
392,Last::N,кандома,ťarcha
393,Last::N,кандома,bremeno
394,Gang::N,молема,chôdza
395,Gang::N,якамо,chôdza
396,Schritt::N,эскелькс,krok
397,Norden::N,якшамо ёнкс,sever
398,Süden::N,лембе ёнкс,juh
399,Westen::N,чивалгома,západ
400,Osten::N,чилисема,východ
401,Holz::N,чувто,drevo
402,Brett::N,лаз,doska
403,Platte::N,плита,doska
404,Platte::N,плита,platňa
405,Stütze::N,неже,opora
406,Stange::N,олга,tyč
407,Stock::N,мандо,palica
408,Stab::N,олога,palica
409,Rohr::N,турба,rúra
410,Haus::N,кудо,dom
411,Heim::N,кудо,domov
412,Ofen::N,каштомо,pec
413,Ofen::N,каштомо,kachle
414,Fußboden::N,киякс,dlážka
415,Fußboden::N,киякс,podlaha
416,Tisch::N,столь,stôl
417,Stuhl::N,стул,stolička
418,Wiege::N,лавсь,kolíska
419,Wiege::N,нурямот,kolíska
420,Bett::N,ацамо,lôžko
421,Bett::N,ацамо,posteľ
422,Regal::N,лався,regál
423,Regal::N,лався,polica
424,Regal::N,лавсяланго,regál
425,Regal::N,лавсяланго,polica
426,Kiste::N,горобия,debna
427,Kiste::N,сундук,debna
428,Fenster::N,вальма,okno
429,Fenster::N,вальма,oblok
430,Tür::N,кенкш,dvere
431,Tor::N,ортат,vráta
432,Zaun::N,пирявт,plot
433,Zaun::N,пирявт,ohrada
434,Zaun::N,пирвякс,plot
435,Zaun::N,пирвякс,ohrada
436,Dach::N,кудопря,krov
437,Dach::N,кудопря,strecha
438,Leiter::N,кузтема,rebrík
439,Leiter::N,кузтема,rebrina
440,Besen::N,тенсть,metla
441,Spaten::N,койме,rýľ
442,Schaufel::N,кече,lopata
443,Schaufel::N,келей койме,lopata
444,Gabel::N,сянгине,vidlička
445,Löffel::N,пенч,lyžica
446,Messer::N,пеель,nôž
447,Nagel::N,эске,klinec
448,Netz::N,алтыма,sieť
449,Haken::N,кечказ,hák
450,Haken::N,кечказ,háčik
451,Griff::N,кедне,rukoväť
452,Schloss::N,замок,zámka
453,Schloss::N,панжома,zámka
454,Bild::N,картина,obraz
455,Figur::N,рунго,figúra
456,Puppe::N,няка,bábka
457,Puppe::N,няка,bábika
458,Beutel::N,кескав,vrece
459,Beutel::N,кескав,vrecko
460,Bündel::N,керькс,uzlík
461,Bündel::N,керькс,zväzok
462,Tasche::N,юдма,taška
463,Tasche::N,юдма,kabelka
464,Eimer::N,ведра,vedro
465,Deckel::N,велькс,vrchnák
466,Deckel::N,велькс,pokrývka
467,Geschirr::N,кедьге,nádoba
468,Sack::N,кескав,mech
469,Sack::N,кескав,vrece
470,Tasse::N,чакш,šálka
471,Topf::N,кастрюля,hrniec
472,Kessel::N,котёл,kotol
473,Essen::N,ярсамо,jedlo
474,Nahrung::N,ярсамопель,strava
475,Nahrung::N,ярсамопель,potrava
476,Speise::N,ярсамопель,jedlo
477,Fleisch::N,сывель,mäso
478,Getreide::N,сюро,obilie
479,Brei::N,каша,kaša
480,Brot::N,кши,chlieb
481,Scheibe::N,кочом,kotúč
482,Scheibe::N,кочом,krajec
483,Scheibe::N,сускомо,kotúč
484,Scheibe::N,сускомо,krajec
485,Fett::N,куя,tuk
486,Fett::N,куя,masť
487,Butter::N,ой,maslo
488,Öl::N,ой,olej
489,Salz::N,сал,soľ
490,Suppe::N,ям,polievka
491,Honig::N,медь,med
492,Milch::N,ловсо,mlieko
493,Tee::N,чай,čaj
494,Leder::N,киське,koža
495,Wolle::N,пона,vlna
496,Stoff::N,коцт,súkno
497,Nadel::N,салмукс,ihla
498,Faden::N,суре,niť
499,Faden::N,суре,vlákno
500,Knopf::N,пов,gombík
501,Knoten::N,сюлмо,uzol
502,Farbe::N,артомапель,farba
503,Kleidung::N,оршамот,šaty
504,Kleidung::N,оршамот,šatstvo
505,Hemd::N,панар,košeľa
506,Kragen::N,сиве,golier
507,Ärmel::N,ожа,rukáv
508,Hose::N,понкст,nohavice
509,Gürtel::N,каркс,pás
510,Gürtel::N,каркс,opasok
511,Mütze::N,чапка,čiapka
512,Schuh::N,туфля,obuv
513,Schuh::N,туфля,topánka
514,Stiefel::N,кем,čižma
515,Ring::N,суркс,prsteň
516,Band::N,лента,stuha
517,Kamm::N,сурсеме,hrebeň
518,Spiegel::N,чавачамо,zrkadlo
519,Riemen::N,кшнань каркс,remeň
520,Schnur::N,пикс,šnúra
521,Leine::N,ведьме,vodidlo
522,Decke::N,вельтямо,deka
523,Decke::N,вельтямо,prikrývka
524,Kissen::N,тодов,poduška
525,Tuch::N,паця,šatka
526,Handtuch::N,нардамо,uterák
527,Kraft::N,вий,moc
528,Stärke::N,виевчи,sila
529,Gesundheit::N,шумбрачи,zdravie
530,Krankheit::N,орма,nemoc
531,Krankheit::N,орма,choroba
532,Krankheit::N,сэредема,nemoc
533,Krankheit::N,сэредема,choroba
534,Schmerz::N,сэредькс,bolesť
535,Wunde::N,керявкс,rana
536,Fieber::N,маштыкс,horúčka
537,Arznei::N,ормаменькс,liek
538,Brücke::N,сэдь,most
539,Brücke::N,мадамо,most
540,Brunnen::N,лисьма,studňa
541,Weide::N,ракшань ванома тарка,pastva
542,Pfad::N,ян,chodník
543,Weg::N,ки,cesta
544,Straße::N,ки,hradská
545,Dorf::N,веле,dedina
546,Stadt::N,ош,mesto
547,Brief::N,сёрма,list
548,Buch::N,книга,kniha
549,Buchstabe::N,буква,litera
550,Buchstabe::N,буква,písmeno
551,Zeitung::N,газета,noviny
552,Leben::N,эрямо,život
553,Tod::N,кулома,smrť
554,Grab::N,калмо,hrob
555,Kirche::N,церькова,kostol
556,Sünde::N,чумочи,hriech
557,Gott::N,паз,boh
558,Arbeiter::N,робочей,robotník
559,Arbeiter::N,робочей,pracnovík
560,Chef::N,прявт,šéf
561,Chef::N,прявт,riaditeľ
562,Meister::N,кол тевень тенця,majster
563,Arzt::N,врач,lekár
564,Lehrer::N,учитель,učiteľ
565,Lehrer::N,тонавтыця,učiteľ
566,Geld::N,ярмак,peniaze
567,Geschäft::N,ладязь тев,obchod
568,Laden::N,лавка,obchod
569,Preis::N,питне,cena
570,Ware::N,миевкс,tovar
571,Ware::N,рамавкс,tovar
572,Nutzen::N,паро,osoh
573,Nutzen::N,паро,úžitok
574,Nutzen::N,лезэ,osoh
575,Nutzen::N,лезэ,úžitok
576,Reichtum::N,сюпавчи,bohatstvo
577,Welt::N,мир,svet
578,Welt::N,мастор ланго,svet
579,Land::N,мастор,územie
580,Land::N,мастор,krajina
581,Staat::N,государства,štát
582,König::N,король,kráľ
583,Macht::N,азорксчи,moc
584,Macht::N,азорксчи,mocnosť
585,Grenze::N,буен тешкс,hranica
586,Krieg::N,война,vojna
587,Feind::N,душман,nepriateľ
588,Gewalt::N,нарьгамо,násilie
589,Kampf::N,тюрема,boj
590,Bogen[Waffe]::N,нал,luk
591,Pfeil::N,нал,šíp
592,Pfeil::N,нал,strela
593,Gewehr::N,ружия,puška
594,Gewehr::N,винтовка,puška
595,Fehler::N,ильведькс,omyl
596,Fehler::N,ильведькс,chyba
597,Fehler::N,ильведевкс,omyl
598,Fehler::N,ильведевкс,chyba
599,Lüge::N,манчема,lož
600,Lüge::N,кенгелема,lož
601,Schaden::N,зыян,ujma
602,Schaden::N,зыян,škoda
603,Unglück::N,зыян,nešťastie
604,Schuld::N,чумочи,vina
605,Schuld::N,чумочи,previnenie
606,Alter::N,шка,vek
607,Schluss::N,пе,záver
608,Schluss::N,пе,koniec
609,Zeit::N,шка,čas
610,Zeit::N,пинге,čas
611,Tag::N,чи,deň
612,Morgen::N,валске,ráno
613,Mittag::N,чикуншка,poludnie
614,Abend::N,чокшнэ,večer
615,Nacht::N,ве,noc
616,Woche::N,недля,týždeň
617,Monat::N,ков,mesiac
618,Jahr::N,ие,rok
619,Frühling::N,тундо,jar
620,Sommer::N,кизэ,leto
621,Herbst::N,сёксь,jeseň
622,Winter::N,теле,zima
623,Januar::N,якшамков,január
624,Februar::N,февраль,február
625,März::N,март,marec
626,April::N,апрель,apríl
627,Mai::N,май,máj
628,Juni::N,июнь,jún
629,Juli::N,июль,júl
630,August::N,август,august
631,September::N,сентября,september
632,Oktober::N,октября,október
633,November::N,ноября,november
634,Dezember::N,декабря,december
635,Montag::N,пондельник,pondelok
636,Dienstag::N,овторник,utorok
637,Mittwoch::N,серёда,streda
638,Donnerstag::N,цетьверьг,štvrtok
639,Freitag::N,пеця,piatok
640,Samstag::N,субута,sobota
641,Samstag::N,шлямочи,sobota
642,Sonntag::N,недлячи,nedeľa
643,groß::A,ине,veľký
644,groß::A,покш,veľký
645,klein::A,вишка,malý
646,lang::A,кувака,dlhý
647,kurz::A,нурькине,krátky
648,breit::A,келей,široký
649,schmal::A,теине,úzky
650,dicht::A,тусто,hustý
651,dick[Gegenstand]::A,эчке,tlstý
652,dünn::A,човине,tenký
653,fein::A,човине,jemný
654,fest::A,кеме,pevný
655,flach::A,лапужа,rovný
656,flach::A,лапужа,plochý
657,glatt::A,валаня,hladký
658,hart::A,калгодо,tvrdý
659,weich::A,чевте,mäkký
660,rund::A,кеверь,guľatý
661,rund::A,кеверь,okrúhly
662,spitz::A,пшти,končitý
663,scharf::A,пшти,ostrý
664,stumpf::A,ношка,tupý
665,schwer::A,стака,ťažký
666,schön::A,мазый,pekný
667,schön::A,мазый,krásny
668,heiß::A,пси,horúci
669,warm::A,лембе,teplý
670,kalt::A,якшамо,studený
671,kühl::A,экше,chladný
672,frisch::A,свежа,svieži
673,feucht::A,летьке,vlhký
674,feucht::A,летьке,zvlhnutý
675,nass::A,начко,mokrý
676,trocken::A,коське,suchý
677,voll::A,пешксе,plný
678,leer::A,чаво,prázdny
679,offen::A,панжадо,otvorený
680,offen::A,виде,otvorený
681,geschlossen::A,пекстазь,zavretý
682,geschlossen::A,сёлгозь,zavretý
683,sauber::A,ванькс,čistý
684,schmutzig::A,ливезев,špinavý
685,roh::A,верек,surový
686,reif::A,кенерезь,zrelý
687,lecker::A,тантей,chutný
688,süß::A,ламбамо,sladký
689,bitter::A,сэпей,horký
690,sauer::A,чапамо,kyslý
691,hell::A,валдо,jasný
692,hell::A,валдо,svetlý
693,dunkel::A,чопода,temný
694,schwarz::A,раужо,čierny
695,weiß::A,ашо,biely
696,rot::A,якстере,červený
697,gelb::A,ожо,žltý
698,blau::A,сэнь,modrý
699,blau::A,сэнь,belasý
700,grün::A,пиже,zelený
701,grau::A,шержев,šedý
702,bunt::A,сёрмав,pestrý
703,billig::A,аволь питней,lacný
704,teuer::A,питней,drahý
705,wertvoll::A,питней,cenný
706,blind::A,сокор,slepý
707,taub::A,амариця,hluchý
708,kräftig::A,пек виев,silný
709,stark::A,виев,silný
710,schwach::A,лавшо,slabý
711,schwach::A,лавшо,bezvládny
712,fett::A,куя,tučný
713,schlank::A,виде ронга,štíhly
714,hübsch::A,мазый,šumný
715,hübsch::A,мазый,švárny
716,böse::A,кежей,zlý
717,dumm::A,чавола,hlúpy
718,dumm::A,превтеме,hlúpy
719,faul::A,нузякс,lenivý
720,fleißig::A,мелень путыця,snaživý
721,fleißig::A,мелень путыця,usilovný
722,geizig::A,скупой,skupý
723,geizig::A,скупой,lakomý
724,klug::A,превей,múdry
725,klug::A,превей,bystrý
726,geschickt::A,маштозь теезь,zručný
727,geschickt::A,маштозь теезь,šikovný
728,lieb::A,вадря,milý
729,lustig::A,весёла,veselý
730,sanft::A,сэтьме,nežný
731,hungrig::A,вачо,lačný
732,hungrig::A,вачо,hladný
733,krank::A,сэредиця,chorý
734,krank::A,сэредиця,nemocný
735,nackt::A,штапо,nahý
736,traurig::A,нусманя,smutný
737,lebendig::A,эриця,živý
738,gut::A,паро,dobrý
739,schlecht::A,берянь,zlý
740,richtig::A,виде,správny
741,schlimm::A,берянь,zlý
742,schlimm::A,берянь,nepríjemný
743,wahr::A,алкуксонь,pravý
744,wahr::A,алкуксонь,pravdivý
745,alt::A,ташто,starý
746,neu::A,од,nový
747,ehemalig::A,икелень,bývalý
748,alt[Lebewesen]::A,сыре,starý
749,jung::A,од,mladý
750,arm::A,кажов,chudobný
751,reich::A,сюпав,bohatý
752,bekannt::A,содавикс,známy
753,berühmt::A,содавикс,slávny
754,berühmt::A,содавикс,povestný
755,fremd::A,лия,cudzí
756,fremd::A,асодавикс,cudzí
757,verschieden::A,эрьва,rôzny
758,verschieden::A,эрьва,rozličný
759,nah::A,а васолонь,blízky
760,fern::A,умонь,ďaleký
761,fern::A,кезэрень,ďaleký
762,linker::A,керш,ľavý
763,rechter::A,вить,pravý
764,anderer::A,лия,iný
765,anderer::A,лия,druhý
766,erster::A,васень,prvý
767,erster::A,васенце,prvý
768,zweiter::A,омбоце,druhý
769,dritter::A,колмоце,tretí
770,letzter::A,меельце,ostatný
771,letzter::A,меельце,posledný
772,allein::ADV,башка,sám
773,allein::ADV,ськамонзо,sám
774,auf einmal::ADV,вейсэ,zároveň
775,zusammen::ADV,вейс,spolu
776,zusammen::ADV,вейс,spoločne
777,zusammen::ADV,вейсэ,spolu
778,zusammen::ADV,вейсэ,spoločne
779,lange::ADV,кувать,dlho
780,plötzlich::ADV,апак учо,náhle
781,sofort::ADV,курок,hneď
782,sofort::ADV,курок,ihneď
783,sofort::ADV,нейке,hneď
784,sofort::ADV,нейке,ihneď
785,später::ADV,мейле,neskoršie
786,jetzt::ADV,ней,teraz
787,heute::ADV,течи,dnes
788,morgen::ADV,ванды,zajtra
789,bald::ADV,курок,skoro
790,dann::ADV,мейле,nato
791,dann::ADV,мейле,potom
792,dann::ADV,седе мейле,nato
793,dann::ADV,седе мейле,potom
794,gestern::ADV,исяк,včera
795,einst::ADV,весть,kedysi
796,einst::ADV,весть,niekedy
797,einst::ADV,зярдо-бути,kedysi
798,einst::ADV,зярдо-бути,niekedy
799,damals::ADV,сестэ,vtedy
800,danach::ADV,мейле,potom
801,danach::ADV,мейле,podľa toho
802,danach::ADV,седе мейле,potom
803,danach::ADV,седе мейле,podľa toho
804,vorher::ADV,васняяк,napred
805,vorher::ADV,васняяк,predtým
806,zuerst::ADV,васня,najprv
807,einmal::ADV,весть,raz
808,einmal::ADV,весть,jedenkrát
809,manchmal::ADV,лиясто,občas
810,manchmal::ADV,лиясто,niekedy
811,oft::ADV,сеетьстэ,často
812,immer::ADV,свал,vždy
813,immer::ADV,свал,ustavične
814,niemals::ADV,а зярдояк,nikdy
815,hier::ADV,тесэ,tu
