,Concept_ID,uz,ka
89,Hitze::N,issiq,სიცხე
90,Raureif::N,qirov,ჭირხლი
91,Raureif::N,qirov,თრთვილი
92,Regenbogen::N,kamalak,ცისარტყელა
93,Donner::N,guldur,ქუხილი
94,Strömung::N,oqim,დინება
95,Tropfen::N,tomchi,წვეთი
96,Schaum::N,ko'pik,ქაფი
97,Schaum::N,ko'pik,დორბლი
98,Schmutz::N,gard,ჭუჭყი
99,Schmutz::N,gard,ტალახი
100,See::N,ko'l,ტბა
101,Sumpf::N,botqoq,ჭაობი
102,Moor::N,qir-adir,ტორფნარი
103,Wiese::N,o'tzor,ველი
104,Wiese::N,o'tzor,მდელო
105,Wald::N,o'rmon,ტყე
106,Hügel::N,tepa,ბორცვი
107,Anhöhe::N,adir,მაღლობი
108,Berg::N,tog',მთა
109,Gipfel::N,cho'qqi,მწვერვალი
110,Höhle::N,kavak,მღვიმე
111,Höhle::N,kavak,გამოქვებული
112,Abhang::N,to'sh,ფერდობი
113,Quelle::N,buloq,წყარო
114,Quelle::N,buloq,სათავე
115,Bach::N,o'zan,რუ
116,Bach::N,o'zan,ნაკადული
117,Fluss::N,daryo,მდინარე
118,Ufer::N,sohil,კიდე
119,Ufer::N,sohil,ნაპირი
120,Küste::N,qirg'oq,ნაპირი
121,Festland::N,materik,ხმელეთი
122,Meer::N,dengiz,ზღვა
123,Bucht::N,qo'ltiq,ყურე
124,Insel::N,orol,კუნძული
125,Blume::N,gul,ყვავილი
126,Gras::N,sabza,ბალახი
127,Wurzel::N,tub,ძირი
128,Wurzel::N,tub,ფესვი
129,Wurzel::N,tomir,ძირი
130,Wurzel::N,tomir,ფესვი
131,Baum::N,daraxt,ხე
132,Stamm::N,o'simta,ტანი
133,Rinde::N,qobiq,ქერქი
134,Ast::N,shox,ტოტი
135,Zweig::N,butoq,შტო
136,Blatt::N,barg,ფოთოლი
137,Birke::N,qayin,არყი
138,Kiefer[Baum]::N,qarag'ay,ფიჭვი
139,Weide[Baum]::N,shum,ტირიფი
140,Tanne::N,archa,ნაძვი
141,Horn::N,mugiz,რქა
142,Feder::N,par,ფრთა
143,Fell::N,mo'yna,ტყავი
144,Flügel::N,qanot,ფრთა
145,Klaue::N,tirnoq,კლანჭი
146,Kralle::N,tirnoq,ტორი
147,Schwanz::N,quyruq,კუდი
148,Ei::N,tuxum,კვერცხი
149,Nest::N,oshyon,ბუდე
150,Bau::N,o'pqon,სორო
151,Tier::N,hayvon,ნადირი
152,Tier::N,hayvon,ცხოველი
153,Herde::N,gala,ფარა
154,Kuh::N,inak,ფური
155,Kuh::N,inak,ძროხა
156,Bulle::N,ho'kiz,ხარი
157,Pferd::N,ot,რაში
158,Pferd::N,ot,ცხენი
159,Schaf::N,qo'y,ცხვარი
160,Schwein::N,cho'chqa,ღორი
161,Hund::N,it,ძაღლი
162,Katze::N,mushuk,კატა
163,Bär::N,ayiq,დათვი
164,Eichhörnchen::N,tiyin,ციყვი
165,Elch::N,los,ცხენ-ირემი
166,Fuchs::N,tulki,მელა
167,Hase::N,kuyon,კურდღელი
168,Maus::N,sichqon,თაგვი
169,Wolf::N,bo'ri,მგელი
170,Vogel::N,qush,ჩიტი
171,Vogel::N,qush,ფრინველი
172,Schwarm::N,to'da,გუნდი
173,Huhn::N,tovuq,დედალი
174,Hahn::N,xo'roz,მამალი
175,Gans::N,g'oz,ბატი
176,Adler::N,burgut,არწივი
177,Ente::N,o'rdak,იხვი
178,Eule::N,boyo'g'li,ბუ
179,Kranich::N,turna,წერო
180,Krähe::N,qarg'a,ყვავი
181,Kuckuck::N,kakku,გუგული
182,Schwan::N,oqkush,გედი
183,Fisch::N,baliq,თევზი
184,Barsch::N,olabug'a,ქორჭილა
185,Hecht::N,cho'rtan,ქარიყლაპია
186,Schlange[Tier]::N,ilon,გველი
187,Wurm::N,qurt,ჭია
188,Spinne::N,o'rgimchak,ობობა
189,Ameise::N,chumoli,ჭიანჭველა
190,Laus::N,bit,ტილი
191,Laus::N,bit,მკბენარი
192,Mücke::N,chivin,კოღო
193,Fliege::N,pashsha,ბუზი
194,Schmetterling::N,kapalak,პეპელა
195,Beere::N,meva,კენკრა
196,Apfel::N,olma,ვაშლი
197,Pilz::N,qo'ziqorin,სოკო
198,Zwiebel::N,piyoz,ხახვი
199,Saat::N,äkin,თესლი
200,Korn::N,zarra,მარცვალი
201,Heu::N,xashak,თივა
202,Schale::N,po'choq,ჩენჩო
203,Grube::N,co'ra,ორმო
204,Falle::N,qopqon,ხაფანგი
205,Schlinge::N,sirtmoq,მახე
206,Spur::N,iz,კვალი
207,Asche::N,kul,ფერფლი
208,Dreck::N,kir,ტალახი
209,Dreck::N,kir,სიბინძურე
210,Eisen::N,temir,რკინა
211,Gold::N,tilla,ოქრო
212,Silber::N,kumush,ვერცხლი
213,Kohle::N,ko'mir,ნახშირი
214,Glas::N,oyna,მინა
215,Lehm::N,loy,თიხა
216,Sand::N,qum,ქვიშა
217,Mensch::N,odam,ადამიანი
218,Mann::N,ärkak,კაცი
219,Frau::N,ayol,ქალი
220,Kind::N,bola,ბავშვი
221,Kind::N,kichkintoy,ბავშვი
222,Junge::N,bola,ვაჟი
223,Mädchen::N,qiz,გოგო
224,Familie::N,oila,ოჯახი
225,Großvater::N,buva,პაპა
226,Großvater::N,buva,ბაბუა
227,Großvater::N,katta ota,პაპა
228,Großvater::N,katta ota,ბაბუა
229,Großmutter::N,buvi,ბებია
230,Großmutter::N,buvi,დიდედა
231,Großmutter::N,katta oyi,ბებია
232,Großmutter::N,katta oyi,დიდედა
233,Eltern::N,ota-ona,მშობლები
234,Vater::N,ota,მამა
235,Mutter::N,ona,დედა
236,Sohn::N,o'g'il,ვაჟიშვილი
237,Tochter::N,qiz,ქალიშვილი
238,Bruder::N,og'a,ძმა
239,Bruder::N,uka,ძმა
240,Schwester::N,opa,და
241,Schwester::N,singil,და
242,Onkel::N,amaki,ბიძა
243,Tante::N,amma,დეიდა
244,Tante::N,amma,მამიდა
245,Tante::N,xola,დეიდა
246,Tante::N,xola,მამიდა
247,Ehemann::N,är,ქმარი
248,Ehefrau::N,rafiqa,ცოლი
249,Freude::N,ayish,სიხარული
250,Gelächter::N,kulgi,სიცილი
251,Glück::N,saodat,ბედნიერება
252,Kummer::N,g'am,მწუხარება
253,Wunsch::N,orzu,წადილი
254,Wunsch::N,orzu,სურვილი
255,Lust::N,rag'bat,წადილი
256,Geist::N,ruh,სული
257,Gedanke::N,fikr,ფიქრი
258,Gedächtnis::N,äs,მეხსიერება
259,Verstand::N,aql,ჭკუა
260,Verstand::N,aql,გონება
261,Sinn::N,ma'ni,მნიშვნელობა
262,Grund::N,sabab,მიზეზი
263,Wahrheit::N,haq,სიმართლე
264,Wahrheit::N,haq,ჭეშმარიტება
265,Gespräch::N,gap,ბაასი
266,Gespräch::N,gap,საუბარი
267,Märchen::N,ärtak,არაკი
268,Märchen::N,ärtak,ზღაპარი
269,Erzählung::N,rivoyat,თქმულება
270,Nachricht::N,xabar,ცნობა
271,Nachricht::N,xabar,ამბავი
272,Neuigkeit::N,yangilik,სიახლე
273,Name::N,ot,სახელი
274,Rätsel::N,topishmoq,გამოცანა
275,Rede::N,nutq,სიტყვა
276,Sprache::N,til,ენა
277,Stimme::N,ovoz,ხმა
278,Wort::N,so'z,სიტყვა
279,Zeichen::N,alomat,ნიშანი
280,Ruf::N,chaqiriq,ძახილი
281,Lärm::N,taraq,ხმაური
282,Laut::N,tovush,ხმა
283,Laut::N,tovush,ბგერა
284,Ton::N,un,ტონი
285,Lied::N,ashula,სიმღერა
286,Ruhe::N,tinchlik,სიწყნარე
287,Leute::N,xaloyiq,ადამიანები
288,Volk::N,xalq,ერი
289,Volk::N,xalq,ხალხი
290,Arbeit::N,ish,მუშაობა
291,Gast::N,mehmon,სტუმარი
292,Geschenk::N,hadya,საჩუქარი
293,Spiel::N,o'yin,თამაში
294,Gesellschaft::N,jamiyat,საზოგადოება
295,Hilfe::N,yordam,შველა
296,Hilfe::N,yordam,დახმარება
297,Freund::N,do'st,მეგობარი
298,Kamerad::N,yo'ldosh,ამხანაგი
299,Angelegenheit::N,daxl,საქმე
300,Anzahl::N,son,ოდენობა
301,Art::N,tur,სახეობა
302,Stück::N,parcha,ნატეხი
303,Teil::N,bo'lak,წილი
304,Hälfte::N,yarim,ნახევარი
305,Kreis::N,aylana,წრე
306,Kreuz::N,xoch,ჯვარი
307,Linie::N,liniya,ხაზი
308,Strich::N,chiziq,შტრიხი
309,Abstand::N,oralik,მანძილი
310,Entfernung::N,uzoqlik,სიშორე
311,Gegend::N,yer,არე
312,Gegend::N,yer,მხარე
313,Platz::N,oralig,ფართობი
314,Ort::N,joy,ადგილი
315,Seite::N,yon,მხარე
316,Mitte::N,o'rta,შუა
317,Gegenstand::N,ashyo,საგანი
318,Sache::N,buyum,ნივთი
319,Rand::N,chek,კიდე
320,Kante::N,tig',ნაწიბული
321,Ecke::N,burchak,კუთხე
322,Spitze::N,uch,წვეტი
323,Ende::N,oxir,ბოლო
324,Loch::N,teshik,ხვრელი
325,Winkel::N,go'sha,კუთხე
326,Muster::N,nusha,მოხატულობა
327,Größe::N,kattalik,ზომა
328,Größe::N,kattalik,სიდიდე
329,Länge::N,uzunlik,სიგრძე
330,Höhe::N,yuksaklik,სიმაღლე
331,Gewicht::N,solmoq,წონა
332,Menge::N,miqdor,რაოდენობა
333,Haufen::N,uyum,გროვა
334,Reihe::N,saf,რიგი
335,Reihe::N,saf,წყება
336,Boot::N,qayiq,გემი
337,Ruder::N,äshkak,ხოფი
338,Ruder::N,äshkak,ნიჩაბი
339,Schlitten::N,chana,მარხილი
340,Ski::N,chang'i,თხილამური
341,Lagerfeuer::N,gulxan,კოცონი
342,Last::N,yuk,ტვირთი
343,Gang::N,yurish,სვლა
344,Schritt::N,qadam,ბიჯი
345,Norden::N,shimol,ჩრდილოეთი
346,Süden::N,janub,სამხრეთი
347,Westen::N,g'arb,დასავლეთი
348,Osten::N,sharq,აღმოსავლეთი
349,Holz::N,yog'och,ხე
350,Brett::N,taxta,დაფა
351,Brett::N,taxta,ფიცარი
352,Platte::N,tabaqa,თლილი ქვა
353,Stütze::N,tayanchi,საყრდენი
354,Stange::N,qo'noq,ჭოკი
355,Stock::N,tayoq,კეტი
356,Stab::N,gavron,ლატანი
357,Rohr::N,tarnov,მილაკი
358,Haus::N,uy,სახლი
359,Heim::N,makon,ოჯახის კერა
360,Ofen::N,pechka,ღუმელი
361,Fußboden::N,pol,იატაკი
362,Tisch::N,mosa,სუფრა
363,Tisch::N,mosa,მაგიდა
364,Stuhl::N,o'rindiq,სკამი
365,Wiege::N,beshik,აკვანი
366,Bett::N,yotoq,საწოლი
367,Bett::N,yotoq,სარეცელი
368,Regal::N,tokcha,თაროები
369,Kiste::N,sandiq,ყუთი
370,Kiste::N,sandiq,სკივრი
371,Fenster::N,deraza,ფანჯარა
372,Fenster::N,deraza,სარკმელი
373,Tür::N,äshik,ბჭე
374,Tür::N,äshik,კარი
375,Tor::N,darvoza,ჭიშკარი
376,Zaun::N,panjara,ღობე
377,Zaun::N,panjara,გალავანი
378,Dach::N,tom,სახურავი
379,Leiter::N,narvon,კიბე
380,Besen::N,supurgi,ცოცხი
381,Spaten::N,bel,ნიჩაბი
382,Schaufel::N,kurak,ბარი
383,Gabel::N,bilka,ჩანგალი
384,Löffel::N,qoshiq,კოვზი
385,Messer::N,pichoq,დანა
386,Nagel::N,mix,ლურსმანი
387,Netz::N,to'r,ბადე
388,Haken::N,ilgak,კავი
389,Haken::N,ilgak,კაუჭი
390,Griff::N,sop,ტარი
391,Griff::N,tutqich,ტარი
392,Schloss::N,qulf,კლიტე
393,Schloss::N,qulf,საკეტი
394,Bild::N,rasm,სურათი
395,Figur::N,shakl,ფიგურა
396,Puppe::N,ko'g'irchoq,თოჯინა
397,Beutel::N,to'rva,პარკი
398,Bündel::N,bog'lam,გალა
399,Bündel::N,bog'lam,ასხმა
400,Tasche::N,kissa,ჩანთა
401,Eimer::N,chelak,ჩამჩა
402,Deckel::N,qopqoq,ხუფი
403,Deckel::N,qopqoq,სარქველი
404,Geschirr::N,idish,ჭურჭელი
405,Sack::N,qop,ტომარა
406,Tasse::N,piyola,ფინჯანი
407,Topf::N,tuvak,ქოთანი
408,Kessel::N,qozon,ქვაბი
409,Essen::N,tomoq,ჭამა
410,Nahrung::N,emak,საზრდო
411,Nahrung::N,emak,საკვები
412,Speise::N,taom,საჭმელი
413,Fleisch::N,go'sht,ხორცი
414,Getreide::N,g'alla,მარცვლოვანი
415,Brei::N,bo'tqa,ფაფა
416,Brot::N,non,პური
417,Scheibe::N,disk,ნაჭერი
418,Fett::N,moy,ქონი
419,Fett::N,moy,ცხიმი
420,Butter::N,yog',კარაქი
421,Öl::N,moy,ზეთი
422,Salz::N,tuz,მარილი
423,Suppe::N,sho'rva,სუფი
424,Honig::N,asal,თაფლი
425,Milch::N,sut,რძე
426,Tee::N,choy,ჩაი
427,Leder::N,charm,ტყავი
428,Wolle::N,jun,მატყლი
429,Stoff::N,mato,ქსოვილი
430,Nadel::N,igna,ნემსი
431,Faden::N,ip,ძაფი
432,Faden::N,ip,მკედი
433,Knopf::N,tugma,ღილი
434,Knoten::N,tugun,ნასკვი
435,Farbe::N,bo'yok,საღებავი
436,Kleidung::N,kiyim,ტანსაცმელი
437,Hemd::N,ko'ylak,ხალათი
438,Hemd::N,ko'ylak,პერანგი
439,Kragen::N,yoqa,საყელო
440,Ärmel::N,yeng,სახელო
441,Hose::N,shim,შარვალი
442,Gürtel::N,tasma,ქამარი
443,Mütze::N,shapka,ქუდი
444,Schuh::N,but,ფეხსაცმელი
445,Stiefel::N,botinka,ჩექმა
446,Ring::N,yuzuk,ბეჭედი
447,Band::N,rishta,ბაფთი
448,Kamm::N,taroq,სავარცხელი
449,Spiegel::N,ko'zgu,სარკე
450,Riemen::N,qayish,ღვედი
451,Schnur::N,bog'ich,ლარი
452,Leine::N,etak,ჯაჭვი
453,Decke::N,odyol,საბანი
454,Kissen::N,yostiq,ბალიში
455,Tuch::N,gazlama,მაუდი
456,Tuch::N,gazlama,თავშალი
457,Handtuch::N,sochiq,ხელსახოცი
458,Kraft::N,kuch,ძალა
459,Stärke::N,quvvat,ღონე
460,Gesundheit::N,sog'lik,ჯანმრთელობა
461,Krankheit::N,kasallik,სენი
462,Krankheit::N,kasallik,ავადმყოფობა
463,Schmerz::N,og'riq,ტკივილი
464,Wunde::N,yara,იარი
465,Wunde::N,yara,ჭრილობა
466,Fieber::N,bezgak,ციება
467,Arznei::N,dori,წამალი
468,Brücke::N,ko'prik,ხიდი
469,Brunnen::N,buloq,ჭა
470,Weide::N,yaylov,საძოვარი
471,Pfad::N,dorojka,ბილიკი
472,Weg::N,yo'l,გზა
473,Straße::N,ko'cha,შარაგზა
474,Dorf::N,ovul,დაბა
475,Dorf::N,ovul,სოფელი
476,Stadt::N,shahar,ქალაქი
477,Brief::N,maktub,წერილი
478,Buch::N,kitob,წიგნი
479,Buchstabe::N,harf,ასო
480,Zeitung::N,gazet,გაზეთი
481,Leben::N,hayot,სიცოცხლე
482,Tod::N,o'lim,სიკვდილი
483,Grab::N,go'r,სამარე
484,Grab::N,go'r,საფლავი
485,Kirche::N,cherkov,ეკლესია
486,Sünde::N,gunoh,ცოდვა
487,Gott::N,olloh,ღმერთი
488,Arbeiter::N,ishchi,მუშა
489,Chef::N,rais,გამგე
490,Meister::N,usta,ოსტატი
491,Arzt::N,hakim,ექიმი
492,Arzt::N,hakim,მკურნალი
493,Lehrer::N,muallim,მასწავლებელი
494,Geld::N,pul,ფული
495,Geschäft::N,savdo,საქმე
496,Geschäft::N,savdo,ბიზნესი
497,Laden::N,do'kon,დუქანი
498,Laden::N,do'kon,მაღაზია
499,Preis::N,baho,ფასი
500,Ware::N,mol,საქონელი
501,Nutzen::N,foyda,ხეირი
502,Reichtum::N,boylik,სიმდიდრე
503,Welt::N,olam,მსოფლიო
504,Land::N,o'lka,მხარე
505,Land::N,o'lka,ქვეყანა
506,Staat::N,davlat,სახელმწიფო
507,König::N,qirol,მეფე
508,Macht::N,iqtidor,ძლიერება
509,Grenze::N,chegara,ზღვარი
510,Krieg::N,harb,ომი
511,Feind::N,dushman,მტერი
512,Gewalt::N,zo'rlik,სისასტიკე
513,Kampf::N,kurash,ბრძოლა
514,Bogen[Waffe]::N,yoy,მშვილდი
515,Pfeil::N,o'q,ისარი
516,Pfeil::N,o'q,მახვილი
517,Gewehr::N,vintovka,თოფი
518,Gewehr::N,vintovka,შაშხანა
519,Fehler::N,xato,შეცდომა
520,Lüge::N,yolg'on,სიცრუე
521,Schaden::N,ziyon,ვნება
522,Unglück::N,balo,ხიფათი
523,Unglück::N,balo,უბედურება
524,Schuld::N,ayb,ბრალი
525,Alter::N,yosh,ასაკი
526,Schluss::N,tamom,ბოლო
527,Schluss::N,tamom,დასასრული
528,Zeit::N,vaqt,დრო
529,Tag::N,kun,დღე
530,Morgen::N,saboh,დილა
531,Mittag::N,kun tushlik,შუადღე
532,Abend::N,oqshom,საღამო
533,Nacht::N,tun,ღამე
534,Woche::N,hafta,კვირა
535,Monat::N,oy,თვე
536,Jahr::N,yil,წელი
537,Frühling::N,bahor,გაზაფხული
538,Sommer::N,yoz,ზაფხული
539,Herbst::N,kuz,შემოდგომა
540,Herbst::N,xazon,შემოდგომა
541,Winter::N,qish,ზამთარი
542,Januar::N,yanvar',იანვარი
543,Februar::N,fevral',თებერვალი
544,März::N,mart,მარტი
545,April::N,aprel',აპრილი
546,Mai::N,may,მაისი
547,Juni::N,iyun',ივნისი
548,Juli::N,iyul',ივლისი
549,August::N,avgust,აგვისტო
550,September::N,sentyabr',სექტემბერი
551,Oktober::N,oktyabr',ოქტომბერი
552,November::N,noyabr',ნოემბერი
553,Dezember::N,dekabr',დეკემბერი
554,Montag::N,dushanba,ორშაბათი
555,Dienstag::N,seshanba,სამშაბათი
556,Mittwoch::N,chorshanba,ოთხშაბათი
557,Donnerstag::N,payshanba,ხუთშაბათი
558,Freitag::N,juma,პარასკევი
559,Samstag::N,shanba,შაბათი
560,Sonntag::N,yakshanba,კვირა
561,groß::A,buyuk,დიდი
562,klein::A,kichik,მცირე
563,klein::A,kichik,პატარა
564,lang::A,uzun,გრძელი
565,kurz::A,qisqa,მოკლე
566,breit::A,keng,ფართო
567,breit::A,keng,განიერი
568,schmal::A,änsiz,ვიწრო
569,schmal::A,änsiz,წვრილი
570,dicht::A,quyuq,მჭიდრო
571,dick[Gegenstand]::A,qalin,სქელი
572,dünn::A,ingichka,წვრილი
573,fein::A,mayin,თხელი
574,fest::A,qattiq,მყარი
575,flach::A,yalpoq,ბრტყელი
576,glatt::A,tekis,გლუ
577,hart::A,qattiq,მაგარი
578,weich::A,yumshoq,რბილი
579,rund::A,yumaloq,მრგვალი
580,spitz::A,uchli,წვეტიანი
581,scharf::A,keskir,მჭრელი
582,stumpf::A,to'mtoq,ბლაგვი
583,schwer::A,salmoqli,მძიმე
584,schön::A,go'zal,ლამაზი
585,heiß::A,qiziq,ცხელი
586,warm::A,issiq,თბილი
587,kalt::A,sovuq,ცივი
588,kühl::A,salqin,გრილი
589,frisch::A,toza,სუფთა
590,feucht::A,namli,ნოტიო
591,nass::A,nam,სველი
592,trocken::A,quruq,მშრალი
593,voll::A,to'la,სავსე
594,leer::A,puch,ცარიელი
595,offen::A,ochiq,ღია
596,offen::A,ochiq,გაშლილი
597,geschlossen::A,berk,დახურული
598,sauber::A,ozoda,სუფთა
599,sauber::A,ozoda,წმინდა
600,schmutzig::A,kir,ტალახიანი
601,roh::A,xom,უმი
602,reif::A,pishiq,მწიფე
603,lecker::A,shirin,გემრიელი
604,süß::A,shirin,ტკბილი
605,bitter::A,achchiq,მწარე
606,sauer::A,achchiq,მჟავე
607,hell::A,yorug',ნათელი
608,dunkel::A,qorong'i,ბნელი
609,schwarz::A,qora,შავი
610,weiß::A,oq,თეთრი
611,rot::A,qizil,წითელი
612,gelb::A,sariq,ყვითელი
613,blau::A,zangori,ლურჯი
614,blau::A,zangori,ცისფერი
615,grün::A,yashil,მწვანე
616,grau::A,bo'z,რუხი
617,grau::A,bo'z,ნაცრისფერი
618,bunt::A,ola,ჭრელი
619,bunt::A,ola,ფერადი
620,billig::A,arzon,იაფი
621,teuer::A,qimmat,ძვირი
622,wertvoll::A,qimmat,ღირსიანი
623,blind::A,ko'r,ბრმა
624,taub::A,garang,ყრუ
625,kräftig::A,kuchli,ძალავანი
626,stark::A,quvvatli,ძლიერი
627,stark::A,quvvatli,ღონიერი
628,schwach::A,kuchsiz,სუსტი
629,fett::A,semiz,სქელი
630,schlank::A,ingichka,გამხდარი
631,hübsch::A,ko'rkam,ეშხიანი
632,hübsch::A,ko'rkam,მშვენიერი
633,böse::A,yovuz,ავი
634,böse::A,yovuz,ბოროტი
635,dumm::A,aqlsiz,ბოთე
636,dumm::A,aqlsiz,სულელი
637,faul::A,ärinchak,ზანტი
638,faul::A,ärinchak,ზარმაცი
639,fleißig::A,ishchan,ბეჯითი
640,fleißig::A,ishchan,მუყაითი
641,geizig::A,qurumsoq,ძუნწი
642,klug::A,oqil,ჭკვიანი
643,geschickt::A,äpchil,მარჯვე
644,geschickt::A,äpchil,გაწაფული
645,lieb::A,aziz,სატრფიალო
646,lustig::A,chaqchaq,მხიარული
647,sanft::A,asta,ალერსიანი
648,sanft::A,asta,გრძნობიერი
649,hungrig::A,och,მშიერი
650,krank::A,kasal,სნეული
651,krank::A,kasal,ავადმყოფი
652,nackt::A,yalang,ტიტველი
653,traurig::A,xafa,მწუხარე
654,traurig::A,xafa,სევდიანი
655,lebendig::A,hayotiy,ცოცხალი
656,gut::A,soz,კარგი
657,schlecht::A,yomon,უხეირო
658,richtig::A,rost,ნამდვილი
659,schlimm::A,yovuz,ცუდი
660,wahr::A,haqiqiy,სწორი
661,wahr::A,haqiqiy,ჭეშმარიტი
662,alt::A,äski,ძველი
663,neu::A,yangi,ახალი
664,ehemalig::A,sobiq,ყოფილი
665,alt[Lebewesen]::A,qari,ბებერი
666,jung::A,navqiron,ნორჩი
667,jung::A,navqiron,ახალგაზრდა
668,arm::A,abgor,ღარიბი
669,reich::A,boy,მდიდარი
670,bekannt::A,ma'lum,ცნობილი
671,berühmt::A,mashhur,გამოჩენილი
672,fremd::A,yot,უცხო
673,fremd::A,yot,გარეშე
674,verschieden::A,turli,სხვაგვარი
675,nah::A,yaqindagi,ახლო
676,fern::A,uzoq,შორი
677,fern::A,uzoq,შორეული
678,linker::A,so'l,მარცხენა
679,rechter::A,o'ng,მარჯვენა
680,anderer::A,boshqa,სხვა
681,erster::A,birinchi,პირველი
682,zweiter::A,ikkinchi,მეორე
683,dritter::A,uchinchi,მესამე
684,letzter::A,oxirgi,ბოლო
685,letzter::A,oxirgi,უკანასკნელი
686,allein::ADV,o'zicha,მარტო
687,auf einmal::ADV,varakay,ერთდროულად
688,zusammen::ADV,barobar,ერთად
689,lange::ADV,uzoq,დიდხანს
690,plötzlich::ADV,qo'qqisdan,მოულოდნელად
691,sofort::ADV,darrov,ახლავე
692,später::ADV,so'ngra,მოგვიანებით
693,jetzt::ADV,hozirgina,ახლა
694,heute::ADV,bugun,დღეს
695,morgen::ADV,ärta,ხვალ
696,bald::ADV,toz,მალე
697,dann::ADV,keyin,მერე
698,gestern::ADV,kecha,გუშინ
699,einst::ADV,avvallari,ოდესღაც
700,damals::ADV,ugal,მაშინ
701,danach::ADV,so'ngra,მერმე
702,danach::ADV,so'ngra,შემდეგ
703,vorher::ADV,avval,ადრე
704,vorher::ADV,avval,წინათ
705,zuerst::ADV,avval,ჯერ
706,einmal::ADV,bir marta,ერთხელ
707,manchmal::ADV,onda-sonda,ხან
708,manchmal::ADV,onda-sonda,ზოგჯერ
709,oft::ADV,tez-tez,ხშირად
710,immer::ADV,har vaqt,მუდამ
711,immer::ADV,har vaqt,ყოველთვის
712,niemals::ADV,hargiz,არასდროს
713,hier::ADV,shu erda,აქ
714,hierhin::ADV,beri,აქეთ
715,von hier::ADV,shu erdan,აქედან
716,dort::ADV,ana,იქ
717,dorthin::ADV,u yerga,იქით
718,geradeaus::ADV,to'g'ri,პირდაპირ
719,vorwärts::ADV,ilgari,წინ
720,rückwärts::ADV,qoloq,უკან
721,zurück::ADV,orqada,უკანვე
722,unten::ADV,pastda,დაბლა
