,Concept_ID,ku,eu
819,von hier::ADV,ji vir,hemendik
820,von hier::ADV,ji vir,honetatik
821,dort::ADV,li wê derê,han
822,dorthin::ADV,wêda,hara
823,geradeaus::ADV,rastê rast,artez
824,vorwärts::ADV,ber bi pêş,aurrera
825,rückwärts::ADV,paşpê,atzera
826,rückwärts::ADV,paşpê,atzerantz
827,zurück::ADV,paşdo,atzera
828,zurück::ADV,paşvê,atzera
829,unten::ADV,jêrî,behean
830,hinab::ADV,berjêr,behera
831,hinab::ADV,berjêr,beherantz
832,oben::ADV,banî,goian
833,hinauf::ADV,banî,gora
834,hinauf::ADV,banî,gorantz
835,überall::ADV,li her derê,edonon
836,nicht::ADV,ne,ez
837,nicht::ADV,nîn,ez
838,nicht::ADV,tine,ez
839,ein wenig::ADV,hebkî,apur bat
840,ein wenig::ADV,hebkî,pixka bat
841,kaum::ADV,tema,ozta
842,kaum::ADV,tema,nekez
843,kaum::ADV,himangi,ozta
844,kaum::ADV,himangi,nekez
845,sehr::ADV,gelek,oso
846,so::ADV,weha,hala
847,so::ADV,weha,honela
848,noch::ADV,hêj,oraindik
849,noch::ADV,dîsa,oraindik
850,nur::ADV,tenê,bakarrik
851,nur::ADV,bes,bakarrik
852,schon::ADV,hew,ja
853,schon::ADV,hew,jada
854,wieder::ADV,jar din,berriro
855,wieder::ADV,dîsa,berriro
856,vergebens::ADV,deya çun,alferrik
857,vergebens::ADV,îfleh bûn,alferrik
858,vor::PRP,li ber,aurrean
859,hinter::PRP,li pişt,ostean
860,hinter::PRP,li pişt,gibelean
861,unter::PRP,li bin,pean
862,unter::PRP,li bin,azpian
863,durch::PRP,kura,zehar
864,neben::PRP,li ba,ondoan
865,neben::PRP,li ba,aldamenean
866,zwischen::PRP,nabeyne,artean
867,zwischen::PRP,di nav...da,artean
868,wegen::PRP,ji bo,-gatik
869,wegen::PRP,ji ber,-gatik
870,dies::PRN,ev,hau
871,das::PRN,ev,hura
872,alles::PRN,hemû,dena
873,ich::PRN,ez,ni
874,du::PRN,tu,zu
875,er::PRN,wî,bera
876,wir::PRN,êm,gu
877,ihr::PRN,hûn,zuek
878,sie::PRN,we,berak
879,was::FPRN,çi,zer
880,wer::FPRN,ki,nor
881,wo::FADV,li ku dere,non
882,wohin::FADV,li ku dere,nora
883,wie::FADV,çawa,nola
884,wie::FADV,çawa,zelan
885,warum::FADV,çima,zeren
886,warum::FADV,çima,zergatik
887,wieviel::FNUM,çend,zenbat
888,eins::NUM,yek,bat
889,zwei::NUM,didu,bi
890,zwei::NUM,didu,biga
891,drei::NUM,sisê,hiru
892,vier::NUM,çar,lau
893,fünf::NUM,penç,bost
894,sechs::NUM,şeş,sei
895,sieben::NUM,heft,zazpi
896,acht::NUM,heşt,zortzi
897,neun::NUM,neh,bederatzi
898,zehn::NUM,deh,hamar
899,elf::NUM,yazdeh,hamaika
900,zwölf::NUM,diwazdeh,hamabi
901,zwanzig::NUM,bîst,hogei
902,dreißig::NUM,sih,hogeita hamar
903,vierzig::NUM,çil,berrogei
904,fünfzig::NUM,pençi,berrogeita hamar
905,sechzig::NUM,şêst,hirurogei
906,siebzig::NUM,heftê,hirurogeita hamar
907,achtzig::NUM,heştê,laurogei
908,neunzig::NUM,nod,laurogeita hamar
909,hundert::NUM,sêd,ehun
910,tausend::NUM,hezar,mila
911,und::CNJ,û,eta
912,oder::CNJ,an,edo
913,oder::CNJ,yan,edo
914,stehen::V,sekinîn,zutik egon
915,sitzen::V,rûniştin,eserita egon
916,liegen::V,paldan,etzan
917,hängen::V,darve kirin,eskegita egon
918,hängen::V,darve kirin,zintzilik egon
919,werden::V,bûn,bihurtu
920,werden::V,bûn,bilakatu
921,passieren::V,hatin holê,pasatu
922,passieren::V,hatin holê,gertatu
923,passieren::V,hatin serê kesî,pasatu
924,passieren::V,hatin serê kesî,gertatu
925,beginnen::V,li dest pêkirin,hasi
926,enden::V,xalas bû,bukatu
927,wechseln::V,guherandin,aldatu
928,wechseln::V,dêgiş kirin,aldatu
929,aufgehen[Sonne]::V,hilatin,ilki
930,aufgehen[Sonne]::V,hilatin,sortu
931,untergehen[Sonne]::V,çun ava,sartu
932,scheinen[Sonne]::V,şewk de,eguzkia egon
933,donnern::V,gire-gir,trumoia jo
934,wehen::V,ba le de,haizea ibili
935,strömen::V,xwe girtin,zorrotadaka isuri
936,fließen::V,herikîn,isuri
937,sich drehen::V,xwe zivirandin,biratu
938,schwanken::V,hejandin,zabuka ibili
939,schwingen::V,libakirin,kulunkatu
940,fallen::V,ketin,erori
941,brennen::V,şewitîn,sutan egon
942,rauchen::V,kişandin,kea bota
943,regnen::V,bahran tê,euria ari izan
944,gefrieren::V,qefilandin,izoztu
945,gefrieren::V,qefilandin,hormatu
946,tauen::V,helandin,gesaldu
947,schmelzen::V,helandin,urtu
948,trocknen::V,zuwabûn,idortu
949,trocknen::V,zuwabûn,lehortu
950,sieden::V,kelîn,irakin
951,faulen::V,xerabûn,hirotu
952,faulen::V,xerabûn,usteldu
953,verfaulen::V,xerabûn,hirotu
954,verfaulen::V,xerabûn,usteldu
955,reißen::V,jêkirin,eten
956,reißen::V,jêkirin,tarrat egin
957,versinken::V,xerq bûn,urperatu
958,vergehen::V,derbas bûn,iragan
959,erscheinen::V,peyda bûn,agertu
960,verschwinden::V,wendabûn,desagertu
961,sinken::V,noq bûn,beheititu
962,abnehmen::V,kêm bûn,gutxitu
963,abnehmen::V,kêm bûn,beheratu
964,zunehmen::V,qelew bûn,gora egin
965,steigen::V,hildan,igo
966,wachsen::V,mezin bûn,hazi
967,glänzen::V,biriqîn,distiratu
968,funkeln::V,çikisîn,izarniatu
969,lärmen::V,guşîn,zarata atera
970,läuten::V,lê de,jo
971,läuten::V,lê de,hots egin
972,klingeln::V,sîl dan,txirrina jo
973,klingeln::V,ringerin,txirrina jo
974,klirren::V,zingzing hat,tintin egin
975,brausen::V,guşîn,marru egin
976,rauschen::V,guşîn,fir-fir egin
977,klingen::V,deng pe ketin,soinu egin
978,bellen::V,kewtîn,zaunkatu
979,heulen::V,ûrîn,ulu egin
980,heulen::V,ûrîn,uhuri egin
981,blasen::V,puf kirin,ufa egin
982,blasen::V,puf kirin,putz egin
983,pfeifen::V,fîkandin,txistu egin
984,schreien::V,qîrîn,oihu egin
985,schreien::V,qîrîn,garrasi egin
986,stöhnen::V,nalîn,intziri egin
987,zittern::V,hejîn,ikara egin
988,zittern::V,hejîn,dar-dar egin
989,leben::V,jihîn,bizi izan
990,geboren werden::V,hatin dinyê,jaio
991,geboren werden::V,bûn,jaio
992,atmen::V,hilmijîn,hats egin
993,atmen::V,hilmijîn,arnasa egin
994,trinken::V,vexwarin,edan
995,essen::V,xwarin,jan
996,schlucken::V,daqulbandin,irentsi
997,müde werden::V,betilîln,unatu
998,müde werden::V,betilîln,nekatu
999,müde werden::V,qerimîn,unatu
1000,müde werden::V,qerimîn,nekatu
1001,einschlafen::V,razan,lokartu
1002,schlafen::V,razan,lo egin
1003,schlafen::V,razandin,lo egin
1004,aufwachen::V,şiyarbûn,esnatu
1005,aufwachen::V,şiyarbûn,atzarri
1006,aufstehen::V,rabûn,jaiki
1007,sich erholen::V,baş bûn,atseden egin
1008,krank werden::V,nexweş kêt,gaixotu
1009,krank sein::V,nexweş bû,eri izan
1010,krank sein::V,nexweş bû,gaixo izan
1011,schmerzen::V,êşandin,min egin
1012,husten::V,kuxin,eztul egin
1013,genesen::V,baş bûn,osatu
1014,sterben::V,mirin,hil
1015,sterben::V,mirin,zendu
1016,umkommen::V,mirin,istripuz hil
1017,sich bewegen::V,leqîn,higitu
1018,sich rühren::V,leqîn,zirkin egin
1019,sich erheben::V,rabûn,zutitu
1020,sich erheben::V,rabûn,altxatu
1021,sich setzen::V,runiştin,eseri
1022,sich setzen::V,runiştin,jesarri
1023,hinfallen::V,kêtin,erori
1024,laufen::V,meşîn,ibili
1025,schreiten::V,meşkirin,oinkatu
1026,spazierengehen::V,gerandin,paseatu
1027,spazierengehen::V,gerandin,ostera bat egin
1028,eilen::V,lezandin,lasterkatu
1029,sich beeilen::V,zûkirin,lehiatu
1030,sausen::V,fîzîn,ziztu bizian joan
1031,rennen::V,baz dan,lasterka egin
1032,springen::V,hilpekîn,jauzi egin
1033,klettern::V,hilperikîn,igo
1034,schaukeln::V,lorandin,zabu egin
1035,schaukeln::V,lorandin,zanbulu egin
1036,kriechen::V,xuşandin,narras egin
1037,schwimmen::V,avjenîn,igerikatu
1038,schwimmen::V,avjenîn,igeri egin
1039,tauchen::V,qutxuyardin,murgildu
1040,tauchen::V,qutxuyardin,pulunpatu
1041,tauchen::V,noqîn,murgildu
1042,tauchen::V,noqîn,pulunpatu
1043,rudern::V,qaîq ajotin,bogatu
1044,rudern::V,qaîq ajotin,arraun egin
1045,fahren::V,ajotin,joan
1046,fliegen::V,firîn,hegaldatu
1047,fliegen::V,firîn,hegan egin
1048,gehen::V,çûn,joan
1049,weggehen::V,çûn,alde egin
1050,abfahren::V,çûyin,abiatu
1051,anhalten::V,rawestîn,geratu
1052,anhalten::V,rawestîn,gelditu
1053,hineingehen::V,ketin hundir,sartu
1054,eintreten::V,têketin,sartu
1055,kommen::V,hatin,etorri
1056,ankommen::V,gihan,heldu
1057,ankommen::V,gihan,iritsi
1058,ankommen::V,gihîştin,heldu
1059,ankommen::V,gihîştin,iritsi
1060,zurückkommen::V,vegerandin,itzuli
1061,bleiben::V,sekinîn,gelditu
1062,warten::V,payîn,itxaron
1063,warten::V,payîn,zain egon
1064,erwarten::V,payîn,iguriki
1065,suchen::V,lêgerîn,bilatu
1066,finden::V,peyda kirin,idoro
1067,finden::V,peyda kirin,aurkitu
1068,versuchen::V,çeribandin,saiatu
1069,versuchen::V,çeribandin,ahalegindu
1070,vorbereiten::V,amade kirin,gertatu
1071,lieben::V,hez kirin,maitatu
1072,lieben::V,hez kirin,maite izan
1073,mögen::V,dil kirin,laket izan
1074,mögen::V,dil kirin,atsegin izan
1075,lachen::V,kenîn,irri egin
1076,lachen::V,kenîn,barre egin
1077,rühren::V,hêjan,hunkitu
1078,weinen::V,girîn,negar egin
1079,schimpfen::V,pevçûn,erneguka ari izan
1080,sich ärgern::V,enirîn,ernegatu
1081,sich ärgern::V,enirîn,haserretu
1082,sich fürchten::V,tirsîn,beldur izan
1083,fürchten::V,tirsin,beldur izan
1084,fliehen::V,bazdan,ihes egin
1085,flüchten::V,revîn,ihes egin
1086,sehen::V,dîtin,ikusi
1087,anschauen::V,sêr kirin,begietsi
1088,ansehen::V,hesibandin,begiratu
1089,hören::V,guhdar jirin,aditu
1090,zuhören::V,guhdarî kirin,entzun
1091,probieren::V,tehm kirin,dastatu
1092,riechen::V,bihn kirin,usnatu
1093,riechen::V,bihn kirin,usaindu
1094,fühlen::V,hîs kirin,sentitu
1095,scheinen::V,xoyer kir,iruditu
1096,scheinen::V,xoyer kir,begitandu
1097,zu sehen sein::V,diyar bûn,azaldu
1098,vernehmen::V,bihîstin,aditu
1099,frieren::V,qerişîn,hotz izan
1100,tun::V,kirin,egin
1101,können::V,karin,ahal izan
1102,wollen::V,xwestîn,nahi izan
1103,anfangen::V,dest pêkirin,hasi
1104,beenden::V,xelas kirin,bukatu
1105,aufhören::V,xelas kirin,utzi
1106,gelingen::V,çe bûn,lortu
1107,geraten::V,qewîmîn,heldu
1108,öffnen::V,vekirin,ireki
1109,öffnen::V,vekirin,zabaldu
1110,schließen::V,girtin,itxi
1111,stellen::V,danîn,ipini
1112,setzen::V,rûniştin,jesarri
1113,legen::V,danîn,jarri
1114,legen::V,razandin,jarri
1115,berühren::V,lêketin,ukitu
1116,verbinden::V,anîn pê,uztartu
1117,bedecken::V,sergirtin,estali
1118,aufhängen::V,aliqandin,eseki
1119,aufhängen::V,aliqandin,eskegi
1120,anzünden::V,pêxistin,piztu
1121,aufheben::V,hildan,jaso
1122,zurücklassen::V,hiştin,atzean utzi
1123,zurücklassen::V,vehiştin,atzean utzi
1124,verlieren::V,wendakirin,galdu
1125,fallen lassen::V,xistin bixe,erortzen utzi
1126,fallen lassen::V,xistin,erortzen utzi
1127,machen::V,kirin,egin
1128,machen::V,çêkirin,egin
1129,herstellen::V,çê kirin,ekoiztu
1130,herstellen::V,peyda kirin,ekoiztu
1131,bauen::V,lêkirin,eraiki
1132,reparieren::V,veherînerîn,konpondu
1133,verbessern::V,sererastkirin,hobetu
1134,ändern::V,degiş kirin,mudatu
1135,graben::V,kolandin,aitzurtu
1136,beugen::V,tewîn,makurtu
1137,beugen::V,xwar kirin,makurtu
1138,biegen::V,tewandin,malgutu
1139,biegen::V,tewandin,makolatu
1140,biegen::V,xwarkirin,malgutu
1141,biegen::V,xwarkirin,makolatu
1142,drehen::V,fitilandin,jiratu
1143,wenden::V,zivîrin,bihurtu
1144,umdrehen::V,vegerandin,biratu
1145,umdrehen::V,vegerandin,alderantzikatu
1146,heben::V,hildan,jaso
1147,heben::V,hildan,goratu
1148,hochheben::V,hildan,goratu
1149,hochheben::V,hildan,altxatu
1150,ergreifen::V,dest avêtin,oratu
1151,halten::V,hîştin,eutsi
1152,halten::V,sekinîn,eutsi
1153,drücken::V,pêl kirin,sakatu
1154,schieben::V,damdan,bultzatu
1155,kratzen::V,xurandin,hatz egin
1156,kratzen::V,xurandin,hazka egin
1157,lecken::V,alastin,miaztu
1158,lecken::V,alastin,lamikatu
1159,beißen::V,gez kirin,hozka egin
1160,beißen::V,gez kirin,ausiki egin
1161,abreißen::V,hilşandin,kendu
1162,abschneiden::V,jêkirin,moztu
1163,abschneiden::V,jêkirin,pikatu
1164,binden::V,girêdan,lotu
1165,binden::V,girêdan,estekatu
1166,stecken::V,têxistin,sartu
1167,brechen::V,şikandin,apurtu
1168,klopfen::V,kutandin,jo
1169,hauen::V,li dan,jo
1170,kleben::V,zeliqîn,itsatsi
1171,kleben::V,şirêz kirin,itsatsi
1172,reiben::V,firikandin,igurtzi
1173,streichen::V,bax dan,igurtzi
1174,schleifen::V,çarkirin,zorroztu
1175,schneiden::V,jêkirin,moztu
1176,rütteln::V,hejandin,astindu
1177,rütteln::V,hejandin,inarrosi
1178,schütteln::V,daweşîn,astindu
1179,schütteln::V,daweşîn,inarrosi
1180,schwenken::V,têwdan,zabukatu
1181,schütten::V,rijandin,isuri
1182,füllen::V,dagirtin,bete
1183,einwickeln::V,pêçandin,bildu
1184,tragen::V,kişandin,eroan
1185,tragen::V,kişandin,eraman
1186,tragen::V,rajtin,eroan
1187,tragen::V,rajtin,eraman
1188,schleppen::V,kişandin,narrastu
1189,schleppen::V,kişandin,herrestatu
1190,ziehen::V,kişandin,tira egin
1191,aufbewahren::V,hilandin,gorde
1192,werfen::V,avêtin,jaurti
1193,werfen::V,avêtin,aurtiki
1194,fangen::V,sem kirin,atzeman
1195,fangen::V,girtin,atzeman
1196,packen::V,pê girtin,heldu
1197,verstecken::V,hîlanin,ostendu
1198,verstecken::V,hîlanin,ezkutatu
1199,teilen::V,parvekirin,zatitu
1200,schicken::V,şandin,bidali
1201,bringen::V,anîn,ekarri
1202,bringen::V,birin,ekarri
1203,hinzufügen::V,dan ser,eratxiki
1204,hinzufügen::V,dan ser,gaineratu
1205,hinzufügen::V,li tiştekî zêde kirin,eratxiki
1206,hinzufügen::V,li tiştekî zêde kirin,gaineratu
1207,bekommen::V,standin,jaso
1208,erhalten::V,standin,jaso
1209,nehmen::V,girtin,hartu
1210,wählen::V,ray dan,hautatu
1211,wählen::V,ray dan,aukeratu
1212,auswählen::V,bijartin,hautatu
1213,auswählen::V,bijartin,aukeratu
1214,bewahren::V,rê li ber girtin,begiratu
1215,bewahren::V,lê xwedî derketin,begiratu
1216,behindern::V,bara wi,oztopatu
1217,verderben::V,heram bûn,hondatu
1218,beschädigen::V,xerab kirin,akastu
1219,zerbrechen::V,şikênandin,apurtu
1220,zerbrechen::V,perçe kirin,apurtu
1221,zerreißen::V,qelişandin,zarratatu
1222,zerstören::V,hilşandin,suntsitu
1223,verbrennen::V,şewitandin,erre
1224,verbrennen::V,şewitandin,kiskali
1225,geben::V,dan,eman
1226,geben::V,dayin,eman
1227,reichen::V,besbûn,luzatu
1228,reichen::V,besbûn,helarazi
1229,reichen::V,têrkirin,luzatu
1230,reichen::V,têrkirin,helarazi
1231,schenken::V,diyarî kirin,oparitu
1232,versprechen::V,soz dan,agindu
1233,wünschen::V,dil kirin,opatu
1234,wünschen::V,dil kirin,opetsi
1235,loben::V,pesinandin,laudatu
1236,loben::V,pesinandin,goraipatu
1237,küssen::V,maçkirin,musu eman
1238,wiegen::V,lorandin,kulunkatu
1239,wiegen::V,wezinandin,kulunkatu
1240,zudecken::V,nixumandin,estali
1241,wecken::V,bixwe hesandin,esnatu
1242,wecken::V,bixwe hesandin,iratzartu
1243,zeigen::V,şanîdan,erakutsi
1244,führen::V,raber kirin,gidatu
1245,lehren::V,hîn kirin,irakatsi
1246,unterrichten::V,ders dan,eskolak eman
1247,aufziehen::V,mesinkirin,hazi
1248,leiten::V,rêberî kirin,arteztu
1249,antreiben::V,bezandin,bulkatu
1250,lassen::V,berdan,-arazi
1251,lassen::V,hiştin,-arazi
1252,einladen::V,dawet kirin,gonbidatu
1253,vereinigen::V,bi yek kirin,batu
1254,vereinigen::V,bi yek kirin,bateratu
1255,besuchen::V,mêvan bûn,ikustatu
1256,treffen::V,rast hatin,topatu
1257,sich versammeln::V,li hev çivîn,bildu
1258,spielen::V,listin,jolastu
1259,singen::V,stran,abestu
1260,singen::V,stran,kantatu
1261,tanzen::V,reqisîn,dantzatu
1262,tanzen::V,reqisîn,dantzan egin
1263,sich trennen::V,hew berdan,banandu
1264,verlassen::V,tanê hişt,utzietsi
1265,verlassen::V,bêkes,utzietsi
1266,retten::V,rihakirin,salbatu
1267,retten::V,rihakirin,gaizkatu
1268,bewachen::V,raçavkirin,jagon
1269,bewachen::V,raçavkirin,zaindu
1270,schützen::V,hemet kirin,babestu
1271,schützen::V,hemet kirin,gerizatu
1272,verteidigen::V,paraztin,aldeztu
1273,sich schlagen::V,li hev bezîn,elkar jo
1274,sich schlagen::V,li hev bezîn,elkar borrokatu
1275,schießen::V,agir kirin,tiro egin
1276,siegen::V,biser ketin,irabazi
1277,ärgern::V,xeyirandin,ernegatu
1278,ärgern::V,xeyirandin,haserretu
1279,schlagen::V,lêdan,jo
1280,schlagen::V,lêdan,erauntsi
1281,schlagen::V,lêxistin,jo
1282,schlagen::V,lêxistin,erauntsi
1283,treten::V,têlekirin,zapaldu
1284,treten::V,têlekirin,ostiaktu
1285,stechen::V,têrekirin,sastatu
1286,stoßen::V,lêketin,bultzatu
1287,stehlen::V,dizîn,ostu
1288,stehlen::V,dizîn,lapurtu
1289,stehlen::V,dizî birin,ostu
1290,stehlen::V,dizî birin,lapurtu
1291,stören::V,aciz kirin,galarazi
1292,belästigen::V,li tela yeki ketin,gohaindu
1293,belästigen::V,li tela yeki ketin,alamena eman
1294,verbergen::V,veşartin,ezkutatu
1295,verbergen::V,kemîndanîn,ezkutatu
1296,täuschen::V,xapandin,tronpatu
1297,täuschen::V,xapandin,engainatu
1298,täuschen::V,lê zexeli kirin,tronpatu
1299,täuschen::V,lê zexeli kirin,engainatu
1300,betrügen::V,xapandin,iruzurtu
1301,töten::V,kûştin,hil
1302,töten::V,kûştin,heriotza eman
1303,wohnen::V,rûniştin,bizi izan
1304,arbeiten::V,kar kirin,lan egin
1305,arbeiten::V,kar kirin,behar egin
1306,arbeiten::V,şêxulin,lan egin
1307,arbeiten::V,şêxulin,behar egin
1308,sammeln::V,komkirin,bildu
1309,sammeln::V,komkirin,bildumatu
1310,pflücken::V,çinîn,batu
1311,pflücken::V,çinîn,bildu
1312,jagen::V,nêçîr kirin,ehizatu
1313,fischen::V,masî girtin,arrantzatu
1314,fischen::V,masî girtin,arrantza egin
1315,fassen::V,pê girtin,harrapatu
1316,fassen::V,sêm kirin,harrapatu
1317,hüten::V,hei jê man,begiratu
1318,treiben::V,bêherandin,bultza egin
1319,anbinden::V,tewilandin,estekatu
1320,füttern::V,xwarine dan lê,bazkatu
1321,melken::V,dotin,jetzi
1322,hacken::V,kolandin,xehatu
1323,gießen::V,av dan,isuri
1324,reifen::V,kemilîn,heldu
1325,reifen::V,kemilîn,zoritu
1326,zubereiten::V,çe kirin,prestatu
1327,kochen::V,xwarin çe kirin,egosi
1328,kochen::V,kelandin,egosi
1329,backen::V,pijandin,labean egin
1330,braten::V,qelandin,erregosi
1331,braten::V,sor kirin,erregosi
1332,umrühren::V,têvdan,eragin
1333,stricken::V,hûnan,trikotatu
1334,stricken::V,hûnan,puntu egin
1335,nähen::V,kêl kirin,josi
1336,färben::V,boyax kirin,tindatu
1337,reinigen::V,paqijkirin,ikuzi
1338,reinigen::V,paqijkirin,garbitu
1339,waschen::V,şuştin,xahutu
1340,waschen::V,şuştin,garbitu
1341,abwischen::V,pakîj kirin,xukatu
1342,spülen::V,şuştin,irakutzi
1343,fegen::V,maliştin,erraztatu
1344,kehren::V,maliştin,isastu
1345,baden::V,serîşûştin,bainatu
1346,baden::V,serîşûştin,bainua hartu
1347,sich waschen::V,serîşûştin,burua garbitu
1348,ausziehen::V,jê kirin,erantzi
1349,anziehen::V,pê kirin,jantzi
1350,sich anziehen::V,xwe kirin,jantzi
1351,kämmen::V,şeh kirin,orraztu
1352,schmücken::V,xemilandin,apaindu
1353,sagen::V,gotin,esan
1354,sagen::V,peyivîn,esan
1355,sprechen::V,peyivîn,mintzatu
1356,sprechen::V,peyivîn,hitz egin
1357,reden::V,axaftin,hitz egin
1358,sich unterhalten::V,hev biştaxilin,solastu
1359,sich unterhalten::V,hev biştaxilin,solas egin
1360,fragen::V,pirsîn,galdetu
1361,fragen::V,pirs kirin,galdetu
1362,bitten::V,tika kirin,eskatu
1363,bitten::V,tika kirin,galdegin
1364,erzählen::V,behs kirin,edestu
1365,erzählen::V,behs kirin,kontatu
1366,mitteilen::V,vegotin,jakinarazi
1367,nennen::V,bi nav kirin,izena eman
1368,rufen::V,bakirin,dei egin
1369,prahlen::V,pesnê xwe dan,harrokerian ibili
1370,prahlen::V,pesnê xwe dan,ahoberokeriak esan
1371,übersetzen::V,qulibandin,itzuli
1372,übersetzen::V,derbas kirin,itzuli
1373,denken::V,fikirîn,pentsatu
1374,denken::V,fikirîn,gogoeta egin
1375,glauben::V,bawer bûn,sinetsi
1376,bemerken::V,bala xwe dan,ohartu
1377,bemerken::V,bala xwe dan,konturatu
1378,bemerken::V,çac lê ketin,ohartu
1379,bemerken::V,çac lê ketin,konturatu
1380,erkennen::V,pêhesîn,ezagutu
1381,erkennen::V,pêhesîn,antzeman
1382,begreifen::V,fêmkirin,ulertu
1383,verstehen::V,fêmkirin,aditu
1384,lernen::V,halmandin,ikasi
1385,lernen::V,fêrbun,ikasi
1386,wissen::V,zanîn,jakin
1387,sich erinnern an::V,bir bûn,gogoratu
1388,sich erinnern an::V,bir bûn,gogoan izan
1389,vergessen::V,ji bir kirin,ahaztu
1390,vergessen::V,ji bir kirin,ahantzi
1391,messen::V,pê kanîn,neurtu
1392,zählen::V,hejmardin,zenbatu
1393,zählen::V,hejmardin,kopuratu
1394,rechnen::V,hesibandin,kalkulatu
1395,lesen::V,xwendin,irakurri
1396,malen::V,rengandin,margotu
1397,malen::V,boyax kirin,margotu
1398,zeichnen::V,işaret kirin,marraztu
1399,schreiben::V,nivîsandin,idatzi
1400,besitzen::V,hebûn,ukan
1401,besitzen::V,hebûn,eduki
1402,kaufen::V,kirîn,erosi
1403,verkaufen::V,firotin,saldu
1404,bezahlen::V,pere dan,ordaindu
1405,zahlen::V,pere dan,ordaindu
1406,zahlen::V,dayin,ordaindu
1407,beherrschen::V,zebt kirin,menpean izan
1408,beherrschen::V,hukim kirin,menpean izan
1409,ertragen::V,bihêzkirin,jasan
1410,ertragen::V,bihêzkirin,pairatu
