,Concept_ID,uk,tt
827,rauchen::V,диміти,төтәү
828,rauchen::V,диміти,төтенләү
829,regnen::V,дощити,яву
830,gefrieren::V,змерзнути,кату
831,tauen::V,танути,эрү
832,tauen::V,танути,эретү
833,schmelzen::V,плавитися,эрү
834,schmelzen::V,плавитися,эретү
835,trocknen::V,сохнути,кибү
836,sieden::V,кипіти,ургылу
837,faulen::V,гнити,черү
838,verfaulen::V,згнити,черү
839,reißen::V,рватися,өзелү
840,versinken::V,тонути,бату
841,vergehen::V,проходити,авышу
842,erscheinen::V,з’явитися,пәйда булу
843,verschwinden::V,щезнути,югалу
844,verschwinden::V,щезнути,юк булу
845,verschwinden::V,зникнути,югалу
846,verschwinden::V,зникнути,юк булу
847,sinken::V,спадати,кимү
848,sinken::V,спадати,кайту
849,abnehmen::V,поменшитися,азаю
850,zunehmen::V,збільшуватися,арту
851,zunehmen::V,збільшуватися,күбәю
852,zunehmen::V,збільшуватися,ишәю
853,steigen::V,підніматися,үсү
854,wachsen::V,рости,үсү
855,glänzen::V,блищати,ялкылдау
856,funkeln::V,блискати,ялтырау
857,lärmen::V,шуміти,шаулау
858,läuten::V,дзвонити,шалтырату
859,klingeln::V,дзвонити,шалтырату
860,klirren::V,дзвякати,чылтырау
861,brausen::V,бушувати,давыллау
862,brausen::V,бушувати,дулау
863,rauschen::V,шелестіти,кыштырдау
864,klingen::V,лунати,ишетелү
865,klingen::V,звучати,ишетелү
866,bellen::V,гавкати,өрү
867,heulen::V,вити,улау
868,blasen::V,дунути,өрү
869,pfeifen::V,свистіти,сызгырту
870,schreien::V,кричати,кычкыру
871,stöhnen::V,стогнати,ыңгырашу
872,zittern::V,тремтіти,калтырау
873,zittern::V,тремтіти,калтырану
874,leben::V,жити,яшәү
875,leben::V,жити,гомер итү
876,geboren werden::V,народитися,туу
877,atmen::V,дихати,сулау
878,trinken::V,пити,эчү
879,essen::V,їсти,ашау
880,schlucken::V,ковтати,йоту
881,müde werden::V,втомитися,ялыгу
882,müde werden::V,втомитися,йөгенү
883,einschlafen::V,заснути,йокыга китү
884,schlafen::V,спати,йоклау
885,aufwachen::V,прокинутися,уяну
886,aufstehen::V,встати,тору
887,sich erholen::V,відпочивати,ял алу
888,sich erholen::V,відпочивати,истирахәт итү
889,krank werden::V,захворіти,чирләү
890,krank sein::V,хворіти,чирләү
891,schmerzen::V,боліти,авырту
892,husten::V,кашляти,ютәлләү
893,genesen::V,одужати,савыгу
894,genesen::V,одужати,сәламәтләнү
895,genesen::V,видужати,савыгу
896,genesen::V,видужати,сәламәтләнү
897,sterben::V,померти,үлү
898,sterben::V,померти,дөнья кую
899,sterben::V,померти,вафат булу
900,umkommen::V,згинути,үлү
901,sich bewegen::V,рухатися,йөрү
902,sich rühren::V,ворушитися,кыймылдау
903,sich erheben::V,встати,басу
904,sich setzen::V,сісти,утыру
905,hinfallen::V,упасти,егылу
906,laufen::V,ходити,җәяүләү
907,schreiten::V,крокувати,атлау
908,spazierengehen::V,гуляти,йөрү
909,spazierengehen::V,гуляти,йөргенү
910,eilen::V,спішити,ашыгу
911,sich beeilen::V,поспішати,ашыгу
912,sich beeilen::V,поспішати,кызулау
913,sausen::V,мчатися,җилдерү
914,rennen::V,бігати,йөгерү
915,springen::V,скакати,сикерү
916,springen::V,стрибати,сикерү
917,klettern::V,лазити,үрмәләү
918,schaukeln::V,гойдатися,атыну
919,kriechen::V,повзати,шуышу
920,kriechen::V,повзати,үрмәләү
921,schwimmen::V,пливти,йөзү
922,schwimmen::V,плавати,йөзү
923,tauchen::V,пірнати,чуму
924,rudern::V,гребти,ишү
925,rudern::V,веслувати,ишү
926,fahren::V,їхати,бару
927,fliegen::V,літати,очу
928,gehen::V,іти,йөрү
929,weggehen::V,піти,китү
930,abfahren::V,від’їхати,кузгалу
931,abfahren::V,відправитися,кузгалу
932,anhalten::V,зупинитися,тукталу
933,hineingehen::V,входити,инү
934,eintreten::V,увійти,инү
935,kommen::V,прийти,килү
936,ankommen::V,прибути,бару
937,zurückkommen::V,повернутися,кире кайту
938,bleiben::V,залишитися,калу
939,warten::V,чекати,көтү
940,erwarten::V,чекати,көтү
941,suchen::V,шукати,эзләү
942,finden::V,знайти,табу
943,versuchen::V,випробовувати,маташу
944,vorbereiten::V,підготувати,хәзерләү
945,lieben::V,любити,сөю
946,lieben::V,любити,ярату
947,mögen::V,любити,өнәү
948,mögen::V,подобатися,өнәү
949,lachen::V,сміятися,көлү
950,rühren::V,розчулити,дулкынландыру
951,weinen::V,плакати,елау
952,schimpfen::V,лаятися,сүгү
953,schimpfen::V,лаятися,сүгенү
954,sich ärgern::V,сердитися,ачулану
955,sich fürchten::V,боятися,курку
956,fürchten::V,боятися,калтырау
957,fürchten::V,боятися,калтырану
958,fliehen::V,тікати,арка бирү
959,flüchten::V,утекти,качу
960,sehen::V,бачити,күрү
961,anschauen::V,поглянути,карау
962,ansehen::V,дивитися на,карау
963,ansehen::V,дивитися на,күзәтү
964,hören::V,чути,ишетү
965,zuhören::V,слухати,тыңлау
966,probieren::V,покуштувати,тату
967,riechen::V,нюхати,иснәү
968,fühlen::V,відчувати,тою
969,fühlen::V,відчувати,сизү
970,scheinen::V,здаватися,күренү
971,zu sehen sein::V,виднітися,күренү
972,vernehmen::V,почути,ишетү
973,frieren::V,мерзнути,өшү
974,frieren::V,мерзнути,күшегү
975,tun::V,робити,итү
976,können::V,могти,алу
977,wollen::V,хотіти,теләү
978,anfangen::V,почати,керешү
979,beenden::V,закінчити,бетерү
980,beenden::V,закінчити,тәмамлау
981,aufhören::V,перестати,бетү
982,gelingen::V,вдатися,уңу
983,geraten::V,опинитися,сабышу
984,öffnen::V,відкрити,ачу
985,schließen::V,закрити,ябу
986,stellen::V,поставити,кую
987,setzen::V,посадити,утырту
988,legen::V,класти,яткыру
989,berühren::V,чіпати,тию
990,verbinden::V,зв’язати,ялгау
991,bedecken::V,покрити,өрту
992,bedecken::V,покрити,каплау
993,bedecken::V,покрити,томалау
994,aufhängen::V,повісити,асу
995,anzünden::V,запалити,кабызу
996,aufheben::V,підняти,күтәрү
997,zurücklassen::V,залишити,калдыру
998,verlieren::V,загубити,югалту
999,fallen lassen::V,упустити,төшерү
1000,machen::V,зробити,ясау
1001,machen::V,зробити,эшләү
1002,herstellen::V,виготовити,ясау
1003,bauen::V,будувати,кору
1004,reparieren::V,лагодити,төзәтү
1005,verbessern::V,поліпшити,яхшырту
1006,ändern::V,змінити,үзгәртү
1007,graben::V,копати,казу
1008,beugen::V,зігнути,ию
1009,biegen::V,погнути,бөгү
1010,drehen::V,вертіти,бору
1011,drehen::V,вертіти,бөтерү
1012,wenden::V,повернути,бору
1013,umdrehen::V,перевернути,түнтәрү
1014,heben::V,піднімати,күтәрү
1015,hochheben::V,підняти,күтәрү
1016,ergreifen::V,схопити,эләктерү
1017,halten::V,тримати,тоту
1018,drücken::V,натискати,кысу
1019,schieben::V,пхати,кузгату
1020,schieben::V,штовхати,кузгату
1021,kratzen::V,шкребти,тырнау
1022,lecken::V,лизати,ялау
1023,beißen::V,кусати,тешләү
1024,abreißen::V,відірвати,өзү
1025,abschneiden::V,відрізати,кыю
1026,abschneiden::V,відрізати,кисү
1027,binden::V,в’язати,бәйләү
1028,stecken::V,увіткнути,төртү
1029,stecken::V,увіткнути,тыгу
1030,brechen::V,зламати,сындыру
1031,klopfen::V,стукати,шаку
1032,klopfen::V,стукати,шакылдау
1033,hauen::V,бити,кыйнау
1034,kleben::V,клеїти,ябыштыру
1035,reiben::V,терти,ышку
1036,streichen::V,намазати,ягу
1037,schleifen::V,точити,кайрау
1038,schneiden::V,різати,кисү
1039,rütteln::V,хитати,селкетү
1040,schütteln::V,трясти,селкетү
1041,schwenken::V,махати,болгау
1042,schütten::V,налити,кою
1043,füllen::V,наповнити,тутыру
1044,einwickeln::V,загорнути,төрү
1045,tragen::V,нести,ташу
1046,schleppen::V,тягти,сөйрәү
1047,schleppen::V,тягти,өстерәү
1048,ziehen::V,тягнути,тарту
1049,aufbewahren::V,зберігати,саклау
1050,werfen::V,кидати,ыргыту
1051,fangen::V,ловити,тоту
1052,packen::V,схопити,эләктерү
1053,verstecken::V,сховати,яшерү
1054,teilen::V,розділити,бүлү
1055,schicken::V,посилати,җибәрү
1056,bringen::V,принести,китерү
1057,hinzufügen::V,додати,өстәү
1058,bekommen::V,дістати,алу
1059,erhalten::V,одержати,алу
1060,nehmen::V,взяти,алу
1061,wählen::V,вибрати,сайлау
1062,auswählen::V,відібрати,сайлау
1063,bewahren::V,зберегти,саклау
1064,behindern::V,перешкоджати,комачаулау
1065,verderben::V,зіпсувати,бозу
1066,beschädigen::V,зашкодити,бозу
1067,zerbrechen::V,розбити,вату
1068,zerreißen::V,розірвати,өзү
1069,zerreißen::V,розірвати,ерту
1070,zerstören::V,зруйнувати,җимерү
1071,verbrennen::V,спалити,яндыру
1072,verbrennen::V,спалити,көйдерү
1073,geben::V,дати,бирү
1074,reichen::V,передати,тапшыру
1075,schenken::V,дарувати,бүләкләү
1076,versprechen::V,обіцяти,вәгъдә бирү
1077,wünschen::V,бажати,котлау
1078,loben::V,хвалити,мактау
1079,küssen::V,цілувати,үбү
1080,wiegen::V,качати,тирбәтү
1081,zudecken::V,накрити,ябу
1082,zudecken::V,накрити,бөркәү
1083,wecken::V,розбудити,уяту
1084,zeigen::V,показати,күрсәтү
1085,führen::V,вести,йөртү
1086,lehren::V,вчити,өйрәтү
1087,unterrichten::V,викладати,укыту
1088,aufziehen::V,виховати,асрау
1089,leiten::V,керувати,җитәкләү
1090,antreiben::V,підганяти,куалау
1091,antreiben::V,підганяти,әйдәләү
1092,antreiben::V,підганяти,ашыктыру
1093,lassen::V,змусити,мәҗбүр итү
1094,einladen::V,запросити,чакыру
1095,vereinigen::V,об’єднати,берләштерү
1096,besuchen::V,завітати,керешү
1097,besuchen::V,відвідати,керешү
1098,treffen::V,зустріти,очрату
1099,sich versammeln::V,зібратися,җыелышу
1100,spielen::V,грати,уйнау
1101,singen::V,співати,җырлау
1102,tanzen::V,танцювати,бию
1103,sich trennen::V,розлучитися,аерылу
1104,sich trennen::V,розлучитися,ташлашу
1105,verlassen::V,покинути,ташлау
1106,verlassen::V,покинути,калдыру
1107,retten::V,врятувати,коткару
1108,bewachen::V,охороняти,каравыллау
1109,schützen::V,уберігати,ышыклау
1110,verteidigen::V,захистити,яклау
1111,verteidigen::V,захистити,саклау
1112,sich schlagen::V,битися,сугышу
1113,sich schlagen::V,дратися,сугышу
1114,schießen::V,стріляти,ату
1115,siegen::V,перемогти,җиңү
1116,ärgern::V,сердити,ачуландыру
1117,schlagen::V,ударити,ору
1118,schlagen::V,ударити,бәрү
1119,schlagen::V,ударити,тукмау
1120,treten::V,штовхати,тибү
1121,stechen::V,вколоти,кадау
1122,stoßen::V,штовхнути,этү
1123,stehlen::V,украсти,урлау
1124,stören::V,перешкодити,комачаулау
1125,belästigen::V,докучати,борчу
1126,belästigen::V,докучати,билмазалау
1127,verbergen::V,сховати,яшерү
1128,täuschen::V,обдурити,алдату
1129,betrügen::V,зшахраювати,хәрәмләшү
1130,töten::V,убити,үтерү
1131,wohnen::V,жити,яшәү
1132,wohnen::V,мешкати,яшәү
1133,arbeiten::V,працювати,эшләү
1134,sammeln::V,зібрати,туплау
1135,pflücken::V,зривати,өзү
1136,jagen::V,полювати,аулау
1137,fischen::V,рибалити,балык тоту
1138,fassen::V,піймати,тоту
1139,hüten::V,пасти,көтү
1140,treiben::V,гнати,куалау
1141,anbinden::V,прив’язати,бәйләү
1142,füttern::V,годувати,туйдыру
1143,füttern::V,харчувати,туйдыру
1144,melken::V,доїти,саву
1145,hacken::V,рубати,чабу
1146,gießen::V,полити,сугару
1147,reifen::V,дозріти,җитешү
1148,zubereiten::V,зготовити,пешеренү
1149,zubereiten::V,приготувати,пешеренү
1150,kochen::V,варити,пешерү
1151,kochen::V,варити,кайнату
1152,kochen::V,готувати,пешерү
1153,kochen::V,готувати,кайнату
1154,backen::V,пекти,пешерү
1155,braten::V,смажити,куыру
1156,braten::V,смажити,кыздыру
1157,umrühren::V,переміщати,бутау
1158,umrühren::V,переміщати,болгату
1159,stricken::V,в’язати,бәйләү
1160,nähen::V,шити,тегү
1161,färben::V,пофарбувати,ману
1162,reinigen::V,очистити,чистарту
1163,waschen::V,мити,юу
1164,abwischen::V,витерти,сөртү
1165,spülen::V,полоскати,чайкау
1166,fegen::V,підмітати,себерү
1167,kehren::V,мести,себерү
1168,baden::V,купатися,коену
1169,sich waschen::V,митися,юыну
1170,ausziehen::V,зняти,чишенү
1171,anziehen::V,надіти,кию
1172,sich anziehen::V,одягтися,киенү
1173,sich anziehen::V,одягнутися,киенү
1174,kämmen::V,зачесати,тарау
1175,schmücken::V,оздобити,бизәү
1176,schmücken::V,оздобити,бизәкләү
1177,sagen::V,сказати,дию
1178,sagen::V,сказати,әйтү
1179,sprechen::V,говорити,сөйләү
1180,sprechen::V,говорити,сөйләшү
1181,reden::V,розмовляти,сөйләү
1182,sich unterhalten::V,бесідувати,сөйләшү
1183,fragen::V,запитати,сорау
1184,fragen::V,запитати,сорашу
1185,bitten::V,просити,үтенү
1186,erzählen::V,розповісти,сөйләү
1187,mitteilen::V,повідомити,белдерү
1188,nennen::V,назвати,дию
1189,rufen::V,кликати,дәшү
1190,prahlen::V,хвалитися,мактану
1191,prahlen::V,хвалитися,шапырыну
1192,übersetzen::V,перекласти,күчерү
1193,denken::V,думати,уйлау
1194,denken::V,мислити,уйлау
1195,glauben::V,вірити,инану
1196,bemerken::V,помітити,искәрү
1197,erkennen::V,пізнати,тану
1198,begreifen::V,осягнути,аңлау
1199,begreifen::V,осягнути,төшенү
1200,verstehen::V,почути,аңлау
1201,verstehen::V,почути,төшенү
1202,lernen::V,навчатися,уку
1203,lernen::V,навчатися,өйрәнү
1204,wissen::V,знати,белү
1205,sich erinnern an::V,пам’ятати,хәтерләү
1206,vergessen::V,забути,оныту
1207,messen::V,міряти,үлчәү
1208,zählen::V,лічити,санау
1209,rechnen::V,рахувати,исәпләү
1210,lesen::V,читати,уку
1211,malen::V,малювати,рәсем ясау
1212,malen::V,малювати,сурәт ясау
1213,malen::V,малювати,сурәтләү
1214,zeichnen::V,рисувати,язу-сызу
1215,zeichnen::V,рисувати,сурәт ясау
1216,schreiben::V,писати,язу
1217,besitzen::V,мати,биләү
1218,kaufen::V,купити,алу
1219,verkaufen::V,продати,сату
1220,bezahlen::V,заплатити,түләү
1221,zahlen::V,платити,түләү
1222,beherrschen::V,володіти,ия булу
1223,ertragen::V,витерпіти,чыдау
