,Concept_ID,he,tt
800,passieren::V,קרה,булу
801,beginnen::V,התחיל,башлану
802,enden::V,הסתים,бетү
803,wechseln::V,השתנה,үзгәртү
804,aufgehen[Sonne]::V,זרח,чыгу
805,untergehen[Sonne]::V,שקע,бату
806,scheinen[Sonne]::V,בהק,яктырту
807,donnern::V,רעם,күкрәү
808,wehen::V,נשב,исү
809,strömen::V,זרם,агу
810,fließen::V,זרם,агу
811,sich drehen::V,הסתובב,бөтерелү
812,schwanken::V,התנודד,икеләнү
813,schwingen::V,התנענע,тирбәлү
814,fallen::V,נפל,егылу
815,brennen::V,בער,яну
816,rauchen::V,עשן,төтәү
817,rauchen::V,עשן,төтенләү
818,regnen::V,ירד גשם,яву
819,gefrieren::V,קפא,кату
820,tauen::V,נמס,эрү
821,tauen::V,נמס,эретү
822,schmelzen::V,התיך,эрү
823,schmelzen::V,התיך,эретү
824,trocknen::V,התיבש,кибү
825,sieden::V,רתח,ургылу
826,faulen::V,רקב,черү
827,verfaulen::V,רקב,черү
828,reißen::V,נקרע,өзелү
829,versinken::V,טבע,бату
830,vergehen::V,עבר,авышу
831,erscheinen::V,נגלה,пәйда булу
832,erscheinen::V,הופיע,пәйда булу
833,verschwinden::V,נעלם,югалу
834,verschwinden::V,נעלם,юк булу
835,sinken::V,ירד,кимү
836,sinken::V,ירד,кайту
837,abnehmen::V,הפחית,азаю
838,zunehmen::V,רבה,арту
839,zunehmen::V,רבה,күбәю
840,zunehmen::V,רבה,ишәю
841,steigen::V,עלה,үсү
842,wachsen::V,גדל,үсү
843,glänzen::V,נצץ,ялкылдау
844,glänzen::V,בהק,ялкылдау
845,funkeln::V,נצנץ,ялтырау
846,lärmen::V,רעש,шаулау
847,läuten::V,צלצל,шалтырату
848,klingeln::V,צלצל,шалтырату
849,klirren::V,קרקש,чылтырау
850,brausen::V,געש,давыллау
851,brausen::V,געש,дулау
852,rauschen::V,רשרש,кыштырдау
853,klingen::V,נשמע,ишетелү
854,bellen::V,נבח,өрү
855,heulen::V,ילל,улау
856,blasen::V,נשף,өрү
857,pfeifen::V,שרק,сызгырту
858,schreien::V,צעק,кычкыру
859,stöhnen::V,נאנק,ыңгырашу
860,zittern::V,רעד,калтырау
861,zittern::V,רעד,калтырану
862,leben::V,חי,яшәү
863,leben::V,חי,гомер итү
864,geboren werden::V,נולד,туу
865,atmen::V,נשם,сулау
866,trinken::V,שתה,эчү
867,essen::V,אכל,ашау
868,schlucken::V,בלע,йоту
869,müde werden::V,התעיף,ялыгу
870,müde werden::V,התעיף,йөгенү
871,einschlafen::V,נרדם,йокыга китү
872,schlafen::V,ישן,йоклау
873,aufwachen::V,התעורר,уяну
874,aufstehen::V,קם,тору
875,sich erholen::V,נפש,ял алу
876,sich erholen::V,נפש,истирахәт итү
877,krank werden::V,חלה,чирләү
878,krank sein::V,היה חולה,чирләү
879,schmerzen::V,כאב,авырту
880,husten::V,השתעל,ютәлләү
881,genesen::V,הבריא,савыгу
882,genesen::V,הבריא,сәламәтләнү
883,sterben::V,מת,үлү
884,sterben::V,מת,дөнья кую
885,sterben::V,מת,вафат булу
886,umkommen::V,נספה,үлү
887,sich bewegen::V,נע,йөрү
888,sich rühren::V,זז,кыймылдау
889,sich erheben::V,קם,басу
890,sich setzen::V,התישב,утыру
891,hinfallen::V,נפל,егылу
892,laufen::V,הלך ברגל,җәяүләү
893,schreiten::V,פסע,атлау
894,spazierengehen::V,טיל,йөрү
895,spazierengehen::V,טיל,йөргенү
896,eilen::V,אץ,ашыгу
897,eilen::V,מהר,ашыгу
898,sich beeilen::V,מהר,ашыгу
899,sich beeilen::V,מהר,кызулау
900,sausen::V,אץ,җилдерү
901,rennen::V,רץ,йөгерү
902,springen::V,קפץ,сикерү
903,klettern::V,טפס,үрмәләү
904,schaukeln::V,התנדנד,атыну
905,kriechen::V,זחל,шуышу
906,kriechen::V,זחל,үрмәләү
907,schwimmen::V,שחה,йөзү
908,tauchen::V,צלל,чуму
909,rudern::V,חתר,ишү
910,fahren::V,נסע,бару
911,fliegen::V,עף,очу
912,gehen::V,הלך,йөрү
913,weggehen::V,עזב,китү
914,abfahren::V,יצא,кузгалу
915,anhalten::V,עצר,тукталу
916,hineingehen::V,נכנס,инү
917,eintreten::V,נכנס,инү
918,kommen::V,בא,килү
919,ankommen::V,הגיע,бару
920,zurückkommen::V,שב,кире кайту
921,zurückkommen::V,חזר,кире кайту
922,bleiben::V,נשאר,калу
923,warten::V,חכה,көтү
924,warten::V,המתין,көтү
925,erwarten::V,צפה,көтү
926,suchen::V,חפש,эзләү
927,finden::V,מצא,табу
928,versuchen::V,נסה,маташу
929,vorbereiten::V,הכין,хәзерләү
930,lieben::V,אהב,сөю
931,lieben::V,אהב,ярату
932,mögen::V,אהב,өнәү
933,lachen::V,צחק,көлү
934,rühren::V,נגע ללב,дулкынландыру
935,weinen::V,בכה,елау
936,schimpfen::V,גער,сүгү
937,schimpfen::V,גער,сүгенү
938,sich ärgern::V,זעם,ачулану
939,sich ärgern::V,כעס,ачулану
940,sich fürchten::V,פחד,курку
941,sich fürchten::V,חשש,курку
942,fürchten::V,פחד מ,калтырау
943,fürchten::V,פחד מ,калтырану
944,fürchten::V,חשש מ,калтырау
945,fürchten::V,חשש מ,калтырану
946,fliehen::V,ברח,арка бирү
947,flüchten::V,נמלט,качу
948,sehen::V,ראה,күрү
949,anschauen::V,הביט,карау
950,ansehen::V,התבונן,карау
951,ansehen::V,התבונן,күзәтү
952,hören::V,שמע,ишетү
953,zuhören::V,הקשיב,тыңлау
954,probieren::V,נסה,тату
955,riechen::V,הריח,иснәү
956,fühlen::V,חש,тою
957,fühlen::V,חש,сизү
958,scheinen::V,נדמה,күренү
959,zu sehen sein::V,נראה,күренү
960,vernehmen::V,נודע ל,ишетү
961,frieren::V,קר ל,өшү
962,frieren::V,קר ל,күшегү
963,tun::V,פעל,итү
964,können::V,יכל,алу
965,wollen::V,רצה,теләү
966,anfangen::V,התחיל,керешү
967,beenden::V,גמר,бетерү
968,beenden::V,גמר,тәмамлау
969,aufhören::V,סים,бетү
970,gelingen::V,הצליח,уңу
971,geraten::V,עלה,сабышу
972,öffnen::V,פתח,ачу
973,schließen::V,סגר,ябу
974,stellen::V,העמיד,кую
975,setzen::V,הושיב,утырту
976,legen::V,שם,яткыру
977,berühren::V,נגע,тию
978,verbinden::V,קשר,ялгау
979,bedecken::V,כסה,өрту
980,bedecken::V,כסה,каплау
981,bedecken::V,כסה,томалау
982,aufhängen::V,תלה,асу
983,anzünden::V,הצית,кабызу
984,aufheben::V,אסף,күтәрү
985,zurücklassen::V,השאיר,калдыру
986,verlieren::V,אבד,югалту
987,fallen lassen::V,שמט,төшерү
988,fallen lassen::V,הפיל,төшерү
989,machen::V,עשה,ясау
990,machen::V,עשה,эшләү
991,herstellen::V,יצר,ясау
992,bauen::V,בנה,кору
993,reparieren::V,תקן,төзәтү
994,verbessern::V,שפר,яхшырту
995,ändern::V,שנה,үзгәртү
996,graben::V,חפר,казу
997,beugen::V,כפף,ию
998,biegen::V,כופף,бөгү
999,drehen::V,סובב,бору
1000,drehen::V,סובב,бөтерү
1001,wenden::V,הפך,бору
1002,umdrehen::V,סובב,түнтәрү
1003,heben::V,הרים,күтәрү
1004,hochheben::V,הרים,күтәрү
1005,ergreifen::V,אחז,эләктерү
1006,halten::V,החזיק,тоту
1007,drücken::V,לחץ,кысу
1008,schieben::V,הזיז,кузгату
1009,kratzen::V,שרט,тырнау
1010,kratzen::V,שפשף,тырнау
1011,lecken::V,לקק,ялау
1012,beißen::V,נשך,тешләү
1013,abreißen::V,קרע,өзү
1014,abschneiden::V,חתך,кыю
1015,abschneiden::V,חתך,кисү
1016,binden::V,קשר,бәйләү
1017,stecken::V,תקע,төртү
1018,stecken::V,תקע,тыгу
1019,brechen::V,שבר,сындыру
1020,klopfen::V,נקש,шаку
1021,klopfen::V,נקש,шакылдау
1022,hauen::V,הכה,кыйнау
1023,kleben::V,הדביק,ябыштыру
1024,reiben::V,שפשף,ышку
1025,streichen::V,מרח,ягу
1026,schleifen::V,השחיז,кайрау
1027,schneiden::V,גזר,кисү
1028,rütteln::V,נענע,селкетү
1029,schütteln::V,נער,селкетү
1030,schwenken::V,נופף,болгау
1031,schwenken::V,טלטל,болгау
1032,schütten::V,שפך,кою
1033,füllen::V,מלא,тутыру
1034,einwickeln::V,עטף,төрү
1035,tragen::V,נשא,ташу
1036,schleppen::V,סחב,сөйрәү
1037,schleppen::V,סחב,өстерәү
1038,ziehen::V,משך,тарту
1039,aufbewahren::V,שמר,саклау
1040,werfen::V,זרק,ыргыту
1041,fangen::V,תפס,тоту
1042,packen::V,אחז,эләктерү
1043,verstecken::V,החביא,яшерү
1044,teilen::V,חלק,бүлү
1045,schicken::V,שלח,җибәрү
1046,bringen::V,הביא,китерү
1047,hinzufügen::V,הוסיף,өстәү
1048,bekommen::V,תפס,алу
1049,erhalten::V,קבל,алу
1050,nehmen::V,אחז,алу
1051,wählen::V,בחר,сайлау
1052,auswählen::V,בחר ב,сайлау
1053,bewahren::V,קים,саклау
1054,behindern::V,מנע,комачаулау
1055,verderben::V,מנע,бозу
1056,beschädigen::V,הזיק,бозу
1057,zerbrechen::V,נשבר,вату
1058,zerreißen::V,קרע,өзү
1059,zerreißen::V,קרע,ерту
1060,zerstören::V,הרס,җимерү
1061,zerstören::V,השמיד,җимерү
1062,verbrennen::V,שרף,яндыру
1063,verbrennen::V,שרף,көйдерү
1064,geben::V,נתן,бирү
1065,reichen::V,העביר,тапшыру
1066,schenken::V,נתן במתנה,бүләкләү
1067,versprechen::V,הבטיח,вәгъдә бирү
1068,wünschen::V,אחל,котлау
1069,loben::V,שבח,мактау
1070,küssen::V,נשק,үбү
1071,wiegen::V,נדנד,тирбәтү
1072,zudecken::V,כסה,ябу
1073,zudecken::V,כסה,бөркәү
1074,wecken::V,עורר,уяту
1075,zeigen::V,הראה,күрсәтү
1076,führen::V,הביא,йөртү
1077,führen::V,הוביל,йөртү
1078,lehren::V,למד,өйрәтү
1079,unterrichten::V,למד,укыту
1080,aufziehen::V,רומם,асрау
1081,leiten::V,נהל,җитәкләү
1082,antreiben::V,המרץ,куалау
1083,antreiben::V,המרץ,әйдәләү
1084,antreiben::V,המרץ,ашыктыру
1085,lassen::V,נתן,мәҗбүр итү
1086,einladen::V,הזמין,чакыру
1087,vereinigen::V,אחד,берләштерү
1088,vereinigen::V,לכד,берләштерү
1089,besuchen::V,בקר,керешү
1090,treffen::V,פגש,очрату
1091,sich versammeln::V,התאסף,җыелышу
1092,spielen::V,שחק,уйнау
1093,singen::V,שר,җырлау
1094,tanzen::V,רקד,бию
1095,sich trennen::V,נפרד,аерылу
1096,sich trennen::V,נפרד,ташлашу
1097,verlassen::V,עזב,ташлау
1098,verlassen::V,עזב,калдыру
1099,retten::V,הציל,коткару
1100,bewachen::V,שמר,каравыллау
1101,schützen::V,אבטח,ышыклау
1102,verteidigen::V,הגן,яклау
1103,verteidigen::V,הגן,саклау
1104,sich schlagen::V,התכתש,сугышу
1105,schießen::V,ירה,ату
1106,siegen::V,גבר,җиңү
1107,siegen::V,נצח,җиңү
1108,ärgern::V,עצבן,ачуландыру
1109,schlagen::V,הכה,ору
1110,schlagen::V,הכה,бәрү
1111,schlagen::V,הכה,тукмау
1112,schlagen::V,הלקה,ору
1113,schlagen::V,הלקה,бәрү
1114,schlagen::V,הלקה,тукмау
1115,treten::V,בעט,тибү
1116,stechen::V,דקר,кадау
1117,stoßen::V,דחק,этү
1118,stehlen::V,גנב,урлау
1119,stören::V,קטע,комачаулау
1120,stören::V,הפריע,комачаулау
1121,belästigen::V,הציק,борчу
1122,belästigen::V,הציק,билмазалау
1123,belästigen::V,הטריד,борчу
1124,belästigen::V,הטריד,билмазалау
1125,verbergen::V,הצניע,яшерү
1126,täuschen::V,שגע,алдату
1127,betrügen::V,הונה,хәрәмләшү
1128,töten::V,הרג,үтерү
1129,wohnen::V,גר,яшәү
1130,arbeiten::V,עבד,эшләү
1131,sammeln::V,אסף,туплау
1132,pflücken::V,קטף,өзү
1133,jagen::V,צד,аулау
1134,fischen::V,דג,балык тоту
1135,fassen::V,תפס,тоту
1136,hüten::V,רעה,көтү
1137,treiben::V,הוציא,куалау
1138,anbinden::V,קשר,бәйләү
1139,füttern::V,הלעיט,туйдыру
1140,melken::V,חלב,саву
1141,hacken::V,קצץ,чабу
1142,gießen::V,השקה,сугару
1143,reifen::V,בשל,җитешү
1144,zubereiten::V,הכין,пешеренү
1145,kochen::V,בשל,пешерү
1146,kochen::V,בשל,кайнату
1147,backen::V,אפה,пешерү
1148,braten::V,צלה,куыру
1149,braten::V,צלה,кыздыру
1150,braten::V,טגן,куыру
1151,braten::V,טגן,кыздыру
1152,umrühren::V,ערבב,бутау
1153,umrühren::V,ערבב,болгату
1154,stricken::V,סרג,бәйләү
1155,nähen::V,תפר,тегү
1156,färben::V,צבע,ману
1157,reinigen::V,נקה,чистарту
1158,waschen::V,רחץ,юу
1159,waschen::V,כבס,юу
1160,abwischen::V,נגב,сөртү
1161,spülen::V,שטף,чайкау
1162,fegen::V,טאטא,себерү
1163,kehren::V,טאטא,себерү
1164,baden::V,טבל,коену
1165,baden::V,שחה,коену
1166,sich waschen::V,התרחץ,юыну
1167,ausziehen::V,הוריד,чишенү
1168,anziehen::V,לבש,кию
1169,sich anziehen::V,התלבש,киенү
1170,kämmen::V,סרק,тарау
1171,schmücken::V,קשט,бизәү
1172,schmücken::V,קשט,бизәкләү
1173,sagen::V,אמר,дию
1174,sagen::V,אמר,әйтү
1175,sprechen::V,דבר,сөйләү
1176,sprechen::V,דבר,сөйләшү
1177,reden::V,דבר,сөйләү
1178,sich unterhalten::V,שוחח,сөйләшү
1179,fragen::V,שאל,сорау
1180,fragen::V,שאל,сорашу
1181,bitten::V,בקש,үтенү
1182,erzählen::V,ספר,сөйләү
1183,mitteilen::V,מסר,белдерү
1184,mitteilen::V,הודיע,белдерү
1185,nennen::V,קרא בשם,дию
1186,rufen::V,גיס,дәшү
1187,rufen::V,הזמין לבוא,дәшү
1188,prahlen::V,התרברב,мактану
1189,prahlen::V,התרברב,шапырыну
1190,übersetzen::V,תרגם,күчерү
1191,denken::V,חשב,уйлау
1192,glauben::V,האמין,инану
1193,bemerken::V,הבחין,искәрү
1194,erkennen::V,זהה,тану
1195,begreifen::V,קלט,аңлау
1196,begreifen::V,קלט,төшенү
1197,begreifen::V,הבין,аңлау
1198,begreifen::V,הבין,төшенү
1199,verstehen::V,הבין,аңлау
1200,verstehen::V,הבין,төшенү
1201,lernen::V,למד,уку
1202,lernen::V,למד,өйрәнү
1203,wissen::V,ידע,белү
1204,sich erinnern an::V,זכר,хәтерләү
1205,vergessen::V,שכח,оныту
1206,messen::V,מדד,үлчәү
1207,zählen::V,ספר,санау
1208,rechnen::V,חשב,исәпләү
1209,lesen::V,קרא,уку
1210,malen::V,ציר,рәсем ясау
1211,malen::V,ציר,сурәт ясау
1212,malen::V,ציר,сурәтләү
1213,zeichnen::V,שרטט,язу-сызу
1214,zeichnen::V,שרטט,сурәт ясау
1215,schreiben::V,כתב,язу
1216,besitzen::V,היה בעל של,биләү
1217,kaufen::V,קנה,алу
1218,kaufen::V,רכש,алу
1219,verkaufen::V,מכר,сату
1220,bezahlen::V,שלם,түләү
1221,zahlen::V,שלם,түләү
1222,beherrschen::V,שלט,ия булу
1223,ertragen::V,סבל,чыдау
