,Concept_ID,he,da
829,krank sein::V,היה חולה,være syg
830,schmerzen::V,כאב,smerte
831,husten::V,השתעל,hoste
832,genesen::V,הבריא,komme sig
833,sterben::V,מת,dø
834,umkommen::V,נספה,omkomme
835,sich bewegen::V,נע,bevæge sig
836,sich rühren::V,זז,røre på sig
837,sich erheben::V,קם,rejse sig
838,sich setzen::V,התישב,sætte sig
839,hinfallen::V,נפל,
840,laufen::V,הלך ברגל,løbe
841,schreiten::V,פסע,skride
842,spazierengehen::V,טיל,gå en tur
843,eilen::V,אץ,ile
844,eilen::V,מהר,ile
845,sich beeilen::V,מהר,skynde sig
846,sausen::V,אץ,suse
847,rennen::V,רץ,løbe
848,rennen::V,רץ,rende
849,springen::V,קפץ,hoppe
850,springen::V,קפץ,springe
851,klettern::V,טפס,klatre
852,schaukeln::V,התנדנד,gynge
853,kriechen::V,זחל,krybe
854,schwimmen::V,שחה,svømme
855,tauchen::V,צלל,dykke
856,rudern::V,חתר,ro
857,fahren::V,נסע,køre
858,fliegen::V,עף,flyve
859,gehen::V,הלך,gå
860,weggehen::V,עזב,gå bort
861,abfahren::V,יצא,køre bort
862,anhalten::V,עצר,standse
863,hineingehen::V,נכנס,gå ind
864,eintreten::V,נכנס,træde ind
865,kommen::V,בא,komme
866,ankommen::V,הגיע,ankomme
867,zurückkommen::V,שב,komme tilbage
868,zurückkommen::V,חזר,komme tilbage
869,bleiben::V,נשאר,blive
870,bleiben::V,נשאר,forblive
871,warten::V,חכה,vente
872,warten::V,המתין,vente
873,erwarten::V,צפה,vente
874,erwarten::V,צפה,afvente
875,suchen::V,חפש,søge
876,finden::V,מצא,finde
877,versuchen::V,נסה,forsøge
878,vorbereiten::V,הכין,forberede
879,lieben::V,אהב,elske
880,mögen::V,אהב,holde af
881,mögen::V,אהב,kunne lide
882,lachen::V,צחק,le
883,rühren::V,נגע ללב,røre
884,weinen::V,בכה,græde
885,schimpfen::V,גער,skænde
886,sich ärgern::V,זעם,ærgre sig
887,sich ärgern::V,כעס,ærgre sig
888,sich fürchten::V,פחד,være bange
889,sich fürchten::V,חשש,være bange
890,fürchten::V,פחד מ,være bange for
891,fürchten::V,חשש מ,være bange for
892,fliehen::V,ברח,flygte
893,flüchten::V,נמלט,flygte
894,sehen::V,ראה,se
895,anschauen::V,הביט,se på
896,anschauen::V,הביט,betragte
897,ansehen::V,התבונן,anse
898,hören::V,שמע,høre
899,zuhören::V,הקשיב,høre til
900,probieren::V,נסה,smage
901,probieren::V,נסה,smage på
902,riechen::V,הריח,lugte
903,fühlen::V,חש,føle
904,scheinen::V,נדמה,synes
905,zu sehen sein::V,נראה,synes
906,vernehmen::V,נודע ל,erfare
907,frieren::V,קר ל,fryse
908,tun::V,פעל,gøre
909,können::V,יכל,kunne
910,wollen::V,רצה,ville
911,anfangen::V,התחיל,begynde
912,beenden::V,גמר,afslutte
913,aufhören::V,סים,ophøre
914,aufhören::V,סים,holde op
915,gelingen::V,הצליח,lykkes
916,geraten::V,עלה,blive
917,öffnen::V,פתח,åbne
918,schließen::V,סגר,lukke
919,stellen::V,העמיד,stille
920,setzen::V,הושיב,sætte
921,legen::V,שם,lægge
922,berühren::V,נגע,berøre
923,verbinden::V,קשר,forbinde
924,bedecken::V,כסה,dække
925,bedecken::V,כסה,bedække
926,aufhängen::V,תלה,hænge
927,aufhängen::V,תלה,hænge op
928,anzünden::V,הצית,tænde
929,anzünden::V,הצית,antænde
930,aufheben::V,אסף,løfte
931,aufheben::V,אסף,tage op
932,zurücklassen::V,השאיר,lade tilbage
933,verlieren::V,אבד,miste
934,fallen lassen::V,שמט,tabe
935,fallen lassen::V,שמט,droppe
936,fallen lassen::V,הפיל,tabe
937,fallen lassen::V,הפיל,droppe
938,machen::V,עשה,gøre
939,herstellen::V,יצר,fremstille
940,bauen::V,בנה,bygge
941,reparieren::V,תקן,reparere
942,verbessern::V,שפר,rette
943,verbessern::V,שפר,forbedre
944,ändern::V,שנה,ændre
945,graben::V,חפר,grave
946,beugen::V,כפף,bøje
947,biegen::V,כופף,bøje
948,drehen::V,סובב,dreje
949,wenden::V,הפך,vende
950,umdrehen::V,סובב,dreje om
951,heben::V,הרים,hæve
952,hochheben::V,הרים,løfte
953,ergreifen::V,אחז,gribe fat i
954,halten::V,החזיק,holde
955,drücken::V,לחץ,trykke
956,schieben::V,הזיז,skyde
957,schieben::V,הזיז,skubbe
958,kratzen::V,שרט,klø
959,kratzen::V,שרט,kradse
960,kratzen::V,שפשף,klø
961,kratzen::V,שפשף,kradse
962,lecken::V,לקק,slikke
963,beißen::V,נשך,bide
964,abreißen::V,קרע,rive af
965,abschneiden::V,חתך,skære af
966,binden::V,קשר,binde
967,stecken::V,תקע,stikke
968,brechen::V,שבר,brække
969,klopfen::V,נקש,banke
970,hauen::V,הכה,hugge
971,kleben::V,הדביק,klistre
972,reiben::V,שפשף,gnide
973,streichen::V,מרח,smøre
974,schleifen::V,השחיז,slibe
975,schneiden::V,גזר,skære
976,schneiden::V,גזר,klippe
977,rütteln::V,נענע,ruske
978,schütteln::V,נער,ryste
979,schwenken::V,נופף,svinge
980,schwenken::V,טלטל,svinge
981,schütten::V,שפך,hælde
982,füllen::V,מלא,fylde
983,einwickeln::V,עטף,pakke ind
984,tragen::V,נשא,bære
985,schleppen::V,סחב,slæbe
986,ziehen::V,משך,trække
987,aufbewahren::V,שמר,opbevare
988,werfen::V,זרק,kaste
989,fangen::V,תפס,fange
990,packen::V,אחז,gribe
991,verstecken::V,החביא,gemme
992,teilen::V,חלק,dele
993,schicken::V,שלח,sende
994,bringen::V,הביא,bringe
995,hinzufügen::V,הוסיף,tilføje
996,bekommen::V,תפס,få
997,erhalten::V,קבל,få
998,nehmen::V,אחז,tage
999,wählen::V,בחר,vælge
1000,auswählen::V,בחר ב,udvælge
1001,bewahren::V,קים,bevare
1002,behindern::V,מנע,hindre
1003,behindern::V,מנע,forhindre
1004,verderben::V,מנע,ødelægge
1005,beschädigen::V,הזיק,beskadige
1006,zerbrechen::V,נשבר,brække itu
1007,zerreißen::V,קרע,rive itu
1008,zerstören::V,הרס,ødelægge
1009,zerstören::V,השמיד,ødelægge
1010,verbrennen::V,שרף,brænde
1011,geben::V,נתן,give
1012,reichen::V,העביר,række
1013,schenken::V,נתן במתנה,forære
1014,versprechen::V,הבטיח,love
1015,wünschen::V,אחל,ønske
1016,loben::V,שבח,rose
1017,küssen::V,נשק,kysse
1018,wiegen::V,נדנד,vugge
1019,zudecken::V,כסה,dække til
1020,wecken::V,עורר,vække
1021,zeigen::V,הראה,vise
1022,führen::V,הביא,føre
1023,führen::V,הוביל,føre
1024,lehren::V,למד,lære
1025,unterrichten::V,למד,undervise
1026,aufziehen::V,רומם,opdrage
1027,leiten::V,נהל,lede
1028,antreiben::V,המרץ,skynde på
1029,lassen::V,נתן,få til at
1030,einladen::V,הזמין,indbyde
1031,einladen::V,הזמין,invitere
1032,vereinigen::V,אחד,forene
1033,vereinigen::V,לכד,forene
1034,besuchen::V,בקר,besøge
1035,treffen::V,פגש,møde
1036,sich versammeln::V,התאסף,forsamles
1037,spielen::V,שחק,lege
1038,spielen::V,שחק,spille
1039,singen::V,שר,synge
1040,tanzen::V,רקד,danse
1041,sich trennen::V,נפרד,skilles
1042,verlassen::V,עזב,forlade
1043,retten::V,הציל,redde
1044,bewachen::V,שמר,bevogte
1045,schützen::V,אבטח,skærme
1046,schützen::V,אבטח,beskytte
1047,verteidigen::V,הגן,forsvare
1048,sich schlagen::V,התכתש,slås
1049,schießen::V,ירה,skyde
1050,siegen::V,גבר,sejre
1051,siegen::V,נצח,sejre
1052,ärgern::V,עצבן,ærgre
1053,schlagen::V,הכה,slå
1054,schlagen::V,הלקה,slå
1055,treten::V,בעט,sparke
1056,stechen::V,דקר,stikke
1057,stoßen::V,דחק,støde
1058,stehlen::V,גנב,stjæle
1059,stören::V,קטע,forstyrre
1060,stören::V,הפריע,forstyrre
1061,belästigen::V,הציק,genere
1062,belästigen::V,הציק,ulejlige
1063,belästigen::V,הטריד,genere
1064,belästigen::V,הטריד,ulejlige
1065,verbergen::V,הצניע,skjule
1066,täuschen::V,שגע,villede
1067,betrügen::V,הונה,bedrage
1068,töten::V,הרג,dræbe
1069,wohnen::V,גר,bo
1070,arbeiten::V,עבד,arbejde
1071,sammeln::V,אסף,samle
1072,pflücken::V,קטף,plukke
1073,jagen::V,צד,jage
1074,fischen::V,דג,fiske
1075,fassen::V,תפס,fange
1076,hüten::V,רעה,vogte
1077,treiben::V,הוציא,drive
1078,anbinden::V,קשר,binde fast
1079,füttern::V,הלעיט,fodre
1080,melken::V,חלב,malke
1081,hacken::V,קצץ,hakke
1082,gießen::V,השקה,hælde
1083,reifen::V,בשל,modne
1084,zubereiten::V,הכין,tilberede
1085,kochen::V,בשל,koge
1086,backen::V,אפה,bage
1087,braten::V,צלה,stege
1088,braten::V,טגן,stege
1089,umrühren::V,ערבב,røre om
1090,stricken::V,סרג,strikke
1091,nähen::V,תפר,sy
1092,färben::V,צבע,farve
1093,reinigen::V,נקה,rense
1094,reinigen::V,נקה,gøre ren
1095,waschen::V,רחץ,vaske
1096,waschen::V,כבס,vaske
1097,abwischen::V,נגב,tørre af
1098,spülen::V,שטף,skylle
1099,fegen::V,טאטא,feje
1100,kehren::V,טאטא,feje
1101,baden::V,טבל,bade
1102,baden::V,שחה,bade
1103,sich waschen::V,התרחץ,vaske sig
1104,ausziehen::V,הוריד,tage af
1105,anziehen::V,לבש,tage på
1106,sich anziehen::V,התלבש,klæde sig på
1107,kämmen::V,סרק,rede
1108,kämmen::V,סרק,frisere
1109,schmücken::V,קשט,pynte
1110,schmücken::V,קשט,smykke
1111,sagen::V,אמר,sige
1112,sprechen::V,דבר,snakke
1113,reden::V,דבר,tale
1114,reden::V,דבר,snakke
1115,sich unterhalten::V,שוחח,snakke sammen
1116,fragen::V,שאל,spørge
1117,bitten::V,בקש,bede
1118,erzählen::V,ספר,berette
1119,erzählen::V,ספר,fortælle
1120,mitteilen::V,מסר,meddele
1121,mitteilen::V,הודיע,meddele
1122,nennen::V,קרא בשם,nævne
1123,rufen::V,גיס,råbe
1124,rufen::V,הזמין לבוא,råbe
1125,prahlen::V,התרברב,prale
1126,übersetzen::V,תרגם,oversætte
1127,denken::V,חשב,tænke
1128,glauben::V,האמין,tro
1129,bemerken::V,הבחין,bemærke
1130,bemerken::V,הבחין,lægge mærke til
1131,erkennen::V,זהה,genkende
1132,begreifen::V,קלט,begribe
1133,begreifen::V,הבין,begribe
1134,verstehen::V,הבין,forstå
1135,lernen::V,למד,lære
1136,wissen::V,ידע,vide
1137,sich erinnern an::V,זכר,mindes
1138,sich erinnern an::V,זכר,huske på
1139,vergessen::V,שכח,glemme
1140,messen::V,מדד,måle
1141,zählen::V,ספר,tælle
1142,rechnen::V,חשב,regne
1143,lesen::V,קרא,læse
1144,malen::V,ציר,male
1145,zeichnen::V,שרטט,tegne
1146,schreiben::V,כתב,skrive
1147,besitzen::V,היה בעל של,eje
1148,besitzen::V,היה בעל של,besidde
1149,kaufen::V,קנה,købe
1150,kaufen::V,רכש,købe
1151,verkaufen::V,מכר,sælge
1152,bezahlen::V,שלם,betale
1153,zahlen::V,שלם,betale
1154,beherrschen::V,שלט,beherske
1155,ertragen::V,סבל,tåle
1156,ertragen::V,סבל,udholde
