,Concept_ID,zh,lt
824,aufgehen[Sonne]::V,升起,tekėti
825,aufgehen[Sonne]::V,升起,patekėti
826,untergehen[Sonne]::V,下落,leistis
827,untergehen[Sonne]::V,下落,nusileisti
828,scheinen[Sonne]::V,照射,šviesti
829,donnern::V,打雷,griausti
830,donnern::V,打雷,griaudėti
831,wehen::V,飘扬,pūsti
832,strömen::V,流,lietis
833,strömen::V,流,plūsti
834,fließen::V,流动,tekėti
835,sich drehen::V,转动,suktis
836,sich drehen::V,转动,pasisukti
837,schwanken::V,摇摆,svyruoti
838,schwingen::V,摇,suptis
839,fallen::V,坠落,pulti
840,fallen::V,坠落,kristi
841,brennen::V,燃烧,degti
842,rauchen::V,冒烟,rūkyti
843,regnen::V,下雨,lyti
844,gefrieren::V,结冰,užšalti
845,tauen::V,融化,tirpti
846,schmelzen::V,溶化,lydytis
847,trocknen::V,变干,džiūti
848,sieden::V,煮,virti
849,faulen::V,腐烂,pūti
850,verfaulen::V,腐烂,švinkti
851,reißen::V,撕,plyšti
852,reißen::V,撕,trūkti
853,versinken::V,下沉,skę̃sti
854,versinken::V,下沉,grimzti
855,vergehen::V,流逝,praeiti
856,erscheinen::V,出现,pasirodyti
857,verschwinden::V,消失,dingti
858,verschwinden::V,消失,išnykti
859,verschwinden::V,消失,pranykti
860,sinken::V,下降,kristi
861,abnehmen::V,减少,mažėti
862,abnehmen::V,减少,silpnėti
863,zunehmen::V,增加,didėti
864,zunehmen::V,增加,padaugėti
865,steigen::V,上升,kilti
866,wachsen::V,生长,augti
867,glänzen::V,发光,blizgėti
868,funkeln::V,闪烁,žibėti
869,lärmen::V,吵闹,triukšmauti
870,läuten::V,响,skambinti
871,klingeln::V,按铃,skambinti
872,brausen::V,疾驶,šniokšti
873,klingen::V,听起来,skardėti
874,bellen::V,吠,loti
875,heulen::V,嗥,kaukti
876,heulen::V,嗥,staugti
877,blasen::V,吹,pūsti
878,pfeifen::V,吹口哨,švilpti
879,pfeifen::V,吹口哨,švilpauti
880,schreien::V,叫喊,šaukti
881,stöhnen::V,呻吟,dejuoti
882,stöhnen::V,呻吟,aimanuoti
883,zittern::V,颤抖,virpėti
884,leben::V,生存,gyventi
885,geboren werden::V,出生,gimti
886,atmen::V,呼吸,alsuoti
887,atmen::V,呼吸,kvėpuoti
888,trinken::V,喝,gerti
889,essen::V,吃,valgyti
890,schlucken::V,咽,praryti
891,müde werden::V,疲倦,nuvargti
892,müde werden::V,疲倦,privargti
893,einschlafen::V,入睡,užmigti
894,schlafen::V,睡觉,miegoti
895,aufwachen::V,睡醒,pabusti
896,aufstehen::V,起床,keltis
897,aufstehen::V,起床,atsikelti
898,sich erholen::V,休养,pailsėti
899,sich erholen::V,休养,poilsiauti
900,krank werden::V,生病,susirgti
901,krank sein::V,生病,sirgti
902,schmerzen::V,疼痛,sopėti
903,schmerzen::V,疼痛,skaudėti
904,husten::V,咳,kosėti
905,genesen::V,痊愈,sveikti
906,genesen::V,痊愈,taisytis
907,sterben::V,死,mirti
908,sterben::V,死,numirti
909,umkommen::V,丧命,žūti
910,sich bewegen::V,移动,judėti
911,sich bewegen::V,移动,pasijudinti
912,sich rühren::V,动弹,krutėti
913,sich erheben::V,站起,pakilti
914,sich erheben::V,站起,atsikelti
915,sich setzen::V,坐,sėstis
916,sich setzen::V,坐,atsisėsti
917,hinfallen::V,跌倒,parkristi
918,hinfallen::V,跌倒,pargriūti
919,laufen::V,步行,eiti
920,schreiten::V,迈步,žengti
921,schreiten::V,迈步,žingsniuoti
922,spazierengehen::V,散步,pasivaikščioti
923,eilen::V,急忙,skubėti
924,sich beeilen::V,赶快,paskub́ėti
925,sich beeilen::V,赶快,pasiskubinti
926,sausen::V,疾驰,dumti
927,sausen::V,疾驰,lėkti
928,rennen::V,奔跑,bėgti
929,springen::V,跳,šokti
930,klettern::V,攀缘,kopti
931,schaukeln::V,荡秋千,supti
932,schaukeln::V,荡秋千,linguoti
933,kriechen::V,爬行,ropoti
934,kriechen::V,爬行,šliaužti
935,schwimmen::V,游泳,plaukti
936,tauchen::V,潜水,nerti
937,rudern::V,划船,irtis
938,rudern::V,划船,irkluoti
939,fahren::V,行驶,važiuoti
940,fahren::V,行驶,važinėti
941,fliegen::V,飞,lėkti
942,fliegen::V,飞,skristi
943,gehen::V,走,eiti
944,weggehen::V,离去,išeiti
945,abfahren::V,出发,išvykti
946,abfahren::V,出发,išvažiuoti
947,anhalten::V,停住,sustoti
948,hineingehen::V,进去,įeiti
949,eintreten::V,进入,įžengti
950,kommen::V,来,ateiti
951,ankommen::V,到达,ateiti
952,zurückkommen::V,回来,grį̃žti
953,zurückkommen::V,回来,sugrį̃žti
954,bleiben::V,停留,likti
955,bleiben::V,停留,pasilikti
956,warten::V,等,laukti
957,erwarten::V,等候,laukti
958,suchen::V,找,ieškoti
959,finden::V,找到,rasti
960,finden::V,找到,surasti
961,versuchen::V,尝试,mėginti
962,vorbereiten::V,预备,rengti
963,lieben::V,爱,myĺėti
964,mögen::V,喜欢,ḿėgti
965,mögen::V,喜欢,patikti
966,lachen::V,笑,juoktis
967,weinen::V,哭,verkti
968,schimpfen::V,骂,bartis
969,sich ärgern::V,生气,pykti
970,sich ärgern::V,生气,apmaudauti
971,sich fürchten::V,害怕,bijoti
972,sich fürchten::V,害怕,baimintis
973,fürchten::V,害怕,bijoti
974,fürchten::V,害怕,baimintis
975,fliehen::V,逃走,bėgti
976,fliehen::V,逃走,sprukti
977,flüchten::V,逃跑,pabėgti
978,sehen::V,看,žiūŕėti
979,anschauen::V,注视,žiūŕėti
980,ansehen::V,注视,žiūrėti į
981,ansehen::V,注视,pažiūrėti į
982,hören::V,听,girdėti
983,zuhören::V,倾听,klausytis
984,probieren::V,尝,ragauti
985,probieren::V,尝,paragauti
986,riechen::V,闻,uosti
987,riechen::V,闻,užuosti
988,fühlen::V,感到,justi
989,fühlen::V,感到,jausti
990,fühlen::V,感到,pajusti
991,scheinen::V,照耀,rodytis
992,scheinen::V,照耀,atrodyti
993,zu sehen sein::V,可以看到,pasirodyti
994,vernehmen::V,审讯,išgirsti
995,frieren::V,觉得冷,šalti
996,tun::V,作,daryti
997,können::V,能,galėti
998,können::V,能,pajėgti
999,wollen::V,要,norėti
1000,anfangen::V,开始,pradėti
1001,anfangen::V,开始,prasid́ėti
1002,beenden::V,结束,baigti
1003,beenden::V,结束,užbaigti
1004,aufhören::V,停止,liautis
1005,gelingen::V,成功,pavykti
1006,gelingen::V,成功,pasisekti
1007,geraten::V,陷于,nusisekti
1008,öffnen::V,打开,atverti
1009,öffnen::V,打开,atidaryti
1010,schließen::V,关,uždaryti
1011,stellen::V,放,statyti
1012,stellen::V,放,pastatyti
1013,setzen::V,放,sodinti
1014,setzen::V,放,pasodinti
1015,legen::V,摆,dėti
1016,legen::V,摆,pad́ėti
1017,berühren::V,触,liesti
1018,berühren::V,触,paliesti
1019,verbinden::V,联结,jungti
1020,verbinden::V,联结,surišti
1021,bedecken::V,覆盖,uždengti
1022,aufhängen::V,挂,pakarti
1023,aufhängen::V,挂,pakabinti
1024,anzünden::V,点,padegti
1025,aufheben::V,拾起,pakelti
1026,zurücklassen::V,遗留,palikti
1027,verlieren::V,丧失,pamesti
1028,fallen lassen::V,让掉下,atsisakyti
1029,machen::V,做,dirbti
1030,herstellen::V,生产,gaminti
1031,bauen::V,建造,statyti
1032,bauen::V,建造,pastatyti
1033,reparieren::V,修理,taisyti
1034,reparieren::V,修理,remontuoti
1035,verbessern::V,改进,gerinti
1036,verbessern::V,改进,ištaisyti
1037,ändern::V,改变,keisti
1038,ändern::V,改变,pakeisti
1039,graben::V,挖,kasti
1040,beugen::V,弯下,lenkti
1041,beugen::V,弯下,palenkti
1042,biegen::V,弯,lenkti
1043,biegen::V,弯,palenkti
1044,drehen::V,转动,sukti
1045,wenden::V,转动,kreipti
1046,wenden::V,转动,pakreipti
1047,umdrehen::V,转动,sukti
1048,umdrehen::V,转动,apversti
1049,heben::V,举起,kelti
1050,heben::V,举起,pakelti
1051,hochheben::V,抬高,pakelti
1052,ergreifen::V,抓住,čiupti
1053,ergreifen::V,抓住,griebti
1054,halten::V,拿着,laikyti
1055,halten::V,拿着,palaikyti
1056,drücken::V,压,spausti
1057,schieben::V,推,stumti
1058,kratzen::V,搔,kasyti
1059,kratzen::V,搔,grandyti
1060,lecken::V,舔,laižyti
1061,beißen::V,咬,kandžioti
1062,abreißen::V,撕下,nuplėšti
1063,abschneiden::V,切断,atpjauti
1064,abschneiden::V,切断,atkirpti
1065,binden::V,捆,rišti
1066,binden::V,捆,surišti
1067,stecken::V,插,kišti
1068,stecken::V,插,įkišti
1069,brechen::V,断裂,lūžti
1070,brechen::V,断裂,laužyti
1071,klopfen::V,敲,belsti
1072,klopfen::V,敲,barbenti
1073,hauen::V,揍,mušti
1074,kleben::V,粘,lipdyti
1075,kleben::V,粘,klijuoti
1076,reiben::V,摩擦,trinti
1077,reiben::V,摩擦,tarkuoti
1078,streichen::V,涂,tepti
1079,streichen::V,涂,užtepti
1080,schleifen::V,拖曳,galą́sti
1081,schneiden::V,切,pjauti
1082,schneiden::V,切,kirpti
1083,rütteln::V,颠簸,purtyti
1084,schütteln::V,摇动,purtyti
1085,schwenken::V,摇动,mojuoti
1086,schütten::V,倒,pilti
1087,schütten::V,倒,berti
1088,füllen::V,填满,pildyti
1089,füllen::V,填满,pripildyti
1090,einwickeln::V,包,įvynioti
1091,einwickeln::V,包,suvynioti
1092,tragen::V,提,nešti
1093,tragen::V,提,nešioti
1094,schleppen::V,扛,vilkti
1095,ziehen::V,拉,tempti
1096,aufbewahren::V,保存,laikyti
1097,werfen::V,扔,mesti
1098,werfen::V,扔,sviesti
1099,fangen::V,捕捉,sugauti
1100,packen::V,抓住,čiupti
1101,packen::V,抓住,griebti
1102,verstecken::V,藏,slėpti
1103,verstecken::V,藏,slapstyti
1104,teilen::V,分,dalyti
1105,teilen::V,分,padalyti
1106,schicken::V,派遣,sių̃sti
1107,schicken::V,派遣,pasių̃sti
1108,bringen::V,带来,atnešti
1109,hinzufügen::V,添加,pridėti
1110,bekommen::V,得到,gauti
1111,erhalten::V,接到,gauti
1112,nehmen::V,拿,paimti
1113,wählen::V,挑选,rinkti
1114,wählen::V,挑选,išsirinkti
1115,auswählen::V,选择,išrinkti
1116,bewahren::V,保持,išsaugoti
1117,behindern::V,防碍,trukdyti
1118,verderben::V,败坏,sugadinti
1119,beschädigen::V,损坏,žaloti
1120,beschädigen::V,损坏,gadinti
1121,zerbrechen::V,破碎,sukulti
1122,zerbrechen::V,破碎,sudaužyti
1123,zerreißen::V,撕碎,perplėšti
1124,zerreißen::V,撕碎,suplėšyti
1125,zerstören::V,毁坏,suardyti
1126,zerstören::V,毁坏,sugriauti
1127,verbrennen::V,燃烧,deginti
1128,verbrennen::V,燃烧,sudeginti
1129,geben::V,给,duoti
1130,geben::V,给,paduoti
1131,reichen::V,递给,paduoti
1132,schenken::V,赠送,dovanoti
1133,versprechen::V,许诺,žadėti
1134,versprechen::V,许诺,pažadėti
1135,wünschen::V,祝,norėti
1136,wünschen::V,祝,linḱėti
1137,loben::V,表扬,girti
1138,loben::V,表扬,pagirti
1139,küssen::V,亲,bučiuoti
1140,wiegen::V,轻摇,supti
1141,zudecken::V,盖上,užkloti
1142,zudecken::V,盖上,uždengti
1143,wecken::V,唤起,žadinti
1144,zeigen::V,指,rodyti
1145,führen::V,带领,vesti
1146,führen::V,带领,vadovauti
1147,lehren::V,教,mokyti
1148,lehren::V,教,išmokyti
1149,unterrichten::V,讲课,dėstyti
1150,aufziehen::V,抚养,išauginti
1151,leiten::V,领导,valdyti
1152,leiten::V,领导,vadovauti
1153,antreiben::V,催促,uiti
1154,antreiben::V,催促,raginti
1155,antreiben::V,催促,skubinti
1156,lassen::V,让,paliepti
1157,einladen::V,邀请,kviesti
1158,einladen::V,邀请,pakviesti
1159,vereinigen::V,统一,sujungti
1160,vereinigen::V,统一,suvienyti
1161,besuchen::V,参观,lankyti
1162,besuchen::V,参观,aplankyti
1163,treffen::V,会面,sutikti
1164,treffen::V,会面,pasitikti
1165,sich versammeln::V,聚集,susirinkti
1166,spielen::V,玩,groti
1167,spielen::V,玩,žaisti
1168,singen::V,唱歌,dainuoti
1169,tanzen::V,跳舞,šokti
1170,sich trennen::V,分别,skirtis
1171,sich trennen::V,分别,išsiskirti
1172,verlassen::V,离开,palikti
1173,retten::V,救,gelbėti
1174,bewachen::V,守卫,sergėti
1175,schützen::V,保护,ginti
1176,schützen::V,保护,apginti
1177,verteidigen::V,保卫,ginti
1178,verteidigen::V,保卫,apginti
1179,sich schlagen::V,打架,muštis
1180,schießen::V,射击,šauti
1181,schießen::V,射击,šaudyti
1182,siegen::V,获胜,nugalėti
1183,ärgern::V,激怒,pykinti
1184,schlagen::V,打,mušti
1185,schlagen::V,打,smogti
1186,schlagen::V,打,trenkti
1187,treten::V,踢,mygti
1188,stechen::V,刺,gelti
1189,stechen::V,刺,smeigti
1190,stoßen::V,撞,stumti
1191,stoßen::V,撞,pastumti
1192,stehlen::V,盗窃,vogti
1193,stören::V,干扰,trikdyti
1194,belästigen::V,打搅,apsunkinti
1195,verbergen::V,隐藏,slėpti
1196,verbergen::V,隐藏,paslėpti
1197,täuschen::V,欺骗,klaidinti
1198,betrügen::V,欺骗,apgauti
1199,töten::V,杀,žudyti
1200,töten::V,杀,nužudyti
1201,wohnen::V,居住,gyventi
1202,arbeiten::V,工作,dirbti
1203,arbeiten::V,工作,triūsti
1204,sammeln::V,收集,rinkti
1205,pflücken::V,采,skinti
1206,pflücken::V,采,raškyti
1207,jagen::V,打猎,medžioti
1208,fischen::V,捕鱼,žvejoti
1209,fassen::V,捉住,sučiupti
1210,hüten::V,守护,ganyti
1211,treiben::V,漂,ginti
1212,anbinden::V,拴,pririšti
1213,füttern::V,喂,šerti
1214,melken::V,挤奶,melžti
1215,hacken::V,剁细,kapoti
1216,gießen::V,浇,lieti
1217,gießen::V,浇,laistyti
1218,reifen::V,成熟,nokti
1219,reifen::V,成熟,sirpti
1220,kochen::V,煮,virti
1221,kochen::V,煮,virinti
1222,backen::V,烤,kepti
1223,braten::V,煎,kepti
1224,braten::V,煎,kepinti
1225,umrühren::V,搅拌,maišyti
1226,umrühren::V,搅拌,pamaišyti
1227,stricken::V,织,megzti
1228,nähen::V,缝,siūti
1229,färben::V,染色,dažyti
1230,färben::V,染色,nudažyti
1231,reinigen::V,清洁,valyti
1232,reinigen::V,清洁,švarinti
1233,waschen::V,洗,plauti
1234,waschen::V,洗,mazgoti
1235,waschen::V,洗,skalbti
1236,abwischen::V,擦掉,nušluostyti
1237,spülen::V,清洗,plauti
1238,spülen::V,清洗,skalauti
1239,fegen::V,扫,šluoti
1240,kehren::V,打扫,šluoti
1241,baden::V,给...洗澡,maudytis
1242,sich waschen::V,洗澡,praustis
1243,ausziehen::V,脱,numauti
1244,ausziehen::V,脱,nuvilkti
1245,anziehen::V,穿,mauti
1246,anziehen::V,穿,apsivilkti
1247,sich anziehen::V,穿衣,rengtis
1248,sich anziehen::V,穿衣,apsirengti
1249,kämmen::V,梳,šukuoti
1250,schmücken::V,装饰,puošti
1251,schmücken::V,装饰,dabinti
1252,schmücken::V,装饰,gražinti
1253,sagen::V,说,tarti
1254,sprechen::V,说,kalbėti
1255,reden::V,讲,šnekėti
1256,sich unterhalten::V,聊天,kalbėtis
1257,sich unterhalten::V,聊天,šnekučiuotis
1258,fragen::V,问,klausti
1259,bitten::V,请,prašyti
1260,erzählen::V,叙述,pasakoti
1261,mitteilen::V,通知,skelbti
1262,mitteilen::V,通知,pranešti
1263,nennen::V,叫做,vadinti
1264,nennen::V,叫做,vardyti
1265,rufen::V,叫,šaukti
1266,rufen::V,叫,kviesti
1267,prahlen::V,吹牛,girtis
1268,übersetzen::V,翻译,versti
1269,übersetzen::V,翻译,išversti
1270,denken::V,想,galvoti
1271,glauben::V,以为,manyti
1272,glauben::V,以为,tikėti
1273,bemerken::V,发觉,pamatyti
1274,bemerken::V,发觉,pastebėti
1275,erkennen::V,识别,pažinti
1276,erkennen::V,识别,atpažinti
1277,begreifen::V,理解,suvokti
1278,verstehen::V,明白,suprasti
1279,lernen::V,学,mokytis
1280,wissen::V,知道,žinoti
1281,sich erinnern an::V,回忆,prisiminti
1282,vergessen::V,忘记,užmiršti
1283,messen::V,测量,matuoti
1284,zählen::V,数,skaičiuoti
1285,rechnen::V,计算,skaičiuoti
1286,lesen::V,读,skaityti
1287,malen::V,画,tapyti
1288,zeichnen::V,绘制,piešti
1289,zeichnen::V,绘制,žymėti
1290,zeichnen::V,绘制,braižyti
1291,schreiben::V,写,rašyti
1292,besitzen::V,占有,turėti
1293,kaufen::V,买,pirkti
1294,verkaufen::V,卖,parduoti
1295,bezahlen::V,付钱,apmokėti
1296,zahlen::V,支付,mokėti
1297,beherrschen::V,统治,valdyti
1298,ertragen::V,忍耐,kę̃sti
1299,ertragen::V,忍耐,pakelti
1300,ertragen::V,忍耐,iškę̃sti
1301,vergebens::ADV,,veltui
1302,vergebens::ADV,,bergždžiai
1303,klirren::V,,žvangėti
1304,rauschen::V,,ošti
1305,rauschen::V,,šlamėti
1306,rühren::V,,jaudinti
1307,rühren::V,,graudinti
1308,zubereiten::V,,ruošti
1309,zubereiten::V,,gaminti
