,Concept_ID,kn,kk
565,Mittag::N,ನಡುಹಗಲು,талтүс
566,Abend::N,ಸಂಜೆ,кеш
567,Nacht::N,ರಾತ್ರಿ,түн
568,Woche::N,ವಾರ,апта
569,Monat::N,ತಿಂಗಳು,ай
570,Jahr::N,ಸಂವತ್ಸರ,жыл
571,Frühling::N,ವಸಂತ,көктем
572,Sommer::N,ಬಿಸಿಲುಕಾಲ,жаз
573,Herbst::N,ಶರತ್ಕಾಲ,күз
574,Winter::N,ಚಳಿಗಾಲ,қыс
575,Januar::N,ನಾಲ್ಚಳಿ,каңтар
576,Februar::N,ಅಯ್ಚಳಿ,ақпан
577,März::N,ಮೊಬ್ಬೇಸಿಗೆ,наурыз
578,April::N,ಇಬ್ಬೇಸಿಗೆ,сәуір
579,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,мамыр
580,Juni::N,ಮೊಮ್ಮಳೆ,маусым
581,Juli::N,ಇಮ್ಮಳೆ,шілде
582,August::N,ಮುಮ್ಮಳೆ,сүмбіле
583,August::N,ಮುಮ್ಮಳೆ,тамыз
584,September::N,ನಾಲ್ಮಳೆ,қыркүйек
585,Oktober::N,ಮೊಚ್ಚಳಿ,ақырап
586,November::N,ಇಚ್ಚಳಿ,қараша
587,Dezember::N,ಮುಚ್ಚಳಿ,желтоқсан
588,Montag::N,ಸೋಮುವಾರ,дүйсенбі
589,Dienstag::N,ಮಂಗಳವಾರ,сейсенбі
590,Mittwoch::N,ಬುಧವಾರ,сәрсенбі
591,Donnerstag::N,ಗುರುವಾರ,бейсенбі
592,Freitag::N,ಶುಕ್ರವಾರ,жұма
593,Samstag::N,ಶನಿವಾರ,сенбі
594,Sonntag::N,ಭಾನುವಾರ,жексембі
595,groß::A,ದೊಡ್ಡ,алпамсадай
596,klein::A,ಪುಟ್ಟ,кішкене
597,klein::A,ಪುಟ್ಟ,қарғадай
598,lang::A,ದೀರ್ಘ,сопақ
599,lang::A,ದೀರ್ಘ,сорайған
600,kurz::A,ಚಕ್ಕ,кеспелтек
601,breit::A,ಅಗಲವಾದ,айдынды
602,schmal::A,ಇಕ್ಕಟ್ಟಾದ,қысық
603,dicht::A,ದಟ್ಟ,жиі
604,dick[Gegenstand]::A,ದಟ್ಟ,шомбал
605,dünn::A,ತೆಳು,жұқа
606,dünn::A,ತೆಳು,жіңішке
607,fein::A,ಕೋಮಲ,қаңылтақ
608,fest::A,ಘನ,берік
609,fest::A,ಘನ,мызғымас
610,flach::A,ಚಪ್ಪಟೆ,жалпак
611,glatt::A,ನಯ,типыл
612,hart::A,ಗಟ್ಟಿ,қатты
613,weich::A,ಮೃದುವಾದ,жұмсақ
614,rund::A,ವರ್ತುಳ,домалақ
615,spitz::A,ಮೊನಚಾದ,үшкір
616,scharf::A,ತೀಕ್ಷ್ಣ,сүйрік
617,stumpf::A,ಮೊಂಡು,доғал
618,stumpf::A,ಮೊಂಡು,өтпейтін
619,schwer::A,ಭಾರಿ,салмақты
620,schön::A,ಸುಂದರ,сұлу
621,heiß::A,ಬಿಸಿ,ыссы
622,warm::A,ಬಿಸಿ,жылы
623,kalt::A,ತಣ್ಣನೆಯ,аязды
624,kühl::A,ತಂಪಾದ,салқын
625,frisch::A,ನಿರ್ಮಲ,таза
626,frisch::A,ನಿರ್ಮಲ,жаңа
627,feucht::A,ಒದ್ದೆಯಾದ,нам
628,feucht::A,ಒದ್ದೆಯಾದ,дымқылды
629,nass::A,ಒದ್ದೆಯಾದ,сулы
630,trocken::A,ಶುಷ್ಕ,құрғақ
631,voll::A,ತುಂಬಿದ,толы
632,leer::A,ಖಾಲಿ,бос
633,offen::A,ಮುಚ್ಚಲ್ಲದ,ашып қойылған
634,geschlossen::A,ಮುಚ್ಚಿದ,жабулы
635,sauber::A,ಶುದ್ಧ,дақсыз
636,sauber::A,ಶುದ್ಧ,мұнтаздай
637,schmutzig::A,ಅಶುದ್ಧ,айғыз
638,schmutzig::A,ಅಶುದ್ಧ,сатпақ
639,schmutzig::A,ಅಶುದ್ಧ,сатал-сатал
640,roh::A,ಹಸಿ,шикі
641,reif::A,ಹಣ್ಣಾದ,піскен
642,lecker::A,ಗುಚಿಕರ,дәмді
643,süß::A,ಸಿಹಿ,тәтті
644,bitter::A,ಕಹಿ,ащы
645,sauer::A,ಹುಳಿಯಾದ,қышқыл
646,hell::A,ಹೊಳೆಯುವ,жарық
647,hell::A,ಹೊಳೆಯುವ,жарқын
648,dunkel::A,ಮಬ್ಬಾದ,қараңғы
649,schwarz::A,ಕಪ್ಪು,қара
650,weiß::A,ಬಿಳಿಯ,ақ
651,rot::A,ಕೆಂಪು,қызыл
652,gelb::A,ಹಳದಯ,сары
653,blau::A,ನೀಲ,көк
654,grün::A,ಕಾಯಾದ,жасыл
655,grau::A,ಬೂದುಬಣ್ಣದ,бозамық
656,bunt::A,ವರ್ಣರಂಜಿತ,алабажак
657,billig::A,ಅಗ್ಗ,арзан
658,teuer::A,ದುಬಾರಿಯಾದ,бағалы
659,wertvoll::A,ಅಮೂಲ್ಯ,құнды
660,wertvoll::A,ಅಮೂಲ್ಯ,қымбат
661,blind::A,ಅಂಧ,көзсіз
662,blind::A,ಅಂಧ,көр
663,blind::A,ಅಂಧ,көр_соқыр
664,taub::A,ಕಿವುಡಾದ,керең
665,taub::A,ಕಿವುಡಾದ,саңырау
666,kräftig::A,ಪ್ರಬಲ,қуатты
667,kräftig::A,ಪ್ರಬಲ,қарымды
668,stark::A,ಶಕ್ತಿವಂತ,білекті
669,schwach::A,ದುರ್ಬಲ,әлсіз
670,schwach::A,ದುರ್ಬಲ,күшсіз
671,schwach::A,ದುರ್ಬಲ,қайратсыз
672,fett::A,ಕೊಬ್ಬಿದ,семіз
673,schlank::A,ತೆಳ್ಳಗಿನ,ашаң
674,hübsch::A,ಅಂದವಾದ,ажарлы
675,hübsch::A,ಅಂದವಾದ,шырайлы
676,böse::A,ಕೆಟ್ಟ,өш
677,böse::A,ಕೆಟ್ಟ,сұм
678,böse::A,ಕೆಟ್ಟ,жауыз
679,dumm::A,ಮಂದ,көкми
680,dumm::A,ಮಂದ,ақымақ
681,dumm::A,ಮಂದ,миы жоқ
682,faul::A,ಆಲಸ,жалқау
683,faul::A,ಆಲಸ,еріншек
684,fleißig::A,ಕಡಗುವ,ұқыпты
685,geizig::A,ಜುಗ್ಗ,сараң
686,klug::A,ಚತುರ,жетік
687,klug::A,ಚತುರ,ақылды
688,geschickt::A,ದಕ್ಷ,шебер
689,lieb::A,ಪ್ರಿಯ,абзал
690,lieb::A,ಪ್ರಿಯ,айналайын
691,lustig::A,ಖುಷಿಯಾದ,көңілді
692,sanft::A,ಸೌಮ್ಯ,жуас
693,hungrig::A,ಹಸಿದ,аш
694,krank::A,ಅಸ್ವಸ್ಥ,кеселді
695,nackt::A,ನಗ್ನ,жалаңаш
696,traurig::A,ದುಃಖಿತ,қапа
697,lebendig::A,ಜೀವಂತ,тірі
698,lebendig::A,ಜೀವಂತ,жанды
699,gut::A,ಒಳ್ಳೆಯ,жақсы
700,schlecht::A,ದುಷ್ಟ,жаман
701,richtig::A,ಸರಿ,дұрыс
702,schlimm::A,ಅಸಹ್ಯ,жаман
703,wahr::A,ನಿಜ,нағыз
704,alt::A,ಮುದಿ,ескі
705,neu::A,ಹೊಸ,жаңа
706,ehemalig::A,ಮಾಜೀ,өткен
707,ehemalig::A,ಮಾಜೀ,бұрынғы
708,alt[Lebewesen]::A,ವೃದ್ಧ,кексе
709,jung::A,ಎಳ,науша
710,arm::A,ಬಡ,кедей
711,arm::A,ಬಡ,дәулетсіз
712,reich::A,ಶ್ರೀಮಂತ,малды
713,bekannt::A,ಅಪ್ತ,таныс
714,bekannt::A,ಅಪ್ತ,көзтаныс
715,berühmt::A,ಪ್ರಸಿದ್ಧ,атақты
716,fremd::A,ಪರಕೀಯ,бөтен
717,verschieden::A,ಬೇರೆ,түрлі
718,nah::A,ಹತ್ತಿರವಾದ,жуық
719,nah::A,ಹತ್ತಿರವಾದ,етене
720,fern::A,ದೂರದ,алыс
721,fern::A,ದೂರದ,алыстағы
722,linker::A,ಎಡ,сол
723,linker::A,ಎಡ,солшыл
724,rechter::A,ಬಲ,оң
725,anderer::A,ಇತರ,өзге
726,anderer::A,ಇತರ,былайғы
727,erster::A,ಪ್ರಥಮ,алғашқы
728,zweiter::A,ದ್ವಿತೀಯ,екінші
729,dritter::A,ಮೂರನೆಯಜಗತ್ತು,үшінші
730,letzter::A,ಅಂತ್ಯ,артқы
731,letzter::A,ಅಂತ್ಯ,кейінгі
732,allein::ADV,ಒಬ್ಬನೇ,серіксіз
733,auf einmal::ADV,ಒಡನೆ,бірден
734,zusammen::ADV,ಒಟ್ಟಿಗೆ,бірлесіп
735,lange::ADV,ದೀರ್ಘ,ұзақ
736,plötzlich::ADV,ಅನಾಮತ್ತು,кенет
737,sofort::ADV,ಜಾಗ್ರತೆ,әне-міне дегенше
738,später::ADV,ತರುವಾಯ,артынан
739,jetzt::ADV,ಈಗ,енді
740,jetzt::ADV,ಈಗ,қазір
741,heute::ADV,ಇಂದು,бүгін
742,morgen::ADV,ನಾಳೆ,ертең
743,bald::ADV,ಬೇಗ,тез
744,dann::ADV,ಆಗ,онан соң
745,dann::ADV,ಆಗ,сонан соң
746,gestern::ADV,ನಿನ್ನೆ,кеше
747,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,бірде
748,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,бір кезде
749,damals::ADV,ಆಗ,анада
750,danach::ADV,ಆಮೇಲೆ,онан соң
751,danach::ADV,ಆಮೇಲೆ,сонан соң
752,vorher::ADV,ಮುಂಚೆ,бұрын
753,zuerst::ADV,ಮೊದಲಿಗೆ,әуелі
754,zuerst::ADV,ಮೊದಲಿಗೆ,алдымен
755,einmal::ADV,ಒಮ್ಮೆ,бір жолы
756,manchmal::ADV,ಆಗಾಗ,кейде
757,oft::ADV,ಅನೇಕಸಲ,ылғи
758,immer::ADV,ಯಾವಾಗಲೂ,өнебойы
759,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ешуақытта
760,hier::ADV,ಇಲ್ಲಿ,бұнда
761,hier::ADV,ಇಲ್ಲಿ,осында
762,hierhin::ADV,ಇತ್ತ,бермен
763,von hier::ADV,ಇಲ್ಲಿಂದ,бер жақтан
764,dort::ADV,ಅಲ್ಲಿ,анда
765,dorthin::ADV,ಅಲ್ಲಿಗೆ,әрі
766,geradeaus::ADV,ಸೀದಾ,тура
767,vorwärts::ADV,ಮುನ್ನೆಡೆವ,ілгері
768,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,артқа
769,zurück::ADV,ಹಿಂದಕ್ಕೆ,кейін қарай
770,unten::ADV,ಕೆಳಗೆ,төменде
771,hinab::ADV,ಕೆಳಕ್ಕೆ,астына
772,hinab::ADV,ಕೆಳಕ್ಕೆ,төмен
773,oben::ADV,ಮೇಲೆ,жоғарыда
774,hinauf::ADV,ಮೇಲಕ್ಕೆ,өрге
775,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,әрқайда
776,nicht::ADV,ಇಲ್ಲ,емес
777,nicht::ADV,ಅಲ್ಲ,емес
778,ein wenig::ADV,ತುಸು,азырақ
779,ein wenig::ADV,ತುಸು,аздаған
780,ein wenig::ADV,ತುಸು,азғантай
781,kaum::ADV,ಕಠಿನವಾಗಿ,зорға
782,sehr::ADV,ಬಹು,орасан
783,so::ADV,ಅಷ್ಟು,бұлай
784,so::ADV,ಅಷ್ಟು,былайша
785,noch::ADV,ಇನ್ನು,әлі
786,nur::ADV,ಕೇವಲ,ғана
787,schon::ADV,ಆಗಲೇ,түге
788,wieder::ADV,ಪುನಃ,жаңа
789,wieder::ADV,ಪುನಃ,қайта
790,wieder::ADV,ಪುನಃ,жаңадан
791,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,бекер
792,vor::PRP,ಮುಂದೆ,алды
793,hinter::PRP,ಹಿಂದ,артынан
794,unter::PRP,ಕೆಳ,түп
795,unter::PRP,ಕೆಳ,маңында
796,durch::PRP,ನೇರವಾಗಿ,арқылы
797,neben::PRP,ಅಧರ ಬಲಿಕ,іргеде
798,neben::PRP,ಅಧರ ಬಲಿಕ,жанында
799,zwischen::PRP,ನಡುವೆ,арада
800,wegen::PRP,ಅಧಕ್ಕಗಿ,үшін
801,dies::PRN,ಈ,бұ
802,dies::PRN,ಈ,осы
803,das::PRN,ಅದು,сол
804,alles::PRN,ಎಲ್ಲ,дүйім
805,alles::PRN,ಎಲ್ಲ,күллі
806,ich::PRN,ನಾನು,мен
807,du::PRN,ನೀನು,сен
808,er::PRN,ಅವನು,ол
809,er::PRN,ಇವನು,ол
810,wir::PRN,ನಾವು,біз
811,ihr::PRN,ನೀವು,сіз
812,sie::PRN,ಅವರು,олар
813,was::FPRN,ಏನು,не
814,wer::FPRN,ಯಾರಿಗೆ,кім
815,wo::FADV,ಎಲ್ಲಿ,кәні
816,wo::FADV,ಎಲ್ಲಿ,қайда
817,wohin::FADV,ಎಲ್ಲಿಗೆ,қайда
818,wie::FADV,ಹೇಗೆ,калай
819,warum::FADV,ಏಕೆ,неғып
820,wieviel::FNUM,ಎಷ್ಟು,неше
821,wieviel::FNUM,ಎಷ್ಟು,қанша
822,eins::NUM,ಒಂದು,бір
823,zwei::NUM,ಎರಡು,екі
824,drei::NUM,ಮೂರು,үш
825,vier::NUM,ನಾಲ್ಕು,төрт
826,fünf::NUM,ಅಯ್ದು,бес
827,sechs::NUM,ಆರು,алты
828,sieben::NUM,ಏಳು,жеті
829,acht::NUM,ಎಂಟು,сегіз
830,neun::NUM,ಒಂಭಬತ್ತು,тоғыз
831,zehn::NUM,ಹತ್ತು,он
832,elf::NUM,ಹನ್ನೊಂದು,он бір
833,zwölf::NUM,ಹನ್ನೆರಡು,он екі
834,zwanzig::NUM,ಇಪ್ಪತ್ತು,жиырма
835,dreißig::NUM,ಮೂವತ್ತು,отыз
836,vierzig::NUM,ನಲವತ್ತು,қырық
837,fünfzig::NUM,ಐವತ್ತು,елу
838,sechzig::NUM,ಅರುವತ್ತು,алпыс
839,siebzig::NUM,ಎಪ್ಪತ್ತು,жетпіс
840,achtzig::NUM,ಎಂಬತ್ತು,сексен
841,neunzig::NUM,ತೊಂಬತ್ತು,тоқсан
842,hundert::NUM,ನೂರು,жүз
843,tausend::NUM,ಸಾವಿರ,мың
844,und::CNJ,ಮತ್ತು,та
845,oder::CNJ,ಅಥವಾ,әлде
846,oder::CNJ,ಅಥವಾ,немесе
847,stehen::V,ನಿಲ್ಲು,тұру
848,sitzen::V,ಕುಳ್ಳಿರು,отыру
849,liegen::V,ಮಲಗಿಕೊ,жату
850,hängen::V,ಇಳಿಯಬಿಡು,ілу
851,werden::V,ಆಗು,болу
852,werden::V,ಆಗು,түрегелу
853,passieren::V,ಆಗು,болу
854,beginnen::V,ಆರಂಭಿಸು,басталу
855,enden::V,ಕೊನೆಗಾಣು,ада болу
856,wechseln::V,ಮಾರ್ಪಡಿಸು,құбылу
857,wechseln::V,ಮಾರ್ಪಡಿಸು,өзгеру
858,aufgehen[Sonne]::V,ಮೂಡು,шығу
859,untergehen[Sonne]::V,ಮುಳುಗು,батыру
860,scheinen[Sonne]::V,ಹೊಳೆ,жылтырау
861,donnern::V,ಗುಡುಗಾಗು,күркіреу
862,wehen::V,ತೀಡು,огып тур
863,strömen::V,ಹರಿ,сорғалау
864,fließen::V,ಹರಿ,ағу
865,sich drehen::V,ಸುತ್ತು,айналу
866,schwanken::V,ಓಲಾಡು,толықсу
867,schwingen::V,ತೂಗು,тербелу
868,fallen::V,ಉದುರು,құлау
869,fallen::V,ಉದುರು,жығылу
870,fallen::V,ಉದುರು,төмендеу
871,brennen::V,ಉರಿ,жану
872,rauchen::V,ಹೊಗೆಬಿಡು,түтету
873,regnen::V,ಸುರಿ,жауу
874,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,мұздай қату
875,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,мұз боп қату
876,tauen::V,ಬೆಚ್ಚಗಾಗು,жібу
877,schmelzen::V,ಕರಗು,еру
878,trocknen::V,ಒಣಗು,курау
879,sieden::V,ಕುದಿ,қайнау
880,faulen::V,ಕೊಳೆ,иістену
881,verfaulen::V,ನಶಿಸು,шіру
882,reißen::V,ಒಡೆ,жыртылу
883,versinken::V,ಮುಳುಗು,малтығу
884,vergehen::V,ಸಾಗು,өту
885,erscheinen::V,ತೋರು,көріну
886,erscheinen::V,ತೋರು,көрініп қалу
887,verschwinden::V,ಮಾಯವಾಗು,ғайып_болу
888,sinken::V,ಕುಸಿ,ылдилау
889,sinken::V,ಕುಸಿ,төмендеу
890,abnehmen::V,ತಗ್ಗು,кемітілу
891,zunehmen::V,ಬೆಳೆ,көбею
892,steigen::V,ಉಬ್ಬು,қобу
893,steigen::V,ಉಬ್ಬು,көтерілу
894,steigen::V,ಉಬ್ಬು,жоғарылау
895,wachsen::V,ಬೆಳೆ,өсу
896,glänzen::V,ಮಿರುಗು,жалтырау
897,funkeln::V,ಮಿನುಗು,жарқырау
898,funkeln::V,ಮಿನುಗು,нұрлану
899,funkeln::V,ಮಿನುಗು,жылтылдау
900,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шулау
901,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шуылдау
902,läuten::V,ಬಾರಿಸು,қоңыраулату
903,klingeln::V,ಅನುರಣಿಸು,дыңғырлау
904,klirren::V,ಕಿಣಿಕಿಣಿಸು,дыңылдату
905,brausen::V,ಅಬ್ಬರಿಸು,тасу
906,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,сусылдау
907,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,сыбдырлау
908,klingen::V,ಉಸಿರು,дыбыс шығару
909,bellen::V,ಬಗುಳು,үру
910,heulen::V,ಅರಚು,ұлу
911,blasen::V,ಗಾಳಿ ಊದು,үру
912,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,ысқыру
913,schreien::V,ಕರೆ,шыңғыру
914,schreien::V,ಕರೆ,айғайлау
915,schreien::V,ಕರೆ,байбайлау
916,schreien::V,ಕರೆ,бажалақтау
917,stöhnen::V,ನರಳು,ыңырсу
918,stöhnen::V,ನರಳು,ыңкылдау
919,zittern::V,ನಡುಗು,қалш
920,zittern::V,ನಡುಗು,қалшылдату
921,leben::V,ಇರು,жасау
922,leben::V,ಇರು,күнелту
923,leben::V,ಇರು,күн көру
924,leben::V,ಇರು,тіршілік ету
925,geboren werden::V,ಉಂಟಾಗು,туу
926,atmen::V,ಉಸಿರು,дем алу
927,atmen::V,ಉಸಿರು,ауа жұту
928,trinken::V,ಕುಡಿ,ішу
929,trinken::V,ಕುಡಿ,ұрттау
930,essen::V,ತಿನ್ನು,жеу
931,essen::V,ತಿನ್ನು,тамақтану
932,schlucken::V,ನುಂಗು,жұту
933,müde werden::V,ಬಳಲು,болдыру
934,einschlafen::V,ನಿದ್ಧೆಹೋಗು,үйыктап калу
935,schlafen::V,ನಿದ್ರಿಸು,ұйықтау
936,aufwachen::V,ಏಳು,ояну
937,aufstehen::V,ಏಳು,ояну
938,sich erholen::V,ಸುಧಾರಿಸು,тынығу
939,krank werden::V,ಬೇನೆಬೀಳು,кеселдену
940,krank werden::V,ಬೇನೆಬೀಳು,сырқаттану
941,krank werden::V,ಬೇನೆಬೀಳು,ауырып қалу
942,krank werden::V,ಬೇನೆಬೀಳು,ауыра бастау
943,krank werden::V,ಬೇನೆಬೀಳು,кеселге ұшырау
944,krank werden::V,ಬೇನೆಬೀಳು,сырқаттанып қалу
945,krank sein::V,ಕೆಟ್ಟ ಎಂದು,ауыру
946,krank sein::V,ಕೆಟ್ಟ ಎಂದು,сырқаттану
947,schmerzen::V,ಕಚ್ಚು,ауырады
948,husten::V,ಕೆಮ್ಮು,жөтелу
949,genesen::V,ಮತ್ತೆಹೊದಿಸು,айығу
950,sterben::V,ಮೃತಪಡು,өлу
951,sterben::V,ಮೃತಪಡು,қайтыс
952,sterben::V,ಮೃತಪಡು,жантапсыру
953,umkommen::V,ಹಾಳಾಗು,өлу
954,umkommen::V,ಹಾಳಾಗು,қаза табу
955,sich bewegen::V,ಚಲಿಸು,жылжу
956,sich rühren::V,ಕದಲು,қыбырлау
957,sich erheben::V,ಏಳು,тұру
958,sich setzen::V,ಕೂರು,отыру
959,hinfallen::V,ಬೀಳು,жығылу
960,laufen::V,ನಡೆ,жояу жүру
961,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,кадамдау
962,spazierengehen::V,ವಿಹರಿಸು,қыдыру
963,eilen::V,ಮುನ್ನುಗ್ಗು,асығу
964,eilen::V,ಮುನ್ನುಗ್ಗು,жеделдену
965,eilen::V,ಮುನ್ನುಗ್ಗು,жедепдеу
966,sich beeilen::V,ಆತುರಪಡು,асығу
967,sich beeilen::V,ಆತುರಪಡು,жеделдену
968,sausen::V,ಒಗೆ,заулау
969,rennen::V,ಓಡು,жүгіру
970,springen::V,ಜಿಗಿ,секіру
971,klettern::V,ಏರು,өрмелеп шығу
972,schaukeln::V,ತೂಗು,тербелу
973,kriechen::V,ತೆವಳು,еңбектеу
974,schwimmen::V,ಈಜು,жүзу
975,schwimmen::V,ಈಜು,малту
976,schwimmen::V,ಈಜು,қалықтау
977,tauchen::V,ಕೆಳಗಿಳಿ,сүңгу
978,rudern::V,ಸಾಗಿಸು,есу
979,fahren::V,ನಡೆಸು,бару
980,fliegen::V,ಹಾರು,ұшу
981,gehen::V,ಹೋಗು,бару
982,weggehen::V,ಹೊರಡು,кету
983,abfahren::V,ತೆರಳು,жөнелу
984,anhalten::V,ನಿಲ್ಲು,тоқтау
985,hineingehen::V,ಒಳಹೊಗು,кіру
986,eintreten::V,ಒಳಹೊಗು,ену
987,kommen::V,ಬರು,жету
988,ankommen::V,ಬರು,келу
989,zurückkommen::V,ಹಿಂದಿರುಗು,қайту
990,bleiben::V,ಇರು,қалу
991,warten::V,ಇರು,тосу
992,erwarten::V,ನಿರೀಕ್ಷಿಸು,күту
993,suchen::V,ಹುಡುಕು,іздеу
994,finden::V,ಕಂಡುಕೊ,табу
995,versuchen::V,ಪ್ರಯತ್ನಿಸು,талпыну
996,vorbereiten::V,ಸಿದ್ಧವಾಗು,әзірлеу
997,lieben::V,ಪ್ರೀತಿಸು,сүю
998,mögen::V,ಇಷ್ಟಪಡು,жарату
999,mögen::V,ಇಷ್ಟಪಡು,жақсы_көру
1000,lachen::V,ನಗು,күлу
1001,lachen::V,ನಗು,күлісу
1002,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,көңілін бұзу
1003,weinen::V,ಅಳು,жылау
1004,schimpfen::V,ಗೊಣಗು,ақырып-бақыру
1005,sich ärgern::V,ಗಣಗಾಡು,ашулану
1006,sich fürchten::V,ನಡುಗು,сескену
1007,fürchten::V,ಹೆದರು,қауіптену
1008,fürchten::V,ಹೆದರು,сақсыну
1009,fliehen::V,ಓಡಿಹೋಗು,қашу
1010,fliehen::V,ಓಡಿಹೋಗು,қашып кету
1011,flüchten::V,ಪಾರಾಗು,қашу
1012,flüchten::V,ಪಾರಾಗು,қашып кету
1013,sehen::V,ಕಾಣು,көру
1014,anschauen::V,ನೋಡು,назар салу
1015,ansehen::V,ನಿರೀಕ್ಷಿಸು,тамашалау
1016,hören::V,ಕೇಳು,есту
1017,zuhören::V,ಆಲಿಸು,тыңдау
1018,zuhören::V,ಆಲಿಸು,құлақ қою
1019,probieren::V,ರುಚಿ ನೋಡು,тату
1020,probieren::V,ರುಚಿ ನೋಡು,дәм тату
1021,riechen::V,ಮೂಸು,иіскеу
1022,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,сезу
1023,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,сезіну
1024,scheinen::V,ತೋರು,болып көріну
1025,zu sehen sein::V,ಕಾಣಿಸು,көріну
1026,vernehmen::V,ಕೇಳು,есту
1027,vernehmen::V,ಕೇಳು,есітіп қалу
1028,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,тоңу
1029,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,жаурау
1030,tun::V,ಮಾಡು,ету
1031,tun::V,ಮಾಡು,істеу
1032,können::V,ಮಾಡಬಲ್ಲ,білу
1033,wollen::V,ಬಯಸು,қалау
1034,anfangen::V,ಪ್ರಾರಂಭಿಸು,бастау
1035,beenden::V,ನಿಲ್ಲಿಸು,бітіру
1036,beenden::V,ನಿಲ್ಲಿಸು,адақтау
1037,beenden::V,ನಿಲ್ಲಿಸು,тамамдау
1038,beenden::V,ನಿಲ್ಲಿಸು,аяқтап шығу
1039,aufhören::V,ಮುಗಿಸು,доғару
1040,gelingen::V,ಯಶಸ್ವಿಯಾಗು,жолы түсу
1041,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,калу
1042,öffnen::V,ತೆರೆ,ашу
1043,öffnen::V,ತೆರೆ,ашып қою
1044,schließen::V,ಮುಚ್ಚು,жабу
1045,stellen::V,ಇಕ್ಕು,қою
1046,stellen::V,ಇಕ್ಕು,қойдыру
1047,setzen::V,ಇಡು,отырғызу
1048,legen::V,ಇಡು,салу
1049,legen::V,ಇಡು,калау
1050,berühren::V,ತಾಕು,тию
1051,verbinden::V,ಕೂಡಿಸು,байлап алу
1052,verbinden::V,ಕೂಡಿಸು,сабақтастыру
1053,bedecken::V,ಮುಚ್ಚು,бүркеу
1054,aufhängen::V,ತೂಗುಹಾಕು,ілу
1055,aufhängen::V,ತೂಗುಹಾಕು,асып қою
1056,anzünden::V,ಹತ್ತಿಸು,тұтату
1057,aufheben::V,ಆಯಿ,көтеру
1058,zurücklassen::V,ಬಿಡು,қалдыру
1059,verlieren::V,ಕಳೆ,жоғалту
1060,fallen lassen::V,ಬೀಳಿಸು,құлатып алу
1061,fallen lassen::V,ಬೀಳಿಸು,қолдан түсіріп алу
1062,machen::V,ಮಾಡು,ету
1063,machen::V,ಮಾಡು,жасау
1064,machen::V,ಮಾಡು,жасап шығару
1065,herstellen::V,ತಯಾರಿಸು,жасап шығару
1066,bauen::V,ಕಟ್ಟು,тұрғызу
1067,reparieren::V,ಸರಿಪಡಿಸು,оңдау
1068,verbessern::V,ತಿದ್ದು,дұрыстау
1069,ändern::V,ಬದಲಾಯಿಸು,өзгерту
1070,graben::V,ಅಗೆ,үңгу
1071,beugen::V,ಬಗ್ಗಿಸು,буғу
1072,biegen::V,ಬಗ್ಗಿಸು,ию
1073,biegen::V,ಬಗ್ಗಿಸು,майыстыру
1074,drehen::V,ತಿರುಗು,айналдыру
1075,wenden::V,ತಿರುಗು,екінші жағын айналдыру
1076,umdrehen::V,ತಿರುಗಿಸು,бұру
1077,heben::V,ಎತ್ತು,көтеру
1078,hochheben::V,ಎತ್ತು,жоғарылату
1079,hochheben::V,ಎತ್ತು,көтеру
1080,ergreifen::V,ಆಕ್ರಮಿಸು,бас_салу
1081,ergreifen::V,ಆಕ್ರಮಿಸು,шап_беріп_ұстап_алу
1082,ergreifen::V,ಆಕ್ರಮಿಸು,шап_беру
1083,ergreifen::V,ಆಕ್ರಮಿಸು,шап_ете_түсу
1084,halten::V,ಹಿಡಿ,тұту
1085,halten::V,ಹಿಡಿ,ұстау
1086,drücken::V,ಒತ್ತು,басу
1087,schieben::V,ನೂಕು,итеру
1088,kratzen::V,ತರಚಿಕೊಳ್ಳು,қыру
1089,lecken::V,ನೆಕ್ಕು,жалау
1090,beißen::V,ಕಚ್ಚು,қабу
1091,beißen::V,ಕಚ್ಚು,тістеу
1092,beißen::V,ಕಚ್ಚು,қауып алу
1093,abreißen::V,ಹರಿ,үзу
