,Concept_ID,ja,de
817,klettern::V,よじ登る,klettern
818,schaukeln::V,ぶらんこに乗る,schaukeln
819,kriechen::V,這う,kriechen
820,schwimmen::V,泳ぐ,schwimmen
821,tauchen::V,潜る,tauchen
822,rudern::V,漕ぐ,rudern
823,fahren::V,行く,fahren
824,fahren::V,乗車する,fahren
825,fliegen::V,飛ぶ,fliegen
826,gehen::V,行く,gehen
827,weggehen::V,立ち去る,weggehen
828,abfahren::V,出発する,abfahren
829,anhalten::V,止まる,anhalten
830,hineingehen::V,入る,hineingehen
831,eintreten::V,中に入る,eintreten
832,kommen::V,来る,kommen
833,ankommen::V,着く,ankommen
834,ankommen::V,到着する,ankommen
835,zurückkommen::V,帰る,zurückkommen
836,bleiben::V,留まる,bleiben
837,warten::V,待つ,warten
838,erwarten::V,期待する,erwarten
839,suchen::V,探る,suchen
840,finden::V,見つける,finden
841,versuchen::V,試す,versuchen
842,vorbereiten::V,準備する,vorbereiten
843,lieben::V,愛する,lieben
844,mögen::V,好きである,mögen
845,lachen::V,笑う,lachen
846,rühren::V,感情を動かす,rühren
847,weinen::V,泣く,weinen
848,schimpfen::V,叱る,schimpfen
849,sich ärgern::V,怒る,sich ärgern
850,sich ärgern::V,腹を立てる,sich ärgern
851,sich fürchten::V,怖がる,sich fürchten
852,fürchten::V,恐れる,fürchten
853,fliehen::V,逃げる,fliehen
854,flüchten::V,逃亡する,flüchten
855,sehen::V,見る,sehen
856,anschauen::V,眺める,anschauen
857,ansehen::V,見る,ansehen
858,hören::V,聞く,hören
859,zuhören::V,聴く,zuhören
860,probieren::V,食べてみる,probieren
861,riechen::V,気取る,riechen
862,fühlen::V,感じる,fühlen
863,scheinen::V,ように見える,scheinen
864,zu sehen sein::V,見える,zu sehen sein
865,vernehmen::V,承る,vernehmen
866,frieren::V,寒気がする,frieren
867,tun::V,する,tun
868,können::V,出来る,können
869,wollen::V,-たい,wollen
870,anfangen::V,始める,anfangen
871,beenden::V,終える,beenden
872,aufhören::V,止める,aufhören
873,gelingen::V,成功する,gelingen
874,geraten::V,当たる,geraten
875,öffnen::V,開く,öffnen
876,öffnen::V,開ける,öffnen
877,schließen::V,閉める,schließen
878,stellen::V,置く,stellen
879,stellen::V,据える,stellen
880,setzen::V,座らせる,setzen
881,legen::V,置く,legen
882,berühren::V,触る,berühren
883,berühren::V,触れる,berühren
884,verbinden::V,結びつける,verbinden
885,bedecken::V,覆う,bedecken
886,aufhängen::V,掛ける,aufhängen
887,anzünden::V,燃やす,anzünden
888,anzünden::V,火をつける,anzünden
889,aufheben::V,拾う,aufheben
890,zurücklassen::V,残す,zurücklassen
891,verlieren::V,無くす,verlieren
892,fallen lassen::V,落とす,fallen lassen
893,machen::V,作る,machen
894,herstellen::V,製造する,herstellen
895,bauen::V,建設する,bauen
896,reparieren::V,直す,reparieren
897,reparieren::V,修理する,reparieren
898,verbessern::V,改良する,verbessern
899,ändern::V,変える,ändern
900,graben::V,掘る,graben
901,beugen::V,折る,beugen
902,biegen::V,曲げる,biegen
903,drehen::V,回す,drehen
904,wenden::V,裏返す,wenden
905,umdrehen::V,裏返す,umdrehen
906,heben::V,挙げる,heben
907,hochheben::V,持ち上げる,hochheben
908,ergreifen::V,取り上げる,ergreifen
909,halten::V,持つ,halten
910,drücken::V,押す,drücken
911,schieben::V,ずらす,schieben
912,kratzen::V,引っ掻く,kratzen
913,lecken::V,なめる,lecken
914,beißen::V,噛む,beißen
915,abreißen::V,剝ぎ取る,abreißen
916,abschneiden::V,切り取る,abschneiden
917,binden::V,縛る,binden
918,stecken::V,差し込む,stecken
919,brechen::V,破る,brechen
920,klopfen::V,とんとん叩く,klopfen
921,hauen::V,叩く,hauen
922,kleben::V,貼る,kleben
923,kleben::V,くっ付ける,kleben
924,reiben::V,擦る,reiben
925,streichen::V,塗る,streichen
926,schleifen::V,研ぐ,schleifen
927,schneiden::V,切る,schneiden
928,rütteln::V,揺さぶる,rütteln
929,schütteln::V,振る,schütteln
930,schütteln::V,揺さぶる,schütteln
931,schwenken::V,振る,schwenken
932,schütten::V,注ぐ,schütten
933,füllen::V,いっぱいにする,füllen
934,einwickeln::V,包む,einwickeln
935,tragen::V,運ぶ,tragen
936,schleppen::V,引きずる,schleppen
937,ziehen::V,引く,ziehen
938,aufbewahren::V,預かる,aufbewahren
939,werfen::V,投げる,werfen
940,fangen::V,受ける,fangen
941,packen::V,掴む,packen
942,verstecken::V,隠す,verstecken
943,teilen::V,分ける,teilen
944,schicken::V,送る,schicken
945,bringen::V,持って行く,bringen
946,hinzufügen::V,加える,hinzufügen
947,bekommen::V,得る,bekommen
948,erhalten::V,受ける,erhalten
949,nehmen::V,取る,nehmen
950,wählen::V,選ぶ,wählen
951,auswählen::V,選ぶ,auswählen
952,bewahren::V,保存する,bewahren
953,behindern::V,妨害する,behindern
954,verderben::V,台無しにする,verderben
955,beschädigen::V,損傷する,beschädigen
956,zerbrechen::V,割る,zerbrechen
957,zerreißen::V,引き裂く,zerreißen
958,zerstören::V,破壊する,zerstören
959,verbrennen::V,焼く,verbrennen
960,geben::V,上げる,geben
961,reichen::V,渡す,reichen
962,schenken::V,贈る,schenken
963,versprechen::V,約束する,versprechen
964,wünschen::V,望む,wünschen
965,loben::V,褒める,loben
966,küssen::V,キスする,küssen
967,wiegen::V,揺する,wiegen
968,zudecken::V,覆う,zudecken
969,wecken::V,起こす,wecken
970,zeigen::V,見せる,zeigen
971,führen::V,案内する,führen
972,lehren::V,教える,lehren
973,unterrichten::V,通知する,unterrichten
974,aufziehen::V,育てる,aufziehen
975,leiten::V,導く,leiten
976,antreiben::V,励ます,antreiben
977,lassen::V,～させる,lassen
978,einladen::V,誘う,einladen
979,einladen::V,招待する,einladen
980,vereinigen::V,一つにする,vereinigen
981,besuchen::V,訪ねる,besuchen
982,treffen::V,出会う,treffen
983,sich versammeln::V,集まる,sich versammeln
984,spielen::V,遊ぶ,spielen
985,singen::V,歌う,singen
986,tanzen::V,踊る,tanzen
987,sich trennen::V,別れる,sich trennen
988,verlassen::V,別れる,verlassen
989,retten::V,救う,retten
990,retten::V,助ける,retten
991,bewachen::V,見張る,bewachen
992,bewachen::V,軽微する,bewachen
993,schützen::V,保護する,schützen
994,verteidigen::V,守る,verteidigen
995,sich schlagen::V,殴る,sich schlagen
996,schießen::V,撃つ,schießen
997,siegen::V,勝つ,siegen
998,ärgern::V,怒らせる,ärgern
999,schlagen::V,殴る,schlagen
1000,treten::V,蹴る,treten
1001,stechen::V,突く,stechen
1002,stoßen::V,突く,stoßen
1003,stehlen::V,盗る,stehlen
1004,stören::V,構う,stören
1005,belästigen::V,邪魔する,belästigen
1006,verbergen::V,隠す,verbergen
1007,täuschen::V,だます,täuschen
1008,betrügen::V,だます,betrügen
1009,töten::V,殺す,töten
1010,wohnen::V,住む,wohnen
1011,arbeiten::V,働く,arbeiten
1012,sammeln::V,集める,sammeln
1013,sammeln::V,収集する,sammeln
1014,pflücken::V,摘む,pflücken
1015,jagen::V,狩りをする,jagen
1016,fischen::V,釣る,fischen
1017,fassen::V,捕る,fassen
1018,hüten::V,放牧する,hüten
1019,treiben::V,追う,treiben
1020,anbinden::V,繋ぐ,anbinden
1021,füttern::V,餌をやる,füttern
1022,melken::V,搾乳する,melken
1023,hacken::V,刻む,hacken
1024,gießen::V,水をやる,gießen
1025,reifen::V,熟す,reifen
1026,zubereiten::V,調理する,zubereiten
1027,kochen::V,煮る,kochen
1028,backen::V,焼く,backen
1029,braten::V,焼く,braten
1030,braten::V,炒める,braten
1031,umrühren::V,混ぜる,umrühren
1032,stricken::V,編む,stricken
1033,nähen::V,縫う,nähen
1034,färben::V,染める,färben
1035,reinigen::V,掃除する,reinigen
1036,waschen::V,洗う,waschen
1037,waschen::V,洗濯する,waschen
1038,abwischen::V,拭く,abwischen
1039,spülen::V,洗う,spülen
1040,spülen::V,すすぐ,spülen
1041,fegen::V,掃除する,fegen
1042,kehren::V,掃く,kehren
1043,baden::V,入浴する,baden
1044,sich waschen::V,洗う,sich waschen
1045,ausziehen::V,脱ぐ,ausziehen
1046,anziehen::V,着る,anziehen
1047,sich anziehen::V,着る,sich anziehen
1048,kämmen::V,梳く,kämmen
1049,schmücken::V,飾る,schmücken
1050,sagen::V,言う,sagen
1051,sprechen::V,話す,sprechen
1052,reden::V,話す,reden
1053,sich unterhalten::V,話をする,sich unterhalten
1054,fragen::V,聞く,fragen
1055,bitten::V,頼む,bitten
1056,bitten::V,お願いする,bitten
1057,erzählen::V,物語る,erzählen
1058,mitteilen::V,伝える,mitteilen
1059,nennen::V,名づける,nennen
1060,rufen::V,呼ぶ,rufen
1061,prahlen::V,自慢する,prahlen
1062,übersetzen::V,訳す,übersetzen
1063,denken::V,考える,denken
1064,glauben::V,信じる,glauben
1065,bemerken::V,気が付く,bemerken
1066,erkennen::V,認識する,erkennen
1067,begreifen::V,分かる,begreifen
1068,verstehen::V,聞き取る,verstehen
1069,lernen::V,学ぶ,lernen
1070,lernen::V,勉強する,lernen
1071,wissen::V,知っている,wissen
1072,sich erinnern an::V,思い出す,sich erinnern an
1073,vergessen::V,忘れる,vergessen
1074,messen::V,計る,messen
1075,messen::V,測定する,messen
1076,zählen::V,数える,zählen
1077,rechnen::V,計算する,rechnen
1078,lesen::V,読む,lesen
1079,malen::V,描く,malen
1080,zeichnen::V,写生する,zeichnen
1081,schreiben::V,書く,schreiben
1082,besitzen::V,所持する,besitzen
1083,kaufen::V,買う,kaufen
1084,verkaufen::V,売る,verkaufen
1085,bezahlen::V,払う,bezahlen
1086,zahlen::V,支払う,zahlen
1087,beherrschen::V,支配する,beherrschen
1088,ertragen::V,耐える,ertragen
