,Concept_ID,ml,tr
650,reif::A,പഴുത്ത,olgun
651,lecker::A,രുചികരമായ,lezzetli
652,süß::A,മധുരമുള്ള,tatlı
653,süß::A,മധുരമുള്ള,şekerli
654,bitter::A,കടുത്ത,acı
655,sauer::A,പുളിപ്പുള്ള,ekşi
656,hell::A,ജ്വലിക്കുന്ന,aydınlık
657,dunkel::A,ഇരുണ്ട,karanlık
658,schwarz::A,കറുത്ത,kara
659,schwarz::A,കറുത്ത,siyah
660,weiß::A,വെളുത്ത,ak
661,weiß::A,വെളുത്ത,beyaz
662,rot::A,ചുവന്ന,kırmızı
663,gelb::A,മഞ്ഞനിറമായ,sarı
664,blau::A,നീലനിറമുള്ള,mavi
665,grün::A,പച്ചനിറമുള്ള,yeşil
666,grau::A,ചാരനിറത്തിലുള്ള,boz
667,bunt::A,വർണ്ണശബളമായ,renkli
668,billig::A,വിലകുറഞ്ഞ,ucuz
669,teuer::A,ചെലവേറിയ,pahalı
670,wertvoll::A,വിലപിടിപ്പുള്ള,değerli
671,blind::A,അന്ധനായ,kör
672,taub::A,കേൾവിക്കുറവുള്ള,sağır
673,kräftig::A,ശക്തിയുള്ള,dinç
674,kräftig::A,ശക്തിയുള്ള,kuvvetli
675,stark::A,ബലമുള്ള,güçlü
676,stark::A,ബലമുള്ള,kuvvetli
677,schwach::A,ക്ഷീണിച്ച,zayıf
678,schwach::A,ക്ഷീണിച്ച,güçsüz
679,fett::A,കൊഴുപ്പുള്ള,şişman
680,schlank::A,മെലിഞ്ഞ,narin
681,hübsch::A,മനോഹരമായ,güzel
682,hübsch::A,മനോഹരമായ,sevimli
683,böse::A,പാപിയായ,kötü
684,dumm::A,വിവരംകെട്ട,aptal
685,faul::A,അലസനായ,tembel
686,fleißig::A,അദ്ധ്വാനശീലമുള്ള,çalışkan
687,geizig::A,പിശുക്കനായ,cimri
688,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,zekî
689,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,akıllı
690,geschickt::A,പ്രതിഭാശാലി,becerikli
691,lieb::A,പ്രിയപ്പെട്ട,sevimli
692,lustig::A,ആനന്ദകരമായ,neşeli
693,sanft::A,സൌമ്യമായ,nazik
694,hungrig::A,വിശപ്പുള്ള,aç
695,krank::A,അസുഖമുള്ള,hasta
696,krank::A,അസുഖമുള്ള,rahatsız
697,nackt::A,നഡമായ,çıplak
698,traurig::A,വിഷമമുള്ള,kederli
699,traurig::A,വിഷമമുള്ള,üzüntülü
700,lebendig::A,ഉപജീവനം,canlı
701,gut::A,നല്ല,iyi
702,schlecht::A,മോശമായ,kötü
703,richtig::A,ശരിയായ,doğru
704,schlimm::A,വൃത്തികെട്ട,kötü
705,wahr::A,ശരിയായ,doğru
706,wahr::A,ശരിയായ,gerçek
707,alt::A,പഴയ,eski
708,neu::A,പുതിയ,yeni
709,ehemalig::A,മുൻ,önceki
710,alt[Lebewesen]::A,വയസ്സുള്ള,yaşlı
711,jung::A,കൌമാരമായ,genç
712,arm::A,പാവപ്പെട്ട,fakir
713,reich::A,സമ്പന്നമായ,zengin
714,bekannt::A,പരിചിതമായ,bilinen
715,berühmt::A,പ്രശസ്തനായ,ünlü
716,berühmt::A,പ്രശസ്തനായ,meşhur
717,fremd::A,വൈദേശികമായ,yabancı
718,verschieden::A,വ്യത്യസ്തമായ,ayrı
719,verschieden::A,വ്യത്യസ്തമായ,farklı
720,nah::A,അരികത്തുള്ള,yakın
721,nah::A,അരികത്തുള്ള,bitişik
722,fern::A,അകലെയുള്ള,uzak
723,linker::A,അവശേഷിച്ച,sol
724,rechter::A,വലത്തേ,sağ
725,anderer::A,മറ്റുള്ള,diğer
726,erster::A,ആദ്യത്തെ,ilk
727,erster::A,ആദ്യത്തെ,birinci
728,zweiter::A,രണ്ടാം,ikinci
729,dritter::A,മൂന്നാമത്,üçüncü
730,letzter::A,അവസാനത്തെ,son
731,letzter::A,അവസാനത്തെ,sonuncu
732,allein::ADV,തനിച്ചുള്ള,yalnız
733,allein::ADV,തനിച്ചുള്ള,tek başına
734,auf einmal::ADV,ഉടന്,birden
735,zusammen::ADV,ഒരുമിച്ച,beraber
736,zusammen::ADV,ഒരുമിച്ച,birlikte
737,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,çok
738,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,uzun
739,plötzlich::ADV,പെട്ടെന്ന്,ansızın
740,plötzlich::ADV,പെട്ടെന്ന്,birdenbire
741,sofort::ADV,തത്ക്ഷണം,hemen
742,sofort::ADV,തത്ക്ഷണം,derhal
743,später::ADV,പിന്നീട്,daha sonra
744,jetzt::ADV,ഇപ്പോൾ,şimdi
745,heute::ADV,ഇന്ന്,bugün
746,morgen::ADV,നാളെ,yarın
747,bald::ADV,ഉടനെ,yakında
748,dann::ADV,അപ്പോൾ,sonra
749,gestern::ADV,ഇന്നലെ,dün
750,einst::ADV,പണ്ടൊരിക്കല്,eskiden
751,damals::ADV,അപ്പോൾ,o zamanlar
752,danach::ADV,പിന്നീട്,sonradan
753,danach::ADV,പിന്നീട്,ondan sonra
754,vorher::ADV,മുൻപ്,önce
755,vorher::ADV,മുൻപ്,önceden
756,zuerst::ADV,ആദ്യം,ilk önce
757,einmal::ADV,ഒരിക്കൽ,bir defa
758,manchmal::ADV,ചിലപ്പോൾ,bazan
759,oft::ADV,പലപ്പോഴും,sık sık
760,oft::ADV,പലപ്പോഴും,çok defa
761,immer::ADV,എപ്പോഴും,daima
762,immer::ADV,എപ്പോഴും,her zaman
763,niemals::ADV,ഒരിക്കലും,asla değil
764,niemals::ADV,ഒരിക്കലും,hiçbir zaman
765,hier::ADV,ഇവിടെ,burada
766,hierhin::ADV,ഇവിടേക്ക്,buraya
767,von hier::ADV,ഇവിടെനിന്ന്,buradan
768,dort::ADV,അവിടെ,orada
769,dort::ADV,അവിടെ,şurada
770,dorthin::ADV,അവിടേക്ക്,oraya
771,dorthin::ADV,അവിടേക്ക്,şuraya
772,geradeaus::ADV,മുമ്പിൽ,doğru
773,geradeaus::ADV,മുമന്നോട്ട്,doğru
774,vorwärts::ADV,മുന്നോട്ട്,ileri
775,rückwärts::ADV,തലതിരിച്ച്,geri
776,zurück::ADV,പുറകിലേക്ക്,geriye
777,unten::ADV,താഴെ,aşağıda
778,hinab::ADV,താഴേക്ക്,aşağıya
779,oben::ADV,മുകളിൽ,yukarıda
780,hinauf::ADV,മുകളിൽ,yukarı
781,hinauf::ADV,മുകളിൽ,yukarıya
782,überall::ADV,എല്ലായിടത്തും,her yerde
783,nicht::ADV,ഇല്ല,-mi-
784,nicht::ADV,ഇല്ല,değil
785,ein wenig::ADV,കുറച്ച്,biraz
786,kaum::ADV,കഷ്ടിച്ച്,dar
787,kaum::ADV,കഷ്ടിച്ച്,hemen hemen değil
788,sehr::ADV,വളരെ,pek
789,sehr::ADV,വളരെ,gayet
790,so::ADV,അങ്ങനെ,öyle
791,so::ADV,അങ്ങനെ,böyle
792,noch::ADV,ഇപ്പോഴും,hâlâ
793,noch::ADV,ഇപ്പോഴും,henüz
794,nur::ADV,മാത്രം,ancak
795,nur::ADV,മാത്രം,yalnız
796,schon::ADV,നേരത്തേ തന്നെ,çoktan
797,wieder::ADV,വീണ്ടും,tekrar
798,wieder::ADV,വീണ്ടും,yeniden
799,vergebens::ADV,വിഫല,boşuna
800,vor::PRP,മുമ്പിൽ,önünde
801,hinter::PRP,പുറകിൽ,arkasında
802,unter::PRP,കീഴിൽ,altında
803,durch::PRP,ഉള്ളിലൂടെ,sayesinde
804,durch::PRP,ഉള്ളിലൂടെ,ortasından
805,neben::PRP,അടുത്ത്,yanında
806,zwischen::PRP,ഇടയ്ക്ക്,arasında
807,wegen::PRP,നിമിത്തം,dolayı
808,dies::PRN,ഇത്,bu
809,das::PRN,അത്,o
810,das::PRN,അത്,şu
811,alles::PRN,എല്ലാം,hepsi
812,alles::PRN,എല്ലാം,her şey
813,ich::PRN,ഞാൻ,ben
814,du::PRN,നിങ്ങൾ,sen
815,er::PRN,അദ്ദേഹം,o
816,er::PRN,അയാൾ,o
817,er::PRN,അവൻ,o
818,er::PRN,അവർ,o
819,er::PRN,അവൾ,o
820,wir::PRN,നമ്മൾ,biz
821,ihr::PRN,നിങ്ങൾ,siz
822,sie::PRN,അവർ,onlar
823,was::FPRN,എന്ത്,ne
824,wer::FPRN,ആര്,kim
825,wo::FADV,എവിടെ,nerede
826,wohin::FADV,എവിടേക്ക്,nereye
827,wie::FADV,എങ്ങനെ,nasıl
828,warum::FADV,എന്തുകൊണ്ട്,neden
829,wieviel::FNUM,എത്ര,kaç
830,wieviel::FNUM,എത്ര,ne kadar
831,eins::NUM,ഒന്ന്,bir
832,zwei::NUM,രണ്ട്,iki
833,drei::NUM,മൂന്ന്,üç
834,vier::NUM,നാല്,dört
835,fünf::NUM,അഞ്ച്,beş
836,sechs::NUM,ആറ്,altı
837,sieben::NUM,ഏഴ്,yedi
838,acht::NUM,എട്ട്,sekiz
839,neun::NUM,ഒമ്പത്,dokuz
840,zehn::NUM,പത്ത്,on
841,elf::NUM,പതിനൊന്ന്,on bir
842,zwölf::NUM,പന്ത്രണ്ട്,on iki
843,zwanzig::NUM,ഇരുപത്,yirmi
844,dreißig::NUM,മുപ്പത്,otuz
845,vierzig::NUM,നാൽപ്പത്,kırk
846,fünfzig::NUM,അൻപത്,elli
847,sechzig::NUM,അറുപത്,altmış
848,siebzig::NUM,എഴുപത്,yetmiş
849,achtzig::NUM,എൺപത്,seksen
850,neunzig::NUM,തൊണ്ണൂറ്,doksan
851,hundert::NUM,നൂറ്,yüz
852,tausend::NUM,ആയിരം,bin
853,und::CNJ,ഉം,ve
854,und::CNJ,ഉം,ile
855,oder::CNJ,അഥവാ,ya
856,oder::CNJ,അഥവാ,yahut
857,stehen::V,നിൽക്കുക,durmak
858,sitzen::V,ഇരിക്കുക,oturmak
859,liegen::V,കിടക്കുക,yatmak
860,hängen::V,തൂങ്ങുക,asılı olmak
861,werden::V,ആയിത്തീരുക,olmak
862,werden::V,ആയിത്തീരുക,olunmak
863,passieren::V,സംഭവിക്കുക,olmak
864,beginnen::V,ആരംഭിക്കുക,başlamak
865,enden::V,അവസാനിപ്പിക്കുക,bitmek
866,enden::V,അവസാനിപ്പിക്കുക,sona ermek
867,wechseln::V,മാറ്റുക,değişmek
868,aufgehen[Sonne]::V,ഉയരുക,doğmak
869,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,batmak
870,scheinen[Sonne]::V,പ്രകാശിക്കുക,parlamak
871,donnern::V,ഇടിവെട്ടുക,gök gürlemek
872,wehen::V,വീശുക,esmek
873,strömen::V,ഒഴുകുക,akmak
874,fließen::V,ഒഴുകുക,akmak
875,sich drehen::V,ചുറ്റുക,dönmek
876,sich drehen::V,കറക്കുക,dönmek
877,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,sallanmak
878,schwingen::V,ആടുക,titremek
879,fallen::V,വീഴുക,düşmek
880,brennen::V,കത്തുക,yanmak
881,rauchen::V,പുകയുക,tütmek
882,regnen::V,മഴ_പെയ്യുക,yağmak
883,gefrieren::V,തണത്ത്_മരവിക്കുക,donmak
884,tauen::V,അലിയുക,erimek
885,schmelzen::V,ഉരുകുക,erimek
886,trocknen::V,വരളുക,kurumak
887,sieden::V,തിളപ്പിക്കുക,kaynamak
888,faulen::V,ചീയുക,çürümek
889,verfaulen::V,അഴുകുക,çürümek
890,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,yırtılmak
891,versinken::V,മുക്കുക,batmak
892,vergehen::V,കടന്നുപോകുക,geçmek
893,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,görünmek
894,verschwinden::V,അദൃശ്യമാകുക,kaybolmak
895,sinken::V,താഴുക,inmek
896,abnehmen::V,കുറിയുക,azalmak
897,zunehmen::V,വർദ്ധിക്കുക,artmak
898,zunehmen::V,വർദ്ധിക്കുക,çoğalmak
899,steigen::V,ഉയരുക,artmak
900,steigen::V,ഉയരുക,yükselmek
901,wachsen::V,വളരുക,büyümek
902,wachsen::V,വളരുക,gelişmek
903,glänzen::V,മിന്നുക,parlamak
904,funkeln::V,തിളങ്ങുക,parıldamak
905,lärmen::V,ശബ്ദമുണ്ടാക്കുക,gürültü yapmak
906,läuten::V,മണിമുഴങ്ങുക,çalmak
907,klingeln::V,ചിലമ്പുക,zil çalmak
908,klirren::V,കിലുക്കുക,şakırdamak
909,klirren::V,കിലുക്കുക,zangırdamak
910,brausen::V,മുഴങ്ങുക,köpürmek
911,brausen::V,മുഴങ്ങുക,kükremek
912,rauschen::V,അനങ്ങുക,fışırdamak
913,klingen::V,മുഴക്കുക,tınlamak
914,bellen::V,കുരയ്ക്കുക,havlamak
915,heulen::V,ഓരിയിടുക,ulumak
916,blasen::V,ഊതുക,üflemek
917,pfeifen::V,വിസിലടിക്കുക,düdük çalmak
918,schreien::V,ആക്രോശിക്കുക,bağırmak
919,schreien::V,ആക്രോശിക്കുക,haykırmak
920,stöhnen::V,അരക്കം,inlemek
921,stöhnen::V,ആർത്തനാദം,inlemek
922,zittern::V,വിറയ്ക്കുക,titremek
923,leben::V,താമസിക്കുക,yaşamak
924,leben::V,താമസിക്കുക,hayatta olmak
925,geboren werden::V,ജനിക്കുക,doğmak
926,atmen::V,ശ്വസിക്കുക,solunmak
927,atmen::V,ശ്വസിക്കുക,nefes almak
928,trinken::V,കുടിക്കുക,içmek
929,essen::V,കഴിക്കുക,yemek
930,schlucken::V,വിഴുങ്ങുക,yutmak
931,müde werden::V,ക്ഷീണിക്കുക,yorulmak
932,einschlafen::V,നിദ്രിക്കുക,uykuya dalmak
933,schlafen::V,ഉറങ്ങുക,uyumak
934,aufwachen::V,ഉണരുക,uyanmak
935,aufstehen::V,എഴുന്നേൽക്കുക,kalkmak
936,aufstehen::V,എഴുന്നേൽക്കുക,yataktan kalkmak
937,sich erholen::V,വിശ്രമിക്കുക,dinlenmek
938,krank werden::V,ദീനംപിടിക്കുക,hastalanmak
939,krank sein::V,രോഗികളാകുക,hasta olmak
940,schmerzen::V,വേദനിക്കുക,ağrımak
941,husten::V,ചുമയ്ക്കുക,öksürmek
942,genesen::V,സുഖപ്പെടുക,şifa bulmak
943,sterben::V,മരിക്കുക,ölmek
944,sterben::V,മരിക്കുക,vefat etmek
945,umkommen::V,മരിക്കുക,ölmek
946,sich bewegen::V,സ്ഥലം_മാറുക,hareket etmek
947,sich rühren::V,ചലിക്കുക,kımıldanmak
948,sich erheben::V,നിൽക്കുക,kalkmak
949,sich erheben::V,നിൽക്കുക,ayağa kalkmak
950,sich setzen::V,ഇരിക്കുക,oturmak
951,hinfallen::V,വീഴുക,yere düşmek
952,laufen::V,നടക്കുക,yürümek
953,schreiten::V,നടക്കുക,yürümek
954,schreiten::V,നടക്കുക,adım atmak
955,spazierengehen::V,ഉലാത്തുക,gezmek
956,spazierengehen::V,ഉലാത്തുക,dolaşmak
957,eilen::V,പാഞ്ഞെത്തുക,seğirtmek
958,sich beeilen::V,തിരിക്കുകൂട്ടുക,acele etmek
959,sich beeilen::V,തിടുക്കം_കാട്ടുക,acele etmek
960,sausen::V,കുതിക്കുക,hızla gitmek
961,rennen::V,ഓടുക,koşmak
962,springen::V,ചാടുക,atlamak
963,springen::V,ചാടുക,sıçramak
964,klettern::V,കയറുക,tırmanmak
965,schaukeln::V,ഇളകുക,sallanmak
966,kriechen::V,പതുങ്ങികയറുക,sürünmek
967,schwimmen::V,നീന്തുക,yüzmek
968,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,dalmak
969,rudern::V,തുഴയുക,kürek çekmek
970,fahren::V,വാഹനം ഓടിക്കുക,gitmek
971,fliegen::V,പറക്കുക,uçmak
972,gehen::V,പോകുക,gitmek
973,weggehen::V,വിടുക,gitmek
974,abfahren::V,പുറപ്പെടുക,kalkmak
975,anhalten::V,നിർത്തുക,durmak
976,hineingehen::V,പ്രവേശിക്കുക,içeri girmek
977,eintreten::V,പ്രവേശിക്കുക,girmek
978,kommen::V,വരുക,gelmek
979,ankommen::V,എത്തിച്ചേരുക,varmak
980,zurückkommen::V,തിരിച്ചു വരുക,dönmek
981,bleiben::V,തുടരുക,kalmak
982,warten::V,കാത്തിരിക്കുക,beklemek
983,erwarten::V,പ്രതീക്ഷിക്കുക,beklemek
984,suchen::V,തിരയുക,aramak
985,finden::V,കണ്ടെത്തുക,bulmak
986,versuchen::V,ശ്രമിക്കുക,denemek
987,vorbereiten::V,തയ്യാറെടുക്കുക,hazırlamak
988,lieben::V,സ്നേഹിക്കുക,sevmek
989,mögen::V,ഇഷ്ടപ്പെടുക,beğenmek
990,lachen::V,ചിരിക്കുക,gülmek
991,rühren::V,ഹൃദയം സ്പർശിക്കുക,dokunmak
992,rühren::V,ഹൃദയം സ്പർശിക്കുക,duygulandırmak
993,weinen::V,തേങ്ങുക,ağlamak
994,schimpfen::V,പിറുപിറുക്കുക,küfretmek
995,sich ärgern::V,കോപിക്കുക,kızmak
996,sich fürchten::V,പേടിക്കുക,korkmak
997,fürchten::V,പേടിക്കുക,korkmak
998,fliehen::V,രക്ഷപ്പെടുക,kaçmak
999,flüchten::V,രക്ഷപ്പെടുക,kaçmak
1000,sehen::V,കാണുക,görmek
1001,anschauen::V,നോക്കുക,seyretmek
1002,ansehen::V,നോക്കുക,bakmak
1003,hören::V,കേൾക്കുക,duymak
1004,hören::V,കേൾക്കുക,işitmek
1005,zuhören::V,ശ്രദ്ധിക്കുക,dinlemek
1006,probieren::V,രുചിയുള്ളതായി_തോന്നുക,denemek
1007,probieren::V,രുചിയുള്ളതായി_തോന്നുക,tadına bakmak
1008,riechen::V,മണത്തു_നോക്കുക,kokusunu almak
1009,fühlen::V,സ്പർശിച്ചറിയുക,duymak
1010,fühlen::V,സ്പർശിച്ചറിയുക,hissetmek
1011,scheinen::V,കാണപ്പെടുക,görünmek
1012,zu sehen sein::V,വെളിച്ചപ്പെടുക,görünmek
1013,vernehmen::V,കേൾക്കുക,haber almak
1014,frieren::V,വിറയ്ക്കുക,üşümek
1015,tun::V,ചെയ്യുക,etmek
1016,tun::V,ചെയ്യുക,yapmak
1017,können::V,കഴിയുക,bilmek
1018,wollen::V,വേണുക,istemek
1019,anfangen::V,തുടങ്ങുക,başlamak
1020,beenden::V,പൂർത്തിയാക്കുക,bitirmek
1021,aufhören::V,നിർത്തുക,bitmek
1022,gelingen::V,വിജയിക്കുക,başarmak
1023,geraten::V,പരിണമിക്കുക,düşmek
1024,öffnen::V,തുറക്കുക,açmak
1025,schließen::V,അടയ്ക്കുക,kapamak
1026,stellen::V,വയ്ക്കുക,koymak
1027,setzen::V,വയ്ക്കുക,koymak
1028,setzen::V,വയ്ക്കുക,oturtmak
1029,legen::V,ഇടുക,koymak
1030,legen::V,ഇടുക,yatırmak
1031,berühren::V,തൊടുക,dokunmak
1032,verbinden::V,ഘടിപ്പിക്കുക,bağlamak
1033,verbinden::V,ഘടിപ്പിക്കുക,birleştirmek
1034,bedecken::V,മുടുക,örtmek
1035,bedecken::V,മുടുക,kaplamak
1036,aufhängen::V,കെട്ടിതൂക്കുക,asmak
1037,anzünden::V,കത്തിക്കുക,yakmak
1038,anzünden::V,കത്തിക്കുക,ateşlemek
1039,aufheben::V,പെറുക്കിയെടുക്കുക,kaldırmak
1040,zurücklassen::V,വച്ചുപോരുക,geride bırakmak
1041,verlieren::V,നഷ്ടപ്പെടുക,yitirmek
1042,verlieren::V,നഷ്ടപ്പെടുക,kaybetmek
1043,fallen lassen::V,വീഴ്ത്തുക,düşürmek
1044,machen::V,ഉണ്ടാക്കുക,yapmak
1045,herstellen::V,ഉൽപാദിപ്പിക്കുക,yapmak
1046,herstellen::V,ഉൽപാദിപ്പിക്കുക,imal etmek
1047,bauen::V,നിർമ്മിക്കുക,kurmak
1048,bauen::V,നിർമ്മിക്കുക,inşa etmek
1049,reparieren::V,നന്നാക്കുക,onarmak
1050,reparieren::V,നന്നാക്കുക,tamir etmek
1051,verbessern::V,മെച്ചപ്പെടുക,düzeltmek
1052,ändern::V,മാറ്റംവരുത്തുക,değiştirmek
1053,graben::V,കുഴിക്കുക,kazmak
1054,beugen::V,വണങ്ങുക,eğmek
1055,biegen::V,കുനിയുക,bükmek
1056,drehen::V,തിരിക്കുക,çevirmek
1057,drehen::V,തിരിക്കുക,döndürmek
1058,wenden::V,തിരിയുക,çevirmek
1059,umdrehen::V,തിരിയുക,çevirmek
1060,heben::V,ഉയർത്തുക,kaldırmak
1061,hochheben::V,ഉയർത്തുക,yukarı kaldırmak
1062,ergreifen::V,ബലമായി_പിടിക്കുക,tutmak
1063,ergreifen::V,ബലമായി_പിടിക്കുക,yakalamak
1064,halten::V,പിടിക്കുക,tutmak
1065,drücken::V,അമർത്തുക,sıkmak
1066,schieben::V,തള്ളുക,itmek
1067,schieben::V,തള്ളുക,sürmek
1068,kratzen::V,ചുരണ്ടുക,kaşımak
1069,lecken::V,നക്കുക,yalamak
1070,beißen::V,കടിക്കുക,ısırmak
1071,abreißen::V,കീറിക്കളയുക,koparmak
1072,abschneiden::V,മുറിച്ചുമാറ്റുക,keserek ayırmak
1073,binden::V,കെട്ടുക,bağlamak
1074,stecken::V,തുളയ്ക്കുക,sokmak
1075,brechen::V,ഉടയുക,kırmak
1076,klopfen::V,തട്ടുക,çalmak
1077,hauen::V,അടിക്കുക,vurmak
1078,kleben::V,ഒട്ടിക്കുക,yapıştırmak
1079,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ovmak
1080,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,sürtmek
1081,streichen::V,പടർത്തുക,sürmek
1082,schleifen::V,പൊടിക്കുക,bilemek
1083,schneiden::V,മുറിക്കുക,kesmek
1084,rütteln::V,മുട്ടുക,sallamak
1085,schütteln::V,കുലുക്കുക,sarsmak
1086,schütteln::V,കുലുക്കുക,çalkamak
1087,schwenken::V,ആടുക,sallamak
1088,schütten::V,ഒഴിക്കുക,dökmek
1089,schütten::V,ഒഴിക്കുക,akıtmak
1090,füllen::V,നിറയ്ക്കുക,doldurmak
1091,einwickeln::V,പൊതിയുക,sarmak
1092,tragen::V,വഹിക്കുക,taşımak
1093,schleppen::V,വലിച്ചിഴയ്ക്കുക,sürüklemek
1094,ziehen::V,വലിക്കുക,çekmek
1095,aufbewahren::V,വയ്ക്കുക,saklamak
1096,werfen::V,എറിയുക,atmak
1097,fangen::V,പിടിക്കുക,tutmak
1098,fangen::V,പിടിക്കുക,yakalamak
1099,packen::V,തട്ടിപ്പറിക്കുക,tutmak
1100,packen::V,തട്ടിപ്പറിക്കുക,yakalamak
1101,verstecken::V,മറയ്ക്കുക,saklamak
1102,teilen::V,വിഭജിക്കുക,bölmek
1103,teilen::V,വിഭജിക്കുക,ayırmak
1104,schicken::V,അയയ്ക്കുക,yollamak
1105,schicken::V,അയയ്ക്കുക,göndermek
1106,bringen::V,കൊണ്ടുവരുക,getirmek
1107,hinzufügen::V,കൂട്ടുക,katmak
1108,hinzufügen::V,കൂട്ടുക,eklemek
1109,bekommen::V,കിട്ടുക,almak
1110,bekommen::V,കിട്ടുക,eline geçmek
1111,erhalten::V,സ്വീകരിക്കുക,almak
1112,nehmen::V,എടുക്കുക,almak
1113,wählen::V,തിരഞ്ഞെടുക്കുക,seçmek
1114,auswählen::V,തിരഞ്ഞെടുക്കുക,seçmek
1115,auswählen::V,തിരഞ്ഞെടുക്കുക,ayırmak
1116,bewahren::V,പുലർത്തുക,korumak
1117,behindern::V,തടയിടുക,engellemek
1118,verderben::V,നശിപ്പിക്കുക,bozmak
1119,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,zedelemek
1120,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ziyan vermek
1121,zerbrechen::V,ഉടയുക,kırmak
1122,zerreißen::V,കീറുക,yırtmak
1123,zerstören::V,നശിപ്പിക്കുക,yıkmak
1124,zerstören::V,നശിപ്പിക്കുക,tahrip etmek
1125,verbrennen::V,കത്തിനശിക്കുക,yakmak
1126,verbrennen::V,കത്തിച്ചുകളയുക,yakmak
1127,geben::V,കൊടുക്കുക,vermek
1128,geben::V,തരുക,vermek
1129,reichen::V,കൈമാറുക,uzatmak
1130,schenken::V,സമ്മാനം കൊടുക്കുക,hediye etmek
1131,versprechen::V,വാഗ്ദാനം_നൽകുക,vaat etmek
1132,wünschen::V,ആഗ്രഹിക്കുക,kutlamak
1133,loben::V,പുകഴ്ത്തുക,övmek
1134,küssen::V,ഉമ്മവയ്ക്കുക,öpmek
1135,wiegen::V,ഇളകുക,sallamak
1136,zudecken::V,മുടുക,örtmek
1137,wecken::V,ഉണർത്തുക,uyandırmak
1138,zeigen::V,കാണിക്കുക,göstermek
1139,führen::V,നടത്തുക,gezdirmek
1140,führen::V,നടത്തുക,yol göstermek
1141,lehren::V,പഠിപ്പിക്കുക,okutmak
1142,lehren::V,പഠിപ്പിക്കുക,öğretmek
1143,unterrichten::V,പരിശീലിപ്പിക്കുക,öğretmek
1144,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,yetiştirmek
1145,leiten::V,നയിക്കുക,yönetmek
1146,leiten::V,നയിക്കുക,idare etmek
1147,antreiben::V,പ്രേരിപ്പിക്കുക,teşvik etmek
1148,lassen::V,അനുവദിക്കുക,-tırmak
1149,einladen::V,ക്ഷണിക്കുക,davet etmek
1150,vereinigen::V,കൂടിച്ചേരുക,birleştirmek
1151,besuchen::V,സന്ദർശിക്കുക,uğramak
1152,besuchen::V,സന്ദർശിക്കുക,ziyaret etmek
1153,besuchen::V,സന്ദർശിക്കുക,görmeye gitmek
1154,treffen::V,തമ്മിൽ കാണുക,rastlamak
1155,treffen::V,തമ്മിൽ കാണുക,isabet etmek
1156,sich versammeln::V,സംയോജിപ്പിക്കുക,toplanmak
1157,spielen::V,കളിക്കുക,oynamak
1158,singen::V,പാടുക,söylemek
1159,singen::V,പാടുക,şarkı söylemek
1160,tanzen::V,നൃത്തം ചെയ്യുക,oynamak
1161,tanzen::V,നൃത്തം ചെയ്യുക,dans etmek
1162,sich trennen::V,നേർപെടുത്തുക,ayrılmak
1163,verlassen::V,പിൻവാങ്ങുക,bırakmak
1164,verlassen::V,പിൻവാങ്ങുക,terk etmek
1165,retten::V,രക്ഷിക്കുക,kurtarmak
1166,bewachen::V,കാവൽനിൽക്കുക,gözetmek
1167,schützen::V,പരിരക്ഷിക്കുക,korumak
1168,verteidigen::V,പ്രതിരോധിക്കുക,savunmak
1169,sich schlagen::V,കലഹിക്കുക,dövüşmek
1170,schießen::V,വെടിവെക്കുക,ateş etmek
1171,siegen::V,വിജയിക്കുക,yenmek
1172,ärgern::V,വിഷമിപ്പിക്കുക,kızdırmak
1173,schlagen::V,അടിക്കുക,dövmek
1174,treten::V,തൊഴിക്കുക,tepmek
1175,stechen::V,കുത്തുക,sokmak
1176,stechen::V,കുത്തുക,batırmak
1177,stoßen::V,തള്ളുക,itmek
1178,stehlen::V,മോഷ്ടിക്കുക,çalmak
1179,stören::V,ശല്യപ്പെടുത്തുക,bozmak
1180,stören::V,ശല്യപ്പെടുത്തുക,etkilemek
1181,belästigen::V,മെനക്കെടുക,rahatsız etmek
1182,verbergen::V,മറയ്ക്കുക,saklamak
1183,verbergen::V,ഒളിക്കുക,saklamak
1184,täuschen::V,കബളിപ്പിക്കുക,aldatmak
1185,betrügen::V,ചതിക്കുക,aldatmak
1186,betrügen::V,ചതിക്കുക,dolandırmak
1187,töten::V,കൊല്ലുക,öldürmek
1188,wohnen::V,താമസിക്കുക,oturmak
1189,arbeiten::V,ജോലിചെയ്യുക,çalışmak
1190,sammeln::V,സഞ്ചയിക്കുക,toplamak
