,Concept_ID,nl,lt
427,Rohr::N,pijp,vamzdis
428,Haus::N,huis,namas
429,Heim::N,tehuis,namai
430,Ofen::N,kachel,krosnis
431,Fußboden::N,vloer,grindys
432,Tisch::N,tafel,stalas
433,Stuhl::N,stoel,kėdė
434,Wiege::N,wieg,lopšys
435,Bett::N,bed,lova
436,Bett::N,bed,patalai
437,Regal::N,rek,lentyna
438,Kiste::N,kist,dėžė
439,Fenster::N,raam,langas
440,Fenster::N,venster,langas
441,Tür::N,deur,durys
442,Tor::N,poort,vartai
443,Zaun::N,omheining,tvora
444,Dach::N,dak,stogas
445,Leiter::N,ladder,kopėčios
446,Besen::N,bezem,šluota
447,Spaten::N,schop,lopeta
448,Spaten::N,schop,kastuvas
449,Schaufel::N,schep,semtuvas
450,Gabel::N,vork,šakutė
451,Löffel::N,lepel,šaukštas
452,Messer::N,mes,peilis
453,Nagel::N,spijker,vinis
454,Netz::N,net,tinklas
455,Haken::N,haak,vagis
456,Haken::N,haak,kablys
457,Griff::N,handvat,kotas
458,Griff::N,handvat,rankena
459,Schloss::N,slot,spyna
460,Schloss::N,slot,užraktas
461,Bild::N,beeld,paveikslas
462,Figur::N,figuur,figūra
463,Puppe::N,pop,lėlė
464,Beutel::N,zak,krepšys
465,Beutel::N,zak,maišelis
466,Beutel::N,buidel,krepšys
467,Beutel::N,buidel,maišelis
468,Bündel::N,pak,ryšulys
469,Bündel::N,bundel,ryšulys
470,Tasche::N,tas,krepšelis
471,Eimer::N,emmer,kibiras
472,Deckel::N,deksel,dangtis
473,Geschirr::N,vaatwerk,indai
474,Sack::N,zak,maišas
475,Tasse::N,kop,puodukas
476,Topf::N,pan,puodas
477,Kessel::N,ketel,katilas
478,Essen::N,eten,valgis
479,Nahrung::N,voedsel,penas
480,Nahrung::N,voedsel,maistas
481,Speise::N,spijs,patiekalas
482,Fleisch::N,vlees,mėsa
483,Getreide::N,graan,javai
484,Brei::N,pap,košė
485,Brei::N,brij,košė
486,Brot::N,brood,duona
487,Scheibe::N,plak,riekė
488,Scheibe::N,snede,riekė
489,Fett::N,vet,taukai
490,Fett::N,vet,riebalai
491,Butter::N,boter,sviestas
492,Öl::N,olie,aliejus
493,Salz::N,zout,druska
494,Suppe::N,soep,sriuba
495,Honig::N,honing,medus
496,Milch::N,melk,pienas
497,Tee::N,thee,arbata
498,Leder::N,leer,oda
499,Leder::N,leder,oda
500,Wolle::N,wol,vilna
501,Stoff::N,stof,audeklas
502,Nadel::N,naald,adata
503,Faden::N,draad,gija
504,Faden::N,draad,siūlas
505,Knopf::N,knoop,saga
506,Knoten::N,knoop,mazgas
507,Farbe::N,verf,dažai
508,Kleidung::N,kledij,rūbai
509,Kleidung::N,kledij,drabužiai
510,Kleidung::N,kleding,rūbai
511,Kleidung::N,kleding,drabužiai
512,Hemd::N,hemd,marškiniai
513,Kragen::N,kraag,apykaklė
514,Ärmel::N,mouw,rankovė
515,Hose::N,broek,kelnės
516,Hose::N,pantalon,kelnės
517,Gürtel::N,riem,juosta
518,Gürtel::N,riem,diržas
519,Gürtel::N,gordel,juosta
520,Gürtel::N,gordel,diržas
521,Mütze::N,muts,kepurė
522,Schuh::N,schoen,batas
523,Stiefel::N,laars,auliniai batai
524,Ring::N,ring,žiedas
525,Band::N,lint,kaspinas
526,Kamm::N,kam,šukos
527,Spiegel::N,spiegel,veidrodis
528,Riemen::N,riem,diržas
529,Schnur::N,koord,virvė
530,Leine::N,lijn,pavadėlis
531,Decke::N,deken,antklodė
532,Kissen::N,kussen,pagalvė
533,Kissen::N,kussen,priegalvis
534,Tuch::N,doek,skarelė
535,Handtuch::N,handdoek,rankšluostis
536,Kraft::N,kracht,jėga
537,Stärke::N,sterkte,stiprumas
538,Gesundheit::N,gezondheid,sveikata
539,Krankheit::N,ziekte,liga
540,Schmerz::N,pijn,skausmas
541,Wunde::N,wond,žaizda
542,Fieber::N,koorts,karštis
543,Arznei::N,medicament,vaistas
544,Arznei::N,geneesmiddel,vaistas
545,Brücke::N,brug,tiltas
546,Brunnen::N,put,šulinys
547,Brunnen::N,bron,šulinys
548,Weide::N,wei,ganykla
549,Weide::N,wei,gluosnis
550,Weide::N,weide,ganykla
551,Weide::N,weide,gluosnis
552,Pfad::N,pad,takas
553,Weg::N,weg,kelias
554,Straße::N,baan,gatvė
555,Straße::N,straat,gatvė
556,Dorf::N,dorp,kaimas
557,Dorf::N,dorp,sodžius
558,Stadt::N,stad,miestas
559,Brief::N,brief,laiškas
560,Buch::N,boek,knyga
561,Buchstabe::N,letter,raidė
562,Zeitung::N,krant,laikraštis
563,Zeitung::N,dagblad,laikraštis
564,Leben::N,leven,gyvybė
565,Leben::N,leven,gyvenimas
566,Tod::N,dood,mirtis
567,Grab::N,graf,kapas
568,Kirche::N,kerk,bažnyčia
569,Sünde::N,zonde,nuodėmė
570,Sünde::N,zonde,nusidėjimas
571,Gott::N,god,dievas
572,Arbeiter::N,arbeider,darbininkas
573,Chef::N,chef,šefas
574,Chef::N,chef,vadovas
575,Chef::N,chef,viršininkas
576,Meister::N,meester,meistras
577,Arzt::N,arts,gydytojas
578,Arzt::N,dokter,gydytojas
579,Lehrer::N,leraar,mokytojas
580,Lehrer::N,onderwijzer,mokytojas
581,Geld::N,geld,pinigai
582,Geschäft::N,zaak,biznis
583,Laden::N,winkel,krautuvė
584,Laden::N,winkel,parduotuvė
585,Preis::N,prijs,kaina
586,Ware::N,waar,prekė
587,Nutzen::N,nut,nauda
588,Nutzen::N,nut,pelnas
589,Nutzen::N,voordeel,nauda
590,Nutzen::N,voordeel,pelnas
591,Reichtum::N,rijkdom,turtas
592,Welt::N,wereld,pasaulis
593,Land::N,land,žemė
594,Land::N,land,šalis
595,Staat::N,staat,valstija
596,König::N,koning,karalius
597,Macht::N,macht,galia
598,Macht::N,macht,valdžia
599,Grenze::N,grens,riba
600,Grenze::N,grens,siena
601,Krieg::N,oorlog,karas
602,Feind::N,vijand,priešas
603,Gewalt::N,geweld,jėga
604,Gewalt::N,geweld,smurtas
605,Gewalt::N,geweld,prievarta
606,Kampf::N,strijd,kova
607,Kampf::N,gevecht,kova
608,Bogen[Waffe]::N,boog,lankas
609,Pfeil::N,pijl,strėlė
610,Gewehr::N,geweer,šautuvas
611,Fehler::N,fout,klaida
612,Lüge::N,leugen,melas
613,Schaden::N,schade,nuostolis
614,Schaden::N,schade,apgadinimas
615,Unglück::N,tegenspoed,nelaimė
616,Schuld::N,schuld,kaltė
617,Alter::N,leeftijd,amžius
618,Schluss::N,slot,pabaiga
619,Zeit::N,tijd,laikas
620,Tag::N,dag,diena
621,Morgen::N,morgen,rytas
622,Morgen::N,ochtend,rytas
623,Mittag::N,middag,vidurdienis
624,Abend::N,avond,vakaras
625,Nacht::N,nacht,naktis
626,Woche::N,week,savaitė
627,Monat::N,maand,mėnuo
628,Jahr::N,jaar,metai
629,Frühling::N,lente,pavasaris
630,Frühling::N,voorjaar,pavasaris
631,Sommer::N,zomer,vasara
632,Herbst::N,herfst,ruduo
633,Winter::N,winter,žiema
634,Januar::N,januari,sausis
635,Februar::N,februari,vasaris
636,März::N,maart,kovas
637,April::N,april,balandis
638,Mai::N,mei,gegužė
639,Juni::N,juni,birželis
640,Juli::N,juli,liepa
641,August::N,augustus,rugpjūtis
642,September::N,september,rugsėjis
643,Oktober::N,oktober,spalis
644,November::N,november,lapkritis
645,Dezember::N,december,gruodis
646,Montag::N,maandag,pirmadienis
647,Dienstag::N,dinsdag,antradienis
648,Mittwoch::N,woensdag,trečiadienis
649,Donnerstag::N,donderdag,ketvirtadienis
650,Freitag::N,vrijdag,penktadienis
651,Samstag::N,zaterdag,šeštadienis
652,Sonntag::N,zondag,sekmadienis
653,groß::A,groot,didis
654,groß::A,groot,didelis
655,klein::A,klein,mažas
656,lang::A,lang,ilgas
657,kurz::A,kort,trumpas
658,breit::A,breed,platus
659,schmal::A,smal,smulkus
660,dicht::A,dicht,tankus
661,dick[Gegenstand]::A,dik,storas
662,dünn::A,dun,plonas
663,fein::A,fijn,smulkus
664,fest::A,vast,kietas
665,fest::A,vast,tvirtas
666,flach::A,plat,lėkštas
667,flach::A,plat,plokščias
668,glatt::A,glad,slidus
669,hart::A,hard,kietas
670,weich::A,week,minkštas
671,rund::A,rond,apvalus
672,rund::A,rond,apskritas
673,spitz::A,spits,aštrus
674,spitz::A,spits,smailus
675,spitz::A,puntig,aštrus
676,spitz::A,puntig,smailus
677,scharf::A,scherp,aštrus
678,stumpf::A,stomp,bukas
679,stumpf::A,stomp,atšipęs
680,schwer::A,zwaar,sunkus
681,schön::A,mooi,gražus
682,schön::A,fraai,gražus
683,heiß::A,heet,karštas
684,warm::A,warm,šiltas
685,kalt::A,koud,šaltas
686,kühl::A,koel,vėsus
687,kühl::A,koel,bejausmis
688,frisch::A,fris,šviežias
689,feucht::A,vochtig,drėgnas
690,nass::A,nat,šlapias
691,trocken::A,droog,sausas
692,voll::A,vol,pilnas
693,leer::A,leeg,tuščias
694,offen::A,open,atviras
695,geschlossen::A,gesloten,uždaras
696,geschlossen::A,gesloten,uždarytas
697,sauber::A,net,švarus
698,sauber::A,schoon,švarus
699,schmutzig::A,vuil,nešvarus
700,schmutzig::A,vuil,purvinas
701,roh::A,rauw,žalias
702,reif::A,rijp,prinokęs
703,reif::A,rijp,pribrendęs
704,lecker::A,lekker,gardus
705,süß::A,zoet,saldus
706,bitter::A,bitter,kartus
707,sauer::A,zuur,gižus
708,sauer::A,zuur,rūgštus
709,hell::A,licht,šviesus
710,hell::A,licht,skaistus
711,hell::A,helder,šviesus
712,hell::A,helder,skaistus
713,dunkel::A,donker,tamsus
714,schwarz::A,zwart,juodas
715,weiß::A,wit,baltas
716,rot::A,rood,raudonas
717,gelb::A,geel,geltonas
718,blau::A,blauw,mėlynas
719,grün::A,groen,žalias
720,grau::A,grijs,pilkas
721,bunt::A,bont,margas
722,bunt::A,bont,spalvotas
723,billig::A,goedkoop,pigus
724,teuer::A,duur,brangus
725,wertvoll::A,kostbaar,vertingas
726,wertvoll::A,waardevol,vertingas
727,blind::A,blind,aklas
728,taub::A,doof,kurčias
729,kräftig::A,krachtig,stiprus
730,stark::A,sterk,stiprus
731,schwach::A,zwak,silpnas
732,fett::A,vet,riebus
733,schlank::A,slank,laibas
734,schlank::A,slank,lieknas
735,hübsch::A,leuk,gražus
736,böse::A,kwaad,blogas
737,dumm::A,dom,paikas
738,dumm::A,dom,kvailas
739,faul::A,lui,tingus
740,fleißig::A,vlijtig,stropus
741,fleißig::A,vlijtig,kruopštus
742,geizig::A,gierig,šykštus
743,klug::A,slim,sumanus
744,klug::A,slim,protingas
745,klug::A,schrander,sumanus
746,klug::A,schrander,protingas
747,klug::A,verstandig,sumanus
748,klug::A,verstandig,protingas
749,geschickt::A,handig,apsukrus
750,geschickt::A,vaardig,apsukrus
751,lieb::A,lief,mielas
752,lustig::A,vrolijk,smagus
753,lustig::A,vrolijk,linksmas
754,sanft::A,zacht,švelnus
755,sanft::A,zacht,minkštas
756,hungrig::A,hongerig,alkanas
757,krank::A,ziek,ligotas
758,krank::A,ziek,sergantis
759,nackt::A,naakt,nuogas
760,traurig::A,treurig,liūdnas
761,traurig::A,bedroefd,liūdnas
762,lebendig::A,levend,gyvas
763,gut::A,goed,geras
764,schlecht::A,slecht,blogas
765,schlecht::A,slecht,prastas
766,richtig::A,juist,tikras
767,richtig::A,juist,teisingas
768,schlimm::A,erg,blogas
769,schlimm::A,erg,prastas
770,schlimm::A,kwaad,blogas
771,schlimm::A,kwaad,prastas
772,wahr::A,waar,tikras
773,alt::A,oud,senas
774,neu::A,nieuw,naujas
775,ehemalig::A,voormalig,buvęs
776,alt[Lebewesen]::A,oud,pagyvenęs
777,jung::A,jong,jaunas
778,arm::A,arm,neturtingas
779,reich::A,rijk,turtingas
780,bekannt::A,bekend,žinomas
781,bekannt::A,bekend,pažįstamas
782,berühmt::A,beroemd,žymus
783,berühmt::A,beroemd,garsus
784,fremd::A,vreemd,svetimas
785,verschieden::A,verscheiden,įvairus
786,verschieden::A,verschillend,įvairus
787,nah::A,nabij,artimas
788,nah::A,nabijgelegen,artimas
789,fern::A,ver,tolimas
790,linker::A,linker,kairys
791,rechter::A,rechter,dešinys
792,anderer::A,andere,kitas
793,erster::A,eerste,pirmas
794,zweiter::A,tweede,antras
795,dritter::A,derde,trečias
796,letzter::A,laatste,paskutinis
797,allein::ADV,alleen,vienas
798,auf einmal::ADV,ineens,iš karto
799,auf einmal::ADV,tegelijk,iš karto
800,zusammen::ADV,samen,kartu
801,zusammen::ADV,samen,drauge
802,zusammen::ADV,bijeen,kartu
803,zusammen::ADV,bijeen,drauge
804,lange::ADV,lang,ilgai
805,plötzlich::ADV,eensklaps,staiga
806,plötzlich::ADV,plotsklaps,staiga
807,sofort::ADV,terstond,tuojau
808,sofort::ADV,aanstonds,tuojau
809,sofort::ADV,onmiddelijk,tuojau
810,später::ADV,later,vėliau
811,später::ADV,later,paskiau
812,jetzt::ADV,nu,dabãr
813,jetzt::ADV,nou,dabãr
814,jetzt::ADV,thans,dabãr
815,heute::ADV,heden,šiandien
816,heute::ADV,vandaag,šiandien
