,Concept_ID,ja,ta
705,fünf::NUM,五,ஐந்து
706,fünf::NUM,五つ,ஐந்து
707,sechs::NUM,六,ஆறு
708,sechs::NUM,六つ,ஆறு
709,sieben::NUM,七,ஏழு
710,sieben::NUM,七つ,ஏழு
711,acht::NUM,八,எட்டு
712,acht::NUM,八つ,எட்டு
713,neun::NUM,九,ஒன்பது
714,neun::NUM,九つ,ஒன்பது
715,zehn::NUM,十,பத்து
716,elf::NUM,十一,பதினொன்று
717,zwölf::NUM,十二,பன்னிரண்டு
718,zwanzig::NUM,二十,இருபது
719,dreißig::NUM,三十,முப்பது
720,vierzig::NUM,四十,நாற்பது
721,fünfzig::NUM,五十,ஐமபது
722,sechzig::NUM,六十,அறுபது
723,siebzig::NUM,七十,எழுபது
724,achtzig::NUM,八十,எண்பது
725,neunzig::NUM,九十,தொன்னூறு
726,hundert::NUM,百,நூறு
727,tausend::NUM,千,ஆயிரம்
728,und::CNJ,-と,மற்றும்
729,und::CNJ,そして,மற்றும்
730,oder::CNJ,或いは,அல்லது
731,stehen::V,立っている,நில்
732,sitzen::V,座っている,உட்கார்
733,liegen::V,横になっている,படு
734,hängen::V,掛かっている,தொங்கச் செய்
735,werden::V,なる,ஆகு
736,passieren::V,起こる,நிகழ்
737,beginnen::V,始まる,ஆரம்பி
738,enden::V,終わる,முடி
739,wechseln::V,変わる,மாற்று
740,aufgehen[Sonne]::V,出る,உயர எழு
741,untergehen[Sonne]::V,沈む,பொறுத்து
742,scheinen[Sonne]::V,輝く,பிரகாசி
743,donnern::V,雷が鳴る,இடி
744,wehen::V,吹く,வீசு
745,strömen::V,流れる,பாயதல்
746,fließen::V,流れる,நீரோட்டம் போக்கில் போ
747,sich drehen::V,回転する,சுழல்
748,schwanken::V,揺れる,தள்ளாடு
749,schwingen::V,振動する,ஆடு
750,fallen::V,落ちる,விழு
751,brennen::V,燃える,எரி
752,rauchen::V,煙を出す,பகை பிடி
753,regnen::V,雨が降る,மழை பெய்
754,gefrieren::V,凍る,உறைந்துவிடு
755,tauen::V,溶ける,உருகு
756,schmelzen::V,溶ける,உருகு
757,trocknen::V,乾く,உலர்த்து
758,sieden::V,沸く,கொதிக்க வை
759,faulen::V,腐る,அழுகச் செய்
760,verfaulen::V,朽ちる,அழுகச் செய்
761,reißen::V,切れる,திடீரென அறு
762,versinken::V,沈む,மூழ்கு
763,vergehen::V,経つ,கடந்துசெல்
764,erscheinen::V,現れる,தோன்றச்
765,verschwinden::V,消える,மறைந்து போ
766,sinken::V,下がる,பதைவுறு
767,abnehmen::V,減る,குறை
768,zunehmen::V,増える,உயர்த்து
769,steigen::V,上がる,உயர எழு
770,wachsen::V,伸びる,வளர்
771,glänzen::V,輝く,மிளிர்
772,funkeln::V,ぴかぴか光る,பிரகாசி
773,lärmen::V,騒ぐ,கொம்பு
774,läuten::V,鳴る,மணியொலியிசை
775,klingeln::V,鳴る,மணி அடி
776,klirren::V,がらんがらんと鳴る,கிலுங்கு
777,brausen::V,逆巻く,இரைதல்
778,rauschen::V,戦ぐ,சலசலப்பு
779,klingen::V,鳴る,சிலம்புதல்
780,bellen::V,吠える,குரை
781,heulen::V,きゃんきゃん鳴く,ஊளையிடு
782,blasen::V,吹く,ஊது
783,pfeifen::V,口笛を吹く,சீழ்க்கை எழப்பு
784,schreien::V,叫ぶ,கூச்சலிடு
785,stöhnen::V,うめく,வேதனை
786,zittern::V,震える,நடுங்கு
787,leben::V,生きている,உயிருடனிரு
788,geboren werden::V,生まれる,பிற
789,atmen::V,呼吸する,சுவாசி
790,trinken::V,飲む,குடி
791,essen::V,食べる,சாப்பிடு
792,schlucken::V,飲み込む,முழுங்கு
793,müde werden::V,眠くなる,கையயர்தல்
794,einschlafen::V,寝付く,தூங்க
795,schlafen::V,眠る,தூங்கு
796,aufwachen::V,目が覚める,எழுப்பு
797,aufstehen::V,起きる,எழுந்திரு
798,sich erholen::V,休養する,இளைப்பாறு
799,krank werden::V,病気になる,விழுதல்
800,krank sein::V,病気である,நருக்கலாயிருக்க
801,schmerzen::V,痛む,நோவுறு
802,husten::V,咳をする,இருமு
803,genesen::V,元気になる,குணம் அடை
804,sterben::V,死ぬ,மரணமடை
805,sterben::V,亡くなる,மரணமடை
806,umkommen::V,死亡する,நசி
807,sich bewegen::V,移動する,நகர்த்து
808,sich rühren::V,動く,அசை
809,sich erheben::V,立ち上がる,எழுந்து நில்
810,sich setzen::V,座る,உட்கார்
811,hinfallen::V,転ぶ,விழு
812,laufen::V,歩く,நட
813,schreiten::V,跨ぐ,கவடுவைத்தல்
814,spazierengehen::V,散歩する,உலவு
815,eilen::V,急ぐ,விரைந்து
816,sich beeilen::V,焦る,அவசரப்படுத்து
817,sausen::V,疾駆する,விரைந்து செல்
818,rennen::V,走る,ஓடு
819,springen::V,跳ぶ,குதி
820,klettern::V,よじ登る,ஏறு
821,schaukeln::V,ぶらんこに乗る,தள்ளாடு
822,kriechen::V,這う,மெதுவாக நடந்து செல்
823,schwimmen::V,泳ぐ,நீந்து
824,tauchen::V,潜る,மூழ்கி நீச்சலடி
825,rudern::V,漕ぐ,துடுப்புப் போடு
826,fahren::V,行く,ஓட்டு
827,fahren::V,乗車する,ஓட்டு
828,fliegen::V,飛ぶ,பற
829,gehen::V,行く,போ
830,weggehen::V,立ち去る,விலகிச் செல்
831,abfahren::V,出発する,புறப்பட்டுச் செல்
832,anhalten::V,止まる,நின்றுவிடு
833,hineingehen::V,入る,மறையச் செய்
834,eintreten::V,中に入る,நுழை
835,kommen::V,来る,வா
836,ankommen::V,着く,வநது சேர்
837,ankommen::V,到着する,வநது சேர்
838,zurückkommen::V,帰る,திரும்பி வா
839,bleiben::V,留まる,இரு
840,warten::V,待つ,தாமதி
841,erwarten::V,期待する,எதிர்நோக்கு
842,suchen::V,探る,தேடு
843,finden::V,見つける,கண்டுபிடி
844,versuchen::V,試す,முயற்சி செய்
845,vorbereiten::V,準備する,ஆயத்தம் செய்
846,lieben::V,愛する,அன்பு செலுத்து
847,mögen::V,好きである,விரும்பு
848,lachen::V,笑う,சிரி
849,rühren::V,感情を動かす,இதயத்தைத் தொடு
850,weinen::V,泣く,அழு
851,schimpfen::V,叱る,சாபமிடு
852,sich ärgern::V,怒る,கோப்பபடு
853,sich ärgern::V,腹を立てる,கோப்பபடு
854,sich fürchten::V,怖がる,பயப்படு
855,fürchten::V,恐れる,பயப்படுத்து
856,fliehen::V,逃げる,ஓடு
857,flüchten::V,逃亡する,தப்பிவிடு
858,sehen::V,見る,பார்
859,anschauen::V,眺める,கூர்ந்து கவனி
860,ansehen::V,見る,கவனி
861,hören::V,聞く,கேள்
862,zuhören::V,聴く,சுவைத்துப் பார்
863,probieren::V,食べてみる,ருசி
864,riechen::V,気取る,முகர்ந்து பார்
865,fühlen::V,感じる,தொட்டுணர்
866,scheinen::V,ように見える,காணப்படு
867,zu sehen sein::V,見える,தோன்றுதல்
868,vernehmen::V,承る,கேள்
869,frieren::V,寒気がする,குதுகுதுகு
870,tun::V,する,செய்
871,können::V,出来る,இயல்வது
872,wollen::V,-たい,விரும்பு
873,anfangen::V,始める,தொடங்கு
874,beenden::V,終える,முடி
875,aufhören::V,止める,நிறுத்து
876,gelingen::V,成功する,வெற்றி
877,geraten::V,当たる,ஏற்படுத்து
878,öffnen::V,開く,திற
879,öffnen::V,開ける,திற
880,schließen::V,閉める,மூடு
881,stellen::V,置く,வை
882,stellen::V,据える,வை
883,setzen::V,座らせる,வை
884,legen::V,置く,பரப்பி வை
885,berühren::V,触る,பதி
886,berühren::V,触れる,பதி
887,verbinden::V,結びつける,சேர்
888,bedecken::V,覆う,உறைபோடு
889,aufhängen::V,掛ける,தொங்கவிடு
890,anzünden::V,燃やす,எரியூட்டு
891,anzünden::V,火をつける,எரியூட்டு
892,aufheben::V,拾う,பொறுக்கி எடு
893,zurücklassen::V,残す,விட்டுச் செல்
894,verlieren::V,無くす,இழ
895,fallen lassen::V,落とす,அளவில் குறைவு
896,machen::V,作る,தயார்செய்
897,herstellen::V,製造する,உற்பத்தி செய்
898,bauen::V,建設する,கட்டு
899,reparieren::V,直す,பழுது பார்
900,reparieren::V,修理する,பழுது பார்
901,verbessern::V,改良する,மேம்படுத்து
902,ändern::V,変える,மாற்றி அமை
903,graben::V,掘る,குழி வெட்டு
904,beugen::V,折る,வனை
905,biegen::V,曲げる,வனை
906,drehen::V,回す,சுழல்
907,wenden::V,裏返す,குடைகவிழு
908,umdrehen::V,裏返す,சுற்றும் முற்றும் பார்
909,heben::V,挙げる,தூக்கு
910,hochheben::V,持ち上げる,தூக்கு
911,ergreifen::V,取り上げる,பறி
912,halten::V,持つ,பிடித்துக் கொள்
913,drücken::V,押す,அழுத்து
914,schieben::V,ずらす,தள்ளு
915,kratzen::V,引っ掻く,கீறு
916,lecken::V,なめる,நக்கு
917,beißen::V,噛む,கடி
918,abreißen::V,剝ぎ取る,கிழி
919,abschneiden::V,切り取る,வெட்டி எடு
920,binden::V,縛る,கட்டு
921,stecken::V,差し込む,பதிய வை
922,brechen::V,破る,உடை
923,klopfen::V,とんとん叩く,தட்டு
924,hauen::V,叩く,அடி
925,kleben::V,貼る,ஒட்டு
926,kleben::V,くっ付ける,ஒட்டு
927,reiben::V,擦る,தேய்
928,streichen::V,塗る,பரவச்செய்
929,schleifen::V,研ぐ,அரை
930,schneiden::V,切る,துண்டாக்கு
931,rütteln::V,揺さぶる,மெல்ல தள்ளு
932,schütteln::V,振る,குலுக்கு
933,schütteln::V,揺さぶる,குலுக்கு
934,schwenken::V,振る,ஊஞ்சலாடு
935,schütten::V,注ぐ,ஊற்று
936,füllen::V,いっぱいにする,நிரப்பு
937,einwickeln::V,包む,சுற்று
938,tragen::V,運ぶ,எடுத்துச் செல்
939,schleppen::V,引きずる,இழுத்துச் செல்
940,ziehen::V,引く,இழு
941,aufbewahren::V,預かる,வைத்துக் கொள்
942,werfen::V,投げる,வீசி எறி
943,fangen::V,受ける,பிடி
944,packen::V,掴む,பிடித்துக்கொள்
945,verstecken::V,隠す,மறை
946,teilen::V,分ける,பாகங்களாகப் பிரி
947,schicken::V,送る,அனுப்பு
948,bringen::V,持って行く,கொண்டு வா
949,hinzufügen::V,加える,சேர்
950,bekommen::V,得る,பெறு
951,erhalten::V,受ける,பெறு
952,nehmen::V,取る,எடு
953,wählen::V,選ぶ,தேர்ந்தெடு
954,auswählen::V,選ぶ,தேர்ல்தெடு
955,bewahren::V,保存する,கெடாது பேணு
956,behindern::V,妨害する,தடங்கல் செய்
957,verderben::V,台無しにする,நாசமாக்கு
958,beschädigen::V,損傷する,சேதப்படுத்து
959,zerbrechen::V,割る,உடை
960,zerreißen::V,引き裂く,கிழி
961,zerstören::V,破壊する,அழி
962,verbrennen::V,焼く,எரியூட்டு
963,geben::V,上げる,கொடு
964,reichen::V,渡す,வழங்கு
965,schenken::V,贈る,மொயத்தல்
966,versprechen::V,約束する,உறுதியளி
967,wünschen::V,望む,ஆசைப்படு
968,loben::V,褒める,புகழ்ச்சி கூறு
969,küssen::V,キスする,முத்தமிடு
970,wiegen::V,揺する,ஆட்டுத்தல்
971,zudecken::V,覆う,உறைபோடு
972,wecken::V,起こす,எழுப்பு
973,zeigen::V,見せる,காட்டு
974,führen::V,案内する,வழிகாட்டி
975,lehren::V,教える,சொல்லிக் கொடு
976,unterrichten::V,通知する,அறிவுரை கூறு
977,aufziehen::V,育てる,வளர்
978,leiten::V,導く,அழைத்துச் செல்
979,antreiben::V,励ます,தூண்டு
980,lassen::V,～させる,விடு
981,einladen::V,誘う,அழை
982,einladen::V,招待する,அழை
983,vereinigen::V,一つにする,ஒன்றாகச் சேர்
984,besuchen::V,訪ねる,வருகை புரி
985,treffen::V,出会う,சந்தி
986,sich versammeln::V,集まる,தொகுப்பு
987,spielen::V,遊ぶ,விளையாடு
988,singen::V,歌う,பாடு
989,tanzen::V,踊る,நடனமாடு
990,sich trennen::V,別れる,தனிப்படடுத்து
991,verlassen::V,別れる,கைவிடு
992,retten::V,救う,காப்பாற்று
993,retten::V,助ける,காப்பாற்று
994,bewachen::V,見張る,காவல் செய்
995,bewachen::V,軽微する,காவல் செய்
996,schützen::V,保護する,பாதுகாப்பு செய்
997,verteidigen::V,守る,எதிர்த்து நில்
998,sich schlagen::V,殴る,பூசலிடு
999,schießen::V,撃つ,சுட்டுக் கொல்
1000,siegen::V,勝つ,வெற்றி பெறு
1001,ärgern::V,怒らせる,எரிச்சலூட்டு
1002,schlagen::V,殴る,அடி
1003,treten::V,蹴る,உதை
1004,stechen::V,突く,கொட்டு
1005,stoßen::V,突く,நெருக்கு
1006,stehlen::V,盗る,திருடு
1007,stören::V,構う,தொல்லைகொடு
1008,belästigen::V,邪魔する,தொல்லை கொடு
1009,verbergen::V,隠す,மறை
1010,täuschen::V,だます,ஏமாற்று
1011,betrügen::V,だます,ஏமாற்று
1012,töten::V,殺す,கொல்
1013,wohnen::V,住む,தங்கியிரு
1014,arbeiten::V,働く,வேலை செய்
1015,sammeln::V,集める,ஒன்றுசேர்
1016,sammeln::V,収集する,ஒன்றுசேர்
1017,pflücken::V,摘む,கொய்து எடு
1018,jagen::V,狩りをする,வேட்டையாடு
1019,fischen::V,釣る,மீன் பிடி
1020,fassen::V,捕る,பிடி
1021,hüten::V,放牧する,காவல் செய்
1022,treiben::V,追う,ஓட்டு
1023,anbinden::V,繋ぐ,கட்டு
1024,füttern::V,餌をやる,உணவளி
1025,melken::V,搾乳する,பால் கற
1026,hacken::V,刻む,வெட்டி எடு
1027,gießen::V,水をやる,நீர்ப் பாய்ச்சு
1028,reifen::V,熟す,பழு
1029,zubereiten::V,調理する,சமையல் செய்
1030,kochen::V,煮る,வேகவை
1031,backen::V,焼く,வெப்பத்தில் வாட்டு
1032,braten::V,焼く,பொரியச் செய்
1033,braten::V,炒める,பொரியச் செய்
1034,umrühren::V,混ぜる,கலக்கு
1035,stricken::V,編む,பின்னியிழை
1036,nähen::V,縫う,தையல் வேலை செய்
1037,färben::V,染める,வண்ணம் பெறச் செய்
1038,reinigen::V,掃除する,சுத்தம் செய்
1039,waschen::V,洗う,கழுவு
1040,waschen::V,洗濯する,கழுவு
1041,abwischen::V,拭く,துடை
1042,spülen::V,洗う,அலசு
1043,spülen::V,すすぐ,அலசு
1044,fegen::V,掃除する,பெறுக்கு
1045,kehren::V,掃く,பெறுக்கு
1046,baden::V,入浴する,குளி
1047,sich waschen::V,洗う,கழுவு
1048,ausziehen::V,脱ぐ,கழற்று
1049,anziehen::V,着る,புனைதல்
1050,sich anziehen::V,着る,உடுத்துதல்
1051,kämmen::V,梳く,தலை வாரிக் கொள்
1052,schmücken::V,飾る,அழகுபடுத்து
1053,sagen::V,言う,சொல்
1054,sprechen::V,話す,பேசு
1055,reden::V,話す,பெசு
1056,sich unterhalten::V,話をする,இயல்பாக பேசிக்கொண்டிரு
1057,fragen::V,聞く,கேள்
1058,bitten::V,頼む,வேண்டு
1059,bitten::V,お願いする,வேண்டு
1060,erzählen::V,物語る,சொல்
1061,mitteilen::V,伝える,சொல்
1062,nennen::V,名づける,பெயரிடுதல்
1063,rufen::V,呼ぶ,கூச்சலிடு
1064,prahlen::V,自慢する,தற்பெருமை பேசு
1065,übersetzen::V,訳す,மொழிபெயர்ப்பு செய்
1066,denken::V,考える,யோசி
1067,glauben::V,信じる,நம்பு
1068,bemerken::V,気が付く,கவனி
1069,erkennen::V,認識する,அடையாளம் கண்டுகொள்
1070,begreifen::V,分かる,பற்றிக்கொள்
1071,verstehen::V,聞き取る,புரிந்து கொள்
1072,lernen::V,学ぶ,கற்றுக்கொள்
1073,lernen::V,勉強する,கற்றுக்கொள்
1074,wissen::V,知っている,தெரிந்திரு
1075,sich erinnern an::V,思い出す,நினைவு கூர்
1076,vergessen::V,忘れる,மற
1077,messen::V,計る,அளவிடு
1078,messen::V,測定する,அளவிடு
1079,zählen::V,数える,எண்ணு
1080,rechnen::V,計算する,கணக்கிடு
1081,lesen::V,読む,படி
1082,malen::V,描く,வண்ணச்சித்திரம்
1083,zeichnen::V,写生する,வரை
1084,schreiben::V,書く,எழுது
1085,besitzen::V,所持する,உடைமையாகக் கொண்டிரு
1086,kaufen::V,買う,வாங்கு
1087,verkaufen::V,売る,விற்பனை செய்
1088,bezahlen::V,払う,இறுத்தல்
1089,zahlen::V,支払う,பணம் செலுத்து
1090,beherrschen::V,支配する,ஆட்சிசெய்
1091,ertragen::V,耐える,தாங்கு
