,Concept_ID,av,ce
733,zwei::NUM,кӏиго,шиъ
734,drei::NUM,лъабго,кхоъ
735,vier::NUM,ункъо,диъ
736,fünf::NUM,щуго,пхиъ
737,sechs::NUM,анлъго,ялх
738,sieben::NUM,анкьго,ворхӏ
739,acht::NUM,микьго,бархӏ
740,neun::NUM,ичӏго,исс
741,zehn::NUM,анцӏго,итт
742,elf::NUM,анцӏила цо,цхьайтта
743,zwölf::NUM,кӏиго-анцӏила,шийтта
744,zwanzig::NUM,къого,ткъа
745,dreißig::NUM,лъеберго,ткъе итт
746,vierzig::NUM,кӏикъого,шовзткъа
747,fünfzig::NUM,кӏикъо́ялда анцӏго,шовзткъе итт
748,sechzig::NUM,лъабкъого,кхузткъа
749,siebzig::NUM,лъабкъо́ялда анцӏго,кхузткъе итт
750,achtzig::NUM,ункъого,дезткъа
751,neunzig::NUM,ункъоялда а́нцӏила,дезткъе итт
752,hundert::NUM,нусго,бӏе
753,tausend::NUM,азарго,эзар
754,und::CNJ,ва,a
755,und::CNJ,-ги,a
756,oder::CNJ,ялъуни,я
757,stehen::V,бахъунчӏезе,латта
758,sitzen::V,гӏодов чӏезе,хиъна ӏан
759,liegen::V,бегизе,ӏилла
760,hängen::V,базе,кхаза
761,werden::V,бахъине,хила
762,passieren::V,лъугьине,хила
763,passieren::V,лъугьа-бахъине,хила
764,beginnen::V,байбихьизе,доло
765,enden::V,лъугӏизе,дӏадерза
766,wechseln::V,хиса-басизе,хийца
767,wechseln::V,хисизе,хийца
768,aufgehen[Sonne]::V,баккизе,кхета
769,untergehen[Sonne]::V,щинкӏизе,чубуза
770,scheinen[Sonne]::V,къалъ-къалъизе,серло яла
771,donnern::V,гъугъазе,къекъа
772,wehen::V,пуйзе,хьекха
773,strömen::V,чвахизе,эха
774,fließen::V,чвахизе,охьаэха
775,sich drehen::V,сверизе,хьийза
776,schwanken::V,хьвагӏезе,леста
777,schwanken::V,багъа-бачаризе,леста
778,schwingen::V,щвартӏезе,лесто
779,fallen::V,бортизе,охьакхета
780,brennen::V,рекӏине,дага
781,rauchen::V,кӏкӏуй буризе,оза
782,regnen::V,базе,догlа догlу
783,gefrieren::V,гӏу́низе,гӏоро
784,tauen::V,биаризе,даша
785,schmelzen::V,биине,лала
786,trocknen::V,бакъвазе,дакъо
787,sieden::V,гьалдезе,кхехка
788,faulen::V,махӏцине,дахкадала
789,verfaulen::V,туризе,дахкадала
790,reißen::V,бихъизе,хеда
791,versinken::V,гъанкъизе,хичудаха
792,vergehen::V,базе,дlаэха
793,vergehen::V,бахъизе,дlаэха
794,vergehen::V,ине,дlаэха
795,erscheinen::V,баккизе,схьадала
796,erscheinen::V,баккизе,ӏоттадала
797,verschwinden::V,къине,къайладала
798,verschwinden::V,билизе,къайладала
799,sinken::V,гӏодо́бе ккезе,лахдала
800,abnehmen::V,тӏаса камизе,
801,zunehmen::V,гӏемерлъизе,лакхадала
802,steigen::V,бахине,хьаладала
803,wachsen::V,кӏодолъизе,кхиа
804,glänzen::V,цӏвакизе,лепа
805,funkeln::V,паркъезе,къега
806,lärmen::V,хъудизе,гӏовгӏаян
807,lärmen::V,чӏиргъдизе,гӏовгӏаян
808,läuten::V,кьабизе,детта
809,klingeln::V,кьабизе,дека
810,klirren::V,зваргъизе,дека
811,brausen::V,гьалаглъизе,хьаьдда даха
812,rauschen::V,шуршудизе,леста
813,klingen::V,бахъине,дека
814,bellen::V,гъанчдезе,лета
815,heulen::V,рурудизе,угӏа
816,blasen::V,гьохьизе,хӏуп баха
817,pfeifen::V,гьещтӏезе,шок етта
818,schreien::V,ахӏизе,мохь бетта
819,schreien::V,ахӏдезе,мохь бетта
820,stöhnen::V,зигардизе,узарш дан
821,zittern::V,дарран,дега
822,zittern::V,гьаргьадизе,дега
823,leben::V,бетӏербахъизе,даха
824,geboren werden::V,лъугьине,хила
825,atmen::V,хӏухьел биччазе,садеӏа
826,trinken::V,гьекъезе,мала
827,essen::V,квине,кхалла
828,essen::V,кваназе,кхалла
829,schlucken::V,кӏкӏвине,къурдбан
830,schlucken::V,къулчӏизе,къурдбан
831,müde werden::V,сваказе,кӏаддала
832,einschlafen::V,кьижизе,наб кхета
833,einschlafen::V,гъапуллъизе,наб кхета
834,schlafen::V,кьижизе,вижа
835,schlafen::V,кьижизе,наб ян
836,schlafen::V,кьижизе,дижина хила
837,aufwachen::V,бигьине,самадала
838,aufstehen::V,бахъине,гӏатта
839,aufstehen::V,тӏадебахъине,гӏатта
840,sich erholen::V,хьи бахъизе,садаӏа
841,sich erholen::V,хӏалхьи гьабизе,садаӏа
842,krank werden::V,унтизе,цомгуш хила
843,krank sein::V,унтизе,цомгуш хила
844,schmerzen::V,унтизе,лаза
845,schmerzen::V,унтизе,ӏийжа
846,husten::V,хъегӏизе,йовхарш етта
847,genesen::V,лъилъизе,тадала
848,sterben::V,хвезе,дала
849,umkommen::V,гьалаглъизе,хӏаллакхила
850,sich bewegen::V,багъаризе,лела
851,sich bewegen::V,багъаргъизе,лела
852,sich rühren::V,багъаризе,меттахъхьен
853,sich erheben::V,тӏадебахъине,хьалагlатта
854,sich erheben::V,бахъине,хьалагlатта
855,sich setzen::V,гӏодов чӏезе,хаа
856,hinfallen::V,щапизе,дожа
857,hinfallen::V,щапизе,охьакхета
858,laufen::V,хьвадизе,вада
859,laufen::V,хьвадизе,хьада
860,schreiten::V,чӏезе,болар дан
861,schreiten::V,чӏезе,ког баккха
862,spazierengehen::V,тира-сверизе,доладала
863,eilen::V,ракӏхӏалакине,сихдала
864,eilen::V,дуризе,сихдала
865,sich beeilen::V,дуризе,сихдала
866,sich beeilen::V,гӏедегӏизе,сихдала
867,sausen::V,тӏуризе,
868,rennen::V,бекеризе,дада
869,springen::V,кӏанцӏизе,ирхкхийсадала
870,klettern::V,хархадизе,тӏедийла
871,schaukeln::V,гьерщезе,техко
872,kriechen::V,хъурщизе,такха
873,schwimmen::V,лъедезе,некадан
874,tauchen::V,букъардизе,чулелха
875,rudern::V,хазе,дига лело
876,rudern::V,хазе,кема лело
877,fahren::V,ине,хахка
878,fliegen::V,боржине,тӏемадала
879,gehen::V,ине,лeла
880,weggehen::V,ине,дӏадаха
881,abfahren::V,къокъине,дӏадаха
882,anhalten::V,чӏезе,саца
883,anhalten::V,тархъизе,саца
884,anhalten::V,лъалхъизе,саца
885,hineingehen::V,тӏаделъугьине,чудала
886,eintreten::V,лъугьине,чудала
887,kommen::V,бачӏине,кхача
888,kommen::V,бачӏине,дӏакхача
889,kommen::V,бачӏине,схьакхача
890,ankommen::V,щвезе,кхача
891,ankommen::V,щвезе,схьакхача
892,ankommen::V,тӏадебачӏине,кхача
893,ankommen::V,тӏадебачӏине,схьакхача
894,zurückkommen::V,тадбуссине,юхада
895,zurückkommen::V,тӏадбуссине,юхада
896,bleiben::V,чӏезе,диса
897,bleiben::V,хутӏизе,диса
898,warten::V,чӏезе,хьежа
899,warten::V,чӏезе,cобар дан
900,erwarten::V,балагьизе,хьоьжуш ӏан
901,suchen::V,балагьизе,леха
902,finden::V,батизе,каро
903,versuchen::V,хӏалбихьизе,дан хьажа
904,vorbereiten::V,хӏадурлъизабизе,кечъян
905,lieben::V,балай бегьизе,деза
906,mögen::V,бокьизе,безамхила
907,lachen::V,белъизе,дела
908,weinen::V,гӏодизе,делха
909,schimpfen::V,гъанчдезе,чехо
910,sich ärgern::V,вагъизе,оьгӏазъэха
911,sich ärgern::V,ццида́хине,оьгӏазъэха
912,sich fürchten::V,хӏинкъизе,кхера
913,fürchten::V,беркъазе,кхера
914,fürchten::V,хӏинкъа-къазе,кхера
915,fliehen::V,лъутизе,дӏадада
916,flüchten::V,лъутизе,дӏадада
917,sehen::V,бихьизе,ган
918,anschauen::V,бертӏамизе,хьажа
919,anschauen::V,бертӏамизе,хьежа
920,anschauen::V,балагьизе,хьажа
921,anschauen::V,балагьизе,хьежа
922,ansehen::V,бала-гъалагьизе,хьовса
923,hören::V,рагӏизе,хаза
924,zuhören::V,гӏенеккизе,ладогӏа
925,probieren::V,кӏалдиб хъва́зе,хьажа
926,probieren::V,чӏамизе,хьажа
927,riechen::V,су́нтӏизе,хьожа яха
928,fühlen::V,чӏвазе,хаадала
929,zu sehen sein::V,бихьизе,гуш хила
930,vernehmen::V,рагӏизе,бартхатта
931,frieren::V,цӏорозе,гӏоро
932,tun::V,гьабизе,дан
933,können::V,кӏвезе,дадала
934,können::V,лъазе,дадала
935,wollen::V,бокьизе,тӏергӏа
936,anfangen::V,байбихьизе,доло
937,beenden::V,тӏубазабизе,довла
938,beenden::V,лъугӏизабизе,довла
939,aufhören::V,бахъизе,саца
940,gelingen::V,бахъизе,кадала
941,geraten::V,бахъизе,хила
942,öffnen::V,рагьизе,дӏаделла
943,öffnen::V,рагьизе,схьаделла
944,schließen::V,къазе,къовла
945,schließen::V,къазе,дӏачӏагӏа
946,stellen::V,чӏвазе,хlотто
947,setzen::V,рекӏинабизе,дийгӏа
948,setzen::V,гӏодор чӏезаризе,дийгӏа
949,legen::V,лъезе,охьадилла
950,berühren::V,хъвазе,хьедан
951,verbinden::V,хьухьине,вовшахтаса
952,verbinden::V,бухьине,вовшахтаса
953,bedecken::V,кквезе,тилла
954,bedecken::V,кквезе,тӏетаса
955,aufhängen::V,базе,хьалаолла
956,anzünden::V,бакизе,лато
957,anzünden::V,рекӏинабизе,лато
958,zurücklassen::V,тезе,дита
959,verlieren::V,билизабизе,дайа
960,fallen lassen::V,бортизабизе,охьадожо
961,machen::V,гьабизе,дан
962,herstellen::V,гьабизе,дан
963,herstellen::V,хӏадурлъизабизе,дан
964,bauen::V,базе,гӏишлоян
965,bauen::V,гьабизе,гӏишлоян
966,reparieren::V,къачӏазе,тадан
967,verbessern::V,лъикӏлъизабизе,нисдан
968,ändern::V,хисизабизе,хийца
969,graben::V,бухъизе,ахка
970,beugen::V,хьетӏизабизе,сатто
971,biegen::V,гьетӏизабизе,сатто
972,drehen::V,тиризабизе,хьовзо
973,drehen::V,свердизабизе,хьовзо
974,wenden::V,бегизе,
975,umdrehen::V,бегизе,хьовзo
976,umdrehen::V,бега-битӏизе,хьовзo
977,heben::V,борхизе,айа
978,heben::V,борхизе,хьалаайа
979,hochheben::V,борхалъизабизе,хьалаайа
980,hochheben::V,борхизе,хьалаайа
981,ergreifen::V,кквезе,дӏалаца
982,halten::V,кквезе,латто
983,drücken::V,къазе,тӏетаӏо
984,drücken::V,къанцӏу́зе,тӏетаӏо
985,drücken::V,къвал ба́зе,тӏетаӏо
986,schieben::V,хъилдизе,татта
987,kratzen::V,хачазе,мӏараш тийса
988,lecken::V,чӏикӏизе,мотт хьекха
989,beißen::V,хӏанчӏизе,катoха
990,beißen::V,хӏанчӏизабизе,катoха
991,abreißen::V,тӏезе,схьадаккха
992,abreißen::V,тӏезабизе,схьадаккха
993,abschneiden::V,къотӏизе,кхада
994,binden::V,бухьине,дӏадехка
995,binden::V,бухьине,вовшахтаса
996,stecken::V,къазабизе,чудахийта
997,brechen::V,бекизе,кагдан
998,klopfen::V,дванкезе,детта
999,hauen::V,базе,етта
1000,kleben::V,бацӏцӏине,тӏелато
1001,reiben::V,хачазе,хьекхо
1002,streichen::V,бахине,тlехьакха
1003,streichen::V,жужазе,тlехьакха
1004,schleifen::V,лъухьизе,ирдан
1005,schneiden::V,къотӏизе,ларга
1006,rütteln::V,багъа-бачаризабизе,лесто
1007,schütteln::V,кӏобокӏизе,лесто
1008,schwenken::V,гьесадизе,лесто
1009,schwenken::V,хьвагӏезабизе,лесто
1010,schütten::V,тӏезе,дотта
1011,füllen::V,цӏезабизе,дуза
1012,einwickeln::V,жемизе,хьарчо
1013,tragen::V,баччизе,дахьа
1014,schleppen::V,бехъерхъизе,ийзо
1015,ziehen::V,цӏазе,озо
1016,aufbewahren::V,цӏунизе,ӏалашдан
1017,werfen::V,рехизе,кхосса
1018,fangen::V,кквезе,леца
1019,packen::V,кквезе,леца
1020,verstecken::V,бахчизе,къайладаккха
1021,teilen::V,бикьизе,декъа
1022,schicken::V,битӏизе,дӏадахьийта
1023,bringen::V,баччизе,дан
1024,hinzufügen::V,жубазе,тӏетоха
1025,bekommen::V,щвезе,даккха
1026,erhalten::V,щвезе,даккха
1027,erhalten::V,босизе,даккха
1028,nehmen::V,босизе,схьаэца
1029,wählen::V,бищизе,харжа
1030,auswählen::V,тӏасабищизе,харжа
1031,bewahren::V,цӏунизе,lалашдан
1032,behindern::V,квекӏен гьабизе,новкъарло ян
1033,verderben::V,хвезабизе,талхо
1034,beschädigen::V,галгъазабизе,дохо
1035,zerbrechen::V,щущазабизе,дохо
1036,zerbrechen::V,щущазабизе,кагдан
1037,zerreißen::V,бихъизе,хадо
1038,zerstören::V,биххизабизе,дохо
1039,zerstören::V,биххизабизе,кагдан
1040,verbrennen::V,бухӏизе,даго
1041,geben::V,кьезе,яла
1042,reichen::V,кьезе,дӏадала
1043,reichen::V,кьезе,дӏакховдо
1044,schenken::V,кьезе,совгӏат дан
1045,versprechen::V,назру гьабизе,ваӏда дан
1046,wünschen::V,бокьизе,лаа
1047,loben::V,беццизе,хасто
1048,loben::V,бецца-бекъизе,хасто
1049,küssen::V,баизе,оба яккха
1050,wiegen::V,чӏучӏадизабизе,тахка
1051,zudecken::V,тӏадбигъине,тӏетаса
1052,wecken::V,бигьинабизе,самадаккха
1053,zeigen::V,бихьизабизе,гайта
1054,führen::V,бачине,дига
1055,lehren::V,малъизе,ӏамо
1056,lehren::V,цӏализабизе,ӏамо
1057,unterrichten::V,цӏализабизе,хьеха
1058,aufziehen::V,гӏезабизе,кхио
1059,leiten::V,нухмалъи гьабизе,урхалла дан
1060,antreiben::V,гӏедегӏизабизе,сихдан
1061,einladen::V,ахӏизе,кхайкха
1062,einladen::V,тӏадеахӏизе,кхайкха
1063,vereinigen::V,цолъизабизе,цхьаьнатоха
1064,besuchen::V,баккизе,хьажахIотта
1065,besuchen::V,хьвадизе,хьажахIотта
1066,treffen::V,дандчӏвазе,дуьхьалкхета
1067,sich versammeln::V,данделъизе,гулдан
1068,sich versammeln::V,бакӏаризе,гулдан
1069,spielen::V,басандизе,ловза
1070,singen::V,ахӏизе,лакха
1071,tanzen::V,кьурдизе,хелхадала
1072,sich trennen::V,батӏалъизе,къаста
1073,verlassen::V,тезе,дита
1074,verlassen::V,рехунтезе,дита
1075,retten::V,хвасар гьабизе,кӏелхьардаккха
1076,retten::V,хвасарлъизабизе,кӏелхьардаккха
1077,bewachen::V,цӏунизе,ха дан
1078,schützen::V,цӏунизе,лардан
1079,verteidigen::V,цӏунизе,лардан
1080,sich schlagen::V,багъизе,етта
1081,schießen::V,речӏчӏизе,детта
1082,siegen::V,бергьине,тола
1083,ärgern::V,вагъизавизе,оьгӏаздахийта
1084,schlagen::V,кьабизе,тоха
1085,treten::V,мал тункизе,мийра тоха
1086,stechen::V,къазабизе,ӏотта
1087,stechen::V,къазабизе,къовзо
1088,stoßen::V,тункизе,татта
1089,stoßen::V,хъилдизе,татта
1090,stehlen::V,щинкӏизабизе,лачкъо
1091,stören::V,квекӏен гьабизе,новкъарло ян
1092,stören::V,татубахъи гьабизе,новкъарло ян
1093,belästigen::V,рахӏатхвезабизе,сагатдан
1094,verbergen::V,бахчизе,къайладаккха
1095,verbergen::V,балъго тезе,къайладаккха
1096,täuschen::V,божуда рекӏкӏ гьабизе,ӏexo
1097,täuschen::V,гуккизе,ӏexo
1098,betrügen::V,хӏилла гьабизе,ледан
1099,betrügen::V,сандирахълъи гьабизе,ледан
1100,töten::V,чӏвазе,ден
1101,wohnen::V,яшав гьабизе,даха
1102,arbeiten::V,хӏалтӏизе,къахьега
1103,sammeln::V,бакӏаризе,гулдан
1104,pflücken::V,бетӏизе,даха
1105,jagen::V,чан гьабизе,талла
1106,fischen::V,ччугӏа кквезе,чӏерий леца
1107,fassen::V,кквезе,лаца
1108,fassen::V,кквезе,схьалаца
1109,hüten::V,кваназабизе,лардан
1110,treiben::V,гъезе,лахка
1111,anbinden::V,бухьине,дӏадехка
1112,füttern::V,кваназабизе,хӏума яла
1113,melken::V,бечӏчӏизе,оза
1114,hacken::V,чӏвазе,
1115,gießen::V,лъалъазе,хи тоха
1116,reifen::V,барщизе,хьекъа
1117,zubereiten::V,бежа-белъине,кечъян
1118,zubereiten::V,бежа-белъине,кхача бан
1119,kochen::V,белъине,кхача бан
1120,backen::V,базе,датта
1121,braten::V,бежизе,кхарза
1122,umrühren::V,багъаризе,кего
1123,stricken::V,хьухьине,
1124,nähen::V,букъизе,тега
1125,färben::V,кьер гьабизе,басардан
1126,reinigen::V,бацӏцӏине,цӏандан
1127,waschen::V,чуризе,йила
1128,waschen::V,чуризе,йитта
1129,waschen::V,чуризе,дӏадайа
1130,abwischen::V,бацӏцӏине,дӏадайа
1131,spülen::V,хулизе,хи кхарза
1132,fegen::V,лъухьизе,нуй хьакха
1133,kehren::V,лъухьизе,нуй хьакха
1134,baden::V,чордезе,лийча
1135,ausziehen::V,бахъизе,духар дӏадаккха
1136,anziehen::V,ретӏине,
1137,sich anziehen::V,ретӏине,духа
1138,kämmen::V,хазе,ехк хьакха
1139,schmücken::V,чӏухӏизабизе,хаздан
1140,sagen::V,бицине,ала
1141,sprechen::V,бицине,баха
1142,sprechen::V,бицине,мотт бийца
1143,reden::V,гаргадизе,къамел дан
1144,sich unterhalten::V,гаргадизе,къамел дан
1145,fragen::V,цӏехезе,хатта
1146,fragen::V,гьикъизе,хатта
1147,bitten::V,гьаризе,деха
1148,erzählen::V,бицине,дийца
1149,mitteilen::V,лъазабизе,хаам бан
1150,nennen::V,цӏар лъезе,цӏе яккха
1151,rufen::V,ахӏизе,кхайкха
1152,prahlen::V,беццаризе,куралла ян
1153,prahlen::V,беццаризе,дозалла дан
1154,übersetzen::V,буссинабизе,гоч дан
1155,denken::V,ургъизе,ойла ян
1156,glauben::V,божизе,теша
1157,bemerken::V,берречӏчӏизе,ган
1158,erkennen::V,лъазе,довза
1159,erkennen::V,батӏаго бахъизе,довза
1160,begreifen::V,бичӏчӏизе,кхета
1161,lernen::V,цӏализе,деша
1162,wissen::V,лъазе,хаа
1163,sich erinnern an::V,ракӏалде щвезе,дагадан
1164,vergessen::V,кӏочене,дицдала
1165,messen::V,борцине,дуста
1166,zählen::V,рикӏкӏине,дагардан
1167,rechnen::V,рикӏкӏине,лара
1168,lesen::V,цӏализе,еша
1169,malen::V,бахъизе,сурт дилла
1170,zeichnen::V,бахъизе,сурт дилла
1171,schreiben::V,хъвазе,яздан
1172,besitzen::V,щвезе,доладан
1173,besitzen::V,бу́кӏине,доладан
1174,kaufen::V,босизе,эца
1175,verkaufen::V,бичизе,дохка
1176,bezahlen::V,кьезе,мах бала
1177,zahlen::V,кьезе,мах бала
1178,ertragen::V,баччизе,лан
1179,ertragen::V,баччизе,сатоха
1180,ertragen::V,баччизе,садетта
1181,Auge::N,,бӏаьрг
1182,Sehne::N,,хьорзам
1183,Funke::N,,суй
1184,Moor::N,,уьшал
1185,Elch::N,,сай
1186,Beere::N,,цӏазам
1187,Gedächtnis::N,,диццадалар
1188,Ton::N,,aз
1189,Winkel::N,,са
1190,Menge::N,,дукхалла
1191,Stütze::N,,гӏopтоp
1192,Schuh::N,,мача
1193,Schnur::N,,муш
1194,Leine::N,,кочатосу доьхка
1195,Geschäft::N,,туька
1196,voll::A,,дуьзна
1197,lange::ADV,,дукха
1198,später::ADV,,тӏаьхьо
1199,nicht::ADV,,ца
1200,schon::ADV,,хӏинцале
1201,durch::PRP,,чекх
1202,alles::PRN,,дерриг
1203,rühren::V,,хьедан
1204,scheinen::V,,мотта
1205,aufheben::V,,айа
1206,lassen::V,,-йта
1207,sich waschen::V,,юьхь йила
1208,verstehen::V,,кхета
1209,beherrschen::V,,собаре хила
